variant,green_bp,rvol,target_bp,hold,cost_bp,trades,trades_per_session,net_return,mean_trade_bp,target_fill_proxy_rate,forced_exit_rate,green_trade_fraction,positive_months,max_drawdown
g0_rv2_t2_h5_c0,0,2.0,2,5,0,749,11.88888888888889,-0.07607437388232752,-1.0156792240631176,0.9359145527369827,0.06408544726301736,0.9359145527369827,0,0.08453211635350401
g5_rv1_t5_h5_c0,5,1.0,5,5,0,2269,36.01587301587302,-0.07682759857677934,-0.33859673237893056,0.875275451740855,0.124724548259145,0.8774790656676951,1,0.087021389853138
g10_rv1_t2_h1_c0,10,1.0,2,1,0,1949,30.936507936507937,-0.07781704717559645,-0.39926653245560006,0.8860954335556696,0.11390456644433043,0.8866085171883017,1,0.09058161378141802
g5_rv0_t10_h3_c0,5,0.0,10,3,0,5094,80.85714285714286,-0.07970563674015607,-0.15646964416991768,0.6833529642716922,0.3166470357283078,0.7188849627012172,2,0.15787028011300586
g10_rv1.5_t2_h10_c0,10,1.5,2,10,0,935,14.841269841269842,-0.08020268179994094,-0.8577826930474968,0.9636363636363636,0.03636363636363636,0.9636363636363636,1,0.09030766790932243
g0_rv1.5_t5_h10_c0,0,1.5,5,10,0,1320,20.952380952380953,-0.08026060414380431,-0.6080348798773054,0.9090909090909091,0.09090909090909091,0.9121212121212121,0,0.0904225718346304
g20_rv1_t10_h3_c0,20,1.0,10,3,0,985,15.634920634920634,-0.08040621697520267,-0.8163067713218545,0.7411167512690355,0.25888324873096447,0.7614213197969543,1,0.08764626938336212
g5_rv2_t15_h3_c0,5,2.0,15,3,0,602,9.555555555555555,-0.0815240209171233,-1.35421961656351,0.5897009966777409,0.41029900332225916,0.659468438538206,0,0.10285646041058297
g5_rv1_t5_h1_c0,5,1.0,5,1,0,2531,40.17460317460318,-0.08231391340073735,-0.32522288976980385,0.7301461872777558,0.2698538127222442,0.7491110233109443,0,0.08536868557367766
g5_rv1_t5_h3_c0,5,1.0,5,3,0,2358,37.42857142857143,-0.0837441549846577,-0.3551490881452829,0.8426632739609838,0.1573367260390161,0.8502968617472434,0,0.09274960576142455
g5_rv1_t15_h3_c0,5,1.0,15,3,0,2120,33.65079365079365,-0.08387165940218388,-0.39562103491596173,0.5745283018867925,0.42547169811320756,0.6547169811320754,1,0.09521930486357444
g0_rv2_t5_h3_c0,0,2.0,5,3,0,743,11.793650793650794,-0.08429377879321498,-1.1345057711065274,0.8425302826379543,0.15746971736204576,0.8519515477792732,0,0.08762967057385136
g5_rv1.5_t2_h10_c0,5,1.5,2,10,0,1178,18.6984126984127,-0.08542815584506913,-0.7251965691432014,0.9584040747028862,0.04159592529711375,0.9584040747028862,1,0.09178565625130927
g20_rv1.5_t10_h10_c0,20,1.5,10,10,0,491,7.7936507936507935,-0.08702276963283506,-1.7723578336626287,0.8513238289205702,0.14867617107942974,0.8574338085539714,1,0.09939235690042034
g10_rv1_t5_h10_c0,10,1.0,5,10,0,1712,27.174603174603174,-0.08757840445072207,-0.5115561007635635,0.9141355140186916,0.08586448598130841,0.9164719626168224,1,0.12417392257565035
g0_rv1_t5_h10_c0,0,1.0,5,10,0,2520,40.0,-0.09018066241923539,-0.35785977150490234,0.9099206349206349,0.09007936507936508,0.9115079365079365,1,0.16056546853559212
g0_rv2_t2_h3_c0,0,2.0,2,3,0,759,12.047619047619047,-0.09045917978790441,-1.1918205505652755,0.9262187088274044,0.07378129117259552,0.9288537549407114,0,0.09772013216947598
g5_rv2_t5_h10_c0,5,2.0,5,10,0,601,9.53968253968254,-0.09050397918175568,-1.5058898366348699,0.913477537437604,0.08652246256239601,0.9151414309484193,0,0.09050397918175568
g0_rv1.5_t15_h5_c0,0,1.5,15,5,0,1234,19.58730158730159,-0.09258049801706136,-0.750247147626105,0.646677471636953,0.353322528363047,0.6961102106969206,1,0.11682891258224005
g10_rv0_t15_h3_c0,10,0.0,15,3,0,3666,58.19047619047619,-0.0929227338759181,-0.25347172361134235,0.5695581014729951,0.43044189852700493,0.6456628477905073,1,0.17182891493989072
g5_rv2_t2_h10_c0,5,2.0,2,10,0,624,9.904761904761905,-0.09324056536154313,-1.494239829511909,0.9519230769230769,0.04807692307692308,0.9519230769230769,0,0.09559202609369925
g5_rv1.5_t2_h5_c0,5,1.5,2,5,0,1205,19.126984126984127,-0.0933211705183904,-0.7744495478704597,0.9410788381742738,0.05892116182572614,0.9410788381742738,0,0.09962380389115164
g0_rv1.5_t2_h1_c0,0,1.5,2,1,0,1503,23.857142857142858,-0.09388957528640651,-0.6246811396301165,0.8702594810379242,0.12974051896207583,0.8709248170326015,0,0.09958442144143818
g0_rv1.5_t5_h5_c0,0,1.5,5,5,0,1387,22.015873015873016,-0.09402526252677512,-0.6779038394143845,0.8709444844989185,0.12905551550108146,0.875270367700072,0,0.11612678573948197
g0_rv1_t15_h1_c0,0,1.0,15,1,0,3135,49.76190476190476,-0.09412854971212192,-0.3002505572954447,0.3263157894736842,0.6736842105263158,0.533652312599681,1,0.11333494580814776
g5_rv0_t10_h5_c0,5,0.0,10,5,0,4548,72.19047619047619,-0.09580549727550225,-0.21065412769459596,0.7535180299032542,0.24648197009674583,0.7717678100263852,2,0.19187961607146295
g0_rv1.5_t2_h10_c0,0,1.5,2,10,0,1417,22.49206349206349,-0.10062415316611584,-0.7101210526895967,0.9555398729710657,0.04446012702893437,0.9562455892731122,1,0.10864633614084733
g20_rv1_t15_h10_c0,20,1.0,15,10,0,840,13.333333333333334,-0.10173478528024282,-1.211128396193367,0.7797619047619048,0.22023809523809523,0.7952380952380952,1,0.1392153724716337
g5_rv1.5_t2_h3_c0,5,1.5,2,3,0,1221,19.38095238095238,-0.10176150584347687,-0.833427566285642,0.9287469287469288,0.07125307125307126,0.9303849303849304,0,0.10800546757048281
g0_rv0_t15_h10_c0,0,0.0,15,10,0,3634,57.682539682539684,-0.10448361023582253,-0.28751681407766244,0.7410566868464502,0.2589433131535498,0.7592184920198128,1,0.19093512721893588
g10_rv1.5_t15_h5_c0,10,1.5,15,5,0,847,13.444444444444445,-0.1062627352418456,-1.2545777478376103,0.6706021251475797,0.3293978748524203,0.7024793388429752,1,0.11866975424283425
g0_rv2_t15_h3_c0,0,2.0,15,3,0,708,11.238095238095237,-0.10717817797920115,-1.5138160731525585,0.5805084745762712,0.4194915254237288,0.6567796610169492,0,0.11702409023884325
g5_rv1.5_t5_h3_c0,5,1.5,5,3,0,1185,18.80952380952381,-0.10798353311262232,-0.911253443988374,0.8430379746835444,0.1569620253164557,0.8531645569620253,0,0.12467346788882132
g0_rv1.5_t2_h5_c0,0,1.5,2,5,0,1454,23.07936507936508,-0.1087511138179379,-0.7479443866433142,0.9394773039889959,0.06052269601100413,0.9394773039889959,0,0.11670080655890686
g0_rv0_t5_h1_c0,0,0.0,5,1,0,8085,128.33333333333334,-0.11377002077250853,-0.14071740355288626,0.6963512677798392,0.3036487322201608,0.72430426716141,1,0.2332346576452779
g0_rv2_t2_h10_c0,0,2.0,2,10,0,732,11.619047619047619,-0.11405425805525626,-1.5581182794433914,0.9508196721311475,0.04918032786885246,0.9508196721311475,0,0.11688024128314987
g10_rv0_t15_h5_c0,10,0.0,15,5,0,3238,51.3968253968254,-0.11456290833834981,-0.3538076230338166,0.6562693020382953,0.34373069796170475,0.6988882025941939,1,0.18720423353062696
g0_rv2_t10_h3_c0,0,2.0,10,3,0,719,11.412698412698413,-0.11711193693018995,-1.6288169253155766,0.6898470097357441,0.3101529902642559,0.7287899860917941,0,0.12624555385971614
g10_rv0_t10_h10_c0,10,0.0,10,10,0,3059,48.55555555555556,-0.11794863501948272,-0.38557906184858687,0.8293559986923831,0.17064400130761687,0.8339326577312848,0,0.1755761681958582
g5_rv1.5_t10_h5_c0,5,1.5,10,5,0,1076,17.07936507936508,-0.11834011311378467,-1.099815177637404,0.7546468401486989,0.24535315985130113,0.7723048327137546,0,0.12146502895906501
g0_rv0_t5_h3_c0,0,0.0,5,3,0,6909,109.66666666666667,-0.11909049145832962,-0.17237008461185352,0.8267477203647416,0.17325227963525835,0.8334057027066145,0,0.20558683182480322
g0_rv1_t15_h5_c0,0,1.0,15,5,0,2271,36.04761904761905,-0.11920911837598269,-0.5249190593394217,0.647732276530163,0.3522677234698371,0.6926464112725671,1,0.14573060865885015
g0_rv1_t10_h3_c0,0,1.0,10,3,0,2665,42.301587301587304,-0.12033627940597824,-0.451543262311363,0.6896810506566604,0.3103189493433396,0.724577861163227,0,0.1433029887101293
g10_rv1_t2_h3_c0,10,1.0,2,3,0,1906,30.253968253968253,-0.1204722581651414,-0.6320685108349495,0.9333683105981112,0.06663168940188877,0.934417628541448,0,0.12752050401430962
g10_rv1.5_t10_h5_c0,10,1.5,10,5,0,875,13.88888888888889,-0.12058319190078515,-1.3780936217232587,0.7645714285714286,0.23542857142857143,0.7805714285714286,0,0.13220205808753063
g10_rv1_t10_h3_c0,10,1.0,10,3,0,1758,27.904761904761905,-0.12181926764416673,-0.6929423643012896,0.71160409556314,0.2883959044368601,0.7445961319681457,1,0.12761326014239152
g20_rv1_t10_h10_c0,20,1.0,10,10,0,883,14.015873015873016,-0.12217608562975502,-1.3836476288760478,0.8493771234428086,0.1506228765571914,0.8527746319365799,1,0.14419042654439818
g10_rv2_t10_h10_c0,10,2.0,10,10,0,456,7.238095238095238,-0.12260302736201178,-2.688662880745872,0.8245614035087719,0.17543859649122806,0.8333333333333334,0,0.1339456075760294
g5_rv1_t2_h1_c0,5,1.0,2,1,0,2531,40.17460317460318,-0.12328885745106521,-0.4871152013080412,0.8719873567759778,0.12801264322402212,0.8727775582773607,0,0.1297281679270519
g5_rv1_t10_h5_c0,5,1.0,10,5,0,2077,32.96825396825397,-0.1261072310192043,-0.6071604767414747,0.7583052479537795,0.2416947520462205,0.7737120847376023,1,0.12658446314080618
g5_rv1_t10_h3_c0,5,1.0,10,3,0,2222,35.26984126984127,-0.12846721213210766,-0.5781602706215466,0.693969396939694,0.30603060306030605,0.7295229522952296,0,0.12846721213210766
g0_rv2_t5_h10_c0,0,2.0,5,10,0,700,11.11111111111111,-0.12862150550113416,-1.8374500785876309,0.91,0.09,0.9114285714285715,1,0.12862150550113416
g0_rv1_t5_h5_c0,0,1.0,5,5,0,2728,43.301587301587304,-0.1293126226728888,-0.47401987783317,0.8695014662756598,0.13049853372434017,0.8728005865102639,0,0.14486364149752684
g0_rv1.5_t10_h5_c0,0,1.5,10,5,0,1295,20.555555555555557,-0.1321477602578467,-1.0204460251571172,0.7482625482625482,0.2517374517374517,0.7675675675675676,0,0.14653436718684199
g10_rv2_t15_h10_c0,10,2.0,15,10,0,436,6.920634920634921,-0.13220893382502685,-3.0323149959868543,0.7545871559633027,0.24541284403669725,0.7706422018348624,0,0.13516806674029383
g5_rv1.5_t15_h3_c0,5,1.5,15,3,0,1102,17.49206349206349,-0.135113989908207,-1.2260797632323683,0.5762250453720508,0.4237749546279492,0.6515426497277677,0,0.14787785588280233
g0_rv1.5_t2_h3_c0,0,1.5,2,3,0,1475,23.41269841269841,-0.1367331869534576,-0.9270046573115769,0.9233898305084746,0.07661016949152542,0.9247457627118644,0,0.14443328736715239
g5_rv1.5_t15_h10_c0,5,1.5,15,10,0,930,14.761904761904763,-0.14283316220086573,-1.5358404537727497,0.7473118279569892,0.25268817204301075,0.7688172043010753,0,0.1749168943951336
g10_rv1_t10_h5_c0,10,1.0,10,5,0,1667,26.46031746031746,-0.1433321572622993,-0.8598209793779202,0.7684463107378524,0.23155368926214756,0.7822435512897421,1,0.14429846034817184
g10_rv1.5_t15_h3_c0,10,1.5,15,3,0,897,14.238095238095237,-0.1470270425617155,-1.6390974644561371,0.5908584169453734,0.40914158305462656,0.6544035674470458,0,0.15982635630914083
g10_rv1_t2_h5_c0,10,1.0,2,5,0,1887,29.952380952380953,-0.14829101944205736,-0.7858559588874264,0.9459459459459459,0.05405405405405406,0.9464758876523582,0,0.15923983955898074
g0_rv1_t5_h3_c0,0,1.0,5,3,0,2858,45.36507936507937,-0.14891406523895467,-0.5210429154617029,0.8372988103568929,0.16270118964310706,0.8435969209237228,0,0.16822663878268745
g10_rv0_t2_h1_c0,10,0.0,2,1,0,4489,71.25396825396825,-0.14893536673219787,-0.3317784957277743,0.8783693472933838,0.12163065270661617,0.8808197816885721,0,0.15396422240457175
g0_rv1.5_t5_h3_c0,0,1.5,5,3,0,1435,22.77777777777778,-0.15006251426561434,-1.0457318067290198,0.8355400696864111,0.16445993031358885,0.8452961672473868,0,0.15913461469556525
g0_rv1_t10_h10_c0,0,1.0,10,10,0,2145,34.04761904761905,-0.15062890900680037,-0.7022326760223793,0.8228438228438228,0.17715617715617715,0.8293706293706293,0,0.18468946132798786
g5_rv0_t15_h5_c0,5,0.0,15,5,0,4089,64.9047619047619,-0.15221425538743794,-0.37225300901794556,0.6368305209097579,0.3631694790902421,0.6872095866960137,1,0.2508460985333562
g5_rv0_t10_h10_c0,5,0.0,10,10,0,3784,60.06349206349206,-0.15375988151661713,-0.4063421815978254,0.8255813953488372,0.1744186046511628,0.8308668076109936,0,0.20815407995591306
g10_rv1.5_t10_h3_c0,10,1.5,10,3,0,913,14.492063492063492,-0.1540595386761543,-1.6873991092678455,0.7064622124863089,0.29353778751369114,0.7360350492880613,0,0.1645472897375476
g5_rv1_t2_h3_c0,5,1.0,2,3,0,2453,38.93650793650794,-0.15508133445007366,-0.6322109027724161,0.9241744802282919,0.07582551977170811,0.9258051365674684,0,0.15953452152285869
g0_rv1.5_t15_h10_c0,0,1.5,15,10,0,1104,17.523809523809526,-0.15620997467682773,-1.4149454227973526,0.7481884057971014,0.25181159420289856,0.7708333333333334,0,0.1828385767066809
g10_rv1_t15_h3_c0,10,1.0,15,3,0,1698,26.952380952380953,-0.1576710012512399,-0.9285689119625437,0.5889281507656066,0.4110718492343934,0.6590106007067138,1,0.160188616420736
g5_rv2_t10_h10_c0,5,2.0,10,10,0,563,8.936507936507937,-0.15791919777516916,-2.8049591079070897,0.8170515097690941,0.18294849023090587,0.8259325044404974,0,0.16798028877241988
g5_rv1_t2_h5_c0,5,1.0,2,5,0,2412,38.285714285714285,-0.16172865927247537,-0.6705168294878747,0.9407131011608624,0.059286898839137646,0.9411276948590381,0,0.17027795032134987
g0_rv1_t10_h1_c0,0,1.0,10,1,0,3135,49.76190476190476,-0.1621101878034853,-0.5170978877304157,0.4858054226475279,0.5141945773524721,0.5885167464114832,0,0.17778747611438292
g5_rv0_t5_h3_c0,5,0.0,5,3,0,5570,88.41269841269842,-0.16389206322865946,-0.2942406880227279,0.8312387791741472,0.1687612208258528,0.8382405745062836,0,0.20387884893184108
g5_rv2_t15_h10_c0,5,2.0,15,10,0,533,8.46031746031746,-0.16592676424607666,-3.1130724999263912,0.7523452157598499,0.24765478424015008,0.7673545966228893,0,0.16680074544239415
g0_rv1_t10_h5_c0,0,1.0,10,5,0,2471,39.22222222222222,-0.1679215057893405,-0.6795690238338346,0.7507082152974505,0.24929178470254956,0.7668959935248887,0,0.1892932633897072
g5_rv1_t2_h10_c0,5,1.0,2,10,0,2332,37.01587301587302,-0.1690961020450391,-0.7251119298672346,0.9562607204116638,0.04373927958833619,0.9562607204116638,0,0.17997258838891414
g5_rv0_t5_h10_c0,5,0.0,5,10,0,4656,73.9047619047619,-0.1691836600511969,-0.36336696746391084,0.9080756013745704,0.09192439862542956,0.9089347079037801,0,0.23193870475343836
g5_rv1_t10_h10_c0,5,1.0,10,10,0,1856,29.46031746031746,-0.1701808342154727,-0.9169225981437107,0.8259698275862069,0.1740301724137931,0.8313577586206896,1,0.17162950053288994
g5_rv1_t15_h5_c0,5,1.0,15,5,0,1944,30.857142857142858,-0.17149185206988304,-0.8821597328697688,0.6486625514403292,0.3513374485596708,0.6887860082304527,1,0.1722374651215336
g10_rv1_t15_h10_c0,10,1.0,15,10,0,1382,21.936507936507937,-0.17651703381794315,-1.2772578423874323,0.7547033285094067,0.24529667149059334,0.7727930535455861,0,0.192169989002075
g0_rv1_t2_h1_c0,0,1.0,2,1,0,3135,49.76190476190476,-0.17676350653991968,-0.5638389363314823,0.8669856459330143,0.13301435406698564,0.8682615629984051,0,0.18794273163077188
g0_rv2_t10_h10_c0,0,2.0,10,10,0,653,10.365079365079366,-0.178599476834002,-2.7350609009801228,0.8162327718223583,0.18376722817764166,0.8238897396630934,1,0.178599476834002
g0_rv0_t10_h10_c0,0,0.0,10,10,0,4309,68.39682539682539,-0.18159206191546295,-0.42142506826517273,0.8182873056393595,0.18171269436064053,0.8259456950568578,0,0.23555697872181988
g0_rv1_t5_h1_c0,0,1.0,5,1,0,3135,49.76190476190476,-0.18620843299921852,-0.5939662934584322,0.7106858054226475,0.28931419457735247,0.732695374800638,0,0.19702493879703947
g0_rv1.5_t15_h3_c0,0,1.5,15,3,0,1324,21.015873015873016,-0.18683429032529952,-1.4111351233028664,0.5641993957703928,0.43580060422960726,0.6412386706948641,0,0.20569665626573677
g0_rv1_t2_h10_c0,0,1.0,2,10,0,2820,44.76190476190476,-0.19073621126582752,-0.6763695434958422,0.9574468085106383,0.0425531914893617,0.9578014184397163,0,0.2044698964028108
g5_rv1.5_t10_h3_c0,5,1.5,10,3,0,1138,18.063492063492063,-0.19164198104712993,-1.6840244380239888,0.687170474516696,0.31282952548330406,0.7240773286467487,0,0.19576403565948985
g10_rv1.5_t15_h10_c0,10,1.5,15,10,0,769,12.206349206349206,-0.194802282280382,-2.5331896265329257,0.7490247074122237,0.25097529258777634,0.7698309492847855,0,0.2114597714929836
g0_rv1_t2_h3_c0,0,1.0,2,3,0,3005,47.698412698412696,-0.19712965727906484,-0.6560055150717632,0.9231281198003328,0.07687188019966722,0.9237936772046589,0,0.21014112634940002
g5_rv0_t5_h5_c0,5,0.0,5,5,0,5196,82.47619047619048,-0.19926997928295576,-0.38350650362385635,0.8708622016936105,0.12913779830638952,0.874133949191686,0,0.2290283821126588
g10_rv1_t2_h10_c0,10,1.0,2,10,0,1831,29.063492063492063,-0.2005015104257476,-1.0950382874153337,0.959584926269798,0.040415073730202075,0.959584926269798,0,0.21247193698359562
g0_rv1_t2_h5_c0,0,1.0,2,5,0,2942,46.698412698412696,-0.2011739261669856,-0.683799884999951,0.9398368456832087,0.0601631543167913,0.9401767505098573,0,0.21412613055103966
g5_rv1_t15_h10_c0,5,1.0,15,10,0,1677,26.61904761904762,-0.20964701017501464,-1.250131247316724,0.7447823494335122,0.25521765056648776,0.7602862254025045,1,0.2159348191084934
g5_rv1.5_t10_h10_c0,5,1.5,10,10,0,997,15.825396825396826,-0.21073355756945733,-2.113676605511107,0.8164493480441324,0.18355065195586762,0.8254764292878636,0,0.21664734623782467
g10_rv0_t2_h3_c0,10,0.0,2,3,0,4334,68.7936507936508,-0.2116483592309366,-0.48834416066205955,0.9300876788186433,0.06991232118135672,0.9310106137517306,0,0.21162317067226177
g10_rv1_t15_h5_c0,10,1.0,15,5,0,1569,24.904761904761905,-0.21523660624730123,-1.3718075605309192,0.6666666666666666,0.3333333333333333,0.7010834926704907,1,0.21523660624730123
g0_rv2_t15_h10_c0,0,2.0,15,10,0,613,9.73015873015873,-0.21620387296794952,-3.52697998316394,0.7487765089722676,0.25122349102773245,0.7618270799347472,0,0.21620387296794952
g10_rv1.5_t10_h10_c0,10,1.5,10,10,0,812,12.88888888888889,-0.2286863281693955,-2.8163340907561025,0.8201970443349754,0.17980295566502463,0.8288177339901478,0,0.23632309719742045
g5_rv0_t2_h1_c0,5,0.0,2,1,0,6280,99.68253968253968,-0.23431404167023062,-0.3731115313220233,0.8640127388535032,0.1359872611464968,0.8668789808917198,0,0.23380885742196775
g10_rv1_t10_h10_c0,10,1.0,10,10,0,1505,23.88888888888889,-0.2403286071660249,-1.596867821701162,0.8245847176079735,0.17541528239202658,0.8305647840531561,0,0.24717466348156691
g0_rv1.5_t10_h3_c0,0,1.5,10,3,0,1372,21.77777777777778,-0.24293466515931517,-1.7706608247763496,0.6763848396501457,0.3236151603498542,0.7150145772594753,0,0.2541456705767093
g0_rv1.5_t10_h10_c0,0,1.5,10,10,0,1180,18.73015873015873,-0.24388923020076203,-2.0668578830573052,0.8135593220338984,0.1864406779661017,0.823728813559322,0,0.26200859563496487
g10_rv0_t2_h5_c0,10,0.0,2,5,0,4233,67.19047619047619,-0.272331955811159,-0.6433544904586794,0.9459012520670919,0.0540987479329081,0.9461374911410347,0,0.2745189819735567
g5_rv0_t2_h3_c0,5,0.0,2,3,0,5930,94.12698412698413,-0.2767949526177065,-0.46677057777016273,0.9222596964586847,0.07774030354131535,0.9234401349072513,0,0.27564077362506473
g0_rv0_t2_h1_c0,0,0.0,2,1,0,8085,128.33333333333334,-0.2823787014885045,-0.3492624631892449,0.85578231292517,0.14421768707482993,0.8589981447124304,0,0.2778512760235636
g10_rv0_t2_h10_c0,10,0.0,2,10,0,4058,64.41269841269842,-0.28685143779190403,-0.7068788511382553,0.96057171020207,0.03942828979793001,0.9608181370133071,0,0.29908839127353537
g0_rv0_t2_h3_c0,0,0.0,2,3,0,7467,118.52380952380952,-0.3024902059906258,-0.40510272665143404,0.917369760278559,0.08263023972144101,0.9185750636132316,0,0.2982385909711838
g0_rv0_t2_h10_c0,0,0.0,2,10,0,6627,105.19047619047619,-0.3239981555319603,-0.48890622533870576,0.9560887279311906,0.04391127206880942,0.9562396257733514,0,0.32244915806835156
g0_rv0_t2_h5_c0,0,0.0,2,5,0,7141,113.34920634920636,-0.3410806023711862,-0.47763702894718696,0.9385240162442235,0.0614759837557765,0.9390841618820893,0,0.32833825253931026
g5_rv0_t2_h5_c0,5,0.0,2,5,0,5726,90.88888888888889,-0.3419350527932826,-0.597162159960326,0.941320293398533,0.05867970660146699,0.941494935382466,0,0.34226012647282916
g5_rv0_t2_h10_c0,5,0.0,2,10,0,5397,85.66666666666667,-0.34699374808317784,-0.6429382028593252,0.9557161385955161,0.044283861404483975,0.9557161385955161,0,0.35452672575647115
g20_rv2_t15_h5_c1,20,2.0,15,5,1,297,4.714285714285714,0.007406136009437292,0.2493648488026024,0.7171717171717171,0.2828282828282828,0.7373737373737373,2,0.0535131225551585
g20_rv2_t10_h5_c1,20,2.0,10,5,1,302,4.7936507936507935,-0.02370921668316084,-0.7850734001046635,0.7947019867549668,0.2052980132450331,0.7947019867549668,1,0.04508876090416736
g20_rv2_t5_h5_c1,20,2.0,5,5,1,310,4.920634920634921,-0.028787957872666525,-0.9286438023440815,0.8838709677419355,0.11612903225806452,0.8838709677419355,1,0.04275431764507032
g20_rv1.5_t15_h5_c1,20,1.5,15,5,1,506,8.031746031746032,-0.031234680499754197,-0.6172861758844703,0.7015810276679841,0.2984189723320158,0.7233201581027668,1,0.08873880666902056
g20_rv2_t2_h10_c1,20,2.0,2,10,1,311,4.936507936507937,-0.032215268565144894,-1.03586072556736,0.9646302250803859,0.03536977491961415,0.9646302250803859,2,0.05032566551612104
g20_rv2_t15_h3_c1,20,2.0,15,3,1,308,4.888888888888889,-0.033792762384650676,-1.0971676098912557,0.6396103896103896,0.36038961038961037,0.6753246753246753,1,0.057419413897508174
g20_rv2_t15_h10_c1,20,2.0,15,10,1,283,4.492063492063492,-0.034180740044614244,-1.207800001576475,0.8091872791519434,0.19081272084805653,0.8197879858657244,1,0.0866442975268332
g20_rv2_t2_h5_c1,20,2.0,2,5,1,315,5.0,-0.03805120520066496,-1.207974768275078,0.9396825396825397,0.06031746031746032,0.9396825396825397,1,0.052812541585109916
g20_rv2_t2_h3_c1,20,2.0,2,3,1,318,5.0476190476190474,-0.03847100825122274,-1.2097801336862497,0.9308176100628931,0.06918238993710692,0.9308176100628931,1,0.04843542176163768
g20_rv2_t5_h3_c1,20,2.0,5,3,1,315,5.0,-0.04297019999620166,-1.3641333332127512,0.8634920634920635,0.1365079365079365,0.8634920634920635,0,0.0559551139087199
g20_rv1.5_t2_h10_c1,20,1.5,2,10,1,535,8.492063492063492,-0.04490865178494563,-0.8394140520550586,0.9644859813084112,0.03551401869158879,0.9644859813084112,2,0.07981750129440032
g20_rv2_t5_h10_c1,20,2.0,5,10,1,306,4.857142857142857,-0.04757086405634503,-1.5546034005341511,0.9313725490196079,0.06862745098039216,0.9313725490196079,1,0.06489126776074015
g20_rv2_t2_h1_c1,20,2.0,2,1,1,324,5.142857142857143,-0.0488272154919388,-1.5070128238252716,0.8827160493827161,0.11728395061728394,0.8827160493827161,1,0.05675850966641899
g10_rv2_t10_h5_c1,10,2.0,10,5,1,471,7.476190476190476,-0.04883757559880031,-1.0368912016730427,0.7707006369426752,0.22929936305732485,0.772823779193206,1,0.06173958027649513
g20_rv2_t10_h10_c1,20,2.0,10,10,1,291,4.619047619047619,-0.052440075067436864,-1.802064435307109,0.8694158075601375,0.13058419243986255,0.872852233676976,1,0.08109191640770656
g20_rv2_t10_h3_c1,20,2.0,10,3,1,311,4.936507936507937,-0.05536171932299816,-1.780119592379362,0.7234726688102894,0.2765273311897106,0.7459807073954984,1,0.05898487231695601
g10_rv2_t15_h5_c1,10,2.0,15,5,1,463,7.349206349206349,-0.058260530132025035,-1.2583267847089639,0.673866090712743,0.326133909287257,0.6997840172786177,1,0.06443355239339207
g20_rv2_t5_h1_c1,20,2.0,5,1,1,324,5.142857142857143,-0.059236393863994485,-1.8282837612343976,0.75,0.25,0.7623456790123457,0,0.06619427662971344
g20_rv1.5_t15_h10_c1,20,1.5,15,10,1,473,7.507936507936508,-0.06349386315161831,-1.3423649714929875,0.7843551797040169,0.2156448202959831,0.7949260042283298,1,0.08715889971055127
g20_rv2_t15_h1_c1,20,2.0,15,1,1,324,5.142857142857143,-0.06638100761605226,-2.0487965313596375,0.42901234567901236,0.5709876543209876,0.5216049382716049,0,0.07221729952246136
g10_rv2_t5_h5_c1,10,2.0,5,5,1,489,7.761904761904762,-0.0668521988924955,-1.3671206317483742,0.8629856850715747,0.13701431492842536,0.8629856850715747,0,0.07010682500497771
g20_rv2_t10_h1_c1,20,2.0,10,1,1,324,5.142857142857143,-0.07188526639962922,-2.2186810617169512,0.5679012345679012,0.43209876543209874,0.6172839506172839,0,0.07706312443212378
g20_rv1.5_t2_h5_c1,20,1.5,2,5,1,547,8.682539682539682,-0.07552136512744845,-1.38064652883818,0.9360146252285192,0.06398537477148081,0.9360146252285192,1,0.09077599502412001
g10_rv2_t2_h5_c1,10,2.0,2,5,1,504,8.0,-0.07627094044503879,-1.5133123104174364,0.9305555555555556,0.06944444444444445,0.9305555555555556,0,0.07773333769039661
g20_rv0_t15_h5_c1,20,0.0,15,5,1,1724,27.365079365079364,-0.07880882282892865,-0.4571277426271963,0.6919953596287703,0.3080046403712297,0.7157772621809745,1,0.16855334348710252
g20_rv1.5_t10_h5_c1,20,1.5,10,5,1,518,8.222222222222221,-0.08056152457066956,-1.555241787078563,0.7799227799227799,0.22007722007722008,0.7857142857142857,1,0.08810034892972456
g20_rv1.5_t15_h3_c1,20,1.5,15,3,1,528,8.380952380952381,-0.08320895604347789,-1.575927197793142,0.634469696969697,0.36553030303030304,0.6685606060606061,1,0.09005849821546973
g20_rv1.5_t2_h3_c1,20,1.5,2,3,1,556,8.825396825396826,-0.08707530722269974,-1.566102647890283,0.9172661870503597,0.08273381294964029,0.9172661870503597,0,0.08876664934790271
g10_rv2_t5_h3_c1,10,2.0,5,3,1,500,7.936507936507937,-0.08900502300587321,-1.7801004601174644,0.834,0.166,0.836,0,0.09251767115265677
g20_rv1.5_t5_h10_c1,20,1.5,5,10,1,519,8.238095238095237,-0.08904674270300339,-1.715736853622416,0.9132947976878613,0.08670520231213873,0.9152215799614644,0,0.10572451342997763
g10_rv2_t2_h3_c1,10,2.0,2,3,1,510,8.095238095238095,-0.09078235024868708,-1.7800460833075897,0.9137254901960784,0.08627450980392157,0.9137254901960784,0,0.09205347538315053
