variant,green_bp,rvol,target_bp,hold,cost_bp,trades,trades_per_session,net_return,mean_trade_bp,target_fill_proxy_rate,forced_exit_rate,green_trade_fraction,positive_months,max_drawdown
g20_rv1.5_t5_h1_c0,20,1.5,5,1,0,565,8.968253968253968,-0.020651705462811587,-0.3655169108462228,0.7893805309734513,0.21061946902654868,0.8017699115044248,1,0.04189239117281198
g10_rv1.5_t5_h1_c0,10,1.5,5,1,0,981,15.571428571428571,-0.02205781749971536,-0.22485033129169582,0.7604485219164119,0.23955147808358818,0.7737003058103975,1,0.0504804684722611
g20_rv2_t10_h3_c0,20,2.0,10,3,0,311,4.936507936507937,-0.023740891902076622,-0.7633727299703095,0.7491961414790996,0.2508038585209003,0.77491961414791,1,0.0379928584624903
g5_rv0_t15_h10_c0,5,0.0,15,10,0,3264,51.80952380952381,-0.02411590417393561,-0.07388451033681252,0.7472426470588235,0.25275735294117646,0.765625,1,0.1360115292346852
g10_rv2_t2_h5_c0,10,2.0,2,5,0,511,8.11111111111111,-0.02453750037737623,-0.480185917365484,0.9471624266144814,0.05283757338551859,0.9471624266144814,0,0.028844309249142084
g20_rv1.5_t2_h1_c0,20,1.5,2,1,0,565,8.968253968253968,-0.025698983434140454,-0.45484926432107,0.911504424778761,0.08849557522123894,0.911504424778761,1,0.03572388513064876
g5_rv2_t5_h5_c0,5,2.0,5,5,0,616,9.777777777777779,-0.026788156128164098,-0.43487266441824834,0.8782467532467533,0.12175324675324675,0.8782467532467533,0,0.044678300118460385
g20_rv1_t5_h1_c0,20,1.0,5,1,0,1052,16.6984126984127,-0.02679211849628571,-0.2546779324741988,0.7785171102661597,0.2214828897338403,0.7946768060836502,0,0.0437874436506047
g10_rv0_t10_h3_c0,10,0.0,10,3,0,3872,61.46031746031746,-0.027350876299028215,-0.07063759374749022,0.7004132231404959,0.29958677685950413,0.7339876033057852,1,0.13591923789432794
g5_rv2_t15_h5_c0,5,2.0,15,5,0,572,9.079365079365079,-0.029103794697816987,-0.5088075996121851,0.6695804195804196,0.3304195804195804,0.6993006993006993,2,0.05603817942378973
g10_rv1.5_t2_h1_c0,10,1.5,2,1,0,981,15.571428571428571,-0.02958664262922084,-0.3015967648238617,0.8990825688073395,0.10091743119266056,0.8990825688073395,1,0.04249666398211926
g5_rv1_t15_h1_c0,5,1.0,15,1,0,2531,40.17460317460318,-0.029795289216306253,-0.1177214113643076,0.34650335835638085,0.6534966416436191,0.5412880284472541,1,0.0573481685322381
g5_rv2_t10_h5_c0,5,2.0,10,5,0,591,9.380952380952381,-0.03038486324137457,-0.514126281579942,0.7681895093062606,0.23181049069373943,0.7766497461928934,1,0.04494027749607876
g20_rv1_t2_h3_c0,20,1.0,2,3,0,1041,16.523809523809526,-0.03166157317412899,-0.3041457557553217,0.9452449567723343,0.05475504322766571,0.94716618635927,1,0.04415184896967702
g0_rv0_t10_h3_c0,0,0.0,10,3,0,6133,97.34920634920636,-0.03375181033709029,-0.055033116479847204,0.6743844774172509,0.32561552258274906,0.7117234632316973,2,0.1734373142745597
g10_rv1_t5_h1_c0,10,1.0,5,1,0,1949,30.936507936507937,-0.035395758668726685,-0.18160984437520103,0.7521806054386865,0.2478193945613135,0.7701385325808107,1,0.06877685321580411
g20_rv2_t10_h1_c0,20,2.0,10,1,0,324,5.142857142857143,-0.03640540722670882,-1.1236236798366919,0.595679012345679,0.404320987654321,0.6450617283950617,2,0.046254765800903715
g5_rv2_t5_h1_c0,5,2.0,5,1,0,653,10.365079365079366,-0.036413564964390854,-0.557634991797716,0.7411944869831547,0.25880551301684535,0.7534456355283308,0,0.03995097518548886
g5_rv1.5_t5_h10_c0,5,1.5,5,10,0,1097,17.41269841269841,-0.03657752865369979,-0.33343234871193966,0.9124886052871468,0.08751139471285324,0.9152233363719234,1,0.06493700470599768
g20_rv0_t2_h10_c0,20,0.0,2,10,0,1978,31.396825396825395,-0.03684063713040853,-0.18625195718103402,0.9701718907987866,0.029828109201213347,0.9701718907987866,2,0.09819553896057472
g10_rv2_t2_h3_c0,10,2.0,2,3,0,515,8.174603174603174,-0.03714385774887585,-0.7212399562888515,0.9378640776699029,0.062135922330097085,0.9398058252427185,0,0.039065726296283076
g20_rv1.5_t10_h5_c0,20,1.5,10,5,0,520,8.253968253968255,-0.03746663260495009,-0.7205121654798095,0.7923076923076923,0.2076923076923077,0.801923076923077,1,0.07853231570120084
g20_rv1_t2_h1_c0,20,1.0,2,1,0,1052,16.6984126984127,-0.037650140603744164,-0.35789107037779627,0.9096958174904943,0.0903041825095057,0.9096958174904943,0,0.04420295012992229
g10_rv1_t10_h1_c0,10,1.0,10,1,0,1949,30.936507936507937,-0.04026582895953967,-0.20659737793504196,0.5397639815289892,0.46023601847101075,0.6213442791174961,1,0.07508675858588304
g20_rv0_t2_h3_c0,20,0.0,2,3,0,2051,32.55555555555556,-0.040353252260969974,-0.19674915778142357,0.9434422233057045,0.056557776694295465,0.9444173573866407,0,0.04884803495561654
g5_rv0_t15_h1_c0,5,0.0,15,1,0,6280,99.68253968253968,-0.0408860342040569,-0.06510515000646003,0.3106687898089172,0.6893312101910828,0.5353503184713376,1,0.12736493131029497
g10_rv1_t5_h3_c0,10,1.0,5,3,0,1843,29.253968253968253,-0.04164177809261749,-0.2259456217722056,0.8578404774823657,0.14215952251763428,0.8632664134563213,1,0.06584677058683049
g20_rv1_t15_h1_c0,20,1.0,15,1,0,1052,16.6984126984127,-0.04165474973457939,-0.39595769709676226,0.42775665399239543,0.5722433460076045,0.5722433460076045,1,0.07067548491580006
g5_rv2_t2_h1_c0,5,2.0,2,1,0,653,10.365079365079366,-0.041738533487116314,-0.6391812172605867,0.877488514548239,0.1225114854517611,0.877488514548239,1,0.04944112896183027
g20_rv1.5_t15_h10_c0,20,1.5,15,10,0,478,7.587301587301587,-0.04187738990409606,-0.8760960230982441,0.7887029288702929,0.2112970711297071,0.803347280334728,1,0.08281555918427513
g5_rv1.5_t5_h1_c0,5,1.5,5,1,0,1238,19.650793650793652,-0.04311598016628315,-0.34827124528500125,0.7390953150242326,0.26090468497576735,0.7552504038772213,1,0.051056324129199054
g0_rv2_t15_h1_c0,0,2.0,15,1,0,773,12.26984126984127,-0.04353249154587191,-0.5631628919258979,0.37516170763260026,0.6248382923673997,0.5485122897800776,1,0.05801557847135337
g20_rv2_t10_h10_c0,20,2.0,10,10,0,291,4.619047619047619,-0.044900409115855244,-1.542969385424579,0.8694158075601375,0.13058419243986255,0.8762886597938144,1,0.07821949764389671
g20_rv1.5_t10_h1_c0,20,1.5,10,1,0,565,8.968253968253968,-0.045145666867414946,-0.7990383516356627,0.5876106194690266,0.41238938053097346,0.6389380530973451,2,0.06885563383657953
g10_rv2_t10_h1_c0,10,2.0,10,1,0,522,8.285714285714286,-0.04588377815947475,-0.8789995815991332,0.553639846743295,0.446360153256705,0.6111111111111112,1,0.05911807335335851
g5_rv2_t15_h1_c0,5,2.0,15,1,0,653,10.365079365079366,-0.048599787807004136,-0.744254024609558,0.38437978560490044,0.6156202143950995,0.5298621745788668,1,0.06645413807968309
g10_rv1.5_t5_h10_c0,10,1.5,5,10,0,885,14.047619047619047,-0.04951428316524742,-0.559483425596016,0.9220338983050848,0.07796610169491526,0.9254237288135593,1,0.09162629087242348
g10_rv0_t5_h10_c0,10,0.0,5,10,0,3646,57.87301587301587,-0.0508571008465184,-0.13948738575567307,0.9171695008228196,0.08283049917718047,0.9185408667032364,1,0.13923262103818038
g10_rv1.5_t10_h1_c0,10,1.5,10,1,0,981,15.571428571428571,-0.05172324731760247,-0.5272502274984961,0.545361875637105,0.454638124362895,0.6075433231396534,1,0.07256302284000181
g20_rv1_t2_h5_c0,20,1.0,2,5,0,1032,16.38095238095238,-0.053304804335174594,-0.516519421852467,0.9554263565891473,0.044573643410852716,0.9554263565891473,1,0.06685340020889723
g5_rv1.5_t15_h5_c0,5,1.5,15,5,0,1028,16.317460317460316,-0.05358004894882851,-0.5212067018368531,0.6624513618677043,0.33754863813229574,0.7013618677042801,1,0.07663167187115855
g20_rv0_t2_h1_c0,20,0.0,2,1,0,2077,32.96825396825397,-0.053674822953056034,-0.25842476144947535,0.9051516610495908,0.09484833895040924,0.9065960519980741,0,0.06287777572689736
g10_rv0_t10_h5_c0,10,0.0,10,5,0,3527,55.98412698412698,-0.05401080175166517,-0.15313524738209577,0.7649560533030905,0.23504394669690956,0.7808335696058973,1,0.1707262269866807
g5_rv1.5_t2_h1_c0,5,1.5,2,1,0,1238,19.650793650793652,-0.054410105000700315,-0.4395000403933789,0.8788368336025848,0.12116316639741519,0.8796445880452343,0,0.06469791376191546
g5_rv2_t5_h3_c0,5,2.0,5,3,0,628,9.968253968253968,-0.054897509194033245,-0.8741641591406567,0.8487261146496815,0.15127388535031847,0.85828025477707,0,0.0594013881287083
g20_rv1_t2_h10_c0,20,1.0,2,10,0,1012,16.063492063492063,-0.05509925669864901,-0.5444590582870455,0.967391304347826,0.03260869565217391,0.967391304347826,1,0.08651064481449317
g10_rv2_t10_h3_c0,10,2.0,10,3,0,492,7.809523809523809,-0.05553391855393108,-1.1287381819904692,0.717479674796748,0.28252032520325204,0.7479674796747967,0,0.0714082775438326
g0_rv2_t5_h1_c0,0,2.0,5,1,0,773,12.26984126984127,-0.05615512509413756,-0.7264569869875493,0.7373868046571799,0.2626131953428202,0.7529107373868047,0,0.06009717016688709
g10_rv2_t2_h10_c0,10,2.0,2,10,0,501,7.9523809523809526,-0.05640718250956811,-1.1258918664584454,0.9600798403193613,0.03992015968063872,0.9600798403193613,0,0.058290601306953994
g5_rv2_t2_h5_c0,5,2.0,2,5,0,637,10.11111111111111,-0.056640523977051216,-0.8891762005816517,0.9372056514913658,0.06279434850863422,0.9372056514913658,0,0.05943824115019834
g0_rv2_t5_h5_c0,0,2.0,5,5,0,725,11.507936507936508,-0.056657530478555596,-0.78148317901456,0.8731034482758621,0.12689655172413794,0.8758620689655172,0,0.05967805931850431
g0_rv0_t10_h5_c0,0,0.0,10,5,0,5356,85.01587301587301,-0.05745029436483284,-0.10726343234658858,0.748319641523525,0.25168035847647496,0.7679238237490664,1,0.11423306546034001
g0_rv1.5_t10_h1_c0,0,1.5,10,1,0,1503,23.857142857142858,-0.05772733957682452,-0.38408076897421506,0.5043246839654025,0.49567531603459747,0.5988023952095808,1,0.06741993755950017
g5_rv1.5_t10_h1_c0,5,1.5,10,1,0,1238,19.650793650793652,-0.05890251969165483,-0.47578771964179994,0.5218093699515347,0.4781906300484653,0.5953150242326333,1,0.06941704896982506
g10_rv2_t15_h3_c0,10,2.0,15,3,0,486,7.714285714285714,-0.05945736640999022,-1.2234026010286052,0.6069958847736625,0.39300411522633744,0.6666666666666666,1,0.07325281887808582
g0_rv2_t15_h5_c0,0,2.0,15,5,0,666,10.571428571428571,-0.059653596854409185,-0.8956996524686064,0.6606606606606606,0.33933933933933935,0.6996996996996997,0,0.06681172039262658
g5_rv2_t10_h1_c0,5,2.0,10,1,0,653,10.365079365079366,-0.060769185974407725,-0.9306154054273771,0.5344563552833078,0.4655436447166922,0.5987748851454824,1,0.07471721119325304
g20_rv1.5_t10_h3_c0,20,1.5,10,3,0,535,8.492063492063492,-0.06154468325615425,-1.150367911329986,0.7401869158878505,0.25981308411214954,0.7607476635514019,1,0.07392203340927754
g0_rv0_t5_h5_c0,0,0.0,5,5,0,6346,100.73015873015873,-0.06203595169607168,-0.0977559906966147,0.8726757012291207,0.1273242987708793,0.8763000315159155,1,0.15381347341395604
g0_rv2_t10_h5_c0,0,2.0,10,5,0,691,10.968253968253968,-0.06259598804999911,-0.9058753697539668,0.7597684515195369,0.2402315484804631,0.7742402315484804,1,0.06448971260124525
g10_rv2_t5_h10_c0,10,2.0,5,10,0,486,7.714285714285714,-0.06279664905097615,-1.2921121203904555,0.9259259259259259,0.07407407407407407,0.9279835390946503,0,0.06606542008069337
g10_rv0_t5_h5_c0,10,0.0,5,5,0,3934,62.44444444444444,-0.06286250296074591,-0.1597928392494812,0.8861209964412812,0.11387900355871886,0.8881545500762582,1,0.13573102732672532
g20_rv1_t10_h5_c0,20,1.0,10,5,0,946,15.015873015873016,-0.06345229662049479,-0.6707430932399027,0.7938689217758985,0.20613107822410148,0.8044397463002114,1,0.0955286693077696
g5_rv1_t10_h1_c0,5,1.0,10,1,0,2531,40.17460317460318,-0.06371314424353547,-0.2517311111953199,0.5132358751481628,0.48676412485183723,0.6048992493085736,1,0.06756945625830603
g0_rv2_t2_h1_c0,0,2.0,2,1,0,773,12.26984126984127,-0.06443881448477617,-0.8336198510320333,0.8745148771021992,0.12548512289780078,0.8745148771021992,0,0.06742306069056603
g0_rv0_t5_h10_c0,0,0.0,5,10,0,5534,87.84126984126983,-0.06500741451472247,-0.11746912633668678,0.9098301409468739,0.09016985905312613,0.9118178532706903,1,0.20342881599397533
g10_rv1.5_t5_h5_c0,10,1.5,5,5,0,922,14.634920634920634,-0.06578063083878127,-0.7134558659303825,0.8839479392624728,0.11605206073752712,0.8872017353579176,1,0.10186481771899962
g0_rv2_t10_h1_c0,0,2.0,10,1,0,773,12.26984126984127,-0.06592692303761216,-0.8528709319225377,0.5226390685640362,0.47736093143596375,0.6080206985769728,1,0.07128358652519266
g5_rv2_t2_h3_c0,5,2.0,2,3,0,644,10.222222222222221,-0.06620466896387145,-1.0280228099980038,0.9270186335403726,0.07298136645962733,0.9301242236024845,0,0.07134828105260965
g5_rv1.5_t5_h5_c0,5,1.5,5,5,0,1146,18.19047619047619,-0.06648202982188245,-0.5801224242747159,0.8734729493891797,0.12652705061082026,0.8760907504363001,1,0.08955083184974284
g20_rv1_t10_h1_c0,20,1.0,10,1,0,1052,16.6984126984127,-0.06819189038792783,-0.6482118858168044,0.5893536121673004,0.41064638783269963,0.6454372623574145,1,0.0751649599518237
g10_rv1.5_t2_h3_c0,10,1.5,2,3,0,971,15.412698412698413,-0.0693341913934995,-0.7140493449382029,0.9361483007209063,0.06385169927909372,0.937178166838311,0,0.07895138106081148
g20_rv0_t2_h5_c0,20,0.0,2,5,0,2027,32.17460317460318,-0.07041091263018961,-0.3473651338440533,0.9555994079921065,0.04440059200789344,0.9555994079921065,2,0.08551956356325469
g0_rv1.5_t5_h1_c0,0,1.5,5,1,0,1503,23.857142857142858,-0.07062646828266883,-0.46990331525395096,0.7298735861610113,0.27012641383898867,0.7478376580172987,0,0.07783896243335056
g10_rv1.5_t2_h5_c0,10,1.5,2,5,0,961,15.253968253968255,-0.07098923016595438,-0.7387016666592546,0.9479708636836629,0.05202913631633715,0.9479708636836629,0,0.07990120993416383
g10_rv1.5_t5_h3_c0,10,1.5,5,3,0,944,14.984126984126984,-0.07248429512149657,-0.7678421093378873,0.8580508474576272,0.1419491525423729,0.861228813559322,1,0.09926305720741603
g5_rv0_t15_h3_c0,5,0.0,15,3,0,4757,75.5079365079365,-0.07312913344719152,-0.15372952164639797,0.549505991170906,0.45049400882909396,0.6369560647466891,1,0.14898543972067843
g5_rv0_t5_h1_c0,5,0.0,5,1,0,6280,99.68253968253968,-0.07335843738700942,-0.11681279838695768,0.7135350318471337,0.28646496815286626,0.7386942675159236,1,0.1618398877433811
g20_rv1_t15_h3_c0,20,1.0,15,3,0,961,15.253968253968255,-0.07351287542871465,-0.7649622833373013,0.6378772112382934,0.36212278876170656,0.6836628511966701,1,0.10098326580004324
g10_rv1_t5_h5_c0,10,1.0,5,5,0,1797,28.523809523809526,-0.07381840777620108,-0.41078691027379566,0.8848080133555927,0.11519198664440734,0.887590428491931,0,0.09274042002847523
g20_rv1_t15_h5_c0,20,1.0,15,5,0,919,14.587301587301587,-0.07472433595407668,-0.8131048526014873,0.7040261153427638,0.2959738846572361,0.7290533188248096,1,0.10772359105174499
g5_rv2_t10_h3_c0,5,2.0,10,3,0,611,9.698412698412698,-0.07486526979118835,-1.2252908312796782,0.7037643207855974,0.29623567921440264,0.7397708674304418,0,0.0944486076999502
