date,net_pnl
2021-05,0.0
2021-06,0.0
2021-07,0.0
2021-08,0.0
2021-09,0.0
2021-10,0.0
2021-11,0.018533174952113877
2021-12,0.04478962611322879
2022-01,-0.16630602663016306
2022-02,-0.08639552553622463
2022-03,0.17216683982375636
2022-04,-0.09540167036105976
2022-05,0.06349009444749794
2022-06,-0.21795588199073115
2022-07,0.14279790598277314
2022-08,-0.05754458059474068
2022-09,-0.04469289964551291
2022-10,0.08409971016146062
2022-11,0.05013231796309264
2022-12,-0.11566655066300828
2023-01,0.14403882078681074
2023-02,-0.012371049863964853
2023-03,-0.04392609133992256
2023-04,0.0178331072716797
2023-05,0.018494159657581475
2023-06,0.07836842915125446
2023-07,0.07851485460348975
2023-08,-0.057386483981594336
2023-09,-0.10667102903681368
2023-10,-0.121673976220656
2023-11,0.12178867482895414
2023-12,0.06756583978437967
2024-01,-0.004698359426185225
2024-02,0.0273591541105819
2024-03,0.01919285535912861
2024-04,-0.13168644785047418
2024-05,0.026151600332506828
2024-06,-0.040232254764102686
2024-07,-0.027453390659918437
2024-08,0.03949080477213511
2024-09,-0.045359045498280785
2024-10,-0.14558062008280093
2024-11,0.05712976163345432
2024-12,-0.005667993978290516
2025-01,0.04798876076764603
2025-02,-0.024766503616712884
2025-03,-0.14102254285631874
2025-04,0.018815122994994122
2025-05,0.021751645370798607
2025-06,0.031603779347075756
2025-07,-0.07400761050816684
2025-08,-0.005971165201278217
2025-09,0.024894362025233353
2025-10,-0.00535121751824465
2025-11,-0.06466312717548814
2025-12,-0.023609580091459092
2026-01,-0.08909197726707933
2026-02,0.10635062081414014
2026-03,0.20824112130796707
2026-04,0.005321477138724828
