unsupported_exit_extra_penalty_bps,trades,unsupported_exits,net_return,recent12_return,green_active_days,positive_month_fraction,block_returns,max_drawdown,recovery_sessions,worst_day,top10_absolute_trade_share
0,314,84,0.423100663155491,0.0020461569656547024,0.5641025641025641,0.26506024096385544,"[0.08884866600834523, 0.04755300173077538, 0.28669899541637045]",0.058908144418961104,473,-0.0468833712966013,0.19573988163550496
10,314,84,0.38903083815549105,0.0020461569656547024,0.5555555555555556,0.26506024096385544,"[0.06801564100834526, 0.04088128673077539, 0.2801339104163704]",0.0603067389134406,473,-0.0468833712966013,0.19578656863495533
25,314,84,0.337926100655491,0.0020461569656547024,0.5555555555555556,0.26506024096385544,"[0.03676610350834521, 0.03087371423077539, 0.2702862829163704]",0.06253374906696504,473,-0.0468833712966013,0.19576612928189563
50,314,84,0.252751538155491,0.0020461569656547024,0.5555555555555556,0.26506024096385544,"[-0.015316458991654763, 0.014194426730775386, 0.2538735704163704]",0.06669293725883382,74,-0.0468833712966013,0.19557338221870837
100,314,84,0.08240241315549104,0.0020461569656547024,0.5299145299145299,0.24096385542168675,"[-0.11948158399165479, -0.019164148269224617, 0.22104814541637038]",0.17416324453699317,618,-0.0468833712966013,0.19501988042557766
