formation,residual_absolute,stock_surprise,volume_threshold,confirmation,hold,threshold_parent_events,volume_parent_events,confirmed_events,confirmation_attrition,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months
30,0.04,8.0,5.0,no_new_low5,60,138,92,14,78,14,14,0.007863900167397029,0.007863900167397029,0.06311954175890497,223,True,0.007863900167397022,0.0004368833426331679,0.0,3,9,0.013989916763823442,0.0009326611175882294,0.0,2,8,0.005943372754840361,0.0004952810629033634,0.0,1,7
10,0.06,6.0,5.0,reclaim2,15,24,17,6,11,6,6,0.017024052803856556,0.017024052803856556,0.01497483195247773,190,False,0.017024052803856556,0.0009457807113253642,0.0,2,14,0.01306558082295728,0.0008710387215304854,0.0,1,13,0.01306558082295728,0.0010887984019131067,0.0,1,10
10,0.06,8.0,5.0,reclaim2,15,21,16,7,9,7,7,-0.040814971319954374,-0.040814971319954374,0.06804658267726293,540,True,-0.040814971319954374,-0.002267498406664132,0.0,2,14,0.01306558082295728,0.0008710387215304854,0.0,1,13,0.01306558082295728,0.0010887984019131067,0.0,1,10
10,0.06,10.0,5.0,reclaim2,15,19,15,5,10,5,5,0.008960008888028621,0.008960008888028621,0.018271602469279946,457,False,0.008960008888028621,0.0004977782715571456,0.0,2,15,0.01306558082295728,0.0008710387215304854,0.0,1,13,0.01306558082295728,0.0010887984019131067,0.0,1,10
15,0.04,6.0,2.0,no_new_low5,30,166,153,23,130,23,23,0.007060758174211815,0.007060758174211815,0.05302266573902839,360,True,0.007060758174211828,0.0003922643430117682,-0.0016108486639030391,10,3,0.01026367107105875,0.0006842447380705833,-0.0029971619237554297,9,3,-0.05608537806888568,-0.004673781505740473,-0.003289349578201259,9,2
30,0.04,6.0,0.0,no_new_low5,60,243,243,39,204,35,33,-0.04249820039884133,-0.0568082920895495,0.07738834531348575,327,True,-0.04249820039884131,-0.0023610111332689615,0.0,7,5,0.009671024977204106,0.0006447349984802737,0.0,5,5,-0.058790343716796464,-0.004899195309733039,0.0,5,5
30,0.02,10.0,2.0,no_new_low5,30,238,213,43,170,39,36,0.010269335560514242,0.0163972773155871,0.03730445553977419,297,True,0.010269335560514235,0.0005705186422507909,0.0,5,5,0.009574377104789247,0.0006382918069859498,0.0,5,3,0.04256754607947781,0.0035472955066231508,0.003090264068714159,2,3
10,0.06,6.0,0.0,no_new_low5,60,24,24,4,20,4,4,0.01977853774086314,0.01977853774086314,0.006025192775377584,379,False,0.01977853774086314,0.0010988076522701745,0.0,1,14,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,10.0,0.0,no_new_low5,60,19,19,3,16,3,3,0.0259069781078356,0.0259069781078356,0.0,0,False,0.025906978107835602,0.0014392765615464224,0.0,0,15,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,8.0,2.0,no_new_low5,60,21,20,5,15,5,5,-0.03568277847858359,-0.03568277847858359,0.060552136302353746,525,True,-0.03568277847858359,-0.0019823765821435327,0.0,2,14,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,10.0,2.0,no_new_low5,60,19,19,3,16,3,3,0.0259069781078356,0.0259069781078356,0.0,0,False,0.025906978107835602,0.0014392765615464224,0.0,0,15,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,8.0,0.0,no_new_low5,60,21,21,5,16,5,5,-0.03568277847858359,-0.03568277847858359,0.060552136302353746,525,True,-0.03568277847858359,-0.0019823765821435327,0.0,2,14,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,6.0,2.0,no_new_low5,60,24,23,4,19,4,4,0.01977853774086314,0.01977853774086314,0.006025192775377584,379,False,0.01977853774086314,0.0010988076522701745,0.0,1,14,0.008770996663938883,0.0005847331109292589,0.0,0,13,0.006330556481172868,0.0005275463734310724,0.0,0,11
30,0.02,8.0,5.0,no_new_low5,30,453,229,50,179,48,46,-0.005385050022168561,-0.021559143819454625,0.0590895760438388,224,True,-0.005385050022168545,-0.0002991694456760303,0.0,7,3,0.008688555192544129,0.0005792370128362753,0.0,6,2,-0.014371420155291872,-0.0011976183462743227,0.0,5,2
15,0.06,10.0,0.0,reclaim2,15,27,27,13,14,13,13,0.05652651842586376,0.05652651842586376,0.04234725577612598,273,True,0.05652651842586376,0.0031403621347702087,0.0,2,10,0.008328611325857719,0.0005552407550571813,0.0,2,8,-0.013890884166144254,-0.0011575736805120211,0.0,2,7
30,0.02,10.0,5.0,no_new_low5,30,238,152,28,124,27,26,0.005211459646439582,0.005211459646439582,0.026497493132338845,310,True,0.005211459646439577,0.0002895255359133098,0.0,4,9,0.008195630390903796,0.0005463753593935864,0.0,3,7,0.02851742621751576,0.00237645218479298,0.0,1,6
10,0.06,10.0,5.0,no_new_low5,60,19,15,2,13,2,2,0.023466537925069586,0.023466537925069586,0.0,0,False,0.023466537925069586,0.0013036965513927548,0.0,0,16,0.006330556481172868,0.0004220370987448579,0.0,0,14,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,6.0,5.0,no_new_low5,60,24,17,3,14,3,3,0.017338097558097124,0.017338097558097124,0.006025192775377584,379,False,0.017338097558097124,0.0009632276421165069,0.0,1,15,0.006330556481172868,0.0004220370987448579,0.0,0,14,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.06,8.0,5.0,no_new_low5,60,21,16,4,12,4,4,-0.0381232186613496,-0.0381232186613496,0.060552136302353746,525,True,-0.0381232186613496,-0.0021179565922972,0.0,2,15,0.006330556481172868,0.0004220370987448579,0.0,0,14,0.006330556481172868,0.0005275463734310724,0.0,0,11
10,0.04,6.0,0.0,reclaim2,30,134,134,68,66,60,58,0.10559065181847385,0.05391653041272307,0.10938236307935775,226,True,0.10559065181847382,0.0058661473232485455,0.015851688193382066,6,1,0.005392677737509885,0.00035951184916732567,0.006939115953861598,6,1,-0.06789907812568766,-0.005658256510473972,-0.005132128440901272,6,1
15,0.04,6.0,0.0,no_new_low5,30,166,166,26,140,26,26,0.001247582118095631,-0.02636082284847538,0.08205967127334432,360,True,0.0012475821180956258,6.931011767197922e-05,-0.0016108486639030391,10,2,0.004450495014942551,0.00029669966766283673,-0.0029971619237554297,9,2,-0.0895069590915729,-0.007458913257631075,-0.003289349578201259,9,2
30,0.04,8.0,0.0,no_new_low5,15,138,138,23,115,20,20,-0.029224778452196842,-0.05678860489682534,0.0867059761291738,527,True,-0.02922477845219683,-0.0016235988028998239,0.0,6,7,0.0026672281087506567,0.0001778152072500438,0.0,4,6,-0.0193743573648053,-0.0016145297804004415,0.0,3,6
10,0.06,10.0,2.0,no_new_low5,15,19,19,3,16,3,3,0.006045032164220037,0.006045032164220037,0.007887239897619035,85,True,0.006045032164220037,0.0003358351202344465,0.0,1,15,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,8.0,0.0,no_new_low5,15,21,21,5,16,5,5,-0.011063271738028452,-0.011063271738028452,0.021442498631904512,525,True,-0.011063271738028452,-0.0006146262076682474,0.0,2,14,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,10.0,0.0,no_new_low5,15,19,19,3,16,3,3,0.006045032164220037,0.006045032164220037,0.007887239897619035,85,True,0.006045032164220037,0.0003358351202344465,0.0,1,15,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,8.0,2.0,no_new_low5,15,21,20,5,15,5,5,-0.011063271738028452,-0.011063271738028452,0.021442498631904512,525,True,-0.011063271738028452,-0.0006146262076682474,0.0,2,14,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,6.0,2.0,no_new_low5,15,24,23,4,19,4,4,0.010476224824770517,0.010476224824770517,0.007852923978107695,85,True,0.010476224824770515,0.0005820124902650286,0.0,1,14,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,6.0,0.0,no_new_low5,15,24,24,4,20,4,4,0.010476224824770517,0.010476224824770517,0.007852923978107695,85,True,0.010476224824770515,0.0005820124902650286,0.0,1,14,0.0015214021265279633,0.00010142680843519756,0.0,1,13,-0.007998000666444625,-0.000666500055537052,0.0,1,11
15,0.04,6.0,5.0,no_new_low5,30,166,104,18,86,18,18,-0.022626745409446307,-0.022626745409446307,0.05409238411097317,428,True,-0.022626745409446307,-0.0012570414116359059,0.0,8,7,0.0007509051592070725,5.0060343947138164e-05,0.0,7,6,-0.05222017421831836,-0.004351681184859863,-0.0016108486639030391,7,4
30,0.04,6.0,2.0,no_new_low5,60,243,204,31,173,29,28,-0.050869256857033904,-0.06517934854774209,0.08216531863944933,327,True,-0.050869256857033904,-0.0028260698253907723,0.0,7,5,0.00040753104060653814,2.7168736040435877e-05,0.0,5,5,-0.07089521985369174,-0.005907934987807645,0.0,5,5
30,0.04,6.0,5.0,no_new_low5,60,243,132,17,115,17,17,0.02365413630953462,0.02365413630953462,0.06741753893708673,223,True,0.023654136309534626,0.0013141186838630347,0.0,5,8,-0.0012832726529509175,-8.555151019672784e-05,0.0,4,7,-0.06957422585598949,-0.005797852154665791,0.0,4,7
15,0.04,10.0,2.0,no_new_low5,60,81,78,12,66,12,12,-0.0016477714999493104,-0.0016477714999493104,0.051416907263426105,392,True,-0.0016477714999493173,-9.154286110829541e-05,0.0,5,9,-0.0016477714999493121,-0.00010985143332995414,0.0,5,6,-0.001156183902456519,-9.634865853804326e-05,0.0,4,5
15,0.06,6.0,0.0,reclaim2,15,44,44,22,22,20,20,-0.008504174190494198,-0.008504174190494198,0.07725699333115531,372,True,-0.008504174190494205,-0.0004724541216941225,0.0,5,6,-0.002257278661609725,-0.00015048524410731502,0.0,4,6,-0.02287021572083403,-0.0019058513100695025,0.0,3,6
15,0.06,10.0,2.0,reclaim2,15,27,26,12,14,12,12,0.045483882766948924,0.045483882766948924,0.04234725577612598,273,True,0.045483882766948924,0.002526882375941607,0.0,3,10,-0.0027140243330571173,-0.00018093495553714114,0.0,3,8,-0.02493351982505909,-0.0020777933187549245,0.0,3,7
30,0.04,8.0,2.0,no_new_low5,15,138,125,18,107,18,18,-0.036368716699982206,-0.0639325431446107,0.08483724661375676,527,True,-0.03636871669998219,-0.0020204842611101217,0.0,6,7,-0.004476710139034707,-0.00029844734260231384,0.0,4,6,-0.02649482333416086,-0.002207901944513405,0.0,3,6
30,0.04,8.0,5.0,no_new_low5,30,138,92,14,78,14,14,-0.013904425586505715,-0.013904425586505715,0.06520532574565785,223,True,-0.013904425586505722,-0.0007724680881392068,0.0,4,9,-0.005748028925548923,-0.0003832019283699282,0.0,3,8,-0.02010714275284086,-0.0016755952294034051,0.0,2,7
15,0.04,8.0,2.0,no_new_low5,30,108,102,18,84,18,18,-0.022625382757258984,-0.022625382757258984,0.04104447403632583,311,True,-0.022625382757258984,-0.0012569657087366103,-0.0003805211597287502,10,5,-0.006250332807570572,-0.0004166888538380381,-0.0002245354040506485,8,4,-0.005713825892163718,-0.00047615215768030987,-0.0016108486639030391,7,2
15,0.06,6.0,2.0,reclaim2,15,44,43,21,22,19,19,-0.012727039602940067,-0.012727039602940067,0.08138726521410966,372,True,-0.01272703960294008,-0.0007070577557188934,0.0,5,7,-0.0064801440740556,-0.00043200960493704004,0.0,4,7,-0.027093081133279906,-0.0022577567611066587,0.0,3,7
15,0.06,6.0,2.0,no_new_low5,15,44,43,10,33,9,9,-0.012762253100020762,-0.012762253100020762,0.03218111437237033,428,True,-0.012762253100020762,-0.0007090140611122646,0.0,2,11,-0.007005192550226132,-0.00046701283668174217,0.0,1,11,-0.020809522352139398,-0.001734126862678283,0.0,1,10
15,0.06,6.0,0.0,no_new_low5,15,44,44,10,34,9,9,-0.012762253100020762,-0.012762253100020762,0.03218111437237033,428,True,-0.012762253100020762,-0.0007090140611122646,0.0,2,11,-0.007005192550226132,-0.00046701283668174217,0.0,1,11,-0.020809522352139398,-0.001734126862678283,0.0,1,10
10,0.06,6.0,5.0,no_new_low5,15,24,17,3,14,3,3,0.0009568220317979267,0.0009568220317979267,0.007927015646801327,85,True,0.0009568220317979267,5.315677954432926e-05,0.0,1,15,-0.007998000666444625,-0.0005332000444296417,0.0,1,14,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,10.0,5.0,no_new_low5,15,19,15,2,13,2,2,-0.003474370628752551,-0.003474370628752551,0.007961983598279836,85,True,-0.003474370628752551,-0.00019302059048625282,0.0,1,16,-0.007998000666444625,-0.0005332000444296417,0.0,1,14,-0.007998000666444625,-0.000666500055537052,0.0,1,11
10,0.06,8.0,5.0,no_new_low5,15,21,16,4,12,4,4,-0.02058267453100104,-0.02058267453100104,0.024993244377686834,525,True,-0.02058267453100104,-0.0011434819183889467,0.0,2,15,-0.007998000666444625,-0.0005332000444296417,0.0,1,14,-0.007998000666444625,-0.000666500055537052,0.0,1,11
15,0.06,10.0,5.0,reclaim2,15,27,24,11,13,11,11,0.03986662562779608,0.03986662562779608,0.04257065490491777,273,True,0.03986662562779608,0.0022148125348775602,0.0,3,11,-0.00833128147220996,-0.0005554187648139973,0.0,3,9,-0.02493351982505909,-0.0020777933187549245,0.0,3,7
10,0.06,6.0,0.0,no_new_low5,30,24,24,4,20,4,4,0.01138957586860024,0.01138957586860024,0.018275488183599743,85,True,0.011389575868600238,0.0006327542149222354,0.0,1,14,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,6.0,2.0,no_new_low5,30,24,23,4,19,4,4,0.01138957586860024,0.01138957586860024,0.018275488183599743,85,True,0.011389575868600238,0.0006327542149222354,0.0,1,14,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,8.0,0.0,no_new_low5,30,21,21,5,16,5,5,-0.06783124135661112,-0.06783124135661112,0.07865407006681746,525,True,-0.06783124135661112,-0.0037684022975895065,0.0,2,14,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,10.0,2.0,no_new_low5,30,19,19,3,16,3,3,-0.0035829011956200994,-0.0035829011956200994,0.018545008718445468,85,True,-0.0035829011956200994,-0.00019905006642333885,0.0,1,15,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,8.0,2.0,no_new_low5,30,21,20,5,15,5,5,-0.06783124135661112,-0.06783124135661112,0.07865407006681746,525,True,-0.06783124135661112,-0.0037684022975895065,0.0,2,14,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,10.0,0.0,no_new_low5,30,19,19,3,16,3,3,-0.0035829011956200994,-0.0035829011956200994,0.018545008718445468,85,True,-0.0035829011956200994,-0.00019905006642333885,0.0,1,15,-0.010788468026585505,-0.000719231201772367,0.0,1,13,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
15,0.06,8.0,2.0,no_new_low5,15,34,34,7,27,7,7,-0.002730562254670712,-0.002730562254670712,0.023937846327584486,317,True,-0.002730562254670712,-0.00015169790303726178,0.0,2,12,-0.011735520532576198,-0.0007823680355050799,0.0,2,10,-0.007299836005275836,-0.0006083196671063197,0.0,1,9
15,0.06,8.0,0.0,no_new_low5,15,34,34,7,27,7,7,-0.002730562254670712,-0.002730562254670712,0.023937846327584486,317,True,-0.002730562254670712,-0.00015169790303726178,0.0,2,12,-0.011735520532576198,-0.0007823680355050799,0.0,2,10,-0.007299836005275836,-0.0006083196671063197,0.0,1,9
30,0.02,6.0,5.0,no_new_low5,60,952,374,72,302,68,65,0.0026983390771670463,-0.04995407274655267,0.13244268516159866,387,True,0.0026983390771670324,0.0001499077265092796,0.0024779011816524216,8,1,-0.011744029229144025,-0.0007829352819429349,0.004955802363304843,6,1,-0.13828466743892537,-0.011523722286577115,-0.0052540482451875455,6,1
30,0.04,10.0,0.0,no_new_low5,60,89,89,18,71,17,17,-0.005139148753276363,-0.024507750408764732,0.07982226471959532,223,True,-0.005139148753276359,-0.0002855082640709089,0.0,5,7,-0.012030018291654286,-0.0008020012194436191,0.0,5,6,-0.050668956665453235,-0.0042224130554544366,0.0,4,6
15,0.04,10.0,0.0,no_new_low5,60,81,81,14,67,14,14,-0.013335835521694253,0.0025132571239600155,0.06677436723804445,392,True,-0.013335835521694256,-0.0007408797512052364,0.0,5,8,-0.013335835521694246,-0.000889055701446283,0.0,5,5,0.003004844721452807,0.0002504037267877339,0.0,4,4
15,0.06,6.0,5.0,no_new_low5,15,44,32,8,24,7,7,-0.003088444404742754,-0.003088444404742754,0.04077703043653958,428,True,-0.0030884444047427576,-0.00017158024470793098,0.0,1,13,-0.016524595343198722,-0.0011016396895465815,0.0,1,12,-0.020809522352139398,-0.001734126862678283,0.0,1,10
15,0.04,10.0,5.0,reclaim2,60,81,67,32,35,32,32,-0.0571935845303404,-0.0571935845303404,0.11546153435668105,304,True,-0.05719358453034039,-0.0031774213627966882,0.0,6,4,-0.016975761019160415,-0.001131717401277361,0.0,5,3,-0.052477092444749615,-0.004373091037062468,0.00048504771666196995,5,1
15,0.06,10.0,0.0,no_new_low5,15,27,27,5,22,5,5,-0.017599670255907245,-0.017599670255907245,0.024267581328701885,85,True,-0.017599670255907245,-0.0009777594586615136,0.0,2,14,-0.017599670255907245,-0.0011733113503938164,0.0,2,11,-0.02184551437456217,-0.0018204595312135141,0.0,1,10
10,0.06,6.0,5.0,no_new_low5,30,24,17,3,14,3,3,0.0033503198032163208,0.0033503198032163208,0.018419221782756293,85,True,0.0033503198032163208,0.00018612887795646225,0.0,1,15,-0.018827724091969422,-0.0012551816061312949,0.0,1,14,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,10.0,5.0,no_new_low5,30,19,15,2,13,2,2,-0.011622157261004016,-0.011622157261004016,0.018693030213492844,85,True,-0.011622157261004016,-0.000645675403389112,0.0,1,16,-0.018827724091969422,-0.0012551816061312949,0.0,1,14,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
10,0.06,8.0,5.0,no_new_low5,30,21,16,4,12,4,4,-0.07587049742199503,-0.07587049742199503,0.08248173658764409,525,True,-0.07587049742199503,-0.0042150276345552795,0.0,2,15,-0.018827724091969422,-0.0012551816061312949,0.0,1,14,-0.018827724091969422,-0.0015689770076641185,0.0,1,11
15,0.04,8.0,2.0,reclaim2,60,108,102,47,55,46,46,-0.0841048267397152,-0.07137099936104828,0.20522203749767653,541,True,-0.08410482673971517,-0.0046724903744286206,0.0,8,2,-0.019376451186218654,-0.001291763412414577,0.0,6,2,0.0018756842312918076,0.0001563070192743173,0.005586577166710796,4,1
15,0.06,10.0,2.0,no_new_low5,15,27,26,4,22,4,4,-0.0201247735775053,-0.0201247735775053,0.024267581328701885,85,True,-0.0201247735775053,-0.0011180429765280722,0.0,2,15,-0.0201247735775053,-0.0013416515718336867,0.0,2,12,-0.024370617696160224,-0.002030884808013352,0.0,1,11
15,0.06,8.0,5.0,no_new_low5,15,34,30,6,24,6,6,-0.012249965047643299,-0.012249965047643299,0.028352176914107702,428,True,-0.012249965047643299,-0.0006805536137579611,0.0,2,13,-0.021254923325548784,-0.001416994888369919,0.0,2,11,-0.007299836005275836,-0.0006083196671063197,0.0,1,9
30,0.02,10.0,5.0,reclaim2,15,238,152,72,80,71,70,-0.04844541986762498,-0.04844541986762498,0.08388739188444114,258,True,-0.048445419867624975,-0.002691412214868054,-0.0019069276201347189,10,1,-0.02251984258139242,-0.0015013228387594946,-0.0001811274862043525,8,1,-0.021704566393256734,-0.0018087138661047279,-0.0018163638770325426,6,1
30,0.02,10.0,0.0,no_new_low5,15,238,238,53,185,45,40,-0.04286171776395781,-0.06717479508641555,0.06261048782126152,248,True,-0.04286171776395779,-0.0023812065424420998,-0.0015233049050253885,9,4,-0.023277980100242904,-0.0015518653400161937,0.0,7,3,-0.03374714831418081,-0.0028122623595150677,0.0,5,3
30,0.02,10.0,2.0,reclaim2,30,238,213,103,110,92,90,-0.12597950392669738,-0.15142090676290948,0.1687343854902416,532,True,-0.12597950392669732,-0.0069988613292609626,-0.0008634587547428629,9,1,-0.02585793852758403,-0.001723862568505602,0.0006988111775232449,6,1,0.005371248068952908,0.00044760400574607565,0.0015671043761652566,5,1
30,0.02,10.0,0.0,reclaim2,30,238,238,119,119,94,93,-0.11943759738698784,-0.15409866127524036,0.1621148214663027,532,True,-0.11943759738698778,-0.0066354220770548766,-0.0042709927087875,10,1,-0.026015279982308376,-0.0017343519988205585,0.0,7,1,-0.0040057544378118565,-0.0003338128698176547,-0.0008634587547428629,6,1
15,0.06,10.0,5.0,no_new_low5,15,27,24,3,21,3,3,-0.02964417637047789,-0.02964417637047789,0.029644176370477893,450,True,-0.02964417637047789,-0.0016468986872487717,0.0,2,16,-0.02964417637047789,-0.001976278424698526,0.0,2,13,-0.024370617696160224,-0.002030884808013352,0.0,1,11
30,0.04,8.0,5.0,no_new_low5,15,138,92,14,78,14,14,-0.06672402807037392,-0.06672402807037392,0.11065740234779159,527,True,-0.0667240280703739,-0.003706890448354106,0.0,5,9,-0.029890863598083905,-0.0019927242398722605,0.0,3,8,-0.01882562851304692,-0.0015688023760872434,0.0,2,7
30,0.02,10.0,2.0,no_new_low5,15,238,213,43,170,39,36,-0.04192786317468335,-0.06538174663348506,0.0694479726913831,213,True,-0.04192786317468333,-0.0023293257319268517,0.0,8,5,-0.03116851131624611,-0.002077900754416407,0.0,7,3,-0.04077848566652799,-0.0033982071388773323,0.0,5,3
15,0.02,8.0,5.0,no_new_low5,60,475,280,66,214,59,58,-0.0020352175361201125,0.013847683214073973,0.07966170691943976,266,True,-0.0020352175361200847,-0.00011306764089556026,-0.001590095891443653,9,2,-0.03128847007150898,-0.0020858980047672652,0.0,7,2,-0.07084477590201817,-0.00590373132516818,-0.0034287324360309174,6,2
15,0.02,8.0,5.0,no_new_low5,30,475,280,66,214,64,62,-0.013156944607283672,-0.03599095340266166,0.06028328465459432,228,True,-0.013156944607283644,-0.0007309413670713136,-0.002433829727148111,9,2,-0.0323150794918302,-0.00215433863278868,-0.004867659454296222,8,2,-0.0418155266083215,-0.0034846272173601252,-0.002433829727148111,6,2
30,0.04,10.0,2.0,no_new_low5,60,89,83,15,68,14,14,-0.028195992956837168,-0.028195992956837168,0.0815886486451235,223,True,-0.02819599295683716,-0.00156644405315762,0.0,5,9,-0.03276475148520597,-0.002184316765680398,0.0,5,7,-0.052035088203516544,-0.004336257350293045,0.0,4,6
15,0.04,10.0,5.0,reclaim2,30,81,67,32,35,32,32,-0.12816727459667854,-0.12816727459667854,0.12816727459667854,534,True,-0.12816727459667854,-0.0071204041442599186,0.001380385622470893,5,4,-0.03372937375911366,-0.0022486249172742443,0.002760771244941786,4,3,-0.06197373682406625,-0.005164478068672187,0.004772929012228701,4,1
10,0.04,8.0,0.0,reclaim2,30,99,99,49,50,43,42,-0.09316850640685864,-0.14484262781260943,0.11488370686229081,258,True,-0.09316850640685863,-0.005176028133714369,0.0,7,4,-0.03457108624834697,-0.002304739083223131,0.0,6,2,-0.09165964035238898,-0.007638303362699082,-0.005132128440901272,6,1
15,0.04,8.0,5.0,no_new_low5,30,108,80,14,66,14,14,-0.05099838624302465,-0.05099838624302465,0.05099838624302466,541,True,-0.05099838624302465,-0.002833243680168036,-0.00011226770202532425,9,7,-0.034623336293336235,-0.002308222419555749,0.0,7,6,-0.03408682937792938,-0.0028405691148274486,-0.00011226770202532425,6,4
15,0.02,10.0,5.0,no_new_low5,60,292,198,48,150,45,44,0.044132743346498304,0.060015644096692355,0.06539328484016806,434,True,0.04413274334649836,0.0024518190748054644,0.0024681226078820976,7,2,-0.035211614313765356,-0.002347440954251024,0.0,7,1,-0.039253682239106705,-0.0032711401865922252,-0.0010228710679213698,6,1
10,0.04,8.0,5.0,no_new_low5,60,99,78,19,59,17,17,-0.08035780123558378,-0.08035780123558378,0.12795425627427304,525,True,-0.08035780123558378,-0.004464322290865765,0.0,7,7,-0.0354811010504108,-0.0023654067366940534,0.0,6,5,-0.03600126234073331,-0.003000105195061109,-5.4308622321917396e-05,6,3
30,0.04,6.0,2.0,no_new_low5,15,243,204,31,173,30,29,-0.06790239990684901,-0.09546622635147753,0.06799962350001612,527,True,-0.06790239990684901,-0.003772355550380501,-0.0029433302030688023,12,5,-0.03685312712151664,-0.002456875141434443,-0.002675391221031439,9,5,-0.06216169961375416,-0.005180141634479513,-0.0020631194120968544,7,5
10,0.04,6.0,2.0,reclaim2,30,134,127,66,61,60,58,0.062384934652731344,0.035659792948436936,0.1266343060085242,226,True,0.062384934652731344,0.003465829702929519,0.015851688193382066,6,1,-0.03781303942823262,-0.002520869295215508,0.006939115953861598,6,1,-0.08615581558997377,-0.007179651299164481,-0.005132128440901272,6,1
30,0.06,10.0,0.0,no_new_low5,30,36,36,7,29,6,6,-0.039903982176857755,-0.039903982176857755,0.06515346120748525,458,True,-0.039903982176857755,-0.00221688789871432,0.0,3,12,-0.03785244713682856,-0.0025234964757885705,0.0,2,11,-0.03785244713682856,-0.0031543705947357135,0.0,2,8
30,0.06,10.0,2.0,no_new_low5,30,36,33,6,27,5,5,-0.03417331793663936,-0.03417331793663936,0.05944380353553082,359,True,-0.03417331793663936,-0.001898517663146631,0.0,2,13,-0.03785244713682856,-0.0025234964757885705,0.0,2,11,-0.03785244713682856,-0.0031543705947357135,0.0,2,8
30,0.02,8.0,5.0,no_new_low5,15,453,229,50,179,48,46,-0.08198307879463047,-0.1266917928940378,0.10268531032144435,507,True,-0.08198307879463046,-0.004554615488590581,-0.0017511159613484671,10,3,-0.03864088651678994,-0.0025760591011193294,-0.0011052275360490232,8,2,-0.055465520264201124,-0.004622126688683427,-0.0017511159613484671,7,2
30,0.06,8.0,0.0,no_new_low5,30,47,47,5,42,5,5,-0.035610717623026145,-0.035610717623026145,0.05944380353553082,359,True,-0.035610717623026145,-0.00197837320127923,0.0,2,14,-0.039289846823215346,-0.0026193231215476897,0.0,2,12,-0.039289846823215346,-0.003274153901934612,0.0,2,9
10,0.02,10.0,5.0,no_new_low5,30,301,220,43,177,41,39,-0.013040663298263233,-0.02535951284210123,0.08321290841343393,224,True,-0.013040663298263233,-0.0007244812943479574,-0.0009623354711760772,9,2,-0.0410712854945566,-0.002738085699637107,-0.0019246709423521545,8,2,-0.06625816554915596,-0.005521513795762997,-0.0009623354711760772,6,2
15,0.02,8.0,2.0,no_new_low5,60,475,413,89,324,77,75,-0.011945657483339058,0.00393724326685497,0.08586547745912912,228,True,-0.01194565748333902,-0.0006636476379632788,-0.00012753183990388012,9,0,-0.04119891001872793,-0.0027465940012485284,0.0029251281030795457,7,0,-0.06566422179206893,-0.005472018482672411,0.005442359748998657,5,0
30,0.06,8.0,0.0,no_new_low5,15,47,47,5,42,5,5,-0.03748263255194173,-0.03748263255194173,0.053824191949237564,359,True,-0.03748263255194173,-0.002082368475107874,0.0,2,14,-0.04242379046328426,-0.002828252697552284,0.0,2,12,-0.04242379046328426,-0.0035353158719403552,0.0,2,9
