campaign_id,symbol,episode_id,start,end,holding_days,gross_pnl,execution_adjustment,net_pnl
CAM-0621,XLF,13,2025-10-17,2025-10-27,6,0.0005918320286569066,-2.3428483785062663e-05,0.0006152605124419692
CAM-0621,QQQ,5,2025-06-23,2025-06-26,3,0.0006488203447383248,4.183948669341056e-05,0.0006069808580449142
CAM-0621,XLF,7,2025-08-08,2025-08-13,3,0.0005295595339809586,-7.149610883615296e-05,0.0006010556428171116
CAM-0621,SMH,3,2025-06-16,2025-06-24,5,0.00051816956660005,-6.791830180284249e-05,0.0005860878684028926
CAM-0621,DIA,26,2026-04-29,2026-04-30,2,0.0004837265802731712,-9.563706268778486e-05,0.0005793636429609561
CAM-0621,QQQ,2,2025-05-29,2025-06-04,4,0.0003727362694119514,-0.00020366156164171824,0.0005763978310536697
CAM-0621,XLF,17,2025-12-10,2025-12-15,3,0.0005894006612248703,1.664745721630926e-05,0.0005727532040085611
CAM-0621,GLD,13,2025-12-31,2026-01-06,3,0.0004997528597280679,-4.480726268290473e-05,0.0005445601224109727
CAM-0621,TQQQ,9,2026-01-05,2026-01-09,4,0.000540551628419185,-5.097561984149533e-07,0.0005410613846175999
CAM-0621,SMH,15,2026-01-02,2026-01-09,5,0.000722999762518782,0.00018845127081848284,0.0005345484917002992
CAM-0621,GLD,8,2025-08-19,2025-08-26,4,0.000563076431967204,3.1883332935273724e-05,0.0005311930990319303
CAM-0621,XLI,25,2026-03-24,2026-04-02,7,0.00039956237562771633,-0.00012822097799802926,0.0005277833536257456
CAM-0621,XLV,5,2025-12-30,2026-01-07,5,0.000279676316096857,-0.00024595058996288853,0.0005256269060597455
CAM-0621,XLF,10,2025-09-16,2025-09-30,10,0.00020085674806689718,-0.00031961363382983,0.0005204703818967272
CAM-0621,TQQQ,7,2025-10-31,2025-11-12,8,0.00010350483896010563,-0.00041449256053890606,0.000517997399499012
CAM-0621,XLY,6,2025-12-09,2025-12-12,3,0.00042225541404568393,-8.79382601125885e-05,0.0005101936741582724
CAM-0621,SOXL,16,2026-02-13,2026-02-19,3,0.00013641478081187396,-0.0003637292448941613,0.0005001440257060353
CAM-0621,XLI,16,2025-11-21,2025-11-26,3,0.0003955964496796952,-0.00010252880226287934,0.0004981252519425745
CAM-0621,SPY,12,2025-11-07,2025-11-12,3,0.00041814300794627,-7.891743024519855e-05,0.0004970604381914686
CAM-0621,SMH,4,2025-07-08,2025-07-11,3,0.00047901855119372727,-1.1743811323756197e-05,0.0004907623625174834
CAM-0624,GILD,2,2025-07-01,2025-08-01,22,0.00023825377171063714,-0.00024769181416256074,0.0004859455858731979
CAM-0621,XLF,22,2026-01-28,2026-02-02,3,0.00040463283444199433,-7.666190252268077e-05,0.0004812947369646751
CAM-0621,XLK,4,2025-07-14,2025-07-17,3,0.0004132774618623991,-6.584210965874497e-05,0.00047911957152114407
CAM-0621,XLE,14,2026-03-11,2026-03-16,3,0.0006327010791604582,0.00015920175957338594,0.0004734993195870722
CAM-0621,TLT,11,2026-02-19,2026-02-24,3,0.0005078672918528704,4.274075984808108e-05,0.0004651265320047893
CAM-0621,XLK,19,2026-03-09,2026-03-12,3,0.0004072564216156112,-3.8474137402712e-05,0.0004457305590183232
CAM-0621,QQQ,14,2025-12-16,2025-12-23,5,0.0003535669215353328,-8.356332795148064e-05,0.00043713024948681346
CAM-0621,SMH,7,2025-08-20,2025-08-26,3,0.0002791245810681409,-0.00015250199173498716,0.00043162657280312807
CAM-0621,XLK,6,2025-08-06,2025-08-11,3,0.00043157690143556343,8.205000954599296e-07,0.00043075640134010353
CAM-0621,XLI,9,2025-08-15,2025-08-22,4,0.0002390400422501363,-0.00018658193429930435,0.00042562197654944065
CAM-0621,XLI,27,2026-04-22,2026-04-30,7,0.0008715910435241278,0.00044629358027546413,0.00042529746324866343
CAM-0621,TQQQ,1,2025-06-06,2025-06-11,3,0.0005181100224569154,9.946205598335958e-05,0.00041864796647355577
CAM-0621,IWM,10,2025-12-09,2025-12-12,3,0.0005083747184573457,9.156515158928902e-05,0.00041680956686805675
CAM-0621,SPY,6,2025-08-01,2025-08-11,6,0.0003524333443955395,-6.379223655403378e-05,0.0004162255809495733
CAM-0621,SOXL,3,2025-08-18,2025-08-26,5,-1.8828981047369728e-05,-0.0004339069142963322,0.00041507793324896267
CAM-0621,IWM,12,2025-12-30,2026-01-06,4,0.00026100824896668946,-0.00013802258033858558,0.00039903082930527504
CAM-0621,XLK,9,2025-09-02,2025-09-05,3,0.00047093579428007885,7.441969534161615e-05,0.0003965160989384627
CAM-0621,IWM,14,2026-02-06,2026-02-11,3,0.0005549922297686768,0.0001601173967711966,0.00039487483299748016
CAM-0621,XLI,4,2025-06-17,2025-06-25,5,0.00048109771165729,9.16330057690869e-05,0.0003894647058882032
CAM-0618,XLP,1,2025-05-19,2025-05-27,5,6.756839229655597e-05,-0.00031883729731015163,0.0003864056896067076
CAM-0621,XLF,4,2025-06-16,2025-06-25,6,0.00047686600226446254,9.306521601542067e-05,0.0003838007862490419
CAM-0621,TLT,10,2026-02-12,2026-02-18,3,0.00041814375498114287,4.4147150588487897e-05,0.00037399660439265493
CAM-0621,XLF,9,2025-09-08,2025-09-11,3,7.87690685070813e-05,-0.0002929596487160929,0.00037172871722317423
CAM-0621,GLD,5,2025-07-15,2025-07-18,3,0.00041542094868637913,4.8981042309635176e-05,0.000366439906376744
CAM-0621,XLI,21,2026-01-23,2026-01-29,4,3.76431951898396e-05,-0.0003267776799284165,0.00036442087511825614
CAM-0621,DIA,24,2026-04-13,2026-04-16,3,0.0003389041335951045,-2.1887444588546786e-05,0.0003607915781836513
CAM-0621,DIA,16,2025-12-10,2025-12-15,3,0.0003989451397208391,3.9377009515091e-05,0.00035956813020574814
CAM-0621,XLV,9,2026-02-18,2026-02-23,3,-1.718464691113456e-05,-0.00036758187673557223,0.0003503972298244377
CAM-0621,XLE,2,2025-09-10,2025-09-19,7,0.0010160932669263153,0.000674818773465299,0.00034127449346101627
CAM-0621,XLI,19,2025-12-31,2026-01-06,3,0.0003143915378925462,-2.0390668030583582e-05,0.00033478220592312983
CAM-0621,TLT,2,2025-09-29,2025-10-14,11,0.0003561320895266395,2.996406847374719e-05,0.0003261680210528923
CAM-0621,QQQ,1,2025-05-22,2025-05-28,3,0.00028028398808766696,-4.410571531989502e-05,0.000324389703407562
CAM-0621,XLI,1,2025-05-22,2025-05-28,3,0.00029384937643623933,-2.9960773193441118e-05,0.00032381014962968045
CAM-0621,XLI,17,2025-12-02,2025-12-05,3,0.00030368595332190833,-1.7659364341820295e-05,0.0003213453176637286
CAM-0621,XLI,14,2025-10-23,2025-11-03,7,0.0006033991428521642,0.0002836898296114902,0.000319709313240674
CAM-0621,XLI,18,2025-12-10,2025-12-15,3,0.00037747298745168987,6.473256816047935e-05,0.00031274041929121047
CAM-0621,XLK,13,2025-12-15,2025-12-23,6,0.00015162608887554308,-0.0001566221164861755,0.0003082482053617186
CAM-0621,QQQ,10,2025-09-17,2025-09-22,3,0.00025753318683637466,-4.503521898026701e-05,0.0003025684058166417
CAM-0621,IWM,1,2025-07-08,2025-07-11,3,0.0003255855436086227,3.144838887008425e-05,0.0002941371547385385
CAM-0621,SPY,1,2025-05-22,2025-05-28,3,0.00025701315011671946,-3.264909234118152e-05,0.00028966224245790097
CAM-0621,DIA,20,2026-02-06,2026-02-11,3,0.00039835804668689374,0.00010884448017884981,0.0002895135665080439
CAM-0621,QQQ,19,2026-03-09,2026-03-12,3,0.00024285375315465004,-4.286824043286878e-05,0.0002857219935875188
CAM-0621,QQQ,12,2025-09-30,2025-10-03,3,0.00022583221252368558,-5.5498086875750425e-05,0.00028133029939943606
CAM-0621,DIA,11,2025-10-17,2025-10-22,3,0.0003571370995703667,7.764543032934537e-05,0.00027949166924102136
CAM-0621,SPY,15,2026-01-21,2026-01-26,3,0.00026573070249492995,-1.1869368646517668e-05,0.00027760007114144763
CAM-0621,XLF,16,2025-12-02,2025-12-05,3,0.00017335777456913468,-9.675189835758806e-05,0.00027010967292672274
CAM-0621,IWM,4,2025-09-15,2025-09-30,11,0.0001775047760824982,-8.415161287936712e-05,0.00026165638896186524
CAM-0621,SPY,13,2025-12-18,2025-12-23,3,0.00020475514878886918,-4.379869375660558e-05,0.0002485538425454748
CAM-0621,XLF,2,2025-05-22,2025-05-28,3,0.00023844133498758248,1.1746679674936953e-05,0.00022669465531264553
CAM-0621,XLF,8,2025-08-18,2025-08-22,3,0.00018553846311920955,-4.060656837154398e-05,0.00022614503149075355
CAM-0621,DIA,15,2025-12-02,2025-12-05,3,0.00018508906198930753,-3.7346869176895596e-05,0.0002224359311662031
CAM-0621,TLT,6,2025-11-14,2025-11-25,7,0.00011953445420643152,-9.922961415173501e-05,0.00021876406835816655
CAM-0621,XLI,12,2025-09-25,2025-09-30,3,0.00012502557024907286,-9.133424531623544e-05,0.0002163598155653083
CAM-0621,GLD,1,2025-05-01,2025-05-14,9,0.0005677269716447457,0.0003571759975944249,0.0002105509740503207
CAM-0621,XLK,15,2026-01-16,2026-01-26,5,0.00017394842850070128,-3.6120676478183705e-05,0.00021006910497888497
CAM-0621,IWM,3,2025-08-26,2025-08-29,3,0.00027926657870202545,7.018753034730317e-05,0.00020907904835472223
CAM-0621,XLI,7,2025-07-22,2025-07-30,6,0.0002697196989712732,6.20649171468616e-05,0.0002076547818244116
CAM-0621,XLK,2,2025-06-06,2025-06-13,5,0.00025902490674026095,5.2158924826851315e-05,0.00020686598191340966
CAM-0621,XLV,4,2025-12-19,2025-12-24,3,0.00020612731684817773,2.1739141315357748e-06,0.00020395340271664195
CAM-0621,XLI,8,2025-08-11,2025-08-14,3,0.00033558106805158433,0.00014038607968381114,0.0001951949883677732
CAM-0621,HYG,1,2025-05-15,2025-05-20,3,0.0002227105968889235,2.8109277777765807e-05,0.00019460131911115772
CAM-0621,GLD,11,2025-11-20,2025-11-25,3,0.0002761070475648802,8.521121658137582e-05,0.0001908958309835044
CAM-0621,XLK,11,2025-10-06,2025-10-10,4,0.00021911335555764672,3.323012262232934e-05,0.00018588323293531738
CAM-0621,QQQ,13,2025-10-31,2025-11-12,8,5.428122334611985e-05,-0.00012786578480920613,0.00018214700815532604
CAM-0621,HYG,15,2025-10-17,2025-10-27,6,0.00020728949310395704,3.0447865494828995e-05,0.00017684162760912806
CAM-0621,DIA,1,2025-06-05,2025-06-10,3,0.00011339286829278639,-6.208690326601948e-05,0.00017547977155880586
CAM-0621,SPY,3,2025-06-05,2025-06-10,3,9.016287183300867e-05,-8.44787430405461e-05,0.00017464161487355478
CAM-0621,HYG,3,2025-06-12,2025-06-23,6,9.788049425431112e-05,-7.485171596561261e-05,0.00017273221021992373
CAM-0621,SPY,14,2026-01-08,2026-01-13,3,0.00016107051766935202,-8.27452204856176e-06,0.00016934503971791377
CAM-0621,GLD,14,2026-01-13,2026-01-20,4,7.163578776731396e-05,-9.636693629687039e-05,0.0001680027240641843
CAM-0621,HYG,13,2025-09-25,2025-10-01,4,0.00019049347636936883,2.460090682648737e-05,0.00016589256954288145
CAM-0621,HYG,8,2025-08-19,2025-08-25,3,0.00017127602618676832,6.276839411754407e-06,0.0001649991867750139
CAM-0621,DIA,18,2026-01-08,2026-01-13,3,0.00026362273093929285,0.00010223095181494555,0.00016139177912434727
CAM-0621,HYG,10,2025-09-02,2025-09-05,3,0.00014700749459037874,-1.2900450679965706e-05,0.00015990794527034446
CAM-0621,XLF,18,2025-12-17,2025-12-22,3,0.00010821998119939685,-4.433839669802929e-05,0.00015255837789742615
CAM-0621,SPY,10,2025-10-13,2025-10-16,3,0.00015694394239985086,8.03427693292298e-06,0.0001489096654669279
CAM-0621,XLK,8,2025-08-20,2025-08-26,3,7.254684526548465e-05,-7.630751814121021e-05,0.00014885436340669487
CAM-0621,TLT,4,2025-10-24,2025-10-29,3,0.0001348708140359219,-1.296356225767849e-05,0.0001478343762936004
CAM-0621,DIA,17,2025-12-30,2026-01-05,3,-6.840185283829575e-06,-0.00015177053117660673,0.00014493034589277719
CAM-0621,QQQ,3,2025-06-06,2025-06-11,3,0.00017641276885950555,3.7317080914684616e-05,0.00013909568794482092
CAM-0621,XLF,3,2025-06-05,2025-06-10,3,7.892556766950448e-05,-5.9235403949467935e-05,0.00013816097161897244
CAM-0621,HYG,17,2025-11-13,2025-11-26,9,0.00012677490761578007,-5.174977520388363e-06,0.00013194988513616843
CAM-0621,SMH,6,2025-08-12,2025-08-15,3,0.00023372284481622724,0.00010329630398455024,0.00013042654083167702
CAM-0621,IWM,5,2025-10-17,2025-10-22,3,0.00018647710319861417,6.501794094662189e-05,0.00012145916225199227
CAM-0621,SPY,19,2026-04-22,2026-04-27,3,9.43367788226642e-05,-2.6669136562236246e-05,0.00012100591538490043
CAM-0621,SMH,18,2026-02-13,2026-02-19,3,2.8581665514817086e-05,-9.157338055275374e-05,0.00012015504606757081
CAM-0621,HYG,7,2025-08-08,2025-08-13,3,8.999094052616587e-05,-2.6917013679380233e-05,0.00011690795420554612
CAM-0621,DIA,7,2025-08-26,2025-08-29,3,0.00012242537031894782,7.079904399217938e-06,0.00011534546591972987
CAM-0621,SPY,8,2025-08-26,2025-08-29,3,0.00013646817627076905,2.50973895479852e-05,0.00011137078672278386
CAM-0621,HYG,11,2025-09-08,2025-09-12,4,0.00016489978084709145,5.765865892437174e-05,0.00010724112192271971
CAM-0621,XLI,6,2025-07-16,2025-07-21,3,0.00018059311646551242,7.408225388471338e-05,0.00010651086258079905
CAM-0621,QQQ,15,2025-12-31,2026-01-08,5,0.00011353666428842678,7.098160731781677e-06,0.0001064385035566451
CAM-0621,XLI,10,2025-08-26,2025-08-29,3,0.00016711617246212653,6.30306414487088e-05,0.00010408553101341774
CAM-0618,XLU,3,2025-08-25,2025-09-15,14,-6.0276473805273394e-05,-0.00016355313810192642,0.00010327666429665313
CAM-0621,QQQ,9,2025-08-20,2025-08-26,3,4.5138343064173505e-05,-5.2251280549191854e-05,9.738962361336535e-05
CAM-0621,XLI,23,2026-02-24,2026-02-27,3,7.834531632769557e-05,-1.3200804079382222e-05,9.154612040707778e-05
CAM-0621,XLF,19,2025-12-30,2026-01-05,3,-0.0001734028375027378,-0.000260395258495519,8.699242099278123e-05
CAM-0621,SPY,16,2026-02-13,2026-02-19,3,5.279661422691687e-05,-3.356771002220428e-05,8.636432424912114e-05
CAM-0621,XLE,12,2026-02-20,2026-02-25,3,0.00022694928906278702,0.0001445259782358062,8.242331082698083e-05
CAM-0600,TMUS,1,2025-05-13,2025-06-02,13,0.00030913318015316556,0.00023364800746125482,7.548517269191052e-05
CAM-0621,IWM,2,2025-07-14,2025-08-05,16,5.4357138611310196e-05,-1.7465794709474507e-05,7.182293332078465e-05
CAM-0621,DIA,3,2025-07-16,2025-07-21,3,9.551949486951706e-05,2.474068412366858e-05,7.077881074584846e-05
CAM-0621,IWM,15,2026-03-09,2026-03-16,5,-7.36379772181772e-05,-0.00013702074606990503,6.338276885172785e-05
CAM-0621,SPY,9,2025-10-06,2025-10-09,3,4.764194449792074e-05,-1.4799056015799196e-05,6.244100051371992e-05
CAM-0621,DIA,9,2025-09-24,2025-09-30,4,0.0001104200925820309,4.9447902464205446e-05,6.097219011782544e-05
CAM-0621,DIA,6,2025-08-18,2025-08-22,3,3.966657027912139e-05,-2.0891018627196005e-05,6.0557588906317385e-05
CAM-0621,XLV,13,2026-04-13,2026-04-16,3,3.712688173460228e-05,-2.277008861244601e-05,5.98969703470483e-05
CAM-0621,TLT,12,2026-03-05,2026-03-10,3,8.077977315125437e-05,2.1380299613064443e-05,5.939947353818993e-05
CAM-0621,HYG,19,2025-12-22,2025-12-26,3,6.216893128526012e-05,4.17833711970966e-06,5.7990594165550465e-05
