campaign_id,symbol,episode_id,start,end,holding_days,gross_pnl,execution_adjustment,net_pnl
CAM-0600,APP,1,2025-05-13,2026-01-02,161,0.05217360045015155,0.006040566480773536,0.04613303396937801
CAM-0600,STX,2,2026-04-09,2026-04-30,16,0.025376433668077326,-0.0009673503879837384,0.026343784056061064
CAM-0600,STX,1,2026-01-02,2026-03-30,59,0.02958206072597413,0.0042474676411576855,0.02533459308481644
CAM-0600,MU,2,2026-04-09,2026-04-30,16,0.02266409946181164,0.0009711149480344451,0.021692984513777196
CAM-0600,WDC,2,2026-04-09,2026-04-30,16,0.018854616191646183,-0.00043766878408383887,0.01929228497573002
CAM-0600,WBD,1,2025-11-03,2026-01-02,41,0.016811709570957883,-5.022972451879112e-05,0.016861939295476674
CAM-0624,MU,1,2025-11-03,2026-04-30,123,0.015124308289036706,-0.00020609171740981609,0.015330400006446521
CAM-0624,WDC,1,2026-01-02,2026-04-30,82,0.014050251424920552,-4.2712593311185765e-05,0.014092964018231737
CAM-0600,MU,1,2026-01-02,2026-03-30,59,0.01915149239707333,0.007022184228382853,0.01212930816869048
CAM-0618,XLK,3,2026-04-06,2026-04-30,19,0.011557189352738317,-4.2181911044388884e-05,0.011599371263782705
CAM-0600,PLTR,1,2025-05-13,2026-02-02,181,0.015209172775309754,0.003685355800923026,0.01152381697438673
CAM-0624,LRCX,1,2025-11-03,2026-04-30,123,0.011314965427560547,-0.0001640678368146536,0.011479033264375202
CAM-0624,GOOGL,2,2026-04-01,2026-04-30,21,0.011342739648124678,0.0006684907325025762,0.010674248915622101
CAM-0624,APP,1,2025-05-01,2025-11-03,128,0.010595902393498051,-4.160165509829299e-06,0.010600062559007882
CAM-0621,SOXL,6,2025-10-07,2025-10-20,9,0.004927109652078741,-0.0042357514956565335,0.009162861147735273
CAM-0618,XLF,1,2025-05-01,2025-09-02,83,0.008874549770685575,0.0007785230411836445,0.00809602672950193
CAM-0624,AVGO,1,2025-08-01,2026-01-02,106,0.0075853087029596625,-0.00030999255723617824,0.007895301260195841
CAM-0600,DASH,1,2025-09-02,2025-11-03,44,0.008075592620723875,0.0018574938435971943,0.006218098777126681
CAM-0618,XLC,2,2025-05-27,2025-08-11,52,0.005838951547172106,-0.00029678284560166903,0.006135734392773775
CAM-0600,WDC,1,2026-02-02,2026-03-30,39,0.01515358935334115,0.009303369413657864,0.005850219939683286
CAM-0618,XLC,3,2025-08-18,2026-03-09,138,0.005546072114566159,0.00023542336451836944,0.005310648750047789
CAM-0618,XLI,2,2026-02-02,2026-04-30,62,0.0056982210045892,0.0005060193131077184,0.005192201691481482
CAM-0624,WBD,1,2025-10-01,2026-04-01,125,0.004879091756633414,-0.0002560718837645802,0.005135163640397994
CAM-0618,XLE,1,2026-03-09,2026-04-30,38,0.004645816923752488,-0.0003362693925418273,0.004982086316294316
CAM-0618,XLY,4,2025-11-24,2025-12-15,14,0.0051806898684847065,0.0002476406899354784,0.0049330491785492285
CAM-0618,XLK,1,2025-09-08,2025-09-22,10,0.004359854443835118,-3.460343635664547e-05,0.004394457880191763
CAM-0624,DASH,1,2025-06-02,2025-11-03,107,0.004890971468030509,0.0007409138322624206,0.004150057635768089
CAM-0621,TQQQ,2,2025-06-16,2025-06-26,7,0.003835527788194158,0.0001033099830093046,0.0037322178051848536
CAM-0618,XLY,1,2025-06-16,2025-07-21,23,0.003469638976697721,-0.00025915304593236016,0.003728792022630081
CAM-0618,XLU,1,2025-05-01,2025-06-16,31,0.0032428183485816316,-0.0003944550991052757,0.0036372734476869074
CAM-0621,XLE,11,2026-01-21,2026-02-04,10,0.003020895076267361,-0.00034574402265819166,0.003366639098925553
CAM-0621,IWM,17,2026-03-23,2026-04-08,11,0.0031880771999335967,-0.0001566135881644193,0.003344690788098016
CAM-0618,XLC,1,2025-05-01,2025-05-19,12,0.002899024612379699,-0.00029944339932665544,0.003198468011706355
CAM-0621,SOXL,14,2026-01-23,2026-01-28,3,0.0021734640509461015,-0.0009935340615998696,0.003166998112545971
CAM-0618,XLU,6,2026-03-23,2026-04-06,9,0.00241487371655816,-0.0005538692209180788,0.002968742937476239
CAM-0621,SMH,1,2025-05-23,2025-06-04,7,0.0028787986324661464,-2.963965485633629e-05,0.0029084382873224824
CAM-0621,SOXL,11,2025-12-19,2025-12-29,5,0.002613352092989709,-0.00023865596980500122,0.00285200806279471
CAM-0621,SOXL,17,2026-03-09,2026-03-12,3,0.0029516502460701127,0.00022167564263714503,0.0027299746034329673
CAM-0621,SOXL,5,2025-09-30,2025-10-03,3,0.002607374151605105,-9.003219918111075e-05,0.0026974063507862163
CAM-0621,SOXL,13,2026-01-14,2026-01-22,5,0.00249407910063116,-0.0001976228627744052,0.0026917019634055653
CAM-0621,XLE,19,2026-04-28,2026-04-30,3,0.0027702846210548118,0.00012522072658849488,0.002645063894466317
CAM-0624,GOOGL,1,2025-12-01,2026-02-02,42,0.002260608295213874,-0.0002509166936405737,0.0025115249888544473
CAM-0624,PLTR,1,2025-05-01,2025-12-01,147,0.0027225827666778504,0.0002665729663869486,0.002456009800290902
CAM-0621,XLK,1,2025-05-22,2025-06-04,8,0.0024677450281420277,0.0001503997979179064,0.0023173452302241216
CAM-0621,GLD,20,2026-04-07,2026-04-10,3,0.002093535342984667,-0.0001499351900175065,0.0022434705330021732
CAM-0621,QQQ,7,2025-07-30,2025-08-11,8,0.00219181152966996,5.946570985691641e-05,0.002132345819813043
CAM-0621,TQQQ,10,2026-01-20,2026-01-26,4,0.0023317920242689953,0.00021809728772965542,0.00211369473653934
CAM-0621,SOXL,12,2026-01-02,2026-01-09,5,0.002533796180457808,0.00043834074080286237,0.0020954554396549457
CAM-0621,XLE,10,2026-01-07,2026-01-13,4,0.002238854232190218,0.0002644145693235278,0.00197443966286669
CAM-0618,XLY,2,2025-09-02,2025-09-08,4,0.0022779609970860564,0.000314945726392956,0.0019630152706931
CAM-0618,XLU,2,2025-07-21,2025-08-18,20,0.001780738725127891,-7.482145664513049e-05,0.0018555601817730216
CAM-0621,SOXL,18,2026-03-17,2026-04-02,12,0.0005018943637018726,-0.0013536300522847885,0.0018555244159866612
CAM-0621,SOXL,4,2025-09-02,2025-09-05,3,0.0019101333667862763,0.0001662808719947495,0.001743852494791527
CAM-0618,XLU,5,2025-12-15,2026-02-02,32,0.0012015494721852938,-0.0004459605238313889,0.0016475099960166827
CAM-0621,SMH,16,2026-01-14,2026-01-28,9,0.0017284710422968547,9.108621603485162e-05,0.0016373848262620032
CAM-0621,SMH,21,2026-03-23,2026-04-06,9,0.001490969072977726,-0.00013874781633003102,0.0016297168893077572
CAM-0621,XLI,5,2025-06-26,2025-07-01,3,0.001578929018148841,-3.5658838649306945e-05,0.0016145878567981478
CAM-0621,GLD,19,2026-03-27,2026-04-06,5,0.0016168566871478537,2.9329529820014673e-05,0.001587527157327839
CAM-0624,AMAT,1,2026-03-02,2026-04-30,43,0.0015989349174548512,2.7799877345802883e-05,0.001571135040109048
CAM-0621,SMH,2,2025-06-06,2025-06-12,4,0.0014884761064647997,-5.977638727199178e-05,0.0015482524937367914
CAM-0621,TQQQ,4,2025-09-02,2025-09-05,3,0.0016791441832217147,0.00015532802432391857,0.0015238161588977963
CAM-0621,XLV,8,2026-01-28,2026-02-17,13,0.0011816814150087738,-0.00033981529693334747,0.0015214967119421211
CAM-0621,XLE,3,2025-09-22,2025-09-25,3,0.0013600908872348956,-0.00013145569654419338,0.001491546583779089
CAM-0621,XLE,7,2025-11-06,2025-11-11,3,0.0015696320705744227,0.00014145181177906786,0.0014281802587953548
CAM-0618,XLI,1,2025-08-11,2025-08-25,9,0.001239513652099683,-0.00018794655019847186,0.001427460202298155
CAM-0621,TLT,3,2025-10-16,2025-10-21,3,0.0013513711619687432,4.33545367225729e-05,0.0013080166252461703
CAM-0624,GILD,1,2025-05-01,2025-06-02,21,0.0012778890441345464,-1.2030839024911158e-05,0.0012899198831594577
CAM-0621,TQQQ,8,2025-12-16,2025-12-23,5,0.0010049535501348683,-0.00026846726556244285,0.001273420815697311
CAM-0621,XLE,15,2026-03-19,2026-03-26,5,0.001177188588635558,-3.820920461391711e-05,0.0012153977932494752
CAM-0621,TQQQ,3,2025-07-30,2025-08-11,8,0.0008572123045554954,-0.00032454780823764837,0.0011817601127931438
CAM-0621,XLK,3,2025-06-18,2025-06-26,5,0.0011583973954350153,-1.3598179371660633e-05,0.001171995574806676
CAM-0621,SOXL,2,2025-08-12,2025-08-15,3,0.0015929436544016573,0.00045419683423130077,0.0011387468201703567
CAM-0621,IWM,9,2025-12-02,2025-12-08,4,0.0014077085810211185,0.00028370664243352586,0.0011240019385875925
CAM-0621,GLD,9,2025-09-10,2025-09-23,9,0.0010544843145470174,-6.571406045884182e-05,0.0011201983750058592
CAM-0621,XLI,20,2026-01-08,2026-01-14,4,0.0012133018779917977,0.00010415993745647425,0.0011091419405353236
CAM-0621,XLP,2,2026-02-18,2026-02-25,5,0.0006726807868734316,-0.0003982288455784929,0.0010709096324519245
CAM-0624,NFLX,1,2025-05-01,2025-08-01,63,0.0011358666785135992,8.415872974866735e-05,0.0010517079487649317
CAM-0621,XLF,11,2025-10-02,2025-10-07,3,0.0008902717606669348,-0.00016031906250213077,0.0010505908231690656
CAM-0621,DIA,12,2025-10-23,2025-10-28,3,0.001174823752306986,0.00020021725113844311,0.0009746065011685428
CAM-0621,XLE,18,2026-04-21,2026-04-24,3,0.0010872587282053832,0.00013426756861047807,0.0009529911595949051
CAM-0621,GLD,2,2025-06-09,2025-06-12,3,0.0008634556790395088,-8.252573155728045e-05,0.0009459814105967894
CAM-0621,SPY,4,2025-06-16,2025-06-26,7,0.0009591015570175156,3.128799452604837e-05,0.0009278135624914672
CAM-0621,SMH,9,2025-09-30,2025-10-03,3,0.0008572104932906444,-4.3182298785281836e-05,0.0009003927920759263
CAM-0621,XLY,5,2025-11-13,2025-11-26,9,0.0002640681048073781,-0.0006340248013554432,0.0008980929061628213
CAM-0621,TQQQ,5,2025-09-17,2025-09-22,3,0.0007338073129457186,-0.00015186130551653326,0.0008856686184622518
CAM-0621,XLV,12,2026-04-06,2026-04-09,3,0.0007224461359317536,-0.00014679757692942773,0.0008692437128611812
CAM-0621,TQQQ,6,2025-09-30,2025-10-03,3,0.0006622413775966618,-0.0001793818309280726,0.0008416232085247344
CAM-0621,XLF,1,2025-05-09,2025-05-14,3,0.0009552090650311271,0.00012313518042097736,0.0008320738846101497
CAM-0621,XLE,13,2026-03-04,2026-03-09,3,0.001160598355729366,0.0003395769279735246,0.0008210214277558414
CAM-0621,XLK,10,2025-09-12,2025-09-22,6,0.0006949912873519676,-0.00010672158194032962,0.0008017128692922971
CAM-0621,IWM,7,2025-11-05,2025-11-12,5,0.0006715010310248533,-0.00012528892619830852,0.0007967899572231619
CAM-0621,SOXL,7,2025-10-27,2025-10-30,3,0.0011059731948637483,0.0003189501285759536,0.0007870230662877945
CAM-0621,SMH,19,2026-03-09,2026-03-12,3,0.0008736785631100677,9.28808516380819e-05,0.0007807977114719858
CAM-0621,GLD,15,2026-02-03,2026-02-11,6,0.000304352804556886,-0.00042011007809033364,0.0007244628826472197
CAM-0621,DIA,5,2025-08-08,2025-08-15,5,0.0007471420670327275,3.54830525010996e-05,0.0007116590145316279
CAM-0621,GLD,7,2025-07-31,2025-08-06,4,0.0006178306884559157,-8.749655417264642e-05,0.0007053272426285622
CAM-0621,XLV,7,2026-01-20,2026-01-23,3,0.0006822912955824736,1.7186454171500295e-05,0.0006651048414109733
CAM-0621,IWM,8,2025-11-13,2025-11-26,9,0.0005844535257511509,-6.684630982778587e-05,0.0006512998355789368
CAM-0621,IWM,19,2026-04-29,2026-04-30,2,0.000618185235732265,-2.5133868808562472e-05,0.0006433191045408274
CAM-0621,SMH,8,2025-09-02,2025-09-05,3,0.0007028040672081533,6.586640167459578e-05,0.0006369376655335576
CAM-0621,XLV,1,2025-10-07,2025-10-22,11,0.00029166884744388587,-0.0003296811323542178,0.0006213499797981038
