variant,month,net_pnl
continuation_all_product_long_only_combined_available_c10,2024-11,0.012951787316203507
continuation_all_product_long_only_combined_available_c10,2024-12,0.0031210453706471825
continuation_all_product_long_only_combined_available_c10,2025-01,-0.019761315203622787
continuation_all_product_long_only_combined_available_c10,2025-02,0.04232413567091005
continuation_all_product_long_only_combined_available_c10,2025-03,-0.27381058848151185
continuation_all_product_long_only_combined_available_c10,2025-04,-0.2090556853670184
continuation_all_product_long_only_combined_available_c10,2025-05,-0.006095227665985135
continuation_all_product_long_only_combined_available_c10,2025-06,-0.09556627853592851
continuation_all_product_long_only_combined_available_c10,2025-07,-0.02313840387355158
continuation_all_product_long_only_combined_available_c10,2025-08,-0.002632154965135955
continuation_all_product_long_only_combined_available_c10,2025-09,0.10026812985711171
continuation_all_product_long_only_combined_available_c10,2025-10,-0.27386210916875775
continuation_all_product_long_only_combined_available_c10,2025-11,0.008458434029485764
continuation_all_product_long_only_combined_available_c10,2025-12,-0.18885630757719202
continuation_all_product_long_only_combined_available_c10,2026-01,-0.16979457688290855
continuation_all_product_long_only_combined_available_c10,2026-02,-0.2275183169343422
continuation_all_product_long_only_combined_available_c10,2026-03,-0.03959947856878149
continuation_all_product_long_only_combined_available_c10,2026-04,0.07562088538816669
continuation_all_product_long_only_combined_available_c2,2024-11,0.04335178731620354
continuation_all_product_long_only_combined_available_c2,2024-12,0.03512104537064721
continuation_all_product_long_only_combined_available_c2,2025-01,0.010638684796377251
continuation_all_product_long_only_combined_available_c2,2025-02,0.07272413567091007
continuation_all_product_long_only_combined_available_c2,2025-03,-0.2402105884815118
continuation_all_product_long_only_combined_available_c2,2025-04,-0.1754556853670184
continuation_all_product_long_only_combined_available_c2,2025-05,0.027504772334014903
continuation_all_product_long_only_combined_available_c2,2025-06,-0.0635662785359285
continuation_all_product_long_only_combined_available_c2,2025-07,0.010461596126448446
continuation_all_product_long_only_combined_available_c2,2025-08,0.02936784503486407
continuation_all_product_long_only_combined_available_c2,2025-09,0.13386812985711175
continuation_all_product_long_only_combined_available_c2,2025-10,-0.2370621091687577
continuation_all_product_long_only_combined_available_c2,2025-11,0.037258434029485824
continuation_all_product_long_only_combined_available_c2,2025-12,-0.15525630757719197
continuation_all_product_long_only_combined_available_c2,2026-01,-0.1377945768829085
continuation_all_product_long_only_combined_available_c2,2026-02,-0.19711831693434217
continuation_all_product_long_only_combined_available_c2,2026-03,-0.004399478568781416
continuation_all_product_long_only_combined_available_c2,2026-04,0.10762088538816675
continuation_all_product_long_only_combined_available_c5,2024-11,0.03195178731620352
continuation_all_product_long_only_combined_available_c5,2024-12,0.023121045370647186
continuation_all_product_long_only_combined_available_c5,2025-01,-0.0007613152036227699
continuation_all_product_long_only_combined_available_c5,2025-02,0.06132413567091005
continuation_all_product_long_only_combined_available_c5,2025-03,-0.25281058848151183
continuation_all_product_long_only_combined_available_c5,2025-04,-0.1880556853670184
continuation_all_product_long_only_combined_available_c5,2025-05,0.014904772334014882
continuation_all_product_long_only_combined_available_c5,2025-06,-0.07556627853592851
continuation_all_product_long_only_combined_available_c5,2025-07,-0.0021384038735515754
continuation_all_product_long_only_combined_available_c5,2025-08,0.017367845034864056
continuation_all_product_long_only_combined_available_c5,2025-09,0.12126812985711172
continuation_all_product_long_only_combined_available_c5,2025-10,-0.25086210916875773
continuation_all_product_long_only_combined_available_c5,2025-11,0.026458434029485778
continuation_all_product_long_only_combined_available_c5,2025-12,-0.167856307577192
continuation_all_product_long_only_combined_available_c5,2026-01,-0.14979457688290854
continuation_all_product_long_only_combined_available_c5,2026-02,-0.2085183169343422
continuation_all_product_long_only_combined_available_c5,2026-03,-0.017599478568781468
continuation_all_product_long_only_combined_available_c5,2026-04,0.09562088538816671
continuation_all_product_long_only_qqq_c10,2024-11,0.09009331419463108
continuation_all_product_long_only_qqq_c10,2024-12,-0.03982695743508512
continuation_all_product_long_only_qqq_c10,2025-01,0.0044921359006764305
continuation_all_product_long_only_qqq_c10,2025-02,0.038096922990017344
continuation_all_product_long_only_qqq_c10,2025-03,-0.15229169072089954
continuation_all_product_long_only_qqq_c10,2025-04,-0.21440956175427484
continuation_all_product_long_only_qqq_c10,2025-05,-0.00231493969407625
continuation_all_product_long_only_qqq_c10,2025-06,-0.028539135396775082
continuation_all_product_long_only_qqq_c10,2025-07,0.021879504883291413
continuation_all_product_long_only_qqq_c10,2025-08,0.03490379264551638
continuation_all_product_long_only_qqq_c10,2025-09,0.0909801225945436
continuation_all_product_long_only_qqq_c10,2025-10,-0.3172837553566378
continuation_all_product_long_only_qqq_c10,2025-11,0.030011140986889735
continuation_all_product_long_only_qqq_c10,2025-12,-0.07568774144488286
continuation_all_product_long_only_qqq_c10,2026-01,-0.08543550407941745
continuation_all_product_long_only_qqq_c10,2026-02,-0.13260511183030863
continuation_all_product_long_only_qqq_c10,2026-03,-0.10838710766480775
continuation_all_product_long_only_qqq_c10,2026-04,0.02043951843962534
continuation_all_product_long_only_qqq_c2,2024-11,0.12049331419463111
continuation_all_product_long_only_qqq_c2,2024-12,-0.007826957435085094
continuation_all_product_long_only_qqq_c2,2025-01,0.03489213590067647
continuation_all_product_long_only_qqq_c2,2025-02,0.06849692299001735
continuation_all_product_long_only_qqq_c2,2025-03,-0.11869169072089948
continuation_all_product_long_only_qqq_c2,2025-04,-0.1808095617542748
continuation_all_product_long_only_qqq_c2,2025-05,0.03128506030592381
continuation_all_product_long_only_qqq_c2,2025-06,0.003460864603224924
continuation_all_product_long_only_qqq_c2,2025-07,0.05547950488329142
continuation_all_product_long_only_qqq_c2,2025-08,0.06690379264551638
continuation_all_product_long_only_qqq_c2,2025-09,0.12458012259454361
continuation_all_product_long_only_qqq_c2,2025-10,-0.2804837553566377
continuation_all_product_long_only_qqq_c2,2025-11,0.05881114098688977
continuation_all_product_long_only_qqq_c2,2025-12,-0.042087741444882844
continuation_all_product_long_only_qqq_c2,2026-01,-0.05343550407941744
continuation_all_product_long_only_qqq_c2,2026-02,-0.10220511183030861
continuation_all_product_long_only_qqq_c2,2026-03,-0.0731871076648077
continuation_all_product_long_only_qqq_c2,2026-04,0.05243951843962537
continuation_all_product_long_only_qqq_c5,2024-11,0.10909331419463109
continuation_all_product_long_only_qqq_c5,2024-12,-0.019826957435085113
continuation_all_product_long_only_qqq_c5,2025-01,0.023492135900676447
continuation_all_product_long_only_qqq_c5,2025-02,0.05709692299001735
continuation_all_product_long_only_qqq_c5,2025-03,-0.13129169072089952
continuation_all_product_long_only_qqq_c5,2025-04,-0.19340956175427482
continuation_all_product_long_only_qqq_c5,2025-05,0.018685060305923762
continuation_all_product_long_only_qqq_c5,2025-06,-0.008539135396775088
continuation_all_product_long_only_qqq_c5,2025-07,0.042879504883291404
continuation_all_product_long_only_qqq_c5,2025-08,0.054903792645516376
continuation_all_product_long_only_qqq_c5,2025-09,0.1119801225945436
continuation_all_product_long_only_qqq_c5,2025-10,-0.29428375535663776
continuation_all_product_long_only_qqq_c5,2025-11,0.048011140986889744
continuation_all_product_long_only_qqq_c5,2025-12,-0.054687741444882865
continuation_all_product_long_only_qqq_c5,2026-01,-0.06543550407941745
continuation_all_product_long_only_qqq_c5,2026-02,-0.11360511183030864
continuation_all_product_long_only_qqq_c5,2026-03,-0.08638710766480773
continuation_all_product_long_only_qqq_c5,2026-04,0.04043951843962535
continuation_all_product_long_only_smh_c10,2024-11,-0.06418973956222407
continuation_all_product_long_only_smh_c10,2024-12,0.046069048176379475
continuation_all_product_long_only_smh_c10,2025-01,-0.044014766307922004
continuation_all_product_long_only_smh_c10,2025-02,0.046551348351802774
continuation_all_product_long_only_smh_c10,2025-03,-0.39532948624212416
continuation_all_product_long_only_smh_c10,2025-04,-0.20370180897976198
continuation_all_product_long_only_smh_c10,2025-05,-0.009875515637894013
continuation_all_product_long_only_smh_c10,2025-06,-0.16259342167508195
continuation_all_product_long_only_smh_c10,2025-07,-0.06815631263039457
continuation_all_product_long_only_smh_c10,2025-08,-0.040168102575788275
continuation_all_product_long_only_smh_c10,2025-09,0.10955613711967985
continuation_all_product_long_only_smh_c10,2025-10,-0.23044046298087772
continuation_all_product_long_only_smh_c10,2025-11,-0.013094272927918203
continuation_all_product_long_only_smh_c10,2025-12,-0.30202487370950115
continuation_all_product_long_only_smh_c10,2026-01,-0.25415364968639964
continuation_all_product_long_only_smh_c10,2026-02,-0.3224315220383758
continuation_all_product_long_only_smh_c10,2026-03,0.02918815052724477
continuation_all_product_long_only_smh_c10,2026-04,0.13080225233670806
continuation_all_product_long_only_smh_c2,2024-11,-0.033789739562224023
continuation_all_product_long_only_smh_c2,2024-12,0.07806904817637952
continuation_all_product_long_only_smh_c2,2025-01,-0.013614766307921966
continuation_all_product_long_only_smh_c2,2025-02,0.07695134835180278
continuation_all_product_long_only_smh_c2,2025-03,-0.3617294862421241
