variant,mapping,threshold,expression,portfolio,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,decision_count,trading_days,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
reversal_q50_product_long_only_qqq_c5,reversal,q50,product_long_only,qqq,5,-0.011559228337595262,0.27268424101197064,,True,187,187,,-0.0006421793520886257,10,0,0.006815055844694847,7,0,-0.0010139295216180972,6,0
reversal_q80_product_long_only_qqq_c2,reversal,q80,product_long_only,qqq,2,0.00493691822718929,0.17224514409752545,163.0,False,79,79,70.93852381704619,0.0002742732348438512,10,1,0.006531882948790853,8,1,-0.0005612356338049346,7,1
reversal_q67_product_long_only_qqq_c5,reversal,q67,product_long_only,qqq,5,-0.05581007099458646,0.2658540460701512,163.0,False,125,125,,-0.003100559499699248,9,0,0.00626021860144718,6,0,0.002403227862473517,5,0
reversal_q50_underlying_signed_diagnostic_qqq_c0,reversal,q50,underlying_signed_diagnostic,qqq,0,0.06421100654389333,0.08512288591485175,146.0,False,187,187,2.2429177628344372,0.0035672781413274074,10,0,0.006146409406131981,7,0,0.0030191289922705997,6,0
reversal_q67_underlying_signed_diagnostic_qqq_c0,reversal,q67,underlying_signed_diagnostic,qqq,0,0.025699719618871852,0.08380108790259826,154.0,False,125,125,4.881066256132854,0.0014277622010484363,8,0,0.004619438762775389,6,0,0.0031683490573972406,5,0
reversal_q80_product_long_only_qqq_c5,reversal,q80,product_long_only,qqq,5,-0.04246308177281077,0.1830204030917833,,True,79,79,,-0.0023590600984894875,10,1,0.003931882948790847,8,1,-0.002811235633804939,7,1
reversal_q80_underlying_signed_diagnostic_qqq_c0,reversal,q80,underlying_signed_diagnostic,qqq,0,0.016543576576181995,0.057060048219911105,169.0,False,79,79,7.2077636111513055,0.0009190875875656664,10,1,0.003001326268253742,8,1,0.0006646321529824121,7,1
reversal_q80_product_long_only_qqq_c10,reversal,q80,product_long_only,qqq,10,-0.12146308177281084,0.20903322937644778,,True,79,79,,-0.006747948987378379,11,1,-0.0004014503845424881,8,1,-0.006561235633804942,7,1
reversal_q67_product_long_only_qqq_c10,reversal,q67,product_long_only,qqq,10,-0.18081007099458657,0.3034611003590217,,True,125,125,,-0.010045003944143698,10,0,-0.0008064480652194912,7,0,-0.00393010547085982,5,0
reversal_all_product_long_only_qqq_c5,reversal,all,product_long_only,qqq,5,-0.28359269724070035,0.525624691952886,,True,366,366,,-0.015755149846705577,12,0,-0.002470672842037784,9,0,-0.016112818206274897,8,0
continuation_q80_underlying_signed_diagnostic_qqq_c0,continuation,q80,underlying_signed_diagnostic,qqq,0,-0.016543576576181995,0.09854008151533826,,True,79,79,,-0.0009190875875656664,7,1,-0.003001326268253742,6,1,-0.0006646321529824121,4,1
reversal_q50_product_long_only_qqq_c10,reversal,q50,product_long_only,qqq,10,-0.19855922833759543,0.3308530360840286,,True,187,187,,-0.011031068240977522,11,0,-0.0036516108219718253,8,0,-0.010763929521618103,6,0
continuation_q67_underlying_signed_diagnostic_qqq_c0,continuation,q67,underlying_signed_diagnostic,qqq,0,-0.025699719618871852,0.13365624655820915,,True,125,125,,-0.0014277622010484363,10,0,-0.004619438762775389,9,0,-0.0031683490573972406,7,0
continuation_q50_underlying_signed_diagnostic_qqq_c0,continuation,q50,underlying_signed_diagnostic,qqq,0,-0.06421100654389333,0.15509712048996993,,True,187,187,,-0.0035672781413274074,8,0,-0.006146409406131981,8,0,-0.0030191289922705997,6,0
continuation_all_underlying_signed_diagnostic_qqq_c0,continuation,all,underlying_signed_diagnostic,qqq,0,-0.040128154864734866,0.15991901485424762,,True,366,366,,-0.002229341936929715,7,0,-0.006830935828393521,7,0,-0.0019717187310474282,5,0
continuation_q80_product_long_only_qqq_c2,continuation,q80,product_long_only,qqq,2,-0.09118342651615777,0.2894399713393919,,True,79,79,,-0.005065745917564313,7,1,-0.009577916050413571,6,1,-0.0027078280579812806,4,1
continuation_q80_underlying_signed_diagnostic_combined_available_c0,continuation,q80,underlying_signed_diagnostic,combined_available,0,-0.07700946859644892,0.19714162212973707,,True,102,102,,-0.004278303810913829,8,0,-0.01042169915671155,8,0,-0.004633165387325375,6,0
continuation_q80_underlying_signed_diagnostic_smh_c0,continuation,q80,underlying_signed_diagnostic,smh,0,-0.059594251564374146,0.21585090703952783,,True,81,81,,-0.0033107917535763415,8,0,-0.01052838005575613,8,0,-0.001696997083357743,6,0
continuation_q67_underlying_signed_diagnostic_combined_available_c0,continuation,q67,underlying_signed_diagnostic,combined_available,0,-0.09393927538859398,0.2420085571441661,,True,152,152,,-0.005218848632699665,9,0,-0.011274484661368394,9,0,-0.006844602217725301,7,0
continuation_q80_product_long_only_qqq_c5,continuation,q80,product_long_only,qqq,5,-0.13858342651615774,0.32186923232724135,,True,79,79,,-0.007699079250897652,7,1,-0.012177916050413577,6,1,-0.004957828057981284,4,1
continuation_q67_underlying_signed_diagnostic_smh_c0,continuation,q67,underlying_signed_diagnostic,smh,0,-0.1154531234421804,0.2866102794727187,,True,125,125,,-0.006414062413454467,11,0,-0.01285298116970292,10,0,-0.006329658410221724,8,0
continuation_all_underlying_signed_diagnostic_combined_available_c0,continuation,all,underlying_signed_diagnostic,combined_available,0,-0.19050398267769064,0.31895514978775363,,True,366,366,,-0.010583554593205036,9,0,-0.015037267619033038,8,0,-0.009909744485331579,6,0
continuation_q67_product_long_only_qqq_c2,continuation,q67,product_long_only,qqq,2,-0.13223367081247672,0.37231685527327213,,True,125,125,,-0.007346315045137596,10,0,-0.015159619118175609,9,0,-0.011522391466279138,7,0
continuation_q80_product_long_only_qqq_c10,continuation,q80,product_long_only,qqq,10,-0.2175834265161578,0.3776119806847613,,True,79,79,,-0.012087968139786544,7,1,-0.016511249383746915,6,1,-0.008707828057981287,4,1
continuation_q50_underlying_signed_diagnostic_combined_available_c0,continuation,q50,underlying_signed_diagnostic,combined_available,0,-0.15292866062894167,0.309663335066882,,True,231,231,,-0.008496036701607871,10,0,-0.01694591534654134,10,0,-0.01304510689756184,8,0
continuation_q67_product_long_only_qqq_c5,continuation,q67,product_long_only,qqq,5,-0.2072336708124768,0.4236313228832207,,True,125,125,,-0.011512981711804267,10,0,-0.01939961911817562,9,0,-0.015322391466279145,7,0
continuation_q50_product_long_only_qqq_c2,continuation,q50,product_long_only,qqq,2,-0.2683801576377645,0.4557200350239693,,True,187,187,,-0.014910008757653593,8,0,-0.02088212843807916,8,0,-0.012255717665253343,6,0
reversal_all_product_long_only_qqq_c10,reversal,all,product_long_only,qqq,10,-0.6495926972407007,0.745739788082974,,True,366,366,,-0.036088483180038905,12,0,-0.02300400617537112,9,0,-0.03669615153960823,8,0
continuation_all_underlying_signed_diagnostic_smh_c0,continuation,all,underlying_signed_diagnostic,smh,0,-0.3503397795995772,0.5115126097217666,,True,365,365,,-0.0194633210888654,12,0,-0.023874264016934606,10,0,-0.018636100998693294,8,0
continuation_all_product_long_only_qqq_c2,continuation,all,product_long_only,qqq,2,-0.24188505274197336,0.4711536086266223,,True,365,365,,-0.013438058485665193,8,0,-0.025962903026813065,7,0,-0.01320326799308659,5,0
continuation_q50_underlying_signed_diagnostic_smh_c0,continuation,q50,underlying_signed_diagnostic,smh,0,-0.2256460338313332,0.4241511365113301,,True,187,187,,-0.0125358907684074,12,0,-0.02639120007693112,12,0,-0.021867352353245884,10,0
continuation_q67_product_long_only_qqq_c10,continuation,q67,product_long_only,qqq,10,-0.3322336708124769,0.5126428733537776,,True,125,125,,-0.018457426156248718,10,0,-0.02646628578484229,9,0,-0.021655724799612485,7,0
continuation_q50_product_long_only_qqq_c5,continuation,q50,product_long_only,qqq,5,-0.38058015763776487,0.5432943940463086,,True,187,187,,-0.021143342090986936,10,0,-0.02716212843807917,8,0,-0.018105717665253356,6,0
continuation_q80_product_long_only_combined_available_c2,continuation,q80,product_long_only,combined_available,2,-0.2957753809221127,0.5308290467123353,,True,102,102,,-0.016431965606784036,9,0,-0.032802231936999104,8,0,-0.017782537722942887,6,0
continuation_q80_product_long_only_smh_c2,continuation,q80,product_long_only,smh,2,-0.27154712061592146,0.562132057122865,,True,81,81,,-0.015085951145328964,8,0,-0.034329498743112336,8,0,-0.011178167546800455,6,0
continuation_q80_product_long_only_combined_available_c5,continuation,q80,product_long_only,combined_available,5,-0.3569753809221128,0.5711006871696165,,True,102,102,,-0.019831965606784043,10,0,-0.03620223193699911,9,0,-0.02088253772294289,7,0
continuation_q80_product_long_only_smh_c5,continuation,q80,product_long_only,smh,5,-0.32014712061592143,0.582516302812331,,True,81,81,,-0.01778595114532897,8,0,-0.03708949874311234,8,0,-0.01357816754680046,6,0
continuation_q50_product_long_only_qqq_c10,continuation,q50,product_long_only,qqq,10,-0.567580157637765,0.6942570665109005,,True,187,187,,-0.031532230979875835,10,0,-0.037628795104745844,8,0,-0.027855717665253358,6,0
continuation_all_product_long_only_qqq_c5,continuation,all,product_long_only,qqq,5,-0.4608850527419739,0.6311989221611513,,True,365,365,,-0.02560472515233188,9,0,-0.03824290302681309,8,0,-0.02550326799308661,6,0
continuation_q67_product_long_only_combined_available_c2,continuation,q67,product_long_only,combined_available,2,-0.37968485108687355,0.658527607277597,,True,152,152,,-0.021093602838159645,11,0,-0.03910932778898082,10,0,-0.026625823718518012,8,0
continuation_q80_product_long_only_smh_c10,continuation,q80,product_long_only,smh,10,-0.4011471206159215,0.6272560053526337,,True,81,81,,-0.022285951145328973,8,0,-0.04168949874311235,8,0,-0.01757816754680046,6,0
continuation_q80_product_long_only_combined_available_c10,continuation,q80,product_long_only,combined_available,10,-0.4589753809221129,0.6404286245712827,,True,102,102,,-0.025498632273450714,10,0,-0.04186889860366579,9,0,-0.02604920438960956,7,0
continuation_q67_product_long_only_combined_available_c5,continuation,q67,product_long_only,combined_available,5,-0.4708848510868738,0.7174616574494298,,True,152,152,,-0.02616026950482632,11,0,-0.04430932778898084,10,0,-0.03147582371851803,8,0
continuation_q67_product_long_only_smh_c2,continuation,q67,product_long_only,smh,2,-0.4871406962217176,0.8021779150729859,,True,125,125,,-0.02706337201231761,12,0,-0.04601216931439369,11,0,-0.027322939008013077,9,0
continuation_q67_product_long_only_smh_c5,continuation,q67,product_long_only,smh,5,-0.5621406962217174,0.8526710434536928,,True,125,125,,-0.031230038678984298,12,0,-0.0503321693143937,11,0,-0.03127293900801309,9,0
continuation_all_product_long_only_combined_available_c2,continuation,all,product_long_only,combined_available,2,-0.7029460255922111,0.9164400961610564,,True,365,365,,-0.03905255697734503,8,0,-0.05280383620502924,8,0,-0.03742628374148488,6,0
continuation_q67_product_long_only_combined_available_c10,continuation,q67,product_long_only,combined_available,10,-0.6228848510868739,0.8206814881023131,,True,152,152,,-0.03460471394927077,11,0,-0.052975994455647504,10,0,-0.03955915705185137,8,0
continuation_q67_product_long_only_smh_c10,continuation,q67,product_long_only,smh,10,-0.6871406962217175,0.9395882266286679,,True,125,125,,-0.03817448312342875,12,0,-0.057532169314393714,11,0,-0.03785627234134643,9,0
continuation_all_product_long_only_qqq_c10,continuation,all,product_long_only,qqq,10,-0.8258850527419741,0.9148664287680055,,True,365,365,,-0.04588250293010967,10,0,-0.05870956969347976,9,0,-0.046003267993086606,7,0
continuation_q50_product_long_only_combined_available_c2,continuation,q50,product_long_only,combined_available,2,-0.6151031029986322,0.8324093918959372,,True,231,231,,-0.0341723946110351,10,0,-0.05946373744668408,10,0,-0.047088204970857916,8,0
continuation_all_product_long_only_combined_available_c5,continuation,all,product_long_only,combined_available,5,-0.9219460255922111,1.0858100854674109,,True,365,365,,-0.05121922364401173,10,0,-0.06508383620502926,9,0,-0.049726283741484904,7,0
continuation_q50_product_long_only_combined_available_c5,continuation,q50,product_long_only,combined_available,5,-0.7537031029986323,0.923038848657126,,True,231,231,,-0.04187239461103512,10,0,-0.0673437374466841,10,0,-0.054788204970857936,8,0
continuation_all_product_long_only_smh_c2,continuation,all,product_long_only,smh,2,-1.1640069984424484,1.4290486079980727,,True,365,365,,-0.06466705546902489,11,0,-0.07964476938324543,9,0,-0.06164929948988318,7,0
continuation_q50_product_long_only_combined_available_c10,continuation,q50,product_long_only,combined_available,10,-0.9847031029986324,1.0833972960348057,,True,231,231,,-0.054705727944368454,11,0,-0.08047707078001745,11,0,-0.06762153830419128,9,0
continuation_all_product_long_only_combined_available_c10,continuation,all,product_long_only,combined_available,10,-1.2869460255922114,1.3869223659367889,,True,365,365,,-0.07149700142178952,12,0,-0.08555050287169594,11,0,-0.07022628374148492,9,0
continuation_q50_product_long_only_smh_c2,continuation,q50,product_long_only,smh,2,-0.8484745972647076,1.0184037121096383,,True,187,187,,-0.04713747762581708,12,0,-0.0886852462707364,12,0,-0.07357596641207072,10,0
continuation_all_product_long_only_smh_c5,continuation,all,product_long_only,smh,5,-1.3830069984424482,1.6043924794900262,,True,365,365,,-0.07683372213569156,11,0,-0.09192476938324547,9,0,-0.0739492994898832,7,0
continuation_q50_product_long_only_smh_c5,continuation,q50,product_long_only,smh,5,-0.9606745972647078,1.0831467461507651,,True,187,187,,-0.05337081095915044,12,0,-0.09520524627073643,12,0,-0.07982596641207074,10,0
continuation_q50_product_long_only_smh_c10,continuation,q50,product_long_only,smh,10,-1.147674597264708,1.1951623738531683,,True,187,187,,-0.06375969984803935,12,0,-0.10607191293740309,12,0,-0.09024263307873741,10,0
continuation_all_product_long_only_smh_c10,continuation,all,product_long_only,smh,10,-1.7480069984424487,1.9151038101257503,,True,365,365,,-0.09711149991346936,13,0,-0.11239143604991213,11,0,-0.09444929948988323,9,0
