extra_adverse_bps_per_side,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,trade_session_fraction,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month
0.0,1.0541532230262018,0.10286007747032795,1.0,246,111,0.44223107569721115,9,3,0.08784610191885016,0.069835417411304,-0.05413543805719327,0.26778455390303635
1.0,1.0516932230262017,0.10305866435443141,1.0,246,111,0.44223107569721115,9,3,0.08764110191885016,0.06957541741130399,-0.05429543805719327,0.26766455390303634
2.0,1.0492332230262018,0.10325769283263564,1.0,246,111,0.44223107569721115,9,3,0.08743610191885016,0.069315417411304,-0.054455438057193266,0.26754455390303633
5.0,1.0418532230262019,0.10385744261062062,1.0,246,111,0.44223107569721115,9,3,0.08682110191885016,0.06853541741130399,-0.05493543805719327,0.26718455390303636
