variant,latency_ms,extra_bp_side,role_coverage,trades,net_return,recent12_return,recent18_return,mean_trade_bp,max_drawdown,recovery_sessions,positive_month_fraction,green_all_days,green_active_days,block_returns,worst_day
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,0,0,1.0,206,0.6646094959902972,0.00688263042639603,0.05354928455527597,32.26259689273287,0.07423144414204813,48.0,0.26506024096385544,0.03152364273204904,0.6136363636363636,"[0.3368727640188821, 0.2312005606106765, 0.09653617136073855]",-0.08637346854027605
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,0,1,1.0,206,0.6232807069700044,0.006481294033950036,0.047939135713248926,30.256344998543902,0.07725216743510344,79.0,0.26506024096385544,0.03152364273204904,0.6,"[0.3138076959728835, 0.21955548500611743, 0.08991752599100344]",-0.08675615557786431
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,0,2,1.0,206,0.5819601820547005,0.006080037892732593,0.042330108676630784,28.25049427450002,0.08037618539209641,79.0,0.26506024096385544,0.03152364273204904,0.6,"[0.29074724001808283, 0.20791273795096665, 0.08330020408565098]",-0.08713876609334925
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,0,5,1.0,206,0.45804816715874663,0.004876750735815394,0.025509755035483805,22.235347920327506,0.09242045995124626,100.0,0.25301204819277107,0.0297723292469352,0.5666666666666667,"[0.22159353087145028, 0.17299846109982797, 0.06345617518746838]",-0.08828613873663738
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,250,0,1.0,206,0.7022806001641383,0.00831336829861229,0.05678115310192,34.0912912701038,0.07317574522901511,48.0,0.26506024096385544,0.03269118505545826,0.6222222222222222,"[0.35714912815762545, 0.24411368282673318, 0.10101778917977966]",-0.08692758334366801
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,250,1,1.0,206,0.660944277676359,0.007911745787203772,0.05117035795081504,32.08467367360966,0.07613685585523552,48.0,0.26506024096385544,0.03210741389375365,0.6111111111111112,"[0.33408000524428716, 0.232466024855967, 0.09439824757610482]",-0.08731015956937682
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,250,2,1.0,206,0.6196162207999566,0.0075102035842358195,0.04556068473435382,30.07845732038624,0.07919779214075427,79.0,0.26506024096385544,0.03210741389375365,0.6111111111111112,"[0.3110154952329527, 0.22082069595098197, 0.08778002961602194]",-0.08769265929514014
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,250,5,1.0,206,0.49568161905455344,0.0063060585851706374,0.0287383933287082,24.06221451721133,0.08903272380678032,79.0,0.25301204819277107,0.0297723292469352,0.5666666666666667,"[0.24184962877917116, 0.18589867664700266, 0.06793331362837962]",-0.08883969970214489
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,1000,0,1.0,206,0.7156643810227857,0.007471323484899983,0.05360361295754812,34.74098937003814,0.0697544787136076,29.0,0.25301204819277107,0.030939871570344425,0.5955056179775281,"[0.3678670610044815, 0.24866378099772546, 0.09913353902057875]",-0.08545533331812893
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,1000,1,1.0,206,0.6743253820464832,0.007069869365615045,0.04799345325092752,32.73424184691666,0.07264273876309367,48.0,0.25301204819277107,0.030939871570344425,0.5888888888888889,"[0.344795794718912, 0.2370152130983173, 0.0925143742292539]",-0.08583820396440056
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,1000,2,1.0,206,0.6329946492167478,0.006668495521098716,0.042384415351887306,30.727895593046007,0.0756278100501129,79.0,0.25301204819277107,0.030939871570344425,0.5888888888888889,"[0.3217291417639341, 0.22536897444663917, 0.0858965330061745]",-0.0862209980518549
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,1000,5,1.0,206,0.5090520228208856,0.005464855395460155,0.025564029136504685,24.71126324373231,0.08540110985431248,60.0,0.25301204819277107,0.02918855808523059,0.5555555555555556,"[0.2525568490494676, 0.19044422699373453, 0.06605094677768342]",-0.08736892119087414
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,0,0,1.0,108,0.6744149820704125,0.013497038128292949,0.38228089846128566,62.44583167318634,0.08993863790187771,615.0,0.18072289156626506,0.024154589371980676,0.5970149253731343,"[0.07714330902670286, 0.15960007340438898, 0.4376715996393207]",-0.09375827844287876
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,0,1,1.0,108,0.6526822723449706,0.01129455896858289,0.3754051298584533,60.43354373564542,0.09144407942967096,615.0,0.18072289156626506,0.024154589371980676,0.5797101449275363,"[0.06992860183561678, 0.153968716525396, 0.4287849539839578]",-0.09453944867016761
