variant,latency_ms,extra_bp_side,role_coverage,trades,net_return,recent12_return,recent18_return,mean_trade_bp,max_drawdown,recovery_sessions,positive_month_fraction,green_all_days,green_active_days,block_returns,worst_day
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,0,2,1.0,108,0.6309539082923413,0.0090925202166241,0.3685307361343666,58.421658175216784,0.09297462927403248,615.0,0.18072289156626506,0.024154589371980676,0.5797101449275363,"[0.06271533729743806, 0.14833848569257058, 0.4199000853023327]",-0.09532046269465122
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,0,5,1.0,108,0.5657948771408179,0.002489045086686792,0.34791580011200185,52.38841455007574,0.09772337137471003,617.0,0.18072289156626506,0.024154589371980676,0.5797101449275363,"[0.04108419527455598, 0.13145454609464313, 0.3932561357716188]",-0.09766256801964679
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,250,0,1.0,108,0.6961933718530918,0.016075832103086607,0.404928484607576,64.46234924565665,0.09002746859143507,615.0,0.18072289156626506,0.024758454106280192,0.6029411764705882,"[0.0735057111481221, 0.15901380120197317, 0.46367385950299655]",-0.09389657190159828
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,250,1,1.0,108,0.6744563068852181,0.013872837236152402,0.39804818694042043,62.449658044927595,0.09153636086391227,615.0,0.18072289156626506,0.024758454106280192,0.5942028985507246,"[0.06629173140386713, 0.15338256156569652, 0.4547820139156544]",-0.0946777144729608
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,250,2,1.0,108,0.6527235884610316,0.011670282880089755,0.3911692650576436,60.43736930194737,0.09307046436260791,615.0,0.18072289156626506,0.024758454106280192,0.5942028985507246,"[0.05907919416705942, 0.14775244795214315, 0.44589194634182905]",-0.09545870084704855
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,250,5,1.0,108,0.5875514994174669,0.005065261556258194,0.37054074999027975,54.40291661272841,0.0978305232493306,617.0,0.1686746987951807,0.02355072463768116,0.5652173913043478,"[0.037450233175963965, 0.13086885987143926, 0.41923240637006365]",-0.09780072325401967
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,1000,0,1.0,108,0.6838885246345697,0.014662708216802156,0.40295589434376744,63.32301154023794,0.0945426391343617,2.0,0.18072289156626506,0.024758454106280192,0.5942028985507246,"[0.06600235014694822, 0.15899578710073448, 0.45889038738688703]",-0.0996152738994297
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,1000,1,1.0,108,0.6621539203900673,0.012459995946385471,0.3960759911552173,61.31054818426549,0.09570166182445039,2.0,0.1686746987951807,0.024154589371980676,0.5797101449275363,"[0.05878987092484089, 0.15336455106691793, 0.44999949839830844]",-0.10039527284475536
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,1000,2,1.0,108,0.6404236621972094,0.010257724130333212,0.3891974636721661,59.29848724048235,0.09687068183823304,2.0,0.1686746987951807,0.024154589371980676,0.5797101449275363,"[0.05157883391013873, 0.1477344410551048, 0.44111038723196583]",-0.10117511582148542
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,1000,5,1.0,108,0.5752589508968159,0.003653550087650892,0.36857013133093375,53.264717675631104,0.10043903627823192,2.0,0.1686746987951807,0.02355072463768116,0.5652173913043478,"[0.029954371785985923, 0.1308508637752993, 0.41445371533553066]",-0.10351370940777549
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,0,0,1.0,147,0.24790258531791665,0.0869455827245551,0.04203264616568536,16.86412145019841,0.19583849164834877,,0.21686746987951808,0.027777777777777776,0.5609756097560976,"[-0.04870983046860977, 0.17297138713499782, 0.1236410286515286]",-0.1941188708176762
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,0,1,1.0,147,0.21845594946444358,0.08472841532474962,0.032625180383032415,14.860948943159428,0.2020528112451737,,0.21686746987951808,0.027777777777777776,0.5542168674698795,"[-0.05829912957260486, 0.16513757623866143, 0.111617502798387]",-0.196679790951499
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,0,2,1.0,147,0.18901520176050857,0.08251169126975677,0.023219595717311026,12.858176990510787,0.20848138400269703,,0.21686746987951808,0.02717391304347826,0.5421686746987951,"[-0.06788651120027378, 0.15730533179121486, 0.09959638116956748]",-0.19924019900371093
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,0,5,1.0,147,0.10072826989032957,0.07586417784427102,-0.004985877218782853,6.852263257845548,0.2297581643588478,,0.21686746987951808,0.026570048309178744,0.5301204819277109,"[-0.09663715697488295, 0.13381799244521264, 0.06354743441999988]",-0.2069183522061624
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,250,0,1.0,147,0.25472248261437636,0.08474901427968207,0.0425952730155309,17.32806004179431,0.1930720325284149,,0.21686746987951808,0.027777777777777776,0.5679012345679012,"[-0.036710275714856855, 0.16539047812317098, 0.12604228020606223]",-0.19279512205215832
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,250,1,1.0,147,0.22527448291782615,0.08253228614963881,0.033187694718758376,15.324794756314704,0.19920031420097992,,0.21686746987951808,0.027777777777777776,0.5542168674698795,"[-0.04630197448983564, 0.15755818325703363, 0.11401827415062815]",-0.19535630690926142
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,250,2,1.0,147,0.19583237164353096,0.08031600127657168,0.023781997561416857,13.321930043777616,0.20553851664540615,,0.21686746987951808,0.02717391304347826,0.5421686746987951,"[-0.05589175530865065, 0.14972745453664127, 0.10199667241554033]",-0.19791697963182153
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,250,5,1.0,147,0.10754135069773618,0.07366980487010799,-0.004423812714615227,7.315738142703141,0.2259263515888845,,0.21686746987951808,0.026570048309178744,0.5301204819277109,"[-0.08464959577910458, 0.1262446605538371, 0.06594628592300367]",-0.20559592652786685
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,1000,0,1.0,147,0.2630789389358271,0.07650628738353238,0.0690329555697029,17.896526458219533,0.18186859869879435,439.0,0.21686746987951808,0.026570048309178744,0.5569620253164557,"[-0.05687481024872998, 0.16794739227682542, 0.15200635690773168]",-0.17848448006326212
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,1000,1,1.0,147,0.23362926811512386,0.07429120763403063,0.05962009026511983,15.893147490824752,0.18630778267637893,245.0,0.21686746987951808,0.025966183574879228,0.5180722891566265,"[-0.06646247652005244, 0.16011458607898998, 0.1399771585561863]",-0.181048526762579
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,1000,2,1.0,147,0.20418548605083786,0.07207657081189422,0.05020910715715976,13.890169119104618,0.1924183665572945,244.0,0.21686746987951808,0.025362318840579712,0.5060240963855421,"[-0.07604822564154956, 0.1522833461291465, 0.1279503655632409]",-0.18361206075509806
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,1000,5,1.0,147,0.11588945473900525,0.0654353165815511,0.021987445369238023,7.883636376803078,0.21300982978718008,,0.21686746987951808,0.025362318840579712,0.5060240963855421,"[-0.10479397585567318, 0.12879901907115632, 0.09188441152352211]",-0.1912995880292142
