rule,days,multivariate_intercept_daily,multivariate_intercept_annualized_additive,multivariate_r_squared,portfolio_return_SPY_up_days,portfolio_return_SPY_down_days,portfolio_return_SPY_bottom5pct_days,mean_portfolio_return_SPY_down_days,mean_SPY_return_down_days,downside_capture_ratio,simple_beta_SPY,correlation_SPY,simple_beta_QQQ,correlation_QQQ,simple_beta_SMH,correlation_SMH,simple_beta_TLT,correlation_TLT
equal,1252,0.0005252791387753028,0.13237034297137631,0.31313655154940223,3.2774414015444764,-2.2243970325765288,-0.4208567954540666,-0.003895616519398474,-0.007798897958171694,0.4995085895843326,0.39816894585182033,0.491750536101081,0.30325327374664834,0.4926753502896574,0.21748081549324802,0.5477951160097582,0.03562849716303389,0.03840835220812841
causal_inverse_vol,1252,0.0003550237998200964,0.08946599755466429,0.3981756299565836,2.9455579517816863,-2.1506397976513183,-0.5039066106671657,-0.003766444479249244,-0.007798897958171694,0.48294573149309633,0.3916795713995127,0.5829710904021472,0.2997647524500391,0.5869140991460338,0.20351714786835706,0.6177842780343109,0.03113506372197024,0.040449817964851406
