campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,-1.0,0.184502658330306,0.07055746236367227,-0.1139451959666337,1684,5065,1128,581,547,0.8988047808764941,1.0000000000000002,1139.451959666337,138,120,0.12761135350358127,0.052821871427268526,DG,0.06153005135598462,0.12297260697432137,0,0,0.0030750443055050976,0.00442682879789851,32,22,6,0.4704380076489042,2021-12-29,2022-10-12,461.0,0.05251061075012621,12,0.004855281552866805,0.007484453407747299,7,5,0,15,0.004248378058883346,0.009014773622877639,9,6,0,18,0.0054790361278694855,0.007779015899015378,11,7,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,0.0,0.07055746236367227,0.07055746236367227,0.0,1684,5065,1128,576,552,0.8988047808764941,1.0000000000000002,1139.451959666337,134,124,0.12944036184697344,0.05329458265729844,DG,0.06078807287985542,0.009769389483816851,0,0,0.0011759577060612052,0.0025219233474122163,31,23,6,0.4889440305051974,2021-12-29,2022-10-12,613.0,0.07540426056617869,12,0.002689498258587312,0.005385830824374877,7,5,0,15,0.002167191257728069,0.0067230847628000825,9,6,0,18,0.003404873514856325,0.0055441388712868175,11,7,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,1.0,-0.04338773360296144,0.07055746236367227,0.1139451959666337,1684,5065,1128,573,555,0.8988047808764941,1.0000000000000002,1139.451959666337,132,126,0.1312852912634773,0.05377193872143072,DG,0.06004609440372621,-0.10343382800668766,0,0,-0.0007231288933826895,0.0006176913339317573,30,24,6,0.5076070891138317,2021-12-29,2022-10-12,,0.1366869206292522,12,0.0005237149643078165,0.0032872082410024465,7,5,0,15,8.600445657278484e-05,0.004431395902722509,9,6,0,18,0.0013307109018431587,0.0033092618435582545,11,7,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,2.0,-0.15733292956959538,0.07055746236367227,0.2278903919332674,1684,5065,1128,570,558,0.8988047808764941,1.0000000000000002,1139.451959666337,129,129,0.13323311218686884,0.05425566239393303,DG,0.059304115927597066,-0.21663704549719245,0,0,-0.002622215492826587,0.0,29,25,6,0.5416104188568253,2021-12-29,2023-10-12,,0.23627860853566185,12,-0.001642068329971683,0.0011885856576300024,7,5,0,15,-0.0019951823445824956,0.00213970704264492,9,6,0,18,-0.0007434517111700062,0.0011885856576300024,11,7,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,5.0,-0.4991685174694961,0.07055746236367227,0.5697259798331684,1684,5065,1128,555,573,0.8988047808764941,1.0000000000000002,1139.451959666337,123,135,0.14025895402142952,0.05572659443832897,DG,0.057078180499209485,-0.5562466979687055,0,0,-0.008319475291158274,0.0,25,29,6,0.6709281267686581,2021-12-29,2023-10-12,,0.5402118178551227,12,-0.008139418212810173,-0.005107282092487312,5,7,0,15,-0.00823874274804834,-0.004735359537587837,7,8,0,18,-0.006965939550209495,-0.005107282092487312,8,10,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend0,sp500,1,10.0,-1.068894497302665,0.07055746236367227,1.1394519596663368,1684,5065,1128,535,593,0.8988047808764941,1.0000000000000002,1139.451959666337,115,143,0.1524054334173754,0.05824704053390029,DG,0.0533682881185636,-1.1222627854212286,0,0,-0.017814908288377746,-0.003832714450784671,23,31,6,1.1349378597681221,2021-12-29,2026-02-11,,1.064643605312867,12,-0.01896833468420766,-0.015600395009349502,4,8,0,15,-0.01864467675382475,-0.015006986180723252,6,9,0,18,-0.017336752615275324,-0.015600395009349502,7,11,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,-1.0,0.09373314952571093,-0.018992271388852067,-0.11272542091456303,1664,4825,1055,541,514,0.8406374501992032,1.0000000000000002,1127.2542091456303,139,120,0.14488618596319608,0.04610831535419911,DLTR,0.09844060261565238,-0.0047074530899414435,0,0,0.0015622191587618488,0.0,26,25,9,0.4553080705344781,2021-05-03,2022-09-29,446.0,0.05950407071656502,12,0.004667925280975039,0.009718961679144473,7,5,0,15,-0.001644079732098171,0.0032430294529605438,8,7,0,18,-0.0012032677982819439,0.003971489673206931,10,8,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,0.0,-0.018992271388852067,-0.018992271388852067,0.0,1664,4825,1055,538,517,0.8406374501992032,1.0000000000000002,1127.2542091456303,135,124,0.1478717408077071,0.04660129631332011,DLTR,0.09819078754900351,-0.11718305893785558,0,0,-0.0003165378564808678,0.0,26,25,9,0.4707102423576468,2021-05-03,2022-09-29,461.0,0.10121019765391696,12,0.0024042729271945497,0.007414773214831337,7,5,0,15,-0.0039139008368709455,0.0011563379008224135,8,7,0,18,-0.003450733256930849,0.0018877703064189713,10,8,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,1.0,-0.131717692303415,-0.018992271388852067,0.11272542091456303,1664,4825,1055,534,521,0.8406374501992032,1.0000000000000002,1127.2542091456303,133,126,0.15093238766204425,0.04710178834538633,DLTR,0.09794097248235464,-0.22965866478576966,0,0,-0.0021952948717235844,0.0,25,26,9,0.4861124141808155,2021-05-03,2022-09-29,480.0,0.148759654794276,12,0.00014062057341406278,0.005110584750518195,7,5,0,15,-0.006183721941643717,-0.0009303536513157133,7,8,0,18,-0.005698198715579749,-0.00019594906036898754,9,9,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,2.0,-0.24444311321797813,-0.018992271388852067,0.22545084182912606,1664,4825,1055,528,527,0.8406374501992032,1.0000000000000002,1127.2542091456303,130,129,0.15405479069595285,0.04761148444572101,DLTR,0.09769115741570585,-0.34213427063368396,0,0,-0.004074051886966302,0.0,24,27,9,0.5015145860039841,2021-05-03,2022-09-29,,0.24444311321797785,12,-0.0021230317803664265,0.0028063962862050753,6,6,0,15,-0.008453543046416491,-0.00301704520345384,6,9,0,18,-0.007945664174228654,-0.00227966842715694,8,10,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,5.0,-0.5826193759616671,-0.018992271388852067,0.5636271045728152,1664,4825,1055,512,543,0.8406374501992032,1.0000000000000002,1127.2542091456303,125,134,0.16341205704455136,0.04915768854247095,DLTR,0.09694171221575928,-0.6795610881774264,0,0,-0.009710322932694455,0.0,22,29,9,0.6715533692294571,2021-05-03,2025-11-13,,0.5826193759616675,12,-0.008913988841707894,-0.004106169106734317,5,7,0,15,-0.015263006360734811,-0.009277119859868212,5,10,0,18,-0.01468806055017536,-0.008530826527520798,7,11,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top3__trend1,sp500,1,10.0,-1.1462464805344823,-0.018992271388852067,1.1272542091456303,1664,4825,1055,483,572,0.8406374501992032,1.0000000000000002,1127.2542091456303,114,145,0.18065536542090674,0.05186678593313934,DLTR,0.0956926368825151,-1.2419391174169974,0,0,-0.01910410800890804,-0.010939642192972334,15,36,9,1.1780698155344738,2021-05-03,2026-04-10,,1.1462464805344839,12,-0.020232250610610337,-0.015627111428299995,1,11,0,15,-0.026612111884598673,-0.01971057762055885,1,14,0,18,-0.025925387843419877,-0.01894942336146059,2,16,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top10__trend0,sp500,1,-1.0,0.3551937375171563,0.25542126658662684,-0.09977247093052928,4870,16140,1128,599,529,0.8988047808764941,1.0000000000000002,997.7247093052928,187,160,0.1267622767898698,0.06739100684099328,FRC,0.07251291014873215,0.28268082736842415,0,0,0.005919895625285936,0.0055625445815753,33,21,6,0.42018283856113986,2021-12-29,2022-10-12,386.0,0.012015110124344253,12,0.008733754518121637,0.008787262507869893,7,5,0,15,0.004950157814746324,0.007654901855389451,8,7,0,18,0.0021342123782750444,0.005596263278299575,10,8,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top10__trend0,sp500,1,0.0,0.25542126658662684,0.25542126658662684,0.0,4870,16140,1128,596,532,0.8988047808764941,1.0000000000000002,997.7247093052928,185,162,0.12955864264098382,0.0680383635334827,FRC,0.07249598914856106,0.18292527743806578,0,0,0.004257021109777117,0.003649153770218035,33,21,6,0.4366301542063318,2021-12-29,2022-10-12,424.0,0.029648471282411857,12,0.006833148298552687,0.0070795606703372115,7,5,0,15,0.0030912704482682508,0.005976406055368456,8,7,0,18,0.0002772519915380339,0.0038362829036631633,10,8,0,open_to_next_open
CAM-0609,RUN-0024,sp500__daily_residual_r5__top10__trend0,sp500,1,1.0,0.15564879565609768,0.25542126658662684,0.09977247093052928,4870,16140,1128,593,535,0.8988047808764941,1.0000000000000002,997.7247093052928,181,166,0.13248322259909445,0.06869648181562771,FRC,0.07247906814838997,0.08316972750770771,0,0,0.0025941465942682976,0.001735762958860766,31,23,6,0.453196725649304,2021-12-29,2022-10-12,444.0,0.05896076728177931,12,0.004932542078983742,0.0053718588328045295,7,5,0,15,0.00123238308179018,0.004297910255347445,8,7,0,18,-0.0015797083951989753,0.002076302529026748,10,8,0,open_to_next_open
