month,net_pnl
2021-05,0.001193093125799038
2021-06,0.007053172894976867
2021-07,-0.011196086892718629
2021-08,0.0042051214097649755
2021-09,-0.0069980631820794476
2021-10,0.01597212209241533
2021-11,0.004846289908150846
2021-12,-0.0006219577754806537
2022-01,-0.016962806984719653
2022-02,-0.006408051662486777
2022-03,0.004179019660347642
2022-04,0.023065894143563345
2022-05,-0.009252464355644105
2022-06,0.021672080999448468
2022-07,0.020581586486954143
2022-08,-0.009277551787417238
2022-09,-0.0040539655256019175
2022-10,0.061321992685215605
2022-11,0.013758056250063965
2022-12,-0.03224912413865914
2023-01,0.0478816874498084
2023-02,-0.0011288759939761528
2023-03,0.061982202221561866
2023-04,-0.002280499760447908
2023-05,0.03868589734790888
2023-06,0.05059149916182281
2023-07,0.03478177641306508
2023-08,-0.01226195443988764
2023-09,-0.04669047263888746
2023-10,-0.03237911221680051
2023-11,0.0640579838773927
2023-12,0.04423309320841389
2024-01,0.01691707650009196
2024-02,0.06253463531041692
2024-03,0.04061175675064223
2024-04,-0.04739520043626189
2024-05,0.08737266788187063
2024-06,-0.04447030989755556
2024-07,-0.0026477785145989315
2024-08,-0.008011905727794873
2024-09,0.026776475086236935
2024-10,-0.0034719842204657776
2024-11,0.07765079025929528
2024-12,-0.025974083716427235
2025-01,0.037821444816361564
2025-02,0.02679225817450729
2025-03,-0.027204577259581243
2025-04,0.03619048374336006
2025-05,0.04436909643393445
2025-06,0.04618575578740993
2025-07,0.027805026606670488
2025-08,-0.02177507272726475
2025-09,0.10319323908357769
2025-10,0.06927041264456206
2025-11,0.01738845657745095
2025-12,0.05795534856825513
2026-01,0.15880125040341825
2026-02,0.030180629757392774
2026-03,-0.019627999632078584
2026-04,0.07633681154253982
