month,net_pnl
2021-05,0.002129591112100925
2021-06,0.009212308496844533
2021-07,-0.015597371369819271
2021-08,0.005906277844567965
2021-09,-0.009675849452859226
2021-10,0.020934728207491368
2021-11,0.006294157966035686
2021-12,-0.0006781554133757398
2022-01,-0.022668718399719335
2022-02,-0.006995307477435138
2022-03,0.00669095759883559
2022-04,0.02132184214074974
2022-05,-0.011917517989169546
2022-06,0.025744452219282482
2022-07,0.009920567042733941
2022-08,-0.007632459207978934
2022-09,0.004883800643692278
2022-10,0.059032727873824554
2022-11,0.008064495008523884
2022-12,-0.02651097128900004
2023-01,0.04099525036278023
2023-02,-0.0037397147206086126
2023-03,0.05944509988477126
2023-04,-0.0009823809813597154
2023-05,0.03445720985668818
2023-06,0.04989225947517365
2023-07,0.034256542241336674
2023-08,-0.010637422923188115
2023-09,-0.044126170959390074
2023-10,-0.028524219992492373
2023-11,0.05654897967402482
2023-12,0.03755368080949953
2024-01,0.01497250285404799
2024-02,0.06396821109496414
2024-03,0.03843280569626483
2024-04,-0.04184324275977856
2024-05,0.07874998880423693
2024-06,-0.0408939287187152
2024-07,-0.0070157022115230365
2024-08,-0.012198754050974524
2024-09,0.023157606415499216
2024-10,-0.004815389240167507
2024-11,0.06853190762823963
2024-12,-0.022534260191270538
2025-01,0.03975617267887714
2025-02,0.022418516948327995
2025-03,-0.013945913820757244
2025-04,0.047945755842698036
2025-05,0.03821464522442086
2025-06,0.043180075096828106
2025-07,0.021480327145176767
2025-08,-0.01532994534369406
2025-09,0.09151203898048307
2025-10,0.06154227710183804
2025-11,0.009193488948117121
2025-12,0.051403211708441456
2026-01,0.14119674038387256
2026-02,0.023817833237530055
2026-03,-0.015407873996744679
2026-04,0.06524941451735553
