campaign_id,variant_id,clock,extra_adverse_bps_per_side,net_simple_return,maximum_drawdown,role_coverage,trade_roles,active_sessions,entry_roles,trade_sessions,entries_per_calendar_session,trade_session_fraction,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month
CAM-0611,sp500__ma50_200__daily__top10__momentum,0930,2.0,0.8139288839349771,0.12017850676478405,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,144,107,9,3,0.06782740699458144,0.03889390029290504,-0.057540448820798014,0.28535271393815936
CAM-0611,sp500__ma50_200__daily__top10__momentum,0930,5.0,0.800548883934977,0.12181610795833868,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,143,108,9,3,0.06671240699458142,0.03796390029290504,-0.058560448820798014,0.2848127139381594
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0930,0.0,0.4439669234692728,0.30620198700972445,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,128,123,6,6,0.03699724362243939,0.01691415961685109,-0.413240743010262,0.37865756533447037
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0930,1.0,0.43163359013593916,0.3093728167184281,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,127,124,6,6,0.0359694658446616,0.01614749295018442,-0.4151740763435953,0.37819089866780364
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0930,2.0,0.41930025680260596,0.3125770322498264,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,127,124,6,6,0.03494168806688383,0.015380826283517751,-0.41710740967692866,0.37772423200113703
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0930,5.0,0.3823002568026058,0.32239535120777113,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,127,124,6,6,0.0318583547335505,0.013080826283517748,-0.4229074096769287,0.37632423200113696
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0930,0.0,0.4885996719613004,0.0969796845503034,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,138,113,9,3,0.04071663933010836,0.02230197421221296,-0.034504438441727854,0.16890394868595496
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0930,1.0,0.478980030566725,0.09818695346415642,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,138,113,9,3,0.03991500254722708,0.021588622820571227,-0.03538529800613831,0.16835416824039404
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0930,2.0,0.4693603891721495,0.09940855805544686,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,137,114,9,3,0.0391133657643458,0.020875271428929486,-0.03626615757054879,0.16780438779483312
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0930,5.0,0.44050146498842335,0.10427112971492024,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,136,115,9,3,0.03670845541570195,0.01873521725400427,-0.038908736263780185,0.16615504645815038
CAM-0608,sp500__daily_residual_r5__top3__trend1,0940,0.0,0.7194333752949903,0.0727359371975728,1.0,1158,251,564,251,2.247011952191235,1.0,146,105,7,5,0.05995278127458253,0.03897331712451668,-0.050575681829494665,0.20684519112134322
CAM-0608,sp500__daily_residual_r5__top3__trend1,0940,1.0,0.6922906642007418,0.07516815443409824,1.0,1158,251,564,251,2.247011952191235,1.0,146,105,7,5,0.05769088868339514,0.036477415631250176,-0.05243043314956871,0.20445172356962654
CAM-0608,sp500__daily_residual_r5__top3__trend1,0940,2.0,0.6651479531064932,0.07762261040788092,1.0,1158,251,564,251,2.247011952191235,1.0,145,106,7,5,0.05542899609220778,0.033981514137983664,-0.05428518446964275,0.20205825601790986
CAM-0608,sp500__daily_residual_r5__top3__trend1,0940,5.0,0.5837198198237481,0.0855242977296078,1.0,1158,251,564,251,2.247011952191235,1.0,143,108,7,5,0.04864331831864568,0.026493809658184153,-0.05984943842986486,0.19487785336275976
CAM-0609,qqq__daily_residual_r10__top3__trend1,0940,0.0,0.29669163755926553,0.1008354485753127,1.0,1033,251,522,251,2.0796812749003983,1.0,131,120,9,3,0.024724303129938795,0.025512268113974623,-0.07764858389397167,0.11231364218604084
CAM-0609,qqq__daily_residual_r10__top3__trend1,0940,1.0,0.2774998326343485,0.10234174988696298,1.0,1033,251,522,251,2.0796812749003983,1.0,130,121,9,3,0.023124986052862378,0.023721918129904002,-0.07839114466444234,0.11087516293094557
CAM-0609,qqq__daily_residual_r10__top3__trend1,0940,2.0,0.2583080277094315,0.10387505248709643,1.0,1033,251,522,251,2.0796812749003983,1.0,130,121,8,4,0.02152566897578596,0.021931568145833365,-0.07913370543491301,0.10943668367585031
CAM-0609,qqq__daily_residual_r10__top3__trend1,0940,5.0,0.20073261293468053,0.11467608815984279,1.0,1033,251,522,251,2.0796812749003983,1.0,127,124,7,5,0.016727717744556714,0.016727258763387542,-0.08136138774632505,0.10512124591056451
CAM-0611,sp500__ma50_200__daily__top10__momentum,0940,0.0,0.9748445118646021,0.10511129551090742,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,148,103,9,3,0.08123704265538352,0.06056823602944088,-0.052560734039864186,0.2969069903432811
CAM-0611,sp500__ma50_200__daily__top10__momentum,0940,1.0,0.9703845118646022,0.10557264379313185,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,148,103,9,3,0.08086537598871685,0.060078236029440873,-0.05290073403986419,0.2967269903432811
CAM-0611,sp500__ma50_200__daily__top10__momentum,0940,2.0,0.9659245118646022,0.10603604465814999,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,148,103,9,3,0.08049370932205017,0.05958823602944087,-0.053240734039864186,0.2965469903432811
CAM-0611,sp500__ma50_200__daily__top10__momentum,0940,5.0,0.9525445118646021,0.10743870065234969,1.0,446,251,223,168,0.8884462151394422,0.6693227091633466,148,103,9,3,0.07937870932205017,0.05811823602944087,-0.0542607340398642,0.2960069903432811
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0940,0.0,0.8020582831906284,0.232089257540295,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,141,110,11,1,0.06683819026588571,0.031041947103534723,-0.3472782457378862,0.38994885682559755
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0940,1.0,0.7897249498572951,0.2343841932284295,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,141,110,9,3,0.06581041248810794,0.030275280436868057,-0.3492115790712195,0.38948219015893093
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0940,2.0,0.7773916165239618,0.23670020142784612,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,141,110,9,3,0.06478263471033015,0.029508613770201392,-0.3511449124045528,0.38901552349226426
CAM-0612,sp500__ma3_10_21__daily__top3__momentum,0940,5.0,0.7403916165239617,0.24377760400093593,1.0,370,251,185,149,0.7370517928286853,0.5936254980079682,140,111,9,3,0.061699301376996814,0.02720861377020139,-0.35694491240455284,0.38761552349226425
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0940,0.0,0.6172972909910543,0.11060971349130887,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,136,115,9,3,0.0514414409159212,0.028679545189433386,-0.013101832567224206,0.1985778158589615
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0940,1.0,0.6076776495964791,0.11188621666626478,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,136,115,9,3,0.050639804133039916,0.02789140872594545,-0.013826443564001225,0.19802803541340058
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0940,2.0,0.5980580082019036,0.1131751124791947,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,136,115,9,3,0.049838167350158634,0.02710327226245751,-0.014551054560778265,0.1974782549678397
CAM-0617,qqq__alpha_M20_E5__daily__top10__trend1,0940,5.0,0.5691990840181773,0.11711798708067364,1.0,1499,251,737,123,2.9362549800796813,0.4900398406374502,136,115,9,3,0.04743325700151479,0.02473886287199369,-0.016724887551109346,0.19582891363115695
