date,net_pnl
2021-05,0.0
2021-06,0.0
2021-07,0.0
2021-08,0.0
2021-09,-0.07596665469573716
2021-10,0.11202172557642336
2021-11,-0.041450980479459186
2021-12,-0.021555474826061478
2022-01,-0.024173731525223216
2022-02,-0.0046354798519795265
2022-03,0.07416040623704953
2022-04,-0.04264655133595676
2022-05,0.1902009101958031
2022-06,-0.17117382475909196
2022-07,0.049151418267385304
2022-08,-0.024836554873274123
2022-09,-0.0947263101207456
2022-10,0.06953668407875324
2022-11,0.1109362659022653
2022-12,-0.05962854659582284
2023-01,0.07269975879850986
2023-02,-0.06107228913144279
2023-03,0.01107975570085317
2023-04,-0.007955736127299159
2023-05,0.09975995847084676
2023-06,0.04225539578640527
2023-07,0.028469831266138036
2023-08,-0.00674305886088313
2023-09,-0.08501292422433987
2023-10,-0.06398967399766174
2023-11,0.02905170336052826
2023-12,-0.0010640582624403486
2024-01,0.05660424326177327
2024-02,0.030714748442811135
2024-03,0.07181248775235562
2024-04,-0.10744814336946935
2024-05,0.05434470858622322
2024-06,-0.22262045766356156
2024-07,-0.057973444440422475
2024-08,0.06377387092235534
2024-09,0.01640136876395485
2024-10,-0.007911653171628848
2024-11,0.0770632389623765
2024-12,-0.030130801900968195
2025-01,0.08221323312579093
2025-02,-0.03166337873994584
2025-03,-0.1307441594554733
2025-04,0.025207401727971673
2025-05,0.01234260973768119
2025-06,0.05713255608723034
2025-07,0.022152775441419283
2025-08,-0.009318963237189698
2025-09,0.15371084245751002
2025-10,0.1068506428964193
2025-11,0.01543830515956917
2025-12,0.11333561401157262
2026-01,0.22691956333962449
2026-02,0.019717815448427326
2026-03,-0.0230891149744597
2026-04,0.19670548351609043
