candidate,overlay,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,base_net_simple_return,base_maximum_drawdown,base_recent12_positive_months,base_recent12_average_month,base_top5_symbol_positive_share,pareto_improvement,consistency_improvement
triple_ma,vol_target_15,triple_ma__vol_target_15,sp500,1,2.0,0.2895675964353081,0.3506076594798791,0.06104006304457106,992,4294,1105,586,519,0.3991958207398216,0.9917917508071739,305.20031522285535,105,104,0.36163093867374146,0.05444015133232777,SNDK,0.10739033448689561,0.1821772619484125,0,1,0.004826126607255134,0.0,28,25,7,0.2003672335720906,2023-07-18,2025-04-08,121.0,0.03264551013680943,12,0.028979284778903002,0.012443049715530233,11,1,0,15,0.019951941466297314,0.014103552382821603,13,2,0,18,0.02049977259813377,0.012106202024736668,14,4,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,False,False
triple_ma,turnover_band_05,triple_ma__turnover_band_05,sp500,1,2.0,0.7080903146732964,0.8415569813399627,0.13346666666666665,995,1994,1107,587,520,0.8820717131474104,1.0,667.3333333333333,103,106,0.4240608131010575,0.060807937101152607,SNDK,0.3539755793604998,0.35411473531279664,0,1,0.01180150524455494,0.0,29,24,7,0.5453284247341383,2023-07-18,2025-04-08,171.0,0.09064585738607793,12,0.07419972033299795,0.03575723411099947,11,1,0,15,0.04633943825459306,0.03953897210057031,13,2,0,18,0.0438515987201156,0.0338074548254063,14,4,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,True,False
triple_ma,inverse_vol63_persistence2,triple_ma__inverse_vol63_persistence2,sp500,1,2.0,0.5143677077487332,0.6812343452978471,0.16686663754911396,591,2886,1073,566,538,0.8549800796812749,1.0000000000000004,834.3331877455698,78,82,0.3777582738630597,0.06993010914026171,SNDK,0.4314520513740774,0.08291565637465581,0,1,0.00857279512914555,0.0,26,27,7,0.6625929944996359,2023-07-18,2025-08-21,98.0,0.004504681063531464,12,0.07920709969288013,0.041586876576010075,7,5,0,15,0.04946379693885233,0.014868103208215779,9,6,0,18,0.04561820903534602,0.02684733145088054,11,7,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,False,False
true_daily_alpha,base,true_daily_alpha__base,qqq,1,2.0,1.4224970444004668,1.9161948457645988,0.4936978013641324,11887,28494,1662,859,803,0.9639479527054425,1.0000000000000004,2468.4890068206614,60,47,0.4111712062954315,0.04330034484548049,AMD,0.2804250356059397,1.142072008794527,1,1,0.01713851860723454,0.009248519103402181,48,32,3,0.24713455432291942,2020-02-13,2020-03-16,17.0,0.0,12,0.051048398647984015,0.03502312181056669,9,3,0,15,0.034775478509087604,0.03406835497281202,10,5,0,18,0.03778642439181325,0.03502312181056669,13,5,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,True,False
true_daily_alpha,inverse_vol63,true_daily_alpha__inverse_vol63,qqq,1,2.0,1.3661587371860198,1.8668865922679527,0.5007278550819335,11875,28462,1660,847,813,0.9628038435331799,1.0000000000000004,2503.6392754096673,63,44,0.3953893103794445,0.047738393053707306,AMD,0.2616940738512911,1.1044646633347286,1,1,0.01645974382151831,0.009673122867819347,51,29,3,0.2314301605450759,2020-02-13,2020-03-16,15.0,0.0,12,0.048266124641815365,0.044507943967627035,9,3,0,15,0.03339988540655027,0.04401672959972154,10,5,0,18,0.03333330916645469,0.04066211989200513,13,5,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,False,False
true_daily_alpha,persistence2,true_daily_alpha__persistence2,qqq,1,2.0,-0.1782608402498308,0.165691287326732,0.34395212757656246,3139,7853,1132,547,935,0.6562341419580965,1.0000000000000004,1719.7606378828125,51,55,0.44922940638409936,0.058267844601221634,AMD,0.3900574913844878,-0.5683183316343186,1,0,-0.002147720966865427,0.0028802332012317967,42,38,3,0.9364153933451453,2020-11-03,2025-04-30,,0.4934717741947986,12,0.05988217090283249,0.04523180062683758,9,3,0,15,0.026501848478431005,0.03910930353021194,9,6,0,18,0.025067909828474524,0.041096383938081044,11,7,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,False,False
true_daily_alpha,persistence3,true_daily_alpha__persistence3,qqq,1,2.0,-0.2398545726528866,-0.06983200724889382,0.17002256540399296,1055,2613,572,285,565,0.33178654292343385,1.0000000000000004,850.1128270199648,44,51,0.44464454035970286,0.09199508386328024,AMD,0.20948410362614528,-0.4493386762790319,0,0,-0.0028898141283480315,-0.002676667805425959,37,43,3,0.655039599171697,2020-11-03,2025-05-05,,0.39148747113169646,12,0.02444739880200737,0.008987081417099196,6,6,0,15,0.014819844668620134,-0.007028728311829767,7,8,0,18,0.006630111938782304,-0.013736552798178599,8,10,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,False,False
true_daily_alpha,vol_target_15,true_daily_alpha__vol_target_15,qqq,1,2.0,0.6086910291161038,0.8485186540710306,0.2398276249549266,11875,28462,1660,859,801,0.4677712437405552,1.0000000000000002,1199.138124774633,59,48,0.43914107771236216,0.035332361423132966,AMD,0.16660908321051587,0.44208194590558797,1,1,0.007333626856820527,0.0036426281964907024,46,34,3,0.1586265528681639,2024-02-09,2024-08-02,307.0,0.0,12,0.0225161643633786,0.015339575513152487,9,3,0,15,0.015295845656060738,0.01424578930526177,10,5,0,18,0.01658712051285718,0.015339575513152487,13,5,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,False,False
true_daily_alpha,turnover_band_05,true_daily_alpha__turnover_band_05,qqq,1,2.0,1.4224970444004668,1.9161948457645988,0.4936978013641324,11887,28494,1662,859,803,0.9639479527054425,1.0000000000000004,2468.4890068206614,60,47,0.4111712062954315,0.04330034484548049,AMD,0.2804250356059397,1.142072008794527,1,1,0.01713851860723454,0.009248519103402181,48,32,3,0.24713455432291942,2020-02-13,2020-03-16,17.0,0.0,12,0.051048398647984015,0.03502312181056669,9,3,0,15,0.034775478509087604,0.03406835497281202,10,5,0,18,0.03778642439181325,0.03502312181056669,13,5,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,True,False
true_daily_alpha,inverse_vol63_persistence2,true_daily_alpha__inverse_vol63_persistence2,qqq,1,2.0,-0.1295565940074288,0.21864320441033636,0.3481997984177654,3133,7839,1130,544,936,0.6550524102181988,1.0000000000000007,1740.998992088827,52,54,0.45177547543220953,0.05980348971944249,AMD,0.35892657836504266,-0.48848317237247146,1,0,-0.0015609228193666114,0.001025341827950975,43,37,3,0.8904683306459229,2020-11-03,2025-04-30,,0.4467216530817083,12,0.05817692118989396,0.03843508902566219,9,3,0,15,0.026501817807034794,0.03125024301931117,9,6,0,18,0.02140740536811675,0.031685972333043474,11,7,0,1.4224970444004668,0.24713455432291942,9,0.051048398647984015,0.4111712062954315,False,False
