candidate,overlay,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months
ma200_uncapped,inverse_vol63,ma200_uncapped__inverse_vol63,sp500,1,5.0,1.2455912060905443,1.4077184091719142,0.16212720308136994,1261,11801,1055,571,484,0.8406374501992032,1.0000000000000002,324.2544061627399,108,82,0.2734900192087735,0.04324839740403671,STX,0.14283975692055492,1.1027514491699895,0,0,0.020759853434842403,0.0026351090477414185,31,20,9,0.2558933756131661,2022-05-27,2022-07-13,254.0,0.00037476264013496885,12,0.06905730602318531,0.05745567352037919,10,2,0,15,0.045183282464770776,0.03724139559107516,11,4,0,18,0.044496096834663934,0.03843295774519391,13,5,0
ma200_uncapped,inverse_vol63,ma200_uncapped__inverse_vol63,sp500,1,10.0,1.0834640030091744,1.4077184091719142,0.32425440616273987,1261,11801,1055,565,490,0.8406374501992032,1.0000000000000002,324.2544061627399,104,86,0.28405807211863127,0.043660418805485136,STX,0.1422683730318368,0.9411956299773376,0,0,0.018057733383486242,0.0,29,22,9,0.27966105608076364,2025-02-18,2025-04-04,125.0,0.0006449426546105872,12,0.06651340226911233,0.0551534413189472,9,3,0,15,0.04249814873584779,0.03590948296219958,10,5,0,18,0.04185936359276197,0.03602758625327495,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,-1.0,1.717333011666498,1.6915772180157043,-0.025755793650793647,789,6265,1054,577,477,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.3544655413862276,0.04878384093318668,PLTR,0.21161231384868012,1.505720697817818,0,0,0.028622216861108298,0.011839956411067356,31,20,9,0.27539348144533976,2022-05-27,2022-07-13,248.0,0.0,12,0.091641255257499,0.07012056866900732,9,3,0,15,0.0692030188874568,0.05597210044081006,10,5,0,18,0.06764315017115138,0.053630750433726726,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,0.0,1.6915772180157043,1.6915772180157043,0.0,789,6265,1054,576,478,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.35640204277298526,0.04884193345390199,PLTR,0.211261202737569,1.4803160152781354,0,0,0.028192953633595075,0.011120511966622922,31,20,9,0.27641153751255615,2022-05-27,2022-07-13,249.0,0.0,12,0.09123538224162597,0.06983251311345176,9,3,0,15,0.068780659099097,0.055787655996365614,10,5,0,18,0.06722226392776515,0.05337297265594894,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,1.0,1.6658214243649105,1.6915772180157043,0.025755793650793647,789,6265,1054,576,478,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.35836606541886007,0.048900099294096784,PLTR,0.2109100916264578,1.4549113327384529,0,0,0.027763690406081842,0.01040106752217847,31,20,9,0.27743109874694566,2022-05-27,2022-07-13,250.0,0.0,12,0.09082950922575296,0.0695444575578962,9,3,0,15,0.06835829931073721,0.055603211551921175,10,5,0,18,0.0668013776843789,0.05311519487817117,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,2.0,1.6400656307141173,1.6915772180157043,0.051511587301587294,789,6265,1054,575,479,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.3603582002145128,0.04895842790912067,PLTR,0.21055898051534697,1.4295066501987703,0,0,0.027334427178568623,0.009681623077734024,31,20,9,0.27845216848899834,2022-05-27,2022-07-13,250.0,0.0,12,0.09042363620987996,0.06925640200234065,9,3,0,15,0.06793593952237745,0.05541876710747674,10,5,0,18,0.06638049144099264,0.0528574171003934,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,5.0,1.562798249761736,1.6915772180157043,0.12877896825396826,789,6265,1054,572,482,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.3665094457063985,0.049133588841281044,PLTR,0.20950564718201375,1.3532926025797223,0,0,0.026046637496028934,0.007523289744400698,31,20,9,0.2815244623146419,2022-05-27,2022-07-13,260.0,0.0,12,0.0892060171622609,0.06839223533567398,9,3,0,15,0.06666886015729806,0.05486543377414339,10,5,0,18,0.06511783271083392,0.052084083767060065,12,6,0
ma200_uncapped,persistence2,ma200_uncapped__persistence2,sp500,1,10.0,1.4340192815077681,1.6915772180157043,0.2575579365079365,789,6265,1054,570,484,0.8398406374501992,1.0000000000000002,257.55793650793646,105,69,0.3771539554244406,0.04942710047227284,PLTR,0.20775009162645772,1.2262691898813105,0,0,0.0239003213584628,0.003926067522178467,31,20,9,0.2866754368415746,2022-05-27,2022-07-13,366.0,0.0,12,0.08717665208289582,0.06695195755789621,9,3,0,15,0.06455706121549913,0.053943211551921194,10,5,0,18,0.06301340149390272,0.05079519487817118,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,-1.0,1.797872021468233,1.7747308309920424,-0.02314119047619048,595,5459,1053,575,478,0.8390438247011952,1.0000000000000002,231.4119047619048,101,61,0.36881705755419725,0.04931598300913644,SNDK,0.23129079852584147,1.5665812229423917,0,0,0.029964533691137215,0.03358645574614137,31,20,9,0.277755585827106,2022-04-20,2022-07-13,230.0,0.0,12,0.09688326104869742,0.07532130798228322,9,3,0,15,0.0749452777742135,0.059774113180487844,10,5,0,18,0.07134108266444177,0.05282630436859939,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,0.0,1.7747308309920424,1.7747308309920424,0.0,595,5459,1053,574,479,0.8390438247011952,1.0000000000000002,231.4119047619048,101,61,0.3705388145245584,0.04937667409511594,SNDK,0.23122302074806364,1.5435078102439788,0,0,0.029578847183200703,0.03301240812709376,31,20,9,0.2790130293306801,2022-04-20,2022-07-13,230.0,0.0,12,0.09652396210689845,0.07508035560133083,9,3,0,15,0.07457770634564209,0.059665224291598956,10,5,0,18,0.07096780665033241,0.0525058281781232,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,1.0,1.7515896405158518,1.7747308309920424,0.02314119047619048,595,5459,1053,573,480,0.8390438247011952,1.0000000000000002,231.4119047619048,100,62,0.3722816751463879,0.04943739811296618,SNDK,0.23115524297028583,1.5204343975455659,0,0,0.029193160675264195,0.03243836050804614,31,20,9,0.2802713916633815,2022-04-20,2022-07-13,230.0,0.0,12,0.09616466316509953,0.07483940322037846,9,3,0,15,0.07421013491707067,0.05955633540271009,10,5,0,18,0.07059453063622306,0.05218535198764702,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,2.0,1.7284484500396615,1.7747308309920424,0.04628238095238096,595,5459,1053,573,480,0.8390438247011952,1.0000000000000002,231.4119047619048,100,62,0.37403938861732033,0.049498155399600154,SNDK,0.23108746519250822,1.4973609848471532,0,0,0.028807474167327693,0.03186431288899852,31,20,9,0.28153067383267766,2022-04-20,2022-07-13,233.0,0.0,12,0.09580536422330056,0.07459845083942608,9,3,0,15,0.07384256348849923,0.05944744651382118,10,5,0,18,0.07022125462211372,0.05186487579717082,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,5.0,1.6590248786110902,1.7747308309920424,0.1157059523809524,595,5459,1053,572,481,0.8390438247011952,1.0000000000000002,231.4119047619048,100,62,0.37944537625609304,0.04968092752900621,SNDK,0.23088413185917483,1.4281407467519154,0,0,0.027650414643518164,0.03005445611227488,31,20,9,0.28531404945692523,2022-04-20,2022-07-13,249.0,0.0,12,0.09472746739790373,0.07387559369656893,9,3,0,15,0.07273984920278494,0.05912077984715451,10,5,0,18,0.06910142657978567,0.05090344722574225,12,6,0
ma200_uncapped,persistence3,ma200_uncapped__persistence3,sp500,1,10.0,1.5433189262301377,1.7747308309920424,0.2314119047619048,595,5459,1053,568,485,0.8390438247011952,1.0000000000000002,231.4119047619048,96,66,0.3883739927277172,0.0499851183178147,SNDK,0.23054524297028578,1.3127736832598518,0,0,0.025721982103835625,0.026590964048782816,31,20,9,0.29163816668801334,2022-04-20,2022-07-13,254.0,0.0,12,0.09293097268890903,0.07267083179180703,9,3,0,15,0.0709019920599278,0.05857633540271006,10,5,0,18,0.06723504650923894,0.04930106627336128,12,6,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,-1.0,0.8084647972252716,0.7941699075689672,-0.014294889656304384,1260,11708,1053,576,477,0.44395110981171476,1.0,142.94889656304383,120,70,0.3020950935451785,0.0469896658264199,PLTR,0.0930707288387037,0.7153940683865679,0,0,0.013474413287087863,0.005848330292942879,33,18,9,0.12001236513490475,2025-02-18,2025-04-04,114.0,0.0,12,0.033332538407876665,0.025387672492274846,10,2,0,15,0.022010889427462165,0.016576655371804368,11,4,0,18,0.024346296104919642,0.01990122390132685,13,5,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,0.0,0.7941699075689672,0.7941699075689672,0.0,1260,11708,1053,576,477,0.44395110981171476,1.0,142.94889656304383,120,70,0.30380048239569385,0.04705643001691131,PLTR,0.09301275616246192,0.7011571514065053,0,0,0.013236165126149455,0.0055137837173823085,33,18,9,0.12115011323339296,2025-02-18,2025-04-04,114.0,0.0,12,0.033125631758237926,0.025142822865158995,10,2,0,15,0.021807161572318524,0.01652965723277217,11,4,0,18,0.024135356278150333,0.01971046308365841,13,5,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,1.0,0.7798750179126628,0.7941699075689672,0.014294889656304384,1260,11708,1053,576,477,0.44395110981171476,1.0,142.94889656304383,120,70,0.30553291435761937,0.047123428110465784,PLTR,0.0929547834862202,0.6869202344264426,0,0,0.01299791696521105,0.005179237141821736,33,18,9,0.1223050508102037,2025-02-18,2025-04-04,114.0,0.0,12,0.032918725108599174,0.024897973238043145,10,2,0,15,0.02160343371717488,0.01648265909373997,11,4,0,18,0.02392441645138102,0.01951970226598997,13,5,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,2.0,0.7655801282563583,0.7941699075689672,0.028589779312608768,1260,11708,1053,575,478,0.44395110981171476,1.0,142.94889656304383,120,70,0.3072930378238965,0.04719064604371685,PLTR,0.09289681080997839,0.67268331744638,0,0,0.012759668804272638,0.004844690566261169,33,18,9,0.12347757038708207,2025-02-18,2025-04-04,116.0,0.0,12,0.03271181845896043,0.024653123610927294,10,2,0,15,0.021399705862031236,0.016435660954707772,11,4,0,18,0.023713476624611703,0.019328941448321528,13,5,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,5.0,0.7226954592874454,0.7941699075689672,0.07147444828152191,1260,11708,1053,571,482,0.44395110981171476,1.0,142.94889656304383,114,76,0.3126422342703529,0.047391731414456864,PLTR,0.09272289278125312,0.6299725665061923,0,0,0.012044924321457422,0.003841050839579454,31,20,9,0.12710472978943171,2025-02-18,2025-04-04,116.0,0.0,12,0.03209109851004419,0.023918574729579742,9,3,0,15,0.020788522296600314,0.016294666537611177,10,5,0,18,0.023080657144303768,0.018756658995316203,12,6,0
ma200_uncapped,vol_target_15,ma200_uncapped__vol_target_15,sp500,1,10.0,0.6512210110059236,0.7941699075689672,0.14294889656304383,1260,11708,1053,563,490,0.44395110981171476,1.0,142.94889656304383,109,81,0.3217173470572032,0.047723009310166285,PLTR,0.09243302940004441,0.5587879816058792,0,0,0.010853683516765392,0.0021683179617766005,31,20,9,0.13354198116151944,2025-02-18,2025-04-04,123.0,0.0,12,0.031056565261850456,0.02269432659400049,9,3,0,15,0.019769883020882097,0.016059675842450178,10,5,0,18,0.022025958010457203,0.017802854906973992,12,6,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,-1.0,1.6697583018826743,1.6446383018826745,-0.025120000000000003,1261,2512,1055,578,477,0.8406374501992032,1.0000000000000002,251.2,120,70,0.33553773869361336,0.04825849326873396,SNDK,0.18826903690170277,1.4814892649809714,0,0,0.027829305031377906,0.013130976777907474,32,19,9,0.2555742126492391,2022-05-27,2022-07-13,233.0,0.0,12,0.0882092625513398,0.06966029921876053,10,2,0,15,0.06244581622627867,0.05589493247377097,11,4,0,18,0.061036794319656806,0.052734149811281314,13,5,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,0.0,1.6446383018826745,1.6446383018826745,0.0,1261,2512,1055,578,477,0.8406374501992032,1.0000000000000002,251.2,119,71,0.33758703007553387,0.04832159530433791,SNDK,0.18825903690170276,1.4563792649809717,0,0,0.027410638364711238,0.012440976777907484,32,19,9,0.25647172601539076,2022-05-27,2022-07-13,233.0,0.0,12,0.08783592921800648,0.06937029921876053,10,2,0,15,0.06204981622627867,0.05577493247377096,11,4,0,18,0.060646794319656805,0.05240414981128131,13,5,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,1.0,1.6195183018826746,1.6446383018826745,0.025120000000000003,1261,2512,1055,578,477,0.8406374501992032,1.0000000000000002,251.2,119,71,0.3396573712948009,0.04838489128065239,SNDK,0.18824903690170278,1.431269264980972,0,0,0.026991971698044574,0.011750976777907488,32,19,9,0.2573708359726583,2022-05-27,2022-07-13,233.0,0.0,12,0.08746259588467314,0.06908029921876055,10,2,0,15,0.06165381622627867,0.05565493247377098,11,4,0,18,0.06025679431965682,0.05207414981128132,13,5,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,2.0,1.5943983018826742,1.6446383018826745,0.05024000000000001,1261,2512,1055,577,478,0.8406374501992032,1.0000000000000002,251.2,119,71,0.3417562399679711,0.048448369736407766,SNDK,0.18823903690170277,1.4061592649809713,0,0,0.026573305031377906,0.011060976777907482,32,19,9,0.25827154678511044,2022-05-27,2022-07-13,243.0,0.0,12,0.08708926255133981,0.06879029921876054,10,2,0,15,0.06125781622627866,0.05553493247377096,11,4,0,18,0.0598667943196568,0.05174414981128131,13,5,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,5.0,1.5190383018826745,1.6446383018826745,0.12560000000000002,1261,2512,1055,574,481,0.8406374501992032,1.0000000000000002,251.2,114,76,0.34814355349292647,0.04863841457684055,SNDK,0.18820903690170276,1.3308292649809719,0,0,0.02531730503137791,0.008990976777907474,32,19,9,0.26468287479335145,2025-02-18,2025-04-04,114.0,0.0,12,0.08596926255133981,0.06792029921876054,10,2,0,15,0.060069816226278674,0.05517493247377097,11,4,0,18,0.0586967943196568,0.05075414981128132,13,5,0
ma200_uncapped,turnover_band_05,ma200_uncapped__turnover_band_05,sp500,1,10.0,1.3934383018826748,1.6446383018826745,0.25120000000000003,1261,2512,1055,565,490,0.8406374501992032,1.0000000000000002,251.2,109,81,0.3589803757034582,0.048952130396682475,SNDK,0.18815903690170277,1.205279264980972,0,0,0.023223971698044573,0.005771678271962245,32,19,9,0.2833384062562554,2025-02-18,2025-04-04,117.0,0.0,12,0.08410259588467313,0.06647029921876055,10,2,0,15,0.058089816226278665,0.05457493247377097,11,4,0,18,0.056746794319656804,0.04955253425037577,13,5,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,-1.0,1.406829905962341,1.3769244561161558,-0.029905449846185563,789,10069,1054,579,475,0.8398406374501992,1.0000000000000004,299.05449846185564,107,67,0.2823589886413457,0.04303732154947711,STX,0.15394246751389598,1.252887438448445,0,0,0.02344716509937235,0.0008667184883987681,30,21,9,0.2746944923506005,2022-04-20,2022-07-13,249.0,0.0,12,0.07405058852201742,0.06105816750646882,9,3,0,15,0.053617694592631444,0.03924662586291011,10,5,0,18,0.05268140064631413,0.04645778990860999,12,6,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,0.0,1.3769244561161558,1.3769244561161558,0.0,789,10069,1054,576,478,0.8398406374501992,1.0000000000000004,299.05449846185564,107,67,0.2843120853583074,0.043103214429654625,STX,0.1537276650334104,1.2231967910827453,0,0,0.02294874093526926,0.0004573291579563337,30,21,9,0.2762018650232868,2022-04-20,2022-07-13,250.0,0.0,12,0.073563697332807,0.06068497994688117,9,3,0,15,0.05311137910885593,0.03898296288424712,10,5,0,18,0.05218538741850453,0.046128712819909656,12,6,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,1.0,1.3470190062699698,1.3769244561161558,0.029905449846185563,789,10069,1054,576,478,0.8398406374501992,1.0000000000000004,299.05449846185564,107,67,0.2863019652230944,0.04316907913775201,STX,0.15351286255292484,1.193506143717045,0,0,0.022450316771166164,4.793982751389626e-05,30,21,9,0.27771063137303875,2022-04-20,2022-07-13,251.0,0.0,12,0.0730768061435966,0.06031179238729353,9,3,0,15,0.052605063625080405,0.038719299905584134,10,5,0,18,0.051689374190694914,0.045799635731209334,12,6,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,2.0,1.3171135564237846,1.3769244561161558,0.059810899692371126,789,10069,1054,575,479,0.8398406374501992,1.0000000000000004,299.05449846185564,106,68,0.2883113635776208,0.04323519365276529,STX,0.15329806007243932,1.1638154963513452,0,0,0.021951892607063078,0.0,29,22,9,0.2792207933335852,2022-04-20,2022-07-13,254.0,0.0,12,0.0725899149543862,0.05993860482770588,9,3,0,15,0.052098748141304885,0.03845563692692114,10,5,0,18,0.05119336096288532,0.04547055864250901,12,6,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,5.0,1.227397206885228,1.3769244561161558,0.14952724923092783,789,10069,1054,572,482,0.8398406374501992,1.0000000000000004,299.05449846185564,106,68,0.2945665839011345,0.04343334782057861,STX,0.15265365263098268,1.0747435542542452,0,0,0.0204566201147538,0.0,29,22,9,0.28375967227102583,2022-04-20,2022-07-13,357.0,0.0,12,0.07112924138675498,0.058819042148942936,9,3,0,15,0.05057980168997833,0.03766464799093215,10,5,0,18,0.04970532127945648,0.04448332737640802,12,6,0
ma200_uncapped,inverse_vol63_persistence2,ma200_uncapped__inverse_vol63_persistence2,sp500,1,10.0,1.0778699576542998,1.3769244561161558,0.29905449846185567,789,10069,1054,568,486,0.8398406374501992,1.0000000000000004,299.05449846185564,104,70,0.30576940954973214,0.04376450636086839,STX,0.15157964022855494,0.9262903174257449,0,0,0.017964499294238333,0.0,29,22,9,0.29135256423905287,2022-04-20,2022-07-13,385.0,0.0,12,0.06869478544070295,0.05695310435100466,9,3,0,15,0.04804822427110073,0.03634633309761714,10,5,0,18,0.04722525514040844,0.04283794193290636,12,6,0
ma200_corr08,base,ma200_corr08__base,sp500,1,-1.0,1.6052358191664644,1.5790358191664644,-0.0262,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,120,74,0.30268098851397723,0.048630382491703004,SNDK,0.18826903690170277,1.4169667822647616,0,0,0.026753930319441073,0.006801122315282421,31,20,9,0.22949473243439228,2025-02-18,2025-04-04,67.0,0.0011745437185064723,12,0.08307312607391014,0.07653514880920052,9,3,0,15,0.061482516298437546,0.07517325794599726,10,5,0,18,0.05954668970863223,0.06737096148512858,12,6,0
ma200_corr08,base,ma200_corr08__base,sp500,1,0.0,1.5790358191664644,1.5790358191664644,0.0,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,119,75,0.30455629306823145,0.04869627851817178,SNDK,0.18825903690170276,1.3907767822647616,0,0,0.026317263652774408,0.006341122315282426,31,20,9,0.23271421337776194,2025-02-18,2025-04-04,67.0,0.0012174063804691237,12,0.08269145940724348,0.07609514880920053,9,3,0,15,0.06107718296510421,0.07465325794599727,10,5,0,18,0.059144467486410016,0.0668409614851286,12,6,0
ma200_corr08,base,ma200_corr08__base,sp500,1,1.0,1.5528358191664646,1.5790358191664644,0.0262,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,118,76,0.3064301663584619,0.048762397592727796,SNDK,0.18824903690170278,1.364586782264762,0,0,0.025880596986107743,0.005881122315282419,31,20,9,0.23600917360325738,2025-02-18,2025-04-04,70.0,0.0012611450570807986,12,0.08230979274057681,0.07565514880920052,9,3,0,15,0.06067184963177088,0.07413325794599726,10,5,0,18,0.058742245264187795,0.06631096148512859,12,6,0
ma200_corr08,base,ma200_corr08__base,sp500,1,2.0,1.5266358191664644,1.5790358191664644,0.0524,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,118,76,0.3083299205178282,0.04882874084976705,SNDK,0.18823903690170277,1.3383967822647616,0,0,0.025443930319441074,0.005421122315282424,31,20,9,0.23938229896187455,2025-02-18,2025-04-04,70.0,0.0013057868812079907,12,0.08192812607391015,0.07521514880920052,9,3,0,15,0.06026651629843755,0.07361325794599725,10,5,0,18,0.05834002304196557,0.06578096148512859,12,6,0
