entry_date,mu_day_ret,mu_first30_ret,mu_last30_ret,mu_range,mu_close_loc,mu_volume_ratio,mu_prior_overnight,mu_ret5,mu_ret20,qqq_day_ret,smh_day_ret,spy_day_ret,mu_minus_smh,dow,entry_close,exit_open,exit_date,gross_return,green,entry_bar_close,exit_bar_open
2021-05-03,-0.022593997930320797,-0.011728182131769516,-0.002581402170724556,0.037441278168594216,0.3614419463728404,0.9645359407707518,0.010339219330855132,-0.03221400113830386,-0.09341010876519518,-0.009816059426954293,-0.017499386703737074,-0.0036120449181030745,-0.005094611226583723,0,85.02,84.15,2021-05-04,-0.010232886379675232,0,85.02,84.15
2021-05-04,0.002020202020201811,-0.015805109922757077,0.005965163445478483,0.04157015725953905,0.6715542521994118,1.0354455667768416,-0.010232886379675232,-0.05667337357478197,-0.0973366135415552,-0.01121237558460253,-0.0020209675382089065,-0.0017785041338204133,0.004041169558410718,1,84.39,85.43,2021-05-05,0.012323735039696748,1,84.39,85.43
2021-05-05,-0.003511646962425563,-0.011588434976003814,5.873715124815604e-05,0.022848982506247895,0.5729166666666632,0.757656993929299,0.012323735039696748,-0.01022898988724863,-0.09385974247100126,-0.01035364936042138,-0.005504587155963359,-0.00444439120226181,0.0019929401935377955,2,85.15,84.9,2021-05-06,-0.0029359953024075125,0,85.15,84.9
2021-05-06,-0.0022968197879859042,-0.012073027090695021,0.006774826172223136,0.022094140249759864,0.7744565217391275,0.8302831992293045,-0.0029359953024075125,-0.03702021349080176,-0.11008500367299834,0.007726000730015947,0.010010515247108387,0.007046148666522312,-0.012307335035094291,3,84.8,85.91,2021-05-07,0.013089622641509369,1,84.8,85.91
2021-05-07,0.0010476079618204626,-0.004772436270515601,0.0011641443538998875,0.015648899870573052,0.7593984962406063,0.7039126158393711,0.013089622641509369,-0.0012825278810408847,-0.09790556138509965,-0.0002691468046293055,-0.0007390072669047898,0.005549072376098696,0.0017866152287252524,4,85.9696,85.0,2021-05-10,-0.011278405389812174,0,85.9696,85.0
2021-05-10,-0.04752941176470593,-0.03282352941176481,-0.00246426811237066,0.05197889606572259,0.038072335055594965,1.4598747249973654,-0.011278405389812174,-0.04892966360856266,-0.15409561669630722,-0.021455616323096338,-0.035089174616341756,-0.010863905325443679,-0.012440237148364175,0,80.86,77.24,2021-05-11,-0.04476873608706411,0,80.86,77.24
2021-05-11,0.0447307094769549,0.037286380113930706,0.001116556044910233,0.05050768029159092,0.9987113402061831,1.4190079349074782,-0.04476873608706411,-0.043844057352766974,-0.12436245252306033,0.018204566781357512,0.03203965128114361,0.0027596223674655196,0.012691058195811289,1,80.69,79.14,2021-05-12,-0.019209319618292198,0,80.69,79.14
2021-05-12,-0.03001010866818299,-0.004296183977760992,0.002154046997389081,0.046590760371679085,0.09971910112359655,1.4027149639162717,-0.019209319618292198,-0.09806224310041112,-0.15297231719422089,-0.009711769665552872,-0.020499342969776624,-0.013107020402208125,-0.009510765698406365,2,76.8,77.97,2021-05-13,0.015234375000000133,1,76.8,77.97
2021-05-13,-0.011158137745286734,0.006797486212645865,-0.002587322121604174,0.030510910753952514,0.2441113490364003,1.2224929712514099,0.015234375000000133,-0.08985849056603767,-0.14500941619585672,-0.001437769581796533,-0.005410636519597167,0.008598029822880493,-0.005747501225689566,3,77.18,78.78,2021-05-14,0.020730759264057985,1,77.18,78.78
2021-05-14,0.01212236608276207,-0.011551155115511524,-0.0023148148148148806,0.039763881681369906,0.866231647634585,1.0655322344980391,0.020730759264057985,-0.07316074519364979,-0.12101489244346386,0.011995164739794895,0.015284768788644154,0.008446030977734775,-0.0031624027058820836,4,79.68,79.2,2021-05-17,-0.006024096385542244,0,79.68,79.2
2021-05-17,0.014709595959595756,-0.016414141414141326,0.006954015787495216,0.034354091610911075,0.990636704119848,0.8569017771053519,-0.006024096385542244,-0.0054415038337867205,-0.09047726758651886,-0.0009241859462124635,0.0034361271802008098,0.00036110643010189847,0.011273468779394946,0,80.42,80.52,2021-05-18,0.0012434717731906186,1,80.42,80.52
2021-05-18,-0.0191256830601092,-0.001987083954297031,-0.0012013910844135278,0.026903553299492344,0.08490566037736152,1.2246998827643445,0.0012434717731906186,-0.022431528070392837,-0.09820509889104845,-0.009004025690667161,-0.014125021466597887,-0.008128908128908097,-0.005000661593511313,1,78.88,77.34,2021-05-19,-0.01952332657200806,0,78.88,77.34
2021-05-19,0.03174295319369014,-0.013316524437548494,-0.0013141426783479515,0.05396533613445387,0.8844282238442837,1.5528902631114248,-0.01952332657200806,0.04075520833333357,-0.10672776039338394,0.01868944609360179,0.04039593365436067,0.009461564926766863,-0.008652980460670534,2,79.93,80.5,2021-05-20,0.0071312398348553074,1,79.93,80.5
2021-05-20,0.006770186335403716,-0.005838509316770213,-0.003136531365313555,0.024773641851106643,0.7741116751269069,0.9191538476404968,0.0071312398348553074,0.051179061933143144,-0.04226183449415655,0.014346538319141011,0.01609341825902333,0.007598105876639005,-0.009323231923619613,3,81.13,81.77,2021-05-21,0.007888573893750861,1,81.13,81.77
2021-05-21,-0.013146630793689607,-0.0009172067995597555,-0.00296534255884362,0.02015677491601342,0.20061728395061146,0.703347679537997,0.007888573893750861,0.013052208835341306,-0.06161357823761915,-0.011468167513919214,-0.01150379999169393,-0.005109506560798338,-0.001642830801995676,4,80.72,81.44,2021-05-24,0.008919722497522375,1,80.72,81.44
2021-05-24,0.017067779960707297,0.017323182711198593,-0.0043872828895966665,0.027771461581479917,0.6503651250276586,0.9030584314029781,0.008919722497522375,0.030962447152449668,-0.056232214001138314,0.009381546588942413,0.014833333333333254,0.0041093592754111175,0.0022344466273740426,0,82.91,83.52,2021-05-25,0.007357375467374361,1,82.91,83.52
2021-05-25,-0.02789750957854409,-0.008860153256704972,0.002964793082149475,0.05018190942165357,0.370000000000001,1.5969688241524953,0.007357375467374361,0.029792089249492948,-0.09199642298233834,-0.003831532313586905,-0.003910068426197455,-0.005233982823020011,-0.023987441152346634,1,81.23,81.6,2021-05-26,0.004554967376584784,1,81.23,81.6
2021-05-26,0.007843137254901933,-0.005085784313725417,0.0034775181502042507,0.017526536657615388,0.859154929577463,0.7225599542792893,0.004554967376584784,0.02890028775178255,-0.04405439962803681,0.0003896181741893656,0.0005306122448980322,-0.0002387375558049465,0.007312525010003901,2,82.24,82.46,2021-05-27,0.002675097276264582,1,82.24,82.46
2021-05-27,0.019039534319670315,0.007397526073247729,0.0002368762803521829,0.029393902587149245,0.7024793388429759,1.1531669177282178,0.002675097276264582,0.034759028719339335,-0.04667272314331139,-0.0010243653909551842,0.007026717869107024,-0.0007139967156151172,0.01201281645056329,3,83.95,84.22,2021-05-28,0.0032162001191184952,1,83.95,84.22
2021-05-28,-0.0008311564948942918,-0.0014806459273332129,-0.0031982942430702765,0.01808459504926696,0.6179401993355546,0.6452538693342791,0.0032162001191184952,0.042492566897918804,-0.02242100371747202,-0.0013766684623210956,0.0075049561030871015,-0.002351711523386535,-0.008336112597981393,4,84.15,84.76,2021-06-01,0.007248960190136655,1,84.15,84.76
