formation,residual_absolute,stock_surprise_threshold,hold,candidate_events,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,positive_event_fraction,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_events,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_events,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_events
120,0.06,8.0,15,64,59,58,0.03240561062872259,0.012018416321151736,0.10260351765379412,387,True,0.4745762711864407,0.032405610628722624,0.0018003117015957014,0.0,8,2,59,-0.014040530871728178,-0.0009360353914485452,-0.0033670076428434694,8,2,50,0.017518759521336198,0.0014598966267780164,-0.0016835038214217347,6,2,39
45,0.06,6.0,5,106,104,95,-0.076265512760646,-0.11290442259558413,0.12853261537613617,386,True,0.4807692307692308,-0.07626551276064593,-0.004236972931146996,0.007220638327435307,7,0,104,-0.016617795211909835,-0.0011078530141273224,0.007621691761391609,5,0,93,0.020232642068264244,0.001686053505688687,0.007358839929697329,4,0,65
90,0.04,10.0,60,73,62,61,-0.05859577433096408,-0.11449651591681684,0.14510492154888696,296,True,0.4838709677419355,-0.05859577433096405,-0.0032553207961646697,-0.004983299480929847,9,1,62,-0.029218931603337963,-0.0019479287735558641,0.0,7,1,53,-0.056945438085225314,-0.0047454531737687764,0.0010148929959435966,5,1,45
45,0.04,10.0,60,119,98,92,-0.03249610384817896,-0.2346444289943998,0.24239340280923605,386,True,0.6020408163265306,-0.03249610384817891,-0.001805339102676606,-0.007404359649433861,10,0,98,-0.03733545211090349,-0.0024890301407268995,-0.007370818843178131,8,0,90,-0.07934255852741523,-0.006611879877284603,-0.007404359649433861,7,0,74
15,0.06,10.0,5,38,33,33,-0.06589530926720552,-0.07981826345372821,0.11919545758524987,386,True,0.48484848484848486,-0.06589530926720553,-0.003660850514844752,-0.007107965078398614,12,3,33,-0.039050640137787015,-0.002603376009185801,-0.007022721836881128,10,2,30,-0.0908835645539011,-0.007573630379491759,-0.007368840389185224,9,2,17
45,0.06,6.0,60,106,95,86,0.06463495150029619,-0.08003598453519258,0.3000659270423358,386,True,0.5473684210526316,0.06463495150029613,0.0035908306389053407,0.024979759743950475,4,0,95,-0.04191528054891542,-0.002794352036594361,0.02351480317042126,4,0,87,-0.02225677311836339,-0.0018547310931969492,0.02983816419416635,3,0,62
120,0.06,8.0,30,64,57,56,-0.02009858495255927,-0.06175208543490611,0.16138037390822943,387,True,0.43859649122807015,-0.020098584952559256,-0.0011165880529199587,-0.0012635352359053323,9,2,57,-0.044441933799275794,-0.002962795586618386,-0.0025270704718106645,8,2,49,-0.09068036390745385,-0.00755669699228782,-0.0012635352359053323,6,2,38
45,0.04,10.0,5,119,107,101,-0.04879050706899992,-0.1375106172556745,0.15401614228529148,386,True,0.5046728971962616,-0.04879050706899986,-0.0027105837260555476,0.0013085125939854628,8,0,107,-0.048870341896460986,-0.003258022793097399,0.0009666728495786401,7,0,98,-0.09158982415980543,-0.007632485346650453,-0.003374262457048912,7,0,80
120,0.06,10.0,15,40,38,36,-0.02436766499270946,-0.03551890424410051,0.10751451500471262,386,True,0.5,-0.024367664992709454,-0.0013537591662616364,0.0005218716839950925,6,3,38,-0.050103866360899106,-0.0033402577573932737,0.0,5,3,33,0.002692294571965218,0.00022435788099710148,0.0005218716839950925,4,2,27
45,0.06,6.0,30,106,98,89,-0.0037304514896702966,-0.12575538480994852,0.20947202354816394,386,True,0.5,-0.00373045148967028,-0.00020724730498168222,-0.0009994407647078664,10,0,98,-0.05738718273093797,-0.0038258121820625313,-0.004203375998895196,8,0,90,-0.0020762590255652283,-0.00017302158546376903,0.0035784674888938474,6,0,64
90,0.06,8.0,60,69,58,56,-0.08820730842463592,-0.14384709568926163,0.23299065054128199,386,True,0.5172413793103449,-0.08820730842463592,-0.004900406023590885,0.0,8,2,58,-0.05980438295678328,-0.003986958863785552,0.0,6,2,47,-0.050627530124069786,-0.0042189608436724825,0.0,5,2,37
45,0.04,10.0,30,119,103,97,-0.035686543505150325,-0.20194895394144383,0.19910584702197495,386,True,0.5533980582524272,-0.03568654350515024,-0.0019825857502861247,0.0031955919012438636,8,0,103,-0.06020874779043009,-0.004013916519362006,0.0011220730565095777,7,0,94,-0.08316845552862367,-0.006930704627385306,-0.005504723330064962,6,0,77
90,0.04,8.0,60,149,114,110,-0.18272750794807396,-0.24898281523617044,0.23773324370338644,386,True,0.5087719298245614,-0.18272750794807396,-0.010151528219337442,-0.0037548242189288598,10,0,114,-0.0630250386822512,-0.004201669245483414,-0.0012581203843512433,8,0,94,-0.1476218716384065,-0.012301822636533876,0.0009222963624342991,6,0,75
60,0.06,8.0,5,78,73,71,-0.10297919190400341,-0.0921834234351836,0.14273285370332756,525,True,0.4794520547945205,-0.10297919190400334,-0.005721066216889075,-2.3163268106638976e-05,9,1,73,-0.06435516985997666,-0.004290344657331777,0.0013900029893083605,6,1,67,0.004781112519173812,0.00039842604326448434,0.0006950014946541802,5,1,51
120,0.06,10.0,5,40,40,38,-0.08922957701937459,-0.07787196447511563,0.10075342047477873,520,True,0.325,-0.08922957701937458,-0.004957198723298587,-0.00014297484665814868,9,3,40,-0.07512563052062932,-0.005008375368041954,0.0,6,3,35,-0.0005871660822728345,-4.893050685606954e-05,0.0,5,2,28
120,0.04,8.0,60,123,94,89,-0.030688937066867962,-0.07418761926967002,0.21764255895577522,387,True,0.4574468085106383,-0.03068893706686792,-0.0017049409481593289,-0.002774890310223898,11,0,94,-0.0764577803404356,-0.00509718535602904,-0.0038783123363942858,10,0,80,-0.1142110945380953,-0.009517591211507942,-0.002774890310223898,8,0,66
120,0.02,10.0,15,96,73,68,-0.09227297743664342,-0.10439493729294819,0.1368672822645566,386,True,0.4657534246575342,-0.09227297743664341,-0.005126276524257967,-0.0027765266284152015,10,0,73,-0.0852478891991375,-0.005683192613275834,-0.0033433550695561743,8,0,64,-0.04662519202985187,-0.003885432669154322,-0.0007111880872447884,6,0,50
120,0.06,10.0,30,40,38,36,-0.07467740821872047,-0.07394195045443118,0.1238469853321549,388,True,0.4473684210526316,-0.07467740821872049,-0.004148744901040027,0.0,8,3,38,-0.08536323911255236,-0.005690882607503491,0.0,6,3,33,-0.022185459529309476,-0.001848788294109123,0.0,5,2,27
15,0.06,10.0,30,38,31,31,-0.1851197601629847,-0.17343319658534329,0.1932060802980945,534,True,0.5483870967741935,-0.1851197601629847,-0.010284431120165817,-0.005212168486739387,9,3,31,-0.0883947146846148,-0.00589298097897432,0.0,7,2,28,-0.04903706762255565,-0.004086422301879638,0.0,5,2,16
120,0.04,10.0,15,69,61,58,-0.09538368760674848,-0.10844972285573179,0.13987108006434754,386,True,0.45901639344262296,-0.09538368760674847,-0.0052990937559304705,-0.0002900625248793403,9,1,61,-0.09011798548805644,-0.006007865699203763,0.0,7,1,54,-0.03005911008558154,-0.0025049258404651283,1.611461539508495e-05,5,1,45
120,0.04,10.0,5,69,66,63,-0.10275047104251364,-0.08521664202748364,0.11534732031056995,528,True,0.3181818181818182,-0.10275047104251364,-0.005708359502361869,0.00044229902172266203,8,1,66,-0.09601827411945371,-0.0064012182746302475,0.0008845980434453241,6,1,59,-0.011509215593525335,-0.0009591012994604446,0.00243516405979783,4,1,49
120,0.06,10.0,60,40,38,36,-0.05692248820212986,-0.06959117813637372,0.23376547701423434,386,True,0.47368421052631576,-0.05692248820212986,-0.0031623604556738814,0.0,8,3,38,-0.09651491440974702,-0.006434327627316468,0.0,6,3,33,0.04802413936165591,0.004002011613471326,0.0,5,2,27
10,0.06,6.0,5,35,33,30,-0.11535664228514785,-0.034454669317374724,0.16907063574371978,525,True,0.48484848484848486,-0.11535664228514783,-0.00640870234917488,0.0,8,6,33,-0.09656573377907818,-0.006437715585271879,0.0,6,6,27,-0.005123298985993488,-0.00042694158216612403,0.0,4,6,14
10,0.04,6.0,5,173,155,139,-0.03007987003118706,-0.018881691228999468,0.17440508490501153,174,True,0.4967741935483871,-0.030079870031187003,-0.0016711038906215001,-0.00864465774444844,11,0,155,-0.0995345822119259,-0.006635638814128393,-0.014333375297868246,10,0,135,-0.0300346670624073,-0.0025028889218672748,-0.013087431769633612,8,0,83
60,0.06,10.0,30,50,45,44,-0.09751234419458263,-0.17473327594707333,0.17472678999191701,386,True,0.5111111111111111,-0.0975123441945826,-0.005417352455254589,0.0,8,3,45,-0.10035878591559996,-0.006690585727706664,0.0,7,2,42,-0.12628555329399513,-0.010523796107832927,-0.002099081494690954,7,2,31
90,0.06,10.0,60,41,36,35,-0.06601461833437831,-0.12191535992023111,0.2080044204404858,386,True,0.4444444444444444,-0.06601461833437833,-0.0036674787963543514,-0.0024671007191073846,9,2,36,-0.10810882485084942,-0.0072072549900566284,0.0,7,2,32,-0.05907674379369747,-0.0049230619828081225,0.0,5,2,26
60,0.06,10.0,60,50,44,43,-0.07365996619237301,-0.13735422785676188,0.21250310516782275,386,True,0.4772727272727273,-0.07365996619237303,-0.004092220344020724,-0.0026904402089501494,9,3,44,-0.10990533859910254,-0.007327022573273502,-0.005380880417900299,8,2,41,-0.12842864142710184,-0.01070238678559182,-0.006598512605092027,7,2,30
120,0.02,10.0,5,96,78,73,-0.12305009488816292,-0.10700197607271385,0.13536194952147257,528,True,0.34615384615384615,-0.1230500948881629,-0.006836116382675717,-0.0008221436984687785,9,0,78,-0.1151017417973759,-0.007673449453158393,0.0003557126030624431,7,0,69,-0.047335528083098787,-0.003944627340258232,0.0021707213396063895,5,0,54
45,0.02,10.0,60,218,148,141,-0.22135120729519075,-0.42349953244141164,0.3320875955384476,386,True,0.4797297297297297,-0.22135120729519075,-0.012297289294177264,-0.016470590675151713,11,0,148,-0.11735091539195723,-0.007823394359463815,-0.014397243609267297,9,0,126,-0.2760521502178865,-0.02300434585149054,-0.016470590675151713,8,0,101
90,0.06,6.0,60,128,105,95,-0.20533763826078968,-0.26759413237038765,0.30577744074050134,386,True,0.5428571428571428,-0.2053376382607897,-0.011407646570043874,-0.01331761414667848,9,1,105,-0.11800991476369455,-0.00786732765091297,0.0,7,1,91,-0.04649663114658156,-0.0038747192622151302,0.005238627581070412,5,1,62
90,0.02,10.0,60,105,77,76,-0.1972706710901302,-0.253171412675983,0.21921347603080307,387,True,0.45454545454545453,-0.19727067109013013,-0.010959481727229452,-0.012100267643965877,10,1,77,-0.11956787262144436,-0.007971191508096291,-0.011090877567405122,8,1,65,-0.1290125996491161,-0.010751049970759674,-0.006554828860263316,6,1,52
90,0.06,10.0,15,41,38,37,-0.0884887808231957,-0.13465594699088004,0.13953388755358462,386,True,0.3684210526315789,-0.08848878082319567,-0.004916043379066426,0.0,8,2,38,-0.12109612113460491,-0.008073074742306995,0.0,7,2,34,-0.035434783270344127,-0.0029528986058620105,0.0,5,2,27
45,0.02,10.0,5,218,184,168,-0.14642801438382486,-0.2424216948950744,0.2629967094085362,386,True,0.42934782608695654,-0.1464280143838248,-0.008134889687990267,-0.003374262457048912,11,0,184,-0.12252039354810279,-0.008168026236540187,-0.0013142445519373994,9,0,160,-0.20634743710559672,-0.017195619758799727,-0.007544926485458231,9,0,130
45,0.06,8.0,60,70,66,62,0.016929849448746096,-0.18521847569747474,0.3139910215325823,386,True,0.5909090909090909,0.016929849448746093,0.0009405471915970051,0.012814581297346807,7,0,66,-0.12513692833523649,-0.008342461889015766,0.0005825909531014285,7,0,60,-0.08433457566195063,-0.007027881305162552,0.012814581297346807,4,0,45
90,0.04,10.0,5,73,68,67,-0.1394082067833213,-0.1867862275169352,0.15515437352963005,528,True,0.39705882352941174,-0.13940820678332128,-0.007744900376851182,-0.005182234272855188,11,1,68,-0.12566671027636875,-0.00837778068509125,-0.004482509591514304,9,1,59,-0.04533307694805286,-0.0037777564123377383,-0.002150130418752668,6,1,50
90,0.06,10.0,5,41,38,37,-0.13217848733315232,-0.17955650806676615,0.14670882563311693,386,True,0.3684210526315789,-0.1321784873331523,-0.007343249296286238,-0.0023514938659468495,10,2,38,-0.12793741788301574,-0.008529161192201049,-0.004389418655147744,9,2,34,-0.04188481416637293,-0.0034904011805310772,-0.00015678453837297737,6,2,27
15,0.06,8.0,5,47,40,38,-0.15215564864074016,-0.1085421536694505,0.20131295619802705,391,True,0.4,-0.15215564864074016,-0.00845309159115223,-0.0073790314595022465,12,2,40,-0.130287852458104,-0.008685856830540267,-0.007735341082123365,9,2,36,-0.10705349810039702,-0.008921124841699752,-0.008138640294725549,8,2,22
90,0.06,10.0,30,41,37,36,-0.11669043834551743,-0.11203698121149178,0.16473988852466379,392,True,0.4594594594594595,-0.11669043834551744,-0.0064828021303065244,0.0,8,2,37,-0.13210043082564776,-0.008806695388376518,0.0,6,2,33,-0.035895908041424535,-0.0029913256701187114,0.0,5,2,26
30,0.06,6.0,30,95,84,80,-0.14298218755778658,-0.19066847722161717,0.3189533000005901,386,True,0.5119047619047619,-0.14298218755778658,-0.007943454864321476,-0.004228638854842337,11,0,84,-0.13531399666831176,-0.009020933111220784,-0.005740653255255853,10,0,75,-0.22245885043201458,-0.018538237536001215,-0.004228638854842337,8,0,52
30,0.06,8.0,30,65,60,56,-0.1592274856408943,-0.26397261503080355,0.2538048800230646,386,True,0.55,-0.15922748564089428,-0.008845971424494127,-0.0033114391865322473,11,1,60,-0.13561927992898637,-0.009041285328599092,-0.003894922342764978,10,0,55,-0.08624479877321839,-0.007187066564434866,-0.004124264070136854,7,0,40
60,0.06,10.0,5,50,48,47,-0.13298535457116287,-0.15609285919522337,0.15915441122109872,386,True,0.5,-0.13298535457116284,-0.007388075253953491,0.0,8,3,48,-0.13623887022451406,-0.009082591348300938,-0.0008544415911583211,8,2,45,-0.026100845655597393,-0.002175070471299783,-0.00042722079557916057,6,2,32
30,0.06,6.0,5,95,90,86,-0.17089450958198504,-0.1199602962475422,0.21441154427193712,388,True,0.5,-0.170894509581985,-0.009494139421221388,-0.008438857788834348,14,0,90,-0.14093005574273718,-0.009395337049515812,-0.00873236888463102,11,0,81,-0.1143233976280269,-0.009526949802335575,-0.007854401929675731,9,0,54
120,0.04,10.0,60,69,57,54,-0.09744663078483637,-0.10820838416444134,0.26651004854523,386,True,0.45614035087719296,-0.09744663078483637,-0.0054137017102686875,-0.0011786000336839715,10,1,57,-0.14178978916457272,-0.009452652610971514,-0.00216516487985274,8,1,50,0.019814970351340812,0.001651247529278401,-0.00108258243992637,6,1,42
120,0.04,10.0,30,69,60,57,-0.13435566484367453,-0.154113990831305,0.1898079059018053,386,True,0.4666666666666667,-0.1343556648436745,-0.007464203602426361,-0.0034937702634850734,9,1,60,-0.14834592709123867,-0.009889728472749245,0.0,7,1,53,-0.09492264768179377,-0.007910220640149481,0.000682286839068404,5,1,44
45,0.04,8.0,5,189,164,160,-0.1817925731256842,-0.2430733429118876,0.2065157546389229,528,True,0.4268292682926829,-0.1817925731256842,-0.010099587395871345,-0.005060292536992518,11,0,164,-0.15065696089990466,-0.010043797393326977,-0.00525906191644198,9,0,141,-0.12340294282721542,-0.010283578568934618,-0.004417652907004841,7,0,112
30,0.06,10.0,30,53,46,44,-0.16924860501110306,-0.2929646995808989,0.2596212344975468,386,True,0.5217391304347826,-0.16924860501110306,-0.009402700278394615,-0.0049514251681469475,10,1,46,-0.15253746408617383,-0.01016916427241159,-0.009029044017150987,9,0,41,-0.11578091772604035,-0.009648409810503362,-0.0049514251681469475,7,0,31
90,0.04,10.0,15,73,67,66,-0.18393307984343227,-0.23010024601111662,0.18935248947852723,534,True,0.3582089552238806,-0.18393307984343224,-0.010218504435746236,-0.0026609237810700185,12,1,67,-0.15292243388727517,-0.010194828925818345,-0.0010869567746793988,9,1,58,-0.08590418083335642,-0.007158681736113035,-0.0006424162673503942,7,1,49
120,0.06,6.0,15,130,114,104,-0.13213894851617805,-0.1268488327022449,0.2081564282470247,428,True,0.4298245614035088,-0.13213894851617794,-0.007341052695343219,0.0006447441167118963,8,0,114,-0.15446729248313046,-0.010297819498875364,5.561185292469149e-05,7,0,97,0.04260749688022184,0.0035506247400184866,0.0006447441167118963,5,0,75
45,0.04,10.0,15,119,103,97,-0.16901619179389377,-0.3517140484925683,0.28892094398459056,386,True,0.5048543689320388,-0.16901619179389374,-0.009389788432994097,-0.007848395736790574,12,0,103,-0.15463001879286756,-0.010308667919524504,-0.010439726875009587,10,0,94,-0.21182950887060165,-0.01765245907255014,-0.014418346068702282,9,0,77
120,0.02,10.0,30,96,71,66,-0.1498452253854101,-0.1682829696752025,0.19388675293105015,387,True,0.4507042253521127,-0.14984522538541006,-0.008324734743633893,-0.005279382771036008,10,0,71,-0.15677454952556652,-0.010451636635037767,-0.0035712250151018685,8,0,62,-0.10345364185172373,-0.008621136820976977,0.0006693703454970822,6,0,48
90,0.06,8.0,30,69,61,59,-0.23838555635134417,-0.26312746182773006,0.28066662412773236,386,True,0.4426229508196721,-0.23838555635134417,-0.01324364201951912,0.0,8,2,61,-0.1588142453301876,-0.010587616355345839,0.0,6,2,50,-0.07869589195628712,-0.00655799099635726,0.0,5,2,38
120,0.06,8.0,5,64,61,60,-0.1745751195343823,-0.16191108446272692,0.17936487366252535,507,True,0.36065573770491804,-0.1745751195343823,-0.009698617751910128,-0.003028556859477111,11,2,61,-0.15889698367238436,-0.010593132244825625,-0.0030616646168875,9,2,52,-0.01885100039193576,-0.0015709166993279802,-0.00035603278520557075,6,2,41
10,0.04,8.0,15,125,105,98,-0.18870635400190108,-0.06947904045270126,0.21189472593270842,525,True,0.4857142857142857,-0.18870635400190106,-0.010483686333438947,-0.0021614975256431168,9,0,105,-0.15989182305230082,-0.010659454870153387,-0.007153772949199326,8,0,92,-0.025776108524959214,-0.002148009043746601,-0.0020443737639637928,6,0,65
90,0.02,10.0,5,105,86,85,-0.18676139193292782,-0.23114531986113726,0.2026815689234043,528,True,0.36046511627906974,-0.1867613919329278,-0.010375632885162654,-0.006151374483639806,11,1,86,-0.16092752467371438,-0.010728501644914292,-0.0058819589541960725,9,1,74,-0.06211657175200009,-0.0051763809793333405,-0.0005541811964685974,6,1,60
45,0.04,8.0,15,189,159,154,-0.247326802066147,-0.36088684957754236,0.3115315360624163,386,True,0.4591194968553459,-0.24732680206614682,-0.013740377892563712,-0.019901645251450148,14,0,159,-0.1620164514198904,-0.010801096761326028,-0.014365319240082202,11,0,137,-0.19652367715011906,-0.016376973095843256,-0.014240372388521032,9,0,111
90,0.04,10.0,30,73,66,65,-0.17530084045286676,-0.1706473833188411,0.19914587480249318,392,True,0.4090909090909091,-0.1753008404528667,-0.009738935580714817,-0.004814994309800754,11,1,66,-0.16656508944405765,-0.01110433929627051,-0.003535294350822114,9,1,57,-0.13513994602102797,-0.011261662168418998,-0.004814994309800754,8,1,48
90,0.04,8.0,30,149,122,118,-0.31496566735324155,-0.3246519765262681,0.3269185349285315,539,True,0.4426229508196721,-0.3149656673532415,-0.017498092630735637,-0.010403137266515643,13,0,122,-0.16983772889372367,-0.011322515259581578,-0.005805927933203666,10,0,102,-0.18478724476759423,-0.015398937063966186,-0.006789464324656376,9,0,80
90,0.02,10.0,15,105,84,83,-0.22263820273145396,-0.2803057617293771,0.2278005759511204,534,True,0.35714285714285715,-0.22263820273145396,-0.012368789040636331,-0.011374381764917332,13,1,84,-0.17044191995197536,-0.011362794663465023,-0.0049257072027956116,10,1,72,-0.1137723260133632,-0.009481027167780267,-0.0003680738579548374,7,1,58
90,0.02,8.0,60,271,167,160,-0.2853566381291562,-0.349296513655035,0.317877918328327,387,True,0.5089820359281437,-0.285356638129156,-0.015853146562730888,-0.028331267496410895,11,0,167,-0.1722771355569921,-0.011485142370466139,-0.02589463555043058,9,0,140,-0.20221803385889092,-0.016851502821574244,-0.021126031086426675,7,0,111
60,0.06,8.0,30,78,67,65,-0.13884376322716382,-0.1562816040885818,0.23568931646631897,420,True,0.43283582089552236,-0.1388437632271638,-0.0077135424015091,-0.003514857751475359,11,1,67,-0.17691019316750944,-0.011794012877833963,-0.004799146946479531,9,1,62,-0.1256447417982411,-0.010470395149853423,-0.003514857751475359,7,1,49
120,0.02,10.0,60,96,68,63,-0.151233617128593,-0.1593279291548504,0.29916474649285313,387,True,0.4411764705882353,-0.15123361712859298,-0.008401867618255166,-0.004470461384633023,12,0,68,-0.17967163297524946,-0.01197810886501663,-0.0031902234063224608,10,0,59,-0.014541839071005603,-0.0012118199225838002,-0.0030749167064149027,8,0,46
60,0.04,8.0,60,179,131,129,-0.22923507329584017,-0.24262748722131566,0.37302193347075274,520,True,0.48091603053435117,-0.22923507329584014,-0.012735281849768897,-0.010879192475858437,12,0,131,-0.18049693394924113,-0.012033128929949408,-0.009302713762172392,10,0,112,-0.09567109170559528,-0.007972590975466274,-0.008765401287089013,8,0,92
10,0.04,6.0,15,173,151,135,-0.14714214742832404,-0.09738244396695363,0.23137370805033045,399,True,0.47019867549668876,-0.14714214742832404,-0.008174563746018002,-0.010464838867590802,10,0,151,-0.1859096805079829,-0.012393978700532193,-0.012398567345652693,9,0,132,-0.02428971358910644,-0.0020241427990922035,-0.012697131847700768,7,0,81
45,0.02,10.0,30,218,158,151,-0.22674468293715278,-0.3653943753341441,0.3343317244100898,387,True,0.46835443037974683,-0.2267446829371527,-0.012596926829841816,-0.018740362202573347,11,0,158,-0.1871115021186086,-0.012474100141240573,-0.02139939092600028,9,0,135,-0.279685840742265,-0.02330715339518875,-0.029265173808761646,8,0,107
120,0.06,6.0,30,130,109,99,-0.24103555385463138,-0.27938927538495006,0.24222508552194574,387,True,0.45871559633027525,-0.24103555385463135,-0.013390864103035076,-0.009211074070788751,10,0,109,-0.19028996492179862,-0.01268599766145324,-0.006235530909949342,8,0,93,-0.03199714086432135,-0.0026664284053601124,-0.003056808664851258,6,0,71
15,0.06,10.0,60,38,30,30,-0.21620501305679096,-0.12244998167830146,0.3438539340046607,433,True,0.5333333333333333,-0.21620501305679096,-0.012011389614266165,-0.0030915572263675566,10,3,30,-0.19553171541222292,-0.013035447694148194,-0.0026240249609983373,8,2,27,0.023476438007833833,0.0019563698339861526,-0.0013120124804991687,6,2,16
10,0.06,10.0,5,29,29,25,-0.22975521283984346,-0.06699435109023653,0.2650038616499251,525,True,0.41379310344827586,-0.22975521283984346,-0.012764178491102415,-0.0008803827751195916,9,7,29,-0.19612567167159434,-0.013075044778106289,0.0,7,6,25,-0.021446452789436,-0.0017872043991196667,0.0,5,6,13
90,0.02,10.0,30,105,87,81,-0.22952052927029648,-0.2336413697066456,0.23634485716716044,534,True,0.367816091954023,-0.22952052927029643,-0.012751140515016468,-0.0050401084552896755,13,1,87,-0.1973609675644507,-0.013157397837630046,-0.003535294350822114,11,1,75,-0.1768450803821553,-0.014737090031846275,-0.0050401084552896755,9,1,56
60,0.04,8.0,5,179,158,156,-0.2378837038335637,-0.17078141901307417,0.3027482862017028,392,True,0.4177215189873418,-0.23788370383356366,-0.01321576132408687,-0.006533071073342824,11,0,158,-0.19894237988855235,-0.013262825325903489,-0.003134740748252691,9,0,137,-0.11060466625479602,-0.009217055521233001,-0.006533071073342824,8,0,112
10,0.06,8.0,5,31,30,27,-0.2076543528145185,-0.04684377341737132,0.24338573482709078,525,True,0.43333333333333335,-0.2076543528145185,-0.011536352934139916,0.0,8,7,30,-0.1989588989090062,-0.013263926593933746,0.0,7,6,25,-0.021446452789436,-0.0017872043991196667,0.0,5,6,13
10,0.04,6.0,60,173,136,125,-0.2024050312640704,-0.10389062331138377,0.42141479623213257,423,True,0.4852941176470588,-0.20240503126407036,-0.01124472395911502,0.0019977043713462787,9,0,136,-0.1994555428406667,-0.013297036189377779,0.004956115911016414,7,0,117,0.009644722198686624,0.000803726849890552,0.01153039955909857,5,0,75
45,0.02,10.0,15,218,167,156,-0.25361495530068284,-0.42873762983994035,0.38153144631165575,386,True,0.49700598802395207,-0.2536149553006828,-0.014089719738926821,-0.02143011403378314,13,0,167,-0.203212720870324,-0.013547514724688266,-0.024634942254656567,11,0,144,-0.302981029283059,-0.02524841910692158,-0.028453706219030088,10,0,115
