portfolio,execution,trades,trades_per_session,active_day_fraction,net_return,recent12_return,green_active_days,positive_week_fraction,positive_month_fraction,block_returns,max_drawdown,recovery_sessions,worst_day,best_day,top10_absolute_trade_share
fixed_50_50,primary_250ms_2bp,314,0.1833041447752481,0.06830122591943957,0.6361699046304936,0.009590243232162647,0.5982905982905983,0.116991643454039,0.27710843373493976,"[0.18504734470000628, 0.18428657195156203, 0.26683598797892544]",0.05453676185281183,42,-0.0483808946386657,0.17174861727620488,0.16326730627412575
fixed_50_50,stress_1000ms_5bp,314,0.1833041447752481,0.06830122591943957,0.5421554868588503,0.004559202741555347,0.5641025641025641,0.11142061281337047,0.26506024096385544,"[0.1412556104177269, 0.1606475453845166, 0.24025233105660682]",0.05890886592344568,75,-0.04918351902282339,0.16895116114221356,0.163242106910386
