portfolio,execution,period_type,period,net_return
fixed_50_50,primary_250ms_2bp,weekly,2025-10-11/2025-10-17,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-10-18/2025-10-24,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-10-25/2025-10-31,0.0091239532891359
fixed_50_50,primary_250ms_2bp,weekly,2025-11-01/2025-11-07,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-11-08/2025-11-14,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-11-15/2025-11-21,-0.01809635185293295
fixed_50_50,primary_250ms_2bp,weekly,2025-11-22/2025-11-28,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-11-29/2025-12-05,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-12-06/2025-12-12,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-12-13/2025-12-19,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-12-20/2025-12-26,0.0
fixed_50_50,primary_250ms_2bp,weekly,2025-12-27/2026-01-02,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-01-03/2026-01-09,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-01-10/2026-01-16,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-01-17/2026-01-23,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-01-24/2026-01-30,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-01-31/2026-02-06,0.019316696018333197
fixed_50_50,primary_250ms_2bp,weekly,2026-02-07/2026-02-13,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-02-14/2026-02-20,0.0105587758419673
fixed_50_50,primary_250ms_2bp,weekly,2026-02-21/2026-02-27,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-02-28/2026-03-06,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-03-07/2026-03-13,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-03-14/2026-03-20,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-03-21/2026-03-27,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-03-28/2026-04-03,0.00255072815926625
fixed_50_50,primary_250ms_2bp,weekly,2026-04-04/2026-04-10,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-04-11/2026-04-17,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-04-18/2026-04-24,0.0
fixed_50_50,primary_250ms_2bp,weekly,2026-04-25/2026-05-01,0.0
fixed_50_50,primary_250ms_2bp,monthly,2019-06,0.0
fixed_50_50,primary_250ms_2bp,monthly,2019-07,0.0
fixed_50_50,primary_250ms_2bp,monthly,2019-08,-0.02833765799573795
fixed_50_50,primary_250ms_2bp,monthly,2019-09,-0.00302103267022975
fixed_50_50,primary_250ms_2bp,monthly,2019-10,-0.0020824715471456003
fixed_50_50,primary_250ms_2bp,monthly,2019-11,0.0
fixed_50_50,primary_250ms_2bp,monthly,2019-12,0.0
fixed_50_50,primary_250ms_2bp,monthly,2020-01,0.003482667932997
fixed_50_50,primary_250ms_2bp,monthly,2020-02,-0.013574570017081747
fixed_50_50,primary_250ms_2bp,monthly,2020-03,0.21550932948025825
fixed_50_50,primary_250ms_2bp,monthly,2020-04,-0.006311759638505501
fixed_50_50,primary_250ms_2bp,monthly,2020-05,0.0
fixed_50_50,primary_250ms_2bp,monthly,2020-06,-0.0115309805772809
fixed_50_50,primary_250ms_2bp,monthly,2020-07,0.00022717894935875
fixed_50_50,primary_250ms_2bp,monthly,2020-08,0.0
fixed_50_50,primary_250ms_2bp,monthly,2020-09,0.008029982896450853
fixed_50_50,primary_250ms_2bp,monthly,2020-10,-0.0021832935000301
fixed_50_50,primary_250ms_2bp,monthly,2020-11,0.00654660720937005
fixed_50_50,primary_250ms_2bp,monthly,2020-12,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-01,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-02,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-03,0.023771903829743604
fixed_50_50,primary_250ms_2bp,monthly,2021-04,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-05,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-06,-0.0054785596521607
fixed_50_50,primary_250ms_2bp,monthly,2021-07,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-08,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-09,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-10,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-11,0.0
fixed_50_50,primary_250ms_2bp,monthly,2021-12,0.0251394648942474
fixed_50_50,primary_250ms_2bp,monthly,2022-01,0.0597159369950064
fixed_50_50,primary_250ms_2bp,monthly,2022-02,-0.0133900190799746
fixed_50_50,primary_250ms_2bp,monthly,2022-03,-0.0253816142264837
fixed_50_50,primary_250ms_2bp,monthly,2022-04,0.01482654584357975
fixed_50_50,primary_250ms_2bp,monthly,2022-05,0.0412357562838153
fixed_50_50,primary_250ms_2bp,monthly,2022-06,0.0722533950403167
fixed_50_50,primary_250ms_2bp,monthly,2022-07,0.00353553295457615
fixed_50_50,primary_250ms_2bp,monthly,2022-08,0.0175563314207908
fixed_50_50,primary_250ms_2bp,monthly,2022-09,-0.0448004849510342
fixed_50_50,primary_250ms_2bp,monthly,2022-10,0.015950050782602553
fixed_50_50,primary_250ms_2bp,monthly,2022-11,0.00831010741898245
fixed_50_50,primary_250ms_2bp,monthly,2022-12,0.0222944590481923
fixed_50_50,primary_250ms_2bp,monthly,2023-01,-0.0032036914891719996
fixed_50_50,primary_250ms_2bp,monthly,2023-02,-0.0183164885354393
fixed_50_50,primary_250ms_2bp,monthly,2023-03,0.00856128955155605
fixed_50_50,primary_250ms_2bp,monthly,2023-04,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-05,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-06,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-07,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-08,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-09,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-10,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-11,0.0
fixed_50_50,primary_250ms_2bp,monthly,2023-12,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-01,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-02,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-03,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-04,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-05,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-06,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-07,0.0132443158769191
fixed_50_50,primary_250ms_2bp,monthly,2024-08,-0.007296289923197799
fixed_50_50,primary_250ms_2bp,monthly,2024-09,0.04252298712920525
fixed_50_50,primary_250ms_2bp,monthly,2024-10,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-11,0.0
fixed_50_50,primary_250ms_2bp,monthly,2024-12,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-01,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-02,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-03,-0.0111760318604554
fixed_50_50,primary_250ms_2bp,monthly,2025-04,0.21995076352429158
fixed_50_50,primary_250ms_2bp,monthly,2025-05,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-06,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-07,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-08,-0.01386355822360705
fixed_50_50,primary_250ms_2bp,monthly,2025-09,0.0
fixed_50_50,primary_250ms_2bp,monthly,2025-10,0.0091239532891359
fixed_50_50,primary_250ms_2bp,monthly,2025-11,-0.01809635185293295
fixed_50_50,primary_250ms_2bp,monthly,2025-12,0.0
fixed_50_50,primary_250ms_2bp,monthly,2026-01,0.0
fixed_50_50,primary_250ms_2bp,monthly,2026-02,0.029875471860300498
fixed_50_50,primary_250ms_2bp,monthly,2026-03,0.0
fixed_50_50,primary_250ms_2bp,monthly,2026-04,0.00255072815926625
fixed_50_50,primary_250ms_2bp,yearly,2019,-0.0334411622131133
fixed_50_50,primary_250ms_2bp,yearly,2020,0.20019516273553667
fixed_50_50,primary_250ms_2bp,yearly,2021,0.0434328090718303
fixed_50_50,primary_250ms_2bp,yearly,2022,0.17210599753036993
fixed_50_50,primary_250ms_2bp,yearly,2023,-0.012958890473055248
fixed_50_50,primary_250ms_2bp,yearly,2024,0.04847101308292655
fixed_50_50,primary_250ms_2bp,yearly,2025,0.18593877487643207
fixed_50_50,primary_250ms_2bp,yearly,2026,0.032426200019566746
fixed_50_50,stress_1000ms_5bp,weekly,2019-06-15/2019-06-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-06-22/2019-06-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-06-29/2019-07-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-07-06/2019-07-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-07-13/2019-07-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-07-20/2019-07-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-07-27/2019-08-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-08-03/2019-08-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-08-10/2019-08-16,-0.00905338234488575
fixed_50_50,stress_1000ms_5bp,weekly,2019-08-17/2019-08-23,-0.021279277160152
fixed_50_50,stress_1000ms_5bp,weekly,2019-08-24/2019-08-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-08-31/2019-09-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-09-07/2019-09-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-09-14/2019-09-20,-0.0026943220685278
fixed_50_50,stress_1000ms_5bp,weekly,2019-09-21/2019-09-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-09-28/2019-10-04,-0.0004675720504753
fixed_50_50,stress_1000ms_5bp,weekly,2019-10-05/2019-10-11,-0.0027748018703198
fixed_50_50,stress_1000ms_5bp,weekly,2019-10-12/2019-10-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-10-19/2019-10-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-10-26/2019-11-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-11-02/2019-11-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-11-09/2019-11-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-11-16/2019-11-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-11-23/2019-11-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-11-30/2019-12-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-12-07/2019-12-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-12-14/2019-12-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-12-21/2019-12-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2019-12-28/2020-01-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-01-04/2020-01-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-01-11/2020-01-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-01-18/2020-01-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-01-25/2020-01-31,0.00343944454046715
fixed_50_50,stress_1000ms_5bp,weekly,2020-02-01/2020-02-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-02-08/2020-02-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-02-15/2020-02-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-02-22/2020-02-28,-0.015968006591779348
fixed_50_50,stress_1000ms_5bp,weekly,2020-02-29/2020-03-06,0.0207692953293076
fixed_50_50,stress_1000ms_5bp,weekly,2020-03-07/2020-03-13,0.047690636622047054
fixed_50_50,stress_1000ms_5bp,weekly,2020-03-14/2020-03-20,0.04009450189383667
fixed_50_50,stress_1000ms_5bp,weekly,2020-03-21/2020-03-27,0.07888855628565555
fixed_50_50,stress_1000ms_5bp,weekly,2020-03-28/2020-04-03,-0.0039975580261839005
fixed_50_50,stress_1000ms_5bp,weekly,2020-04-04/2020-04-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-04-11/2020-04-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-04-18/2020-04-24,-0.0042610776835048
fixed_50_50,stress_1000ms_5bp,weekly,2020-04-25/2020-05-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-05-02/2020-05-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-05-09/2020-05-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-05-16/2020-05-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-05-23/2020-05-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-05-30/2020-06-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-06-06/2020-06-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-06-13/2020-06-19,-0.0122533285844452
fixed_50_50,stress_1000ms_5bp,weekly,2020-06-20/2020-06-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-06-27/2020-07-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-07-04/2020-07-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-07-11/2020-07-17,-0.00064211196700705
fixed_50_50,stress_1000ms_5bp,weekly,2020-07-18/2020-07-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-07-25/2020-07-31,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-08-01/2020-08-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-08-08/2020-08-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-08-15/2020-08-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-08-22/2020-08-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-08-29/2020-09-04,0.007600088516232447
fixed_50_50,stress_1000ms_5bp,weekly,2020-09-05/2020-09-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-09-12/2020-09-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-09-19/2020-09-25,-0.00183163240173525
fixed_50_50,stress_1000ms_5bp,weekly,2020-09-26/2020-10-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-10-03/2020-10-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-10-10/2020-10-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-10-17/2020-10-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-10-24/2020-10-30,-0.002481893973648
fixed_50_50,stress_1000ms_5bp,weekly,2020-10-31/2020-11-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-11-07/2020-11-13,0.00601816270699395
fixed_50_50,stress_1000ms_5bp,weekly,2020-11-14/2020-11-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-11-21/2020-11-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-11-28/2020-12-04,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-12-05/2020-12-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-12-12/2020-12-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-12-19/2020-12-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2020-12-26/2021-01-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-01-02/2021-01-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-01-09/2021-01-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-01-16/2021-01-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-01-23/2021-01-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-01-30/2021-02-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-02-06/2021-02-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-02-13/2021-02-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-02-20/2021-02-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-02-27/2021-03-05,0.029791291791343103
fixed_50_50,stress_1000ms_5bp,weekly,2021-03-06/2021-03-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-03-13/2021-03-19,-0.009419397444135
fixed_50_50,stress_1000ms_5bp,weekly,2021-03-20/2021-03-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-03-27/2021-04-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-04-03/2021-04-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-04-10/2021-04-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-04-17/2021-04-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-04-24/2021-04-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-05-01/2021-05-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-05-08/2021-05-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-05-15/2021-05-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-05-22/2021-05-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-05-29/2021-06-04,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-06-05/2021-06-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-06-12/2021-06-18,-0.0059120051013574
fixed_50_50,stress_1000ms_5bp,weekly,2021-06-19/2021-06-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-06-26/2021-07-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-07-03/2021-07-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-07-10/2021-07-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-07-17/2021-07-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-07-24/2021-07-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-07-31/2021-08-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-08-07/2021-08-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-08-14/2021-08-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-08-21/2021-08-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-08-28/2021-09-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-09-04/2021-09-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-09-11/2021-09-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-09-18/2021-09-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-09-25/2021-10-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-10-02/2021-10-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-10-09/2021-10-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-10-16/2021-10-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-10-23/2021-10-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-10-30/2021-11-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-11-06/2021-11-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-11-13/2021-11-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-11-20/2021-11-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-11-27/2021-12-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-12-04/2021-12-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2021-12-11/2021-12-17,0.01864047424709825
fixed_50_50,stress_1000ms_5bp,weekly,2021-12-18/2021-12-24,0.0057095071248906
fixed_50_50,stress_1000ms_5bp,weekly,2021-12-25/2021-12-31,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-01-01/2022-01-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-01-08/2022-01-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-01-15/2022-01-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-01-22/2022-01-28,0.056438224125772096
fixed_50_50,stress_1000ms_5bp,weekly,2022-01-29/2022-02-04,-0.01543902213935015
fixed_50_50,stress_1000ms_5bp,weekly,2022-02-05/2022-02-11,0.0112910283055897
fixed_50_50,stress_1000ms_5bp,weekly,2022-02-12/2022-02-18,-0.0017617517668654
fixed_50_50,stress_1000ms_5bp,weekly,2022-02-19/2022-02-25,-0.009234374927664848
fixed_50_50,stress_1000ms_5bp,weekly,2022-02-26/2022-03-04,0.00478815871251085
fixed_50_50,stress_1000ms_5bp,weekly,2022-03-05/2022-03-11,-0.018780269654828652
fixed_50_50,stress_1000ms_5bp,weekly,2022-03-12/2022-03-18,-0.01402204766434055
fixed_50_50,stress_1000ms_5bp,weekly,2022-03-19/2022-03-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-03-26/2022-04-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-04-02/2022-04-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-04-09/2022-04-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-04-16/2022-04-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-04-23/2022-04-29,0.01458123108585415
fixed_50_50,stress_1000ms_5bp,weekly,2022-04-30/2022-05-06,-0.013073259172148846
fixed_50_50,stress_1000ms_5bp,weekly,2022-05-07/2022-05-13,0.038150409702718255
fixed_50_50,stress_1000ms_5bp,weekly,2022-05-14/2022-05-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-05-21/2022-05-27,0.0105307904670697
fixed_50_50,stress_1000ms_5bp,weekly,2022-05-28/2022-06-03,-0.01733519231005825
fixed_50_50,stress_1000ms_5bp,weekly,2022-06-04/2022-06-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-06-11/2022-06-17,0.0704970607785011
fixed_50_50,stress_1000ms_5bp,weekly,2022-06-18/2022-06-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-06-25/2022-07-01,0.017305958238216897
fixed_50_50,stress_1000ms_5bp,weekly,2022-07-02/2022-07-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-07-09/2022-07-15,0.0022210536130843
fixed_50_50,stress_1000ms_5bp,weekly,2022-07-16/2022-07-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-07-23/2022-07-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-07-30/2022-08-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-08-06/2022-08-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-08-13/2022-08-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-08-20/2022-08-26,0.01703920301084375
fixed_50_50,stress_1000ms_5bp,weekly,2022-08-27/2022-09-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-09-03/2022-09-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-09-10/2022-09-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-09-17/2022-09-23,-0.04913037693833615
fixed_50_50,stress_1000ms_5bp,weekly,2022-09-24/2022-09-30,0.00318984018367185
fixed_50_50,stress_1000ms_5bp,weekly,2022-10-01/2022-10-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-10-08/2022-10-14,-0.0051342472335489005
fixed_50_50,stress_1000ms_5bp,weekly,2022-10-15/2022-10-21,0.0002936671445429
fixed_50_50,stress_1000ms_5bp,weekly,2022-10-22/2022-10-28,0.018857538583385198
fixed_50_50,stress_1000ms_5bp,weekly,2022-10-29/2022-11-04,0.0083402283560512
fixed_50_50,stress_1000ms_5bp,weekly,2022-11-05/2022-11-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-11-12/2022-11-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-11-19/2022-11-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-11-26/2022-12-02,0.0005934874541281
fixed_50_50,stress_1000ms_5bp,weekly,2022-12-03/2022-12-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-12-10/2022-12-16,0.021834155234110447
fixed_50_50,stress_1000ms_5bp,weekly,2022-12-17/2022-12-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-12-24/2022-12-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2022-12-31/2023-01-06,-0.0043887251798
fixed_50_50,stress_1000ms_5bp,weekly,2023-01-07/2023-01-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-01-14/2023-01-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-01-21/2023-01-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-01-28/2023-02-03,0.0061755109463214
fixed_50_50,stress_1000ms_5bp,weekly,2023-02-04/2023-02-10,-0.02547476261869075
fixed_50_50,stress_1000ms_5bp,weekly,2023-02-11/2023-02-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-02-18/2023-02-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-02-25/2023-03-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-03-04/2023-03-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-03-11/2023-03-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-03-18/2023-03-24,0.007944047675788352
fixed_50_50,stress_1000ms_5bp,weekly,2023-03-25/2023-03-31,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-04-01/2023-04-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-04-08/2023-04-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-04-15/2023-04-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-04-22/2023-04-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-04-29/2023-05-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-05-06/2023-05-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-05-13/2023-05-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-05-20/2023-05-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-05-27/2023-06-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-06-03/2023-06-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-06-10/2023-06-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-06-17/2023-06-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-06-24/2023-06-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-07-01/2023-07-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-07-08/2023-07-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-07-15/2023-07-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-07-22/2023-07-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-07-29/2023-08-04,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-08-05/2023-08-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-08-12/2023-08-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-08-19/2023-08-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-08-26/2023-09-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-09-02/2023-09-08,0.0
