portfolio,execution,period_type,period,net_return
fixed_50_50,stress_1000ms_5bp,weekly,2023-09-09/2023-09-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-09-16/2023-09-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-09-23/2023-09-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-09-30/2023-10-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-10-07/2023-10-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-10-14/2023-10-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-10-21/2023-10-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-10-28/2023-11-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-11-04/2023-11-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-11-11/2023-11-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-11-18/2023-11-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-11-25/2023-12-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-12-02/2023-12-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-12-09/2023-12-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-12-16/2023-12-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-12-23/2023-12-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2023-12-30/2024-01-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-01-06/2024-01-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-01-13/2024-01-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-01-20/2024-01-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-01-27/2024-02-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-02-03/2024-02-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-02-10/2024-02-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-02-17/2024-02-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-02-24/2024-03-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-03-02/2024-03-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-03-09/2024-03-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-03-16/2024-03-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-03-23/2024-03-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-03-30/2024-04-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-04-06/2024-04-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-04-13/2024-04-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-04-20/2024-04-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-04-27/2024-05-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-05-04/2024-05-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-05-11/2024-05-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-05-18/2024-05-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-05-25/2024-05-31,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-06-01/2024-06-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-06-08/2024-06-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-06-15/2024-06-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-06-22/2024-06-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-06-29/2024-07-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-07-06/2024-07-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-07-13/2024-07-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-07-20/2024-07-26,0.01293646161288675
fixed_50_50,stress_1000ms_5bp,weekly,2024-07-27/2024-08-02,0.0066063263777599
fixed_50_50,stress_1000ms_5bp,weekly,2024-08-03/2024-08-09,-0.03001407226483983
fixed_50_50,stress_1000ms_5bp,weekly,2024-08-10/2024-08-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-08-17/2024-08-23,0.01250553306542275
fixed_50_50,stress_1000ms_5bp,weekly,2024-08-24/2024-08-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-08-31/2024-09-06,0.0254465080664374
fixed_50_50,stress_1000ms_5bp,weekly,2024-09-07/2024-09-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-09-14/2024-09-20,0.0033277607421436997
fixed_50_50,stress_1000ms_5bp,weekly,2024-09-21/2024-09-27,0.01237673322307705
fixed_50_50,stress_1000ms_5bp,weekly,2024-09-28/2024-10-04,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-10-05/2024-10-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-10-12/2024-10-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-10-19/2024-10-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-10-26/2024-11-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-11-02/2024-11-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-11-09/2024-11-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-11-16/2024-11-22,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-11-23/2024-11-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-11-30/2024-12-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-12-07/2024-12-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-12-14/2024-12-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-12-21/2024-12-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2024-12-28/2025-01-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-01-04/2025-01-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-01-11/2025-01-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-01-18/2025-01-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-01-25/2025-01-31,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-02-01/2025-02-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-02-08/2025-02-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-02-15/2025-02-21,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-02-22/2025-02-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-03-01/2025-03-07,0.0031905447101425
fixed_50_50,stress_1000ms_5bp,weekly,2025-03-08/2025-03-14,-0.0106361700773062
fixed_50_50,stress_1000ms_5bp,weekly,2025-03-15/2025-03-21,-0.0050984526691432
fixed_50_50,stress_1000ms_5bp,weekly,2025-03-22/2025-03-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-03-29/2025-04-04,-0.024489696483246448
fixed_50_50,stress_1000ms_5bp,weekly,2025-04-05/2025-04-11,0.23294203475997968
fixed_50_50,stress_1000ms_5bp,weekly,2025-04-12/2025-04-18,-0.00071176211554655
fixed_50_50,stress_1000ms_5bp,weekly,2025-04-19/2025-04-25,-0.002688620632716
fixed_50_50,stress_1000ms_5bp,weekly,2025-04-26/2025-05-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-05-03/2025-05-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-05-10/2025-05-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-05-17/2025-05-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-05-24/2025-05-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-05-31/2025-06-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-06-07/2025-06-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-06-14/2025-06-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-06-21/2025-06-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-06-28/2025-07-04,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-07-05/2025-07-11,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-07-12/2025-07-18,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-07-19/2025-07-25,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-07-26/2025-08-01,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-08-02/2025-08-08,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-08-09/2025-08-15,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-08-16/2025-08-22,-0.0141551526395076
fixed_50_50,stress_1000ms_5bp,weekly,2025-08-23/2025-08-29,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-08-30/2025-09-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-09-06/2025-09-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-09-13/2025-09-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-09-20/2025-09-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-09-27/2025-10-03,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-10-04/2025-10-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-10-11/2025-10-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-10-18/2025-10-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-10-25/2025-10-31,0.00840874834891755
fixed_50_50,stress_1000ms_5bp,weekly,2025-11-01/2025-11-07,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-11-08/2025-11-14,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-11-15/2025-11-21,-0.01783347770880305
fixed_50_50,stress_1000ms_5bp,weekly,2025-11-22/2025-11-28,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-11-29/2025-12-05,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-12-06/2025-12-12,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-12-13/2025-12-19,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-12-20/2025-12-26,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2025-12-27/2026-01-02,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-01-03/2026-01-09,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-01-10/2026-01-16,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-01-17/2026-01-23,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-01-24/2026-01-30,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-01-31/2026-02-06,0.0181816303991917
fixed_50_50,stress_1000ms_5bp,weekly,2026-02-07/2026-02-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-02-14/2026-02-20,0.009086457348486149
fixed_50_50,stress_1000ms_5bp,weekly,2026-02-21/2026-02-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-02-28/2026-03-06,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-03-07/2026-03-13,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-03-14/2026-03-20,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-03-21/2026-03-27,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-03-28/2026-04-03,0.0008709969932706
fixed_50_50,stress_1000ms_5bp,weekly,2026-04-04/2026-04-10,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-04-11/2026-04-17,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-04-18/2026-04-24,0.0
fixed_50_50,stress_1000ms_5bp,weekly,2026-04-25/2026-05-01,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2019-06,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2019-07,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2019-08,-0.03033265950503775
fixed_50_50,stress_1000ms_5bp,monthly,2019-09,-0.0026943220685278
fixed_50_50,stress_1000ms_5bp,monthly,2019-10,-0.0032423739207951
fixed_50_50,stress_1000ms_5bp,monthly,2019-11,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2019-12,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2020-01,0.00343944454046715
fixed_50_50,stress_1000ms_5bp,monthly,2020-02,-0.015968006591779348
fixed_50_50,stress_1000ms_5bp,monthly,2020-03,0.18744299013084684
fixed_50_50,stress_1000ms_5bp,monthly,2020-04,-0.0082586357096887
fixed_50_50,stress_1000ms_5bp,monthly,2020-05,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2020-06,-0.0122533285844452
fixed_50_50,stress_1000ms_5bp,monthly,2020-07,-0.00064211196700705
fixed_50_50,stress_1000ms_5bp,monthly,2020-08,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2020-09,0.005768456114497197
fixed_50_50,stress_1000ms_5bp,monthly,2020-10,-0.002481893973648
fixed_50_50,stress_1000ms_5bp,monthly,2020-11,0.00601816270699395
fixed_50_50,stress_1000ms_5bp,monthly,2020-12,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-01,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-02,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-03,0.020371894347208104
fixed_50_50,stress_1000ms_5bp,monthly,2021-04,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-05,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-06,-0.0059120051013574
fixed_50_50,stress_1000ms_5bp,monthly,2021-07,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-08,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-09,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-10,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-11,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2021-12,0.02434998137198885
fixed_50_50,stress_1000ms_5bp,monthly,2022-01,0.056438224125772096
fixed_50_50,stress_1000ms_5bp,monthly,2022-02,-0.0151441205282907
fixed_50_50,stress_1000ms_5bp,monthly,2022-03,-0.028014158606658353
fixed_50_50,stress_1000ms_5bp,monthly,2022-04,0.01458123108585415
fixed_50_50,stress_1000ms_5bp,monthly,2022-05,0.03560794099763911
fixed_50_50,stress_1000ms_5bp,monthly,2022-06,0.07046782670665976
fixed_50_50,stress_1000ms_5bp,monthly,2022-07,0.0022210536130843
fixed_50_50,stress_1000ms_5bp,monthly,2022-08,0.01703920301084375
fixed_50_50,stress_1000ms_5bp,monthly,2022-09,-0.0459405367546643
fixed_50_50,stress_1000ms_5bp,monthly,2022-10,0.014016958494379199
fixed_50_50,stress_1000ms_5bp,monthly,2022-11,0.0089337158101793
fixed_50_50,stress_1000ms_5bp,monthly,2022-12,0.021834155234110447
fixed_50_50,stress_1000ms_5bp,monthly,2023-01,-0.0043887251798
fixed_50_50,stress_1000ms_5bp,monthly,2023-02,-0.01929925167236935
fixed_50_50,stress_1000ms_5bp,monthly,2023-03,0.007944047675788352
fixed_50_50,stress_1000ms_5bp,monthly,2023-04,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-05,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-06,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-07,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-08,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-09,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-10,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-11,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2023-12,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-01,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-02,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-03,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-04,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-05,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-06,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-07,0.01293646161288675
fixed_50_50,stress_1000ms_5bp,monthly,2024-08,-0.010902212821657181
fixed_50_50,stress_1000ms_5bp,monthly,2024-09,0.041151002031658154
fixed_50_50,stress_1000ms_5bp,monthly,2024-10,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-11,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2024-12,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-01,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-02,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-03,-0.012544078036306899
fixed_50_50,stress_1000ms_5bp,monthly,2025-04,0.2050519555284707
fixed_50_50,stress_1000ms_5bp,monthly,2025-05,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-06,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-07,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-08,-0.0141551526395076
fixed_50_50,stress_1000ms_5bp,monthly,2025-09,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2025-10,0.00840874834891755
fixed_50_50,stress_1000ms_5bp,monthly,2025-11,-0.01783347770880305
fixed_50_50,stress_1000ms_5bp,monthly,2025-12,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2026-01,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2026-02,0.02726808774767785
fixed_50_50,stress_1000ms_5bp,monthly,2026-03,0.0
fixed_50_50,stress_1000ms_5bp,monthly,2026-04,0.0008709969932706
fixed_50_50,stress_1000ms_5bp,yearly,2019,-0.03626935549436065
fixed_50_50,stress_1000ms_5bp,yearly,2020,0.16306507666623685
fixed_50_50,stress_1000ms_5bp,yearly,2021,0.038809870617839554
fixed_50_50,stress_1000ms_5bp,yearly,2022,0.15204149318890875
fixed_50_50,stress_1000ms_5bp,yearly,2023,-0.015743929176380997
fixed_50_50,stress_1000ms_5bp,yearly,2024,0.043185250822887725
fixed_50_50,stress_1000ms_5bp,yearly,2025,0.16892799549277066
fixed_50_50,stress_1000ms_5bp,yearly,2026,0.02813908474094845
