date,net_pnl
2019-06,0.0
2019-07,0.0
2019-08,0.0
2019-09,0.0
2019-10,0.0
2019-11,0.0
2019-12,0.0
2020-01,0.0
2020-02,0.0
2020-03,0.0
2020-04,-0.012214673905866811
2020-05,0.15337939508725665
2020-06,0.042979383249431055
2020-07,0.010762526299038127
2020-08,0.0676813221756504
2020-09,-0.14503198101311707
2020-10,-0.08582225008548498
2020-11,0.2031712239634255
2020-12,0.014090898615544314
2021-01,0.012267137079258477
2021-02,-0.18138410522935658
2021-03,0.008020497683422409
2021-04,0.015212510044639058
2021-05,-0.030489855835095336
2021-06,0.09846526629346589
2021-07,0.08147037759289681
2021-08,0.0034676095447000333
2021-09,-0.04916730569598184
2021-10,0.101339991445998
2021-11,0.03110573158460739
2021-12,-0.09918467236584234
2022-01,-0.05214209703745041
2022-02,0.022790125631676632
2022-03,0.018102477113906734
2022-04,-0.06306899385121004
2022-05,-0.004515662650602502
2022-06,-0.06054423716622536
2022-07,-0.10104485226299492
2022-08,-0.08998641701157725
2022-09,-0.11249222774808883
2022-10,0.012636185690940022
2022-11,-0.014888016758164315
2022-12,-0.06513958530069265
2023-01,0.09161810489716199
2023-02,-0.10052525353100297
2023-03,0.06600889762637575
2023-04,-0.013962065532844205
2023-05,0.08046837020741737
2023-06,-0.04156166214335425
2023-07,-0.0588220452275577
2023-08,0.021109185851245736
2023-09,-0.03809088999224624
2023-10,-0.027504806247870047
2023-11,0.11770355752563705
2023-12,0.06553364163700291
2024-01,0.032323486939562995
2024-02,-0.04603418658524559
2024-03,0.024115438360383018
2024-04,-0.07828791310770424
2024-05,0.03059938331546737
2024-06,0.05183837086293994
2024-07,0.023486362735982827
2024-08,-0.019060143490632068
2024-09,-0.15604957326092667
2024-10,-0.0888008150624888
2024-11,0.001642134463662238
2024-12,0.040878640999852056
2025-01,-0.018977971073576308
2025-02,-0.02350553045306718
2025-03,-0.031032877471858292
2025-04,0.05090048859880017
2025-05,0.02329555042419128
2025-06,0.07908238326203693
2025-07,0.04405211183936702
2025-08,-0.027214082634800192
2025-09,0.2573045247015338
2025-10,0.11372187617512913
2025-11,0.003961681650676529
2025-12,-0.021471821747179955
2026-01,0.05278952628923993
2026-02,-0.039266590705831654
2026-03,-0.05486899286233879
2026-04,0.2186965247964055
