variant,gap_tail,minimum_reclaim_fraction,auction_state,horizon,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,selected_events_recent,symbol_count_recent,signal_days_recent,post_signal_invalid_days,median_events_per_active_day,top_5_day_profit_share,top_10_day_profit_share,top_symbol_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
tail05_reclaim10_participation_q50_1200_c5,0.05,0.1,participation_q50,1200,5,-0.061346332692165495,0.3886995320205582,,True,361,101,235,16,1.0,,,,-0.0034081295940091958,8,0,0.007538999125407162,6,0,0.018125088982790177,4,0
tail05_reclaim10_participation_q50_1200_c10,0.05,0.1,participation_q50,1200,10,-0.28034633269216563,0.44223356723397494,,True,361,101,235,16,1.0,,,,-0.015574796260675865,10,0,-0.004527667541259507,8,0,0.006125088982790174,6,0
tail05_reclaim10_participation_q50_1200_c20,0.05,0.1,participation_q50,1200,20,-0.7183463326921657,0.7316894569333281,,True,361,101,235,16,1.0,,,,-0.03990812959400918,11,0,-0.02866100087459284,9,0,-0.017874911017209824,7,0
tail05_reclaim10_participation_q50_final_c5,0.05,0.1,participation_q50,final,5,0.5240283094624338,0.28914543291467515,47.0,False,389,101,235,0,1.0,0.706650651932416,1.1663774835138463,0.14744402373373397,0.029112683859024116,6,0,0.04595028462651187,4,0,0.042616812308001274,3,0
tail05_reclaim10_participation_q50_final_c10,0.05,0.1,participation_q50,final,10,0.28902830946243374,0.3454249714018573,258.0,False,389,101,235,0,1.0,1.2639071487222293,2.0801243379896364,0.2637573136762002,0.01605712830346856,7,0,0.0328836179598452,5,0,0.029616812308001266,4,0
tail05_reclaim10_participation_q50_final_c20,0.05,0.1,participation_q50,final,20,-0.1809716905375663,0.45985150353743964,,True,389,101,235,0,1.0,,,,-0.01005398280764256,9,0,0.006750284626511877,7,0,0.0036168123080012747,5,0
tail05_reclaim10_participation_q67_1200_c5,0.05,0.1,participation_q67,1200,5,-0.18468788363627403,0.36041457215330347,,True,284,94,201,12,1.0,,,,-0.010260437979793003,9,0,-0.0017410980397257211,7,0,0.010400110138076344,5,0
tail05_reclaim10_participation_q67_1200_c10,0.05,0.1,participation_q67,1200,10,-0.37368788363627414,0.4114455232874389,,True,284,94,201,12,1.0,,,,-0.020760437979793007,11,0,-0.012274431373059055,9,0,-0.00034988986192366,6,0
tail05_reclaim10_participation_q67_1200_c20,0.05,0.1,participation_q67,1200,20,-0.7516878836362741,0.7634514777371316,,True,284,94,201,12,1.0,,,,-0.041760437979793,12,0,-0.033341098039725715,10,0,-0.021849889861923655,7,0
tail05_reclaim10_participation_q67_final_c5,0.05,0.1,participation_q67,final,5,0.49108382369189174,0.24906527712213508,83.0,False,305,95,201,0,1.0,0.7540564943246875,1.2309980007331198,0.25042379925199426,0.02728243464954954,6,0,0.04067908711999043,4,0,0.03861824204808962,3,0
tail05_reclaim10_participation_q67_final_c10,0.05,0.1,participation_q67,final,10,0.2900838236918916,0.2814231309187455,118.0,False,305,95,201,0,1.0,1.2593082298193716,2.0494876190978473,0.39464136753007073,0.016115767982882872,6,0,0.029412420453323748,4,0,0.027118242048089606,3,0
tail05_reclaim10_participation_q67_final_c20,0.05,0.1,participation_q67,final,20,-0.11191617630810845,0.3472125296384878,,True,305,95,201,0,1.0,,,,-0.006217565350450457,11,0,0.006879087119990426,9,0,0.004118242048089613,7,0
tail05_reclaim10_participation_q80_1200_c5,0.05,0.1,participation_q80,1200,5,-0.09571718698894746,0.3444690263936709,,True,222,87,172,7,1.0,,,,-0.005317621499385968,9,0,0.00416018957622795,7,0,0.015007647922574729,5,0
tail05_reclaim10_participation_q80_1200_c10,0.05,0.1,participation_q80,1200,10,-0.2607171869889475,0.37980555496009993,,True,222,87,172,7,1.0,,,,-0.01448428816605264,11,0,-0.005039810423772054,9,0,0.005424314589241387,7,0
tail05_reclaim10_participation_q80_1200_c20,0.05,0.1,participation_q80,1200,20,-0.5907171869889476,0.6157925790442551,,True,222,87,172,7,1.0,,,,-0.03281762149938597,12,0,-0.023439810423772047,10,0,-0.013742352077425269,7,0
tail05_reclaim10_participation_q80_final_c5,0.05,0.1,participation_q80,final,5,0.4883067447395243,0.23425188619741166,83.0,False,232,89,172,0,1.0,0.7379172215328509,1.2556174938004117,0.2758952515427832,0.027128152485529133,6,0,0.03729622678826223,4,0,0.033921118062169846,3,0
tail05_reclaim10_participation_q80_final_c10,0.05,0.1,participation_q80,final,10,0.3163067447395242,0.25492722751478736,117.0,False,232,89,172,0,1.0,1.1233714179144423,1.9067772061969408,0.39852089024243553,0.01757259692997357,7,0,0.027629560121595547,5,0,0.02383778472883651,4,0
tail05_reclaim10_participation_q80_final_c20,0.05,0.1,participation_q80,final,20,-0.027693255260475835,0.2979365865539015,153.0,False,232,89,172,0,1.0,,,,-0.0015385141811375383,9,0,0.008296226788262214,7,0,0.0036711180621698445,6,0
tail05_reclaim10_anomaly_ge1_1200_c5,0.05,0.1,anomaly_ge1,1200,5,0.15178591452376203,0.3575626635655149,178.0,False,382,104,238,14,1.5,2.304085732793004,3.7269301101318586,0.5683369828620721,0.00843255080687567,7,0,0.015308862822541403,6,0,0.033687592307682285,4,0
tail05_reclaim10_anomaly_ge1_1200_c10,0.05,0.1,anomaly_ge1,1200,10,-0.07221408547623809,0.40300074623947674,216.0,False,382,104,238,14,1.5,,,,-0.004011893637568778,8,0,0.002908862822541397,7,0,0.02135425897434894,5,0
tail05_reclaim10_anomaly_ge1_1200_c20,0.05,0.1,anomaly_ge1,1200,20,-0.5202140854762382,0.542943571400714,,True,382,104,238,14,1.5,,,,-0.028900782526457662,11,0,-0.021891137177458594,9,0,-0.0033124076923177156,7,0
tail05_reclaim10_anomaly_ge1_final_c5,0.05,0.1,anomaly_ge1,final,5,0.47282729359431364,0.3238265601698447,45.0,False,409,104,238,0,2.0,0.8184067280940476,1.3452557025971126,0.18028739323187995,0.02626818297746187,6,0,0.035636209267121334,4,0,0.039605912083434426,2,0
tail05_reclaim10_anomaly_ge1_final_c10,0.05,0.1,anomaly_ge1,final,10,0.23482729359431354,0.376411681123445,47.0,False,409,104,238,0,2.0,1.6265785482498758,2.6661024085765397,0.3360404392088992,0.013045960755239642,10,0,0.022369542600454657,8,0,0.02635591208343441,6,0
tail05_reclaim10_anomaly_ge1_final_c20,0.05,0.1,anomaly_ge1,final,20,-0.2411727064056867,0.48939320140839565,,True,409,104,238,0,2.0,,,,-0.0133984836892048,13,0,-0.004163790732878672,11,0,-0.00014408791656557798,9,0
tail05_reclaim10_anomaly_ge1_5_1200_c5,0.05,0.1,anomaly_ge1_5,1200,5,-0.006974402216515768,0.31142088544498603,239.0,False,249,88,178,9,1.0,,,,-0.00038746678980643005,6,0,0.0029774487362324454,5,0,0.017151144799112745,3,0
tail05_reclaim10_anomaly_ge1_5_1200_c10,0.05,0.1,anomaly_ge1_5,1200,10,-0.1759744022165159,0.3437428871272124,,True,249,88,178,9,1.0,,,,-0.009776355678695323,7,0,-0.0064225512637675584,6,0,0.0076511447991127355,4,0
tail05_reclaim10_anomaly_ge1_5_1200_c20,0.05,0.1,anomaly_ge1_5,1200,20,-0.5139744022165158,0.554956175771828,,True,249,88,178,9,1.0,,,,-0.0285541334564731,12,0,-0.025222551263767552,10,0,-0.011348855200887256,7,0
tail05_reclaim10_anomaly_ge1_5_final_c5,0.05,0.1,anomaly_ge1_5,final,5,0.3886399177176975,0.2016080936129377,74.0,False,263,91,178,0,1.0,1.0026773921920629,1.5884294034389064,0.22413161066024948,0.021591106539872087,8,0,0.02661587566894372,6,0,0.021843647286749285,5,0
tail05_reclaim10_anomaly_ge1_5_final_c10,0.05,0.1,anomaly_ge1_5,final,10,0.21063991771769738,0.22774768971314033,51.0,False,263,91,178,0,1.0,1.8262467217371072,2.8832477681975566,0.4040378084413957,0.011702217650983192,9,0,0.01668254233561038,7,0,0.011760313953415943,5,0
tail05_reclaim10_anomaly_ge1_5_final_c20,0.05,0.1,anomaly_ge1_5,final,20,-0.14536008228230263,0.2947121808804511,,True,263,91,178,0,1.0,,,,-0.008075560126794583,11,0,-0.0031841243310562826,9,0,-0.008406352713250721,7,0
tail05_reclaim10_anomaly_ge2_1200_c5,0.05,0.1,anomaly_ge2,1200,5,-0.0015774930440023427,0.20858243331314458,277.0,False,145,74,108,4,1.0,,,,-8.76385024445746e-05,9,0,0.001993548657131771,8,0,0.005067989446473909,7,0
tail05_reclaim10_anomaly_ge2_1200_c10,0.05,0.1,anomaly_ge2,1200,10,-0.10557749304400241,0.23898138196527605,,True,145,74,108,4,1.0,,,,-0.005865416280222356,9,0,-0.0034731180095348996,8,0,-0.0007653438868594282,7,0
tail05_reclaim10_anomaly_ge2_1200_c20,0.05,0.1,anomaly_ge2,1200,20,-0.31357749304400245,0.38185526613367726,,True,145,74,108,4,1.0,,,,-0.017420971835777913,11,0,-0.014406451342868228,10,0,-0.012432010553526092,8,0
tail05_reclaim10_anomaly_ge2_final_c5,0.05,0.1,anomaly_ge2,final,5,0.4124005029430806,0.16523741424947352,47.0,False,150,77,108,0,1.0,0.9012870168874788,1.472159854345993,0.2458665118440988,0.022911139052393368,6,0,0.02613482333396299,5,0,0.020059296251568496,3,0
tail05_reclaim10_anomaly_ge2_final_c10,0.05,0.1,anomaly_ge2,final,10,0.3044005029430805,0.18200234845282048,55.0,False,150,77,108,0,1.0,1.2046340775232955,1.961624434163811,0.32488603726078463,0.016911139052393366,9,0,0.020401490000629654,7,0,0.013975962918235161,5,0
tail05_reclaim10_anomaly_ge2_final_c20,0.05,0.1,anomaly_ge2,final,20,0.08840050294308047,0.21662134512026124,213.0,False,150,77,108,0,1.0,4.034945584983066,6.528463584833866,1.0621599427078472,0.0049111390523933676,11,0,0.008934823333962994,9,0,0.0018092962515684995,7,0
tail05_reclaim25_all_1200_c5,0.05,0.25,all,1200,5,0.32851886137084946,0.1907095815156161,102.0,False,302,96,203,15,1.0,0.9697125851070065,1.6060387211794644,0.27667026351776547,0.018251047853936078,8,0,0.030639151736363047,5,0,0.03446588238132839,4,0
tail05_reclaim25_all_1200_c10,0.05,0.25,all,1200,10,0.14051886137084935,0.2264137063425792,81.0,False,302,96,203,15,1.0,2.2315073667497467,3.6835909923388543,0.6290358396283304,0.007806603409491634,8,0,0.01977248506969637,5,0,0.02346588238132839,4,0
tail05_reclaim25_all_1200_c20,0.05,0.25,all,1200,20,-0.23548113862915077,0.37257937749379044,,True,302,96,203,15,1.0,,,,-0.013082285479397255,11,0,-0.001960848263636957,8,0,0.0014658823813283892,6,0
tail05_reclaim25_all_final_c5,0.05,0.25,all,final,5,0.7022282204654934,0.13964549778021612,28.0,False,329,97,203,0,1.0,0.5162344213648851,0.8688619029227954,0.1463399633108813,0.039012678914749625,8,0,0.05439247027970709,5,0,0.044647061155464345,4,0
tail05_reclaim25_all_final_c10,0.05,0.25,all,final,10,0.49922822046549326,0.16618478058945158,61.0,False,329,97,203,0,1.0,0.7161341534834335,1.202134261080336,0.19733269871428488,0.027734901136971843,9,0,0.04259247027970709,6,0,0.03264706115546434,5,0
tail05_reclaim25_all_final_c20,0.05,0.25,all,final,20,0.09322822046549316,0.24178904441129162,,True,329,97,203,0,1.0,3.7275663669534853,6.222786888166182,0.9655236533459625,0.005179345581416293,11,0,0.018992470279707095,8,0,0.00864706115546434,7,0
tail05_reclaim25_participation_q50_1200_c5,0.05,0.25,participation_q50,1200,5,0.2535654171020992,0.1524528195469392,104.0,False,203,90,160,12,1.0,1.1462187782075905,1.8645228547232267,0.3799556732776231,0.014086967616783288,7,0,0.0232121639497322,5,0,0.02234139580756896,4,0
tail05_reclaim25_participation_q50_1200_c10,0.05,0.25,participation_q50,1200,10,0.1055654171020991,0.17348667809662663,129.0,False,203,90,160,12,1.0,2.7058240324120915,4.38380795584513,0.8621221602676394,0.0058647453945610654,8,0,0.014812163949732199,5,0,0.013674729140902293,4,0
tail05_reclaim25_participation_q50_1200_c20,0.05,0.25,participation_q50,1200,20,-0.19043458289790088,0.26171637372156886,,True,203,90,160,12,1.0,,,,-0.010579699049883375,10,0,-0.001987836050267796,7,0,-0.0036586041924310374,6,0
tail05_reclaim25_participation_q50_final_c5,0.05,0.25,participation_q50,final,5,0.6699772681229477,0.12149133584144342,59.0,False,221,91,160,0,1.0,0.49082904008974687,0.8210809602132157,0.1791038445524922,0.037220959340163756,7,0,0.05190407870977133,4,0,0.04403726173072702,4,0
tail05_reclaim25_participation_q50_final_c10,0.05,0.25,participation_q50,final,10,0.5099772681229475,0.14395768685126129,59.0,False,221,91,160,0,1.0,0.6350171265215366,1.059077751875807,0.22483780810916307,0.028332070451274862,7,0,0.042770745376438005,4,0,0.03453726173072701,4,0
tail05_reclaim25_participation_q50_final_c20,0.05,0.25,participation_q50,final,20,0.18997726812294752,0.18929908869804749,61.0,False,221,91,160,0,1.0,1.6520097509330793,2.7377253277208955,0.5474102534009125,0.010554292673497093,8,0,0.024504078709771344,5,0,0.015537261730727019,5,0
tail05_reclaim25_participation_q67_1200_c5,0.05,0.25,participation_q67,1200,5,0.1813238416656067,0.1438213073994259,116.0,False,155,79,130,8,1.0,1.3928086933759884,2.2786023974105776,0.6012040265081908,0.010073546759200372,7,0,0.017807312569070533,5,0,0.019368443973242982,4,0
tail05_reclaim25_participation_q67_1200_c10,0.05,0.25,participation_q67,1200,10,0.0593238416656066,0.18817216298685385,,True,155,79,130,8,1.0,4.172848824989477,6.796001894137024,1.7392550361043453,0.0032957689814225935,8,0,0.010940645902403862,6,0,0.012118443973242977,5,0
tail05_reclaim25_participation_q67_1200_c20,0.05,0.25,participation_q67,1200,20,-0.18467615833439338,0.29493424998095835,,True,155,79,130,8,1.0,,,,-0.01025978657413296,9,0,-0.002792687430929469,6,0,-0.00238155602675702,5,0
tail05_reclaim25_participation_q67_final_c5,0.05,0.25,participation_q67,final,5,0.6556431046803863,0.10354462882640522,115.0,False,167,83,130,0,1.0,0.4977263274721297,0.8018546933990227,0.19018221718322653,0.036424616926688136,6,0,0.04971182720030325,3,0,0.045745689040002306,3,0
tail05_reclaim25_participation_q67_final_c10,0.05,0.25,participation_q67,final,10,0.5256431046803863,0.1223099126073159,59.0,False,167,83,130,0,1.0,0.6113099016496693,0.9811419499096463,0.22611982338843353,0.02920239470446591,7,0,0.042378493866969916,4,0,0.03791235570666896,4,0
tail05_reclaim25_participation_q67_final_c20,0.05,0.25,participation_q67,final,20,0.26564310468038627,0.16145616407773947,61.0,False,167,83,130,0,1.0,1.171989143100769,1.8661523372839752,0.4035175671432538,0.014757950260021465,7,0,0.02771182720030325,4,0,0.022245689040002303,4,0
tail05_reclaim25_participation_q80_1200_c5,0.05,0.25,participation_q80,1200,5,0.22983692237427603,0.1316724009000619,,True,115,70,103,5,1.0,1.0745002727759394,1.7334111723979795,0.4743042266019195,0.012768717909682002,8,0,0.017897970703188264,6,0,0.02018751084387966,5,0
tail05_reclaim25_participation_q80_1200_c10,0.05,0.25,participation_q80,1200,10,0.13183692237427594,0.1693532215582959,,True,115,70,103,5,1.0,1.835296451310011,2.9460782463541664,0.7826281782052237,0.007324273465237555,8,0,0.01229797070318826,6,0,0.014187510843879654,5,0
tail05_reclaim25_participation_q80_1200_c20,0.05,0.25,participation_q80,1200,20,-0.06416307762572411,0.256074809849093,,True,115,70,103,5,1.0,,,,-0.0035646154236513325,10,0,0.0010979707031882622,7,0,0.0021875108438796586,5,0
tail05_reclaim25_participation_q80_final_c5,0.05,0.25,participation_q80,final,5,0.5563126193604989,0.08456544216469812,50.0,False,121,72,103,0,1.0,0.586596139055991,0.9400865058517383,0.22413954850125034,0.03090625663113883,5,0,0.03897333493575635,3,0,0.03551699186313579,3,0
tail05_reclaim25_participation_q80_final_c10,0.05,0.25,participation_q80,final,10,0.4533126193604988,0.11169403203882404,,True,121,72,103,0,1.0,0.70885040676411,1.1316296184728278,0.2621994643858662,0.025184034408916603,6,0,0.03304000160242302,4,0,0.02910032519646912,4,0
tail05_reclaim25_participation_q80_final_c20,0.05,0.25,participation_q80,final,20,0.24731261936049886,0.17548154239529157,,True,121,72,103,0,1.0,1.2588554333783422,1.993355566612786,0.43342575727104593,0.013739589964472164,8,0,0.021173334935756356,6,0,0.01626699186313579,4,0
tail05_reclaim25_anomaly_ge1_1200_c5,0.05,0.25,anomaly_ge1,1200,5,0.4787251474046879,0.1240166327104844,90.0,False,216,93,159,10,1.0,0.6574929469137518,1.0616693174551863,0.1879225151941007,0.026595841522482663,7,0,0.03628321028576827,5,0,0.04098840054070693,4,0
tail05_reclaim25_anomaly_ge1_1200_c10,0.05,0.25,anomaly_ge1,1200,10,0.32972514740468784,0.14300634004842083,90.0,False,216,93,159,10,1.0,0.9394442928207923,1.5111003950276336,0.25995358395201656,0.01831806374470488,8,0,0.02768321028576827,6,0,0.032071733874040255,5,0
tail05_reclaim25_anomaly_ge1_1200_c20,0.05,0.25,anomaly_ge1,1200,20,0.03172514740468785,0.19862485348597445,,True,216,93,159,10,1.0,9.448605678804027,15.07472272368703,2.4338179678732144,0.0017625081891493287,9,0,0.01048321028576827,7,0,0.014238400540706936,5,0
tail05_reclaim25_anomaly_ge1_final_c5,0.05,0.25,anomaly_ge1,final,5,0.730420856682081,0.0961144212854022,24.0,False,233,94,159,0,1.0,0.4963089097767685,0.8073309251184786,0.12416805477112323,0.040578936482337825,7,0,0.05424445328603788,4,0,0.04939707324778083,3,0
tail05_reclaim25_anomaly_ge1_final_c10,0.05,0.25,anomaly_ge1,final,10,0.5714208566820809,0.1164951841426068,28.0,False,233,94,159,0,1.0,0.6256586102474131,1.0144735516251846,0.1512806820535191,0.031745603149004493,7,0,0.045044453286037886,4,0,0.039813739914447484,3,0
tail05_reclaim25_anomaly_ge1_final_c20,0.05,0.25,anomaly_ge1,final,20,0.25342085668208086,0.15762746940997097,61.0,False,233,94,159,0,1.0,1.3712935218037612,2.2085449211984742,0.32004662831158887,0.01407893648233783,10,0,0.02664445328603788,7,0,0.020647073247780826,6,0
tail05_reclaim25_anomaly_ge1_5_1200_c5,0.05,0.25,anomaly_ge1_5,1200,5,0.2527856280923182,0.15368263756190711,135.0,False,135,74,115,6,1.0,1.2830537800201174,1.9384829466509845,0.3982414615626836,0.014043646005128788,8,0,0.017176600343420865,7,0,0.024461511692354512,5,0
tail05_reclaim25_anomaly_ge1_5_1200_c10,0.05,0.25,anomaly_ge1_5,1200,10,0.1437856280923182,0.17841400740715135,142.0,False,135,74,115,6,1.0,2.2209281963394583,3.3384465164155173,0.6873870912657146,0.007988090449573234,8,0,0.010976600343420857,7,0,0.01821151169235451,5,0
tail05_reclaim25_anomaly_ge1_5_1200_c20,0.05,0.25,anomaly_ge1_5,1200,20,-0.07421437190768179,0.23551234594936263,,True,135,74,115,6,1.0,,,,-0.004123020661537875,8,0,-0.0014233996565791377,7,0,0.0057115116923545164,5,0
tail05_reclaim25_anomaly_ge1_5_final_c5,0.05,0.25,anomaly_ge1_5,final,5,0.577742507777684,0.0771504565617437,14.0,False,144,77,115,0,1.0,0.6194883065885434,0.9439438240489637,0.15077043761241307,0.03209680598764911,5,0,0.038144534028145015,3,0,0.0406547399909461,2,0
tail05_reclaim25_anomaly_ge1_5_final_c10,0.05,0.25,anomaly_ge1_5,final,10,0.4627425077776839,0.08197413295986902,14.0,False,144,77,115,0,1.0,0.7626373671228889,1.156920886041676,0.18391759843645533,0.025707917098760216,6,0,0.03161120069481168,4,0,0.03398807332427943,3,0
tail05_reclaim25_anomaly_ge1_5_final_c20,0.05,0.25,anomaly_ge1_5,final,20,0.23274250777768388,0.1273128451018275,84.0,False,144,77,115,0,1.0,1.4733223039555758,2.214277387608003,0.34848163964275686,0.012930139320982442,8,0,0.01854453402814502,6,0,0.020654739990946098,5,0
tail05_reclaim25_anomaly_ge2_1200_c5,0.05,0.25,anomaly_ge2,1200,5,0.04546418255037646,0.10837284078756558,196.0,False,72,50,62,2,1.0,5.597410511367387,8.285584626342692,1.7742142659135367,0.0025257879194653587,7,1,0.008806419003502625,5,1,0.008811218154843233,4,1
tail05_reclaim25_anomaly_ge2_1200_c10,0.05,0.25,anomaly_ge2,1200,10,-0.014535817449623581,0.12072191830084747,202.0,False,72,50,62,2,1.0,,,,-0.000807545413867976,9,1,0.005539752336835955,7,1,0.005311218154843231,6,1
tail05_reclaim25_anomaly_ge2_1200_c20,0.05,0.25,anomaly_ge2,1200,20,-0.13453581744962362,0.17031118310875507,,True,72,50,62,2,1.0,,,,-0.007474212080534642,11,1,-0.0009935809964973753,9,1,-0.001688781845156766,7,1
tail05_reclaim25_anomaly_ge2_final_c5,0.05,0.25,anomaly_ge2,final,5,0.3241769950637438,0.05713645159287533,59.0,False,75,52,62,0,1.0,0.9072776726655671,1.3622227974700034,0.30852879440872016,0.018009833059096883,8,1,0.027274524437644738,6,1,0.02860448834844807,4,1
tail05_reclaim25_anomaly_ge2_final_c10,0.05,0.25,anomaly_ge2,final,10,0.2621769950637438,0.0703972598415844,25.0,False,75,52,62,0,1.0,1.1027609403443515,1.6462210690385561,0.36432615851301126,0.014565388614652433,8,1,0.023874524437644738,6,1,0.024937821681781405,4,1
tail05_reclaim25_anomaly_ge2_final_c20,0.05,0.25,anomaly_ge2,final,20,0.13817699506374378,0.1020447547468284,151.0,False,75,52,62,0,1.0,2.0200073788287813,2.978797540801005,0.6261385075145546,0.007676499725763546,9,1,0.017074524437644734,6,1,0.017604488348448074,4,1
tail05_reclaim50_all_1200_c5,0.05,0.5,all,1200,5,0.052268457844707156,0.11051192591987245,146.0,False,115,64,96,5,1.0,4.667750245293389,7.235964798015753,1.558204090336445,0.002903803213594842,8,0,0.004743210332911625,6,0,0.006357532266563548,5,0
tail05_reclaim50_all_1200_c10,0.05,0.5,all,1200,10,-0.03873154215529287,0.16091239476291389,,True,115,64,96,5,1.0,,,,-0.002151752341960713,11,0,-0.0005234563337550419,9,0,0.0006075322665635466,8,0
tail05_reclaim50_all_1200_c20,0.05,0.5,all,1200,20,-0.2207315421552929,0.29417165994362865,,True,115,64,96,5,1.0,,,,-0.012262863453071822,13,0,-0.011056789667088373,11,0,-0.010892467733436452,9,0
tail05_reclaim50_all_final_c5,0.05,0.5,all,final,5,0.05342314728545655,0.13435038141212352,78.0,False,121,66,96,0,1.0,5.840543619149568,8.590621472858865,2.0839206448949597,0.00296795262696981,10,0,0.002561000317393915,8,0,-8.63246978552937e-05,7,0
tail05_reclaim50_all_final_c10,0.05,0.5,all,final,10,-0.042576852714543506,0.17253307387501726,,True,121,66,96,0,1.0,,,,-0.0023653807063635257,11,0,-0.0030389996826060872,9,0,-0.006086324697855296,8,0
tail05_reclaim50_all_final_c20,0.05,0.5,all,final,20,-0.2345768527145435,0.3153204940638484,,True,121,66,96,0,1.0,,,,-0.01303204737303019,12,0,-0.014238999682606085,10,0,-0.018086324697855295,9,0
tail05_reclaim50_participation_q50_1200_c5,0.05,0.5,participation_q50,1200,5,0.034277834452205225,0.10857541180591018,,True,77,52,72,4,1.0,6.972613024705716,10.76204299234496,2.1778823694695073,0.0019043241362336235,10,0,0.003543835440078162,8,0,0.0012790728431406884,7,0
tail05_reclaim50_participation_q50_1200_c10,0.05,0.5,participation_q50,1200,10,-0.03372216554779482,0.13947477140013967,,True,77,52,72,4,1.0,,,,-0.0018734536415441548,10,0,-0.0001894978932551745,8,0,-0.002887593823525979,7,0
tail05_reclaim50_participation_q50_1200_c20,0.05,0.5,participation_q50,1200,20,-0.1697221655477948,0.23507036474168214,,True,77,52,72,4,1.0,,,,-0.009429009197099707,13,0,-0.007656164559921838,11,0,-0.011220927156859309,9,0
tail05_reclaim50_participation_q50_final_c5,0.05,0.5,participation_q50,final,5,0.23485582461543886,0.09576002057914755,,True,82,53,72,0,1.0,1.3285607138076039,1.9701841258499415,0.42164185506828517,0.013047545811968826,9,0,0.014656512139392733,7,0,0.014004254374471605,6,0
tail05_reclaim50_participation_q50_final_c10,0.05,0.5,participation_q50,final,10,0.1628558246154388,0.1051252537330481,,True,82,53,72,0,1.0,1.8852271493386625,2.779815942044105,0.5957726461031192,0.009047545811968823,10,0,0.01065651213939273,8,0,0.009587587707804934,7,0
tail05_reclaim50_participation_q50_final_c20,0.05,0.5,participation_q50,final,20,0.018855824615438777,0.13902411917258398,,True,82,53,72,0,1.0,15.752173561784542,22.94830517072384,4.933491240063741,0.001047545811968825,10,0,0.0026565121393927324,8,0,0.000754254374471605,7,0
tail05_reclaim50_participation_q67_1200_c5,0.05,0.5,participation_q67,1200,5,0.06457965597931747,0.14723302192705454,,True,57,42,57,3,1.0,3.627611315476282,5.510356731050169,1.1559846546869328,0.0035877586655176374,8,0,0.005390703961623696,6,0,0.0051891484937843695,4,0
tail05_reclaim50_participation_q67_1200_c10,0.05,0.5,participation_q67,1200,10,0.01057965597931744,0.16563336247320407,,True,57,42,57,3,1.0,21.670826653375666,32.690755038789995,6.867245159869511,0.0005877586655176352,8,0,0.0023907039616236935,6,0,0.0017724818271177012,4,0
tail05_reclaim50_participation_q67_1200_c20,0.05,0.5,participation_q67,1200,20,-0.09742034402068253,0.21153196720658157,,True,57,42,57,3,1.0,,,,-0.005412241334482362,10,0,-0.003609296038376302,8,0,-0.00506085150621563,6,0
tail05_reclaim50_participation_q67_final_c5,0.05,0.5,participation_q67,final,5,0.25856201330887774,0.10941683429554078,,True,61,42,57,0,1.0,1.0445102178737358,1.5880437058002543,0.24245166002931692,0.014364556294937651,6,0,0.015296488594867623,4,0,0.016622827164513066,3,0
tail05_reclaim50_participation_q67_final_c10,0.05,0.5,participation_q67,final,10,0.2015620133088777,0.12334610913035145,,True,61,42,57,0,1.0,1.3150824428853467,1.9875162547632692,0.30109239509460056,0.011197889628270983,7,0,0.01209648859486762,5,0,0.012956160497846397,4,0
tail05_reclaim50_participation_q67_final_c20,0.05,0.5,participation_q67,final,20,0.0875620133088777,0.16255493182904435,,True,61,42,57,0,1.0,2.9130287805895696,4.346722550241041,0.6474130413983092,0.004864556294937654,9,0,0.005696488594867625,7,0,0.005622827164513069,5,0
tail05_reclaim50_participation_q80_1200_c5,0.05,0.5,participation_q80,1200,5,0.18809702350036084,0.13450999567200683,,True,38,32,39,2,1.0,1.28896529745864,1.9130048928395664,0.5436094426116055,0.010449834638908936,7,2,0.007845710786351804,5,2,0.008826463870140475,5,0
tail05_reclaim50_participation_q80_1200_c10,0.05,0.5,participation_q80,1200,10,0.1510970235003608,0.14889498477786764,,True,38,32,39,2,1.0,1.5715103471026377,2.3152707987256536,0.6701079594840029,0.008394279083353377,7,2,0.005712377453018469,5,2,0.00624313053680714,5,0
tail05_reclaim50_participation_q80_1200_c20,0.05,0.5,participation_q80,1200,20,0.07709702350036084,0.17885089088701808,,True,38,32,39,2,1.0,2.950185694862304,4.278122699292087,1.2873560300478875,0.0042831679722422685,7,2,0.0014457107863518033,5,2,0.0010764638701404735,5,0
tail05_reclaim50_participation_q80_final_c5,0.05,0.5,participation_q80,final,5,0.28323178143335126,0.13288944746355158,,True,40,33,39,0,1.0,1.0130380889800095,1.4468116061838718,0.3912660511013861,0.015735098968519514,5,2,0.011723679361081334,4,2,0.013340429560660089,4,0
tail05_reclaim50_participation_q80_final_c10,0.05,0.5,participation_q80,final,10,0.24423178143335122,0.14576929056896015,,True,40,33,39,0,1.0,1.1543320895711549,1.6369001047761005,0.4496506557145467,0.013568432301852847,5,2,0.009457012694414664,4,2,0.010590429560660086,4,0
tail05_reclaim50_participation_q80_final_c20,0.05,0.5,participation_q80,final,20,0.1662317814333512,0.17263910205930397,,True,40,33,39,0,1.0,1.635815848551626,2.2846595599420683,0.6486062998191899,0.009235098968519513,5,2,0.004923679361081333,4,2,0.005090429560660089,4,0
