formation,absolute,relative,hold,candidate_events,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,positive_event_fraction,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_events,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_events,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_events
30,0.04,10.0,30,189,107,100,-0.3181041588276373,-0.43660519281914695,0.3547471404164889,534,True,0.514018691588785,-0.31810415882763726,-0.01767245326820207,-0.010762819566625222,11,0,107,-0.2273224772802881,-0.015154831818685873,-0.005953025569823793,8,0,90,-0.1724996163942834,-0.01437496803285695,-0.0028769212046417204,6,0,67
30,0.04,10.0,5,189,132,107,-0.2310195999020803,-0.1268848527568158,0.27846199192364424,506,True,0.5454545454545454,-0.23101959990208026,-0.012834422216782236,-0.0012594135672511714,11,0,132,-0.2334216757397195,-0.015561445049314634,-0.0009412094064147249,9,0,115,-0.02936172368370017,-0.002446810306975014,-0.0007596097799782335,7,0,72
60,0.06,10.0,15,72,44,42,-0.26928025453020354,-0.2808320494604615,0.2935614732640132,498,True,0.4318181818181818,-0.2692802545302035,-0.014960014140566861,-0.0025486684973014513,9,3,44,-0.2381899771813264,-0.015879331812088428,0.0,7,3,40,-0.11745316166680474,-0.009787763472233727,0.0,5,3,28
120,0.06,6.0,30,231,126,107,-0.2972275910637463,-0.33546584356842085,0.2972275910637463,540,True,0.4523809523809524,-0.2972275910637462,-0.0165126439479859,-0.002447149694029984,10,1,126,-0.23904438898495922,-0.01593629259899728,-0.0011652716024019997,8,1,109,-0.061487658864761555,-0.005123971572063463,-0.0005826358012009998,6,1,83
90,0.04,6.0,60,507,243,215,-0.40045239122365783,-0.4627088853332558,0.5138256244004035,532,True,0.51440329218107,-0.40045239122365783,-0.022247355067980992,-0.010461155100947894,12,0,243,-0.239058649574011,-0.015937243304934064,-0.008038802661995043,10,0,206,-0.08060599233136935,-0.0067171660276141125,-0.0050880133125159824,8,0,156
30,0.02,10.0,30,413,213,195,-0.35343297209027646,-0.48262008598180006,0.41800229337969064,534,True,0.5164319248826291,-0.35343297209027635,-0.019635165116126466,-0.019696801436327113,13,0,213,-0.24529936783230952,-0.016353291188820635,-0.01781664546886018,11,0,182,-0.23602270449989635,-0.019668558708324697,-0.016085633885011483,9,0,136
60,0.06,6.0,5,186,130,118,-0.2923161874183631,-0.29760747845655944,0.3051434372794185,533,True,0.4307692307692308,-0.29231618741836307,-0.01623978818990906,-0.017810915029427374,13,0,130,-0.2458814860871671,-0.016392099072477805,-0.013122962663333668,11,0,116,-0.19635078171909887,-0.016362565143258238,-0.015313841614757507,9,0,78
10,0.06,10.0,5,48,31,24,-0.28183874275694065,-0.12781072547718014,0.311851900334116,525,True,0.3225806451612903,-0.28183874275694065,-0.015657707930941147,-0.0008803827751195916,9,6,31,-0.24659455440968803,-0.01643963696064587,0.0,7,5,28,-0.012445536572351678,-0.0010371280476959733,0.0,5,5,15
60,0.04,10.0,60,159,80,78,-0.32373388123962726,-0.3757959187358901,0.34356273448230923,386,True,0.375,-0.3237338812396272,-0.017985215624423734,-0.01511979251568407,11,1,80,-0.2487456107740008,-0.01658304071826672,-0.01647661326478267,9,1,70,-0.30925156399181375,-0.02577096366598448,-0.023835602279320238,9,1,55
120,0.04,8.0,15,223,121,110,-0.26535953249805094,-0.28108802401447486,0.2932589469080422,387,True,0.4214876033057851,-0.2653595324980509,-0.014742196249891716,-0.011460594177862039,14,0,121,-0.2491921940622993,-0.01661281293748662,-0.015106555774067937,12,0,104,-0.20527045245961412,-0.017105871038301176,-0.01355428109139774,10,0,77
10,0.06,8.0,15,52,36,27,-0.2527342581428822,-0.19063046775605375,0.2915612214071789,525,True,0.3888888888888889,-0.2527342581428822,-0.01404079211904901,0.0,8,6,36,-0.2523051576910875,-0.016820343846072502,0.0,7,5,32,-0.008140939565173744,-0.0006784116304311454,0.0,5,5,15
10,0.06,10.0,15,48,34,24,-0.2802397671624779,-0.21572435831132264,0.3186277960880088,525,True,0.3235294117647059,-0.2802397671624779,-0.015568875953470994,-0.0023075436156071412,9,6,34,-0.25457972982751353,-0.016971981988500903,0.0,7,5,31,-0.008140939565173744,-0.0006784116304311454,0.0,5,5,15
120,0.04,8.0,30,223,112,100,-0.2561381430061595,-0.3046795109936019,0.3399152780312213,387,True,0.41964285714285715,-0.25613814300615945,-0.014229896833675525,-0.007262836237540419,12,0,112,-0.25509231368252583,-0.017006154245501722,-0.014445798460000818,11,0,96,-0.2539999687996566,-0.021166664066638047,-0.009371351706715152,9,0,71
10,0.06,6.0,5,55,39,29,-0.27741470514503,-0.11308787521802437,0.30751764836723344,525,True,0.358974358974359,-0.27741470514503,-0.01541192806361278,-0.0003110523463800679,9,5,39,-0.2555154717496933,-0.017034364783312887,0.0,7,5,34,-0.012445536572351678,-0.0010371280476959733,0.0,5,5,15
60,0.06,6.0,60,186,104,99,-0.16900972887942164,-0.16890906411209028,0.38342134023620567,388,True,0.49038461538461536,-0.16900972887942167,-0.009389429382190093,0.002846495088036141,8,0,104,-0.2561425889153096,-0.017076172594353973,0.002035281548066651,7,0,92,-0.24014837234291697,-0.020012364361909746,-0.0005867252670013166,6,0,64
10,0.06,8.0,5,52,37,27,-0.26686279186677647,-0.11468424295452509,0.2971798856959768,525,True,0.32432432432432434,-0.26686279186677647,-0.01482571065926536,0.0,8,6,37,-0.2565526907822607,-0.01710351271881738,0.0,7,5,33,-0.012445536572351678,-0.0010371280476959733,0.0,5,5,15
120,0.02,8.0,15,337,177,143,-0.3155893920291786,-0.32953849277704367,0.32958676470431003,534,True,0.4350282485875706,-0.3155893920291786,-0.017532744001621033,-0.015345896025284748,15,0,177,-0.26668516986407925,-0.01777901132427195,-0.012772327207985735,12,0,154,-0.20235702411944168,-0.016863085343286805,-0.012675551430248351,10,0,105
15,0.04,6.0,5,280,196,181,-0.3250795967955922,-0.27702759775167873,0.3478319913106845,533,True,0.41836734693877553,-0.3250795967955922,-0.018059977599755122,-0.011777692782023078,11,0,196,-0.2711959668795278,-0.018079731125301854,-0.004152026178422523,9,0,173,-0.17501086993633175,-0.014584239161360979,-0.0033201498245076407,7,0,116
10,0.06,6.0,15,55,38,29,-0.26603697375479396,-0.16272961171740408,0.3078285651201473,388,True,0.39473684210526316,-0.26603697375479396,-0.014779831875266332,0.0,7,5,38,-0.27726254497082925,-0.01848416966472195,0.0,6,5,33,-0.008140939565173744,-0.0006784116304311454,0.0,5,5,15
90,0.06,6.0,5,188,144,128,-0.3137091478027485,-0.30961716454315136,0.3252344056165368,532,True,0.3194444444444444,-0.31370914780274844,-0.01742828598904158,-0.009201192653429602,14,1,144,-0.2852314725906407,-0.019015431506042714,-0.011472739385221854,11,1,125,-0.11847302572427956,-0.009872752143689963,-0.00918046881578468,8,1,83
120,0.06,6.0,5,231,156,127,-0.3120982697067442,-0.3050499958171293,0.31217377768721155,532,True,0.32051282051282054,-0.3120982697067442,-0.01733879276148579,-0.008539934998589448,11,1,156,-0.28608400868785844,-0.01907226724585723,-0.0062347565205473805,9,1,137,-0.11874803890039552,-0.009895669908366293,-0.008539934998589448,7,1,97
90,0.06,6.0,30,188,125,111,-0.32969839502472736,-0.3683525376845602,0.36573872096869625,399,True,0.416,-0.32969839502472736,-0.01831657750137374,-0.010186455407678197,11,1,125,-0.2880680595993702,-0.01920453730662468,-0.008531720856016828,9,1,108,-0.12374643694539088,-0.010312203078782573,-0.005937548495032137,7,1,72
30,0.06,6.0,60,133,82,79,-0.22512619016702096,-0.1602871304925182,0.46314067545045445,414,True,0.5,-0.22512619016702096,-0.012507010564834498,0.0001588858395583136,9,0,82,-0.290679607562783,-0.019378640504185533,-0.010313422480452744,9,0,73,-0.06032212846051015,-0.005026844038375846,-0.005296035167946074,7,0,52
10,0.04,8.0,5,187,144,109,-0.29994892096580134,-0.14395328388082956,0.33226689015527316,525,True,0.3611111111111111,-0.29994892096580134,-0.01666382894254452,-0.021865063964678463,13,0,144,-0.2922086409896945,-0.019480576065979634,-0.024132085633499334,12,0,131,-0.06195619702287419,-0.005163016418572849,-0.014299738841666515,9,0,67
120,0.02,8.0,30,337,158,130,-0.30004558789417884,-0.34688192739210677,0.3635022577398967,387,True,0.4050632911392405,-0.30004558789417884,-0.01666919932745438,-0.008398123096922106,12,0,158,-0.2957927746539545,-0.019719518310263633,-0.019797162114952735,10,0,137,-0.27146688209185366,-0.02262224017432114,-0.013819924817771266,8,0,97
45,0.02,8.0,15,628,349,319,-0.38763600543438353,-0.566659545531826,0.4461240636367156,387,True,0.40114613180515757,-0.38763600543438326,-0.021535333635243514,-0.03194139649622175,13,0,349,-0.301363185419292,-0.020090879027952802,-0.031466109536713444,11,0,303,-0.3197232273161329,-0.026643602276344408,-0.03135313416186207,9,0,230
60,0.04,10.0,30,159,83,81,-0.34905526396809816,-0.4219411110737704,0.349980031782084,387,True,0.3373493975903614,-0.34905526396809816,-0.01939195910933879,-0.015266159522598906,14,1,83,-0.3035593235934634,-0.020237288239564225,-0.00972779668060064,12,1,73,-0.34054204853512116,-0.02837850404459343,-0.03292337066156669,10,1,58
10,0.04,8.0,15,187,120,104,-0.33315870015156124,-0.21129216535935727,0.3522183392304366,525,True,0.4083333333333333,-0.3331587001515611,-0.01850881667508673,-0.008937570266008162,9,0,120,-0.30434416920196095,-0.02028961128013073,-0.020705918429929415,8,0,107,-0.11013224210128181,-0.009177686841773483,-0.008584555376555336,6,0,66
90,0.04,8.0,5,228,162,148,-0.3452717643670054,-0.38107687971757154,0.3632868954229686,504,True,0.35185185185185186,-0.34527176436700535,-0.019181764687055854,-0.007081280764292031,13,0,162,-0.3050559175866811,-0.020337061172445405,-0.007784351252468444,11,0,139,-0.17553817214217818,-0.014628181011848181,-0.010208521311056026,9,0,101
60,0.02,8.0,60,595,245,237,-0.38216879388480585,-0.38836337644025454,0.45104216187804597,416,True,0.4816326530612245,-0.38216879388480574,-0.021231599660266984,-0.026463762285344902,14,0,245,-0.30775984068411916,-0.020517322712274612,-0.029855130102798597,11,0,205,-0.25444525837388854,-0.021203771531157378,-0.032849863757205486,9,0,159
45,0.02,8.0,5,628,419,369,-0.27951518063899045,-0.3777396556715221,0.32882262247203825,526,True,0.4128878281622912,-0.27951518063899033,-0.015528621146610574,-0.01744735214987067,11,0,419,-0.3102666831838057,-0.020684445545587047,-0.024208902432748074,10,0,363,-0.2704588697075632,-0.022538239142296936,-0.019385991537566684,8,0,276
15,0.06,10.0,15,53,30,29,-0.301995883276927,-0.2532689818933835,0.3464076848538205,433,True,0.4,-0.301995883276927,-0.016777549070940388,-0.005856799096836948,10,3,30,-0.3152931219955866,-0.02101954146637244,-0.006157588858784587,9,2,28,-0.10732352321300276,-0.008943626934416896,-0.006666882985675413,8,2,16
60,0.04,10.0,5,159,95,89,-0.32797455038638934,-0.3117329700506274,0.3337501671599046,534,True,0.3894736842105263,-0.3279745503863893,-0.018220808354799403,-0.012872119640473963,13,1,95,-0.3156213199038701,-0.021041421326924672,-0.01582425232685491,11,1,85,-0.15095229772104693,-0.012579358143420578,-0.01443471559420589,8,1,65
90,0.04,8.0,15,228,142,131,-0.40476300904026985,-0.46281621117526983,0.41084548864246856,386,True,0.3591549295774648,-0.4047630090402699,-0.02248683383557055,-0.024418553099876377,16,0,142,-0.3177888225584878,-0.021185921503899186,-0.022229404396716036,13,0,121,-0.2947966517498892,-0.0245663876458241,-0.024418553099876377,12,0,87
15,0.04,8.0,5,205,129,122,-0.3952559362116026,-0.3044267045707181,0.400715501005519,533,True,0.37209302325581395,-0.3952559362116026,-0.02195866312286681,-0.016337285952972066,12,0,129,-0.3239641975674631,-0.021597613171164206,-0.011902652048936032,9,0,113,-0.12591426185786428,-0.010492855154822024,-0.006806382086178556,7,0,81
120,0.06,6.0,60,231,116,100,-0.45788844415827534,-0.4769670097208265,0.4699250518330149,540,True,0.3879310344827586,-0.4578884441582753,-0.02543824689768196,-0.006670405634962013,10,1,116,-0.32877760013434615,-0.021918506675623076,-0.0054542628551738585,8,1,99,-0.06363907169766429,-0.005303255974805358,-0.0027271314275869292,6,1,78
30,0.06,8.0,60,96,60,56,-0.29958950473791957,-0.290244002803491,0.46065381797743277,440,True,0.5166666666666667,-0.2995895047379196,-0.01664386137432887,-0.00013932392771970163,9,1,60,-0.3311774954439732,-0.022078499696264877,-0.00027864785543940326,8,0,55,-0.0702626654451165,-0.005855222120426375,0.0024736198360252896,6,0,39
15,0.06,10.0,60,53,28,27,-0.35309099892073065,-0.25933596754224114,0.4246398275028496,433,True,0.5,-0.35309099892073065,-0.019616166606707258,-0.0030915572263675566,10,3,28,-0.33809909351177175,-0.02253993956745145,-0.003559089491736776,9,2,26,-0.033075373465194624,-0.002756281122099552,-0.0030915572263675566,7,2,15
45,0.02,8.0,30,628,312,287,-0.4213427095316913,-0.5707006648313946,0.4571537252853016,511,True,0.46794871794871795,-0.42134270953169106,-0.02340792830731617,-0.03471840809555017,13,0,312,-0.33933793227439424,-0.02262252881829295,-0.0352200107413883,11,0,269,-0.2557059820531842,-0.021308831837765347,-0.03471840809555017,9,0,204
10,0.06,10.0,30,48,26,23,-0.30956024049400793,-0.28246734938559875,0.3411335545280572,458,True,0.46153846153846156,-0.30956024049400793,-0.017197791138555997,-0.006001101009223684,10,6,26,-0.3509230140097703,-0.02339486760065135,-0.006923057458837695,9,5,23,-0.13324541357891245,-0.011103784464909372,-0.0034615287294188475,6,5,15
30,0.06,10.0,60,73,44,42,-0.3472633062377077,-0.3548810479233449,0.45068590223404764,433,True,0.5,-0.3472633062377077,-0.01929240590209487,-0.006114855654175296,10,1,44,-0.3553689339812966,-0.023691262265419774,-0.011951063452911189,9,0,39,-0.05812902527247876,-0.00484408543937323,0.0024736198360252896,6,0,30
15,0.04,10.0,30,163,134,91,-0.46185016291417624,-0.4386106753956859,0.46732208431610495,534,True,0.6492537313432836,-0.46185016291417624,-0.025658342384120902,-0.02041393535559948,12,0,134,-0.3584680755712824,-0.02389787170475216,-0.017771348780602485,9,0,123,-0.2785255668024784,-0.023210463900206535,-0.015412101767635016,7,0,60
30,0.04,10.0,15,189,105,101,-0.44124848253821536,-0.5142333728608416,0.45354570979020475,534,True,0.4380952380952381,-0.4412484825382153,-0.024513804585456406,-0.022333135384147766,14,0,105,-0.36018637192302605,-0.024012424794868405,-0.02372688638963982,11,0,88,-0.27570851257342305,-0.02297570938111859,-0.01796029660511466,9,0,68
10,0.04,10.0,5,158,115,84,-0.34893706364388755,-0.19051844031209658,0.3970755256238003,525,True,0.3217391304347826,-0.34893706364388755,-0.01938539242466042,-0.015569416001643403,13,0,115,-0.36462219447224303,-0.024308146298149536,-0.017178572746961877,12,0,104,-0.07487899506874479,-0.006239916255728732,-0.015569416001643403,9,0,53
120,0.04,8.0,5,223,135,120,-0.41266918630820554,-0.41156916432051405,0.41321422145331815,534,True,0.2740740740740741,-0.4126691863082056,-0.02292606590601142,-0.01347831540087112,16,0,135,-0.3646782170729981,-0.024311881138199872,-0.01305265963424028,13,0,118,-0.20117270392483855,-0.016764391993736544,-0.010811646976584315,10,0,91
10,0.04,6.0,60,236,133,128,-0.3708972910881385,-0.22849324659711884,0.526729784702514,399,True,0.47368421052631576,-0.3708972910881385,-0.02060540506045214,0.0023484313282469147,8,0,133,-0.3679478026647348,-0.02452985351098232,0.0034892438000765375,6,0,114,-0.09115065979473297,-0.007595888316227747,0.014257544040460313,5,0,78
45,0.04,6.0,15,484,334,289,-0.4654278629505638,-0.582298574009721,0.4923734226942737,387,True,0.4251497005988024,-0.4654278629505636,-0.025857103497253533,-0.024270921572163248,14,0,334,-0.36834752132444515,-0.024556501421629677,-0.030936430537143008,12,0,292,-0.30658313359432254,-0.025548594466193546,-0.03459873607494259,10,0,209
45,0.04,6.0,5,484,371,323,-0.47727631842153756,-0.5342449410667258,0.5168703723650404,532,True,0.41509433962264153,-0.4772763184215374,-0.026515351023418746,-0.023098114659008347,14,0,371,-0.37548332417282126,-0.025032221611521417,-0.020283653431385683,12,0,324,-0.2438743887072402,-0.02032286572560335,-0.021039179780550837,9,0,231
60,0.06,8.0,15,122,71,69,-0.40581374777585544,-0.3197879385223956,0.458681891550813,507,True,0.36619718309859156,-0.40581374777585544,-0.022545208209769747,-0.012785781466347063,11,2,71,-0.3763642306410838,-0.025090948709405588,-0.008907981822578789,9,2,64,-0.1898229963225634,-0.015818583026880283,-0.012785781466347063,8,2,47
60,0.06,6.0,30,186,109,103,-0.33065524254233025,-0.26007822414613635,0.43762182568985425,388,True,0.45871559633027525,-0.3306552425423302,-0.018369735696796122,-0.0008822253946395254,10,0,109,-0.3773269662332809,-0.025155131082218726,-0.0012512595830194116,9,0,97,-0.18394459864630827,-0.015328716553859022,-0.0023667343336436445,8,0,67
30,0.04,8.0,30,280,167,146,-0.5237805716366157,-0.6349432330753737,0.5448098423780454,534,True,0.5029940119760479,-0.5237805716366157,-0.029098920646478652,-0.027593622662754513,12,0,167,-0.37921306179394865,-0.025280870786263242,-0.02247183089136339,9,0,147,-0.41182023956673824,-0.03431835329722819,-0.026194876015435752,8,0,103
15,0.06,8.0,30,66,54,34,-0.4496243704095485,-0.40419794303585344,0.4496243704095486,525,True,0.6481481481481481,-0.44962437040954856,-0.024979131689419364,-0.011987371614463503,12,2,54,-0.38152186932020277,-0.025434791288013518,-0.012523798134417728,10,2,51,-0.16446977920304018,-0.013705814933586682,-0.011474067553948251,8,2,20
90,0.04,6.0,30,507,275,235,-0.5305303160602884,-0.5830751445321556,0.5853675177746301,539,True,0.4254545454545455,-0.5305303160602882,-0.02947390644779379,-0.021493556190355173,15,0,275,-0.38286119593795975,-0.025524079729197315,-0.019636138058061407,12,0,237,-0.24064486870682583,-0.02005373905890215,-0.019468621494642,10,0,170
10,0.04,6.0,15,236,185,143,-0.3451375262351419,-0.21910434295045356,0.3944612674498499,399,True,0.3945945945945946,-0.34513752623514177,-0.01917430701306343,0.001964153981537489,9,0,185,-0.3839050593148007,-0.025593670620986712,-0.004819630674662841,8,0,166,-0.10403630563193289,-0.008669692135994408,-0.005978989896095798,6,0,87
15,0.06,6.0,30,78,64,43,-0.3358748509093431,-0.2855097055688719,0.42007054317180154,433,True,0.65625,-0.3358748509093431,-0.01865971393940795,-0.002443428212931197,11,1,64,-0.38666821287613984,-0.025777880858409322,-0.0025271286885292215,10,1,58,-0.14807199900664147,-0.012339333250553456,-0.00565811451437481,7,1,24
90,0.04,6.0,15,507,294,253,-0.5874020591823355,-0.6553759134385782,0.5937335856509977,539,True,0.3979591836734694,-0.5874020591823353,-0.03263344773235197,-0.017496839917977947,17,0,294,-0.38799869153243244,-0.025866579435495494,-0.012468297459994157,14,0,255,-0.30826826490319187,-0.02568902207526599,-0.014199775345043644,11,0,189
15,0.06,6.0,15,78,65,44,-0.37035969460945756,-0.30579089434479967,0.42753439593310993,458,True,0.4461538461538462,-0.3703596946094575,-0.020575538589414306,-0.011622071627164108,12,1,65,-0.3906406279057437,-0.026042708527049582,-0.012078977532769205,10,1,59,-0.0987232246559423,-0.008226935387995191,-0.00962757732266772,8,1,25
60,0.02,10.0,5,245,150,136,-0.37863399369819295,-0.36376617037321,0.386162325996119,441,True,0.32666666666666666,-0.37863399369819295,-0.02103522187212183,-0.010915664372351745,13,1,150,-0.39089836360696845,-0.02605989090713123,-0.011506782538374663,11,1,131,-0.18356421865382055,-0.015297018221151712,-0.014598646636793106,8,1,100
90,0.04,6.0,5,507,342,289,-0.4964886803355081,-0.4952331335472051,0.5153564213548063,533,True,0.36257309941520466,-0.496488680335508,-0.02758270446308378,-0.026367400102163242,16,0,342,-0.3921711010242854,-0.026144740068285693,-0.023007838529335505,13,0,301,-0.21314746820321132,-0.017762289016934277,-0.01770903880535172,10,0,217
120,0.04,6.0,60,507,225,199,-0.4420347787892669,-0.46111334435181806,0.4657643197048756,423,True,0.4311111111111111,-0.4420347787892667,-0.024557487710514816,-0.015697936022140445,10,0,225,-0.39288473424249426,-0.026192315616166285,-0.004712097926127187,8,0,191,-0.09965533409171956,-0.008304611174309964,-0.0020485765731202577,6,0,156
30,0.02,10.0,60,413,186,181,-0.5417068188166597,-0.5612372725282166,0.6057029819526597,540,True,0.46236559139784944,-0.5417068188166597,-0.030094823267592205,-0.03103293226798786,14,0,186,-0.394860782678945,-0.026324052178596333,-0.025219563694267134,11,0,156,-0.16257137301265126,-0.013547614417720939,-0.02245329020426661,8,0,125
90,0.02,8.0,15,388,228,196,-0.49745259442081213,-0.5575453041075707,0.49985491125313997,386,True,0.35964912280701755,-0.4974525944208121,-0.02763625524560067,-0.0353889578333311,12,0,228,-0.4094046690269602,-0.027293644601797347,-0.03442077519087277,10,0,197,-0.3607514125827656,-0.03006261771523047,-0.0353889578333311,9,0,139
90,0.02,8.0,5,388,254,221,-0.4700301407209819,-0.505299939514054,0.4811826113322205,539,True,0.3188976377952756,-0.470030140720982,-0.02611278559561011,-0.0155337998186592,15,0,254,-0.40981148793423183,-0.02732076586228212,-0.015026796260420576,12,0,219,-0.2505740326469746,-0.02088116938724788,-0.0155337998186592,10,0,151
120,0.02,8.0,5,337,204,164,-0.4621452080883819,-0.46048581881440787,0.4721442209033724,507,True,0.29901960784313725,-0.46214520808838183,-0.025674733782687878,-0.01880183475421736,14,0,204,-0.41029289708346944,-0.02735285980556463,-0.015536278315099178,12,0,179,-0.23158443321237687,-0.019298702767698073,-0.012053456317013763,9,0,119
60,0.04,8.0,30,301,147,144,-0.47477833645014483,-0.4875884400852853,0.5014305929245447,520,True,0.3945578231292517,-0.4747783364501448,-0.026376574247230264,-0.02638457841762452,14,0,147,-0.4123503702778781,-0.02749002468519187,-0.019213732889426162,12,0,127,-0.2835227039801952,-0.023626891998349598,-0.013613674691695318,9,0,99
60,0.06,6.0,15,186,119,111,-0.41158250977364935,-0.3716962561730547,0.4731603161263376,388,True,0.42857142857142855,-0.4115825097736493,-0.02286569498742496,-0.004617156269596482,9,0,119,-0.41258425660215364,-0.027505617106810244,-0.00936105488136639,8,0,106,-0.20514910873255382,-0.017095759061046153,-0.003023946372280259,6,0,70
10,0.04,10.0,15,158,102,80,-0.43203047791795507,-0.33877803387517075,0.45582573950112953,525,True,0.37254901960784315,-0.4320304779179551,-0.024001693217664172,-0.020170621669098776,10,0,102,-0.41373090015211134,-0.027582060010140755,-0.020705918429929415,9,0,91,-0.10234632353514864,-0.00852886029459572,-0.008049258615724694,6,0,52
10,0.06,6.0,60,55,29,27,-0.4621353356184025,-0.31973129112738286,0.48658315443339833,399,True,0.4827586206896552,-0.4621353356184025,-0.02567418531213347,-0.0019648174373655385,9,5,29,-0.41465599566262945,-0.027643733044175296,0.0,7,5,24,-0.05420507971184812,-0.004517089975987343,0.0,5,5,15
30,0.04,8.0,5,280,202,164,-0.3761931921628975,-0.3156316927714604,0.4156582507873027,441,True,0.49504950495049505,-0.3761931921628975,-0.020899621786827638,-0.012748472344147877,12,0,202,-0.4168678162840237,-0.027791187752268246,-0.013353946886400002,11,0,182,-0.2361365118052477,-0.019678042650437308,-0.012748472344147877,9,0,117
15,0.06,8.0,15,66,55,35,-0.44146779628291993,-0.31619857459062406,0.45635239433367947,513,True,0.43636363636363634,-0.44146779628292,-0.024525988682384443,-0.006666882985675413,11,2,55,-0.4183683183973379,-0.027891221226489193,-0.006157588858784587,9,2,52,-0.09765416914331437,-0.008137847428609532,-0.006666882985675413,8,2,21
90,0.02,6.0,60,1136,394,357,-0.5559606903287999,-0.6326976622616475,0.659229120482026,525,True,0.4873096446700508,-0.5559606903287998,-0.030886705018266656,-0.03311610731292373,12,0,394,-0.42859090919602005,-0.02857272727973467,-0.028552940803439484,10,0,330,-0.2097926810022524,-0.017482723416854366,-0.021745735509402155,8,0,255
60,0.02,8.0,5,595,375,324,-0.5338290312749658,-0.48365386684713974,0.5546907697646195,542,True,0.3546666666666667,-0.5338290312749656,-0.029657168404164755,-0.026662454022033065,13,0,375,-0.4315204137351165,-0.0287680275823411,-0.011551779191184655,10,0,324,-0.2942401706063082,-0.02452001421719235,-0.018472162580418762,9,0,219
10,0.04,6.0,30,236,177,136,-0.38718299596594163,-0.21313966841399337,0.4464556438634716,433,True,0.632768361581921,-0.3871829959659416,-0.02151016644255231,-0.0032472466182051343,10,0,177,-0.4330013209643,-0.028866754730953334,-0.003833329415333984,9,0,158,-0.15863958298673442,-0.013219965248894535,0.003885603021296153,6,0,83
60,0.02,10.0,30,245,121,118,-0.4655375848404102,-0.5384234319460824,0.47419756013049874,386,True,0.36363636363636365,-0.46553758484041013,-0.025863199157800564,-0.019490498438011913,13,1,121,-0.4343464263199944,-0.02895642842133296,-0.01966212846470137,11,1,103,-0.4233908824123017,-0.03528257353435848,-0.03709796074290926,10,1,84
30,0.02,10.0,5,413,267,225,-0.4860257230474313,-0.3838886074909571,0.5071098225490243,521,True,0.45318352059925093,-0.48602572304743125,-0.027001429058190626,-0.015102610006275257,13,0,267,-0.4374420323795411,-0.029162802158636075,-0.01711318188002274,11,0,233,-0.18912485796756645,-0.01576040483063054,-0.013260222741008482,9,0,157
15,0.06,6.0,60,78,43,42,-0.4016008716317207,-0.27418350936126984,0.5135299480539481,399,True,0.5116279069767442,-0.4016008716317207,-0.022311159535095593,-0.0030915572263675566,10,1,43,-0.438460140667093,-0.029230676044472867,-0.003559089491736776,9,1,37,-0.05302485643349891,-0.00441873803612491,-0.0030915572263675566,7,1,24
10,0.06,8.0,60,52,27,25,-0.4689300693125932,-0.35731548166236526,0.4866015954089816,525,True,0.4444444444444444,-0.4689300693125932,-0.026051670517366288,-0.0019648174373655385,9,6,27,-0.43846199900914684,-0.029230799933943123,0.0,7,5,23,-0.05420507971184812,-0.004517089975987343,0.0,5,5,15
30,0.02,10.0,15,413,216,204,-0.5541188584892469,-0.6530872025091057,0.5736172081815072,534,True,0.4305555555555556,-0.5541188584892468,-0.03078438102718038,-0.029737844596734196,15,0,216,-0.44783597866918057,-0.029855731911278705,-0.029491692660035138,12,0,183,-0.36325426926343707,-0.030271189105286422,-0.029737844596734196,9,0,145
120,0.04,6.0,15,507,274,246,-0.4957423719687876,-0.4867073683593987,0.497651687067992,540,True,0.40875912408759124,-0.49574237196878757,-0.027541242887154864,-0.013237453582928882,15,0,274,-0.4480893344547825,-0.0298726222969855,-0.013944490118681712,12,0,238,-0.21908334161567652,-0.01825694513463971,-0.013237453582928882,10,0,189
10,0.04,10.0,30,158,83,76,-0.3774971769344048,-0.344828229365355,0.4325392967016006,458,True,0.5301204819277109,-0.3774971769344048,-0.020972065385244713,-0.012812299054986319,12,0,83,-0.4485050748776534,-0.029900338325176894,-0.013346212818153845,11,0,72,-0.20797582334136983,-0.01733131861178082,-0.009770739820505577,8,0,50
15,0.04,10.0,15,163,99,94,-0.4665129222736807,-0.3978340341213954,0.48396583615060296,507,True,0.3939393939393939,-0.4665129222736807,-0.025917384570760038,-0.018930096573844975,12,0,99,-0.44859941718262814,-0.02990662781217521,-0.0257478120371617,10,0,88,-0.26649624210094375,-0.022208020175078644,-0.024123952669011125,8,0,62
60,0.02,10.0,60,245,113,110,-0.5198459034509448,-0.5719079409472076,0.533098795545911,386,True,0.37168141592920356,-0.5198459034509448,-0.028880327969496935,-0.03116795988963405,13,1,113,-0.45516568213502795,-0.030344378809001864,-0.025344351192782773,11,1,95,-0.44219109521288935,-0.036849257934407444,-0.03116795988963405,10,1,77
15,0.04,10.0,60,163,89,88,-0.4864564509368639,-0.38340214948538165,0.5287045536916769,534,True,0.449438202247191,-0.4864564509368639,-0.027025358385381327,-0.008343589056607087,12,0,89,-0.4561281158503459,-0.030408541056689727,-0.0125153758025871,9,0,78,-0.1777567101196344,-0.0148130591766362,0.0035264090631759205,6,0,59
