symbol,bucket,markout_0.25s_bps,markout_1s_bps,markout_5s_bps,markout_15s_bps,markout_30s_bps,markout_60s_bps
AAPL,high,0.0071306825501355866,0.06864143367302553,-0.11855513490140329,0.06885805825405691,0.020875937174704432,0.49295903873549496
AAPL,low,0.10556850814099067,0.09168901184377096,0.18453472023579873,-0.13364386888729873,-0.27861503350869005,-0.4071682819807316
AAPL,middle,0.060453520608535,0.054290907618535514,0.12318691435142622,0.2345742461918927,0.37295973332849436,0.34865010111642125
AMD,high,0.12878671639092984,0.3226057366892502,0.4113793343110919,0.1903515629348752,1.212595747231835,0.733885686851884
AMD,low,0.24483804055423122,0.21302654749371816,0.22612894727187535,0.24242183969136638,0.3414649225745826,0.9706812614773204
AMD,middle,0.08524368454489462,0.04122446711605678,0.022159591225637407,-0.023061780279024113,-0.23070730720365284,-0.5528317588980254
AMZN,high,0.04407924587173159,0.17014541198996494,0.13269875768795766,-0.10811105079930096,0.3762814583158878,0.7673719516640187
AMZN,low,0.12268900641000414,0.14319997139793925,0.027816487974528504,-0.09094775889445807,0.03577174748281109,0.07944975023868368
AMZN,middle,0.07173942818507455,0.07928651949041526,0.20848254779976136,0.2216851506632189,0.2315306814107127,0.20405331943974137
AVGO,high,-0.1497251348050632,-0.6066834313742955,-0.4942987232443949,0.46049841339779934,0.6941929979117103,-2.5922770361751715
AVGO,low,0.46551884010654665,0.6568729707594925,0.7187278569499342,0.27125023730193154,-0.3241967428242332,0.3081426512296473
AVGO,middle,0.004191057418893179,0.05607253278151707,-0.031799785423092995,-0.06704411848366444,-0.5945909955097671,-2.4167657132728144
BAC,high,0.08027754090986704,0.044832774329153974,0.41089902883106993,-0.08569209694957011,-0.5088482338635886,-3.2817611418561556
BAC,low,0.21981865912458606,0.29559012909277793,0.39595275138941605,0.26646156225904577,0.4066549517817536,0.9232943770603883
BAC,middle,0.13805195330976303,0.22266932959427052,0.32050960359918257,0.43329541384650216,0.7696303897517268,1.2542394216113564
COST,high,-0.33045852648183244,-0.5457241848383696,-0.45755636627347945,-0.3327415062933574,0.9056249579436468,-0.16909268567032032
COST,low,0.31948086500659045,0.3988171982059256,0.3969306713396426,0.26160737000561624,0.9398508522851409,0.4962715557866662
COST,middle,0.20070386349467267,0.26932780656993127,0.6589726859056981,0.49971713805743684,1.6730264407853428,1.01122771938878
CVX,high,0.020856944359065314,-0.19146269276820915,0.3627734429567066,0.9498973913329452,-0.20281287508971735,-1.970770870872787
CVX,low,0.22279137073498465,0.26730706679189864,0.3480718846905496,0.805953160330026,0.7417547881066592,0.9993769889233681
CVX,middle,0.060311259486655014,0.0863330158605334,0.2794768900735476,0.7615075991849916,1.3305042464383323,1.7172554479232442
DIS,high,-0.13020777979735476,-0.28044360957424597,-0.7980279678359278,0.02888292855071727,1.5999583243815434,4.597839291026824
DIS,low,0.4343395564750239,0.41207738154144635,0.47684933632283705,0.08427726751336016,0.03993024237333037,-0.6240853032347113
DIS,middle,0.11440148181077375,0.17535905217407036,0.15214449925856605,0.07069211905076621,0.11214553791656307,0.5411306581775847
GOOGL,high,0.0661874396877006,0.061877824384176654,0.1535164345718815,-0.05031851913281436,0.30305352182325307,0.7013851134586842
GOOGL,low,0.130599175610021,0.08039687943274178,0.26711984351046886,0.3022607026684639,0.14765607651529347,0.2583305787799134
GOOGL,middle,0.06473416676391638,0.08835485571749944,0.20778898216884328,0.24529068834497628,0.32629542237587933,0.3084518059430408
HD,high,-0.3372019027921591,-0.1761406293352461,-0.6525914682026749,-0.8087821842419729,-0.9790399561311289,0.8271152093486607
HD,low,0.5409054835709259,0.745128442222613,1.183189447064661,0.9187728494904679,1.8573791331403833,1.2366908813668702
HD,middle,0.04963401707952177,0.03653798463295314,-0.042307670005837,-0.19325780543996146,-0.2089401353518045,0.12513889382473975
JNJ,high,-0.17634198902524886,-0.3826176539673989,-0.8254011170808743,-0.41781648230122104,0.9108024006203242,1.259099946636322
JNJ,low,0.22938705936787865,0.29540611876425055,0.4602915043644952,0.44870484810760863,0.5645637257850613,0.5667698231587682
JNJ,middle,0.009706273112143995,0.04640363358748756,0.06886560511957704,0.19887404431056804,0.17531311262943092,0.654115912129741
JPM,high,-0.26244339263135874,-0.35330483710126187,-0.8907476569180616,-1.091629775488939,-0.7999664350076914,-1.5390601448632824
JPM,low,0.3029195798976426,0.463451464638218,0.8189021173507021,1.2091934728368208,0.7529438606198149,1.1080171577915665
JPM,middle,-0.004710468664794183,-0.02963924807513001,0.04924996520229647,0.3003472092622774,0.2807301251588901,-0.05356439167836799
LLY,high,-0.31067745730207835,-0.4101835134322841,-0.42815982812654596,-0.5993566555738683,-0.3438856426449418,0.6366628235313677
LLY,low,0.2169264969615441,0.277229906351559,0.6999218263415571,0.0044016182026748035,0.44333321468398007,1.946477080448556
LLY,middle,0.2103018293563985,0.32486014600587704,0.6755295534954258,0.9588832214802518,1.515695194428453,2.898590528036842
META,high,-0.2518660240984155,-0.39924322948522567,-1.733783167185579,-3.142274996275459,-3.2517086740188854,-6.308070021117503
META,low,0.2880872094783883,0.5569114876867602,1.125863836493649,1.7825107457947515,2.3107658431571694,2.9949855242018706
META,middle,0.0003514054305316382,-0.11998138454623278,-0.3125105941464943,-0.4301465133689829,-0.6147884934518522,-0.7684597190738144
MSFT,high,-0.09977662676661359,0.02151540797315202,0.30090462844449545,-0.4212215878042283,-0.5855170161379326,0.8859603526929973
MSFT,low,0.147427628660088,0.16704008773045015,0.11027159140440036,0.2609485208380854,-0.01674533094754854,-0.576734758853232
MSFT,middle,0.0350265526827921,0.07387403072342436,0.19638866931784088,0.13377123992065743,0.11909652050645696,0.21052604707724698
MU,high,-0.2271010417560282,0.48798342359350966,2.0447860366235444,1.3386539311281889,0.7420063613874762,-0.3952975019813577
MU,low,0.2912161184312579,0.19460367184020655,-0.13032320528573715,-0.011892468382758656,-0.8333144938316328,-0.28164615384577535
MU,middle,0.17672422439781188,0.19366990026566042,0.32070935905243925,0.4467642494667383,0.15667497466215297,-0.014924945726944723
NVDA,high,0.07297193131022565,0.001534860436801185,0.000994461598836753,-0.0223749519349245,-0.05376629707617555,0.2569790157824025
NVDA,low,0.1727275504528063,0.1502924817218888,0.1555243246883631,0.4175693367413889,0.4886053185917953,-0.042060795431699355
NVDA,middle,0.08714994587486154,0.09704654173810617,0.048263797104696415,0.15626240795324767,0.15401244266072983,0.37080034989212807
PLTR,high,0.16058259207793898,0.047979712165426965,0.471288469165519,0.5769179098218031,0.23470082117983043,0.7433376295697296
PLTR,low,0.28087803797100125,0.2931863109050167,0.6959055233427804,0.27818700294243354,0.2948300873230663,0.9646136955111942
PLTR,middle,0.125154142813381,0.21670314359290113,0.36990481041354645,0.3660285289194408,0.37185288254630416,-0.0699501938419366
TSLA,high,-0.029865211625473204,-0.13334129740255127,-0.2006549363925938,0.30056647618914906,-0.9920410462546663,-3.738325608487582
TSLA,low,0.15643017801358908,0.21789573652586253,0.09585178263037093,0.37917265494714897,-0.025456106411489467,-1.2737392797213793
TSLA,middle,0.1045426011837487,0.15858955455462426,0.02093913845598867,-0.22662794094509942,0.0014678555856827715,0.6026311053125342
UBER,high,-0.32785037603938255,-0.6996362858796401,-1.2218182042369083,-1.695137722976193,-4.922662523704453,-6.236331590741855
UBER,low,0.27916757988036545,0.42340343828939525,0.4773483524008344,0.3261592015923147,-0.03833820334905034,-0.09582580643301784
UBER,middle,0.09661327525007683,0.035399780416026864,0.0484055354183203,-0.33153583284778926,-0.1832334747282009,-0.5109883008574853
UNH,high,-0.37243106336097415,-0.9077711254566181,-1.5494138732058516,-0.18905816087854857,-1.0462105345855068,-3.9015931954743457
UNH,low,0.5836929725402039,0.7467435387463746,1.2065765427171251,1.4734309959264813,1.9613948789732314,1.670256710269349
UNH,middle,0.04758970536873551,0.09127254025745939,0.47116944422695745,0.6826581536369837,0.45729155494637047,0.1874552656637869
WFC,high,0.13924593028150103,0.47417803212304516,1.0053263307983913,1.638168073072956,2.0577590229891305,2.798154593370103
WFC,low,0.21748221387756464,0.29538736116422926,0.35349605587477645,0.38365540397730113,0.7328178263412897,1.0004138570415233
WFC,middle,0.05801131086914975,0.09984865773447749,-0.009180222470017652,0.01280743149391986,0.0481364704568293,0.6937435507628072
WMT,high,0.027815766750762586,0.148975133838392,0.11795237696568495,0.14983627014877865,0.1829850135176278,0.7981098144053023
WMT,low,0.1893637243718505,0.2332494116077405,0.12848996298899026,0.06978263719615692,0.045085037701399974,-0.03937763233971094
WMT,middle,0.08520676873751265,0.09166641923285145,0.23913805369629626,0.20133155327611385,0.12126886175809094,0.011102232523909333
XOM,high,0.0852346485867425,0.16469682284412596,0.3417016142840446,-0.4939366733892641,-1.1615256452580784,-0.4750076451617519
XOM,low,0.14289840359188072,0.16964487818115964,0.18247841801920806,0.23390873336412465,-0.11450848266032722,-0.4718915505861343
XOM,middle,0.09937695889760526,0.11360446228666433,0.003198552369543242,-0.20298167444286783,-0.2538173424306061,-0.5029674549498533
