variant,extra_bps,symbol,net_pnl
control_126_21,2.0,HAS,0.0
control_126_21,2.0,GEHC,0.0
control_126_21,2.0,FTNT,0.0
control_126_21,2.0,FAST,0.0
control_126_21,2.0,FANG,0.0
control_126_21,2.0,INCY,0.0
control_126_21,2.0,HON,0.0
control_126_21,2.0,ILMN,0.0
control_126_21,2.0,IDXX,0.0
control_126_21,2.0,INSM,0.0
control_126_21,2.0,HSIC,0.0
control_126_21,2.0,MSFT,0.0
control_126_21,2.0,MDB,0.0
control_126_21,2.0,MCHP,0.0
control_126_21,2.0,FOXA,0.0
control_126_21,2.0,FI,0.0
control_126_21,2.0,EXPE,0.0
control_126_21,2.0,CTSH,0.0
control_126_21,2.0,CPRT,0.0
control_126_21,2.0,EBAY,0.0
control_126_21,2.0,EA,0.0
control_126_21,2.0,DLTR,0.0
control_126_21,2.0,CTXS,0.0
control_126_21,2.0,EXC,0.0
control_126_21,2.0,CTAS,0.0
control_126_21,2.0,CSCO,0.0
control_126_21,2.0,CSGP,0.0
control_126_21,2.0,WYNN,0.0
control_126_21,2.0,XEL,0.0
control_126_21,2.0,WMT,0.0
control_126_21,2.0,ULTA,0.0
control_126_21,2.0,VRSK,0.0
control_126_21,2.0,VSNT,0.0
control_126_21,2.0,SGEN,0.0
control_126_21,2.0,SOLS,0.0
control_126_21,2.0,LIN,0.0
control_126_21,2.0,JBHT,0.0
control_126_21,2.0,JD,0.0
control_126_21,2.0,MNST,0.0
control_126_21,2.0,MAR,0.0
control_126_21,2.0,NTES,0.0
control_126_21,2.0,MYL,0.0
control_126_21,2.0,MXIM,0.0
control_126_21,2.0,SHOP,0.0
control_126_21,2.0,PAYX,0.0
control_126_21,2.0,ORLY,0.0
control_126_21,2.0,PCAR,0.0
control_126_21,2.0,QQQ,0.0
control_126_21,2.0,ROST,0.0
control_126_21,2.0,RIVN,0.0
control_126_21,2.0,PYPL,0.0
control_126_21,2.0,SIRI,0.0
control_126_21,2.0,NXPI,0.0
control_126_21,2.0,ODFL,0.0
control_126_21,2.0,OKTA,0.0
control_126_21,2.0,ON,0.0
control_126_21,2.0,NLOK,0.0
control_126_21,2.0,NTAP,0.0
control_126_21,2.0,MTCH,0.0
control_126_21,2.0,UAL,0.0
control_126_21,2.0,TEAM,0.0
control_126_21,2.0,TRI,0.0
control_126_21,2.0,TTD,0.0
control_126_21,2.0,SWKS,0.0
control_126_21,2.0,SPLK,0.0
control_126_21,2.0,TCOM,0.0
control_126_21,2.0,SNPS,0.0
control_126_21,2.0,REGN,-0.00037100041415287846
control_126_21,2.0,BIIB,-0.0008167167076573272
control_126_21,2.0,PEP,-0.0047344290222510145
control_126_21,2.0,MDLZ,-0.005435081525748912
control_126_21,2.0,CSX,-0.005619801189378748
control_126_21,2.0,TMUS,-0.00931871611928851
control_126_21,2.0,BKNG,-0.010421003959991845
control_126_21,2.0,TXN,-0.011086163786174124
control_126_21,2.0,PANW,-0.014360256106505626
control_126_21,2.0,DASH,-0.019308596054430124
control_126_21,2.0,AMGN,-0.02318433476217631
control_126_21,2.0,AVGO,-0.023579224014827455
control_126_21,2.0,MRVL,-0.023730734159885844
control_126_21,2.0,XLNX,-0.02518748543829368
control_126_21,2.0,KLAC,-0.025451854558179995
control_126_21,2.0,DXCM,-0.025594960812514656
control_126_21,2.0,QCOM,-0.029047785790326505
control_126_21,2.0,COST,-0.05029047091082496
control_126_21,2.0,ARM,-0.05217747569194458
control_126_21,2.0,ZS,-0.08216271568739182
control_126_21,2.0,ENPH,-0.10694494225411982
control_126_21,2.0,PTON,-0.11648993717003278
control_126_21,2.0,SMCI,-0.14124568510040733
control_126_21,2.0,BIDU,-0.14584873187287356
control_126_21,5.0,TSLA,0.7290676788484627
control_126_21,5.0,NVDA,0.6415210204477796
control_126_21,5.0,PLTR,0.3821708136581552
control_126_21,5.0,ZM,0.35481849308956986
control_126_21,5.0,WDC,0.3243434896358104
control_126_21,5.0,MRNA,0.2799494467389091
control_126_21,5.0,MU,0.27075647196682945
control_126_21,5.0,META,0.17181675449914324
control_126_21,5.0,CRWD,0.1653393797001815
control_126_21,5.0,MSTR,0.11684945590203694
control_126_21,5.0,APP,0.10630166832510118
control_126_21,5.0,PDD,0.10351526424957577
control_126_21,5.0,NFLX,0.08572473327556251
control_126_21,5.0,AMD,0.08500377234644199
control_126_21,5.0,MELI,0.07840664135229164
control_126_21,5.0,ASML,0.07408512983642825
control_126_21,5.0,LRCX,0.07337682693026862
control_126_21,5.0,WBD,0.0662687739345786
control_126_21,5.0,STX,0.05779790242345342
control_126_21,5.0,GILD,0.05130715922117525
control_126_21,5.0,DDOG,0.040939989570856275
control_126_21,5.0,ADBE,0.03328683195225853
control_126_21,5.0,DOCU,0.03136400217596752
control_126_21,5.0,CEG,0.030404218925244184
control_126_21,5.0,SBUX,0.029258302353312064
control_126_21,5.0,AMAT,0.026647930801631053
control_126_21,5.0,VRTX,0.026467513993565023
control_126_21,5.0,LCID,0.02473824953283261
control_126_21,5.0,SNDK,0.021535029833654868
control_126_21,5.0,AZN,0.01736534159188574
control_126_21,5.0,GOOG,0.014984726422441126
control_126_21,5.0,INTU,0.013375896321156027
control_126_21,5.0,AAPL,0.008473721635193035
control_126_21,5.0,ADP,0.006774506718945122
control_126_21,5.0,LULU,0.003879228744935255
control_126_21,5.0,ATVI,0.0026582034747273378
control_126_21,5.0,INTC,0.0024271255514182926
control_126_21,5.0,GOOGL,8.887769220392938e-05
control_126_21,5.0,WDAY,0.0
control_126_21,5.0,WTW,0.0
control_126_21,5.0,WBA,0.0
control_126_21,5.0,VRSN,0.0
control_126_21,5.0,ROP,0.0
control_126_21,5.0,CELG,0.0
control_126_21,5.0,CMCSA,0.0
control_126_21,5.0,BKR,0.0
control_126_21,5.0,CDNS,0.0
control_126_21,5.0,CDW,0.0
control_126_21,5.0,TTWO,0.0
control_126_21,5.0,AXON,0.0
control_126_21,5.0,CHTR,0.0
control_126_21,5.0,CHKP,0.0
control_126_21,5.0,CERN,0.0
control_126_21,5.0,ADSK,0.0
control_126_21,5.0,ALGN,0.0
control_126_21,5.0,BMRN,0.0
control_126_21,5.0,ANSS,0.0
control_126_21,5.0,AMZN,0.0
control_126_21,5.0,AEP,0.0
control_126_21,5.0,ALXN,0.0
control_126_21,5.0,ALNY,0.0
control_126_21,5.0,ABNB,0.0
control_126_21,5.0,AAL,0.0
control_126_21,5.0,ADI,0.0
control_126_21,5.0,CCEP,0.0
control_126_21,5.0,GFS,0.0
control_126_21,5.0,FOX,0.0
control_126_21,5.0,FER,0.0
control_126_21,5.0,CTSH,0.0
control_126_21,5.0,MPWR,0.0
control_126_21,5.0,MDB,0.0
control_126_21,5.0,LBTYA,0.0
control_126_21,5.0,LBTYK,0.0
control_126_21,5.0,KHC,0.0
control_126_21,5.0,HAS,0.0
control_126_21,5.0,GEHC,0.0
control_126_21,5.0,FTNT,0.0
control_126_21,5.0,FAST,0.0
control_126_21,5.0,JBHT,0.0
control_126_21,5.0,HON,0.0
control_126_21,5.0,HSIC,0.0
control_126_21,5.0,ILMN,0.0
control_126_21,5.0,IDXX,0.0
control_126_21,5.0,INSM,0.0
control_126_21,5.0,INCY,0.0
control_126_21,5.0,MSFT,0.0
control_126_21,5.0,MNST,0.0
control_126_21,5.0,MCHP,0.0
control_126_21,5.0,FOXA,0.0
control_126_21,5.0,FI,0.0
control_126_21,5.0,EXPE,0.0
control_126_21,5.0,FANG,0.0
control_126_21,5.0,CPRT,0.0
control_126_21,5.0,EBAY,0.0
control_126_21,5.0,EA,0.0
control_126_21,5.0,DLTR,0.0
control_126_21,5.0,CTXS,0.0
control_126_21,5.0,EXC,0.0
control_126_21,5.0,CTAS,0.0
control_126_21,5.0,CSCO,0.0
control_126_21,5.0,CSGP,0.0
control_126_21,5.0,WYNN,0.0
control_126_21,5.0,XEL,0.0
control_126_21,5.0,WMT,0.0
control_126_21,5.0,ULTA,0.0
control_126_21,5.0,VRSK,0.0
control_126_21,5.0,VSNT,0.0
control_126_21,5.0,SGEN,0.0
control_126_21,5.0,SOLS,0.0
control_126_21,5.0,UAL,0.0
control_126_21,5.0,LIN,0.0
control_126_21,5.0,KDP,0.0
control_126_21,5.0,JD,0.0
control_126_21,5.0,MAR,0.0
control_126_21,5.0,NTES,0.0
control_126_21,5.0,MYL,0.0
control_126_21,5.0,MXIM,0.0
control_126_21,5.0,SHOP,0.0
control_126_21,5.0,PAYX,0.0
control_126_21,5.0,ORLY,0.0
control_126_21,5.0,PCAR,0.0
control_126_21,5.0,QQQ,0.0
control_126_21,5.0,ROST,0.0
control_126_21,5.0,RIVN,0.0
control_126_21,5.0,PYPL,0.0
control_126_21,5.0,SIRI,0.0
control_126_21,5.0,NXPI,0.0
control_126_21,5.0,ODFL,0.0
control_126_21,5.0,OKTA,0.0
control_126_21,5.0,ON,0.0
control_126_21,5.0,NLOK,0.0
control_126_21,5.0,NTAP,0.0
control_126_21,5.0,MTCH,0.0
control_126_21,5.0,SWKS,0.0
control_126_21,5.0,TEAM,0.0
control_126_21,5.0,TRI,0.0
control_126_21,5.0,TTD,0.0
control_126_21,5.0,SPLK,0.0
control_126_21,5.0,SNPS,0.0
control_126_21,5.0,TCOM,0.0
control_126_21,5.0,ISRG,-8.611321397115467e-05
control_126_21,5.0,REGN,-0.0009710004141528783
control_126_21,5.0,BIIB,-0.0012167167076573273
control_126_21,5.0,PEP,-0.004934429022251014
control_126_21,5.0,MDLZ,-0.0056350815257489115
control_126_21,5.0,CSX,-0.005819801189378747
control_126_21,5.0,TMUS,-0.00991871611928851
control_126_21,5.0,BKNG,-0.010621003959991843
control_126_21,5.0,TXN,-0.011286163786174124
control_126_21,5.0,PANW,-0.015560256106505629
control_126_21,5.0,DASH,-0.019708596054430125
control_126_21,5.0,AMGN,-0.02378433476217631
control_126_21,5.0,MRVL,-0.024330734159885847
control_126_21,5.0,AVGO,-0.025379224014827454
control_126_21,5.0,XLNX,-0.02538748543829368
control_126_21,5.0,DXCM,-0.02579496081251466
control_126_21,5.0,KLAC,-0.025851854558179996
control_126_21,5.0,QCOM,-0.029447785790326506
control_126_21,5.0,COST,-0.05069047091082496
control_126_21,5.0,ARM,-0.052577475691944583
control_126_21,5.0,ZS,-0.08256271568739183
control_126_21,5.0,ENPH,-0.10714494225411983
control_126_21,5.0,PTON,-0.11668993717003279
control_126_21,5.0,SMCI,-0.14144568510040734
control_126_21,5.0,BIDU,-0.14624873187287357
control_126_21,10.0,TSLA,0.7247343455151294
control_126_21,10.0,NVDA,0.6378543537811129
control_126_21,10.0,PLTR,0.3818374803248219
control_126_21,10.0,ZM,0.3541518264229032
control_126_21,10.0,WDC,0.32417682296914374
control_126_21,10.0,MRNA,0.2776161134055758
control_126_21,10.0,MU,0.26825647196682945
control_126_21,10.0,META,0.17081675449914324
control_126_21,10.0,CRWD,0.16467271303351483
control_126_21,10.0,MSTR,0.1165161225687036
control_126_21,10.0,APP,0.10563500165843452
control_126_21,10.0,PDD,0.09984859758290912
control_126_21,10.0,NFLX,0.08439139994222918
control_126_21,10.0,AMD,0.08200377234644199
