variant,extra_bps,month,net_pnl
control_126_21,0.0,2019-06,0.0
control_126_21,0.0,2019-07,0.0
control_126_21,0.0,2019-08,0.0
control_126_21,0.0,2019-09,0.0
control_126_21,0.0,2019-10,0.0
control_126_21,0.0,2019-11,0.0
control_126_21,0.0,2019-12,0.0
control_126_21,0.0,2020-01,0.0
control_126_21,0.0,2020-02,0.0
control_126_21,0.0,2020-03,0.0
control_126_21,0.0,2020-04,0.11896833275262318
control_126_21,0.0,2020-05,0.12367343779162762
control_126_21,0.0,2020-06,0.20669200040397473
control_126_21,0.0,2020-07,0.1549287298934839
control_126_21,0.0,2020-08,0.3409402304260124
control_126_21,0.0,2020-09,-0.010829007925209915
control_126_21,0.0,2020-10,-0.07410217621381193
control_126_21,0.0,2020-11,0.18752482960206
control_126_21,0.0,2020-12,-0.024089834894077355
control_126_21,0.0,2021-01,0.21846019214091644
control_126_21,0.0,2021-02,-0.09915066338925003
control_126_21,0.0,2021-03,-0.11069584611029962
control_126_21,0.0,2021-04,0.09302819007149908
control_126_21,0.0,2021-05,0.0034844460125518645
control_126_21,0.0,2021-06,0.09286502783026854
control_126_21,0.0,2021-07,0.036067212100835536
control_126_21,0.0,2021-08,0.08078457977548939
control_126_21,0.0,2021-09,-0.08124334742885152
control_126_21,0.0,2021-10,0.1045773260153194
control_126_21,0.0,2021-11,0.13510959671349745
control_126_21,0.0,2021-12,-0.06352638516167002
control_126_21,0.0,2022-01,-0.06684419656279086
control_126_21,0.0,2022-02,-0.022884571752703413
control_126_21,0.0,2022-03,0.10207893485422026
control_126_21,0.0,2022-04,-0.1657034400917875
control_126_21,0.0,2022-05,-0.07191722699384735
control_126_21,0.0,2022-06,-0.06044901840788981
control_126_21,0.0,2022-07,0.029923461352959573
control_126_21,0.0,2022-08,0.008141523401225089
control_126_21,0.0,2022-09,-0.010536206000997594
control_126_21,0.0,2022-10,0.044932142016004616
control_126_21,0.0,2022-11,0.180396293952233
control_126_21,0.0,2022-12,-0.03577017783151136
control_126_21,0.0,2023-01,0.03093442610575392
control_126_21,0.0,2023-02,0.01764084390441175
control_126_21,0.0,2023-03,-0.05471525060563893
control_126_21,0.0,2023-04,0.040038009143096416
control_126_21,0.0,2023-05,0.1851937445961053
control_126_21,0.0,2023-06,0.016755296253505803
control_126_21,0.0,2023-07,0.06694919971598819
control_126_21,0.0,2023-08,0.005885621648025382
control_126_21,0.0,2023-09,-0.046329824665483396
control_126_21,0.0,2023-10,-0.004491577806324288
control_126_21,0.0,2023-11,0.17045293437817716
control_126_21,0.0,2023-12,0.012831312740848663
control_126_21,0.0,2024-01,0.024562160201860934
control_126_21,0.0,2024-02,0.09916631466956613
control_126_21,0.0,2024-03,-0.027753709427481014
control_126_21,0.0,2024-04,-0.07074128699963225
control_126_21,0.0,2024-05,0.14846210093964854
control_126_21,0.0,2024-06,0.04692198937855577
control_126_21,0.0,2024-07,-0.16540944938580016
control_126_21,0.0,2024-08,-0.1161436499386221
control_126_21,0.0,2024-09,0.16304869492129537
control_126_21,0.0,2024-10,0.01372293876532749
control_126_21,0.0,2024-11,0.13652687717656198
control_126_21,0.0,2024-12,0.014200182021255656
control_126_21,0.0,2025-01,0.07139126773331862
control_126_21,0.0,2025-02,0.08992799686931667
control_126_21,0.0,2025-03,-0.058923411988201724
control_126_21,0.0,2025-04,0.3046141544989148
control_126_21,0.0,2025-05,0.13408484987363362
control_126_21,0.0,2025-06,0.041662578743029394
control_126_21,0.0,2025-07,0.008439645845609339
control_126_21,0.0,2025-08,-0.045010613065157634
control_126_21,0.0,2025-09,0.06794537767132458
control_126_21,0.0,2025-10,0.24408675114413592
control_126_21,0.0,2025-11,-0.11856615926562299
control_126_21,0.0,2025-12,0.1413971526358085
control_126_21,0.0,2026-01,0.22896657084019595
control_126_21,0.0,2026-02,0.037758831279340016
control_126_21,0.0,2026-03,-0.0040509375327243274
control_126_21,0.0,2026-04,0.4375633493279396
control_126_21,1.0,2019-06,0.0
control_126_21,1.0,2019-07,0.0
control_126_21,1.0,2019-08,0.0
control_126_21,1.0,2019-09,0.0
control_126_21,1.0,2019-10,0.0
control_126_21,1.0,2019-11,0.0
control_126_21,1.0,2019-12,0.0
control_126_21,1.0,2020-01,0.0
control_126_21,1.0,2020-02,0.0
control_126_21,1.0,2020-03,0.0
control_126_21,1.0,2020-04,0.11886833275262318
control_126_21,1.0,2020-05,0.12340677112496096
control_126_21,1.0,2020-06,0.20662533373730807
control_126_21,1.0,2020-07,0.15486206322681725
control_126_21,1.0,2020-08,0.34087356375934574
control_126_21,1.0,2020-09,-0.010962341258543241
control_126_21,1.0,2020-10,-0.07416884288047862
control_126_21,1.0,2020-11,0.18745816293539333
control_126_21,1.0,2020-12,-0.024356501560744013
control_126_21,1.0,2021-01,0.21839352547424978
control_126_21,1.0,2021-02,-0.09928399672258337
control_126_21,1.0,2021-03,-0.11089584611029962
control_126_21,1.0,2021-04,0.09289485673816575
control_126_21,1.0,2021-05,0.00315111267921854
control_126_21,1.0,2021-06,0.0927316944969352
control_126_21,1.0,2021-07,0.03586721210083553
control_126_21,1.0,2021-08,0.08045124644215607
control_126_21,1.0,2021-09,-0.08157668076218486
control_126_21,1.0,2021-10,0.10444399268198606
control_126_21,1.0,2021-11,0.1348429300468308
control_126_21,1.0,2021-12,-0.06365971849500335
control_126_21,1.0,2022-01,-0.06724419656279085
control_126_21,1.0,2022-02,-0.02308457175270343
control_126_21,1.0,2022-03,0.10174560152088692
control_126_21,1.0,2022-04,-0.16597010675845417
control_126_21,1.0,2022-05,-0.07218389366051402
control_126_21,1.0,2022-06,-0.060915685074556476
control_126_21,1.0,2022-07,0.029856794686292907
control_126_21,1.0,2022-08,0.00794152340122509
control_126_21,1.0,2022-09,-0.010736206000997593
control_126_21,1.0,2022-10,0.044598808682671284
control_126_21,1.0,2022-11,0.18012962728556633
control_126_21,1.0,2022-12,-0.03590351116484469
control_126_21,1.0,2023-01,0.030801092772420588
control_126_21,1.0,2023-02,0.017440843904411744
control_126_21,1.0,2023-03,-0.054848583938972253
control_126_21,1.0,2023-04,0.039771342476429744
control_126_21,1.0,2023-05,0.18492707792943863
control_126_21,1.0,2023-06,0.016688629586839136
control_126_21,1.0,2023-07,0.06688253304932153
control_126_21,1.0,2023-08,0.005885621648025382
control_126_21,1.0,2023-09,-0.0465298246654834
control_126_21,1.0,2023-10,-0.004491577806324288
control_126_21,1.0,2023-11,0.17011960104484383
control_126_21,1.0,2023-12,0.012831312740848663
control_126_21,1.0,2024-01,0.024295493535194262
control_126_21,1.0,2024-02,0.0990329813362328
control_126_21,1.0,2024-03,-0.02802037609414768
control_126_21,1.0,2024-04,-0.07087462033296558
control_126_21,1.0,2024-05,0.14819543427298187
control_126_21,1.0,2024-06,0.046655322711889116
control_126_21,1.0,2024-07,-0.16567611605246682
control_126_21,1.0,2024-08,-0.1161436499386221
control_126_21,1.0,2024-09,0.16271536158796204
control_126_21,1.0,2024-10,0.013389605431994158
control_126_21,1.0,2024-11,0.13626021050989534
control_126_21,1.0,2024-12,0.01393351535458899
control_126_21,1.0,2025-01,0.07139126773331862
control_126_21,1.0,2025-02,0.08992799686931667
control_126_21,1.0,2025-03,-0.058923411988201724
control_126_21,1.0,2025-04,0.3046141544989148
control_126_21,1.0,2025-05,0.13408484987363362
control_126_21,1.0,2025-06,0.041462578743029395
control_126_21,1.0,2025-07,0.00823964584560934
control_126_21,1.0,2025-08,-0.04521061306515763
control_126_21,1.0,2025-09,0.06774537767132457
control_126_21,1.0,2025-10,0.24388675114413594
control_126_21,1.0,2025-11,-0.11876615926562298
control_126_21,1.0,2025-12,0.14133048596914183
control_126_21,1.0,2026-01,0.22883323750686263
control_126_21,1.0,2026-02,0.03769216461267334
control_126_21,1.0,2026-03,-0.0040509375327243274
control_126_21,1.0,2026-04,0.4373633493279396
control_126_21,2.0,2019-06,0.0
control_126_21,2.0,2019-07,0.0
control_126_21,2.0,2019-08,0.0
control_126_21,2.0,2019-09,0.0
control_126_21,2.0,2019-10,0.0
control_126_21,2.0,2019-11,0.0
control_126_21,2.0,2019-12,0.0
control_126_21,2.0,2020-01,0.0
control_126_21,2.0,2020-02,0.0
control_126_21,2.0,2020-03,0.0
control_126_21,2.0,2020-04,0.11876833275262318
control_126_21,2.0,2020-05,0.12314010445829429
control_126_21,2.0,2020-06,0.2065586670706414
control_126_21,2.0,2020-07,0.1547953965601506
control_126_21,2.0,2020-08,0.34080689709267903
control_126_21,2.0,2020-09,-0.011095674591876582
control_126_21,2.0,2020-10,-0.07423550954714528
control_126_21,2.0,2020-11,0.18739149626872667
control_126_21,2.0,2020-12,-0.024623168227410685
control_126_21,2.0,2021-01,0.21832685880758312
control_126_21,2.0,2021-02,-0.09941733005591669
control_126_21,2.0,2021-03,-0.11109584611029963
control_126_21,2.0,2021-04,0.09276152340483242
control_126_21,2.0,2021-05,0.002817779345885202
control_126_21,2.0,2021-06,0.09259836116360187
control_126_21,2.0,2021-07,0.035667212100835524
control_126_21,2.0,2021-08,0.08011791310882274
control_126_21,2.0,2021-09,-0.08191001409551818
control_126_21,2.0,2021-10,0.10431065934865273
control_126_21,2.0,2021-11,0.13457626338016412
control_126_21,2.0,2021-12,-0.06379305182833668
control_126_21,2.0,2022-01,-0.06764419656279086
control_126_21,2.0,2022-02,-0.023284571752703414
control_126_21,2.0,2022-03,0.10141226818755358
control_126_21,2.0,2022-04,-0.16623677342512083
control_126_21,2.0,2022-05,-0.07245056032718068
control_126_21,2.0,2022-06,-0.06138235174122314
control_126_21,2.0,2022-07,0.02979012801962624
control_126_21,2.0,2022-08,0.007741523401225091
control_126_21,2.0,2022-09,-0.010936206000997591
control_126_21,2.0,2022-10,0.044265475349337946
control_126_21,2.0,2022-11,0.17986296061889967
control_126_21,2.0,2022-12,-0.03603684449817804
control_126_21,2.0,2023-01,0.030667759439087255
control_126_21,2.0,2023-02,0.017240843904411746
control_126_21,2.0,2023-03,-0.0549819172723056
control_126_21,2.0,2023-04,0.03950467580976308
control_126_21,2.0,2023-05,0.18466041126277197
control_126_21,2.0,2023-06,0.01662196292017247
control_126_21,2.0,2023-07,0.06681586638265485
control_126_21,2.0,2023-08,0.005885621648025382
control_126_21,2.0,2023-09,-0.0467298246654834
control_126_21,2.0,2023-10,-0.004491577806324288
control_126_21,2.0,2023-11,0.1697862677115105
control_126_21,2.0,2023-12,0.012831312740848663
control_126_21,2.0,2024-01,0.024028826868527593
control_126_21,2.0,2024-02,0.09889964800289947
control_126_21,2.0,2024-03,-0.028287042760814344
control_126_21,2.0,2024-04,-0.07100795366629892
control_126_21,2.0,2024-05,0.1479287676063152
