variant_id,universe,ranking_rule,top_k,trend_window,volume_confirmation,source_long_entries,cost2_net_simple_return,cost2_maximum_drawdown,cost2_entries,cost2_positive_months,cost2_negative_months,cost2_recent12_positive_months,cost2_recent12_average_month,cost2_top5_day_positive_share,cost2_top5_symbol_positive_share,cost2_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost5_net_simple_return,cost5_maximum_drawdown,cost5_entries,cost5_positive_months,cost5_negative_months,cost5_recent12_positive_months,cost5_recent12_average_month,cost5_top5_day_positive_share,cost5_top5_symbol_positive_share,cost5_2021,cost5_2022_2023,cost5_2024_2026apr,cost5_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_entries,cost10_positive_months,cost10_negative_months,cost10_recent12_positive_months,cost10_recent12_average_month,cost10_top5_day_positive_share,cost10_top5_symbol_positive_share,cost10_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
sp500__pivot_closest_above_pivot_by_prior_range__top5__sma200__vol1,sp500,closest_above_pivot_by_prior_range,5,200,True,330842,0.26873784616947094,0.1814202869059132,4982,28,23,3,-0.012692166073420177,0.036345068062520525,0.141617397693451,0.0,0.44766596246847756,-0.17892811629900657,-0.17892811629900657,-0.3504621538305287,0.5070988600238647,4982,22,29,3,-0.025092166073420172,0.039554035887883435,0.1663254696789054,0.0,0.1746659624684776,-0.5251281162990065,-0.5251281162990065,-1.382462153830529,1.3564812197027791,4982,9,42,0,-0.045758832740086845,0.04608199589334475,0.21334633489670074,0.0,-0.2803340375315224,-1.1021281162990064,-1.1021281162990064
sp500__pivot_closest_above_pivot_by_prior_range__top10__sma100__vol0,sp500,closest_above_pivot_by_prior_range,10,100,False,330842,0.9508911996991931,0.08829995699322152,11194,44,12,9,0.011156541666848733,0.03409963596747559,0.10561793683375087,0.03346597341542008,0.5954738771368218,0.32195134914695134,0.03346597341542008,0.26209119969919337,0.1362937598436842,11194,31,25,5,-0.0013934583331512637,0.03790617894210285,0.13319301430488448,-0.009134026584579912,0.2984738771368218,-0.02724865085304856,-0.02724865085304856,-0.8859088003008067,0.8911404758480186,11194,14,42,3,-0.022310124999817927,0.046040121517670625,0.20958441962931265,-0.08013402658457992,-0.1965261228631782,-0.6092486508530486,-0.6092486508530486
sp500__pivot_closest_above_pivot_by_prior_range__top10__sma100__vol1,sp500,closest_above_pivot_by_prior_range,10,100,True,330842,0.9710695105385393,0.06117296812286982,10148,40,16,7,0.010435772730072774,0.03465536974617026,0.12336899398388812,0.06688547216012561,0.6477230301282092,0.2564610082502045,0.06688547216012561,0.29246951053853953,0.1745592870490923,10148,34,22,5,-0.0020142272699272203,0.038383118052346205,0.1499052687695818,0.025485472160125637,0.3567230301282093,-0.08973899174979533,-0.08973899174979533,-0.8385304894614605,0.8650802626710622,10148,14,42,2,-0.02276422726992722,0.046392886314981785,0.22028490111081236,-0.04351452783987438,-0.1282769698717908,-0.6667389917497955,-0.6667389917497955
sp500__pivot_closest_above_pivot_by_prior_range__top10__sma200__vol0,sp500,closest_above_pivot_by_prior_range,10,200,False,330842,0.5739834807706113,0.059171865842591216,10259,35,16,6,0.0027245171109263,0.041843464733533335,0.12528010833311684,0.0,0.43453760692622034,0.13944587384439108,0.0,-0.05481651922938843,0.263567815643342,10259,24,27,5,-0.009825482889073695,0.04680516303051691,0.1656449927603742,0.0,0.15493760692622047,-0.20975412615560884,-0.20975412615560884,-1.1028165192293884,1.099191974489207,10259,8,43,0,-0.030742149555740363,0.05757817845089045,0.30227470262882694,0.0,-0.3110623930737796,-0.7917541261556088,-0.7917541261556088
sp500__pivot_closest_above_pivot_by_prior_range__top10__sma200__vol1,sp500,closest_above_pivot_by_prior_range,10,200,True,330842,0.4381911751420936,0.09934700473977724,9321,29,22,3,-0.003114310554671766,0.040300003088009975,0.13629147403881034,0.0,0.47701466624946,-0.0388234911073663,-0.0388234911073663,-0.1810088248579061,0.41071664573860545,9321,20,31,2,-0.015514310554671762,0.04478816120120504,0.17476891387685325,0.0,0.20401466624946,-0.3850234911073661,-0.3850234911073661,-1.2130088248579063,1.2201562840462366,9321,11,40,2,-0.03618097722133842,0.05424720705139043,0.2636016885401453,0.0,-0.25098533375054,-0.9620234911073662,-0.9620234911073662
sp500__pivot_closest_above_pivot_by_prior_range__top20__sma100__vol0,sp500,closest_above_pivot_by_prior_range,20,100,False,330842,0.9156528980345746,0.04965622639254222,21448,43,13,10,0.013430784832365296,0.03779410398474437,0.11180231961559595,0.05906700534257656,0.5660538446179968,0.2905320480740013,0.05906700534257656,0.2268528980345747,0.14165016625507437,21448,35,21,7,0.0008807848323652982,0.04296145997149585,0.15975340151249418,0.016467005342576568,0.26905384461799675,-0.05866795192599861,-0.05866795192599861,-0.9211471019654254,0.9278840790690911,21448,13,43,2,-0.020035881834301366,0.05443687473432883,0.3111859856572736,-0.054532994657423436,-0.22594615538200327,-0.6406679519259986,-0.6406679519259986
sp500__pivot_closest_above_pivot_by_prior_range__top20__sma100__vol1,sp500,closest_above_pivot_by_prior_range,20,100,True,330842,0.9552074963202477,0.0637944956753979,16712,41,15,7,0.012760605811314022,0.039156293236690926,0.1298341341653681,0.08233746116708883,0.5782440931206269,0.294625942032532,0.08233746116708883,0.2766074963202477,0.1530913293278345,16712,33,23,5,0.0003106058113140217,0.04408157929957677,0.16885840556422746,0.04093746116708885,0.2872440931206268,-0.05157405796746791,-0.05157405796746791,-0.8543925036797523,0.8853753373845161,16712,12,44,2,-0.02043939418868598,0.0547259164250301,0.27081675056714694,-0.02806253883291117,-0.19775590687937317,-0.6285740579674679,-0.6285740579674679
sp500__pivot_closest_above_pivot_by_prior_range__top20__sma200__vol0,sp500,closest_above_pivot_by_prior_range,20,200,False,330842,0.5530183645328742,0.06500593634725643,19719,39,12,9,0.005024609754513543,0.047350284574518314,0.15721930463093275,0.0,0.4179413884633627,0.1350769760695115,0.0,-0.07578163546712563,0.24860454156672493,19719,22,29,3,-0.007525390245486453,0.05406610529331304,0.23833574074112893,0.0,0.13834138846336272,-0.21412302393048838,-0.21412302393048838,-1.1237816354671255,1.1241165014319148,19719,6,45,0,-0.02844205691215312,0.06917643467332617,0.44400536058107026,0.0,-0.3276586115366372,-0.7961230239304884,-0.7961230239304884
sp500__pivot_closest_above_pivot_by_prior_range__top20__sma200__vol1,sp500,closest_above_pivot_by_prior_range,20,200,True,330842,0.4491798698973865,0.0771593757994614,15484,31,20,4,-0.0010177665983914762,0.04486830781551077,0.14415449701175836,0.0,0.4231511916770041,0.02602867822038244,0.0,-0.1700201301026134,0.37084542378446145,15484,19,32,2,-0.013417766598391478,0.05072755130514053,0.18607486971339157,0.0,0.15015119167700403,-0.3201713217796175,-0.3201713217796175,-1.2020201301026134,1.2097198029215495,15484,8,43,1,-0.034084433265058146,0.06331213533205032,0.30713213546812446,0.0,-0.304848808322996,-0.8971713217796176,-0.8971713217796176
sp500__pivot_target_room_over_prior_range__top5__sma100__vol0,sp500,target_room_over_prior_range,5,100,False,330842,0.9699986494273201,0.07956377392356377,5682,39,17,9,0.01042658663927219,0.0290140746462267,0.12510693438763737,0.08654550536961984,0.6354513614527653,0.24800178260493502,0.08654550536961984,0.2811986494273203,0.15333385511284053,5682,32,24,6,-0.002123413360727803,0.03150767964804962,0.15084531655946296,0.04394550536961985,0.3384513614527652,-0.10119821739506482,-0.10119821739506482,-0.8668013505726797,0.8774483682575006,5682,20,36,4,-0.02304008002739447,0.03647380500612863,0.21077199078814263,-0.027054494630380156,-0.15654863854723466,-0.683198217395065,-0.683198217395065
sp500__pivot_target_room_over_prior_range__top5__sma100__vol1,sp500,target_room_over_prior_range,5,100,True,330842,1.095361150495526,0.0861375551039472,5450,41,15,8,0.00998613392401732,0.027483933265116507,0.14140872860394502,0.13081620191227264,0.6417624278623102,0.3227825207209431,0.13081620191227264,0.4167611504955264,0.12593203852732512,5450,36,20,7,-0.002463866075982668,0.029602786621403247,0.16818228470122323,0.0894162019122726,0.35076242786231043,-0.0234174792790567,-0.0234174792790567,-0.7142388495044737,0.7728309183934229,5450,18,38,4,-0.023213866075982675,0.03392791994608368,0.23429976585338633,0.02041620191227261,-0.13423757213768964,-0.6004174792790568,-0.6004174792790568
sp500__pivot_target_room_over_prior_range__top5__sma200__vol0,sp500,target_room_over_prior_range,5,200,False,330842,0.8020421654984894,0.07940930885849694,5198,36,15,8,0.003027542390249648,0.03442364392533983,0.12973248075192828,0.0,0.5954700437272686,0.20657212177122064,0.0,0.1732421654984896,0.17912607600117011,5198,27,24,6,-0.009522457609750344,0.037585132960614505,0.15309087806418548,0.0,0.31587004372726873,-0.14262787822877918,-0.14262787822877918,-0.8747578345015105,0.8870411218030018,5198,14,37,1,-0.030439124276417016,0.0439781801473974,0.20026440020200986,0.0,-0.15012995627273124,-0.7246278782287793,-0.7246278782287793
sp500__pivot_target_room_over_prior_range__top5__sma200__vol1,sp500,target_room_over_prior_range,5,200,True,330842,0.5038269771465097,0.13777417346855345,4982,26,25,4,-0.011293255586852112,0.03474055400065865,0.14836425330848607,0.0,0.5351512847900353,-0.031324307643525444,-0.031324307643525444,-0.11537302285348994,0.39258202926083746,4982,23,28,4,-0.0236932555868521,0.037567924064153255,0.17504948767298528,0.0,0.26215128479003535,-0.37752430764352535,-0.37752430764352535,-1.1473730228534902,1.1322627251188428,4982,14,37,0,-0.044359922253518765,0.043319669885531445,0.2330710468316655,0.0,-0.19284871520996477,-0.9545243076435255,-0.9545243076435255
sp500__pivot_target_room_over_prior_range__top10__sma100__vol0,sp500,target_room_over_prior_range,10,100,False,330842,1.2192618146251144,0.05956912323777176,11194,47,9,9,0.016557259928157205,0.03190376384997471,0.10294443236642983,0.10051740087201026,0.725125871069989,0.393618542683115,0.10051740087201026,0.5304618146251148,0.08779664518665681,11194,37,19,7,0.004007259928157211,0.03528702121222852,0.13076911856000573,0.057917400872010305,0.42812587106998923,0.04441854268311514,0.04441854268311514,-0.6175381853748854,0.6652575631204137,11194,15,41,3,-0.01690940673850946,0.04249981051937922,0.2091428283901611,-0.013082599127989702,-0.0668741289300108,-0.5375814573168848,-0.5375814573168848
sp500__pivot_target_room_over_prior_range__top10__sma100__vol1,sp500,target_room_over_prior_range,10,100,True,330842,1.056138468657541,0.046465035070016106,10148,44,12,7,0.006922188101882598,0.033644520810413234,0.12143431753998608,0.09909322367061246,0.7548349117519821,0.20221033323494642,0.09909322367061246,0.37753846865754126,0.1742789704049462,10148,31,25,4,-0.005527811898117398,0.037103647441488065,0.14819364797086948,0.0576932236706125,0.4638349117519822,-0.14398966676505348,-0.14398966676505348,-0.7534615313424589,0.8008639983740833,10148,16,40,3,-0.02627781189811741,0.04444888928054731,0.21121730883813386,-0.011306776329387504,-0.02116508824801777,-0.7209896667650535,-0.7209896667650535
sp500__pivot_target_room_over_prior_range__top10__sma200__vol0,sp500,target_room_over_prior_range,10,200,False,330842,0.804091811596004,0.04970013604301079,10259,37,14,7,0.0066742616469758495,0.04030778360483209,0.12221523432610863,0.0,0.5941158222330476,0.20997598936295628,0.0,0.1752918115960041,0.18112115218069083,10259,26,25,5,-0.005875738353024146,0.04483379615649295,0.15596099770066105,0.0,0.3145158222330477,-0.1392240106370436,-0.1392240106370436,-0.872708188403996,0.8807896843576251,10259,12,39,0,-0.026792405019690813,0.05461893862616136,0.2639435170936956,0.0,-0.15148417776695233,-0.7212240106370437,-0.7212240106370437
sp500__pivot_target_room_over_prior_range__top10__sma200__vol1,sp500,target_room_over_prior_range,10,200,True,330842,0.5291552322848573,0.12117120673857561,9321,34,17,4,-0.00942347065014987,0.03887585217302144,0.13353245652363896,0.0,0.5613419021345369,-0.03218666984967966,-0.03218666984967966,-0.09004476771514253,0.37303897391468527,9321,24,27,2,-0.021823470650149862,0.042969564845686786,0.1671067511602412,0.0,0.28834190213453703,-0.3783866698496796,-0.3783866698496796,-1.1220447677151424,1.1195210456181408,9321,8,43,0,-0.042490137316816536,0.05159499111804429,0.253761687178728,0.0,-0.16665809786546304,-0.9553866698496796,-0.9553866698496796
sp500__pivot_target_room_over_prior_range__top20__sma100__vol0,sp500,target_room_over_prior_range,20,100,False,330842,1.0768266077514768,0.045329813077059904,21448,46,10,11,0.014301997450247655,0.0359845939083092,0.11301468222833595,0.07139390041920347,0.6599099321532107,0.34552277517906255,0.07139390041920347,0.3880266077514768,0.08443489836016993,21448,34,22,6,0.0017519974502476611,0.040626494685024994,0.15346481265522807,0.028793900419203485,0.3629099321532107,-0.003677224820937401,-0.003677224820937401,-0.7599733922485233,0.7718411625837525,21448,14,42,2,-0.019164669216419006,0.0505498918771334,0.28289788998807114,-0.042206099580796526,-0.13209006784678934,-0.5856772248209374,-0.5856772248209374
sp500__pivot_target_room_over_prior_range__top20__sma100__vol1,sp500,target_room_over_prior_range,20,100,True,330842,0.9838832917168708,0.0598209390159238,16712,43,13,9,0.01275817066967535,0.03861965266152824,0.12868894490425828,0.08064032705506555,0.6058856014084931,0.29735736325331213,0.08064032705506555,0.30528329171687085,0.14503134034298484,16712,32,24,5,0.000308170669675351,0.043391106010374415,0.1656423338956496,0.03924032705506555,0.31488560140849314,-0.04884263674668786,-0.04884263674668786,-0.8257167082831293,0.860235011521976,16712,12,44,2,-0.020441829330324648,0.05385208193232374,0.26987210569162823,-0.029759672944934465,-0.17011439859150684,-0.6258426367466878,-0.6258426367466878
sp500__pivot_target_room_over_prior_range__top20__sma200__vol0,sp500,target_room_over_prior_range,20,200,False,330842,0.7455410996686099,0.0572766753182939,19719,36,15,8,0.008192824828651506,0.04489071756049555,0.13771102099313007,0.0,0.5257689463710237,0.21977215329758623,0.0,0.11674109966861003,0.15997234548882427,19719,26,25,6,-0.00435717517134849,0.05103180240464852,0.1965709697884491,0.0,0.2461689463710237,-0.1294278467024137,-0.1294278467024137,-0.93125890033139,0.9342110046154324,19719,8,43,0,-0.02527384183801516,0.06437525686820578,0.3757150062130393,0.0,-0.2198310536289763,-0.7114278467024138,-0.7114278467024138
sp500__pivot_target_room_over_prior_range__top20__sma200__vol1,sp500,target_room_over_prior_range,20,200,True,330842,0.4767903445797627,0.07244095913573573,15484,33,18,5,-0.0007546874598735702,0.04427788916332417,0.1467736155956749,0.0,0.44385135324370006,0.032938991336062734,0.0,-0.14240965542023723,0.3557489917105286,15484,19,32,2,-0.013154687459873568,0.049996128851706165,0.19385121980715486,0.0,0.1708513532437,-0.3132610086639372,-0.3132610086639372,-1.174409655420237,1.1811728486426667,15484,9,42,2,-0.03382135412654024,0.06203111245813719,0.3132667220371721,0.0,-0.2841486467563,-0.8902610086639372,-0.8902610086639372
qqq__pivot_target_room_pct__top5__sma100__vol0,qqq,target_room_pct,5,100,False,92880,0.6207943025646375,0.4124457436766322,6780,45,33,7,0.002559603121365769,0.02788436346905105,0.3768625050398172,-0.11424152247146521,0.6605451000695458,0.09183297310550834,-0.11424152247146521,-0.30140569743536233,0.6731118706717528,6780,36,42,4,-0.009790396878634222,0.029944663132806238,0.46927199568635114,-0.26124152247146515,0.39054510006954574,-0.24956702689449153,-0.26124152247146515,-1.8384056974353626,1.8594891588182676,6780,22,56,3,-0.030373730211967556,0.03393063009481303,0.6875041350012828,-0.5062415224714651,-0.059454899930454316,-0.8185670268944917,-0.8185670268944917
qqq__pivot_target_room_pct__top5__sma100__vol1,qqq,target_room_pct,5,100,True,92880,0.3963127840470906,0.2989463333055148,4903,44,34,5,-0.022087975333961857,0.030447213573504005,0.46652390371701696,-0.03114062894631707,0.5799901698200116,-0.2321821683600252,-0.2321821683600252,-0.4328872159529102,0.5776826447910038,4903,36,42,3,-0.03343797533396186,0.03274187238910372,0.5878245701058703,-0.1715406289463171,0.3543901698200115,-0.5459821683600254,-0.5459821683600254,-1.8148872159529101,1.7892072159236168,4903,26,52,3,-0.05235464200062851,0.03728827270165748,0.8182504110841661,-0.4055406289463171,-0.021609830179988437,-1.0689821683600256,-1.0689821683600256
qqq__pivot_target_room_pct__top5__sma200__vol0,qqq,target_room_pct,5,200,False,92880,-0.21604346132401697,0.6149093349013595,6419,34,39,6,-0.00216740004603744,0.027295039414219065,0.5609957721728409,-0.2074292459671188,0.27593120161806434,-0.09295746617484654,-0.2074292459671188,-1.082443461324017,1.1389613531471314,6419,26,47,3,-0.01451740004603744,0.02929095107551159,0.7283677932147828,-0.3544292459671188,0.008331201618064277,-0.4361574661748465,-0.4361574661748465,-2.526443461324017,2.5319067512298403,6419,18,55,2,-0.03510073337937078,0.033267268898682846,0.866866702686046,-0.5994292459671188,-0.43766879838193584,-1.0081574661748467,-1.0081574661748467
qqq__pivot_target_room_pct__top5__sma200__vol1,qqq,target_room_pct,5,200,True,92880,-0.3804046746807034,0.5556187104401141,4734,33,40,5,-0.024145440490768676,0.03401949521506392,0.5532499914190473,-0.07744361126149864,0.14594205003567412,-0.3205875468983198,-0.3205875468983198,-1.164604674680704,1.226011478560509,4734,30,43,4,-0.03559544049076869,0.036609011347930806,0.6908317698433688,-0.21904361126149857,-0.07785794996432613,-0.6397875468983198,-0.6397875468983198,-2.471604674680704,2.4520735330865016,4734,22,51,1,-0.05467877382410202,0.0418228778191611,0.8762168702617367,-0.4550436112614987,-0.45085794996432615,-1.1717875468983199,-1.1717875468983199
