variant_id,universe,ranking_rule,top_k,trend_window,volume_confirmation,source_long_entries,cost2_net_simple_return,cost2_maximum_drawdown,cost2_entries,cost2_positive_months,cost2_negative_months,cost2_recent12_positive_months,cost2_recent12_average_month,cost2_top5_day_positive_share,cost2_top5_symbol_positive_share,cost2_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost5_net_simple_return,cost5_maximum_drawdown,cost5_entries,cost5_positive_months,cost5_negative_months,cost5_recent12_positive_months,cost5_recent12_average_month,cost5_top5_day_positive_share,cost5_top5_symbol_positive_share,cost5_2021,cost5_2022_2023,cost5_2024_2026apr,cost5_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_entries,cost10_positive_months,cost10_negative_months,cost10_recent12_positive_months,cost10_recent12_average_month,cost10_top5_day_positive_share,cost10_top5_symbol_positive_share,cost10_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
qqq__pivot_target_room_pct__top10__sma100__vol0,qqq,target_room_pct,10,100,False,92880,0.34937853492360577,0.4541889308161805,11616,41,37,6,0.004230195371304684,0.03455498521198134,0.39975081630060727,-0.15350259418413087,0.4531220307641501,0.09451881816315867,-0.15350259418413087,-0.5728214650763943,0.7225458655804026,11616,32,46,5,-0.008119804628695316,0.03804694598290557,0.6235187073270845,-0.3005025941841309,0.18312203076414987,-0.24688118183684138,-0.3005025941841309,-2.1098214650763945,2.156802868438918,11616,21,57,3,-0.028703137962028655,0.045109476210469665,0.8297563631512819,-0.5455025941841309,-0.2668779692358501,-0.8158811818368413,-0.8158811818368413
qqq__pivot_target_room_pct__top10__sma100__vol1,qqq,target_room_pct,10,100,True,92880,0.3735293314075978,0.27616557775394135,6477,43,35,6,-0.01591429848942143,0.03239646908385969,0.4713251650210618,-0.01719299123782135,0.4945983704277876,-0.17908497090835485,-0.17908497090835485,-0.45567066859240296,0.6077958824050295,6477,36,42,4,-0.02726429848942143,0.03516467136683726,0.621633515644608,-0.15759299123782144,0.26899837042778724,-0.4928849709083551,-0.4928849709083551,-1.8376706685924031,1.8249104134415062,6477,24,54,2,-0.046180965156088105,0.04069720213004585,0.8142835292240772,-0.39159299123782143,-0.10700162957221274,-1.0158849709083553,-1.0158849709083553
qqq__pivot_target_room_pct__top10__sma200__vol0,qqq,target_room_pct,10,200,False,92880,-0.2800185377643843,0.6648822167793547,11144,36,37,7,0.0026421508359399776,0.030762869647001017,0.5575026642298658,-0.24315879438183843,0.13789059613696997,0.031034577253606685,-0.24315879438183843,-1.1464185377643843,1.2095356411528506,11144,26,47,5,-0.009707849164060022,0.03380148986888113,0.7499953674451838,-0.39015879438183837,-0.12970940386303015,-0.3121654227463933,-0.39015879438183837,-2.5904185377643842,2.6088569588837283,11144,16,57,2,-0.030291182497393362,0.04009329067642338,0.954203694728062,-0.6351587943818384,-0.5757094038630302,-0.8841654227463933,-0.8841654227463933
qqq__pivot_target_room_pct__top10__sma200__vol1,qqq,target_room_pct,10,200,True,92880,-0.27184051340790055,0.5115854730825501,6347,33,40,5,-0.014160919887429587,0.036957079808399684,0.5579410706686594,-0.0616705560331635,0.08331376762764475,-0.18388883925916466,-0.18388883925916466,-1.0560405134079014,1.1544780255313427,6347,31,42,4,-0.025610919887429587,0.040206357069243706,0.6981498678887086,-0.20327055603316357,-0.14048623237235552,-0.5030888392591649,-0.5030888392591649,-2.3630405134079013,2.3525608321937805,6347,24,49,3,-0.044694253220762925,0.04679514103331074,0.899618418577303,-0.43927055603316356,-0.5134862323723556,-1.0350888392591648,-1.0350888392591648
qqq__pivot_target_room_pct__top20__sma100__vol0,qqq,target_room_pct,20,100,False,92880,0.18405548538583572,0.43985817361652574,15740,42,36,6,0.00024445275487938734,0.038547236017369604,0.426785968641741,-0.1782955319459101,0.3660104390451874,0.010622167182665995,-0.1782955319459101,-0.7381445146141645,0.8406829052745076,15740,29,49,5,-0.012105547245120613,0.04298503241640635,0.6520078394967729,-0.32529553194591015,0.09601043904518725,-0.3307778328173341,-0.3307778328173341,-2.2751445146141642,2.3116745747248952,15740,19,59,2,-0.03268888057845395,0.05219494653441903,0.8415684260578533,-0.5702955319459102,-0.35398956095481277,-0.899777832817334,-0.899777832817334
qqq__pivot_target_room_pct__top20__sma100__vol1,qqq,target_room_pct,20,100,True,92880,0.36449332421861874,0.26972130756657825,7007,41,37,6,-0.016143126406053466,0.03292948745871266,0.4692359152832271,-0.014288473621097308,0.4839627281962942,-0.18913194412601164,-0.18913194412601164,-0.464706675781382,0.6177730201328879,7007,38,40,5,-0.02749312640605348,0.03579743800528588,0.6181921649800403,-0.15468847362109744,0.2583627281962939,-0.5029319441260118,-0.5029319441260118,-1.8467066757813821,1.833779504654489,7007,25,53,2,-0.04640979307272015,0.04154414415771769,0.8208742621288254,-0.3886884736210975,-0.11763727180370606,-1.025931944126012,-1.025931944126012
qqq__pivot_target_room_pct__top20__sma200__vol0,qqq,target_room_pct,20,200,False,92880,-0.37875688608820895,0.6288362389966461,15542,37,36,6,-0.0007474792201935925,0.03451822641937807,0.6119658071988391,-0.2421526971219165,0.068657647648484,-0.03272266772486819,-0.2421526971219165,-1.245156886088209,1.2924197541236582,15542,21,52,3,-0.013097479220193595,0.038551088209229915,0.8027989956284691,-0.38915269712191647,-0.1989423523515161,-0.3759226677248683,-0.38915269712191647,-2.689156886088209,2.6977148141687475,15542,15,58,1,-0.03368081255352693,0.04709361412580261,0.9588784674984022,-0.6341526971219165,-0.6449423523515162,-0.9479226677248683,-0.9479226677248683
qqq__pivot_target_room_pct__top20__sma200__vol1,qqq,target_room_pct,20,200,True,92880,-0.27842393040149865,0.49202083066896174,6878,33,40,5,-0.014461047647873175,0.03762342206994914,0.5583094297000285,-0.05329811154831246,0.07365313239741769,-0.19663113675690874,-0.19663113675690874,-1.0626239304014993,1.1652373991879967,6878,31,42,4,-0.025911047647873182,0.04099694159415924,0.7020269164825814,-0.19489811154831255,-0.15014686760258245,-0.5158311367569091,-0.5158311367569091,-2.3696239304014997,2.3591095100198283,6878,24,49,3,-0.044994380981206526,0.04786883798111914,0.896331726548532,-0.4308981115483126,-0.5231468676025826,-1.0478311367569089,-1.0478311367569089
qqq__pivot_closest_above_pivot_by_prior_range__top5__sma100__vol0,qqq,closest_above_pivot_by_prior_range,5,100,False,92880,0.6279197868599679,0.2952615920247559,6780,47,31,6,-0.002941003659483939,0.030539209343226126,0.3422462544806954,-0.1160525411320224,0.4380256735721543,0.1846649000979706,-0.1160525411320224,-0.2942802131400323,0.5497440438824052,6780,38,40,5,-0.015291003659483939,0.03322962258282704,0.4899278240509956,-0.26305254113202237,0.16802567357215417,-0.1567350999020294,-0.26305254113202237,-1.8312802131400323,1.839855417110609,6780,23,55,2,-0.03587433699281727,0.03856818541203004,0.6914834881954048,-0.5080525411320224,-0.28197432642784587,-0.7257350999020293,-0.7257350999020293
qqq__pivot_closest_above_pivot_by_prior_range__top5__sma100__vol1,qqq,closest_above_pivot_by_prior_range,5,100,True,92880,0.4481617119832414,0.2695248529674102,4903,46,32,7,-0.019389421641316865,0.03141326678931167,0.46050256698158476,-0.0010575370249932686,0.501716404973859,-0.17494885613197655,-0.17494885613197655,-0.3810382880167592,0.5542008033653962,4903,35,43,4,-0.030739421641316867,0.033890371368600854,0.5924378401611674,-0.1414575370249933,0.2761164049738588,-0.4887488561319768,-0.4887488561319768,-1.7630382880167597,1.757152325124009,4903,26,52,3,-0.04965608830798352,0.03885758804960433,0.7846751282104315,-0.3754575370249933,-0.09988359502614118,-1.0117488561319767,-1.0117488561319767
qqq__pivot_closest_above_pivot_by_prior_range__top5__sma200__vol0,qqq,closest_above_pivot_by_prior_range,5,200,False,92880,-0.10080634270094424,0.5254064852176125,6419,36,37,5,-0.0054352805455108065,0.028236007922944485,0.4445494678113613,-0.16993385861795202,0.1401591617085,0.059061694674111466,-0.16993385861795202,-0.9672063427009442,1.0146819979398567,6419,28,45,4,-0.017785280545510807,0.030680801845422944,0.6092000995934381,-0.3169338586179519,-0.1274408382915,-0.2841383053258886,-0.3169338586179519,-2.411206342700944,2.414991578248467,6419,21,52,3,-0.03836861387884413,0.03557047197224664,0.8530302894528303,-0.5619338586179519,-0.5734408382914999,-0.8561383053258884,-0.8561383053258884
qqq__pivot_closest_above_pivot_by_prior_range__top5__sma200__vol1,qqq,closest_above_pivot_by_prior_range,5,200,True,92880,-0.24927034768269943,0.46374388518591164,4734,33,40,6,-0.021049069325938724,0.03512862147261145,0.5374406815400149,-0.06290514357222309,0.10412528857261316,-0.22310854117753917,-0.22310854117753917,-1.0334703476826999,1.117437915694066,4734,29,44,3,-0.03249906932593874,0.03798657234074519,0.6796574898420704,-0.20450514357222316,-0.11967471142738696,-0.5423085411775392,-0.5423085411775392,-2.3404703476827002,2.331746151815257,4734,23,50,3,-0.051582402659272074,0.04377700285414417,0.9016036420874785,-0.4405051435722232,-0.49267471142738706,-1.0743085411775395,-1.0743085411775395
qqq__pivot_closest_above_pivot_by_prior_range__top10__sma100__vol0,qqq,closest_above_pivot_by_prior_range,10,100,False,92880,0.3899229790064907,0.37181503403390614,11616,45,33,6,0.0029140338108602838,0.035406545969243836,0.3744828955589047,-0.1401257316759758,0.4181793985770559,0.06917043302863421,-0.1401257316759758,-0.5322770209935094,0.6534242831499716,11616,32,46,5,-0.009435966189139715,0.03908691239746337,0.5930509691967885,-0.2871257316759758,0.14817939857705575,-0.2722295669713658,-0.2871257316759758,-2.0692770209935096,2.102850337328281,11616,19,59,2,-0.03001929952247305,0.04666609739584493,0.779863816958472,-0.5321257316759758,-0.3018206014229442,-0.8412295669713659,-0.8412295669713659
qqq__pivot_closest_above_pivot_by_prior_range__top10__sma100__vol1,qqq,closest_above_pivot_by_prior_range,10,100,True,92880,0.37355985333634417,0.27294104695202176,6477,42,36,6,-0.015631791738191615,0.03256686009944223,0.4596210780168038,-0.014096417072159917,0.47864174347304794,-0.17274032282162163,-0.17274032282162163,-0.45564014666365654,0.6082598082714695,6477,36,42,4,-0.026981791738191614,0.035358400504210956,0.6129095487843111,-0.15449641707216,0.2530417434730477,-0.48654032282162196,-0.48654032282162196,-1.8376401466636565,1.8247368437280416,6477,24,54,2,-0.045898458404858296,0.04093656526872874,0.8120390266264601,-0.38849641707216004,-0.12295825652695233,-1.009540322821622,-1.009540322821622
qqq__pivot_closest_above_pivot_by_prior_range__top10__sma200__vol0,qqq,closest_above_pivot_by_prior_range,10,200,False,92880,-0.17921627159418985,0.5353277925543244,11144,36,37,6,0.0018492243397674843,0.03158975475943504,0.5211792032621317,-0.17555854433712303,0.120842521256992,0.021821223696566083,-0.17555854433712303,-1.04561627159419,1.0991703370809895,11144,31,42,5,-0.010500775660232517,0.034857562279573644,0.7218350322694547,-0.32255854433712305,-0.14675747874300815,-0.32137877630343403,-0.32255854433712305,-2.4896162715941896,2.504119764041959,11144,15,58,2,-0.031084108993565854,0.04176535202488504,0.917197910912082,-0.5675585443371229,-0.5927574787430081,-0.893378776303434,-0.893378776303434
qqq__pivot_closest_above_pivot_by_prior_range__top10__sma200__vol1,qqq,closest_above_pivot_by_prior_range,10,200,True,92880,-0.2506678424304262,0.4842200904961981,6347,33,40,5,-0.013730751913706825,0.037118569485364135,0.5397818488799789,-0.03962652782627876,0.07307536185877768,-0.17698871712663933,-0.17698871712663933,-1.034867842430427,1.13701225865542,6347,31,42,4,-0.025180751913706834,0.040402649810061995,0.6904367175355945,-0.18122652782627882,-0.15072463814122253,-0.4961887171266396,-0.4961887171266396,-2.3418678424304264,2.332893357549582,6347,24,49,3,-0.04426408524704017,0.047047062076805014,0.8946730864702613,-0.4172265278262789,-0.5237246381412226,-1.0281887171266395,-1.0281887171266395
qqq__pivot_closest_above_pivot_by_prior_range__top20__sma100__vol0,qqq,closest_above_pivot_by_prior_range,20,100,False,92880,0.1865550165164159,0.4395947919095026,15740,41,37,6,0.0002615764439520077,0.03856203905331127,0.4216514360241073,-0.17981022674544903,0.3673897482169033,0.011760731577321847,-0.17981022674544903,-0.7356449834835843,0.8382754173023408,15740,29,49,5,-0.012088423556047992,0.04301384562433496,0.6456221576173655,-0.32681022674544913,0.09738974821690312,-0.32963926842267827,-0.32963926842267827,-2.2726449834835845,2.309180465711545,15740,19,59,2,-0.03267175688938132,0.05227261963465664,0.8313641032835475,-0.571810226745449,-0.3526102517830969,-0.8986392684226782,-0.8986392684226782
qqq__pivot_closest_above_pivot_by_prior_range__top20__sma100__vol1,qqq,closest_above_pivot_by_prior_range,20,100,True,92880,0.365878443567334,0.2694995718619211,7007,41,37,6,-0.016143126406053466,0.03292948745871266,0.4688324017324402,-0.014288473621097308,0.48559737740740305,-0.18913194412601164,-0.18913194412601164,-0.46332155643266665,0.6165692622350127,7007,38,40,5,-0.02749312640605348,0.03579743800528588,0.6174771778167109,-0.15468847362109744,0.2599973774074028,-0.5029319441260118,-0.5029319441260118,-1.8453215564326668,1.8324760625463292,7007,25,53,2,-0.04640979307272015,0.04154414415771769,0.8210987394725816,-0.3886884736210975,-0.1160026225925972,-1.025931944126012,-1.025931944126012
qqq__pivot_closest_above_pivot_by_prior_range__top20__sma200__vol0,qqq,closest_above_pivot_by_prior_range,20,200,False,92880,-0.3716189461146119,0.624621417864675,15542,37,36,6,-0.000653834095580761,0.034533087978855896,0.6067726836023989,-0.23921805263136273,0.06975397926091112,-0.03100203090681629,-0.23921805263136273,-1.238018946114612,1.285424414384557,15542,21,52,3,-0.013003834095580763,0.03858303173372784,0.8060859835116891,-0.3862180526313627,-0.197846020739089,-0.3742020309068164,-0.3862180526313627,-2.6820189461146122,2.6906641963328117,15542,15,58,1,-0.03358716742891409,0.04716691624083046,0.9645719038979896,-0.6312180526313627,-0.643846020739089,-0.9462020309068163,-0.9462020309068163
qqq__pivot_closest_above_pivot_by_prior_range__top20__sma200__vol1,qqq,closest_above_pivot_by_prior_range,20,200,True,92880,-0.2790624335170714,0.4940775421999306,6878,33,40,5,-0.014461047647873175,0.037625844213081794,0.5575773736488232,-0.05357272045241618,0.07519359069070534,-0.19663113675690874,-0.19663113675690874,-1.063262433517072,1.1658417907537724,6878,31,42,4,-0.025911047647873182,0.04099859730556478,0.7008947520775088,-0.19517272045241624,-0.14860640930929478,-0.5158311367569091,-0.5158311367569091,-2.3702624335170723,2.3597167757004405,6878,24,49,3,-0.044994380981206526,0.04787077846085288,0.8961085477151643,-0.4311727204524163,-0.5216064093092949,-1.0478311367569089,-1.0478311367569089
qqq__pivot_target_room_over_prior_range__top5__sma100__vol0,qqq,target_room_over_prior_range,5,100,False,92880,0.7174756611627493,0.26563225670262963,6780,45,33,6,-0.0038822468134926485,0.0296676861801962,0.352874922841295,-0.04030956876492273,0.5742249731750491,0.11511536539108942,-0.04030956876492273,-0.2047243388372508,0.5203217773215044,6780,40,38,5,-0.01623224681349265,0.0321698172028117,0.47025106924860566,-0.1873095687649227,0.30422497317504904,-0.2262846346089106,-0.2262846346089106,-1.741724338837251,1.7428510839601736,6780,22,56,1,-0.03681558014682598,0.037127785634571094,0.6748157123576641,-0.43230956876492266,-0.145775026824951,-0.7952846346089105,-0.7952846346089105
qqq__pivot_target_room_over_prior_range__top5__sma100__vol1,qqq,target_room_over_prior_range,5,100,True,92880,0.4390916073809468,0.2860922025536002,4903,46,32,6,-0.020158133993917,0.030970532133206986,0.4536641153696791,-0.023825805314221432,0.5566108121759952,-0.1963181698715183,-0.1963181698715183,-0.3901083926190538,0.5563192074028719,4903,38,40,4,-0.03150813399391702,0.03339305289112959,0.5923070268338394,-0.1642258053142215,0.3310108121759948,-0.5101181698715185,-0.5101181698715185,-1.7721083926190537,1.7456049897359753,4903,25,53,2,-0.050424800660583684,0.03822035523859959,0.7808704624661985,-0.3982258053142215,-0.0449891878240052,-1.0331181698715186,-1.0331181698715186
qqq__pivot_target_room_over_prior_range__top5__sma200__vol0,qqq,target_room_over_prior_range,5,200,False,92880,0.027424243542808424,0.3581989741589307,6419,37,36,5,-0.009692974057234236,0.027061489877793485,0.4631204438975693,-0.030059577458937156,0.21316539266475815,-0.03530002403806467,-0.03530002403806467,-0.8389757564571918,0.8867519572926906,6419,28,45,4,-0.022042974057234228,0.029321086290351756,0.6653731705525109,-0.17705957745893713,-0.054434607335241886,-0.37850002403806465,-0.37850002403806465,-2.2829757564571915,2.2785648359524293,6419,19,54,2,-0.04262630739056756,0.033902947749148295,0.82756749515135,-0.4220595774589372,-0.5004346073352419,-0.9505000240380646,-0.9505000240380646
qqq__pivot_target_room_over_prior_range__top5__sma200__vol1,qqq,target_room_over_prior_range,5,200,True,92880,-0.25423537284025405,0.4546657556554507,4734,32,41,6,-0.02324097766258589,0.034505665191294776,0.5235893947415071,-0.019259726911282957,0.17100803401476344,-0.29349881541112544,-0.29349881541112544,-1.0384353728402544,1.1165201937921758,4734,30,43,4,-0.034690977662585894,0.037272308603970565,0.6508114126075196,-0.16085972691128303,-0.05279196598523676,-0.6126988154111257,-0.6126988154111257,-2.345435372840255,2.3276912842359665,4734,24,49,3,-0.053774310995919235,0.042862340932046945,0.8415068238824738,-0.39685972691128313,-0.42579196598523683,-1.1446988154111257,-1.1446988154111257
qqq__pivot_target_room_over_prior_range__top10__sma100__vol0,qqq,target_room_over_prior_range,10,100,False,92880,0.44263083584782104,0.3631142295106696,11616,45,33,7,0.0038178241924802787,0.0350732262121833,0.36214405356939555,-0.11225631719917524,0.4386143818561887,0.10185433514107213,-0.11225631719917524,-0.47956916415217915,0.6259240075559379,11616,34,44,5,-0.00853217580751972,0.0386893840808879,0.5863438475817276,-0.25925631719917525,0.16861438185618852,-0.2395456648589279,-0.25925631719917525,-2.0165691641521795,2.054838957160593,11616,21,57,3,-0.02911550914085306,0.04607393362883512,0.8151805803286596,-0.5042563171991752,-0.28138561814381147,-0.8085456648589279,-0.8085456648589279
qqq__pivot_target_room_over_prior_range__top10__sma100__vol1,qqq,target_room_over_prior_range,10,100,True,92880,0.3802664986841635,0.2754877289364304,6477,43,35,6,-0.015876825226400805,0.03244711379553325,0.4616824369201902,-0.0036322496811403704,0.48388996981900245,-0.17515178078648758,-0.17515178078648758,-0.44893350131583726,0.6010068124106749,6477,36,42,4,-0.02722682522640081,0.03521911635150058,0.6173972840817057,-0.14403224968114048,0.2582899698190022,-0.4889517807864879,-0.4889517807864879,-1.8309335013158372,1.8201936446758509,6477,24,54,2,-0.04614349189306748,0.040771343047819486,0.8157510357817032,-0.3780322496811405,-0.1177100301809978,-1.0119517807864877,-1.0119517807864877
qqq__pivot_target_room_over_prior_range__top10__sma200__vol0,qqq,target_room_over_prior_range,10,200,False,92880,-0.11198931408081575,0.5219408872192048,11144,38,35,6,0.0023411780185751724,0.030848544812889966,0.5060087704288155,-0.14129265735334645,0.13023107022580893,0.06754931854706156,-0.14129265735334645,-0.9783893140808158,1.0364461255692288,11144,25,48,4,-0.010008821981424828,0.03402638236689958,0.6734370757727974,-0.2882926573533464,-0.13736892977419116,-0.2756506814529386,-0.2882926573533464,-2.4223893140808155,2.4384388735305604,11144,15,58,2,-0.030592155314758163,0.04068605098942038,0.8957729534040103,-0.5332926573533464,-0.5833689297741912,-0.8476506814529385,-0.8476506814529385
qqq__pivot_target_room_over_prior_range__top10__sma200__vol1,qqq,target_room_over_prior_range,10,200,True,92880,-0.2578618680757099,0.48538271987383924,6347,33,40,5,-0.014059842511696069,0.037019092148454676,0.5475354375969248,-0.03862183361511405,0.06516364013043574,-0.17981229024946715,-0.17981229024946715,-1.0420618680757106,1.1433676680543503,6347,31,42,4,-0.025509842511696076,0.04028788543624937,0.6943220264791375,-0.18022183361511415,-0.15863635986956448,-0.49901229024946736,-0.49901229024946736,-2.3490618680757107,2.339266062967674,6347,25,48,3,-0.04459317584502941,0.046919541508704074,0.8967715510963723,-0.4162218336151141,-0.5316363598695646,-1.0310122902494672,-1.0310122902494672
qqq__pivot_target_room_over_prior_range__top20__sma100__vol0,qqq,target_room_over_prior_range,20,100,False,92880,0.17961002451995414,0.4440541671784331,15740,42,36,6,0.0002767911787483976,0.03855240500506073,0.4266732911625728,-0.17840808878016587,0.3660168686521964,0.011349402027693668,-0.17840808878016587,-0.742589975480046,0.8447064846644684,15740,29,49,5,-0.012073208821251602,0.042992716530756495,0.6519753976192402,-0.3254080887801659,0.09601686865219627,-0.3300505979723064,-0.3300505979723064,-2.2795899754800457,2.3161103922582096,15740,19,59,2,-0.03265654215458493,0.05221953482014888,0.8417395723736458,-0.5704080887801659,-0.3539831313478037,-0.8990505979723064,-0.8990505979723064
qqq__pivot_target_room_over_prior_range__top20__sma100__vol1,qqq,target_room_over_prior_range,20,100,True,92880,0.36432089319556743,0.269748936587864,7007,41,37,6,-0.016143126406053466,0.03292948745871266,0.4692267992430713,-0.014288473621097308,0.48381454495585174,-0.18913194412601164,-0.18913194412601164,-0.4648791068044333,0.6179228737942559,7007,38,40,5,-0.02749312640605348,0.03579743800528588,0.6181921649800403,-0.15468847362109744,0.2582145449558515,-0.5029319441260118,-0.5029319441260118,-1.8468791068044337,1.8339417678243783,7007,25,53,2,-0.04640979307272015,0.04154414415771769,0.8208742621288254,-0.3886884736210975,-0.11778545504414847,-1.025931944126012,-1.025931944126012
qqq__pivot_target_room_over_prior_range__top20__sma200__vol0,qqq,target_room_over_prior_range,20,200,False,92880,-0.376546922747938,0.6251358719024613,15542,37,36,6,-0.0007008100834253751,0.034548337394005306,0.6161224815172904,-0.2399003760863958,0.06441689651987043,-0.03006551421917096,-0.2399003760863958,-1.2429469227479384,1.290253940957207,15542,21,52,3,-0.013050810083425374,0.038595907433278044,0.8134629015853134,-0.38690037608639577,-0.2031831034801297,-0.3732655142191711,-0.38690037608639577,-2.686946922747938,2.6955318864611306,15542,14,59,1,-0.03363414341675871,0.04716605517032314,0.9621589345332285,-0.6319003760863957,-0.6491831034801298,-0.945265514219171,-0.945265514219171
qqq__pivot_target_room_over_prior_range__top20__sma200__vol1,qqq,target_room_over_prior_range,20,200,True,92880,-0.27960279813975775,0.4929862031084273,6878,33,40,5,-0.014461047647873175,0.03762225252131328,0.5574937841323973,-0.05314390776563657,0.07349701834099459,-0.19663113675690874,-0.19663113675690874,-1.0638027981397586,1.1663532868019981,6878,31,42,4,-0.025911047647873182,0.040997245079950145,0.7016805049773428,-0.19474390776563666,-0.15030298165900557,-0.5158311367569091,-0.5158311367569091,-2.370802798139759,2.360230704109514,6878,24,49,3,-0.044994380981206526,0.04786915645992177,0.8961354489770568,-0.43074390776563665,-0.5233029816590056,-1.0478311367569089,-1.0478311367569089
