campaign_id,run_id,variant_id,correlation_threshold,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,-1.0,0.7874745945993571,0.7428721342818969,-0.04460246031746032,1917,4964,1054,577,477,0.8396414342629482,1.0000000000000002,446.02460317460316,140,109,0.328755387873695,0.04525571835093744,PLTR,0.20574958491092282,0.5817250096884343,2,2,0.013124576576655953,0.0046579476184789555,30,21,9,0.26221808980831723,2025-02-06,2025-04-04,114,0.0,12,0.040126467381244146,0.044437891978632515,9,3,0,15,0.02318732923704606,0.03214084429455243,10,5,0,18,0.02801635372258693,0.03412334647758296,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,0.0,0.7428721342818969,0.7428721342818969,0.0,1917,4964,1054,576,478,0.8396414342629482,1.0000000000000002,446.02460317460316,136,113,0.33304836559732415,0.04539468985209277,PLTR,0.20538982300616096,0.537482311275736,2,2,0.012381202238031613,0.004347947618478959,30,21,9,0.26914503652626354,2025-02-06,2025-04-04,115,0.0,12,0.039425217381244146,0.04362789197863251,9,3,0,15,0.022457265744982566,0.03126084429455243,10,5,0,18,0.027305745256978466,0.03343334647758296,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,1.0,0.6982696739644365,0.7428721342818969,0.04460246031746032,1917,4964,1054,574,480,0.8396414342629482,1.0000000000000002,446.02460317460316,136,113,0.33730647027180344,0.04553434767513437,PLTR,0.205030061101399,0.4932396128630375,2,2,0.011637827899407278,0.004037947618478964,30,21,9,0.27639278570926445,2025-02-06,2025-04-04,116,0.0,12,0.03872396738124416,0.04281789197863252,9,3,0,15,0.02172720225291908,0.03038084429455244,10,5,0,18,0.02659513679137001,0.032743346477582966,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,2.0,0.6536672136469762,0.7428721342818969,0.08920492063492064,1917,4964,1054,573,481,0.8396414342629482,1.0000000000000002,446.02460317460316,136,113,0.34169003251158303,0.045674440354414994,PLTR,0.20467029919663718,0.44899691445033907,2,2,0.010894453560782936,0.003727947618478963,30,21,9,0.28398415126328014,2025-02-06,2025-04-04,116,0.0,12,0.038022717381244145,0.04200789197863251,9,3,0,15,0.02099713876085558,0.02950084429455243,10,5,0,18,0.025884528325761533,0.03195199513561321,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,5.0,0.5198598326945952,0.7428721342818969,0.2230123015873016,1917,4964,1054,569,485,0.8396414342629482,1.0000000000000002,446.02460317460316,133,116,0.3555872932642418,0.046099030851275064,PLTR,0.2035910134823515,0.3162688192122437,2,2,0.008664330544909924,0.0027979476184789654,30,21,9,0.30908301771357277,2025-02-06,2025-04-04,123,0.0,12,0.03591896738124415,0.03957789197863251,9,3,0,15,0.018806948284665108,0.026860844294552436,10,5,0,18,0.023752702928936144,0.028928066564184653,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.4,0.4,sp500,1,10.0,0.29684753110729384,0.7428721342818969,0.4460246031746032,1917,4964,1054,562,492,0.8396414342629482,1.0000000000000002,446.02460317460316,128,121,0.3807730524494671,0.04681964596011846,PLTR,0.201792203958542,0.09505532714875184,2,2,0.004947458851788228,0.0012479476184789609,30,21,9,0.3607038537268013,2025-02-06,2025-04-04,125,0.0,12,0.03241271738124415,0.035527891978632514,9,3,0,15,0.015156630824347646,0.02246084429455244,10,5,0,18,0.02019966060089381,0.023888185611803697,12,6,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.6,0.6,sp500,1,-1.0,0.8664511459644487,0.8369511459644489,-0.029500000000000005,1480,2950,1054,576,478,0.8398406374501992,1.0000000000000002,295.00000000000006,118,98,0.2910707706490869,0.04591074354965096,SNDK,0.18826903690170277,0.678182109062746,0,1,0.014440852432740814,0.0,29,22,9,0.26850256960786745,2025-02-18,2025-04-04,139,0.0,12,0.056589649947055266,0.05356331073300896,9,3,0,15,0.034099413415370275,0.048027392867459856,9,6,0,18,0.03561495294229341,0.040033604560669164,11,7,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.6,0.6,sp500,1,0.0,0.8369511459644489,0.8369511459644489,0.0,1480,2950,1054,575,479,0.8398406374501992,1.0000000000000002,295.00000000000006,118,98,0.29334067128918057,0.04598022995790885,SNDK,0.18825903690170276,0.6486921090627461,0,1,0.013949185766074148,0.0,29,22,9,0.27356141732722944,2025-02-18,2025-04-04,139,0.0,12,0.05613631661372195,0.053123310733008966,9,3,0,15,0.0336167467487036,0.047747392867459854,9,6,0,18,0.03512050849784896,0.03969360456066916,11,7,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.6,0.6,sp500,1,1.0,0.8074511459644491,0.8369511459644489,0.029500000000000005,1480,2950,1054,575,479,0.8398406374501992,1.0000000000000002,295.00000000000006,117,99,0.29573943235949907,0.046049911505272434,SNDK,0.18824903690170278,0.6192021090627463,0,1,0.013457519099407482,0.0,29,22,9,0.27878458642992815,2025-02-18,2025-04-04,139,0.0,12,0.05568298328038862,0.05268331073300897,9,3,0,15,0.033134080082036936,0.047467392867459865,9,6,0,18,0.03462606405340453,0.03935360456066917,11,7,0,open_to_next_open
CAM-0610,RUN-0028,sp500__ma200__daily__top10__corr0.6,0.6,sp500,1,2.0,0.7779511459644489,0.8369511459644489,0.05900000000000001,1480,2950,1054,573,481,0.8398406374501992,1.0000000000000002,295.00000000000006,117,99,0.29817579083473156,0.04611940784034449,SNDK,0.18823903690170277,0.5897121090627462,0,1,0.012965852432740815,0.0,29,22,9,0.2841802153171336,2025-02-18,2025-04-04,140,0.0,12,0.05522964994705529,0.05224331073300896,9,3,0,15,0.03265141341537028,0.04718739286745985,9,6,0,18,0.03413161960896008,0.03901360456066916,11,7,0,open_to_next_open
