variant,K,M,breadth,leg,weight,cost_bps_per_side,full_net_simple_return,mean_decision_net_bps_scaled,standard_max_drawdown,max_recovery_days,recovery_unresolved,decision_count,trading_days,stop_count,top_5_day_profit_share,average_month_18m,negative_months_18m,average_month_15m,negative_months_15m,average_month_12m,negative_months_12m
K4_M3_quintile_half_long_short_strength_capped_c0,4,3,quintile,half_long_short,strength_capped,0,0.016644090074664122,0.21229706727887926,0.019290563580198646,283,True,784,112,484,3.5021259954961814,0.0009246716708146738,5,0.0011096060049776086,5,-0.00024969501157950247,4
K6_M6_quintile_half_long_short_equal_c1,6,6,quintile,half_long_short,equal,1,0.016032563626655366,0.715739447618543,0.007652289021811015,178,True,224,112,289,1.2291790679918646,0.0008906979792586313,5,0.0010688375751103578,5,0.0005603445364088683,3
K4_M3_decile_half_long_short_strength_capped_c0,4,3,decile,half_long_short,strength_capped,0,0.01596241565003858,0.20360224043416555,0.03231095266320212,283,True,784,112,320,4.345348884307862,0.0008868008694465873,5,0.001064161043335905,5,0.0002847565821680633,4
K4_M6_quintile_half_long_short_strength_capped_c1,4,6,quintile,half_long_short,strength_capped,1,0.015084734506877225,0.33671282381422357,0.009916792503546282,368,True,448,112,623,2.5626603287223073,0.0008380408059376229,6,0.0010056489671251476,6,-0.0003243322777219985,4
K4_M4_quintile_half_long_short_strength_capped_c1,4,4,quintile,half_long_short,strength_capped,1,0.014978277637973205,0.22289103627936324,0.01888298552801878,384,True,672,112,604,4.060348842366746,0.0008321265354429561,6,0.0009985518425315474,6,-0.0009483956235648624,5
K6_M6_decile_half_long_short_strength_capped_c1,6,6,decile,half_long_short,strength_capped,1,0.014775621799504784,0.6596259731921779,0.014621239414419425,279,True,224,112,184,1.7881956404552495,0.0008208678777502657,4,0.0009850414533003188,4,0.0006987971475251915,3
K4_M6_quintile_half_long_short_equal_c1,4,6,quintile,half_long_short,equal,1,0.014377933898497681,0.32093602452003755,0.010002964409515458,375,True,448,112,623,2.6512397647364288,0.0007987741054720937,6,0.0009585289265665122,6,-0.00030366961670226365,4
K6_M3_quintile_half_long_short_equal_c1,6,3,quintile,half_long_short,equal,1,0.0142941942289766,0.2552534683745821,0.02362489062623687,85,True,560,112,337,2.9232798873844357,0.0007941219016098114,4,0.0009529462819317737,4,0.0006676636994666896,3
K6_M4_quintile_half_long_short_equal_c1,6,4,quintile,half_long_short,equal,1,0.013943617058022866,0.3112414521880105,0.019370304315563747,177,True,448,112,389,2.4967718923059325,0.0007746453921123816,4,0.000929574470534858,4,0.0006963102595795876,3
K4_M4_decile_half_long_short_strength_capped_c1,4,4,decile,half_long_short,strength_capped,1,0.01305738482044923,0.19430632173287535,0.021136250879131836,365,True,672,112,408,5.343323691451187,0.000725410267802735,5,0.000870492321363282,5,-0.000662974915721662,4
K6_M6_decile_half_long_short_equal_c1,6,6,decile,half_long_short,equal,1,0.011077371266049404,0.49452550294863407,0.009576316055259241,343,True,224,112,184,2.1137450603394217,0.0006154095147805224,5,0.0007384914177366268,5,0.00019659204798228667,3
K4_M6_decile_half_long_short_strength_capped_c1,4,6,decile,half_long_short,strength_capped,1,0.010923983952676568,0.24383892751510178,0.0186552201055414,328,True,448,112,418,4.142824728666506,0.00060688799737092,5,0.0007282655968451041,5,-0.00021292712094851673,3
K4_M3_decile_half_long_short_equal_c0,4,3,decile,half_long_short,equal,0,0.010542935425347965,0.13447621716005048,0.03663151803674022,248,True,784,112,320,6.145484470572799,0.0005857186347415529,5,0.0007028623616898639,5,-0.0001187233817264322,3
K4_M4_quintile_half_long_short_equal_c1,4,4,quintile,half_long_short,equal,1,0.009327578898137637,0.13880325741276242,0.017257821947825176,384,True,672,112,604,5.761575242043822,0.0005181988276743129,6,0.0006218385932091755,6,-0.0010047855080267708,5
K6_M4_decile_half_long_short_equal_c1,6,4,decile,half_long_short,equal,1,0.008616819033282756,0.1923397105643471,0.022144031126867095,292,True,448,112,252,4.401853252922861,0.0004787121685157085,3,0.0005744546022188502,3,0.0005772711552409712,2
K4_M2_decile_long_low_equal_c1,4,2,decile,long_low,equal,1,0.008331495595784971,0.09298544191724283,0.1321248815400482,345,True,896,112,202,23.668387872078547,0.0004628608664324984,5,0.0005554330397189977,5,-0.001955240587396713,4
K4_M6_decile_half_long_short_equal_c1,4,6,decile,half_long_short,equal,1,0.006200588541278796,0.1384059942249732,0.01867640378842883,343,True,448,112,418,7.06220286105858,0.0003444771411821554,6,0.0004133725694185866,6,-0.0006903414788339493,4
K6_M6_quintile_half_long_short_strength_capped_c3,6,6,quintile,half_long_short,strength_capped,3,0.004035151876875935,0.18014070878910418,0.012105985079041112,343,True,224,112,289,5.536476823053926,0.0002241751042708852,5,0.0002690101251250622,5,-0.00010351854195967662,3
K4_M2_decile_long_low_strength_capped_c1,4,2,decile,long_low,strength_capped,1,0.0033282452962438147,0.03714559482414972,0.1449573813524117,345,True,896,112,202,59.90181167184627,0.00018490251645799106,5,0.00022188301974958926,5,-0.0009104323064677835,4
K4_M4_decile_half_long_short_equal_c1,4,4,decile,half_long_short,equal,1,0.0021737870091180934,0.03234802096901912,0.025893428615240396,363,True,672,112,408,29.081386677270515,0.00012076594495100461,5,0.00014491913394120554,5,-0.0014381075419931607,4
K6_M2_quintile_half_long_short_strength_capped_c1,6,2,quintile,half_long_short,strength_capped,1,0.0011806481718014683,0.017569169223236147,0.03668563925092866,331,True,672,112,241,50.07877503745549,6.559156510008172e-05,6,7.870987812009818e-05,6,-0.0002510897490590202,4
K6_M6_quintile_half_long_short_equal_c3,6,6,quintile,half_long_short,equal,3,0.0010992302933220338,0.04907278095187655,0.009410245208840925,344,True,224,112,289,17.32141578078559,6.106834962900177e-05,7,7.328201955480207e-05,7,-0.0002507665747022426,5
K4_M2_quintile_half_long_short_equal_c0,4,2,quintile,half_long_short,equal,0,0.0003834575824971341,0.0042796605189410735,0.026130321255557965,259,True,896,112,324,149.98221613517592,2.130319902761837e-05,5,2.5563838833142042e-05,5,-0.0013395346273129877,4
K6_M6_decile_half_long_short_strength_capped_c3,6,6,decile,half_long_short,strength_capped,3,-0.00015771153382854522,-0.007040693474488664,0.0175541023415582,343,True,224,112,184,,-8.761751879363394e-06,6,-1.0514102255236132e-05,6,-0.00011231396358591917,4
K6_M2_decile_half_long_short_equal_c1,6,2,decile,half_long_short,equal,1,-0.0008392479237309021,-0.012488808388852864,0.03373367226310629,343,True,672,112,143,,-4.662488465171703e-05,6,-5.594986158206037e-05,6,-0.0008970760225034194,4
K6_M2_quintile_half_long_short_equal_c1,6,2,quintile,half_long_short,equal,1,-0.0027283727221487537,-0.040600784555784815,0.030302165365695324,331,True,672,112,241,,-0.00015157626234159625,6,-0.00018189151480991556,6,-0.0006362942505204579,4
K6_M6_decile_half_long_short_equal_c3,6,6,decile,half_long_short,equal,3,-0.0038559620672839225,-0.17214116371803223,0.012512046548396032,343,True,224,112,184,,-0.00021422011484910705,7,-0.0002570641378189283,7,-0.0006145190631288241,5
K6_M6_quintile_protected_short_high_strength_capped_c0,6,6,quintile,protected_short_high,strength_capped,0,-0.004657789327304825,-0.2079370235403939,0.020271288751905318,264,True,224,112,289,,-0.0002587660737391569,6,-0.00031051928848698835,6,0.00045412645661545016,4
K6_M6_quintile_protected_short_high_equal_c0,6,6,quintile,protected_short_high,equal,0,-0.004662356409711254,-0.2081409111478237,0.020232085150356724,264,True,224,112,289,,-0.00025901980053951416,6,-0.00031082376064741685,6,0.00031254757776162336,4
K6_M2_decile_half_long_short_strength_capped_c1,6,2,decile,half_long_short,strength_capped,1,-0.006755259626659453,-0.1005246968252894,0.04729577766667832,343,True,672,112,143,,-0.0003752922014810809,6,-0.000450350641777297,6,-0.0007756272025161694,4
K6_M6_decile_protected_short_high_strength_capped_c0,6,6,decile,protected_short_high,strength_capped,0,-0.008834252119551456,-0.3943862553371184,0.024277406701853427,341,True,224,112,184,,-0.0004907917844195252,6,-0.0005889501413034303,6,0.0006698999567283597,4
K6_M6_decile_protected_short_high_equal_c0,6,6,decile,protected_short_high,equal,0,-0.008849486270631389,-0.3950663513674733,0.0216277431915501,315,True,224,112,184,,-0.000491638126146189,7,-0.0005899657513754265,7,0.00024369119925656498,5
K6_M2_decile_long_low_strength_capped_c3,6,2,decile,long_low,strength_capped,3,-0.010090625453871155,-0.15015811687308275,0.11972609608594648,379,True,672,112,143,,-0.0005605903029928429,6,-0.0006727083635914115,6,-0.0054916928765981685,4
K6_M6_quintile_protected_short_high_strength_capped_c1,6,6,quintile,protected_short_high,strength_capped,1,-0.012124455993971495,-0.5412703568737274,0.02160792415475728,343,True,224,112,289,,-0.000673580888553972,7,-0.0008082970662647663,7,4.857090105989462e-05,5
K6_M6_quintile_protected_short_high_equal_c1,6,6,quintile,protected_short_high,equal,1,-0.01212902307637791,-0.5414742444811571,0.021588065460935182,412,True,224,112,289,,-0.0006738346153543289,7,-0.0008086015384251947,7,-9.300797779393246e-05,5
K4_M2_quintile_half_long_short_strength_capped_c0,4,2,quintile,half_long_short,strength_capped,0,-0.013266585518025498,-0.1480645705136776,0.029868259369260925,331,True,896,112,324,,-0.0007370325287791948,5,-0.0008844390345350336,5,-0.001799234319525044,4
K4_M6_quintile_half_long_short_strength_capped_c3,4,6,quintile,half_long_short,strength_capped,3,-0.014781932159789455,-0.3299538428524429,0.030686249788423544,385,True,448,112,623,,-0.0008212184533216356,8,-0.0009854621439859628,8,-0.0019465544999442202,6
K4_M6_quintile_half_long_short_equal_c3,4,6,quintile,half_long_short,equal,3,-0.015488732768168974,-0.345730642146629,0.028848885042018248,385,True,448,112,623,,-0.0008604851537871654,8,-0.0010325821845445986,8,-0.0019258918389244855,6
K6_M6_decile_protected_short_high_strength_capped_c1,6,6,decile,protected_short_high,strength_capped,1,-0.016300918786218116,-0.7277195886704517,0.0256188664518486,412,True,224,112,184,,-0.0009056065992343405,7,-0.0010867279190812085,7,0.0002643444011728036,5
K6_M6_decile_protected_short_high_equal_c1,6,6,decile,protected_short_high,equal,1,-0.016316152937298063,-0.7283996847008067,0.021927588665405656,386,True,224,112,184,,-0.0009064529409610033,7,-0.0010877435291532038,7,-0.00016186435629899045,5
K6_M4_quintile_protected_short_high_strength_capped_c0,6,4,quintile,protected_short_high,strength_capped,0,-0.016644113366065125,-0.37152038763538225,0.056723639057010784,412,True,448,112,389,,-0.0009246729647813953,4,-0.0011096075577376747,4,0.001527887096343655,2
K4_M6_decile_half_long_short_strength_capped_c3,4,6,decile,half_long_short,strength_capped,3,-0.018942682713990106,-0.4228277391515648,0.030874523273532958,385,True,448,112,418,,-0.001052371261888339,8,-0.0012628455142660066,8,-0.0018351493431707385,6
K6_M4_quintile_protected_short_high_equal_c0,6,4,quintile,protected_short_high,equal,0,-0.019187385599619432,-0.42828985713436235,0.05442947623701677,412,True,448,112,389,,-0.0010659658666455232,5,-0.0012791590399746284,5,0.0011002262141319608,3
K6_M2_quintile_long_low_strength_capped_c3,6,2,quintile,long_low,strength_capped,3,-0.021022187813263593,-0.3128301757926127,0.11049844174442848,380,True,672,112,241,,-0.001167899322959088,5,-0.0014014791875509058,5,-0.005404185830615659,4
K6_M4_quintile_half_long_short_strength_capped_c3,6,4,quintile,half_long_short,strength_capped,3,-0.021556808601083263,-0.48117876341703725,0.027844443130334334,435,True,448,112,389,,-0.0011976004778379591,8,-0.001437120573405551,8,-0.0012736631892504718,6
K4_M6_decile_half_long_short_equal_c3,4,6,decile,half_long_short,equal,3,-0.023666078125387867,-0.5282606724416932,0.034036208197081565,385,True,448,112,418,,-0.0013147821180771037,8,-0.0015777385416925244,8,-0.002312563701056171,6
K6_M3_quintile_protected_short_high_equal_c0,6,3,quintile,protected_short_high,equal,0,-0.026334718506888302,-0.4702628304801479,0.07035200718646288,412,True,560,112,337,,-0.0014630399170493485,4,-0.001755647900459218,4,0.0012275111003167286,2
K6_M4_decile_half_long_short_strength_capped_c3,6,4,decile,half_long_short,strength_capped,3,-0.02699727583005731,-0.6026177640637792,0.03519634329990283,435,True,448,112,252,,-0.0014998486572254056,6,-0.0017998183886704868,6,-0.0012088738145958277,5
K6_M6_quintile_protected_short_high_strength_capped_c3,6,6,quintile,protected_short_high,strength_capped,3,-0.02705778932730482,-1.207937023540394,0.03146595898851268,412,True,224,112,289,,-0.0015032105181836011,7,-0.0018038526218203215,7,-0.0007625402100512162,5
K6_M6_quintile_protected_short_high_equal_c3,6,6,quintile,protected_short_high,equal,3,-0.02706235640971125,-1.2081409111478236,0.033675663504516326,412,True,224,112,289,,-0.0015034642449839582,7,-0.0018041570939807499,7,-0.0009041190889050432,5
K4_M3_decile_long_low_strength_capped_c3,4,3,decile,long_low,strength_capped,3,-0.027077214185319498,-0.3453726299147893,0.1107803717047622,345,True,784,112,320,,-0.001504289676962194,6,-0.0018051476123546327,6,-0.005622785650596952,5
K6_M3_quintile_protected_short_high_strength_capped_c0,6,3,quintile,protected_short_high,strength_capped,0,-0.027235605428520965,-0.48635009693787473,0.07585958129870385,412,True,560,112,337,,-0.001513089190473387,5,-0.0018157070285680643,5,0.0016315207428041734,3
K6_M2_quintile_protected_short_high_equal_c0,6,2,quintile,protected_short_high,equal,0,-0.029342815120340676,-0.4366490345288789,0.08456101449612419,386,True,672,112,241,,-0.00163015639557448,5,-0.0019561876746893763,5,0.0011536684654722968,3
K4_M2_decile_half_long_short_equal_c0,4,2,decile,half_long_short,equal,0,-0.029543119493424808,-0.3297223157748307,0.04449741992720898,441,True,896,112,202,,-0.001641284416301379,7,-0.0019695412995616546,7,-0.002421930117932117,6
K4_M3_quintile_half_long_short_equal_c1,4,3,quintile,half_long_short,equal,1,-0.029679797853142773,-0.37856885016763714,0.03911257171003489,384,True,784,112,484,,-0.0016488776585079309,7,-0.001978653190209517,7,-0.0027280356013186687,5
K6_M2_decile_long_low_equal_c3,6,2,decile,long_low,equal,3,-0.02973724704151473,-0.4425185571653981,0.12193815606667333,379,True,672,112,143,,-0.0016520692800841535,5,-0.001982483136100984,5,-0.006399017005866653,4
K6_M3_decile_protected_short_high_equal_c0,6,3,decile,protected_short_high,equal,0,-0.030414915542083205,-0.5431234918229142,0.07806301417205148,412,True,560,112,214,,-0.0016897175301157337,5,-0.0020276610361388806,5,0.0016504354171838975,3
K6_M4_quintile_half_long_short_equal_c3,6,4,quintile,half_long_short,equal,3,-0.030856382941977123,-0.6887585478119893,0.03228097052432187,441,True,448,112,389,,-0.0017142434967765065,8,-0.002057092196131808,8,-0.0017370230737537445,6
K6_M6_decile_protected_short_high_strength_capped_c3,6,6,decile,protected_short_high,strength_capped,3,-0.03123425211955145,-1.3943862553371185,0.033676708910124156,412,True,224,112,184,,-0.0017352362288639697,7,-0.002082283474636764,7,-0.0005467667099383067,5
K6_M6_decile_protected_short_high_equal_c3,6,6,decile,protected_short_high,equal,3,-0.0312494862706314,-1.3950663513674728,0.034684712720379325,412,True,224,112,184,,-0.0017360825705906328,7,-0.0020832990847087594,7,-0.0009729754674101015,5
K4_M2_decile_half_long_short_strength_capped_c0,4,2,decile,half_long_short,strength_capped,0,-0.033394494260521365,-0.3727064091576044,0.050132577635177776,441,True,896,112,202,,-0.0018552496811400758,7,-0.0022262996173680913,7,-0.001636760232088076,5
K6_M4_decile_protected_short_high_strength_capped_c0,6,4,decile,protected_short_high,strength_capped,0,-0.033577031215338254,-0.7494873039138001,0.0752456572377317,412,True,448,112,252,,-0.0018653906230743466,5,-0.002238468747689216,5,0.0015820672273439637,3
K4_M3_quintile_long_low_equal_c3,4,3,quintile,long_low,equal,3,-0.03447841462174067,-0.4397756967058754,0.10570403202181075,380,True,784,112,484,,-0.0019154674789855913,6,-0.002298560974782709,6,-0.005452691854900118,5
K4_M6_quintile_protected_short_high_equal_c0,4,6,quintile,protected_short_high,equal,0,-0.035123963608233395,-0.7840170448266388,0.05531072304248214,386,True,448,112,623,,-0.001951331311568523,7,-0.0023415975738822277,7,-0.0012309735430902204,5
K6_M4_decile_protected_short_high_equal_c0,6,4,decile,protected_short_high,equal,0,-0.03530077267379349,-0.7879636757543188,0.06905299106787192,412,True,448,112,252,,-0.0019611540374329713,5,-0.0023533848449195653,5,0.0010319046791416719,3
K6_M3_decile_protected_short_high_strength_capped_c0,6,3,decile,protected_short_high,strength_capped,0,-0.035475659318370587,-0.6334939163994748,0.08987571603490975,412,True,560,112,214,,-0.001970869962131699,5,-0.002365043954558039,5,0.001879336229381328,3
K4_M3_quintile_half_long_short_strength_capped_c1,4,3,quintile,half_long_short,strength_capped,1,-0.03562257659200252,-0.4543695993877873,0.04741175115236472,384,True,784,112,484,,-0.0019790320328890287,6,-0.0023748384394668347,6,-0.003088583900468391,5
K4_M3_quintile_long_low_strength_capped_c3,4,3,quintile,long_low,strength_capped,3,-0.03606228817160628,-0.4599781654541615,0.1012773422797722,380,True,784,112,484,,-0.0020034604539781267,6,-0.0024041525447737523,6,-0.005683502418738006,5
K6_M4_decile_half_long_short_equal_c3,6,4,decile,half_long_short,equal,3,-0.03618318096671724,-0.8076602894356527,0.03859414128859819,435,True,448,112,252,,-0.0020101767203731797,8,-0.002412212064447816,8,-0.0018560621780923613,6
K4_M3_decile_half_long_short_strength_capped_c1,4,3,decile,half_long_short,strength_capped,1,-0.03630425101662807,-0.46306442623250116,0.04304715334850169,384,True,784,112,320,,-0.0020169028342571158,6,-0.002420283401108539,6,-0.002554132306720825,5
K4_M6_quintile_protected_short_high_strength_capped_c0,4,6,quintile,protected_short_high,strength_capped,0,-0.037559320242938156,-0.8383776839941551,0.05901412098796439,386,True,448,112,623,,-0.002086628902385453,6,-0.002503954682862544,6,-0.0014288122839471553,4
K6_M4_quintile_protected_short_high_strength_capped_c1,6,4,quintile,protected_short_high,strength_capped,1,-0.03904411336606512,-0.8715203876353826,0.06427113936777165,412,True,448,112,389,,-0.0021691174092258406,5,-0.0026029408910710084,5,0.0003112204296769879,3
K6_M2_decile_protected_short_high_equal_c0,6,2,decile,protected_short_high,equal,0,-0.03914124880594702,-0.5824590596123075,0.08745559551268105,412,True,672,112,143,,-0.0021745138225526136,4,-0.0026094165870631366,4,0.000954864960859815,2
K6_M4_quintile_protected_short_high_equal_c1,6,4,quintile,protected_short_high,equal,1,-0.041587385599619435,-0.9282898571343623,0.06196674026429864,412,True,448,112,389,,-0.0023104103110899673,5,-0.002772492373307961,5,-0.00011644045253470508,3
K4_M3_decile_half_long_short_equal_c1,4,3,decile,half_long_short,equal,1,-0.041723731241318715,-0.5321904495066161,0.04736441082038711,441,True,784,112,320,,-0.002317985068962151,7,-0.0027815820827545804,7,-0.0029576122706153215,5
K4_M6_decile_protected_short_high_strength_capped_c0,4,6,decile,protected_short_high,strength_capped,0,-0.04181500823532388,-0.9333707195384799,0.05835739251043811,386,True,448,112,418,,-0.002323056013073551,6,-0.0027876672156882604,6,-0.0010670051277185703,4
K4_M3_decile_long_low_equal_c3,4,3,decile,long_low,equal,3,-0.04315236378795975,-0.5504128034178538,0.12140346480591135,380,True,784,112,320,,-0.0023973535437755416,6,-0.0028768242525306492,6,-0.006082566782237893,5
K6_M2_quintile_long_low_equal_c3,6,2,quintile,long_low,equal,3,-0.04331393032395678,-0.6445525345826906,0.10990755475601051,380,True,672,112,241,,-0.0024063294624420456,5,-0.0028875953549304537,5,-0.006076256966513211,4
K6_M2_quintile_protected_short_high_strength_capped_c0,6,2,quintile,protected_short_high,strength_capped,0,-0.04381651584313348,-0.6520314857609147,0.09244311284072877,412,True,672,112,241,,-0.002434250880174082,5,-0.002921101056208898,5,0.0012520063324976214,3
K6_M3_decile_half_long_short_strength_capped_c3,6,3,decile,half_long_short,strength_capped,3,-0.0456521036282269,-0.8152161362183378,0.05133676390935686,435,True,560,112,214,,-0.0025362279793459397,7,-0.003043473575215128,7,-0.0028073351680458322,5
K4_M6_decile_protected_short_high_equal_c0,4,6,decile,protected_short_high,equal,0,-0.04639832887960047,-1.0356769839196536,0.06044482659841931,386,True,448,112,418,,-0.002577684937755583,6,-0.0030932219253066995,6,-0.0015683292909571735,4
K4_M6_quintile_protected_short_high_equal_c1,4,6,quintile,protected_short_high,equal,1,-0.05005729694156674,-1.1173503781599718,0.06700851725225256,386,True,448,112,623,,-0.002780960941198153,7,-0.003337153129437783,7,-0.0020420846542013316,5
K6_M3_quintile_half_long_short_strength_capped_c3,6,3,quintile,half_long_short,strength_capped,3,-0.050356567871029795,-0.8992244262683895,0.053274720988006716,435,True,560,112,337,,-0.0027975871039461007,8,-0.0033571045247353204,8,-0.0030632815295274225,6
K4_M4_quintile_half_long_short_strength_capped_c3,4,4,quintile,half_long_short,strength_capped,3,-0.05222172236202678,-0.7771089637206366,0.06930951659154169,384,True,672,112,604,,-0.0029012067978903765,7,-0.0034814481574684517,7,-0.004598395623564861,6
K4_M6_quintile_protected_short_high_strength_capped_c1,4,6,quintile,protected_short_high,strength_capped,1,-0.05249265357627146,-1.1717110173274883,0.07070711285779303,386,True,448,112,623,,-0.0029162585320150814,7,-0.003499510238418098,7,-0.0022399233950582656,5
K4_M4_decile_half_long_short_strength_capped_c3,4,4,decile,half_long_short,strength_capped,3,-0.054142615179550775,-0.8056936782671245,0.0664280453580645,385,True,672,112,408,,-0.0030079230655305983,7,-0.003609507678636718,7,-0.0043129749157216615,6
K4_M4_quintile_protected_short_high_equal_c0,4,4,quintile,protected_short_high,equal,0,-0.05447809841486942,-0.8106859883165093,0.08883772960708884,386,True,672,112,604,,-0.0030265610230483008,5,-0.0036318732276579614,5,-0.0017230709593857743,3
K4_M4_quintile_protected_short_high_strength_capped_c0,4,4,quintile,protected_short_high,strength_capped,0,-0.0545538164458341,-0.811812744729674,0.09393112990365177,386,True,672,112,604,,-0.003030767580324117,5,-0.0036369210963889407,5,-0.0017744871512140271,3
K6_M4_decile_protected_short_high_strength_capped_c1,6,4,decile,protected_short_high,strength_capped,1,-0.05597703121533826,-1.2494873039138,0.08282979064137629,412,True,448,112,252,,-0.0031098350675187914,5,-0.003731802081022549,5,0.00036540056067729695,3
K6_M3_decile_half_long_short_equal_c3,6,3,decile,half_long_short,equal,3,-0.056042251148025995,-1.0007544847861782,0.05948469467142713,435,True,560,112,214,,-0.0031134583971125546,9,-0.0037361500765350653,9,-0.003297677678042179,7
K4_M6_decile_protected_short_high_strength_capped_c1,4,6,decile,protected_short_high,strength_capped,1,-0.05674834156865725,-1.2667040528718134,0.07010863258749063,386,True,448,112,418,,-0.00315268564270318,6,-0.003783222771243816,6,-0.0018781162388296808,4
K6_M4_decile_protected_short_high_equal_c1,6,4,decile,protected_short_high,equal,1,-0.05770077267379348,-1.287963675754319,0.07664534374525245,412,True,448,112,252,,-0.0032055984818774147,6,-0.003846718178252898,6,-0.00018476198752499437,4
K4_M4_quintile_half_long_short_equal_c3,4,4,quintile,half_long_short,equal,3,-0.05787242110186236,-0.8611967425872374,0.06703458781230104,384,True,672,112,604,,-0.003215134505659019,7,-0.003858161406790823,7,-0.004654785508026771,5
K6_M3_quintile_half_long_short_equal_c3,6,3,quintile,half_long_short,equal,3,-0.06037247243769005,-1.0780798649587509,0.06271768493313405,435,True,560,112,337,,-0.003354026246538336,8,-0.0040248314958460036,8,-0.003387891856088865,6
K4_M6_decile_protected_short_high_equal_c1,4,6,decile,protected_short_high,equal,1,-0.0613316622129338,-1.369010317252987,0.07223306966547974,386,True,448,112,418,,-0.0034073145673852116,8,-0.004088777480862254,8,-0.0023794404020682845,6
K6_M3_quintile_protected_short_high_equal_c1,6,3,quintile,protected_short_high,equal,1,-0.0636680518402216,-1.136929497146814,0.08295380119488052,412,True,560,112,337,,-0.0035371139911234218,6,-0.004244536789348106,6,-0.0008002666774610492,4
K6_M3_quintile_protected_short_high_strength_capped_c1,6,3,quintile,protected_short_high,strength_capped,1,-0.0645689387618543,-1.153016763604541,0.08435692270724002,412,True,560,112,337,,-0.0035871632645474616,5,-0.004304595917456955,5,-0.00039625703497360416,3
K4_M4_decile_half_long_short_equal_c3,4,4,decile,half_long_short,equal,3,-0.06502621299088193,-0.9676519790309807,0.07076532812580938,384,True,672,112,408,,-0.003612567388382328,6,-0.004335080866058795,6,-0.00508810754199316,4
K6_M3_decile_protected_short_high_equal_c1,6,3,decile,protected_short_high,equal,1,-0.06774824887541653,-1.2097901584895812,0.0851609184842378,412,True,560,112,214,,-0.003763791604189807,5,-0.004516549925027768,5,-0.0003773423605938804,3
K6_M2_decile_protected_short_high_strength_capped_c0,6,2,decile,protected_short_high,strength_capped,0,-0.07061989379944775,-1.0508912767774965,0.10970289073657657,412,True,672,112,143,,-0.003923327433302652,5,-0.004707992919963181,5,0.0002904384715658326,3
K6_M3_decile_protected_short_high_strength_capped_c1,6,3,decile,protected_short_high,strength_capped,1,-0.07280899265170393,-1.3001605830661418,0.09697146739005723,412,True,560,112,214,,-0.004044944036205774,5,-0.004853932843446929,5,-0.0001484415483964501,3
K4_M4_decile_protected_short_high_equal_c0,4,4,decile,protected_short_high,equal,0,-0.07289284950753966,-1.084715022433626,0.09657782087127889,386,True,672,112,408,,-0.004049602750418868,6,-0.004859523300502642,6,-0.0018671625643073718,4
K4_M4_decile_protected_short_high_strength_capped_c0,4,4,decile,protected_short_high,strength_capped,0,-0.07347790427617754,-1.0934211945859753,0.09807967626972977,386,True,672,112,408,,-0.004082105793120974,4,-0.00489852695174517,4,-0.0012835876123375278,2
K4_M3_quintile_protected_short_high_equal_c0,4,3,quintile,protected_short_high,equal,0,-0.07714784775121156,-0.9840286702960653,0.10822256266587545,386,True,784,112,484,,-0.004285991541733974,6,-0.005143189850080768,6,-0.0028422682366261074,4
K4_M6_quintile_protected_short_high_equal_c3,4,6,quintile,protected_short_high,equal,3,-0.0799239636082334,-1.7840170448266381,0.09062609084891152,386,True,448,112,623,,-0.004440220200457412,8,-0.005328264240548894,8,-0.003664306876423553,6
K4_M6_quintile_protected_short_high_strength_capped_c3,4,6,quintile,protected_short_high,strength_capped,3,-0.08235932024293816,-1.838377683994155,0.09431467710269226,386,True,448,112,623,,-0.0045755177912743415,8,-0.00549062134952921,8,-0.003862145617280488,6
K6_M4_quintile_protected_short_high_strength_capped_c3,6,4,quintile,protected_short_high,strength_capped,3,-0.0838441133660651,-1.8715203876353819,0.09807716738395078,412,True,448,112,389,,-0.004658006298114728,6,-0.005589607557737674,6,-0.0021221129036563444,4
K6_M4_quintile_protected_short_high_equal_c3,6,4,quintile,protected_short_high,equal,3,-0.0863873855996194,-1.9282898571343614,0.10137435418048144,412,True,448,112,389,,-0.004799299199978856,6,-0.0057591590399746284,6,-0.002549773785868038,4
K4_M6_decile_protected_short_high_strength_capped_c3,4,6,decile,protected_short_high,strength_capped,3,-0.08661500823532389,-1.93337071953848,0.09510181527041428,412,True,448,112,418,,-0.004811944901962438,8,-0.0057743338823549265,8,-0.0035003384610519037,6
K4_M3_quintile_protected_short_high_strength_capped_c0,4,3,quintile,protected_short_high,strength_capped,0,-0.08744953167906547,-1.1154276999880797,0.11880993068981036,386,True,784,112,484,,-0.0048583073155036354,6,-0.005829968778604363,6,-0.003332554271087664,4
K4_M4_quintile_protected_short_high_equal_c1,4,4,quintile,protected_short_high,equal,1,-0.08807809841486944,-1.310685988316509,0.11507681533696029,386,True,672,112,604,,-0.004893227689714967,7,-0.005871873227657962,7,-0.0035480709593857743,5
K4_M4_quintile_protected_short_high_strength_capped_c1,4,4,quintile,protected_short_high,strength_capped,1,-0.0881538164458341,-1.311812744729674,0.12006001340140829,386,True,672,112,604,,-0.004897434246990784,6,-0.0058769210963889405,6,-0.0035994871512140276,4
K4_M2_quintile_half_long_short_equal_c1,4,2,quintile,half_long_short,equal,1,-0.08921654241750288,-0.9957203394810588,0.09029963764320331,441,True,896,112,324,,-0.004956474578750158,7,-0.00594776949450019,7,-0.006206201293979655,5
