variant,K,M,breadth,leg,weight,cost_bps_per_side,full_net_simple_return,mean_decision_net_bps_scaled,standard_max_drawdown,max_recovery_days,recovery_unresolved,decision_count,trading_days,stop_count,top_5_day_profit_share,average_month_18m,negative_months_18m,average_month_15m,negative_months_15m,average_month_12m,negative_months_12m
K4_M4_quintile_long_low_equal_c0,4,4,quintile,long_low,equal,0,0.14033325621114467,2.088292503142034,0.05843044508090004,175,False,672,112,604,1.2298956436579285,0.00779629201173026,4,0.009355550414076312,4,0.0033634999433322325,3
K4_M4_decile_long_low_strength_capped_c1,4,4,decile,long_low,strength_capped,1,0.133192673917076,1.9820338380517255,0.05937756670175908,293,True,672,112,408,1.400929070892711,0.007399592995393112,5,0.008879511594471734,5,0.001782637780894203,4
K6_M3_decile_long_low_strength_capped_c1,6,3,decile,long_low,strength_capped,1,0.13083811872858336,2.336394977296132,0.05810153389098782,183,False,560,112,214,1.1673044012293685,0.007268784373810188,5,0.008722541248572227,5,0.0026448823234158946,4
K4_M3_decile_long_low_strength_capped_c0,4,3,decile,long_low,strength_capped,0,0.1297227858146805,1.6546273700852103,0.07945674732980297,175,True,784,112,320,1.4840624123656707,0.007206821434148917,5,0.0086481857209787,5,0.0028938810160697146,4
K6_M3_quintile_long_low_equal_c0,6,3,quintile,long_low,equal,0,0.12958977363150814,2.3141031005626456,0.05262837831349025,179,False,560,112,337,1.0686221496963346,0.007199431868417118,4,0.008639318242100543,4,0.004163371854172207,3
K6_M2_decile_long_low_strength_capped_c1,6,2,decile,long_low,strength_capped,1,0.1243093745461288,1.8498418831269168,0.07918522842377013,330,False,672,112,143,1.5082962735646417,0.006906076363673822,5,0.008287291636408586,5,0.0018083071234018275,4
K4_M3_quintile_long_low_equal_c0,4,3,quintile,long_low,equal,0,0.12232158537825935,1.5602243032941245,0.07467457071296334,175,True,784,112,484,1.4361729366929845,0.006795643632125519,4,0.008154772358550626,4,0.003063974811766548,3
K4_M3_quintile_long_low_strength_capped_c0,4,3,quintile,long_low,strength_capped,0,0.12073771182839371,1.5400218345458385,0.07278692135983837,175,True,784,112,484,1.4662250331236442,0.006707650657132985,5,0.008049180788559582,5,0.0028331642479286594,4
K4_M2_quintile_long_low_equal_c0,4,2,quintile,long_low,equal,0,0.12038205810420166,1.343549755627251,0.08827034461020877,171,True,896,112,324,1.5779653235939528,0.006687892116900092,4,0.00802547054028011,4,0.0029831715450715952,3
K4_M4_quintile_long_low_strength_capped_c1,4,4,quintile,long_low,strength_capped,1,0.11811037172178052,1.7575948172884002,0.056344977961859735,293,True,672,112,604,1.4851134216966126,0.0065616873178766955,5,0.007874024781452032,5,0.0017026959040843022,4
K6_M4_decile_long_low_strength_capped_c0,6,4,decile,long_low,strength_capped,0,0.11398247955522363,2.5442517757862415,0.05440010254156838,183,False,448,112,252,1.0687031528407995,0.006332359975290201,5,0.007598831970348241,5,0.0033001851434643786,4
K4_M3_decile_long_low_equal_c0,4,3,decile,long_low,equal,0,0.11364763621204022,1.449587196582146,0.08902466072227293,293,True,784,112,320,1.6533533854519835,0.006313757567335571,4,0.0075765090808026835,4,0.002434099884428773,3
K6_M2_quintile_long_low_strength_capped_c1,6,2,quintile,long_low,strength_capped,1,0.11337781218673637,1.687169824207387,0.08401659881822092,342,False,672,112,241,1.6428867788038328,0.006298767343707577,5,0.007558520812449093,5,0.0018958141693843388,4
K6_M3_quintile_long_low_strength_capped_c1,6,3,quintile,long_low,strength_capped,1,0.11318913635312798,2.021234577734428,0.05400962573616543,187,False,560,112,337,1.3111607432067982,0.0062882853529515545,5,0.007545942423541867,5,0.0023808050870298683,4
K4_M4_decile_long_low_equal_c1,4,4,decile,long_low,equal,1,0.1108404235257758,1.6494110643716637,0.06871975041826381,329,True,672,112,408,1.6350559637090074,0.006157801306987544,5,0.007389361568385053,5,0.00081594748032105,4
K6_M4_quintile_long_low_strength_capped_c0,6,4,quintile,long_low,strength_capped,0,0.10793049616389855,2.4091628608013074,0.050049583366607524,177,False,448,112,389,1.1254748668380838,0.005996138675772143,5,0.007195366410926571,5,0.003224786525155401,4
K4_M2_quintile_long_low_strength_capped_c0,4,2,quintile,long_low,strength_capped,0,0.10763351852243136,1.2012669477949929,0.09604526093229131,175,True,896,112,324,1.7841737089857994,0.005979639917912855,5,0.007175567901495425,5,0.003031171459934976,4
K4_M4_quintile_long_low_equal_c1,4,4,quintile,long_low,equal,1,0.10673325621114468,1.5882925031420343,0.06506619802236602,293,False,672,112,604,1.6030173401245262,0.005929625345063593,5,0.00711555041407631,5,0.0015384999433322325,4
K6_M3_decile_long_low_equal_c1,6,3,decile,long_low,equal,1,0.10499707991269785,1.8749478555838903,0.05427841058342007,338,False,560,112,214,1.3679489538287108,0.005833171106260993,5,0.0069998053275131915,5,0.0018930981156206322,4
K6_M2_decile_long_low_equal_c1,6,2,decile,long_low,equal,1,0.1046627529584852,1.5574814428346013,0.0757352555690355,343,False,672,112,143,1.7338308560962918,0.005814597386582512,5,0.0069775168638990135,5,0.0009009829941333452,4
K4_M2_decile_long_low_equal_c0,4,2,decile,long_low,equal,0,0.09793149559578498,1.0929854419172431,0.11363682689159847,175,True,896,112,202,2.0544265978126472,0.0054406386442102765,4,0.00652876637305233,4,0.0029114260792699556,3
K4_M6_quintile_long_low_strength_capped_c0,4,6,quintile,long_low,strength_capped,0,0.09759545592335926,2.178469998289269,0.03786693372239571,286,False,448,112,623,1.2185743190945273,0.005421969773519959,5,0.00650636372822395,5,0.0024023699507253796,4
K6_M4_decile_long_low_equal_c0,6,4,decile,long_low,equal,0,0.09733441074035899,2.172643096883013,0.04834394267902662,297,False,448,112,252,1.1754862148657912,0.005407467263353275,5,0.006488960716023932,5,0.002555970964673603,4
K4_M6_quintile_long_low_equal_c0,4,6,quintile,long_low,equal,0,0.09374649807189545,2.0925557605333807,0.03762565184084185,171,False,448,112,623,1.2226130684830256,0.0052081387817719685,4,0.006249766538126362,4,0.002245856531907916,3
K4_M6_decile_long_low_strength_capped_c0,4,6,decile,long_low,strength_capped,0,0.09352964280734369,2.08771524123535,0.049289318959096884,287,True,448,112,418,1.3381155323974137,0.0051960912670746505,4,0.00623530952048958,4,0.002263373108043759,3
K4_M2_decile_long_low_strength_capped_c0,4,2,decile,long_low,strength_capped,0,0.09292824529624377,1.03714559482415,0.12645929886497656,175,True,896,112,202,2.1884403636912904,0.005162680294235768,3,0.006195216353082922,3,0.003956234360198882,2
K6_M3_quintile_long_low_equal_c1,6,3,quintile,long_low,equal,1,0.09225644029817481,1.6474364338959788,0.05930792901208129,297,False,560,112,337,1.482994958052849,0.005125357794343044,5,0.006150429353211653,5,0.0021355940763944283,4
K6_M4_quintile_long_low_equal_c0,6,4,quintile,long_low,equal,0,0.09187461971566518,2.050772761510383,0.051740990600780766,183,False,448,112,389,1.2124467959550977,0.005104145539759176,5,0.006124974647711012,5,0.002725727638360548,4
K6_M4_decile_long_low_strength_capped_c1,6,4,decile,long_low,strength_capped,1,0.09158247955522363,2.0442517757862415,0.05652866198720577,343,False,448,112,252,1.3191762862942555,0.005087915530845757,5,0.006105498637014909,5,0.0020835184767977128,4
K6_M2_quintile_long_low_equal_c1,6,2,quintile,long_low,equal,1,0.09108606967604316,1.355447465417309,0.08475299188269496,353,False,672,112,241,1.89917696645272,0.0050603372042246205,5,0.0060724046450695455,5,0.001223743033486788,4
K4_M6_decile_long_low_equal_c0,4,6,decile,long_low,equal,0,0.08866617262882473,1.9791556390362663,0.04719031792055697,288,False,448,112,418,1.3748558495122356,0.004925898479379152,4,0.0059110781752549834,4,0.0018098685555114978,3
K6_M4_quintile_long_low_strength_capped_c1,6,4,quintile,long_low,strength_capped,1,0.08553049616389855,1.9091628608013074,0.05406325815647252,302,False,448,112,389,1.4085392485853756,0.004751694231327698,5,0.005702033077593239,5,0.0020081198584887346,4
K4_M6_quintile_long_low_strength_capped_c1,4,6,quintile,long_low,strength_capped,1,0.08266212259002592,1.8451366649559358,0.04055242063022969,287,False,448,112,623,1.4306510149562772,0.004592340143890329,5,0.005510808172668395,5,0.0015912588396142689,4
K4_M6_quintile_long_low_equal_c1,4,6,quintile,long_low,equal,1,0.07881316473856209,1.7592224272000467,0.040308591183395324,175,False,448,112,623,1.4458120972370738,0.00437850915214234,4,0.005254210982570807,4,0.0014347454207968042,3
K4_M6_decile_long_low_strength_capped_c1,4,6,decile,long_low,strength_capped,1,0.07859630947401033,1.754381907902017,0.0519817378535163,290,True,448,112,418,1.5838759090156307,0.004366461637445019,5,0.005239753964934023,5,0.0014522619969326482,4
K4_M3_decile_long_low_strength_capped_c1,4,3,decile,long_low,strength_capped,1,0.07745611914801384,0.9879607034185435,0.08918060789398845,345,True,784,112,320,2.4553693008833553,0.004303117730445211,5,0.005163741276534253,5,5.4992127180824775e-05,4
K6_M4_decile_long_low_equal_c1,6,4,decile,long_low,equal,1,0.07493441074035898,1.6726430968830128,0.050467238915043414,343,False,448,112,252,1.5135270556854115,0.004163022818908831,5,0.004995627382690598,5,0.0013393042980069361,4
K4_M6_decile_long_low_equal_c1,4,6,decile,long_low,equal,1,0.07373283929549139,1.645822305702933,0.04987836497009701,330,True,448,112,418,1.6442678809650566,0.004096268849749522,4,0.004915522619699427,4,0.000998757444400386,3
K4_M3_quintile_long_low_equal_c1,4,3,quintile,long_low,equal,1,0.0700549187115927,0.8935576366274576,0.084998440597886,345,True,784,112,484,2.47436754403968,0.0038919399284218156,4,0.004670327914106179,4,0.00022508592287765885,3
K6_M4_quintile_long_low_equal_c1,6,4,quintile,long_low,equal,1,0.06947461971566515,1.5507727615103828,0.0557509204500598,302,False,448,112,389,1.5889700261138648,0.0038597010953147315,5,0.004631641314377677,5,0.0015090609716938814,4
K4_M3_quintile_long_low_strength_capped_c1,4,3,quintile,long_low,strength_capped,1,0.06847104516172703,0.8733551678791717,0.07969053436299,345,True,784,112,484,2.551375136437598,0.0038039469534292807,5,0.004564736344115137,5,-5.724640960229979e-06,4
K6_M2_quintile_half_long_short_strength_capped_c0,6,2,quintile,half_long_short,strength_capped,0,0.06838064817180146,1.017569169223236,0.03044166643518972,84,True,672,112,241,0.9085233301378366,0.003798924898433415,2,0.004558709878120098,2,0.0033989102509409796,1
K6_M2_decile_half_long_short_equal_c0,6,2,decile,half_long_short,equal,0,0.06636075207626908,0.9875111916111471,0.023224494530799906,292,True,672,112,143,0.8978006416215468,0.0036867084486816156,5,0.004424050138417939,5,0.0027529239774965806,3
K6_M3_decile_half_long_short_strength_capped_c0,6,3,decile,half_long_short,strength_capped,0,0.06634789637177307,1.1847838637816621,0.032753761270144476,173,True,560,112,214,0.8857470236774169,0.0036859942428762817,2,0.004423193091451538,2,0.0032759981652875,1
K4_M4_decile_long_low_strength_capped_c3,4,4,decile,long_low,strength_capped,3,0.065992673917076,0.9820338380517261,0.07324730980749376,345,True,672,112,408,2.7820283377373376,0.003666259662059777,6,0.004399511594471734,6,-0.001867362219105796,5
K6_M2_quintile_half_long_short_equal_c0,6,2,quintile,half_long_short,equal,0,0.06447162727785126,0.9593992154442154,0.024110901920098696,84,False,672,112,241,0.8109477230578571,0.003581757070991736,2,0.004298108485190083,2,0.0030137057494795416,1
K6_M3_quintile_half_long_short_strength_capped_c0,6,3,quintile,half_long_short,strength_capped,0,0.06164343212897017,1.1007755737316103,0.023365266207124452,78,True,560,112,337,0.8538013748466635,0.0034246351182761203,2,0.004109562141931345,2,0.00302005180380591,1
K4_M3_decile_long_low_equal_c1,4,3,decile,long_low,equal,1,0.06138096954537359,0.7829205299154793,0.0998075145546827,345,True,784,112,320,3.0231906097424175,0.0034100538636318662,4,0.004092064636358241,4,-0.00040478900446011567,3
K6_M2_decile_half_long_short_strength_capped_c0,6,2,decile,half_long_short,strength_capped,0,0.060444740373340536,0.8994753031747104,0.03703070995623558,276,True,672,112,143,1.142849590511658,0.003358041131852252,4,0.004029649358222702,4,0.0028743727974838303,3
K6_M6_quintile_long_low_strength_capped_c0,6,6,quintile,long_low,strength_capped,0,0.057528093081056664,2.568218441118601,0.02590065486951029,171,False,224,112,289,1.0933719177749752,0.0031960051711698153,5,0.0038352062054037793,5,0.001772169792798529,4
K6_M3_decile_long_low_strength_capped_c3,6,3,decile,long_low,strength_capped,3,0.05617145206191676,1.003061643962799,0.06461083286277591,379,True,560,112,214,2.6596175285345627,0.0031206362256620416,5,0.0037447634707944498,5,-0.0014106732321396585,4
K6_M3_decile_half_long_short_equal_c0,6,3,decile,half_long_short,equal,0,0.05595774885197401,0.9992455152138214,0.025619345395058665,173,True,560,112,214,0.9248279201238083,0.003108763825109667,2,0.0037305165901316,2,0.002785655655291153,1
K6_M6_decile_long_low_strength_capped_c0,6,6,decile,long_low,strength_capped,0,0.05331882905189437,2.380304868388141,0.03336967820611564,181,False,224,112,184,1.2287983222369407,0.0029621571695496868,7,0.0035545886034596243,7,0.0015388054494331347,5
K4_M6_quintile_long_low_strength_capped_c3,4,6,quintile,long_low,strength_capped,3,0.05279545592335927,1.1784699982892688,0.04593199277164623,345,True,448,112,623,2.214723108334654,0.0029330808846310696,5,0.0035196970615572836,5,-3.096338260795287e-05,4
K6_M6_quintile_long_low_equal_c0,6,6,quintile,long_low,equal,0,0.051660816996355316,2.3062864730515766,0.022349300006900594,170,False,224,112,289,1.105411324031927,0.002870045388686406,4,0.0034440544664236868,4,0.0016192526061672248,3
K6_M3_quintile_half_long_short_equal_c0,6,3,quintile,half_long_short,equal,0,0.05162752756230994,0.9219201350412489,0.019722033380953897,78,False,560,112,337,0.8416555898431728,0.002868195975683885,2,0.0034418351708206617,2,0.0026954414772444673,1
K4_M4_quintile_long_low_strength_capped_c3,4,4,quintile,long_low,strength_capped,3,0.05091037172178048,0.7575948172884006,0.07021430576065872,380,True,672,112,604,3.386486730597431,0.0028283539845433635,5,0.003394024781452036,5,-0.001947304095915696,4
K6_M6_quintile_long_low_strength_capped_c1,6,6,quintile,long_low,strength_capped,1,0.05006142641439001,2.234885107785268,0.027234062527427844,177,False,224,112,289,1.2497899601728963,0.0027811903563550013,6,0.0033374284276260014,6,0.001366614237242974,5
K4_M6_quintile_long_low_equal_c3,4,6,quintile,long_low,equal,3,0.048946498071895425,1.09255576053338,0.04568305229131852,345,True,448,112,623,2.300791641963879,0.00271924989288308,5,0.0032630998714596963,5,-0.00018747680142541757,4
K4_M6_decile_long_low_strength_capped_c3,4,6,decile,long_low,strength_capped,3,0.04872964280734372,1.0877152412353503,0.057375198866125535,345,True,448,112,418,2.5272803305163767,0.0027072023781857615,6,0.0032486428538229138,6,-0.000169960225289574,4
K4_M4_quintile_half_long_short_strength_capped_c0,4,4,quintile,half_long_short,strength_capped,0,0.0485782776379732,0.7228910362793631,0.011300200897140894,161,True,672,112,604,1.282816832914627,0.0026987932021096226,5,0.003238551842531546,5,0.0008766043764351373,4
K6_M4_decile_long_low_strength_capped_c3,6,4,decile,long_low,strength_capped,3,0.04678247955522362,1.0442517757862422,0.06132626856700056,358,True,448,112,252,2.5396994002643254,0.002599026641956868,5,0.0031188319703482413,5,-0.0003498148565356206,4
K4_M4_decile_half_long_short_strength_capped_c0,4,4,decile,half_long_short,strength_capped,0,0.04665738482044922,0.6943063217328751,0.01777450277246739,77,True,672,112,408,1.527514538883135,0.0025920769344694016,5,0.0031104923213632818,5,0.0011620250842783377,4
K6_M6_decile_long_low_equal_c0,6,6,decile,long_low,equal,0,0.045937562136063544,2.0507840239314077,0.02736920897971418,336,False,224,112,184,1.3348207210986838,0.002552086785336864,6,0.0030625041424042357,6,0.0009606040078191198,5
K6_M6_decile_long_low_strength_capped_c1,6,6,decile,long_low,strength_capped,1,0.045852162385227685,2.0469715350548072,0.03470007659812779,336,False,224,112,184,1.4216287947691966,0.0025473423547348723,7,0.0030568108256818468,7,0.0011332498938775792,5
K6_M4_quintile_half_long_short_strength_capped_c0,6,4,quintile,half_long_short,strength_capped,0,0.04564319139891672,1.0188212365829625,0.01861279548757297,85,True,448,112,389,0.9330169034175347,0.002535732855495373,2,0.0030428794265944486,2,0.0023763368107495276,1
K6_M6_quintile_long_low_equal_c1,6,6,quintile,long_low,equal,1,0.04419415032968866,1.9729531397182434,0.02368347164160735,181,False,224,112,289,1.2846297159160438,0.002455230573871592,5,0.0029462766886459097,5,0.001213697050611669,4
K4_M6_decile_long_low_equal_c3,4,6,decile,long_low,equal,3,0.04386617262882476,0.9791556390362668,0.055263057875026805,345,True,448,112,418,2.733386546101634,0.002437009590490263,4,0.0029244115085883165,4,-0.0006234647778218357,3
K4_M4_decile_long_low_equal_c3,4,4,decile,long_low,equal,3,0.043640423525775796,0.6494110643716636,0.0822169938151079,345,True,672,112,408,4.084064294210662,0.002424467973654212,6,0.002909361568385054,6,-0.0028340525196789493,5
K4_M4_quintile_half_long_short_equal_c0,4,4,quintile,half_long_short,equal,0,0.042927578898137614,0.6388032574127623,0.01075160967233587,85,True,672,112,604,1.2868544899492764,0.0023848654943409795,5,0.0028618385932091747,5,0.0008202144919732292,4
K6_M4_quintile_long_low_strength_capped_c3,6,4,quintile,long_low,strength_capped,3,0.04073049616389861,0.9091628608013077,0.06210977812209729,358,True,448,112,389,2.908706545608948,0.002262805342438811,5,0.002715366410926572,5,-0.00042521347484459894,4
K6_M4_decile_half_long_short_strength_capped_c0,6,4,decile,half_long_short,strength_capped,0,0.04020272416994267,0.8973822359362207,0.025088106066318158,177,True,448,112,252,1.1114222253446489,0.0022334846761079266,3,0.002680181611329512,3,0.0024411261854041717,2
K4_M4_quintile_long_low_equal_c3,4,4,quintile,long_low,equal,3,0.0395332562111447,0.588292503142034,0.07836162382388442,380,True,672,112,604,4.251996333836815,0.0021962920117302616,5,0.0026355504140763136,5,-0.002111500056667766,4
K6_M3_quintile_long_low_strength_capped_c3,6,3,quintile,long_low,strength_capped,3,0.03852246968646138,0.6879012444010952,0.06708432372412396,379,True,560,112,337,3.7660051391086204,0.002140137204803407,5,0.0025681646457640876,5,-0.0016747504685256864,4
K6_M6_decile_long_low_equal_c1,6,6,decile,long_low,equal,1,0.03847089546939687,1.7174506905980746,0.028702388769679694,341,False,224,112,184,1.5852263311925112,0.0021372719705220486,6,0.0025647263646264577,6,0.0005550484522635642,5
K6_M4_quintile_half_long_short_equal_c0,6,4,quintile,half_long_short,equal,0,0.03634361705802287,0.8112414521880106,0.01673953190011228,85,False,448,112,389,0.9854283653267545,0.0020190898365568264,2,0.0024229078038681914,2,0.0019129769262462544,1
K4_M4_decile_half_long_short_equal_c0,4,4,decile,half_long_short,equal,0,0.035773787009118076,0.532348020969019,0.01899171944629673,84,True,672,112,408,1.8090547849937026,0.00198743261161767,4,0.002384919133941204,4,0.0003868924580068388,3
K6_M6_quintile_long_low_strength_capped_c3,6,6,quintile,long_low,strength_capped,3,0.03512809308105669,1.5682184411186018,0.029903001546087344,337,False,224,112,289,1.7621110635052495,0.0019515607267253713,6,0.0023418728720704454,6,0.0005555031261318628,5
K6_M4_decile_half_long_short_equal_c0,6,4,decile,half_long_short,equal,0,0.03101681903328275,0.6923397105643471,0.01976326990759774,183,True,448,112,252,1.2551246099649787,0.0017231566129601527,3,0.0020677879355521837,3,0.0017939378219076379,2
K6_M6_decile_long_low_strength_capped_c3,6,6,decile,long_low,strength_capped,3,0.030918829051894366,1.3803048683881414,0.037362984368802,357,True,224,112,184,2.086692467373796,0.001717712725105242,7,0.0020612552701262904,7,0.00032213878276646826,5
K4_M2_quintile_long_low_equal_c1,4,2,quintile,long_low,equal,1,0.030782058104201676,0.3435497556272508,0.1065873616972029,345,True,896,112,324,6.041139700334712,0.0017101143391223166,5,0.0020521372069467803,5,-0.0018834951215950706,4
K6_M3_decile_long_low_equal_c3,6,3,decile,long_low,equal,3,0.030330413246031238,0.5416145222505573,0.06645214384641672,379,True,560,112,214,4.625631413270286,0.001685022958112846,5,0.0020220275497354148,5,-0.0021624574399349223,4
K6_M4_decile_long_low_equal_c3,6,4,decile,long_low,equal,3,0.030134410740358983,0.6726430968830133,0.057924610512426325,358,True,448,112,252,3.6972768114612062,0.0016741339300199427,5,0.0020089607160239317,5,-0.0010940290353263964,4
K4_M6_quintile_half_long_short_strength_capped_c0,4,6,quintile,half_long_short,strength_capped,0,0.030018067840210542,0.670046157147557,0.00826582452563469,279,True,448,112,623,1.3100016152296625,0.0016676704355672528,5,0.0020012045226807038,5,0.0004867788333891125,3
K4_M6_quintile_half_long_short_equal_c0,4,6,quintile,half_long_short,equal,0,0.029311267231831015,0.6542693578533707,0.008255913255286098,173,True,448,112,623,1.323245987501875,0.0016284037351017228,6,0.0019540844821220676,6,0.0005074414944088474,4
K6_M6_quintile_long_low_equal_c3,6,6,quintile,long_low,equal,3,0.02926081699635532,1.3062864730515764,0.026353942552956002,379,False,224,112,289,1.9174602036402726,0.0016256009442419622,6,0.0019507211330903542,6,0.0004025859395005581,5
K6_M3_decile_half_long_short_strength_capped_c1,6,3,decile,half_long_short,strength_capped,1,0.029014563038439734,0.5181171971149954,0.036205736985739714,288,True,560,112,214,1.9680043086032166,0.0016119201688022074,4,0.001934304202562649,4,0.0012482203875097224,3
K6_M6_quintile_half_long_short_strength_capped_c0,6,6,quintile,half_long_short,strength_capped,0,0.026435151876875933,1.1801407087891043,0.008468234722552408,173,True,224,112,289,0.8829351521238361,0.00146861954871533,4,0.0017623434584583958,4,0.0011131481247069897,2
K4_M6_decile_half_long_short_strength_capped_c0,4,6,decile,half_long_short,strength_capped,0,0.025857317286009894,0.5771722608484349,0.01558629514505197,280,True,448,112,418,1.7760085864057436,0.0014365176270005496,5,0.0017238211524006595,5,0.0005981839901625946,3
K6_M4_quintile_long_low_equal_c3,6,4,quintile,long_low,equal,3,0.02467461971566516,0.5507727615103835,0.06378990833232813,358,True,448,112,389,4.392898028537228,0.0013708122064258433,5,0.0016449746477110116,5,-0.0009242723616394516,4
K6_M3_quintile_half_long_short_strength_capped_c1,6,3,quintile,half_long_short,strength_capped,1,0.02431009879563685,0.43410890706494365,0.026792951150276013,173,True,560,112,337,2.0964365823335167,0.0013505610442020473,4,0.0016206732530424568,4,0.0009922740260281321,3
K6_M6_decile_long_low_equal_c3,6,6,decile,long_low,equal,3,0.023537562136063533,1.0507840239314081,0.03137087070598349,351,True,224,112,184,2.562644740661477,0.0013076423408924188,7,0.0015691708090709029,7,-0.0002560626588475467,5
K6_M6_quintile_half_long_short_equal_c0,6,6,quintile,half_long_short,equal,0,0.023499230293322033,1.0490727809518763,0.006781536629621634,85,True,224,112,289,0.8528034620419394,0.001305512794073446,3,0.0015666153528881353,3,0.0009659000919644239,2
K6_M4_quintile_half_long_short_strength_capped_c1,6,4,quintile,half_long_short,strength_capped,1,0.023243191398916726,0.5188212365829625,0.02124582883164652,177,True,448,112,389,1.7891634753327932,0.0012912884110509292,3,0.0015495460932611151,3,0.001159670144082861,2
K4_M3_quintile_half_long_short_equal_c0,4,3,quintile,half_long_short,equal,0,0.022586868813523904,0.28809781649902955,0.0201842993817357,84,True,784,112,484,2.4116803467100603,0.0012548260451957728,5,0.001505791254234927,5,0.00011085328757022034,4
K6_M6_decile_half_long_short_strength_capped_c0,6,6,decile,half_long_short,strength_capped,0,0.02224228846617145,0.9929593065255111,0.013155393417016733,272,True,224,112,184,1.202890424738236,0.0012356826925650807,4,0.001482819231078097,4,0.0011043527030807473,3
K4_M6_decile_half_long_short_equal_c0,4,6,decile,half_long_short,equal,0,0.021133921874612136,0.4717393275583066,0.015739716262725068,328,True,448,112,418,2.1035603834864993,0.001174106770811785,5,0.001408928124974142,5,0.00012076963227716179,3
K6_M6_quintile_half_long_short_strength_capped_c1,6,6,quintile,half_long_short,strength_capped,1,0.01896848521020927,0.8468073754557709,0.00938226654708129,274,True,224,112,289,1.212916648616192,0.0010538047339005148,5,0.0012645656806806178,5,0.0007075925691514343,3
K6_M3_decile_half_long_short_equal_c1,6,3,decile,half_long_short,equal,1,0.018624415518640663,0.3325788485471547,0.029060416782090075,327,True,560,112,214,2.689191602753201,0.0010346897510355925,6,0.0012416277012427112,6,0.0007578778775133754,4
K6_M6_decile_half_long_short_equal_c0,6,6,decile,half_long_short,equal,0,0.018544037932716067,0.8278588362819673,0.008109037688746741,280,True,224,112,184,1.2806311233107377,0.0010302243295953375,5,0.0012362691955144047,5,0.0006021476035378423,3
K4_M2_quintile_long_low_strength_capped_c1,4,2,quintile,long_low,strength_capped,1,0.018033518522431402,0.2012669477949929,0.11451756911661189,345,True,896,112,324,10.427077429147515,0.0010018621401350753,6,0.0012022345681620907,6,-0.0018354952067316896,5
K6_M4_decile_half_long_short_strength_capped_c1,6,4,decile,half_long_short,strength_capped,1,0.017802724169942684,0.39738223593622085,0.027444042739316256,191,True,448,112,252,2.453680725763636,0.0009890402316634825,4,0.0011868482779961791,4,0.0012244595187375048,3
K6_M3_quintile_long_low_equal_c3,6,3,quintile,long_low,equal,3,0.017589773631508127,0.3141031005626455,0.07272015287018022,380,True,560,112,337,7.588642427874097,0.0009772096461948966,5,0.0011726515754338753,5,-0.001919961479161126,4
