extra,month,net_pnl
-1,2019-06,0.0
-1,2019-07,0.0
-1,2019-08,0.0
-1,2019-09,0.0
-1,2019-10,0.0
-1,2019-11,0.0
-1,2019-12,0.0
-1,2020-01,0.0
-1,2020-02,0.0
-1,2020-03,0.0
-1,2020-04,0.09122132087050264
-1,2020-05,0.08876005898305797
-1,2020-06,0.11670618215402584
-1,2020-07,0.08886636245526607
-1,2020-08,0.06996044357510814
-1,2020-09,0.08812940198715277
-1,2020-10,0.11063177208794557
-1,2020-11,0.08217084722178317
-1,2020-12,-0.014971249085739945
-1,2021-01,0.1059521364542867
-1,2021-02,-0.049675906516848424
-1,2021-03,0.001707675069264062
-1,2021-04,0.08329928629087176
-1,2021-05,-0.035243313642596225
-1,2021-06,0.09752385099490064
-1,2021-07,0.003321688142572428
-1,2021-08,0.04430864392878864
-1,2021-09,0.0034520345170284284
-1,2021-10,0.042257775031885554
-1,2021-11,0.07899926487197531
-1,2021-12,-0.08187947414894305
-1,2022-01,0.053674743266847055
-1,2022-02,-0.0033329141332578676
-1,2022-03,0.021360633693110295
-1,2022-04,-0.031180515547672906
-1,2022-05,-0.04164857772185289
-1,2022-06,-0.04448853417323036
-1,2022-07,-0.0209805324955924
-1,2022-08,-0.0019007206851171504
-1,2022-09,-0.0598409353269923
-1,2022-10,0.006658775121587141
-1,2022-11,0.1264562842162485
-1,2022-12,-0.05666460008056366
-1,2023-01,0.011871458657040236
-1,2023-02,-0.0415039367871242
-1,2023-03,-0.0916048635480186
-1,2023-04,0.026849627819841387
-1,2023-05,0.09393198134722827
-1,2023-06,0.025831509280524613
-1,2023-07,0.11323912400920917
-1,2023-08,0.0004209737161016171
-1,2023-09,-0.010696638094221644
-1,2023-10,-0.017251433028467024
-1,2023-11,0.12381074338134426
-1,2023-12,-0.008246544503464326
-1,2024-01,-0.012764757956535495
-1,2024-02,0.022380519749685357
-1,2024-03,0.008363385732395897
-1,2024-04,-0.005916381203611675
-1,2024-05,0.0710503881074795
-1,2024-06,0.035840406556142256
-1,2024-07,0.1252911174175496
-1,2024-08,-0.14125437140900518
-1,2024-09,0.10543624410588899
-1,2024-10,-0.002189659220779341
-1,2024-11,0.10719810347015671
-1,2024-12,0.000858706491339456
-1,2025-01,-0.0045888400057017276
-1,2025-02,0.11649228406887095
-1,2025-03,-0.058892607936495964
-1,2025-04,8.943560432919662e-06
-1,2025-05,0.10460140824628608
-1,2025-06,0.06581535937696233
-1,2025-07,0.005841057925898988
-1,2025-08,-0.037668415504079136
-1,2025-09,-0.026020287891483283
-1,2025-10,0.18004125728908255
-1,2025-11,-0.0008687152945586873
-1,2025-12,0.14089377213171334
-1,2026-01,0.1430435278185446
-1,2026-02,0.06860488546649486
-1,2026-03,-0.11906846375231243
-1,2026-04,0.30138128512321827
0,2019-06,0.0
0,2019-07,0.0
0,2019-08,0.0
0,2019-09,0.0
0,2019-10,0.0
0,2019-11,0.0
0,2019-12,0.0
0,2020-01,0.0
0,2020-02,0.0
0,2020-03,0.0
0,2020-04,0.0886033384045756
0,2020-05,0.08474270870628993
0,2020-06,0.11228328320749022
0,2020-07,0.08444903091592892
0,2020-08,0.06574687284346706
0,2020-09,0.08391219782717192
0,2020-10,0.10621008790194669
0,2020-11,0.07815481465559589
0,2020-12,-0.019367815179312697
0,2021-01,0.1021313281078308
0,2021-02,-0.05346559236695957
0,2021-03,-0.00289220647759484
0,2021-04,0.07908304805743739
0,2021-05,-0.03923586572465879
0,2021-06,0.09310478813098859
0,2021-07,-0.0008785561706246428
0,2021-08,0.039900223042092384
0,2021-09,-0.0007482358628368192
0,2021-10,0.03804974427995477
0,2021-11,0.07478388655683343
0,2021-12,-0.08626265993553393
0,2022-01,0.04966440935158545
0,2022-02,-0.00713186765507841
0,2022-03,0.016756821947546723
0,2022-04,-0.03517388010810666
0,2022-05,-0.04583982888119198
0,2022-06,-0.04867921739807268
0,2022-07,-0.024975936848658172
0,2022-08,-0.006499880624985927
0,2022-09,-0.06402854837862133
0,2022-10,0.0024578634577299124
0,2022-11,0.122231415446283
0,2022-12,-0.06085284833572187
0,2023-01,0.007869484562719142
0,2023-02,-0.04529525686775844
0,2023-03,-0.09618608445321793
0,2023-04,0.023044638393220792
0,2023-05,0.08951363678541556
0,2023-06,0.02162676345325191
0,2023-07,0.10921687840896757
0,2023-08,-0.0041786505162181645
0,2023-09,-0.014694099020509294
0,2023-10,-0.02164754313085016
0,2023-11,0.11958640366663978
0,2023-12,-0.012244495399473553
0,2024-01,-0.016961785302208748
0,2024-02,0.0183764440533054
0,2024-03,0.004362113182504272
0,2024-04,-0.010314758089681629
0,2024-05,0.06663661940672855
0,2024-06,0.03203361915357217
0,2024-07,0.12086650165564253
0,2024-08,-0.14562568340352328
0,2024-09,0.10141555892558592
0,2024-10,-0.006788761378719159
0,2024-11,0.10317706595321512
0,2024-12,-0.0033410452747812194
0,2025-01,-0.008587522369463734
0,2025-02,0.11266936790367452
0,2025-03,-0.06308041063463816
0,2025-04,-0.0041906382700955605
0,2025-05,0.10038091001446056
0,2025-06,0.06180259758126771
0,2025-07,0.0014403297871281582
0,2025-08,-0.04186046261626672
0,2025-09,-0.03021466439625424
0,2025-10,0.17540571259209467
0,2025-11,-0.00466816160686816
0,2025-12,0.13646603615088584
0,2026-01,0.13901532193356989
0,2026-02,0.06479154582336628
0,2026-03,-0.1234442124846888
0,2026-04,0.29712143485122167
1,2019-06,0.0
1,2019-07,0.0
1,2019-08,0.0
1,2019-09,0.0
1,2019-10,0.0
1,2019-11,0.0
1,2019-12,0.0
1,2020-01,0.0
1,2020-02,0.0
1,2020-03,0.0
1,2020-04,0.0859858794827872
1,2020-05,0.0807261618192377
1,2020-06,0.1078612687522947
1,2020-07,0.08003258275456226
1,2020-08,0.06153414474170892
1,2020-09,0.07969583702368727
1,2020-10,0.10178928796436049
1,2020-11,0.07413958521560926
1,2020-12,-0.023763502047589594
1,2021-01,0.0983112838466356
1,2021-02,-0.057254520355686636
1,2021-03,-0.007491168140132466
1,2021-04,0.07486765298733336
1,2021-05,-0.04322761937614827
1,2021-06,0.08868660899127709
1,2021-07,-0.005077960518955148
1,2021-08,0.03549268375141391
1,2021-09,-0.004947666272622549
1,2021-10,0.03384255505002261
1,2021-11,0.07056935123305491
1,2021-12,-0.09064496917262241
1,2022-01,0.04565487742290837
1,2022-02,-0.010930061462166272
1,2022-03,0.012153930872265385
1,2022-04,-0.03916644607548765
1,2022-05,-0.0500302418741163
1,2022-06,-0.052869062570075606
1,2022-07,-0.028970542200752857
1,2022-08,-0.011098120824840409
1,2022-09,-0.06821532399138386
1,2022-10,-0.0017422081078044957
1,2022-11,0.11800739156558208
1,2022-12,-0.06504025902498503
1,2023-01,0.0038683107831849967
1,2023-02,-0.04908581876019513
1,2023-03,-0.10076638920585133
1,2023-04,0.019240409888393192
1,2023-05,0.08509617580415688
1,2023-06,0.017422858491057923
1,2023-07,0.10519543717740938
1,2023-08,-0.00877735491567444
1,2023-09,-0.01869076053455309
1,2023-10,-0.026042774099126295
1,2023-11,0.11536290873539988
1,2023-12,-0.016241646785254336
1,2024-01,-0.02115797332634524
1,2024-02,0.014373169091991458
1,2024-03,0.0003616408071058664
1,2024-04,-0.014712255388333387
1,2024-05,0.06222373337145108
1,2024-06,0.02822759303235415
1,2024-07,0.11644277072840488
1,2024-08,-0.14999612122306005
1,2024-09,0.09739567780191319
1,2024-10,-0.011386943808200304
1,2024-11,0.09915683256336459
1,2024-12,-0.00753995717453575
1,2025-01,-0.012585405076718998
1,2025-02,0.1088472162452601
1,2025-03,-0.06726737585598894
1,2025-04,-0.008389380268241126
1,2025-05,0.09616125579787967
1,2025-06,0.05779063825768489
1,2025-07,-0.002959518294020971
1,2025-08,-0.046051671402864154
1,2025-09,-0.03440820210960323
1,2025-10,0.1707710949113445
1,2025-11,-0.008466848105896287
1,2025-12,0.13203918562870853
1,2026-01,0.13498792160921572
1,2026-02,0.060978968771907435
1,2026-03,-0.1278190861548242
1,2026-04,0.29286243646409027
2,2019-06,0.0
2,2019-07,0.0
2,2019-08,0.0
2,2019-09,0.0
2,2019-10,0.0
2,2019-11,0.0
2,2019-12,0.0
2,2020-01,0.0
2,2020-02,0.0
2,2020-03,0.0
2,2020-04,0.08336894394810572
2,2020-05,0.07671041808093285
2,2020-06,0.10344013852314507
2,2020-07,0.0756170177062054
2,2020-08,0.05732225901709546
2,2020-09,0.07548031932374259
2,2020-10,0.09736937200996519
2,2020-11,0.07012515866093316
2,2020-12,-0.02815830995428595
2,2021-01,0.09449200344152134
2,2021-02,-0.0610426907103434
2,2021-03,-0.012089210194259202
2,2021-04,0.07065310082766178
2,2021-05,-0.047218574836545776
2,2021-06,0.08426931331070078
2,2021-07,-0.009276525154358131
2,2021-08,0.031086025792326437
2,2021-09,-0.009146256964270145
2,2021-10,0.029636207089681607
2,2021-11,0.06635565864779285
2,2021-12,-0.09502640212312133
2,2022-01,0.04164614724026863
2,2022-02,-0.014727495782390259
2,2022-03,0.007551960191120177
2,2022-04,-0.04315821368934617
2,2022-05,-0.054219816952023936
2,2022-06,-0.057058069940604354
2,2022-07,-0.032964348791528805
2,2022-08,-0.01569544156054747
