extra,month,net_pnl
2,2022-09,-0.07240126241646168
2,2022-10,-0.005941439826995503
2,2022-11,0.11378421232073041
2,2022-12,-0.06922683239957383
2,2023-01,-0.00013206292160835025
2,2023-02,-0.05287562269184557
2,2023-03,-0.10534577808070995
2,2023-04,0.015436942077127383
2,2023-05,0.08067959813843187
2,2023-06,0.013219794141734171
2,2023-07,0.10117480007327169
2,2023-08,-0.013375139758161882
2,2023-09,-0.022686622876129322
2,2023-10,-0.030437126196984052
2,2023-11,0.11114025833424071
2,2023-12,-0.02023799890061251
2,2024-01,-0.02535332228069169
2,2024-02,0.01037069462557057
2,2024-03,-0.003638031633804531
2,2024-04,-0.019108873363390247
2,2024-05,0.05781172973690092
2,2024-06,0.024422327964149487
2,2024-07,0.11201992437043787
2,2024-08,-0.15436568512981572
2,2024-09,0.09337660049370308
2,2024-10,-0.01598420678508564
2,2024-11,0.0951374030594137
2,2024-12,-0.011738029459833554
2,2025-01,-0.016582488367315875
2,2025-02,0.10502582886432144
2,2025-03,-0.07145350385174022
2,2025-04,-0.012587282685903797
2,2025-05,0.09194244534338956
2,2025-06,0.05377948116551908
2,2025-07,-0.007358486581512539
2,2025-08,-0.05024204211531931
2,2025-09,-0.03860090128311732
2,2025-10,0.16613740396878385
2,2025-11,-0.012264775019541933
2,2025-12,0.1276132202995967
2,2026-01,0.13096132660386312
2,2026-02,0.05716715408338572
2,2026-03,-0.132193085025186
2,2026-04,0.28860428970631097
5,2019-06,0.0
5,2019-07,0.0
5,2019-08,0.0
5,2019-09,0.0
5,2019-10,0.0
5,2019-11,0.0
5,2019-12,0.0
5,2020-01,0.0
5,2020-02,0.0
5,2020-03,0.0
5,2020-04,0.07552127609732576
5,2020-05,0.06466800335026361
5,2020-06,0.09018205054061855
5,2020-07,0.06237561859117772
5,2020-08,0.04469165358025747
5,2020-09,0.06283882231710199
5,2020-10,0.08411492539530041
5,2020-11,0.058086693901319465
5,2020-12,-0.041337462540450606
5,2021-01,0.08303874307224285
5,2021-02,-0.07240265824165348
5,2021-03,-0.025877821463622323
5,2021-04,0.0580144992837693
5,2021-05,-0.059186654464561984
5,2021-06,0.07102272437473767
5,2021-07,-0.021867183300886255
5,2021-08,0.017871337261943232
5,2021-09,-0.02173699324827877
5,2021-10,0.017022208303665264
5,2021-11,0.05371963479615897
5,2021-12,-0.10816544588262267
5,2022-01,0.029624764764529507
5,2022-02,-0.02611524409919892
5,2022-03,-0.006248432247300944
5,2022-04,-0.05512872880364838
5,2022-05,-0.0667835172081454
5,2022-06,-0.06962006775549374
5,2022-07,-0.04494097839103624
5,2022-08,-0.029481889739800884
5,2022-09,-0.08495405707589188
5,2022-10,-0.018534098424784415
5,2022-11,0.1011197398686278
5,2022-12,-0.08178153114597911
5,2023-01,-0.012128385986567139
5,2023-02,-0.06424048899482529
5,2023-03,-0.11907845218489635
5,2023-04,0.004031100523764179
5,2023-05,0.06743516238583214
5,2023-06,0.0006156422504021535
5,2023-07,0.08911771111420837
5,2023-08,-0.02716297970110685
5,2023-09,-0.03466941726236553
5,2023-10,-0.04361491190333036
5,2023-11,0.09847737177891942
5,2023-12,-0.032222262020761616
5,2024-01,-0.03793433724093456
5,2024-02,-0.0016319282046166651
5,2024-03,-0.015632251748210906
5,2024-04,-0.03229345398364277
5,2024-05,0.04458101059173199
5,2024-06,0.013011096795599673
5,2024-07,0.09875669005978727
5,2024-08,-0.16746913599382243
5,2024-09,0.0813241890515994
5,2024-10,-0.0297704817571491
5,2024-11,0.08308393545251476
5,2024-12,-0.024327211146568165
5,2025-01,-0.028568944136208328
5,2025-02,0.0935662500946775
5,2025-03,-0.08400686699582094
5,2025-04,-0.025175954973471498
5,2025-05,0.07929107402244451
5,2025-06,0.04175082087204307
5,2025-07,-0.020550115320103313
5,2025-08,-0.06280812832079592
5,2025-09,-0.051173970079014176
5,2025-10,0.15224188879140543
5,2025-11,-0.023654000525799558
5,2025-12,0.11434063281640446
5,2026-01,0.11888637108706133
5,2026-02,0.045736281909502075
5,2026-03,-0.14530983546071383
5,2026-04,0.27583495665547053
10,2019-06,0.0
10,2019-07,0.0
10,2019-08,0.0
10,2019-09,0.0
10,2019-10,0.0
10,2019-11,0.0
10,2019-12,0.0
10,2020-01,0.0
10,2020-02,0.0
10,2020-03,0.0
10,2020-04,0.062452282783389136
10,2020-05,0.044613352644940596
10,2020-06,0.06810289702725783
10,2020-07,0.040324257627388164
10,2020-08,0.02365746850212358
10,2020-09,0.04178649913021645
10,2020-10,0.06204183597806923
10,2020-11,0.03803862121972297
10,2020-12,-0.06328516220192933
10,2021-01,0.06396523154817675
10,2021-02,-0.0913208059686218
10,2021-03,-0.04884047379731723
10,2021-04,0.03696699801137086
10,2021-05,-0.07911751234658548
10,2021-06,0.04896272062223761
10,2021-07,-0.04283484277167992
10,2021-08,-0.004135541639307887
10,2021-09,-0.04270478284412749
10,2021-10,-0.003984321143179816
10,2021-11,0.03267642624403435
10,2021-12,-0.13004635092467118
10,2022-01,0.00960513980243409
10,2022-02,-0.045079656131290245
10,2022-03,-0.029230704170228217
10,2022-04,-0.0750636425854108
10,2022-05,-0.08770628276953873
10,2022-06,-0.09053999818248973
10,2022-07,-0.06488607483697
10,2022-08,-0.05244093980455347
10,2022-09,-0.10585866116907139
10,2022-10,-0.03950508931640957
10,2022-11,0.08002915487596292
10,2022-12,-0.10268930618120271
10,2023-01,-0.032106278643198545
10,2023-02,-0.08316679481607224
10,2023-03,-0.1419479504183434
10,2023-04,-0.014963442802368236
10,2023-05,0.04537874440422818
10,2023-06,-0.020374488821377747
10,2023-07,0.06903862290765339
10,2023-08,-0.05012434751818106
10,2023-09,-0.05462478014134564
10,2023-10,-0.06556033525246421
10,2023-11,0.0773894278351398
10,2023-12,-0.0521800708332388
10,2024-01,-0.05888593757932469
10,2024-02,-0.02162031207866714
10,2024-03,-0.03560664228838743
10,2024-04,-0.05425019313845136
10,2024-05,0.022547435351972196
10,2024-06,-0.00599242204353615
10,2024-07,0.07666896618780139
10,2024-08,-0.18929076695316438
10,2024-09,0.061252890476186546
10,2024-10,-0.05272924337396441
10,2024-11,0.06301087800925502
10,2024-12,-0.04529241181768677
10,2025-01,-0.04853040444264944
10,2025-02,0.07448221631945298
10,2025-03,-0.10491241780619594
10,2025-04,-0.04614030732449864
10,2025-05,0.05822230679765058
10,2025-06,0.021719075907781108
10,2025-07,-0.04251859195070588
10,2025-08,-0.08373486728636181
10,2025-09,-0.07211233739446077
10,2025-10,0.12910120567383163
10,2025-11,-0.04262087257268624
10,2025-12,0.09223733278195556
10,2026-01,0.09877752908255613
10,2026-02,0.026700054223322042
10,2026-03,-0.16715361465754436
10,2026-04,0.2545697436726994
