variant,month,gross_pnl
raw_return_decile_M1_actionable_oc,2024-11,-0.06231102203061656
raw_return_decile_M1_actionable_oc,2024-12,0.007220371609595637
raw_return_decile_M1_actionable_oc,2025-01,-0.036045492666116966
raw_return_decile_M1_actionable_oc,2025-02,0.016046450645282914
raw_return_decile_M1_actionable_oc,2025-03,-0.02428677958993873
raw_return_decile_M1_actionable_oc,2025-04,0.10278453506739964
raw_return_decile_M1_actionable_oc,2025-05,-0.03276579057002239
raw_return_decile_M1_actionable_oc,2025-06,-0.07216694060816194
raw_return_decile_M1_actionable_oc,2025-07,0.01728855760607969
raw_return_decile_M1_actionable_oc,2025-08,0.018095795015292737
raw_return_decile_M1_actionable_oc,2025-09,-0.03338810375003587
raw_return_decile_M1_actionable_oc,2025-10,-0.06112913381277254
raw_return_decile_M1_actionable_oc,2025-11,-0.033566570450998506
raw_return_decile_M1_actionable_oc,2025-12,0.016013321016181137
raw_return_decile_M1_actionable_oc,2026-01,-0.018870632807581583
raw_return_decile_M1_actionable_oc,2026-02,0.006599328531647576
raw_return_decile_M1_actionable_oc,2026-03,0.05841820588402612
raw_return_decile_M1_actionable_oc,2026-04,-0.10336253245158145
raw_return_decile_M1_protected_oc,2024-11,-0.06477444240940061
raw_return_decile_M1_protected_oc,2024-12,0.009798252327005118
raw_return_decile_M1_protected_oc,2025-01,-0.03850155189818549
raw_return_decile_M1_protected_oc,2025-02,0.011281330260884835
raw_return_decile_M1_protected_oc,2025-03,-0.03296613960269596
raw_return_decile_M1_protected_oc,2025-04,0.1293695250177021
raw_return_decile_M1_protected_oc,2025-05,-0.039318491523575555
raw_return_decile_M1_protected_oc,2025-06,-0.06982014871978925
raw_return_decile_M1_protected_oc,2025-07,0.014183385814124354
raw_return_decile_M1_protected_oc,2025-08,0.0214611322411912
raw_return_decile_M1_protected_oc,2025-09,-0.04130856958548787
raw_return_decile_M1_protected_oc,2025-10,-0.06800184713105692
raw_return_decile_M1_protected_oc,2025-11,-0.02954392526935363
raw_return_decile_M1_protected_oc,2025-12,0.016066220644300553
raw_return_decile_M1_protected_oc,2026-01,-0.01794837373721858
raw_return_decile_M1_protected_oc,2026-02,0.00014961609641007847
raw_return_decile_M1_protected_oc,2026-03,0.05293776367836971
raw_return_decile_M1_protected_oc,2026-04,-0.10621259393054627
raw_return_decile_M1_source_cc,2024-11,-0.059896931575127335
raw_return_decile_M1_source_cc,2024-12,0.008906920963793183
raw_return_decile_M1_source_cc,2025-01,-0.03515299148103736
raw_return_decile_M1_source_cc,2025-02,0.019529636754583916
raw_return_decile_M1_source_cc,2025-03,-0.0201798003713836
raw_return_decile_M1_source_cc,2025-04,0.10739669006371244
raw_return_decile_M1_source_cc,2025-05,-0.029644993059820837
raw_return_decile_M1_source_cc,2025-06,-0.06948917075091013
raw_return_decile_M1_source_cc,2025-07,0.019766900795754196
raw_return_decile_M1_source_cc,2025-08,0.020047867160401203
raw_return_decile_M1_source_cc,2025-09,-0.03142545941598606
raw_return_decile_M1_source_cc,2025-10,-0.059144754408512454
raw_return_decile_M1_source_cc,2025-11,-0.033561478858132196
raw_return_decile_M1_source_cc,2025-12,0.016030434196622926
raw_return_decile_M1_source_cc,2026-01,-0.022245353925128556
raw_return_decile_M1_source_cc,2026-02,0.005829245676326353
raw_return_decile_M1_source_cc,2026-03,0.06290489760856598
raw_return_decile_M1_source_cc,2026-04,-0.09955512361950815
raw_return_decile_M2_actionable_oc,2024-11,-0.055015605408726506
raw_return_decile_M2_actionable_oc,2024-12,0.018795495299449558
raw_return_decile_M2_actionable_oc,2025-01,-0.004330817053834438
raw_return_decile_M2_actionable_oc,2025-02,-0.01144410141864758
raw_return_decile_M2_actionable_oc,2025-03,-0.014205458597997756
raw_return_decile_M2_actionable_oc,2025-04,0.05919523481420866
raw_return_decile_M2_actionable_oc,2025-05,-0.06675437663169151
raw_return_decile_M2_actionable_oc,2025-06,-0.07747678974617939
raw_return_decile_M2_actionable_oc,2025-07,-0.005875527993207743
raw_return_decile_M2_actionable_oc,2025-08,0.0076767989926940635
raw_return_decile_M2_actionable_oc,2025-09,-0.07903205793369178
raw_return_decile_M2_actionable_oc,2025-10,-0.07432677891515994
raw_return_decile_M2_actionable_oc,2025-11,-0.018864720469819917
raw_return_decile_M2_actionable_oc,2025-12,0.019603968830591317
