variant,decision_period,mean_decision_bps,decision_count
raw_return_decile_M2_actionable_oc,14:00,1.4832679190042444,367
raw_return_decile_M2_actionable_oc,14:30,-0.10164091091934503,367
raw_return_decile_M2_actionable_oc,15:00,-0.987866007312338,367
raw_return_decile_M2_protected_oc,10:00,-6.567206232236685,367
raw_return_decile_M2_protected_oc,10:30,2.150745687344208,367
raw_return_decile_M2_protected_oc,11:00,-3.7971311131600154,367
raw_return_decile_M2_protected_oc,11:30,-3.9166190476339247,367
raw_return_decile_M2_protected_oc,12:00,1.571050892603066,367
raw_return_decile_M2_protected_oc,12:30,-0.8491111527171522,367
raw_return_decile_M2_protected_oc,13:00,-1.8176958427425285,367
raw_return_decile_M2_protected_oc,13:30,0.4436244615989178,367
raw_return_decile_M2_protected_oc,14:00,1.003958504474155,367
raw_return_decile_M2_protected_oc,14:30,-0.34299971762867804,367
raw_return_decile_M2_protected_oc,15:00,-1.6796420296682508,367
raw_return_decile_M2_source_cc,10:00,-5.758124600312286,367
raw_return_decile_M2_source_cc,10:30,2.358197572403181,367
raw_return_decile_M2_source_cc,11:00,-3.6069825737615955,367
raw_return_decile_M2_source_cc,11:30,-3.649100491021323,367
raw_return_decile_M2_source_cc,12:00,2.3323817189411997,367
raw_return_decile_M2_source_cc,12:30,-1.4649013925125411,367
raw_return_decile_M2_source_cc,13:00,-3.394688181247491,367
raw_return_decile_M2_source_cc,13:30,-0.08464782611607245,367
raw_return_decile_M2_source_cc,14:00,1.5476564325794697,367
raw_return_decile_M2_source_cc,14:30,-0.0520440840749941,367
raw_return_decile_M2_source_cc,15:00,-0.9051735517487357,367
raw_return_decile_M3_actionable_oc,10:00,-7.568942058005749,367
raw_return_decile_M3_actionable_oc,10:30,1.2549323561312933,367
raw_return_decile_M3_actionable_oc,11:00,-4.361942785607393,367
raw_return_decile_M3_actionable_oc,11:30,-3.7947981259088137,367
raw_return_decile_M3_actionable_oc,12:00,2.919934339302766,367
raw_return_decile_M3_actionable_oc,12:30,-2.803231908858811,367
raw_return_decile_M3_actionable_oc,13:00,-3.4282428044027906,367
raw_return_decile_M3_actionable_oc,13:30,-0.16583797646984738,367
raw_return_decile_M3_actionable_oc,14:00,-0.699195979119438,367
raw_return_decile_M3_actionable_oc,14:30,-2.071016212490826,367
raw_return_decile_M3_protected_oc,10:00,-8.422744207099212,367
raw_return_decile_M3_protected_oc,10:30,0.9998112859387704,367
raw_return_decile_M3_protected_oc,11:00,-4.195648386125228,367
raw_return_decile_M3_protected_oc,11:30,-4.279822489335206,367
raw_return_decile_M3_protected_oc,12:00,3.0435111894824183,367
raw_return_decile_M3_protected_oc,12:30,0.17808305419917764,367
raw_return_decile_M3_protected_oc,13:00,-1.6814441623885625,367
raw_return_decile_M3_protected_oc,13:30,-0.15400450401495516,367
raw_return_decile_M3_protected_oc,14:00,-1.0787435247712194,367
raw_return_decile_M3_protected_oc,14:30,-2.1043462202634102,367
raw_return_decile_M3_source_cc,10:00,-7.542802987349268,367
raw_return_decile_M3_source_cc,10:30,1.2639473137622075,367
raw_return_decile_M3_source_cc,11:00,-4.217829901930207,367
raw_return_decile_M3_source_cc,11:30,-3.681714969696739,367
raw_return_decile_M3_source_cc,12:00,3.068788532055094,367
raw_return_decile_M3_source_cc,12:30,-2.665946224829156,367
raw_return_decile_M3_source_cc,13:00,-3.335729804125089,367
raw_return_decile_M3_source_cc,13:30,-0.143605043768339,367
raw_return_decile_M3_source_cc,14:00,-0.6349033851004342,367
raw_return_decile_M3_source_cc,14:30,-2.0210437856121195,367
raw_return_decile_M4_actionable_oc,10:00,-8.247704890349178,367
raw_return_decile_M4_actionable_oc,10:30,2.1372131933715353,367
raw_return_decile_M4_actionable_oc,11:00,-4.2662987885914365,367
raw_return_decile_M4_actionable_oc,11:30,-4.1551937986785505,367
raw_return_decile_M4_actionable_oc,12:00,2.8627762974639768,367
raw_return_decile_M4_actionable_oc,12:30,-4.57187713450621,367
raw_return_decile_M4_actionable_oc,13:00,-4.384844578709581,367
raw_return_decile_M4_actionable_oc,13:30,-0.2668787450679951,367
raw_return_decile_M4_actionable_oc,14:00,-1.7994201761680741,367
raw_return_decile_M4_protected_oc,10:00,-8.742246348344855,367
raw_return_decile_M4_protected_oc,10:30,1.667696962864132,367
raw_return_decile_M4_protected_oc,11:00,-4.462284837556256,367
raw_return_decile_M4_protected_oc,11:30,-4.1983113226525814,367
raw_return_decile_M4_protected_oc,12:00,4.515282930226559,367
raw_return_decile_M4_protected_oc,12:30,-1.4502133617237627,367
raw_return_decile_M4_protected_oc,13:00,-3.1976279793991136,367
raw_return_decile_M4_protected_oc,13:30,0.2660371176806283,367
raw_return_decile_M4_protected_oc,14:00,-2.774151786397455,367
raw_return_decile_M4_source_cc,10:00,-8.22143617805139,367
raw_return_decile_M4_source_cc,10:30,2.1461937040052703,367
raw_return_decile_M4_source_cc,11:00,-4.122310724231491,367
raw_return_decile_M4_source_cc,11:30,-4.04119039923649,367
raw_return_decile_M4_source_cc,12:00,3.0119651379374517,367
raw_return_decile_M4_source_cc,12:30,-4.434208559384578,367
raw_return_decile_M4_source_cc,13:00,-4.292377805876309,367
raw_return_decile_M4_source_cc,13:30,-0.24528532839025993,367
raw_return_decile_M4_source_cc,14:00,-1.7351196832401836,367
raw_return_decile_M6_actionable_oc,10:00,-9.631777094170497,367
raw_return_decile_M6_actionable_oc,10:30,0.8806429338624546,367
raw_return_decile_M6_actionable_oc,11:00,-4.003482018661632,367
raw_return_decile_M6_actionable_oc,11:30,-5.858895959745094,367
raw_return_decile_M6_actionable_oc,12:00,4.280994212359343,367
raw_return_decile_M6_actionable_oc,12:30,-5.318656828424551,367
raw_return_decile_M6_actionable_oc,13:00,-4.402832763039938,367
raw_return_decile_M6_protected_oc,10:00,-11.219520839902577,367
raw_return_decile_M6_protected_oc,10:30,0.16206892920797134,367
raw_return_decile_M6_protected_oc,11:00,-3.199092704056912,367
raw_return_decile_M6_protected_oc,11:30,-4.213981995471162,367
raw_return_decile_M6_protected_oc,12:00,5.711544677742911,367
raw_return_decile_M6_protected_oc,12:30,-2.108086213357986,367
raw_return_decile_M6_protected_oc,13:00,-3.2653316532142713,367
raw_return_decile_M6_source_cc,10:00,-9.605030335301537,367
raw_return_decile_M6_source_cc,10:30,0.8902130712014731,367
raw_return_decile_M6_source_cc,11:00,-3.8609124790758704,367
raw_return_decile_M6_source_cc,11:30,-5.745696444638155,367
raw_return_decile_M6_source_cc,12:00,4.429257518602164,367
raw_return_decile_M6_source_cc,12:30,-5.181159448167219,367
raw_return_decile_M6_source_cc,13:00,-4.310178641350054,367
raw_return_quintile_M1_actionable_oc,10:00,-3.4362485323493384,367
raw_return_quintile_M1_actionable_oc,10:30,2.2303343571956513,367
raw_return_quintile_M1_actionable_oc,11:00,-1.911804916996605,367
raw_return_quintile_M1_actionable_oc,11:30,-1.5111974912288668,367
raw_return_quintile_M1_actionable_oc,12:00,0.25493982236231777,367
raw_return_quintile_M1_actionable_oc,12:30,0.6141375439913602,367
raw_return_quintile_M1_actionable_oc,13:00,-1.2145632181971961,367
raw_return_quintile_M1_actionable_oc,13:30,1.1011864334020214,367
raw_return_quintile_M1_actionable_oc,14:00,0.020590647878775833,367
raw_return_quintile_M1_actionable_oc,14:30,-0.05460907725258962,367
raw_return_quintile_M1_actionable_oc,15:00,-1.8207255174742474,367
raw_return_quintile_M1_actionable_oc,15:30,1.7389277348457237,367
raw_return_quintile_M1_protected_oc,10:00,-3.7681866194213,367
raw_return_quintile_M1_protected_oc,10:30,2.023428637313751,367
raw_return_quintile_M1_protected_oc,11:00,-1.944534864663807,367
raw_return_quintile_M1_protected_oc,11:30,-1.6017016220249523,367
raw_return_quintile_M1_protected_oc,12:00,0.28888517484525233,367
raw_return_quintile_M1_protected_oc,12:30,0.5828009822923519,367
raw_return_quintile_M1_protected_oc,13:00,-0.7495258144052707,367
raw_return_quintile_M1_protected_oc,13:30,1.4497536981417893,367
raw_return_quintile_M1_protected_oc,14:00,-0.05145980796382019,367
raw_return_quintile_M1_protected_oc,14:30,-0.08261272761733512,367
raw_return_quintile_M1_protected_oc,15:00,-1.8715652730197345,367
raw_return_quintile_M1_protected_oc,15:30,1.6680728267693787,367
raw_return_quintile_M1_source_cc,10:00,-3.4395039089487,367
raw_return_quintile_M1_source_cc,10:30,2.224858538631546,367
raw_return_quintile_M1_source_cc,11:00,-1.807418104541178,367
raw_return_quintile_M1_source_cc,11:30,-1.475996240320636,367
raw_return_quintile_M1_source_cc,12:00,0.3713409877970733,367
raw_return_quintile_M1_source_cc,12:30,0.7136737813533942,367
raw_return_quintile_M1_source_cc,13:00,-1.1425359544285991,367
raw_return_quintile_M1_source_cc,13:30,1.1374316924413408,367
raw_return_quintile_M1_source_cc,14:00,0.06641414692091167,367
raw_return_quintile_M1_source_cc,14:30,-0.054804554294902885,367
raw_return_quintile_M1_source_cc,15:00,-1.7559138827662513,367
raw_return_quintile_M1_source_cc,15:30,1.8168434018121364,367
raw_return_quintile_M2_actionable_oc,10:00,-5.119830084098238,367
raw_return_quintile_M2_actionable_oc,10:30,3.100524814494015,367
raw_return_quintile_M2_actionable_oc,11:00,-2.921877947379507,367
raw_return_quintile_M2_actionable_oc,11:30,-3.074678045871049,367
raw_return_quintile_M2_actionable_oc,12:00,1.9321476083695805,367
raw_return_quintile_M2_actionable_oc,12:30,-1.4637286219319072,367
raw_return_quintile_M2_actionable_oc,13:00,-2.8991301376179788,367
raw_return_quintile_M2_actionable_oc,13:30,0.01165256272636983,367
raw_return_quintile_M2_actionable_oc,14:00,0.9763488526868029,367
raw_return_quintile_M2_actionable_oc,14:30,-1.036276871098307,367
raw_return_quintile_M2_actionable_oc,15:00,0.3496739147322745,367
raw_return_quintile_M2_protected_oc,10:00,-5.31986839852623,367
raw_return_quintile_M2_protected_oc,10:30,2.6845541583549686,367
raw_return_quintile_M2_protected_oc,11:00,-3.055611414516388,367
raw_return_quintile_M2_protected_oc,11:30,-3.2584621676798164,367
raw_return_quintile_M2_protected_oc,12:00,1.6402494148386435,367
raw_return_quintile_M2_protected_oc,12:30,-0.8239276251285677,367
raw_return_quintile_M2_protected_oc,13:00,-1.7187271659246488,367
raw_return_quintile_M2_protected_oc,13:30,0.47181695953412894,367
raw_return_quintile_M2_protected_oc,14:00,0.5561255049236464,367
raw_return_quintile_M2_protected_oc,14:30,-1.2582292223014921,367
raw_return_quintile_M2_protected_oc,15:00,-0.038157901498756135,367
raw_return_quintile_M2_source_cc,10:00,-5.123363934855724,367
raw_return_quintile_M2_source_cc,10:30,3.094793074690786,367
raw_return_quintile_M2_source_cc,11:00,-2.817178971309887,367
raw_return_quintile_M2_source_cc,11:30,-3.0393039626463025,367
raw_return_quintile_M2_source_cc,12:00,2.048137801754658,367
raw_return_quintile_M2_source_cc,12:30,-1.3635604986720424,367
raw_return_quintile_M2_source_cc,13:00,-2.8265610078820065,367
raw_return_quintile_M2_source_cc,13:30,0.047363450784730386,367
raw_return_quintile_M2_source_cc,14:00,1.0223149649981023,367
raw_return_quintile_M2_source_cc,14:30,-1.0365500250278465,367
raw_return_quintile_M2_source_cc,15:00,0.4144380072425451,367
raw_return_quintile_M3_actionable_oc,10:00,-6.274147497822276,367
raw_return_quintile_M3_actionable_oc,10:30,2.503534629025766,367
raw_return_quintile_M3_actionable_oc,11:00,-3.349263461834259,367
raw_return_quintile_M3_actionable_oc,11:30,-2.7576998508079242,367
raw_return_quintile_M3_actionable_oc,12:00,2.4687130149296994,367
raw_return_quintile_M3_actionable_oc,12:30,-1.8568454755767685,367
raw_return_quintile_M3_actionable_oc,13:00,-3.340217482181408,367
raw_return_quintile_M3_actionable_oc,13:30,-0.08422273677824636,367
raw_return_quintile_M3_actionable_oc,14:00,-0.5692380858084714,367
raw_return_quintile_M3_actionable_oc,14:30,-2.3488143881879644,367
raw_return_quintile_M3_protected_oc,10:00,-6.695711386502417,367
raw_return_quintile_M3_protected_oc,10:30,2.0270404087484346,367
raw_return_quintile_M3_protected_oc,11:00,-3.4290466292166593,367
raw_return_quintile_M3_protected_oc,11:30,-3.2441039488632235,367
raw_return_quintile_M3_protected_oc,12:00,2.7341275372530913,367
raw_return_quintile_M3_protected_oc,12:30,0.2186685391965928,367
raw_return_quintile_M3_protected_oc,13:00,-2.0398572163752897,367
raw_return_quintile_M3_protected_oc,13:30,-0.04225380548424181,367
raw_return_quintile_M3_protected_oc,14:00,-0.9536745110447675,367
raw_return_quintile_M3_protected_oc,14:30,-2.4584402503943457,367
raw_return_quintile_M3_source_cc,10:00,-6.276834395413082,367
raw_return_quintile_M3_source_cc,10:30,2.4976590055856125,367
raw_return_quintile_M3_source_cc,11:00,-3.24464396062282,367
raw_return_quintile_M3_source_cc,11:30,-2.722142245391925,367
raw_return_quintile_M3_source_cc,12:00,2.5846459107010227,367
raw_return_quintile_M3_source_cc,12:30,-1.7561436252042066,367
raw_return_quintile_M3_source_cc,13:00,-3.268064449508329,367
raw_return_quintile_M3_source_cc,13:30,-0.04804639946632341,367
raw_return_quintile_M3_source_cc,14:00,-0.5234160461136526,367
raw_return_quintile_M3_source_cc,14:30,-2.349004329336307,367
raw_return_quintile_M4_actionable_oc,10:00,-7.224006747591493,367
raw_return_quintile_M4_actionable_oc,10:30,2.610151064622796,367
raw_return_quintile_M4_actionable_oc,11:00,-2.966498130576606,367
raw_return_quintile_M4_actionable_oc,11:30,-3.3544947528745963,367
raw_return_quintile_M4_actionable_oc,12:00,2.5412220885748122,367
raw_return_quintile_M4_actionable_oc,12:30,-2.710603756058097,367
raw_return_quintile_M4_actionable_oc,13:00,-3.77013949344671,367
raw_return_quintile_M4_actionable_oc,13:30,0.025677485450039617,367
raw_return_quintile_M4_actionable_oc,14:00,-0.19248786482983776,367
raw_return_quintile_M4_protected_oc,10:00,-7.183069872199941,367
raw_return_quintile_M4_protected_oc,10:30,2.098096893659199,367
raw_return_quintile_M4_protected_oc,11:00,-3.440720952990809,367
raw_return_quintile_M4_protected_oc,11:30,-3.3495362340741615,367
raw_return_quintile_M4_protected_oc,12:00,3.7459337915347612,367
raw_return_quintile_M4_protected_oc,12:30,-0.4776901075471246,367
raw_return_quintile_M4_protected_oc,13:00,-2.915808933752302,367
raw_return_quintile_M4_protected_oc,13:30,0.36418899641574776,367
raw_return_quintile_M4_protected_oc,14:00,-0.8712097589368972,367
raw_return_quintile_M4_source_cc,10:00,-7.2265545182141135,367
raw_return_quintile_M4_source_cc,10:30,2.6041950516503034,367
raw_return_quintile_M4_source_cc,11:00,-2.8619193328555825,367
raw_return_quintile_M4_source_cc,11:30,-3.31848623084995,367
raw_return_quintile_M4_source_cc,12:00,2.6575130762655776,367
raw_return_quintile_M4_source_cc,12:30,-2.6095963435703435,367
raw_return_quintile_M4_source_cc,13:00,-3.6979280244603765,367
raw_return_quintile_M4_source_cc,13:30,0.06166228353729901,367
raw_return_quintile_M4_source_cc,14:00,-0.14672703988588373,367
raw_return_quintile_M6_actionable_oc,10:00,-8.684020389402162,367
raw_return_quintile_M6_actionable_oc,10:30,2.3590410266049218,367
raw_return_quintile_M6_actionable_oc,11:00,-2.4397543622373643,367
raw_return_quintile_M6_actionable_oc,11:30,-4.210926215648525,367
raw_return_quintile_M6_actionable_oc,12:00,4.014095018924999,367
raw_return_quintile_M6_actionable_oc,12:30,-2.8485626456938125,367
raw_return_quintile_M6_actionable_oc,13:00,-2.7410183415211025,367
raw_return_quintile_M6_protected_oc,10:00,-9.478936565050065,367
raw_return_quintile_M6_protected_oc,10:30,1.9422149491438254,367
raw_return_quintile_M6_protected_oc,11:00,-2.1785514581766745,367
raw_return_quintile_M6_protected_oc,11:30,-2.505521002856873,367
raw_return_quintile_M6_protected_oc,12:00,4.946809601149663,367
raw_return_quintile_M6_protected_oc,12:30,-0.693154777516039,367
raw_return_quintile_M6_protected_oc,13:00,-2.1127103225119015,367
raw_return_quintile_M6_source_cc,10:00,-8.686424559607216,367
raw_return_quintile_M6_source_cc,10:30,2.353464947574049,367
raw_return_quintile_M6_source_cc,11:00,-2.33544197083381,367
raw_return_quintile_M6_source_cc,11:30,-4.175311330247791,367
raw_return_quintile_M6_source_cc,12:00,4.1298250842349145,367
raw_return_quintile_M6_source_cc,12:30,-2.747484242008614,367
raw_return_quintile_M6_source_cc,13:00,-2.6690003968856955,367
residual_decile_M1_actionable_oc,10:00,-2.4726084784204243,367
residual_decile_M1_actionable_oc,10:30,-1.5789367193330768,367
residual_decile_M1_actionable_oc,11:00,-1.7323227573812294,367
residual_decile_M1_actionable_oc,11:30,-2.1424647147716445,367
residual_decile_M1_actionable_oc,12:00,-0.36167271008367036,367
residual_decile_M1_actionable_oc,12:30,0.6064514769498921,367
residual_decile_M1_actionable_oc,13:00,-0.6015362985851408,367
residual_decile_M1_actionable_oc,13:30,0.6895983772863961,367
residual_decile_M1_actionable_oc,14:00,0.8929002295268215,367
residual_decile_M1_actionable_oc,14:30,-0.29859322675620464,367
residual_decile_M1_actionable_oc,15:00,-2.0104431152712317,367
residual_decile_M1_actionable_oc,15:30,1.8471864705914494,367
residual_decile_M1_protected_oc,10:00,-2.9620019314229515,367
residual_decile_M1_protected_oc,10:30,-1.8607891914175354,367
residual_decile_M1_protected_oc,11:00,-1.7686247293461201,367
residual_decile_M1_protected_oc,11:30,-2.3584743736741776,367
residual_decile_M1_protected_oc,12:00,-0.24214802071090055,367
residual_decile_M1_protected_oc,12:30,0.5920507649127115,367
residual_decile_M1_protected_oc,13:00,-0.0019262161893580751,367
residual_decile_M1_protected_oc,13:30,0.9734889467917426,367
residual_decile_M1_protected_oc,14:00,0.6699479339446417,367
residual_decile_M1_protected_oc,14:30,-0.4041915297163997,367
residual_decile_M1_protected_oc,15:00,-2.1115295036959965,367
residual_decile_M1_protected_oc,15:30,1.7637163658644142,367
residual_decile_M1_source_cc,10:00,-2.4506968977947037,367
residual_decile_M1_source_cc,10:30,-1.5133221384911253,367
residual_decile_M1_source_cc,11:00,-1.6609590951880373,367
residual_decile_M1_source_cc,11:30,-2.068724479107564,367
residual_decile_M1_source_cc,12:00,-0.2575673871690383,367
residual_decile_M1_source_cc,12:30,0.757312239644058,367
residual_decile_M1_source_cc,13:00,-0.47085622380117986,367
residual_decile_M1_source_cc,13:30,0.7632752114402744,367
residual_decile_M1_source_cc,14:00,0.9595633809963752,367
residual_decile_M1_source_cc,14:30,-0.29319034809651573,367
residual_decile_M1_source_cc,15:00,-1.9776967531870462,367
residual_decile_M1_source_cc,15:30,1.9429150076646966,367
residual_decile_M2_actionable_oc,10:00,-3.043376785478914,367
residual_decile_M2_actionable_oc,10:30,-1.6426755235733501,367
residual_decile_M2_actionable_oc,11:00,-2.069777183266054,367
residual_decile_M2_actionable_oc,11:30,-2.6113784990908075,367
residual_decile_M2_actionable_oc,12:00,0.9279974656289849,367
residual_decile_M2_actionable_oc,12:30,-1.4477109189933948,367
residual_decile_M2_actionable_oc,13:00,-1.9118072625976645,367
residual_decile_M2_actionable_oc,13:30,-0.5375998986378397,367
residual_decile_M2_actionable_oc,14:00,1.8595845599890928,367
residual_decile_M2_actionable_oc,14:30,-0.09366920784997695,367
residual_decile_M2_actionable_oc,15:00,-2.230801595844819,367
residual_decile_M2_protected_oc,10:00,-3.9758331423335025,367
residual_decile_M2_protected_oc,10:30,-1.9580478905730427,367
residual_decile_M2_protected_oc,11:00,-2.54250682485589,367
residual_decile_M2_protected_oc,11:30,-2.9183692862140034,367
residual_decile_M2_protected_oc,12:00,0.35162703464438544,367
residual_decile_M2_protected_oc,12:30,-0.7898766388260295,367
residual_decile_M2_protected_oc,13:00,-0.4141653699106659,367
residual_decile_M2_protected_oc,13:30,-0.33152661217920515,367
residual_decile_M2_protected_oc,14:00,1.311231330994462,367
residual_decile_M2_protected_oc,14:30,-0.5489703083632989,367
residual_decile_M2_protected_oc,15:00,-2.9742714219035813,367
residual_decile_M2_source_cc,10:00,-3.022710237592735,367
residual_decile_M2_source_cc,10:30,-1.5771453850155044,367
residual_decile_M2_source_cc,11:00,-1.9981607483188175,367
residual_decile_M2_source_cc,11:30,-2.537658748899965,367
residual_decile_M2_source_cc,12:00,1.0314118380603048,367
residual_decile_M2_source_cc,12:30,-1.296484149828398,367
residual_decile_M2_source_cc,13:00,-1.780697467686933,367
residual_decile_M2_source_cc,13:30,-0.4638611741016445,367
residual_decile_M2_source_cc,14:00,1.9264779208962464,367
residual_decile_M2_source_cc,14:30,-0.08816241774192077,367
residual_decile_M2_source_cc,15:00,-2.1976859530457595,367
residual_decile_M3_actionable_oc,10:00,-3.9739937416173308,367
residual_decile_M3_actionable_oc,10:30,-3.4294488183592637,367
residual_decile_M3_actionable_oc,11:00,-2.0761877057607063,367
residual_decile_M3_actionable_oc,11:30,-2.62808546098999,367
residual_decile_M3_actionable_oc,12:00,1.4236834081293173,367
residual_decile_M3_actionable_oc,12:30,-2.5804645516812514,367
residual_decile_M3_actionable_oc,13:00,-1.7352009039920313,367
residual_decile_M3_actionable_oc,13:30,-0.12705000944079178,367
residual_decile_M3_actionable_oc,14:00,0.3799457745619682,367
residual_decile_M3_actionable_oc,14:30,-1.06209196156265,367
residual_decile_M3_protected_oc,10:00,-5.178258687057333,367
residual_decile_M3_protected_oc,10:30,-3.839863883428538,367
residual_decile_M3_protected_oc,11:00,-2.597223190090066,367
residual_decile_M3_protected_oc,11:30,-3.335150612226491,367
residual_decile_M3_protected_oc,12:00,1.6372837102376978,367
residual_decile_M3_protected_oc,12:30,0.23351270128580257,367
residual_decile_M3_protected_oc,13:00,-0.6391775985000331,367
residual_decile_M3_protected_oc,13:30,-0.2721655806829673,367
residual_decile_M3_protected_oc,14:00,-0.3465795781701373,367
residual_decile_M3_protected_oc,14:30,-1.524974883294796,367
residual_decile_M3_source_cc,10:00,-3.952273909612307,367
residual_decile_M3_source_cc,10:30,-3.364555679686615,367
residual_decile_M3_source_cc,11:00,-2.0039551394974646,367
residual_decile_M3_source_cc,11:30,-2.554317275144193,367
residual_decile_M3_source_cc,12:00,1.5268468413708873,367
residual_decile_M3_source_cc,12:30,-2.42886574322236,367
residual_decile_M3_source_cc,13:00,-1.6040142362218974,367
residual_decile_M3_source_cc,13:30,-0.05277242873301613,367
residual_decile_M3_source_cc,14:00,0.4469477235151523,367
residual_decile_M3_source_cc,14:30,-1.056511383511699,367
residual_decile_M4_actionable_oc,10:00,-5.144199657064308,367
residual_decile_M4_actionable_oc,10:30,-2.896914563078415,367
residual_decile_M4_actionable_oc,11:00,-0.9348768206850934,367
residual_decile_M4_actionable_oc,11:30,-3.2682439482618806,367
residual_decile_M4_actionable_oc,12:00,2.297386849138457,367
residual_decile_M4_actionable_oc,12:30,-3.298533448382169,367
residual_decile_M4_actionable_oc,13:00,-2.1199876983217836,367
residual_decile_M4_actionable_oc,13:30,0.08969429643769214,367
residual_decile_M4_actionable_oc,14:00,-0.08939736295634068,367
residual_decile_M4_protected_oc,10:00,-6.0461337625433815,367
residual_decile_M4_protected_oc,10:30,-3.505297795423839,367
residual_decile_M4_protected_oc,11:00,-2.22359598311852,367
residual_decile_M4_protected_oc,11:30,-3.6478455389131414,367
residual_decile_M4_protected_oc,12:00,3.899374092631084,367
residual_decile_M4_protected_oc,12:30,-0.5681836041685857,367
residual_decile_M4_protected_oc,13:00,-1.3244342789063357,367
residual_decile_M4_protected_oc,13:30,0.028689882172841234,367
residual_decile_M4_protected_oc,14:00,-1.1494509423650263,367
residual_decile_M4_source_cc,10:00,-5.122165911931918,367
residual_decile_M4_source_cc,10:30,-2.8323855770759203,367
residual_decile_M4_source_cc,11:00,-0.8627468863464121,367
residual_decile_M4_source_cc,11:30,-3.1936767270303594,367
residual_decile_M4_source_cc,12:00,2.4009741510147786,367
residual_decile_M4_source_cc,12:30,-3.1473279415370854,367
residual_decile_M4_source_cc,13:00,-1.9890384340249372,367
residual_decile_M4_source_cc,13:30,0.16367475879039853,367
residual_decile_M4_source_cc,14:00,-0.022519669896200384,367
residual_decile_M6_actionable_oc,10:00,-5.433691209013225,367
residual_decile_M6_actionable_oc,10:30,-3.5168435036908887,367
residual_decile_M6_actionable_oc,11:00,-1.456709224789557,367
residual_decile_M6_actionable_oc,11:30,-3.4578432801383863,367
residual_decile_M6_actionable_oc,12:00,2.4344655308077994,367
residual_decile_M6_actionable_oc,12:30,-2.8856348964815712,367
residual_decile_M6_actionable_oc,13:00,-1.8688416917170119,367
residual_decile_M6_protected_oc,10:00,-7.393538329841981,367
residual_decile_M6_protected_oc,10:30,-4.104145579198113,367
residual_decile_M6_protected_oc,11:00,-0.7302365079269824,367
residual_decile_M6_protected_oc,11:30,-2.566151517232058,367
residual_decile_M6_protected_oc,12:00,4.15977668690217,367
residual_decile_M6_protected_oc,12:30,-0.3177795075619038,367
residual_decile_M6_protected_oc,13:00,-1.598122543110079,367
residual_decile_M6_source_cc,10:00,-5.411716259113011,367
