candidate,extra_adverse_bps_per_side,month,net_pnl
qqq_single_ma150_weekly_top3,0.0,2019-06,0.0
qqq_single_ma150_weekly_top3,0.0,2019-07,0.0
qqq_single_ma150_weekly_top3,0.0,2019-08,0.0
qqq_single_ma150_weekly_top3,0.0,2019-09,0.0
qqq_single_ma150_weekly_top3,0.0,2019-10,0.0
qqq_single_ma150_weekly_top3,0.0,2019-11,0.0
qqq_single_ma150_weekly_top3,0.0,2019-12,0.0
qqq_single_ma150_weekly_top3,0.0,2020-01,0.0629121403483492
qqq_single_ma150_weekly_top3,0.0,2020-02,0.05904504024284278
qqq_single_ma150_weekly_top3,0.0,2020-03,-0.19575032844380066
qqq_single_ma150_weekly_top3,0.0,2020-04,0.20449820529541501
qqq_single_ma150_weekly_top3,0.0,2020-05,0.12367343779162762
qqq_single_ma150_weekly_top3,0.0,2020-06,0.20669200040397473
qqq_single_ma150_weekly_top3,0.0,2020-07,0.1549287298934839
qqq_single_ma150_weekly_top3,0.0,2020-08,0.3409402304260124
qqq_single_ma150_weekly_top3,0.0,2020-09,-0.010829007925209915
qqq_single_ma150_weekly_top3,0.0,2020-10,-0.07410217621381193
qqq_single_ma150_weekly_top3,0.0,2020-11,0.18752482960206
qqq_single_ma150_weekly_top3,0.0,2020-12,-0.024089834894077355
qqq_single_ma150_weekly_top3,0.0,2021-01,0.21846019214091644
qqq_single_ma150_weekly_top3,0.0,2021-02,-0.09915066338925003
qqq_single_ma150_weekly_top3,0.0,2021-03,-0.11212266428703449
qqq_single_ma150_weekly_top3,0.0,2021-04,0.09811346788144325
qqq_single_ma150_weekly_top3,0.0,2021-05,-0.02368630679833105
qqq_single_ma150_weekly_top3,0.0,2021-06,0.09490050339777592
qqq_single_ma150_weekly_top3,0.0,2021-07,0.036067212100835536
qqq_single_ma150_weekly_top3,0.0,2021-08,0.08078457977548939
qqq_single_ma150_weekly_top3,0.0,2021-09,-0.08124334742885152
qqq_single_ma150_weekly_top3,0.0,2021-10,0.1045773260153194
qqq_single_ma150_weekly_top3,0.0,2021-11,-0.010262875147430444
qqq_single_ma150_weekly_top3,0.0,2021-12,-0.06352638516167002
qqq_single_ma150_weekly_top3,0.0,2022-01,-0.11463925982701517
qqq_single_ma150_weekly_top3,0.0,2022-02,-0.04679085689332918
qqq_single_ma150_weekly_top3,0.0,2022-03,0.04441440011732852
qqq_single_ma150_weekly_top3,0.0,2022-04,-0.1194614894303917
qqq_single_ma150_weekly_top3,0.0,2022-05,-0.03794185541728811
qqq_single_ma150_weekly_top3,0.0,2022-06,0.024024015903190254
qqq_single_ma150_weekly_top3,0.0,2022-07,0.029923461352959573
qqq_single_ma150_weekly_top3,0.0,2022-08,-0.03193067271495938
qqq_single_ma150_weekly_top3,0.0,2022-09,-0.07703176032475985
qqq_single_ma150_weekly_top3,0.0,2022-10,0.039009873388601235
qqq_single_ma150_weekly_top3,0.0,2022-11,0.16507690176785478
qqq_single_ma150_weekly_top3,0.0,2022-12,-0.03577017783151136
qqq_single_ma150_weekly_top3,0.0,2023-01,0.09470108203930512
qqq_single_ma150_weekly_top3,0.0,2023-02,-0.024198776455133457
qqq_single_ma150_weekly_top3,0.0,2023-03,-0.055915701875688714
qqq_single_ma150_weekly_top3,0.0,2023-04,0.041730803428128814
qqq_single_ma150_weekly_top3,0.0,2023-05,0.1851937445961053
qqq_single_ma150_weekly_top3,0.0,2023-06,0.016755296253505803
qqq_single_ma150_weekly_top3,0.0,2023-07,0.06694919971598819
qqq_single_ma150_weekly_top3,0.0,2023-08,0.005885621648025382
qqq_single_ma150_weekly_top3,0.0,2023-09,-0.046329824665483396
qqq_single_ma150_weekly_top3,0.0,2023-10,-0.004491577806324288
qqq_single_ma150_weekly_top3,0.0,2023-11,0.19905090004373546
qqq_single_ma150_weekly_top3,0.0,2023-12,0.012831312740848663
qqq_single_ma150_weekly_top3,0.0,2024-01,0.024562160201860934
qqq_single_ma150_weekly_top3,0.0,2024-02,0.09916631466956613
qqq_single_ma150_weekly_top3,0.0,2024-03,-0.027753709427481014
qqq_single_ma150_weekly_top3,0.0,2024-04,-0.07074128699963225
qqq_single_ma150_weekly_top3,0.0,2024-05,0.14846210093964854
qqq_single_ma150_weekly_top3,0.0,2024-06,0.05130189781193582
qqq_single_ma150_weekly_top3,0.0,2024-07,-0.08240979069126693
qqq_single_ma150_weekly_top3,0.0,2024-08,0.011021846218433759
qqq_single_ma150_weekly_top3,0.0,2024-09,0.07973442169776848
qqq_single_ma150_weekly_top3,0.0,2024-10,0.01372293876532749
qqq_single_ma150_weekly_top3,0.0,2024-11,0.13652687717656198
qqq_single_ma150_weekly_top3,0.0,2024-12,0.04191266061075134
qqq_single_ma150_weekly_top3,0.0,2025-01,0.07139126773331862
qqq_single_ma150_weekly_top3,0.0,2025-02,0.08992799686931667
qqq_single_ma150_weekly_top3,0.0,2025-03,-0.09926783971903022
qqq_single_ma150_weekly_top3,0.0,2025-04,0.2079267356443013
qqq_single_ma150_weekly_top3,0.0,2025-05,0.1308225807444122
qqq_single_ma150_weekly_top3,0.0,2025-06,0.041662578743029394
qqq_single_ma150_weekly_top3,0.0,2025-07,0.008439645845609339
qqq_single_ma150_weekly_top3,0.0,2025-08,-0.045010613065157634
qqq_single_ma150_weekly_top3,0.0,2025-09,0.06794537767132458
qqq_single_ma150_weekly_top3,0.0,2025-10,0.24408675114413592
qqq_single_ma150_weekly_top3,0.0,2025-11,-0.11856615926562299
qqq_single_ma150_weekly_top3,0.0,2025-12,0.1413971526358085
qqq_single_ma150_weekly_top3,0.0,2026-01,0.22896657084019595
qqq_single_ma150_weekly_top3,0.0,2026-02,0.037758831279340016
qqq_single_ma150_weekly_top3,0.0,2026-03,-0.0040509375327243274
qqq_single_ma150_weekly_top3,0.0,2026-04,0.4375633493279396
qqq_single_ma150_weekly_top3,1.0,2019-06,0.0
qqq_single_ma150_weekly_top3,1.0,2019-07,0.0
qqq_single_ma150_weekly_top3,1.0,2019-08,0.0
qqq_single_ma150_weekly_top3,1.0,2019-09,0.0
qqq_single_ma150_weekly_top3,1.0,2019-10,0.0
qqq_single_ma150_weekly_top3,1.0,2019-11,0.0
qqq_single_ma150_weekly_top3,1.0,2019-12,0.0
qqq_single_ma150_weekly_top3,1.0,2020-01,0.0628121403483492
qqq_single_ma150_weekly_top3,1.0,2020-02,0.058778373576176116
qqq_single_ma150_weekly_top3,1.0,2020-03,-0.19615032844380065
qqq_single_ma150_weekly_top3,1.0,2020-04,0.20443153862874835
qqq_single_ma150_weekly_top3,1.0,2020-05,0.12340677112496096
qqq_single_ma150_weekly_top3,1.0,2020-06,0.20662533373730807
qqq_single_ma150_weekly_top3,1.0,2020-07,0.15486206322681725
qqq_single_ma150_weekly_top3,1.0,2020-08,0.34087356375934574
qqq_single_ma150_weekly_top3,1.0,2020-09,-0.010962341258543241
qqq_single_ma150_weekly_top3,1.0,2020-10,-0.07416884288047862
qqq_single_ma150_weekly_top3,1.0,2020-11,0.18745816293539333
qqq_single_ma150_weekly_top3,1.0,2020-12,-0.024356501560744013
qqq_single_ma150_weekly_top3,1.0,2021-01,0.21839352547424978
qqq_single_ma150_weekly_top3,1.0,2021-02,-0.09928399672258337
qqq_single_ma150_weekly_top3,1.0,2021-03,-0.11245599762036784
qqq_single_ma150_weekly_top3,1.0,2021-04,0.09804680121477659
qqq_single_ma150_weekly_top3,1.0,2021-05,-0.023952973464997716
qqq_single_ma150_weekly_top3,1.0,2021-06,0.09483383673110925
qqq_single_ma150_weekly_top3,1.0,2021-07,0.03586721210083553
qqq_single_ma150_weekly_top3,1.0,2021-08,0.08045124644215607
qqq_single_ma150_weekly_top3,1.0,2021-09,-0.08157668076218486
qqq_single_ma150_weekly_top3,1.0,2021-10,0.10444399268198606
qqq_single_ma150_weekly_top3,1.0,2021-11,-0.010596208480763775
qqq_single_ma150_weekly_top3,1.0,2021-12,-0.06365971849500335
qqq_single_ma150_weekly_top3,1.0,2022-01,-0.1151725931603485
qqq_single_ma150_weekly_top3,1.0,2022-02,-0.04732419022666251
qqq_single_ma150_weekly_top3,1.0,2022-03,0.044214400117328516
qqq_single_ma150_weekly_top3,1.0,2022-04,-0.11972815609705836
qqq_single_ma150_weekly_top3,1.0,2022-05,-0.03834185541728811
qqq_single_ma150_weekly_top3,1.0,2022-06,0.023824015903190256
