candidate,extra_adverse_bps_per_side,minimum_date,maximum_date,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,positive_months,negative_months,inactive_months,worst_month,best_month,recent12_net_simple_return,recent12_maximum_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,top5_symbol_positive_share,leave_top5_return,best_symbol,best_symbol_pnl
qqq_single_ma150_weekly_top3,0.0,2019-06-21,2026-04-30,3.475898685249442,0.4072910707324291,1.0,435,191,48,28,7,-0.19575032844380066,0.4375633493279396,1.1710151283682904,0.12854514115219906,9,3,-0.11856615926562299,0.5636856112813414,0.9651476011015938,TSLA,0.8252376654569569
qqq_single_ma150_weekly_top3,1.0,2019-06-21,2026-04-30,3.461398685249442,0.4075966675767379,1.0,435,191,48,28,7,-0.19615032844380065,0.4373633493279396,1.169281795034957,0.1287320593590705,9,3,-0.11876615926562298,0.5644360832790569,0.9530809344349276,TSLA,0.8245043321236235
qqq_single_ma150_weekly_top3,2.0,2019-06-21,2026-04-30,3.446898685249442,0.4079024085545122,1.0,435,191,48,28,7,-0.19655032844380066,0.4371633493279396,1.1675484617016239,0.12891925336844526,9,3,-0.118966159265623,0.5651900195732898,0.9410142677682609,TSLA,0.8237709987902903
qqq_single_ma150_weekly_top3,5.0,2019-06-21,2026-04-30,3.403398685249442,0.4088204973090474,1.0,435,191,48,28,7,-0.19775032844380067,0.4365633493279396,1.1623484617016238,0.12948249632943265,9,3,-0.11956615926562297,0.5674728557836779,0.9048142677682605,TSLA,0.8215709987902902
qqq_single_ma150_weekly_top3,10.0,2019-06-21,2026-04-30,3.330898685249442,0.4103535374409744,1.0,435,191,48,28,7,-0.19975032844380067,0.4355633493279396,1.1536817950349572,0.1304268080200997,9,3,-0.12056615926562299,0.5713170646759291,0.8444809344349271,TSLA,0.8179043321236236
qqq_dual_ma50_200_weekly_top3,0.0,2019-06-21,2026-04-30,3.6538296906839665,0.17395434721087405,1.0,383,174,48,25,10,-0.1657034400917875,0.4375633493279396,1.1742773974975118,0.12825617590728497,9,3,-0.11856615926562299,0.5307636317385728,1.212741528337522,TSLA,0.733401012181796
qqq_dual_ma50_200_weekly_top3,1.0,2019-06-21,2026-04-30,3.6410630240173,0.17458701078164507,1.0,383,174,48,25,10,-0.16597010675845417,0.4373633493279396,1.172610730830845,0.12843655651667182,9,3,-0.11876615926562298,0.5314352696264307,1.201808195004189,TSLA,0.7325343455151294
qqq_dual_ma50_200_weekly_top3,2.0,2019-06-21,2026-04-30,3.628296357350633,0.1752235199883951,1.0,383,174,48,25,10,-0.16623677342512083,0.4371633493279396,1.1709440641641784,0.12861718606276884,9,3,-0.118966159265623,0.5321062549918364,1.190874861670855,TSLA,0.7316676788484627
qqq_dual_ma50_200_weekly_top3,5.0,2019-06-21,2026-04-30,3.589996357350633,0.17715647528553358,1.0,383,174,48,25,10,-0.16703677342512083,0.4365633493279396,1.1659440641641785,0.12916057348523807,9,3,-0.11956615926562297,0.5341254377282044,1.1580748616708552,TSLA,0.7290676788484627
qqq_dual_ma50_200_weekly_top3,10.0,2019-06-21,2026-04-30,3.526163024017299,0.18045834900600155,1.0,383,174,48,25,10,-0.16837010675845415,0.4355633493279396,1.1576107308308452,0.13007124633509876,9,3,-0.12056615926562299,0.5374939362025931,1.1034081950041883,TSLA,0.7247343455151294
