variant_id,timeframe,lookback_bars,z_threshold,mode,protective_stop,cost_bps_per_side,net_simple_return,gross_simple_return,maximum_drawdown,trades,active_sessions,positive_months,negative_months,monthly_average,monthly_median,recent12_average_month,forced_exit,broker_margin,direct_short,holdout_rows_loaded
5m__r1__z1__long_short__stop0.02,5m,1,1.0,long_short,0.02,0.0,2.9614619088594814,2.961461908859482,0.41509036757300877,437542,1255,34,26,0.04935769848099137,0.027790559479122963,-0.05603868886299244,next_bar_close,False,True,0
5m__r1__z0.5__long_short__stop0.005,5m,1,0.5,long_short,0.005,0.0,2.8936370483949556,2.893637048394955,0.2759860071114047,824021,1255,40,20,0.04822728413991592,0.04165175231332219,-0.09475096934871081,next_bar_close,False,True,0
5m__r1__z1__long__stop0.02,5m,1,1.0,long,0.02,0.0,2.8396663840322853,2.839666384032286,0.42523148842813385,219165,1255,34,26,0.04732777306720475,0.01827939581188047,-0.06045821600433923,next_bar_close,False,False,0
5m__r1__z0.5__long__stop0.005,5m,1,0.5,long,0.005,0.0,2.7875925342876062,2.787592534287606,0.3171928060086249,410626,1255,40,20,0.04645987557146009,0.04733038576877037,-0.09835227928114047,next_bar_close,False,False,0
5m__r1__z0.5__long_short__stop0.01,5m,1,0.5,long_short,0.01,0.0,2.638134941101156,2.6381349411011557,0.3845369831212993,824021,1255,35,25,0.04396891568501926,0.022517004319316025,-0.060932074829118034,next_bar_close,False,True,0
5m__r1__z0.5__long__stop0.01,5m,1,0.5,long,0.01,0.0,2.622171463061673,2.6221714630616724,0.3711037552457867,410626,1255,36,24,0.043702857717694554,0.03723735975034158,-0.060597698334394046,next_bar_close,False,False,0
5m__r1__z0__long_short__stop0.005,5m,1,0.0,long_short,0.005,0.0,2.3347329664336662,2.3347329664336653,0.25138743638062744,2084362,1255,40,20,0.038912216107227754,0.032350308550678525,-0.07766709503249812,next_bar_close,False,True,0
5m__r1__z0.5__long_short__stop0.02,5m,1,0.5,long_short,0.02,0.0,2.274415165815409,2.274415165815409,0.44434621346715275,824021,1255,36,24,0.037906919430256814,0.023464229385738354,-0.045492285328140473,next_bar_close,False,True,0
5m__r3__z1__long__stop0.005,5m,3,1.0,long,0.005,0.0,2.2660630618023436,2.2660630618023436,0.25061299816558863,215908,1255,36,24,0.03776771769670573,0.02951708945528775,-0.05806557858629228,next_bar_close,False,False,0
5m__r1__z0__long__stop0.005,5m,1,0.0,long,0.005,0.0,2.2636769892406443,2.2636769892406443,0.3073327662296464,1037197,1255,38,22,0.037727949820677405,0.035859442995796825,-0.07860738681937686,next_bar_close,False,False,0
5m__r1__z0.5__long__stop0.02,5m,1,0.5,long,0.02,0.0,2.188995353293249,2.1889953532932496,0.4436005929105194,410626,1255,36,24,0.036483255888220815,0.017721657017426506,-0.0424042920367726,next_bar_close,False,False,0
5m__r1__z0__long__stop0.01,5m,1,0.0,long,0.01,0.0,2.1653750642153606,2.16537506421536,0.34188061877874487,1037197,1255,38,22,0.03608958440358934,0.029141540142558223,-0.04811297164084293,next_bar_close,False,False,0
5m__r1__z0__long_short__stop0.01,5m,1,0.0,long_short,0.01,0.0,2.145705832814089,2.1457058328140888,0.34562631164185226,2084362,1255,34,26,0.03576176388023482,0.023996466402103143,-0.05104530173116765,next_bar_close,False,True,0
5m__r3__z1__long_short__stop0.005,5m,3,1.0,long_short,0.005,0.0,2.1236676452455225,2.1236676452455225,0.2622087257456651,430410,1255,37,23,0.035394460754092034,0.03285184879228292,-0.07363873478894094,next_bar_close,False,True,0
5m__r6__z1__long_short__stop0.005,5m,6,1.0,long_short,0.005,0.0,2.0603584836855395,2.060358483685539,0.37491741189033234,412474,1255,41,19,0.03433930806142565,0.0501358699840436,-0.026028933931241543,next_bar_close,False,True,0
5m__r3__z0.5__long__stop0.005,5m,3,0.5,long,0.005,0.0,2.025946175909855,2.025946175909855,0.22591614136221896,401671,1255,38,22,0.03376576959849757,0.04786879671272908,-0.05277012456985746,next_bar_close,False,False,0
5m__r3__z1__long__stop0.01,5m,3,1.0,long,0.01,0.0,2.0104760204285603,2.0104760204285603,0.28382028802869846,215908,1255,35,25,0.03350793367380934,0.01872697421198729,-0.012347414789435832,next_bar_close,False,False,0
5m__r3__z0.5__long_short__stop0.005,5m,3,0.5,long_short,0.005,0.0,1.9816568695635555,1.9816568695635555,0.23471507011292086,806339,1255,38,22,0.033027614492725926,0.034374434575744024,-0.05983605032550162,next_bar_close,False,True,0
5m__r1__z0__long_short__stop0.02,5m,1,0.0,long_short,0.02,0.0,1.8670588434855673,1.8670588434855668,0.40024844937403986,2084362,1255,37,23,0.03111764739142612,0.017797009359495033,-0.039138364501949796,next_bar_close,False,True,0
5m__r1__z0__long__stop0.02,5m,1,0.0,long,0.02,0.0,1.8106878680200102,1.8106878680200098,0.40879696841831753,1037197,1255,34,26,0.030178131133666842,0.026055056919324138,-0.03310110909604685,next_bar_close,False,False,0
5m__r3__z0.5__long__stop0.01,5m,3,0.5,long,0.01,0.0,1.7702690748762793,1.7702690748762788,0.2339348945380141,401671,1255,36,24,0.02950448458127132,0.02282842175247023,-0.014910019213176409,next_bar_close,False,False,0
5m__r6__z1__long__stop0.005,5m,6,1.0,long,0.005,0.0,1.7028640123960332,1.7028640123960335,0.40324083593051224,207146,1255,40,20,0.028381066873267222,0.05110827352100057,-0.0218969835893225,next_bar_close,False,False,0
5m__r3__z1__long_short__stop0.01,5m,3,1.0,long_short,0.01,0.0,1.6912804183676016,1.691280418367602,0.2676140475703377,430410,1255,36,24,0.028188006972793365,0.017786549717759545,-0.029072841966911404,next_bar_close,False,True,0
5m__r3__z0__long__stop0.005,5m,3,0.0,long,0.005,0.0,1.6850717563169781,1.6850717563169784,0.20245145163911232,1007446,1255,40,20,0.028084529271949637,0.029197205548612076,-0.0414245174102735,next_bar_close,False,False,0
5m__r3__z0__long_short__stop0.005,5m,3,0.0,long_short,0.005,0.0,1.6097268632258857,1.6097268632258854,0.21409368895476966,2029142,1255,37,23,0.026828781053764756,0.029758888246854152,-0.04736729086178112,next_bar_close,False,True,0
5m__r3__z0.5__long_short__stop0.01,5m,3,0.5,long_short,0.01,0.0,1.589724297622341,1.589724297622341,0.23500556059151317,806339,1255,36,24,0.026495404960372348,0.025075148004878117,-0.024203858349451893,next_bar_close,False,True,0
5m__r3__z1__long__stop0.02,5m,3,1.0,long,0.02,0.0,1.5319975188844148,1.531997518884415,0.33243099976799534,215908,1255,35,25,0.025533291981406917,0.02134524682550578,-0.004241907759327486,next_bar_close,False,False,0
5m__r6__z0.5__long_short__stop0.005,5m,6,0.5,long_short,0.005,0.0,1.4970810475293128,1.4970810475293128,0.3923056458245773,771537,1255,42,18,0.02495135079215521,0.03335564635432316,-0.026296255494918944,next_bar_close,False,True,0
5m__r3__z0__long__stop0.01,5m,3,0.0,long,0.01,0.0,1.4591160182499798,1.4591160182499803,0.20863537316027372,1007446,1255,36,24,0.024318600304166337,0.021131111616373342,-0.011127359942390551,next_bar_close,False,False,0
5m__r3__z1__long_short__stop0.02,5m,3,1.0,long_short,0.02,0.0,1.329680112937151,1.3296801129371505,0.3020236991803857,430410,1255,36,24,0.022161335215619183,0.027752089441297277,-0.015538001743181408,next_bar_close,False,True,0
5m__r3__z0.5__long__stop0.02,5m,3,0.5,long,0.02,0.0,1.3085244415934518,1.3085244415934514,0.2615594791638033,401671,1255,34,26,0.021808740693224186,0.027220597865217612,-0.0061107377103318886,next_bar_close,False,False,0
5m__r3__z0__long_short__stop0.01,5m,3,0.0,long_short,0.01,0.0,1.3074742115470714,1.3074742115470717,0.20748644944315442,2029142,1255,37,23,0.021791236859117866,0.017357226495301525,-0.01925801261646289,next_bar_close,False,True,0
5m__r3__z0.5__long_short__stop0.02,5m,3,0.5,long_short,0.02,0.0,1.2447196709490718,1.2447196709490722,0.2616785255767155,806339,1255,38,22,0.020745327849151205,0.021981999881860184,-0.013428168356925028,next_bar_close,False,True,0
5m__r6__z0__long_short__stop0.005,5m,6,0.0,long_short,0.005,0.0,1.2330501125129079,1.233050112512908,0.3360759469636317,1946312,1255,42,18,0.02055083520854847,0.02784182897300693,-0.0204982423659637,next_bar_close,False,True,0
5m__r6__z1__long_short__stop0.01,5m,6,1.0,long_short,0.01,0.0,1.1244214274314428,1.124421427431443,0.5902625919555895,412474,1255,39,21,0.01874035712385738,0.04364171512192062,0.028498349763973824,next_bar_close,False,True,0
5m__r3__z0__long__stop0.02,5m,3,0.0,long,0.02,0.0,1.0905286920873247,1.0905286920873247,0.24016773923173115,1007446,1255,38,22,0.018175478201455413,0.019104912489773303,-0.0034327425240751283,next_bar_close,False,False,0
5m__r6__z0.5__long__stop0.005,5m,6,0.5,long,0.005,0.0,1.07234612959878,1.07234612959878,0.40471174310716546,383684,1255,41,19,0.017872435493313004,0.031534372599681726,-0.028794788123349544,next_bar_close,False,False,0
5m__r3__z0__long_short__stop0.02,5m,3,0.0,long_short,0.02,0.0,1.0412821703671886,1.0412821703671886,0.23380203840333053,2029142,1255,39,21,0.017354702839453142,0.01898055124265468,-0.010878838995408651,next_bar_close,False,True,0
5m__r6__z1__long__stop0.01,5m,6,1.0,long,0.01,0.0,0.9115004258499133,0.9115004258499131,0.669073729255279,207146,1255,38,22,0.015191673764165222,0.03450796107384309,0.030107397294698527,next_bar_close,False,False,0
5m__r6__z0__long__stop0.005,5m,6,0.0,long,0.005,0.0,0.9049775631785408,0.9049775631785411,0.34805789770582496,964045,1255,41,19,0.015082959386309014,0.02488383705874475,-0.018816399851359505,next_bar_close,False,False,0
5m__r6__z0.5__long_short__stop0.01,5m,6,0.5,long_short,0.01,0.0,0.6126704299780181,0.6126704299780175,0.614924428012902,771537,1255,39,21,0.010211173832966958,0.034029614545653314,0.01456335231674498,next_bar_close,False,True,0
5m__r6__z0__long_short__stop0.01,5m,6,0.0,long_short,0.01,0.0,0.579561135604059,0.5795611356040591,0.5040373606870993,1946312,1255,38,22,0.009659352260067647,0.027182425247907538,0.011758800601374847,next_bar_close,False,True,0
5m__r6__z1__long_short__stop0.02,5m,6,1.0,long_short,0.02,0.0,0.5067365108637363,0.5067365108637362,0.828265859245821,412474,1255,36,24,0.0084456085143956,0.03508134815588861,0.03832756762438063,next_bar_close,False,True,0
5m__r6__z0.5__long__stop0.01,5m,6,0.5,long,0.01,0.0,0.3762238144372099,0.3762238144372094,0.7001849916401608,383684,1255,37,23,0.0062703969072868265,0.023657298951049302,0.014626694186464428,next_bar_close,False,False,0
5m__r6__z0__long__stop0.01,5m,6,0.0,long,0.01,0.0,0.3675455270713921,0.36754552707139243,0.583176620695563,964045,1255,37,23,0.006125758784523203,0.026571438376833047,0.015361104878161466,next_bar_close,False,False,0
5m__r6__z1__long__stop0.02,5m,6,1.0,long,0.02,0.0,0.21384757547987587,0.21384757547987565,0.9823500853300673,207146,1255,36,24,0.003564126257997924,0.02805688839843632,0.03894114471115421,next_bar_close,False,False,0
5m__r6__z0__long_short__stop0.02,5m,6,0.0,long_short,0.02,0.0,0.1725170379477628,0.17251703794776274,0.6733933170663358,1946312,1255,33,27,0.0028752839657960466,0.019286757193218602,0.018022653684977557,next_bar_close,False,True,0
5m__r6__z0.5__long_short__stop0.02,5m,6,0.5,long_short,0.02,0.0,0.07667777196476555,0.07667777196476558,0.8372573324877625,771537,1255,33,27,0.0012779628660794273,0.023197659891995535,0.022076309356153605,next_bar_close,False,True,0
5m__r6__z0__long__stop0.02,5m,6,0.0,long,0.02,0.0,-0.19821230347692054,-0.19821230347692026,0.8891802151527622,964045,1255,34,26,-0.0033035383912820094,0.016515418296489497,0.020811223531736325,next_bar_close,False,False,0
5m__r6__z0.5__long__stop0.02,5m,6,0.5,long,0.02,0.0,-0.2878639864179272,-0.2878639864179273,1.0323237795263294,383684,1255,33,27,-0.004797733106965452,0.01507417427460963,0.02179386974456453,next_bar_close,False,False,0
15m__r3__z0__long_short__stop0.005,15m,3,0.0,long_short,0.005,0.0,-0.8398440697432756,-0.839844069743276,1.3929644226080686,599635,1255,30,30,-0.013997401162387933,0.0003182389019270211,0.0029793939770407494,next_bar_close,False,True,0
15m__r3__z0__long_short__stop0.01,15m,3,0.0,long_short,0.01,0.0,-0.8484779082697962,-0.8484779082697961,1.3456052428399945,599635,1255,31,29,-0.01414129847116327,0.005279238676317552,-0.005556804173698305,next_bar_close,False,True,0
15m__r3__z0__long__stop0.005,15m,3,0.0,long,0.005,0.0,-0.8802797263378185,-0.8802797263378184,1.414339684233709,296558,1255,31,29,-0.014671328772296975,0.0028653540092794458,0.0017756484763664995,next_bar_close,False,False,0
15m__r3__z0__long__stop0.01,15m,3,0.0,long,0.01,0.0,-0.9482404622448206,-0.9482404622448205,1.3844571323947639,296558,1255,31,29,-0.015804007704080344,0.0035797013612378237,-0.004506057675557214,next_bar_close,False,False,0
15m__r6__z0__long_short__stop0.005,15m,6,0.0,long_short,0.005,0.0,-0.9780128698022487,-0.9780128698022488,1.4334457149067934,516806,1255,28,32,-0.016300214496704147,-0.009197646773742438,-0.006182315684923604,next_bar_close,False,True,0
15m__r3__z0.5__long_short__stop0.005,15m,3,0.5,long_short,0.005,0.0,-1.0207048417580533,-1.0207048417580533,1.6671234815226763,237448,1255,31,29,-0.017011747362634222,0.0046373241762805275,0.0023986360440972077,next_bar_close,False,True,0
15m__r6__z0__long__stop0.005,15m,6,0.0,long,0.005,0.0,-1.049440735899331,-1.049440735899331,1.380122532763011,255305,1255,26,34,-0.017490678931655516,-0.017238814953668982,-0.009451258806073982,next_bar_close,False,False,0
15m__r3__z0.5__long_short__stop0.01,15m,3,0.5,long_short,0.01,0.0,-1.0517582922710313,-1.0517582922710313,1.6215376726883182,237448,1255,31,29,-0.017529304871183853,0.00681694101594634,-0.008262293482235743,next_bar_close,False,True,0
15m__r3__z0.5__long__stop0.005,15m,3,0.5,long,0.005,0.0,-1.087833678752233,-1.0878336787522327,1.748620911950354,118066,1255,31,29,-0.018130561312537208,0.0011581283743347763,0.0028821919830011034,next_bar_close,False,False,0
15m__r3__z0.5__long__stop0.01,15m,3,0.5,long,0.01,0.0,-1.129079699746339,-1.1290796997463393,1.7109405501921082,118066,1255,30,30,-0.018817994995772316,-0.00011934446633183379,-0.0027701635522285454,next_bar_close,False,False,0
15m__r3__z1__long_short__stop0.01,15m,3,1.0,long_short,0.01,0.0,-1.1638296308970255,-1.1638296308970255,1.7685882734827696,127559,1255,31,29,-0.019397160514950426,0.0035272921590921436,-0.015321224948744676,next_bar_close,False,True,0
15m__r3__z1__long_short__stop0.005,15m,3,1.0,long_short,0.005,0.0,-1.1710503794281986,-1.1710503794281983,1.8585990858638068,127559,1255,29,31,-0.01951750632380331,-0.0013154498887396,-0.0005331577924260709,next_bar_close,False,True,0
15m__r6__z0.5__long_short__stop0.005,15m,6,0.5,long_short,0.005,0.0,-1.2187915524084763,-1.218791552408476,1.7612449510769117,203711,1255,28,32,-0.020313192540141276,-0.00799175263796286,-0.008667155839374273,next_bar_close,False,True,0
15m__r6__z0__long_short__stop0.01,15m,6,0.0,long_short,0.01,0.0,-1.2288487687026157,-1.228848768702616,1.4833925815397206,516806,1255,22,38,-0.02048081281171027,-0.009018958535072584,-0.0014106056006700743,next_bar_close,False,True,0
15m__r3__z1__long__stop0.01,15m,3,1.0,long,0.01,0.0,-1.2699873854556234,-1.2699873854556225,1.851814542632983,64113,1255,27,33,-0.021166456424260384,-0.005812672610773378,-0.011632609336403995,next_bar_close,False,False,0
15m__r6__z0__long__stop0.01,15m,6,0.0,long,0.01,0.0,-1.2759165871134188,-1.2759165871134186,1.440071131712619,255305,1255,23,37,-0.021265276451890313,-0.01836381082635869,-0.003558502649803324,next_bar_close,False,False,0
15m__r3__z1__long__stop0.005,15m,3,1.0,long,0.005,0.0,-1.2859828179867705,-1.2859828179867707,1.9782195891315895,64113,1255,27,33,-0.021433046966446167,-0.014382336510509975,0.0019328914202348946,next_bar_close,False,False,0
15m__r1__z0__long__stop0.005,15m,1,0.0,long,0.005,0.0,-1.316753512731993,-1.3167535127319927,1.8966378789963647,324995,1255,26,34,-0.021945891878866544,-0.01128014517862324,0.016974178512318583,next_bar_close,False,False,0
15m__r6__z0.5__long__stop0.005,15m,6,0.5,long,0.005,0.0,-1.3387117182920274,-1.3387117182920276,1.7609076607741483,101069,1255,27,33,-0.02231186197153379,-0.020334572102909863,-0.012858345534730928,next_bar_close,False,False,0
15m__r3__z0__long_short__stop0.02,15m,3,0.0,long_short,0.02,0.0,-1.372500458689322,-1.3725004586893221,1.5138541590505628,599635,1255,27,33,-0.02287500764482203,-0.0063743651661956405,-0.003917236144861378,next_bar_close,False,True,0
15m__r1__z0__long_short__stop0.005,15m,1,0.0,long_short,0.005,0.0,-1.3795965300968254,-1.3795965300968254,1.9875646362652029,654855,1255,24,36,-0.02299327550161375,-0.019470016849077607,0.013786970013204317,next_bar_close,False,True,0
15m__r6__z0__long_short__stop0.02,15m,6,0.0,long_short,0.02,0.0,-1.3925686782960862,-1.3925686782960858,1.5374537155528472,516806,1255,26,34,-0.023209477971601437,-0.006531029041476152,0.004449734511166272,next_bar_close,False,True,0
15m__r6__z1__long_short__stop0.005,15m,6,1.0,long_short,0.005,0.0,-1.413075653964132,-1.4130756539641318,1.9984555783143128,109738,1255,27,33,-0.023551260899402196,-0.02441771189158977,-0.01601029214016136,next_bar_close,False,True,0
15m__r6__z0__long__stop0.02,15m,6,0.0,long,0.02,0.0,-1.51887680116622,-1.51887680116622,1.5804285831835,255305,1255,23,37,-0.025314613352770333,-0.014155505872446147,0.0010058926450663662,next_bar_close,False,False,0
15m__r6__z0.5__long__stop0.01,15m,6,0.5,long,0.01,0.0,-1.5221610950539617,-1.5221610950539612,1.737927597717817,101069,1255,24,36,-0.025369351584232702,-0.02219802531008387,-0.005516621738455687,next_bar_close,False,False,0
15m__r6__z0.5__long_short__stop0.01,15m,6,0.5,long_short,0.01,0.0,-1.5274432561523146,-1.5274432561523146,1.7889128398094931,203711,1255,23,37,-0.02545738760253858,-0.011595874780614013,-0.003250506675756691,next_bar_close,False,True,0
15m__r1__z0__long__stop0.01,15m,1,0.0,long,0.01,0.0,-1.5619040306265233,-1.561904030626523,2.0926540938112232,324995,1255,27,33,-0.026031733843775388,-0.009476601901862596,0.02841762650601533,next_bar_close,False,False,0
15m__r6__z1__long__stop0.005,15m,6,1.0,long,0.005,0.0,-1.618367005651094,-1.6183670056510941,2.0397062339633405,55105,1255,25,35,-0.026972783427518236,-0.023371943246508653,-0.016855568501246452,next_bar_close,False,False,0
15m__r3__z0__long__stop0.02,15m,3,0.0,long,0.02,0.0,-1.6286502557715583,-1.628650255771558,1.684031681143971,296558,1255,27,33,-0.02714417092952597,-0.009301927094050779,-0.004809463819938897,next_bar_close,False,False,0
15m__r1__z0__long_short__stop0.01,15m,1,0.0,long_short,0.01,0.0,-1.6437704544063487,-1.6437704544063485,2.225617728581076,654855,1255,25,35,-0.027396174240105816,-0.013714038162975582,0.024086204082377143,next_bar_close,False,True,0
15m__r1__z0.5__long_short__stop0.005,15m,1,0.5,long_short,0.005,0.0,-1.6667185229522647,-1.666718522952265,2.318258508020964,259680,1255,23,37,-0.02777864204920442,-0.019698974506763355,0.014777504822499586,next_bar_close,False,True,0
15m__r1__z0.5__long__stop0.005,15m,1,0.5,long,0.005,0.0,-1.6869532969316383,-1.6869532969316388,2.290451298869788,129504,1255,24,36,-0.02811588828219398,-0.01671787658364688,0.01661646630437699,next_bar_close,False,False,0
15m__r6__z0.5__long_short__stop0.02,15m,6,0.5,long_short,0.02,0.0,-1.7224657471781115,-1.7224657471781113,1.8582143756981242,203711,1255,27,33,-0.028707762452968525,-0.010135495569130924,0.0042252009933026686,next_bar_close,False,True,0
15m__r3__z0.5__long_short__stop0.02,15m,3,0.5,long_short,0.02,0.0,-1.734434411270322,-1.7344344112703225,1.8223321972975755,237448,1255,28,32,-0.0289072401878387,-0.0028908535283171787,-0.007022163928684058,next_bar_close,False,True,0
15m__r6__z0.5__long__stop0.02,15m,6,0.5,long,0.02,0.0,-1.7527856206333317,-1.7527856206333312,1.8473368785573279,101069,1255,25,35,-0.029213093677222194,-0.016540551559174974,0.0006127077277141634,next_bar_close,False,False,0
15m__r6__z1__long_short__stop0.01,15m,6,1.0,long_short,0.01,0.0,-1.7725533850822173,-1.7725533850822168,2.0452259694626624,109738,1255,23,37,-0.029542556418036946,-0.01798601991023788,-0.008125653186757448,next_bar_close,False,True,0
15m__r1__z1__long_short__stop0.005,15m,1,1.0,long_short,0.005,0.0,-1.8703891579790244,-1.870389157979024,2.602615298482262,138862,1255,24,36,-0.031173152632983737,-0.021376526561783703,0.019061743281928775,next_bar_close,False,True,0
15m__r1__z1__long__stop0.005,15m,1,1.0,long,0.005,0.0,-1.8776220573343272,-1.8776220573343276,2.6796812581629355,69604,1255,25,35,-0.03129370095557213,-0.027929667820745442,0.028429385741099048,next_bar_close,False,False,0
15m__r6__z1__long__stop0.01,15m,6,1.0,long,0.01,0.0,-1.8871410633585077,-1.8871410633585082,2.0462194416468487,55105,1255,23,37,-0.03145235105597514,-0.029460923015882802,-0.006487118550331662,next_bar_close,False,False,0
15m__r3__z0.5__long__stop0.02,15m,3,0.5,long,0.02,0.0,-1.9311980655141994,-1.9311980655142,2.038208170108437,118066,1255,27,33,-0.03218663442523666,-0.009982485700887913,-0.003805463271551516,next_bar_close,False,False,0
15m__r1__z0.5__long__stop0.01,15m,1,0.5,long,0.01,0.0,-1.9972187663238756,-1.997218766323876,2.528337733811895,129504,1255,25,35,-0.03328697943873127,-0.017945085814177482,0.029596507970479875,next_bar_close,False,False,0
15m__r6__z1__long_short__stop0.02,15m,6,1.0,long_short,0.02,0.0,-2.0028203733754695,-2.00282037337547,2.126661580148207,109738,1255,26,34,-0.03338033955625783,-0.011284542538356219,0.0008310381799671446,next_bar_close,False,True,0
15m__r3__z1__long_short__stop0.02,15m,3,1.0,long_short,0.02,0.0,-2.027585471532086,-2.0275854715320856,2.0138112216343487,127559,1255,30,30,-0.033793091192201426,-0.004795874536478797,-0.013277210214130324,next_bar_close,False,True,0
15m__r1__z0.5__long_short__stop0.01,15m,1,0.5,long_short,0.01,0.0,-2.04672476999681,-2.04672476999681,2.642929006574716,259680,1255,23,37,-0.03411207949994683,-0.012841876531478592,0.02830543758888941,next_bar_close,False,True,0
15m__r1__z1__long__stop0.01,15m,1,1.0,long,0.01,0.0,-2.0712671093973496,-2.0712671093973496,2.6860226212657574,69604,1255,27,33,-0.034521118489955836,-0.02025827925136751,0.04376357116685134,next_bar_close,False,False,0
15m__r6__z1__long__stop0.02,15m,6,1.0,long,0.02,0.0,-2.141352224804395,-2.141352224804395,2.2120009054080985,55105,1255,27,33,-0.035689203746739916,-0.01756714120291525,0.0016766189967025117,next_bar_close,False,False,0
15m__r3__z1__long__stop0.02,15m,3,1.0,long,0.02,0.0,-2.1983229510613604,-2.1983229510613604,2.214278570560741,64113,1255,29,31,-0.03663871585102268,-0.005498774185153445,-0.011520830552812293,next_bar_close,False,False,0
15m__r1__z1__long_short__stop0.01,15m,1,1.0,long_short,0.01,0.0,-2.2304750599425844,-2.2304750599425835,2.815785168365151,138862,1255,28,32,-0.037174584332376394,-0.011683187677322267,0.037884065454395904,next_bar_close,False,True,0
15m__r1__z0__long_short__stop0.02,15m,1,0.0,long_short,0.02,0.0,-2.35585447452684,-2.35585447452684,2.5780796948291935,654855,1255,21,39,-0.039264241242114,-0.024267034578877363,0.02409773922672088,next_bar_close,False,True,0
15m__r1__z0__long__stop0.02,15m,1,0.0,long,0.02,0.0,-2.3725968119086445,-2.372596811908644,2.633435365455343,324995,1255,22,38,-0.03954328019847741,-0.016833524496016845,0.030699286514444205,next_bar_close,False,False,0
15m__r1__z0.5__long__stop0.02,15m,1,0.5,long,0.02,0.0,-3.007034104806286,-3.0070341048062854,3.172483910190858,129504,1255,21,39,-0.05011723508010476,-0.026940924680704706,0.03218325177398255,next_bar_close,False,False,0
15m__r1__z0.5__long_short__stop0.02,15m,1,0.5,long_short,0.02,0.0,-3.009157160334839,-3.0091571603348393,3.1197830243968157,259680,1255,20,40,-0.05015261933891399,-0.024035894820334427,0.02714128571405335,next_bar_close,False,True,0
15m__r1__z1__long__stop0.02,15m,1,1.0,long,0.02,0.0,-3.271408416797399,-3.271408416797399,3.4557983158453047,69604,1255,23,37,-0.05452347361328998,-0.033348291845286704,0.050077086737906756,next_bar_close,False,False,0
15m__r1__z1__long_short__stop0.02,15m,1,1.0,long_short,0.02,0.0,-3.3935631310196035,-3.393563131019603,3.3973176774206646,138862,1255,20,40,-0.05655938551699339,-0.03418424986585332,0.03708966579474165,next_bar_close,False,True,0
15m__r6__z0__long_short__stop0.005,15m,6,0.0,long_short,0.005,1.0,-5.722861414740908,-0.9780128698022488,5.741220999730747,516806,1255,8,52,-0.09538102357901514,-0.08543751983477388,-0.0850636688549628,next_bar_close,False,True,0
15m__r6__z0__long__stop0.005,15m,6,0.0,long,0.005,1.0,-5.794360101334558,-1.049440735899331,5.784009617238104,255305,1255,8,52,-0.09657266835557596,-0.09229420225396381,-0.0883334362889719,next_bar_close,False,False,0
15m__r6__z0.5__long_short__stop0.005,15m,6,0.5,long_short,0.005,1.0,-5.9636308480237545,-1.218791552408476,5.931370118235574,203711,1255,9,51,-0.09939384746706258,-0.08262920816417493,-0.08754937103465614,next_bar_close,False,True,0
15m__r6__z0__long_short__stop0.01,15m,6,0.0,long_short,0.01,1.0,-5.973697313641276,-1.228848768702616,5.994360028590031,516806,1255,5,55,-0.09956162189402128,-0.08974945648312764,-0.08029195877070928,next_bar_close,False,True,0
15m__r6__z0__long__stop0.01,15m,6,0.0,long,0.01,1.0,-6.020835952548646,-1.2759165871134186,6.02765778184608,255305,1255,6,54,-0.10034726587581076,-0.0960649150087989,-0.08244068013270124,next_bar_close,False,False,0
15m__r6__z0.5__long__stop0.005,15m,6,0.5,long,0.005,1.0,-6.083645463985078,-1.3387117182920276,6.048948623101626,101069,1255,9,51,-0.10139409106641796,-0.09889139794425675,-0.09174167886806427,next_bar_close,False,False,0
15m__r6__z0__long_short__stop0.02,15m,6,0.0,long_short,0.02,1.0,-6.1374172232347455,-1.3925686782960858,6.154854624179265,516806,1255,4,56,-0.10229028705391242,-0.08633102904147616,-0.07443161865887295,next_bar_close,False,True,0
15m__r6__z1__long_short__stop0.005,15m,6,1.0,long_short,0.005,1.0,-6.157926115504129,-1.4130756539641318,6.175047473453478,109738,1255,10,50,-0.10263210192506882,-0.10491017337614206,-0.09489362547349468,next_bar_close,False,True,0
15m__r6__z0__long__stop0.02,15m,6,0.0,long,0.02,1.0,-6.263796166601447,-1.51887680116622,6.262614852259284,255305,1255,5,55,-0.10439660277669079,-0.09371968256570631,-0.07787628483783156,next_bar_close,False,False,0
15m__r6__z0.5__long__stop0.01,15m,6,0.5,long,0.01,1.0,-6.267094840747012,-1.5221610950539612,6.263440650255556,101069,1255,8,52,-0.10445158067911686,-0.09961239811481826,-0.08439995507178903,next_bar_close,False,False,0
15m__r6__z0.5__long_short__stop0.01,15m,6,0.5,long_short,0.01,1.0,-6.272282551767594,-1.5274432561523146,6.281002292674293,203711,1255,8,52,-0.10453804252945989,-0.09445091280176486,-0.08213272187103855,next_bar_close,False,True,0
15m__r3__z0__long_short__stop0.005,15m,3,0.0,long_short,0.005,1.0,-6.337742593486497,-0.839844069743276,6.175661070064489,599635,1255,8,52,-0.10562904322477494,-0.09087183286152327,-0.08845232044348113,next_bar_close,False,True,0
15m__r3__z0__long_short__stop0.01,15m,3,0.0,long_short,0.01,1.0,-6.346376432013018,-0.8484779082697961,6.243898406345776,599635,1255,4,56,-0.1057729405335503,-0.0881565977287331,-0.09698851859422018,next_bar_close,False,True,0
