campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,-1.0,2.500913949957109,2.44069233939795,-0.06022161055915945,888,2018,1660,851,809,0.9626687386733199,1.0000000000000002,602.2161055915946,56,41,0.43562826188049236,0.04253839832652824,TSLA,0.5393175137029653,1.9615964362541438,1,0,0.030131493372977217,0.011338866573277092,47,33,3,0.5162802917609799,2020-02-18,2020-03-18,37.0,0.0035266904245335228,12,0.06818582939098254,0.039506087033837345,8,4,0,15,0.0521491769867924,0.022695365692196504,9,6,0,18,0.06239737085006358,0.039506087033837345,12,6,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,0.0,2.44069233939795,2.44069233939795,0.0,888,2018,1660,850,810,0.9626687386733199,1.0000000000000002,602.2161055915946,54,43,0.4374228891237299,0.04259254879433069,TSLA,0.5357683643235407,1.9049239750744094,1,0,0.0294059317999753,0.010538866573277104,47,33,3,0.5182650016598974,2020-02-18,2020-03-18,41.0,0.003645903844879071,12,0.06742921254106694,0.038708530350531054,8,4,0,15,0.05138718195551026,0.021761679961383215,9,6,0,18,0.06163093808350103,0.038708530350531054,12,6,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,1.0,2.3804707288387905,2.44069233939795,0.06022161055915945,888,2018,1660,850,810,0.9626687386733199,1.0000000000000002,602.2161055915946,54,43,0.4392457192288183,0.042646550600772826,TSLA,0.532219214944116,1.8482515138946747,1,0,0.02868037022697338,0.009738866573277122,47,33,3,0.5202610651378133,2020-02-18,2020-03-18,41.0,0.0037693346722271668,12,0.06667259569115136,0.037910973667224776,8,4,0,15,0.050625186924228106,0.020827994230569948,9,6,0,18,0.06086450531693847,0.037910973667224776,12,6,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,2.0,2.320249118279631,2.44069233939795,0.1204432211183189,888,2018,1660,848,812,0.9626687386733199,1.0000000000000002,602.2161055915946,53,44,0.44106898457154026,0.04270019415408343,TSLA,0.528670065564692,1.7915790527149391,1,0,0.02795480865397146,0.0089388665732771,47,33,3,0.5222685798967986,2020-02-18,2020-03-18,41.0,0.003897210734998886,12,0.06591597884123578,0.0371134169839185,8,4,0,15,0.04986319189294595,0.019894308499756666,9,6,0,18,0.06009807255037593,0.0371134169839185,12,6,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,5.0,2.139584286602153,2.44069233939795,0.3011080527957973,888,2018,1660,845,815,0.9626687386733199,1.0000000000000002,602.2161055915946,53,44,0.44675683265975136,0.04285958629040356,TSLA,0.5180226174264183,1.6215616691757346,1,0,0.025778123934965695,0.0065388665732771,45,35,3,0.5283608258421498,2020-02-18,2020-03-18,41.0,0.0043100488269449296,12,0.06364612829148898,0.03472074693399965,8,4,0,15,0.0475772067990995,0.017093251307316842,9,6,0,18,0.05779877425068827,0.03472074693399965,11,7,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend0,qqq,1,10.0,1.8384762338063552,2.44069233939795,0.6022161055915946,888,2018,1660,841,819,0.9626687386733199,1.0000000000000002,602.2161055915946,52,45,0.4568839610301179,0.04312341266281839,TSLA,0.5002768705292951,1.33819936327706,1,0,0.022150316069956086,0.003122662929055539,44,36,3,0.5387530469610559,2020-02-18,2020-03-18,42.0,0.005113913827751372,12,0.05986304404191103,0.030732963517468223,8,4,0,15,0.043767231642688725,0.012424822653250435,9,6,0,18,0.05396661041787549,0.030732963517468223,11,7,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend1,qqq,1,-1.0,2.0694678612527815,2.0001917675836447,-0.06927609366913742,982,2507,1480,795,694,0.8582603860051065,1.0000000000000002,692.7609366913741,54,39,0.3004419555050335,0.04597694743885663,MRNA,0.21485367958144672,1.8546141816713348,1,0,0.02493334772593713,0.004638009207940648,44,29,10,0.2306858643628767,2021-01-25,2022-07-12,356.0,0.0,12,0.06672792900263057,0.04815988200509901,9,3,0,15,0.02500630364126361,0.03926839791483236,9,6,0,18,0.02700087506349748,0.02722207118755675,11,7,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend1,qqq,1,0.0,2.0001917675836447,2.0001917675836447,0.0,982,2507,1480,780,699,0.8582603860051065,1.0000000000000002,692.7609366913741,54,39,0.30127826154508686,0.04606091830598572,MRNA,0.21296643131262502,1.7872253362710198,1,0,0.02409869599498367,0.003600918945188516,43,30,10,0.23906659937745536,2021-01-25,2022-07-12,358.0,0.0,12,0.0658285509711631,0.04739880191867521,9,3,0,15,0.02409196677942754,0.03814084783796059,9,6,0,18,0.026080151073265927,0.026197407210103156,11,7,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend1,qqq,1,1.0,1.930915673914507,2.0001917675836447,0.06927609366913742,982,2507,1480,780,709,0.8582603860051065,1.0000000000000002,692.7609366913741,54,39,0.3021403241167452,0.04614092403398614,MRNA,0.21107918304380335,1.7198364908707036,1,0,0.023264044264030205,0.0025638286824363928,42,31,10,0.24811252180909873,2021-01-25,2022-11-04,299.0,0.0,12,0.06492917293969562,0.0466377218322514,9,3,0,15,0.02317762991759147,0.037013297761088804,9,6,0,18,0.025159427083034362,0.025172743232649557,11,7,0,open_to_next_open
CAM-0617,RUN-0024,qqq__alpha_M20_E5__daily__top3__trend1,qqq,1,2.0,1.8616395802453698,2.0001917675836447,0.13855218733827485,982,2507,1480,780,709,0.8582603860051065,1.0000000000000002,692.7609366913741,54,39,0.3030293517029036,0.04622132750683364,MRNA,0.2091919347749817,1.652447645470388,1,0,0.02242939253307674,0.0015267384196842593,42,31,10,0.2577527399090865,2021-01-25,2022-11-04,305.0,0.0,12,0.06402979490822813,0.045876641745827604,9,3,0,15,0.0222632930557554,0.03588574768421703,9,6,0,18,0.024238703092802807,0.024148079255195964,11,7,0,open_to_next_open
