date,signal_ts,entry_ts,exit_ts,green_bp,rvol,entry,exit,target_hit,net_return
2025-05-16,2025-05-16 14:45:00+00:00,2025-05-16 14:46:00+00:00,2025-05-16 14:46:00+00:00,44.93813273340752,2.030245083520484,17.86882995,17.872403715989996,True,0.00019999999999997797
2025-05-16,2025-05-16 17:16:00+00:00,2025-05-16 17:17:00+00:00,2025-05-16 17:21:00+00:00,21.88699945145256,2.9678161340313114,18.2741325,18.2058925,False,-0.003734240188966509
2025-05-16,2025-05-16 19:06:00+00:00,2025-05-16 19:07:00+00:00,2025-05-16 19:07:00+00:00,21.557707697081874,2.4253979082492996,18.414202500000002,18.4178853405,True,0.00019999999999997797
2025-05-19,2025-05-19 14:06:00+00:00,2025-05-19 14:07:00+00:00,2025-05-19 14:07:00+00:00,64.6976090014073,2.0049820531227565,17.888939999999998,17.892517788,True,0.00019999999999997797
2025-05-19,2025-05-19 14:16:00+00:00,2025-05-19 14:17:00+00:00,2025-05-19 14:17:00+00:00,41.427376637859226,2.0503931811421774,18.018404699999998,18.022008380939997,True,0.00019999999999997797
2025-05-20,2025-05-20 15:56:00+00:00,2025-05-20 15:57:00+00:00,2025-05-20 16:01:00+00:00,28.105519361891762,2.0513425951348085,17.85442275,17.821085,False,-0.001867198422866978
2025-05-20,2025-05-20 18:30:00+00:00,2025-05-20 18:31:00+00:00,2025-05-20 18:32:00+00:00,22.831050228309113,3.044894903396687,17.5637775,17.5672902555,True,0.00019999999999997797
2025-05-21,2025-05-21 15:08:00+00:00,2025-05-21 15:09:00+00:00,2025-05-21 15:09:00+00:00,38.53564547206201,3.1080178023599103,18.249119999999998,18.252769823999998,True,0.00019999999999997797
2025-05-21,2025-05-21 15:14:00+00:00,2025-05-21 15:15:00+00:00,2025-05-21 15:15:00+00:00,22.508337942706014,2.299340388410321,18.30915,18.312811829999998,True,0.00019999999999997797
2025-05-21,2025-05-21 15:54:00+00:00,2025-05-21 15:55:00+00:00,2025-05-21 15:55:00+00:00,21.645021645020357,4.720614432876356,18.52915995,18.53286578199,True,0.00019999999999997797
2025-05-21,2025-05-21 17:19:00+00:00,2025-05-21 17:20:00+00:00,2025-05-21 17:24:00+00:00,26.323158779053557,3.3835105305791817,17.91885495,17.51124,False,-0.02274782351536364
2025-05-21,2025-05-21 17:31:00+00:00,2025-05-21 17:32:00+00:00,2025-05-21 17:32:00+00:00,116.27906976744207,7.066562233764806,17.398695,17.402174739,True,0.00019999999999997797
2025-05-21,2025-05-21 17:33:00+00:00,2025-05-21 17:34:00+00:00,2025-05-21 17:34:00+00:00,37.16409376786744,2.980798527949223,17.568679949999996,17.572193685989998,True,0.00019999999999997797
