variant,green_bp,rvol,target_bp,hold,cost_bp,trades,trades_per_session,net_return,mean_trade_bp,target_fill_proxy_rate,forced_exit_rate,green_trade_fraction,positive_months,max_drawdown
g0_rv1.5_t2_h1_c2,0,1.5,2,1,2,1503,23.857142857142858,-0.4525644784310203,-3.0110743741252186,0.7731204258150366,0.2268795741849634,0.7731204258150366,0,0.4525644784310203
g20_rv0_t2_h3_c2,20,0.0,2,3,2,2021,32.07936507936508,-0.45855852351385196,-2.268968448856269,0.8975754576942108,0.1024245423057892,0.8975754576942108,0,0.4583853103470263
g0_rv1_t15_h10_c2,0,1.0,15,10,2,1846,29.3015873015873,-0.47075069799304725,-2.5501121234726285,0.7275189599133262,0.2724810400866739,0.7416034669555797,0,0.49262249751638776
g20_rv0_t15_h3_c2,20,0.0,15,3,2,1842,29.238095238095237,-0.47694177118383385,-2.5892604298796624,0.5884907709011944,0.41150922909880566,0.6297502714440825,0,0.4707287439337001
g20_rv0_t2_h1_c2,20,0.0,2,1,2,2077,32.96825396825397,-0.4773377408301035,-2.298207707415038,0.824265767934521,0.17573423206547906,0.824265767934521,0,0.4775121406443481
g5_rv1.5_t10_h3_c2,5,1.5,10,3,2,1126,17.873015873015873,-0.47840702852479344,-4.248730271090528,0.6367673179396093,0.3632326820603908,0.6598579040852576,0,0.4797520791042858
g0_rv1.5_t5_h10_c2,0,1.5,5,10,2,1265,20.07936507936508,-0.4786924973257273,-3.7841304136421128,0.8648221343873518,0.13517786561264822,0.8648221343873518,0,0.4839269444905331
g0_rv1.5_t15_h1_c2,0,1.5,15,1,2,1503,23.857142857142858,-0.4817928692576374,-3.205541378959664,0.3153692614770459,0.6846307385229541,0.4491017964071856,0,0.4823017073570524
g0_rv1.5_t10_h10_c2,0,1.5,10,10,2,1142,18.126984126984127,-0.48198410767121214,-4.220526336875762,0.7793345008756567,0.22066549912434325,0.7845884413309983,0,0.4894014220417782
g20_rv0_t5_h1_c2,20,0.0,5,1,2,2077,32.96825396825397,-0.49010560358986377,-2.3596803254206247,0.7038998555609052,0.2961001444390948,0.7120847376023111,0,0.4978380431029575
g0_rv1.5_t5_h1_c2,0,1.5,5,1,2,1503,23.857142857142858,-0.4921705287966922,-3.274587683278059,0.6287425149700598,0.3712574850299401,0.6380572188955422,0,0.4921705287966922
g0_rv1.5_t10_h1_c2,0,1.5,10,1,2,1503,23.857142857142858,-0.4960846190950986,-3.300629534897529,0.4417831004657352,0.5582168995342648,0.5096473719228211,0,0.4960846190950986
g10_rv1_t2_h3_c2,10,1.0,2,3,2,1863,29.571428571428573,-0.5019751118276983,-2.6944450447004735,0.8835212023617821,0.11647879763821793,0.8835212023617821,0,0.5019751118276983
g10_rv1_t2_h1_c2,10,1.0,2,1,2,1949,30.936507936507937,-0.5086952671685321,-2.610032155815968,0.7968188814776809,0.20318111852231913,0.7968188814776809,0,0.5086952671685321
g0_rv1.5_t5_h3_c2,0,1.5,5,3,2,1409,22.365079365079364,-0.5102478578960908,-3.62134746555068,0.7757274662881476,0.22427253371185238,0.7778566359119943,0,0.5124707907045777
g20_rv0_t10_h3_c2,20,0.0,10,3,2,1899,30.142857142857142,-0.5106095948167642,-2.6888340959281942,0.685097419694576,0.3149025803054239,0.7061611374407583,0,0.5109804459865077
g0_rv1.5_t2_h3_c2,0,1.5,2,3,2,1447,22.96825396825397,-0.5112684424698822,-3.5332995333094837,0.8604008293020041,0.13959917069799585,0.8604008293020041,0,0.5112684424698822
g10_rv1_t10_h10_c2,10,1.0,10,10,2,1438,22.825396825396826,-0.5274569797988524,-3.6679901237750516,0.7955493741307371,0.20445062586926285,0.8031988873435327,0,0.5274569797988524
g10_rv1_t2_h10_c2,10,1.0,2,10,2,1752,27.80952380952381,-0.5290943893453908,-3.0199451446654724,0.9286529680365296,0.07134703196347032,0.9286529680365296,0,0.5326462776353617
g10_rv1_t2_h5_c2,10,1.0,2,5,2,1828,29.015873015873016,-0.5351504369305737,-2.9275188015895717,0.9042669584245077,0.09573304157549234,0.9042669584245077,0,0.5364340719376004
g10_rv1_t5_h3_c2,10,1.0,5,3,2,1801,28.58730158730159,-0.5363080399185547,-2.9778347580152955,0.7973348139922265,0.20266518600777345,0.7984453081621321,0,0.5363080399185547
g0_rv1.5_t15_h3_c2,0,1.5,15,3,2,1310,20.793650793650794,-0.5461224672050778,-4.16887379545861,0.5244274809160305,0.47557251908396947,0.5816793893129771,0,0.5521220374208731
g10_rv1_t15_h5_c2,10,1.0,15,5,2,1545,24.523809523809526,-0.5507102200439774,-3.564467443650339,0.6414239482200648,0.3585760517799353,0.6679611650485436,0,0.5507102200439774
g5_rv1_t15_h10_c2,5,1.0,15,10,2,1624,25.77777777777778,-0.5544953016651746,-3.4143799363619123,0.7185960591133005,0.2814039408866995,0.7346059113300493,0,0.5555547813982948
g10_rv1_t5_h5_c2,10,1.0,5,5,2,1733,27.50793650793651,-0.5735079628098247,-3.3093361962482675,0.8303519907674553,0.16964800923254472,0.8315060588574726,0,0.5735079628098247
g5_rv1_t2_h10_c2,5,1.0,2,10,2,2188,34.73015873015873,-0.5747029437653077,-2.626613088506891,0.926416819012797,0.07358318098720293,0.926416819012797,0,0.5747029437653077
g10_rv1_t5_h10_c2,10,1.0,5,10,2,1614,25.61904761904762,-0.5851237663431329,-3.6253021458682335,0.8736059479553904,0.12639405204460966,0.8736059479553904,0,0.5851237663431329
g5_rv1_t5_h10_c2,5,1.0,5,10,2,2002,31.77777777777778,-0.5899160952791216,-2.9466338425530547,0.8726273726273727,0.12737262737262736,0.8731268731268731,0,0.5899160952791216
g10_rv1_t10_h5_c2,10,1.0,10,5,2,1615,25.634920634920636,-0.5902028208177337,-3.654506630450363,0.7213622291021672,0.2786377708978328,0.730030959752322,0,0.5902028208177337
g10_rv1_t15_h3_c2,10,1.0,15,3,2,1678,26.634920634920636,-0.593458872128139,-3.5367036479626877,0.5500595947556615,0.4499404052443385,0.601907032181168,0,0.593458872128139
g0_rv1_t10_h10_c2,0,1.0,10,10,2,2023,32.111111111111114,-0.5938260350411715,-2.9353733813206695,0.7889273356401384,0.21107266435986158,0.7948591201186357,0,0.5984863186567418
g0_rv1.5_t10_h3_c2,0,1.5,10,3,2,1349,21.41269841269841,-0.5950641222712875,-4.411149905643346,0.6241660489251297,0.3758339510748703,0.6486286137879911,0,0.5977806936648541
g10_rv1_t5_h1_c2,10,1.0,5,1,2,1949,30.936507936507937,-0.6085477187094266,-3.122358741454215,0.6567470497691124,0.34325295023088764,0.6654694715238584,0,0.6085477187094266
g5_rv1_t15_h5_c2,5,1.0,15,5,2,1904,30.22222222222222,-0.6107837605884039,-3.2078979022500205,0.6192226890756303,0.3807773109243697,0.6507352941176471,0,0.6107837605884039
g20_rv0_t10_h1_c2,20,0.0,10,1,2,2077,32.96825396825397,-0.614894380505756,-2.960492924919383,0.5002407318247473,0.4997592681752528,0.556090515166105,0,0.616176968420069
g10_rv1_t10_h1_c2,10,1.0,10,1,2,1949,30.936507936507937,-0.6268933479381114,-3.216487162329971,0.4561313494099538,0.5438686505900462,0.5202668034889687,0,0.6268933479381114
g10_rv1_t10_h3_c2,10,1.0,10,3,2,1731,27.476190476190474,-0.6294197072316534,-3.6361623756883503,0.6493356441363374,0.3506643558636626,0.6707105719237435,0,0.6294197072316534
g10_rv1_t15_h1_c2,10,1.0,15,1,2,1949,30.936507936507937,-0.6343278130980937,-3.2546321862395775,0.3268342739866598,0.6731657260133401,0.45407901487942537,0,0.6343278130980937
g0_rv1_t15_h5_c2,0,1.0,15,5,2,2211,35.095238095238095,-0.634507282686821,-2.869775136530172,0.6146540027137042,0.3853459972862958,0.6521935775667119,0,0.6397756693392218
g5_rv1_t10_h10_c2,5,1.0,10,10,2,1767,28.047619047619047,-0.6371157679310488,-3.6056353589759413,0.788907753254103,0.211092246745897,0.7945670628183361,0,0.6371157679310488
g5_rv1_t2_h5_c2,5,1.0,2,5,2,2311,36.682539682539684,-0.6530159505540583,-2.8256856363221905,0.8939852877542189,0.10601471224578105,0.8939852877542189,0,0.6530159505540583
g10_rv0_t15_h10_c2,10,0.0,15,10,2,2612,41.46031746031746,-0.6619984204618918,-2.5344503080470586,0.7239663093415007,0.27603369065849925,0.7388973966309341,0,0.6631740678169138
g20_rv0_t15_h1_c2,20,0.0,15,1,2,2077,32.96825396825397,-0.6655179451568918,-3.2042269867929307,0.3606162734713529,0.6393837265286471,0.48001925854597977,0,0.6652747974944504
g5_rv1_t5_h5_c2,5,1.0,5,5,2,2179,34.58730158730159,-0.6705759007503876,-3.077447915329911,0.8228545204222121,0.17714547957778798,0.8237723726480036,0,0.6705759007503876
g5_rv1_t5_h3_c2,5,1.0,5,3,2,2290,36.34920634920635,-0.6713727123513565,-2.9317585692198977,0.7812227074235808,0.2187772925764192,0.7834061135371179,0,0.6713727123513565
g5_rv1_t2_h3_c2,5,1.0,2,3,2,2386,37.87301587301587,-0.6735441844056591,-2.822901024332184,0.8679798826487846,0.1320201173512154,0.8679798826487846,0,0.6735441844056591
g5_rv1_t15_h3_c2,5,1.0,15,3,2,2092,33.20634920634921,-0.6794615148514122,-3.2479039906855265,0.5291586998087954,0.47084130019120457,0.5860420650095602,0,0.6794615148514122
g5_rv1_t10_h5_c2,5,1.0,10,5,2,2010,31.904761904761905,-0.681291322121076,-3.389509065278985,0.7069651741293532,0.2930348258706468,0.7189054726368159,0,0.681291322121076
g0_rv1_t5_h10_c2,0,1.0,5,10,2,2342,37.17460317460318,-0.699059802254776,-2.984883869576328,0.8689154568744663,0.13108454312553372,0.8697694278394534,0,0.7034804754245843
g5_rv1_t2_h1_c2,5,1.0,2,1,2,2531,40.17460317460318,-0.7124852772132239,-2.8150346788353375,0.7740023706045042,0.22599762939549586,0.7740023706045042,0,0.7124852772132239
g0_rv1_t15_h3_c2,0,1.0,15,3,2,2476,39.301587301587304,-0.7428954374321018,-3.0003854500488765,0.5173667205169629,0.48263327948303714,0.5876413570274637,0,0.7433014427902733
g5_rv1_t10_h3_c2,5,1.0,10,3,2,2177,34.55555555555556,-0.7447664651629679,-3.421067823440367,0.6338998621956822,0.3661001378043179,0.6577859439595773,0,0.7447664651629679
g0_rv1_t10_h5_c2,0,1.0,10,5,2,2366,37.55555555555556,-0.7527494708090727,-3.181527771805041,0.7054099746407438,0.2945900253592561,0.716821639898563,0,0.7527494708090727
g0_rv1_t2_h10_c2,0,1.0,2,10,2,2607,41.38095238095238,-0.7553976142949846,-2.897574278078192,0.9228998849252014,0.07710011507479862,0.9228998849252014,0,0.7553976142949846
g5_rv0_t15_h10_c2,5,0.0,15,10,2,3106,49.301587301587304,-0.7857214613327589,-2.529689186518863,0.7163554410817772,0.2836445589182228,0.7324533161622666,0,0.7825397155939073
g10_rv0_t10_h10_c2,10,0.0,10,10,2,2865,45.476190476190474,-0.8038468494088252,-2.80574816547583,0.7965095986038394,0.20349040139616056,0.800349040139616,0,0.804949000721633
g0_rv1_t5_h5_c2,0,1.0,5,5,2,2605,41.34920634920635,-0.8081824888784209,-3.1024279803394275,0.8161228406909788,0.18387715930902113,0.8168905950095969,0,0.8086446385557992
g5_rv1_t5_h1_c2,5,1.0,5,1,2,2531,40.17460317460318,-0.8127172953286805,-3.211052134842673,0.6329514026076649,0.36704859739233503,0.6420387198735678,0,0.8127172953286805
g0_rv1_t5_h3_c2,0,1.0,5,3,2,2763,43.857142857142854,-0.8180791156941825,-2.960836466500841,0.7734346724574738,0.22656532754252623,0.7763300760043431,0,0.8182176355461828
g0_rv1_t2_h5_c2,0,1.0,2,5,2,2794,44.34920634920635,-0.8261686936454163,-2.9569387746793714,0.8890479599141017,0.11095204008589836,0.8890479599141017,0,0.8261686936454163
g5_rv1_t10_h1_c2,5,1.0,10,1,2,2531,40.17460317460318,-0.8385521072871394,-3.313125670830262,0.43342552350849467,0.5665744764915054,0.50138285262742,0,0.8385521072871394
g10_rv0_t15_h5_c2,10,0.0,15,5,2,3149,49.98412698412698,-0.8399105179789289,-2.6672293362303234,0.6173388377262623,0.3826611622737377,0.6567164179104478,0,0.8402676676607317
g0_rv1_t10_h3_c2,0,1.0,10,3,2,2594,41.17460317460318,-0.850820172327491,-3.279954403729726,0.6272166538164996,0.3727833461835004,0.6549730146491904,0,0.850820172327491
g5_rv1_t15_h1_c2,5,1.0,15,1,2,2531,40.17460317460318,-0.8546722950673347,-3.376816653762681,0.2983010667720269,0.7016989332279732,0.4401422362702489,0,0.8546722950673347
g0_rv1_t2_h3_c2,0,1.0,2,3,2,2904,46.095238095238095,-0.8592355986904356,-2.9588002709725743,0.8639807162534435,0.13601928374655647,0.8639807162534435,0,0.8592355986904356
g10_rv0_t5_h10_c2,10,0.0,5,10,2,3377,53.6031746031746,-0.9160453922548523,-2.712601102324111,0.8803671898134439,0.11963281018655611,0.8803671898134439,0,0.91897767499783
g0_rv0_t15_h10_c2,0,0.0,15,10,2,3440,54.6031746031746,-0.9227178511980206,-2.682319334877967,0.7107558139534884,0.28924418604651164,0.7273255813953489,0,0.9198910167766984
g10_rv0_t2_h10_c2,10,0.0,2,10,2,3761,59.698412698412696,-0.9333323461443684,-2.4816068762147525,0.9321988832757245,0.06780111672427545,0.9321988832757245,0,0.9330535316883931
g10_rv0_t5_h3_c2,10,0.0,5,3,2,4023,63.857142857142854,-0.9495751623179083,-2.3603658024307936,0.7949291573452647,0.20507084265473527,0.7966691523738504,0,0.9505581761384267
g0_rv1_t2_h1_c2,0,1.0,2,1,2,3135,49.76190476190476,-0.9496998830199671,-3.0293457193619364,0.7598086124401914,0.24019138755980862,0.7598086124401914,0,0.9496998830199671
g10_rv0_t5_h5_c2,10,0.0,5,5,2,3761,59.698412698412696,-0.950523895548518,-2.5273169251489445,0.8364796596649827,0.16352034033501728,0.837809093326243,0,0.9512704807006815
g5_rv0_t10_h10_c2,5,0.0,10,10,2,3486,55.333333333333336,-1.0176091620745942,-2.919131273880075,0.7857142857142857,0.21428571428571427,0.7908777969018933,0,1.0178587288533227
g10_rv0_t10_h5_c2,10,0.0,10,5,2,3376,53.58730158730159,-1.0549279308766217,-3.124786525108477,0.7129739336492891,0.2870260663507109,0.7271919431279621,0,1.0546472303826095
g10_rv0_t2_h5_c2,10,0.0,2,5,2,4024,63.87301587301587,-1.0763943825765396,-2.674936338410884,0.9050695825049702,0.09493041749502983,0.9050695825049702,0,1.077920290865626
g0_rv1_t5_h1_c2,0,1.0,5,1,2,3135,49.76190476190476,-1.0849431126804325,-3.460743581117807,0.6121212121212121,0.3878787878787879,0.6216905901116427,0,1.0849431126804325
g10_rv0_t2_h3_c2,10,0.0,2,3,2,4202,66.6984126984127,-1.0935361925494913,-2.6024183544728494,0.8755354593050928,0.12446454069490719,0.8755354593050928,0,1.0949786455753432
g0_rv1_t10_h1_c2,0,1.0,10,1,2,3135,49.76190476190476,-1.1280245912638285,-3.5981645654348595,0.41180223285486445,0.5881977671451356,0.48229665071770333,0,1.1280245912638287
g10_rv0_t2_h1_c2,10,0.0,2,1,2,4489,71.25396825396825,-1.1299799915046982,-2.517219851870568,0.7812430385386501,0.21875696146134996,0.7812430385386501,0,1.1314498368454804
g0_rv1_t15_h1_c2,0,1.0,15,1,2,3135,49.76190476190476,-1.1339434810162254,-3.617044596542984,0.2787878787878788,0.7212121212121212,0.42711323763955344,0,1.1339434810162252
g10_rv0_t15_h3_c2,10,0.0,15,3,2,3597,57.095238095238095,-1.14511055321955,-3.1835155774799833,0.5198776758409785,0.4801223241590214,0.5793716986377537,0,1.1442791955758693
g10_rv0_t5_h1_c2,10,0.0,5,1,2,4489,71.25396825396825,-1.1616925225706245,-2.587864830854588,0.6429048785921141,0.35709512140788596,0.6542659835152596,0,1.161182041152359
g10_rv0_t10_h3_c2,10,0.0,10,3,2,3766,59.77777777777778,-1.188307565301741,-3.155357316255287,0.6338289962825279,0.36617100371747213,0.6595857673924589,0,1.1866461260360224
g0_rv0_t10_h10_c2,0,0.0,10,10,2,3947,62.65079365079365,-1.1906672619563499,-3.0166386165602987,0.7785659994932861,0.22143400050671397,0.7846465670129212,0,1.1990912924684185
g5_rv0_t15_h5_c2,5,0.0,15,5,2,3951,62.714285714285715,-1.202790889270736,-3.0442695248563303,0.5947861300936472,0.40521386990635283,0.6380663123259934,0,1.2010518391346705
g5_rv0_t5_h10_c2,5,0.0,5,10,2,4256,67.55555555555556,-1.2151019163831456,-2.855032698268669,0.8717105263157895,0.12828947368421054,0.8719454887218046,0,1.2100355859489444
g0_rv0_t5_h10_c2,0,0.0,5,10,2,4949,78.55555555555556,-1.226445595497648,-2.478168509795207,0.8708830066680138,0.12911699333198626,0.8718933117801576,0,1.227430963654819
g0_rv0_t15_h5_c2,0,0.0,15,5,2,4534,71.96825396825396,-1.3071558328101336,-2.883008012373475,0.5921923246581385,0.40780767534186146,0.6347595941773269,0,1.3104505428200277
g5_rv0_t2_h10_c2,5,0.0,2,10,2,4833,76.71428571428571,-1.3168260617785696,-2.7246556213088553,0.9224084419615146,0.07759155803848541,0.9224084419615146,0,1.3185871344997193
g5_rv0_t5_h5_c2,5,0.0,5,5,2,4911,77.95238095238095,-1.3354925775945024,-2.719390302574837,0.8220321726735899,0.1779678273264101,0.8230502952555487,0,1.3341177199382006
g5_rv0_t5_h3_c2,5,0.0,5,3,2,5360,85.07936507936508,-1.3696087006831452,-2.555240113214823,0.7759328358208956,0.22406716417910447,0.7779850746268657,0,1.3686377853089724
g5_rv0_t10_h5_c2,5,0.0,10,5,2,4292,68.12698412698413,-1.4232952412683366,-3.316158530448128,0.6905871388630009,0.30941286113699906,0.7085274930102516,0,1.426667065036791
g0_rv0_t5_h5_c2,0,0.0,5,5,2,5926,94.06349206349206,-1.432585091626437,-2.4174571239055638,0.8211272359095512,0.17887276409044886,0.8223084711441107,0,1.4361434862454074
g10_rv0_t10_h1_c2,10,0.0,10,1,2,4489,71.25396825396825,-1.4512873450939412,-3.2329858433814684,0.4239251503675652,0.5760748496324348,0.4976609489864112,0,1.4535556215292749
g5_rv0_t2_h5_c2,5,0.0,2,5,2,5327,84.55555555555556,-1.4980381168669457,-2.812160910206393,0.8905575370752769,0.10944246292472311,0.8905575370752769,0,1.510920862099717
g0_rv0_t10_h5_c2,0,0.0,10,5,2,5030,79.84126984126983,-1.5019778271388633,-2.9860394177711003,0.6962226640159046,0.30377733598409545,0.7121272365805169,0,1.5104933936852276
g10_rv0_t15_h1_c2,10,0.0,15,1,2,4489,71.25396825396825,-1.5098014144555703,-3.363335741714347,0.2909333927378035,0.7090666072621965,0.43974159055468925,0,1.5084603483388623
g5_rv0_t15_h3_c2,5,0.0,15,3,2,4662,74.0,-1.5418015011919812,-3.307167527224327,0.49635349635349635,0.5036465036465037,0.5656370656370656,0,1.5368429737534572
g0_rv0_t2_h10_c2,0,0.0,2,10,2,5778,91.71428571428571,-1.5592431754879008,-2.6985863196398423,0.9207338179300796,0.0792661820699204,0.9207338179300796,0,1.5854308352865716
g5_rv0_t10_h3_c2,5,0.0,10,3,2,4917,78.04761904761905,-1.5801966422477536,-3.2137413915960007,0.6111450071181614,0.3888549928818385,0.6418547895057962,0,1.5846092867616905
g0_rv0_t15_h3_c2,0,0.0,15,3,2,5519,87.60317460317461,-1.5885287530306547,-2.8782909096406133,0.4886754846892553,0.5113245153107447,0.5649574198224316,0,1.6026774066520912
g5_rv0_t2_h3_c2,5,0.0,2,3,2,5661,89.85714285714286,-1.604561822072638,-2.834414100110649,0.855679208620385,0.1443207913796149,0.855679208620385,0,1.6232423749397675
g0_rv0_t5_h3_c2,0,0.0,5,3,2,6570,104.28571428571429,-1.6204563820515192,-2.4664480700936364,0.7668188736681887,0.23318112633181126,0.7691019786910198,0,1.6284477567401159
g0_rv0_t2_h5_c2,0,0.0,2,5,2,6544,103.87301587301587,-1.7028256281628997,-2.602117402449419,0.8902811735941321,0.10971882640586797,0.8902811735941321,0,1.737078382999458
g0_rv0_t10_h3_c2,0,0.0,10,3,2,5881,93.34920634920636,-1.725457922834948,-2.933953278073368,0.6070396191123959,0.39296038088760415,0.6378166978405033,0,1.7443084402022209
g5_rv0_t5_h1_c2,5,0.0,5,1,2,6280,99.68253968253968,-1.7347407291137338,-2.762326001773461,0.6159235668789809,0.38407643312101913,0.6277070063694268,0,1.742192635056462
g5_rv0_t2_h1_c2,5,0.0,2,1,2,6280,99.68253968253968,-1.7500131392605334,-2.7866451262110403,0.7528662420382166,0.24713375796178344,0.7528662420382166,0,1.7667499828124853
g0_rv0_t2_h3_c2,0,0.0,2,3,2,7054,111.96825396825396,-1.9197298603305035,-2.721476978069894,0.8512900481996031,0.14870995180039695,0.8512900481996031,0,1.9639423825337756
g5_rv0_t10_h1_c2,5,0.0,10,1,2,6280,99.68253968253968,-2.1102600883957114,-3.360286764961324,0.39378980891719745,0.6062101910828025,0.47738853503184714,0,2.1276443502682354
g5_rv0_t15_h1_c2,5,0.0,15,1,2,6280,99.68253968253968,-2.198230198931495,-3.500366558808113,0.25971337579617837,0.7402866242038216,0.4253184713375796,0,2.211132083456523
g0_rv0_t5_h1_c2,0,0.0,5,1,2,8085,128.33333333333334,-2.2444172591008202,-2.7760262944969947,0.5983920841063698,0.40160791589363015,0.610760667903525,0,2.2694972332118555
g0_rv0_t2_h1_c2,0,0.0,2,1,2,8085,128.33333333333334,-2.2853018262441185,-2.826594713969225,0.736178107606679,0.263821892393321,0.736178107606679,0,2.3289141255105683
g0_rv0_t10_h1_c2,0,0.0,10,1,2,8085,128.33333333333334,-2.6609149030366455,-3.291174895530792,0.3747680890538033,0.6252319109461967,0.46320346320346323,0,2.711122252893859
g0_rv0_t15_h1_c2,0,0.0,15,1,2,8085,128.33333333333334,-2.776673315952163,-3.4343516585679197,0.24230055658627087,0.7576994434137291,0.4139764996907854,0,2.8285480779051113
g20_rv2_t15_h10_c5,20,2.0,15,10,5,275,4.365079365079365,-0.1211764820659943,-4.40641752967252,0.7854545454545454,0.21454545454545454,0.7890909090909091,1,0.1211764820659943
g20_rv2_t15_h5_c5,20,2.0,15,5,5,289,4.587301587301587,-0.12990597006299254,-4.495016265155451,0.6678200692041523,0.33217993079584773,0.6885813148788927,1,0.13125537463991355
g20_rv2_t10_h5_c5,20,2.0,10,5,5,299,4.746031746031746,-0.14264804577354118,-4.7708376512890025,0.7357859531772575,0.26421404682274247,0.7391304347826086,0,0.14420019609410373
g20_rv2_t10_h10_c5,20,2.0,10,10,5,286,4.5396825396825395,-0.170522344321679,-5.962319731527238,0.8181818181818182,0.18181818181818182,0.8181818181818182,1,0.170522344321679
g20_rv2_t2_h5_c5,20,2.0,2,5,5,308,4.888888888888889,-0.17325087158564156,-5.625028298235115,0.8636363636363636,0.13636363636363635,0.8636363636363636,0,0.17325087158564156
g20_rv2_t15_h3_c5,20,2.0,15,3,5,300,4.761904761904762,-0.17775346918195534,-5.925115639398511,0.5833333333333334,0.4166666666666667,0.6033333333333334,0,0.17824134183563914
g20_rv2_t5_h5_c5,20,2.0,5,5,5,302,4.7936507936507935,-0.18229950741821688,-6.036407530404532,0.804635761589404,0.19536423841059603,0.804635761589404,0,0.18229950741821688
g20_rv2_t2_h10_c5,20,2.0,2,10,5,304,4.825396825396825,-0.1849493553830851,-6.083860374443589,0.9177631578947368,0.08223684210526316,0.9177631578947368,0,0.19018779656701335
g20_rv2_t2_h3_c5,20,2.0,2,3,5,313,4.968253968253968,-0.1882193705165648,-6.013398419059578,0.8370607028753994,0.16293929712460065,0.8370607028753994,0,0.1882193705165648
g20_rv2_t10_h3_c5,20,2.0,10,3,5,309,4.904761904761905,-0.20145674122470136,-6.51963563833985,0.656957928802589,0.343042071197411,0.656957928802589,0,0.20145674122470136
g20_rv2_t5_h10_c5,20,2.0,5,10,5,291,4.619047619047619,-0.20908366707774095,-7.185005741503125,0.8694158075601375,0.13058419243986255,0.8694158075601375,1,0.20908366707774095
g20_rv2_t5_h3_c5,20,2.0,5,3,5,311,4.936507936507937,-0.2179452988067021,-7.007887421437367,0.7491961414790996,0.2508038585209003,0.7491961414790996,0,0.2179452988067021
g20_rv1.5_t15_h10_c5,20,1.5,15,10,5,461,7.317460317460317,-0.22269651697125237,-4.830727049267947,0.7592190889370932,0.24078091106290672,0.7678958785249458,0,0.22398899896196456
g20_rv2_t2_h1_c5,20,2.0,2,1,5,324,5.142857142857143,-0.23690021496879066,-7.311735029900947,0.7067901234567902,0.2932098765432099,0.7067901234567902,0,0.23690021496879066
g20_rv1.5_t15_h5_c5,20,1.5,15,5,5,495,7.857142857142857,-0.2423464267458001,-4.895887409006063,0.6565656565656566,0.3434343434343434,0.6707070707070707,0,0.24431261702141355
g10_rv2_t15_h5_c5,10,2.0,15,5,5,447,7.095238095238095,-0.25782792128403587,-5.767962444833017,0.6331096196868009,0.3668903803131991,0.6465324384787472,0,0.2589395120160119
g20_rv2_t5_h1_c5,20,2.0,5,1,5,324,5.142857142857143,-0.26361064919847166,-8.136131148100976,0.595679012345679,0.404320987654321,0.595679012345679,0,0.26361064919847166
g20_rv2_t10_h1_c5,20,2.0,10,1,5,324,5.142857142857143,-0.2646975389158156,-8.169677127031346,0.4567901234567901,0.5432098765432098,0.4722222222222222,0,0.2646975389158156
g10_rv2_t15_h10_c5,10,2.0,15,10,5,419,6.650793650793651,-0.27603537418642643,-6.587956424497051,0.7303102625298329,0.26968973747016706,0.7326968973747017,0,0.2771196946444598
g20_rv2_t15_h1_c5,20,2.0,15,1,5,324,5.142857142857143,-0.2851098933751194,-8.799688067133314,0.33641975308641975,0.6635802469135802,0.404320987654321,0,0.2851098933751194
g10_rv2_t2_h5_c5,10,2.0,2,5,5,484,7.682539682539683,-0.2884241651198668,-5.959176965286503,0.8450413223140496,0.15495867768595042,0.8450413223140496,0,0.28856645182950086
g10_rv2_t5_h5_c5,10,2.0,5,5,5,476,7.555555555555555,-0.2892040836462476,-6.075716042988395,0.7815126050420168,0.2184873949579832,0.7815126050420168,0,0.28955930399425045
g20_rv1.5_t2_h10_c5,20,1.5,2,10,5,517,8.206349206349206,-0.2914597321623801,-5.637518997338106,0.9052224371373307,0.09477756286266925,0.9052224371373307,0,0.2943384298031955
g10_rv2_t10_h5_c5,10,2.0,10,5,5,465,7.380952380952381,-0.3061803499305247,-6.584523654419885,0.6903225806451613,0.3096774193548387,0.6946236559139785,0,0.30687347645407054
g20_rv1.5_t10_h5_c5,20,1.5,10,5,5,511,8.11111111111111,-0.31843652378517284,-6.231634516343891,0.7123287671232876,0.2876712328767123,0.7142857142857143,0,0.3211519161206898
g10_rv2_t2_h3_c5,10,2.0,2,3,5,495,7.857142857142857,-0.32068390533543945,-6.478462734049281,0.8121212121212121,0.18787878787878787,0.8121212121212121,0,0.320819741387162
g20_rv1.5_t2_h5_c5,20,1.5,2,5,5,534,8.476190476190476,-0.32555116867687917,-6.096463832900359,0.8520599250936329,0.14794007490636704,0.8520599250936329,0,0.3260902964397273
g20_rv1.5_t10_h10_c5,20,1.5,10,10,5,478,7.587301587301587,-0.33071984128855203,-6.918825131559666,0.7887029288702929,0.2112970711297071,0.7907949790794979,0,0.33338629610413517
g10_rv2_t15_h3_c5,10,2.0,15,3,5,469,7.444444444444445,-0.3476412961076649,-7.41239437329776,0.5309168443496801,0.4690831556503198,0.5650319829424307,0,0.3499772784418715
g20_rv1.5_t5_h5_c5,20,1.5,5,5,5,520,8.253968253968255,-0.35096341757982286,-6.74929649191967,0.7923076923076923,0.2076923076923077,0.7923076923076923,0,0.3522588997802622
g5_rv2_t15_h5_c5,5,2.0,15,5,5,550,8.73015873015873,-0.3530658335643734,-6.419378792079517,0.6090909090909091,0.39090909090909093,0.6272727272727273,0,0.35324002901614077
