candidate,net_simple_return,top_symbol,top_symbol_net,top_symbol_positive_share,top5_symbol_positive_share,leave_top1_out_return,leave_top5_out_return,sndk_net,first6_return,last6_return,positive_months,worst_month,trade_session_fraction,preferred_cadence_pass
ma200_top5_native_p5,1.2935852787469044,SNDK,0.42450607801809426,0.30335678800669996,0.8042320974892042,0.8690792007288102,0.16817313364643782,0.42450607801809426,0.3618753368747287,0.9317099418721757,10,-0.10496665148222867,0.3187250996015936,False
ma200_top5_history252_p5,1.1053072314594783,WDC,0.3123530469964883,0.2614419641089347,0.6971219456779434,0.7929541844629899,0.2724334248279723,0.10541768519543604,0.3618753368747287,0.7434318945847496,10,-0.10496665148222867,0.3107569721115538,False
corr09_p3,1.0444793251727225,SNDK,0.22123983252176121,0.18498259662331942,0.5698735315884748,0.8232394926509612,0.36290858831063155,0.22123983252176121,0.37718397155272115,0.6672953536200011,9,-0.05385959353155097,0.6175298804780877,True
ma50_200_top5_p5,1.3088763997819346,SNDK,0.42450607801809426,0.2971059923779275,0.7959554285252386,0.8843703217638403,0.1716125077408166,0.42450607801809426,0.3771664579097589,0.9317099418721757,10,-0.10496665148222867,0.3147410358565737,False
cluster_r10_top3_p1,0.5806088040639777,SNDK,0.16494349343902054,0.12432565453338768,0.32004291250533423,0.4156653106249572,0.15600620504969198,0.16494349343902054,0.4473794691638282,0.1332293349001496,8,-0.12247208228241283,1.0,True
characteristic_r5_top10_p3,0.3192350629571276,NVDA,0.08318302792971881,0.107249257856874,0.3924205058428062,0.2360520350274088,0.014871876208751078,0.0,0.16308497818221535,0.15615008477491224,8,-0.0955160443130182,1.0,True
triple_ma10_50_200_top3,1.4581620775440114,SNDK,0.6336267120435494,0.3782904319533543,0.8824062414035267,0.824535365500462,-0.01984560702826399,0.6336267120435494,0.2943042218783379,1.1638578556656736,10,-0.07690268184777432,0.30677290836653387,False
alpha_turnover_band_20,0.44185157681923404,MU,0.18752431134107006,0.2285301637109757,0.5471092015323419,0.254327265478164,-0.007088180540191058,0.03245038916700014,0.1606711023615292,0.2811804744577048,8,-0.08709686121392171,0.9880478087649402,True
