campaign_id,run_id,variant_id,panel,sma_window,gate,top_k,rank,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,control_net,control_dd,incremental_net
CAM-0610,RUN-0024,etf__ma100__daily__top1__risk_adjusted,etf,100,ma100,1,risk_adjusted,1,2.0,-0.5969115316557556,-0.4739115316557554,0.12300000000000001,308,615,1679,903,765,0.9164847161572053,1.0,615.0,11,9,0.8342435096890537,0.05710327746651774,GLD,0.24783045296463788,-0.8447419846203935,0,0,-0.00678308558699722,0.000421946376986001,45,36,7,0.7815611236271905,2020-02-04,2023-03-10,,0.6398296941972443,12,-0.02303777792350367,0.008442992379582428,8,4,0,15,-0.015197091301270773,0.010582318635268928,11,4,0,18,-0.00988761072931964,0.011820926414062839,13,5,0,open_to_next_open,0.21802302752137706,0.49157857474709427,-0.8149345591771326
CAM-0610,RUN-0024,etf__ma100__daily__top3__momentum,etf,100,ma100,3,momentum,1,2.0,0.7756857128706669,0.8618190462039999,0.08613333333333334,591,1283,1679,943,738,0.9164847161572053,1.0,430.66666666666663,15,6,0.8823513383796889,0.036554097325318495,SOXL,0.715243291983479,0.060442420887187875,0,0,0.008814610373530306,0.0032242589443000295,46,35,7,0.455631258400348,2020-02-19,2020-03-18,833.0,0.0,12,0.06138702368214532,0.03349548645053918,9,3,0,15,0.03276612245579337,0.017921933391774537,9,6,0,18,0.027718648901063906,0.010733880808235504,11,7,0,open_to_next_open,2.068837661355998,0.4189747857901547,-1.2931519484853309
CAM-0610,RUN-0024,etf__ma100__daily__top3__risk_adjusted,etf,100,ma100,3,risk_adjusted,1,2.0,0.4726881159835193,0.5790330870436133,0.10634497106009391,648,5396,1679,947,734,0.9164847161572053,1.0000000000000002,531.7248553004695,15,6,0.7362520542196431,0.05383904051143916,QQQ,0.24042724140872387,0.2322608745747954,0,0,0.005371455863449081,0.009558174152600976,49,32,7,0.35568541110892493,2022-06-13,2022-09-16,,0.02357188795904864,12,0.016327757956440092,0.021022364262495055,9,3,0,15,0.008947063335848882,0.016558114867327868,11,4,0,18,0.008756021921854063,0.016835504388349423,13,5,0,open_to_next_open,0.8647179576705215,0.24866586647112715,-0.3920298416870022
CAM-0610,RUN-0024,etf__ma100__daily__top5__momentum,etf,100,ma100,5,momentum,1,2.0,0.9730665459760907,1.0474198793094238,0.07435333333333333,751,1819,1679,947,734,0.9164847161572053,1.0,371.76666666666665,13,8,0.7079670951207764,0.037446192272053105,SOXL,0.45994869577667624,0.5131178501994145,0,0,0.011057574386091939,0.010068773860912386,49,32,7,0.34961608043290765,2020-02-19,2020-03-18,113.0,0.0,12,0.04764275211684683,0.035779250501521864,9,3,0,15,0.02705897945436989,0.033110175197407006,9,6,0,18,0.024655998130720905,0.02381877484867514,11,7,0,open_to_next_open,1.5117651118040478,0.3477691589712186,-0.5386985658279572
CAM-0610,RUN-0024,etf__ma100__daily__top5__risk_adjusted,etf,100,ma100,5,risk_adjusted,1,2.0,0.4635563134732832,0.5568046420383803,0.09324832856509714,786,8321,1679,946,735,0.9164847161572053,1.0000000000000002,466.24164282548577,14,7,0.646875480512902,0.055606169608080035,XLE,0.17964556926021505,0.28391074421306817,0,0,0.00526768538037822,0.0064840926748793645,54,27,7,0.36418500091858597,2022-06-13,2022-09-16,,0.03985451883037035,12,0.014738700676405583,0.019877054629449775,10,2,0,15,0.00883340670137643,0.006368121018710166,11,4,0,18,0.009344752506649852,0.010648895416419597,13,5,0,open_to_next_open,0.7771294746505982,0.2517960916134481,-0.31357316117731504
CAM-0610,RUN-0024,etf__ma150__daily__top1__momentum,etf,150,ma150,1,momentum,1,2.0,2.583896623034513,2.660896623034513,0.07700000000000001,193,385,1679,916,750,0.9164847161572053,1.0,385.0,9,7,0.9408432218112285,0.040986998874570975,SOXL,1.4207185778173095,1.1631780452172036,0,0,0.0293624616253922,0.0046971139323627115,47,34,7,0.4869045648493594,2020-02-19,2020-03-18,209.0,0.02554272602869436,12,0.12077680493112335,0.03582524849294677,8,4,0,15,0.0895049407616808,0.024580886028913465,10,5,0,18,0.09707875196629466,0.03582524849294677,13,5,0,open_to_next_open,3.197482605903844,0.6326492877122379,-0.6135859828693309
CAM-0610,RUN-0024,etf__ma150__daily__top1__risk_adjusted,etf,150,ma150,1,risk_adjusted,1,2.0,-0.18021698892883145,-0.0644169889288313,0.11580000000000001,290,579,1679,908,762,0.9164847161572053,1.0,579.0,10,9,0.8713551254182382,0.050232995626981275,GLD,0.27459996273661597,-0.45481695166544744,0,0,-0.0020479203287367192,0.0025476632946177975,47,34,7,0.6722738760038359,2022-06-07,2023-03-15,679.0,0.396326632811727,12,-0.012603148563696119,0.005476234631126755,8,4,0,15,-0.00692345083492056,0.0071260186959454025,10,5,0,18,-0.002829387055260763,0.01185782786019548,13,5,0,open_to_next_open,0.21802302752137706,0.49157857474709427,-0.3982400164502085
CAM-0610,RUN-0024,etf__ma150__daily__top3__momentum,etf,150,ma150,3,momentum,1,2.0,1.5124876381329821,1.5759543047996483,0.06346666666666666,424,944,1679,939,742,0.9164847161572053,1.0,317.3333333333333,13,8,0.9180939791712366,0.033674368666700004,SOXL,0.8435796618083463,0.6689079763246358,0,0,0.01718735952423843,0.004878915688355224,46,35,7,0.38329312473653515,2021-02-12,2022-09-08,193.0,0.0,12,0.07074699359688048,0.044221581788184236,9,3,0,15,0.04463316989723018,0.017921933391774537,9,6,0,18,0.03918629443322755,0.01508886401405663,11,7,0,open_to_next_open,2.068837661355998,0.4189747857901547,-0.5563500232230156
CAM-0610,RUN-0024,etf__ma150__daily__top3__risk_adjusted,etf,150,ma150,3,risk_adjusted,1,2.0,0.6033826226258532,0.6988841829816654,0.09550156035581234,563,5343,1679,949,732,0.9164847161572053,1.0000000000000002,477.50780177906165,16,5,0.6653812831939863,0.04707611542576961,QQQ,0.2138935722625599,0.3894890503632933,0,0,0.006856620711657421,0.011714401136845496,49,32,7,0.40327961982787514,2022-06-10,2022-09-16,745.0,0.0,12,0.024698607763902185,0.026669407916976737,9,3,0,15,0.019600611436973683,0.024814210696750542,11,4,0,18,0.018537281667477028,0.021207766874786843,13,5,0,open_to_next_open,0.8647179576705215,0.24866586647112715,-0.2613353350446683
CAM-0610,RUN-0024,etf__ma150__daily__top5__momentum,etf,150,ma150,5,momentum,1,2.0,1.4065561866358203,1.4647961866358201,0.05824,571,1399,1679,956,725,0.9164847161572053,1.0,291.20000000000005,13,8,0.8133530887033451,0.03664662565952846,SOXL,0.5273534428649449,0.8792027437708754,0,0,0.015983593029952503,0.012985496375709938,51,30,7,0.32093059294409093,2022-06-13,2022-09-08,341.0,0.0,12,0.05317294505556122,0.045606839559687064,8,4,0,15,0.03584031540168151,0.003888647607009979,8,7,0,18,0.032292380013654434,0.008957957340736834,10,8,0,open_to_next_open,1.5117651118040478,0.3477691589712186,-0.10520892516822755
CAM-0610,RUN-0024,etf__ma150__daily__top5__risk_adjusted,etf,150,ma150,5,risk_adjusted,1,2.0,0.6693158146774806,0.7469890047644228,0.07767319008694215,634,8267,1679,954,727,0.9164847161572053,1.0000000000000002,388.3659504347107,15,6,0.6286858692647767,0.04770238951219754,QQQ,0.14805501168643076,0.5212608029910498,0,0,0.007605861530425914,0.01030996158914729,54,27,7,0.3735113986421676,2022-06-10,2022-09-16,752.0,0.0,12,0.020782765124667497,0.016328178759020293,10,2,0,15,0.016985742567727134,0.01618495619318795,12,3,0,18,0.01637429081635564,0.016328178759020293,14,4,0,open_to_next_open,0.7771294746505982,0.2517960916134481,-0.10781365997311765
CAM-0610,RUN-0024,etf__ma200__daily__top1__momentum,etf,200,ma200,1,momentum,1,2.0,2.246955265173631,2.3119552651736313,0.065,163,325,1632,887,730,0.8908296943231441,1.0,325.0,7,8,0.9867021705787251,0.04146981160834421,TQQQ,1.47154248037379,0.7754127847998409,0,0,0.025533582558791266,7.947061707379993e-06,44,35,9,0.5348684757565159,2020-02-19,2020-08-11,122.0,0.028118800670972093,12,0.12077680493112335,0.03582524849294677,8,4,0,15,0.08280316726448425,0.024580886028913465,9,6,0,18,0.09149394071863087,0.03582524849294677,12,6,0,open_to_next_open,3.197482605903844,0.6326492877122379,-0.950527340730213
CAM-0610,RUN-0024,etf__ma200__daily__top1__risk_adjusted,etf,200,ma200,1,risk_adjusted,1,2.0,-0.0868491289692687,0.01375087103073136,0.1006,252,503,1632,889,732,0.8908296943231441,1.0,503.0,12,6,0.8705954925218765,0.0495785525152849,GLD,0.29246665704081926,-0.379315786010088,0,0,-0.000986921920105327,0.000421946376986001,45,34,9,0.6001380391268485,2020-02-04,2023-03-15,524.0,0.37524477586623445,12,-0.013457727156989613,0.003226233143851377,7,5,0,15,-0.008063724452269206,0.0038264505663081066,9,6,0,18,-0.005889855704062147,0.006051718116653927,11,7,0,open_to_next_open,0.21802302752137706,0.49157857474709427,-0.30487215649064575
CAM-0610,RUN-0024,etf__ma200__daily__top3__momentum,etf,200,ma200,3,momentum,1,2.0,1.6891060052921345,1.745506005292134,0.05639999999999999,383,851,1632,915,716,0.8908296943231441,1.0,282.0,12,9,0.8986039944753117,0.032881184357439405,SOXL,0.8630355111079747,0.8260704941841598,0,0,0.01919438642377425,0.010963312183672462,47,32,9,0.38809464763694695,2020-02-19,2020-03-18,194.0,0.0,12,0.07049252467079857,0.04269476823169281,9,3,0,15,0.037202165851901975,0.017921933391774537,9,6,0,18,0.03370994873131625,0.018562617231555223,11,7,0,open_to_next_open,2.068837661355998,0.4189747857901547,-0.3797316560638633
CAM-0610,RUN-0024,etf__ma200__daily__top3__risk_adjusted,etf,200,ma200,3,risk_adjusted,1,2.0,0.5451206625142726,0.6286888079849363,0.08356814547066359,501,5200,1632,931,700,0.8908296943231441,1.0000000000000002,417.84072735331796,14,7,0.7384400055250206,0.036000892833877245,SMH,0.2049111660950199,0.3402094964192527,0,0,0.006194552983116734,0.010007743348295623,51,28,9,0.29735906687206093,2021-12-27,2022-10-03,442.0,0.0,12,0.02258499095414267,0.023062964095013037,9,3,0,15,0.014053280134342375,0.015048290517704403,11,4,0,18,0.012907977787890648,0.014807520060166524,13,5,0,open_to_next_open,0.8647179576705215,0.24866586647112715,-0.3195972951562489
CAM-0610,RUN-0024,etf__ma200__daily__top5__momentum,etf,200,ma200,5,momentum,1,2.0,1.3380987797984873,1.3905321131318205,0.05243333333333333,519,1327,1632,919,712,0.8908296943231441,1.0,262.1666666666667,14,7,0.8247669623227569,0.030012723310443967,SOXL,0.5109444960831339,0.8271542837153535,0,0,0.015205667952255541,0.013691254919938042,48,31,9,0.3422008911033406,2020-02-19,2020-03-18,113.0,0.0,12,0.05298075585445541,0.044613803646133515,8,4,0,15,0.02671904132717496,0.003888647607009979,8,7,0,18,0.02494573627285875,0.011523185492408543,10,8,0,open_to_next_open,1.5117651118040478,0.3477691589712186,-0.17366633200556048
CAM-0610,RUN-0024,etf__ma200__daily__top5__risk_adjusted,etf,200,ma200,5,risk_adjusted,1,2.0,0.5247074494818676,0.5934063338639152,0.06869888438204755,573,8035,1632,921,710,0.8908296943231441,1.0000000000000002,343.49442191023775,14,7,0.6158646233756531,0.03258476278503789,QQQ,0.1339268400550338,0.39078060942683385,0,0,0.00596258465320304,0.006604291405885828,51,28,9,0.3007497295135275,2021-12-27,2022-10-03,767.0,0.0,12,0.019592479734970056,0.016048630481892784,9,3,0,15,0.01087587953435884,0.011766610225550561,10,5,0,18,0.010669146946820036,0.013839457498074088,12,6,0,open_to_next_open,0.7771294746505982,0.2517960916134481,-0.2524220251687306
