campaign_id,run_id,variant_id,panel,sma_window,gate,top_k,rank,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,2.0,0.5605049886856032,0.6388228278346302,0.07831783914902692,506,3822,1107,591,516,0.8810142974645556,1.0000000000000002,391.5891957451346,79,69,0.29429525061819,0.05259883685998567,SNDK,0.14392408997040423,0.41658089871519893,2,1,0.009341749811426719,0.003148615702867422,31,22,7,0.2703079048630237,2025-02-18,2025-04-08,,0.037472175812913754,12,0.02031054460334508,0.019433674945021493,8,4,0,15,0.004591671962660485,0.01661451204827434,9,6,0,18,0.01330798870760827,0.019433674945021493,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,5.0,0.4430282299620627,0.6388228278346302,0.19579459787256728,506,3822,1107,584,523,0.8810142974645556,1.0000000000000002,391.5891957451346,77,71,0.30059339712082367,0.05296725515905971,SNDK,0.14370215210682863,0.2993260778552341,2,1,0.007383803832701046,0.0014555799429757203,31,22,7,0.2882194346710955,2025-02-18,2025-04-08,,0.055422704241211124,12,0.01864597113054779,0.016919554625838364,8,4,0,15,0.002922489817066316,0.015036895555753346,9,6,0,18,0.011487457238920633,0.016919554625838364,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,10.0,0.24723363208949545,0.6388228278346302,0.39158919574513457,506,3822,1107,576,531,0.8810142974645556,1.0000000000000002,391.5891957451346,75,73,0.31150365075525577,0.05361943863807457,SNDK,0.14333225566753613,0.10390137642195932,2,1,0.004120560534824924,0.0,27,26,7,0.3405353777349363,2025-02-18,2025-10-13,,0.090781565926749,12,0.015871682009218967,0.013747825995766612,8,4,0,15,0.00014051957440937846,0.013051173452847939,9,6,0,18,0.008453238124441256,0.013747825995766612,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,-1.0,1.516066153914375,1.4831261539143752,-0.032940000000000004,826,1647,1107,596,511,0.8819123505976095,1.0,329.4,83,68,0.4645107608572896,0.04682081216757318,SNDK,0.37653807380340554,1.1395280801109693,1,1,0.025267769231906254,0.004824501468581106,30,23,7,0.4055301800284075,2022-04-20,2022-10-12,329.0,0.0,12,0.11087637123051015,0.08596401919881094,10,2,0,15,0.07699422475340137,0.05643836177774164,10,5,0,18,0.07862272192847324,0.058046807821395804,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,0.0,1.4831261539143752,1.4831261539143752,0.0,826,1647,1107,596,511,0.8819123505976095,1.0,329.4,83,68,0.46722308551690356,0.04688453334676357,SNDK,0.3765180738034055,1.1066080801109697,1,1,0.02471876923190625,0.004444501468581108,30,23,7,0.41104878950965973,2022-04-20,2022-10-12,346.0,0.0,12,0.1104297045638435,0.08540401919881094,10,2,0,15,0.07645289142006803,0.05563836177774163,10,5,0,18,0.0781116108173621,0.05764680782139579,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,1.0,1.4501861539143759,1.4831261539143752,0.032940000000000004,826,1647,1107,596,511,0.8819123505976095,1.0,329.4,83,68,0.46997398429196674,0.04694845805447303,SNDK,0.37649807380340555,1.0736880801109703,1,1,0.02416976923190626,0.004064501468581106,30,23,7,0.4165902829533359,2022-04-20,2022-10-12,346.0,0.0,12,0.10998303789717684,0.08484401919881095,10,2,0,15,0.0759115580867347,0.05483836177774164,10,5,0,18,0.07760049970625099,0.057246807821395795,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,2.0,1.4172461539143755,1.4831261539143752,0.06588000000000001,826,1647,1107,596,511,0.8819123505976095,1.0,329.4,81,70,0.47274745725702655,0.047012587267381244,SNDK,0.37647807380340553,1.04076808011097,1,1,0.02362076923190625,0.003684501468581106,30,23,7,0.42215480299421265,2022-04-20,2022-10-12,349.0,0.0,12,0.10953637123051019,0.08428401919881096,10,2,0,15,0.07537022475340137,0.05403836177774164,10,5,0,18,0.07708938859513988,0.0568468078213958,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,5.0,1.3184261539143753,1.4831261539143752,0.1647,826,1647,1107,595,512,0.8819123505976095,1.0,329.4,79,72,0.48076031822444987,0.04720597517039144,SNDK,0.37641807380340553,0.9420080801109698,1,1,0.021973769231906255,0.0025445014685811108,30,23,7,0.43898796694005937,2022-04-20,2022-10-12,404.0,0.0,12,0.10819637123051018,0.08260401919881094,10,2,0,15,0.07374622475340137,0.05163836177774164,10,5,0,18,0.07555605526180656,0.055646807821395805,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__momentum,sp500,100,ma100,5,momentum,1,10.0,1.1537261539143753,1.4831261539143752,0.3294,826,1647,1107,593,514,0.8819123505976095,1.0,329.4,76,75,0.4941579028811563,0.04752864897580791,SNDK,0.37631807380340554,0.7774080801109697,1,1,0.019228769231906254,0.0006445014685811084,30,23,7,0.46751743478139673,2022-04-20,2022-10-12,522.0,0.0,12,0.10596303789717686,0.07980401919881094,10,2,0,15,0.0710395580867347,0.04763836177774164,10,5,0,18,0.07300049970625101,0.0536468078213958,12,6,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,-1.0,1.9149209208830518,1.8907009208830519,-0.024220000000000005,608,1211,1107,601,506,0.8820717131474104,1.0,242.2,74,52,0.4551107328221186,0.05103145298308275,SNDK,0.37653807380340554,1.5383828470796463,0,0,0.0319153486813842,0.01244442168095571,33,20,7,0.3777255214410278,2021-05-03,2022-01-27,199.0,0.0,12,0.1090086862741172,0.08596401919881094,10,2,0,15,0.08889485793339945,0.08176150744337589,11,4,0,18,0.08874973639616886,0.07353783264436126,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,0.0,1.8907009208830519,1.8907009208830519,0.0,608,1211,1107,601,506,0.8820717131474104,1.0,242.2,73,53,0.4569756243262773,0.05107666386920926,SNDK,0.3765180738034055,1.5141828470796463,0,0,0.031511682014717525,0.011804421680955707,33,20,7,0.37878552144102784,2021-05-03,2022-01-27,199.0,0.0,12,0.10855201960745053,0.08540401919881094,10,2,0,15,0.0884735246000661,0.08136150744337589,11,4,0,18,0.0883341808406133,0.07303783264436126,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,1.0,1.8664809208830522,1.8907009208830519,0.024220000000000005,608,1211,1107,601,506,0.8820717131474104,1.0,242.2,73,53,0.4588290502721199,0.05112197265982993,SNDK,0.37649807380340555,1.4899828470796466,0,0,0.031108015348050872,0.011164421680955702,33,20,7,0.3798455214410279,2021-05-03,2022-01-27,199.0,0.0,12,0.10809535294078387,0.08484401919881095,10,2,0,15,0.08805219126673278,0.0809615074433759,11,4,0,18,0.08791862528505777,0.07253783264436126,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,2.0,1.842260920883052,1.8907009208830519,0.04844000000000001,608,1211,1107,601,506,0.8820717131474104,1.0,242.2,73,53,0.4607014773029502,0.051167379673308755,SNDK,0.37647807380340553,1.4657828470796466,0,0,0.0307043486813842,0.010524421680955702,33,20,7,0.38090552144102785,2021-05-03,2022-01-27,199.0,0.0,12,0.1076386862741172,0.08428401919881096,10,2,0,15,0.08763085793339945,0.0805615074433759,11,4,0,18,0.08750306972950221,0.07203783264436125,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,5.0,1.7696009208830523,1.8907009208830519,0.12110000000000001,608,1211,1107,600,507,0.8820717131474104,1.0,242.2,73,53,0.4664357324905993,0.05130371586850315,SNDK,0.37641807380340553,1.3931828470796468,0,0,0.0294933486813842,0.008604421680955708,33,20,7,0.3840855214410278,2021-05-03,2022-01-27,214.0,0.0,12,0.10626868627411719,0.08260401919881094,10,2,0,15,0.08636685793339943,0.07936150744337588,11,4,0,18,0.08625640306283552,0.07115676201348817,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top5__momentum,sp500,100,ungated,5,momentum,1,10.0,1.648500920883052,1.8907009208830519,0.24220000000000003,608,1211,1107,599,508,0.8820717131474104,1.0,242.2,72,54,0.4763316844728048,0.051532065685629874,SNDK,0.37631807380340554,1.2721828470796464,0,0,0.02747501534805087,0.005404421680955704,33,20,7,0.3893855214410278,2021-05-03,2022-01-27,374.0,0.0,12,0.10398535294078387,0.07980401919881094,10,2,0,15,0.08426019126673277,0.07736150744337589,11,4,0,18,0.08417862528505776,0.06995676201348819,13,5,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,-1.0,0.4971643153827067,0.45428655650325206,-0.042877758879454546,911,6439,1107,604,503,0.8811967408239422,1.0000000000000002,428.77758879454547,98,99,0.2508005877511132,0.043639225159782295,WDC,0.10367758676235757,0.39348672862034917,2,1,0.008286071923045113,0.0,26,27,7,0.2546986339755285,2021-05-03,2022-02-14,350.0,0.0,12,0.02753740957474793,0.025388287195651574,7,5,0,15,0.015956160255641005,0.021644007013742063,8,7,0,18,0.019414375347002084,0.025388287195651574,10,8,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,0.0,0.45428655650325206,0.45428655650325206,0.0,911,6439,1107,603,504,0.8811967408239422,1.0000000000000002,428.77758879454547,97,99,0.25242292915987413,0.043795399825106995,WDC,0.10339021897742438,0.35089633752582766,2,1,0.007571442608387538,0.0,26,27,7,0.25687307773771795,2021-05-03,2022-02-14,350.0,0.0,12,0.02683662231147885,0.025050410751013226,7,5,0,15,0.015203797712251322,0.021057396105716508,8,7,0,18,0.0186364287414586,0.025050410751013226,10,8,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,1.0,0.4114087976237978,0.45428655650325206,0.042877758879454546,911,6439,1107,602,505,0.8811967408239422,1.0000000000000002,428.77758879454547,95,102,0.2540164958904617,0.04395264755511116,WDC,0.10310285119249117,0.3083059464313066,2,1,0.006856813293729961,0.0,26,27,7,0.2590475214999075,2021-05-03,2022-02-14,351.0,0.0,12,0.026135835048209766,0.024712534306374878,7,5,0,15,0.014451435168861625,0.02047078519769096,8,7,0,18,0.017858482135915107,0.024712534306374878,10,8,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,2.0,0.3685310387443431,0.45428655650325206,0.08575551775890909,911,6439,1107,601,506,0.8811967408239422,1.0000000000000002,428.77758879454547,95,102,0.25563207530786847,0.044110600222969525,WDC,0.10281548340755793,0.2657155553367852,2,1,0.006142183979072386,0.0,26,27,7,0.26122196526209707,2021-05-03,2022-02-14,352.0,0.0,12,0.02543504778494068,0.02437465786173652,7,5,0,15,0.013699072625471936,0.01988417428966539,8,7,0,18,0.017080535530371626,0.02437465786173652,10,8,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,5.0,0.23989776210597952,0.45428655650325206,0.21438879439727274,911,6439,1107,597,510,0.8811967408239422,1.0000000000000002,428.77758879454547,91,106,0.2603888698869983,0.044590389065121985,WDC,0.10195338005275828,0.13794438205322124,2,1,0.0039982960350996586,0.0,25,28,7,0.26774529654866563,2021-05-03,2022-02-14,516.0,0.0,12,0.023332685995133412,0.023361028527821466,7,5,0,15,0.011441984995302858,0.01812434156558872,8,7,0,18,0.014746695713741166,0.023361028527821466,10,8,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top5__risk_adjusted,sp500,100,ma100,5,risk_adjusted,1,10.0,0.02550896770870681,0.45428655650325206,0.4287775887945455,911,6439,1107,587,520,0.8811967408239422,1.0000000000000002,428.77758879454547,88,109,0.2685293950735171,0.045390954423865246,WDC,0.10051654112809219,-0.07500757341938538,2,1,0.00042514946181177913,0.0,24,29,7,0.31651023541829254,2025-02-18,2025-04-08,218.0,0.0,12,0.019828749678787966,0.021671646304629713,7,5,0,15,0.007680172278354397,0.015191287025460937,8,7,0,18,0.010856962686023732,0.021671646304629713,10,8,0,open_to_next_open
