campaign_id,run_id,variant_id,panel,sma_window,gate,top_k,rank,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,-1.0,1.9027355695686463,1.86876890290198,-0.03396666666666666,511,1019,1107,600,507,0.8820717131474104,1.0,339.66666666666663,60,49,0.5898147000578082,0.04655668002294894,SNDK,0.6275634563390092,1.2751721132296372,0,1,0.03171225949281077,0.01919494124648286,35,18,7,0.3962545551414848,2022-05-04,2022-10-12,187.0,0.0,12,0.12019625414672856,0.06475539662965514,11,1,0,15,0.08590394548394743,0.05690882301704013,12,3,0,18,0.08991708099159762,0.059669687610942004,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,0.0,1.86876890290198,1.86876890290198,0.0,511,1019,1107,599,508,0.8820717131474104,1.0,339.66666666666663,59,50,0.5926215167612779,0.04661489386075091,SNDK,0.6275301230056759,1.241238779896304,0,1,0.031146148381699667,0.018394941246482877,34,19,7,0.40177923048888153,2022-05-04,2022-10-12,187.0,0.0,12,0.11978514303561745,0.06432206329632181,11,1,0,15,0.08540616770616967,0.05670882301704014,11,4,0,18,0.08945411802863466,0.05916968761094202,14,4,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,1.0,1.8348022362353134,1.86876890290198,0.03396666666666666,511,1019,1107,599,508,0.8820717131474104,1.0,339.66666666666663,59,50,0.5954576441993148,0.046673100264915425,SNDK,0.6274967896723426,1.207305446562971,0,1,0.030580037270588552,0.01759494124648287,34,19,7,0.40733373226413555,2022-05-04,2022-10-12,190.0,0.0,12,0.11937403192450631,0.06388872996298846,11,1,0,15,0.08490838992839186,0.05650882301704013,11,4,0,18,0.0889911550656717,0.05866968761094201,14,4,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,2.0,1.8008355695686469,1.86876890290198,0.06793333333333332,511,1019,1107,598,509,0.8820717131474104,1.0,339.66666666666663,58,51,0.5982557558469864,0.04673124863065149,SNDK,0.6274634563390092,1.1733721132296377,0,1,0.03001392615947745,0.016794941246482877,34,19,7,0.41291830265986146,2022-05-04,2022-10-12,190.0,0.0,12,0.11896292081339523,0.06345539662965513,11,1,0,15,0.0844106121506141,0.056308823017040155,11,4,0,18,0.08852819210270875,0.058169687610942024,14,4,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,5.0,1.6989355695686466,1.86876890290198,0.16983333333333334,511,1019,1107,598,509,0.8820717131474104,1.0,339.66666666666663,57,52,0.6066653252375375,0.04690656246367465,SNDK,0.6273634563390093,1.0715721132296374,0,1,0.028315592826144105,0.014394941246482856,34,19,7,0.42985488715042297,2022-05-04,2022-10-12,327.0,0.0,12,0.11772958748006189,0.062155396629655135,11,1,0,15,0.08291727881728077,0.05570882301704014,11,4,0,18,0.08713930321381985,0.056669687610942016,14,4,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__momentum,sp500,100,ma100,3,momentum,1,10.0,1.529102236235313,1.86876890290198,0.3396666666666667,511,1019,1107,597,510,0.8820717131474104,1.0,339.66666666666663,55,54,0.6209431156808154,0.047200871577315784,SNDK,0.6271967896723425,0.9019054465629706,0,1,0.025485037270588554,0.010394941246482874,34,19,7,0.4587072837411938,2022-05-04,2022-10-12,346.0,0.0,12,0.11567403192450633,0.06052786536908658,11,1,0,15,0.08042838992839188,0.05363055220484389,11,4,0,18,0.08482448839900504,0.054169687610942006,14,4,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,-1.0,2.309606137805676,2.283572804472343,-0.02603333333333333,392,781,1107,601,506,0.8820717131474104,1.0,260.3333333333333,59,35,0.5885183166954947,0.048869272547500515,SNDK,0.6275634563390092,1.6820426814666667,0,0,0.0384934356300946,0.02313218691156861,35,18,7,0.35867707985653685,2021-05-03,2022-01-27,57.0,0.0,12,0.12538893010122795,0.07934818855576264,11,1,0,15,0.10125265223309024,0.0670802410544664,13,2,0,18,0.10270766994921665,0.06784946538852993,16,2,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,0.0,2.283572804472343,2.283572804472343,0.0,392,781,1107,600,507,0.8820717131474104,1.0,260.3333333333333,58,36,0.5907723411061373,0.0489159794772024,SNDK,0.6275301230056759,1.6560426814666669,0,0,0.038059546741205715,0.022832186911568624,34,19,7,0.3603104131898702,2021-05-03,2022-01-27,66.0,0.0,12,0.12501115232345017,0.0790148552224293,11,1,0,15,0.10086598556642358,0.06701357438779972,12,3,0,18,0.10233729957884627,0.06764946538852992,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,1.0,2.257539471139009,2.283572804472343,0.02603333333333333,392,781,1107,600,507,0.8820717131474104,1.0,260.3333333333333,58,36,0.593043723693847,0.04896261303441638,SNDK,0.6274967896723426,1.6300426814666666,0,0,0.03762565785231683,0.022532186911568608,34,19,7,0.3619437465232035,2021-05-03,2022-01-27,66.0,0.0,12,0.12463337454567236,0.07868152188909597,11,1,0,15,0.10047931889975689,0.06694690772113303,12,3,0,18,0.10196692920847589,0.06744946538852992,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,2.0,2.2315061378056757,2.283572804472343,0.05206666666666666,392,781,1107,600,507,0.8820717131474104,1.0,260.3333333333333,58,36,0.5953367505592735,0.049009335591743516,SNDK,0.6274634563390092,1.6040426814666664,0,0,0.037191768963427935,0.02223218691156862,33,20,7,0.363577079856537,2021-05-03,2022-01-27,66.0,0.0,12,0.12425559676789459,0.07834818855576264,11,1,0,15,0.10009265223309025,0.06688024105446637,12,3,0,18,0.10159655883810553,0.06724946538852991,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,5.0,2.153406137805676,2.283572804472343,0.13016666666666665,392,781,1107,600,507,0.8820717131474104,1.0,260.3333333333333,56,38,0.602241465702967,0.04915003981956855,SNDK,0.6273634563390093,1.526042681466667,0,0,0.03589010229676127,0.02133218691156861,33,20,7,0.3684770798565369,2021-05-03,2022-01-27,67.0,0.0,12,0.12312226343456124,0.07734818855576264,11,1,0,15,0.09893265223309022,0.06668024105446639,12,3,0,18,0.1004854477269944,0.06664946538852992,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__momentum,sp500,100,ungated,3,momentum,1,10.0,2.023239471139009,2.283572804472343,0.2603333333333333,392,781,1107,599,508,0.8820717131474104,1.0,260.3333333333333,52,42,0.6134773666563014,0.049385764782605625,SNDK,0.6271967896723425,1.3960426814666664,0,0,0.03372065785231682,0.019832186911568617,33,20,7,0.37664374652320365,2021-05-03,2022-01-27,67.0,0.0,12,0.12123337454567236,0.07568152188909597,11,1,0,15,0.0969993188997569,0.06634690772113304,12,3,0,18,0.09863359587514256,0.06564946538852992,15,3,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,-1.0,0.8633358909631366,0.8198912828387501,-0.04344460812438629,562,3878,1107,587,520,0.8810142974645556,1.0000000000000002,434.44608124386286,82,72,0.3119539893998442,0.04849700605067888,WDC,0.18417842950109317,0.6791574614620434,2,1,0.014388931516052276,0.0,28,25,7,0.30750284134536066,2021-05-03,2022-02-14,208.0,0.0,12,0.02795471786333183,0.01634893532873874,8,4,0,15,0.016524810200284682,0.01450574211668216,9,6,0,18,0.027495588922056773,0.01634893532873874,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,0.0,0.8198912828387501,0.8198912828387501,0.0,562,3878,1107,586,521,0.8810142974645556,1.0000000000000002,434.44608124386286,81,73,0.3137294121916917,0.048635931895417595,WDC,0.18370069715035314,0.6361905856883969,2,1,0.013664854713979168,0.0,28,25,7,0.3101159296444047,2021-05-03,2022-02-14,208.0,0.0,12,0.02732970955281323,0.01608321453856114,8,4,0,15,0.015813454475314653,0.014500172700500628,9,6,0,18,0.0267743550175966,0.01608321453856114,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,1.0,0.7764466747143639,0.8198912828387501,0.04344460812438629,562,3878,1107,582,525,0.8810142974645556,1.0000000000000002,434.44608124386286,80,74,0.3154762585032398,0.0487738306935629,WDC,0.18322296479961311,0.5932237099147508,2,1,0.012940777911906065,0.0,28,25,7,0.3127290179434489,2021-05-03,2022-02-14,316.0,0.0,12,0.02670470124229464,0.01581749374838355,8,4,0,15,0.015102098750344625,0.014494603284319094,9,6,0,18,0.02605312111313644,0.01581749374838355,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,2.0,0.7330020665899777,0.8198912828387501,0.08688921624877258,562,3878,1107,581,526,0.8810142974645556,1.0000000000000002,434.44608124386286,80,74,0.31721453036164493,0.048910911799286916,WDC,0.18274523244887306,0.5502568341411046,2,1,0.012216701109832962,0.0,28,25,7,0.3153421062424929,2021-05-03,2022-02-14,333.0,0.0,12,0.02607969293177605,0.01555177295820595,8,4,0,15,0.014390743025374597,0.014489033868137558,9,6,0,18,0.025331887208676268,0.01555177295820595,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,5.0,0.6026682422168188,0.8198912828387501,0.21722304062193143,562,3878,1107,573,534,0.8810142974645556,1.0000000000000002,434.44608124386286,79,75,0.32313364846753295,0.04931741262324052,WDC,0.18131203539665286,0.42135620682016595,2,1,0.010044470703613648,0.0,28,25,7,0.3231813711396252,2021-05-03,2022-02-14,339.0,0.0,12,0.02420466800022027,0.014754610587673151,8,4,0,15,0.012256675850464516,0.014472325619592956,9,6,0,18,0.023168185495295777,0.014754610587673151,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ma100__daily__top3__risk_adjusted,sp500,100,ma100,3,risk_adjusted,1,10.0,0.3854452015948875,0.8198912828387501,0.43444608124386286,562,3878,1107,562,545,0.8810142974645556,1.0000000000000002,434.44608124386286,74,80,0.332930741305486,0.04998802762131334,WDC,0.17892337364295274,0.20652182795193474,2,1,0.006424086693248122,0.0,25,28,7,0.3362468126348458,2021-05-03,2022-02-14,352.0,0.0,12,0.02107962644762731,0.012729354093866493,8,4,0,15,0.008699897225614374,0.012407534734885045,9,6,0,18,0.019562015972994947,0.012729354093866493,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,-1.0,0.6779817474091437,0.6388228278346302,-0.03915891957451346,506,3822,1107,597,510,0.8810142974645556,1.0000000000000002,391.5891957451346,81,67,0.28821306104557476,0.052224656486935785,SNDK,0.14414602783397973,0.533835719575164,2,1,0.011299695790152392,0.004841651462759132,31,22,7,0.2543508659387402,2025-02-18,2025-04-08,,0.021480393764642697,12,0.021975118076142372,0.021947795264204623,8,4,0,15,0.006260854108254645,0.01819212854079532,9,6,0,18,0.015128520176295894,0.021947795264204623,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,0.0,0.6388228278346302,0.6388228278346302,0.0,506,3822,1107,595,512,0.8810142974645556,1.0000000000000002,391.5891957451346,79,69,0.29027240402830207,0.052350306816352256,SNDK,0.1440720485461212,0.49475077928850897,2,1,0.010647047130577169,0.004277306209461889,31,22,7,0.25947282649226144,2025-02-18,2025-04-08,,0.02661350631894676,12,0.021420260251876603,0.021109755157810238,8,4,0,15,0.005704460059723258,0.017666256376621645,9,6,0,18,0.014521676353400022,0.021109755157810238,11,7,0,open_to_next_open
CAM-0610,RUN-0024,sp500__ungated__daily__top3__risk_adjusted,sp500,100,ungated,3,risk_adjusted,1,1.0,0.5996639082601165,0.6388228278346302,0.03915891957451346,506,3822,1107,592,515,0.8810142974645556,1.0000000000000002,391.5891957451346,79,69,0.2922618108711862,0.05247481531607812,SNDK,0.14399806925826272,0.45566583900185376,2,1,0.009994398471001944,0.00371296095616466,31,22,7,0.2647881204980383,2025-02-18,2025-04-08,,0.031940373268773345,12,0.02086540242761084,0.020271715051415867,8,4,0,15,0.00514806601119187,0.017140384212448005,9,6,0,18,0.013914832530504148,0.020271715051415867,11,7,0,open_to_next_open
