variant,top_day,bottom_day,top_5_day_profit_share
continuation_q80_product_long_only_combined_available_c10,0.1387271154651657,-0.14359222895822982,
continuation_q80_product_long_only_combined_available_c2,0.14032711546516569,-0.14199222895822983,
continuation_q80_product_long_only_combined_available_c5,0.1397271154651657,-0.14259222895822982,
continuation_q80_product_long_only_qqq_c10,0.10393316662877927,-0.13119363475749457,
continuation_q80_product_long_only_qqq_c2,0.10553316662877928,-0.12959363475749458,
continuation_q80_product_long_only_qqq_c5,0.10493316662877927,-0.13019363475749457,
continuation_q80_product_long_only_smh_c10,0.17352106430155212,-0.15777889447236182,
continuation_q80_product_long_only_smh_c2,0.1751210643015521,-0.15617889447236183,
continuation_q80_product_long_only_smh_c5,0.17452106430155212,-0.15677889447236182,
continuation_q80_underlying_signed_diagnostic_combined_available_c0,0.047536445972947594,-0.04873180137762462,
continuation_q80_underlying_signed_diagnostic_qqq_c0,0.03523869453562134,-0.043022475679302175,
continuation_q80_underlying_signed_diagnostic_smh_c0,0.05983419741027385,-0.05444112707594706,
reversal_all_product_long_only_combined_available_c10,0.14316481498440503,-0.15919027193408358,
reversal_all_product_long_only_combined_available_c2,0.14476481498440502,-0.1575902719340836,1.1306224205281388
reversal_all_product_long_only_combined_available_c5,0.14416481498440503,-0.15819027193408358,1.8823497205881536
reversal_all_product_long_only_qqq_c10,0.12831550068587116,-0.11801250434178523,
reversal_all_product_long_only_qqq_c2,0.12991550068587115,-0.11641250434178523,
reversal_all_product_long_only_qqq_c5,0.12931550068587117,-0.11701250434178523,
reversal_all_product_long_only_smh_c10,0.17238963627304438,-0.20036803952638194,1.3026214693723712
reversal_all_product_long_only_smh_c2,0.17398963627304437,-0.19876803952638195,0.6573388936751324
reversal_all_product_long_only_smh_c5,0.17338963627304438,-0.19936803952638193,0.8061042612844876
reversal_all_underlying_signed_diagnostic_combined_available_c0,0.05436802250961731,-0.04929714797988982,1.0413713121632182
reversal_all_underlying_signed_diagnostic_qqq_c0,0.043022475679302175,-0.03882798893555983,4.06191558985429
reversal_all_underlying_signed_diagnostic_smh_c0,0.0733366453930524,-0.05983419741027385,0.7314050051336282
reversal_q50_product_long_only_combined_available_c10,0.14316481498440503,-0.14168888465273177,3.3074789348270146
reversal_q50_product_long_only_combined_available_c2,0.14476481498440502,-0.14008888465273178,1.0686301639408657
reversal_q50_product_long_only_combined_available_c5,0.14416481498440503,-0.14068888465273177,1.4279597134191337
reversal_q50_product_long_only_qqq_c10,0.12831550068587116,-0.10651680672268904,
reversal_q50_product_long_only_qqq_c2,0.12991550068587115,-0.10491680672268903,3.7183173147528943
reversal_q50_product_long_only_qqq_c5,0.12931550068587117,-0.10551680672268904,158.4263914385722
reversal_q50_product_long_only_smh_c10,0.17238963627304438,-0.1768609625827745,1.094789224235692
reversal_q50_product_long_only_smh_c2,0.17398963627304437,-0.17526096258277452,0.7432453545053688
reversal_q50_product_long_only_smh_c5,0.17338963627304438,-0.1758609625827745,0.8441363680422759
reversal_q50_underlying_signed_diagnostic_combined_available_c0,0.04873180137762462,-0.047536445972947594,1.1490722726201086
reversal_q50_underlying_signed_diagnostic_qqq_c0,0.043022475679302175,-0.03523869453562134,2.150431703168785
reversal_q50_underlying_signed_diagnostic_smh_c0,0.05444112707594706,-0.05983419741027385,0.8788830645773091
reversal_q67_product_long_only_combined_available_c10,0.14316481498440503,-0.14168888465273177,6.230594354940147
reversal_q67_product_long_only_combined_available_c2,0.14476481498440502,-0.14008888465273178,1.721465724211636
reversal_q67_product_long_only_combined_available_c5,0.14416481498440503,-0.14068888465273177,2.3550103417647072
reversal_q67_product_long_only_qqq_c10,0.12831550068587116,-0.10651680672268904,
reversal_q67_product_long_only_qqq_c2,0.12991550068587115,-0.10491680672268903,11.741703113182336
reversal_q67_product_long_only_qqq_c5,0.12931550068587117,-0.10551680672268904,
reversal_q67_product_long_only_smh_c10,0.17238963627304438,-0.1768609625827745,2.016974988063282
reversal_q67_product_long_only_smh_c2,0.17398963627304437,-0.17526096258277452,1.2651774406502296
reversal_q67_product_long_only_smh_c5,0.17338963627304438,-0.1758609625827745,1.4689512751403562
reversal_q67_underlying_signed_diagnostic_combined_available_c0,0.04873180137762462,-0.047536445972947594,1.8071182528094827
reversal_q67_underlying_signed_diagnostic_qqq_c0,0.043022475679302175,-0.03523869453562134,4.742024323368989
reversal_q67_underlying_signed_diagnostic_smh_c0,0.05444112707594706,-0.05983419741027385,1.5990570188623847
reversal_q80_product_long_only_combined_available_c10,0.14316481498440503,-0.14168888465273177,4.777517095993107
reversal_q80_product_long_only_combined_available_c2,0.14476481498440502,-0.14008888465273178,1.9791324959877448
reversal_q80_product_long_only_combined_available_c5,0.14416481498440503,-0.14068888465273177,2.5296604843453925
reversal_q80_product_long_only_qqq_c10,0.12831550068587116,-0.10651680672268904,
reversal_q80_product_long_only_qqq_c2,0.12991550068587115,-0.10491680672268903,27.52194579455646
reversal_q80_product_long_only_qqq_c5,0.12931550068587117,-0.10551680672268904,
reversal_q80_product_long_only_smh_c10,0.17238963627304438,-0.1768609625827745,3.268473817862562
reversal_q80_product_long_only_smh_c2,0.17398963627304437,-0.17526096258277452,1.9764282526925636
reversal_q80_product_long_only_smh_c5,0.17338963627304438,-0.1758609625827745,2.3172170047454075
reversal_q80_underlying_signed_diagnostic_combined_available_c0,0.04873180137762462,-0.047536445972947594,2.0424690523871196
reversal_q80_underlying_signed_diagnostic_qqq_c0,0.043022475679302175,-0.03523869453562134,7.313024814640684
reversal_q80_underlying_signed_diagnostic_smh_c0,0.05444112707594706,-0.05983419741027385,2.7623617190755545
