variant,pair,threshold_bp,hold_min,confirmation,overshoot_bp,cost_bp_side,trades,trades_per_session,gross_return,net_return,recent12_return,recent18_return,mean_trade_bp,green_all_days,green_active_days,positive_month_fraction,positive_week_fraction,max_drawdown,recovery_sessions,block_returns,worst_day
SMH_SOXL_SOXS_reversal_t50_h15_none_ov20,SMH_SOXL_SOXS,50,15,none,20,5,112,0.06538237011091652,0.5211388628774315,0.4091388628774314,-0.007328222218650371,0.15283028893362294,36.53025561405637,0.024518388791593695,0.6086956521739131,0.1927710843373494,0.08356545961002786,0.07020277937223779,1.0,"[0.03332929215662794, 0.15213490042644895, 0.2236746702943545]",-0.07080218090361401
SMH_SOXL_SOXS_reversal_t50_h15_none_ov20,SMH_SOXL_SOXS,50,15,none,20,10,112,0.06538237011091652,0.5211388628774315,0.2971388628774313,-0.01832822221865038,0.1168302889336229,26.530255614056365,0.024518388791593695,0.6086956521739131,0.1927710843373494,0.08356545961002786,0.0856649239024293,1.0,"[-0.0026707078433720888, 0.12313490042644892, 0.17667467029435446]",-0.07480218090361401
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,15,one_bar_opposite,0,2,180,0.10507880910683012,-0.29341706265210876,-0.3654170626521087,0.0818173629358723,-0.7076797742231048,-20.300947925117143,0.030939871570344425,0.5353535353535354,0.26506024096385544,0.0947075208913649,0.6007781295077654,,"[0.2827819996280885, 0.024347362530633496, -0.6725464248108307]",-0.6163972469825845
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,15,one_bar_opposite,0,5,180,0.10507880910683012,-0.29341706265210876,-0.4734170626521089,0.07461736293587229,-0.7388797742231048,-26.300947925117164,0.030939871570344425,0.5353535353535354,0.26506024096385544,0.0947075208913649,0.6545681730405382,,"[0.24378199962808844, -0.0008526374693665906, -0.7163464248108308]",-0.6247972469825844
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,15,one_bar_opposite,0,10,180,0.10507880910683012,-0.29341706265210876,-0.6534170626521091,0.06261736293587228,-0.7908797742231048,-36.30094792511717,0.0297723292469352,0.5151515151515151,0.26506024096385544,0.0947075208913649,0.7750687145929466,,"[0.17878199962808838, -0.04285263746936662, -0.7893464248108308]",-0.6387972469825844
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,15,one_bar_opposite,10,2,88,0.05137186223000584,0.08764955076654368,0.05244955076654373,0.08378988766768286,-0.14579172036535765,5.96017622347088,0.023350846468184472,0.6451612903225806,0.1686746987951807,0.06963788300835655,0.37530573401845946,,"[0.1726616484651042, -0.02959216809402421, -0.0906199296045363]",-0.3971028329970359
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,15,one_bar_opposite,10,5,88,0.05137186223000584,0.08764955076654368,-0.0003504492334563958,0.07838988766768284,-0.16259172036535763,-0.039823776529135886,0.023350846468184472,0.6451612903225806,0.1686746987951807,0.06963788300835655,0.4053751329223828,,"[0.15646164846510413, -0.04339216809402424, -0.11341992960453628]",-0.4007028329970359
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,15,one_bar_opposite,10,10,88,0.05137186223000584,0.08764955076654368,-0.08835044923345647,0.06938988766768284,-0.19059172036535765,-10.039823776529143,0.02276707530647986,0.6290322580645161,0.1686746987951807,0.06963788300835655,0.45619718735371256,,"[0.1294616484651041, -0.06639216809402426, -0.15141992960453632]",-0.4067028329970359
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,15,one_bar_opposite,20,2,59,0.034442498540572096,0.38447190596762393,0.360871905967624,0.07988927504038874,0.19199875978524011,61.164729825021,0.016929363689433742,0.6744186046511628,0.1686746987951807,0.06128133704735376,0.1398909510171426,727.0,"[0.16163233261385918, -0.034298629808230036, 0.23353820316199475]",-0.07694174102716637
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,15,one_bar_opposite,20,5,59,0.034442498540572096,0.38447190596762393,0.3254719059676239,0.07628927504038874,0.17939875978524011,55.16472982502099,0.016929363689433742,0.6744186046511628,0.1686746987951807,0.06128133704735376,0.1479191846790293,727.0,"[0.15203233261385918, -0.04449862980823005, 0.21793820316199475]",-0.07754174102716638
SMH_SOXL_SOXS_reversal_t50_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,15,one_bar_opposite,20,10,59,0.034442498540572096,0.38447190596762393,0.2664719059676238,0.07028927504038873,0.1583987597852401,45.164729825020984,0.016929363689433742,0.6744186046511628,0.1686746987951807,0.06128133704735376,0.1614426938770777,867.0,"[0.13603233261385916, -0.061498629808230065, 0.19193820316199472]",-0.07854174102716638
SMH_SOXL_SOXS_reversal_t50_h20_none_ov0,SMH_SOXL_SOXS,50,20,none,0,2,311,0.18155283129013428,0.19098070903404962,0.06658070903404989,0.026007595090133586,-0.7968837763918484,2.140858811384241,0.057209573847051956,0.5632183908045977,0.3855421686746988,0.16434540389972144,0.48220120125267474,,"[0.4569105783778552, 0.22002138390963477, -0.6103512532534402]",-0.39287772858634756
SMH_SOXL_SOXS_reversal_t50_h20_none_ov0,SMH_SOXL_SOXS,50,20,none,0,5,311,0.18155283129013428,0.19098070903404962,-0.12001929096595065,0.011607595090133538,-0.8460837763918485,-3.8591411886157765,0.05253940455341506,0.5172413793103449,0.3614457831325301,0.15041782729805014,0.5420655312421111,,"[0.39691057837785504, 0.16362138390963465, -0.6805512532534403]",-0.39947772858634756
SMH_SOXL_SOXS_reversal_t50_h20_none_ov0,SMH_SOXL_SOXS,50,20,none,0,10,311,0.18155283129013428,0.19098070903404962,-0.43101929096595093,-0.01239240490986648,-0.9280837763918486,-13.859141188615782,0.04903677758318739,0.4827586206896552,0.3373493975903614,0.14206128133704735,0.6675960464754009,,"[0.29691057837785495, 0.06962138390963458, -0.7975512532534405]",-0.41047772858634757
SMH_SOXL_SOXS_reversal_t50_h20_none_ov10,SMH_SOXL_SOXS,50,20,none,10,2,150,0.08756567425569177,0.7918906794606773,0.7318906794606773,0.016065298472985847,0.3834152657003561,48.79271196404516,0.03152364273204904,0.5684210526315789,0.21686746987951808,0.0947075208913649,0.17553621851152904,547.0,"[0.13268912035148717, 0.19048316347433808, 0.408718395634852]",-0.21297633226935503
SMH_SOXL_SOXS_reversal_t50_h20_none_ov10,SMH_SOXL_SOXS,50,20,none,10,5,150,0.08756567425569177,0.7918906794606773,0.6418906794606771,0.006465298472985825,0.35701526570035613,42.79271196404515,0.030356100408639813,0.5473684210526316,0.20481927710843373,0.08635097493036212,0.1800068021613297,563.0,"[0.10388912035148712, 0.16528316347433802, 0.372718395634852]",-0.21537633226935504
SMH_SOXL_SOXS_reversal_t50_h20_none_ov10,SMH_SOXL_SOXS,50,20,none,10,10,150,0.08756567425569177,0.7918906794606773,0.491890679460677,-0.009534701527014182,0.3130152657003561,32.79271196404513,0.0297723292469352,0.5368421052631579,0.1927710843373494,0.08635097493036212,0.18774344581055105,572.0,"[0.055889120351487076, 0.12328316347433799, 0.31271839563485193]",-0.21937633226935505
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,SMH_SOXL_SOXS,50,20,none,20,2,108,0.06304728546409807,0.9511861617136399,0.90798616171364,0.02353591888580415,0.4067243451008017,84.07279275126297,0.023934617629889084,0.5942028985507246,0.18072289156626506,0.0807799442896936,0.07588795182406956,616.0,"[0.26531898263255477, 0.18066578670243041, 0.46200139237865484]",-0.07778178986181944
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,SMH_SOXL_SOXS,50,20,none,20,5,108,0.06304728546409807,0.9511861617136399,0.8431861617136398,0.016935918885804147,0.3863243451008017,78.07279275126294,0.023350846468184472,0.5797101449275363,0.18072289156626506,0.07799442896935933,0.07958147447655146,616.0,"[0.24371898263255465, 0.16386578670243035, 0.4356013923786548]",-0.08018178986181945
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,SMH_SOXL_SOXS,50,20,none,20,10,108,0.06304728546409807,0.9511861617136399,0.7351861617136397,0.005935918885804144,0.3523243451008017,68.07279275126294,0.023350846468184472,0.5797101449275363,0.18072289156626506,0.07799442896935933,0.08611086609487735,618.0,"[0.20771898263255462, 0.13586578670243032, 0.39160139237865477]",-0.08418178986181946
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,20,one_bar_opposite,0,2,167,0.09748978400467016,-0.5963567267517004,-0.6631567267517003,0.04516006985642132,-1.241891842831843,-39.70998363782638,0.030939871570344425,0.5353535353535354,0.27710843373493976,0.08913649025069638,0.8230346871688136,,"[0.5337581312835928, 0.06425088634289944, -1.2611657443781925]",-0.6630793682400413
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,20,one_bar_opposite,0,5,167,0.09748978400467016,-0.5963567267517004,-0.7633567267517007,0.03796006985642131,-1.2700918428318428,-45.70998363782638,0.030356100408639813,0.5252525252525253,0.26506024096385544,0.08913649025069638,0.8763562806841917,,"[0.4989581312835927, 0.03965088634289937, -1.301965744378193]",-0.6690793682400413
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,20,one_bar_opposite,0,10,167,0.09748978400467016,-0.5963567267517004,-0.9303567267517009,0.025960069856421304,-1.3170918428318428,-55.70998363782638,0.028604786923525978,0.494949494949495,0.24096385542168675,0.08913649025069638,0.9749721337117295,,"[0.4409581312835926, -0.0013491136571006541, -1.3699657443781927]",-0.6790793682400413
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,20,one_bar_opposite,10,2,86,0.050204319906596614,0.25852098631950315,0.2241209863195031,0.07082706774478015,-0.07602171829439236,26.060579804593377,0.021599532983070636,0.5967741935483871,0.1566265060240964,0.06685236768802229,0.255024038184028,,"[0.2183620489841528, -0.013590962536877482, 0.01934989987222785]",-0.3141901681613763
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,20,one_bar_opposite,10,5,86,0.050204319906596614,0.25852098631950315,0.17252098631950308,0.06542706774478013,-0.09222171829439241,20.06057980459338,0.021599532983070636,0.5967741935483871,0.1566265060240964,0.06685236768802229,0.2738199504497529,,"[0.2021620489841528, -0.026790962536877516, -0.002850100127772204]",-0.3177901681613763
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,20,one_bar_opposite,10,10,86,0.050204319906596614,0.25852098631950315,0.08652098631950302,0.05642706774478013,-0.11922171829439243,10.060579804593372,0.021599532983070636,0.5967741935483871,0.13253012048192772,0.06406685236768803,0.31985478637526643,,"[0.17516204898415277, -0.048790962536877536, -0.03985010012777224]",-0.3237901681613763
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,20,one_bar_opposite,20,2,57,0.03327495621716287,0.5695801379048646,0.5467801379048646,0.07846706240705355,0.22783735082975592,95.92633998330959,0.01634559252772913,0.6511627906976745,0.1566265060240964,0.055710306406685235,0.13809080762311618,239.0,"[0.24856340699829466, -0.010961436752919235, 0.3091781676594892]",-0.13981804696081576
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,20,one_bar_opposite,20,5,57,0.03327495621716287,0.5695801379048646,0.5125801379048646,0.07486706240705354,0.2164373508297559,89.92633998330957,0.01634559252772913,0.6511627906976745,0.1566265060240964,0.055710306406685235,0.14065145021542405,582.0,"[0.23896340699829466, -0.02116143675291926, 0.29477816765948917]",-0.14101804696081577
SMH_SOXL_SOXS_reversal_t50_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,20,one_bar_opposite,20,10,57,0.03327495621716287,0.5695801379048646,0.4555801379048645,0.06886706240705354,0.1974373508297559,79.92633998330957,0.01634559252772913,0.6511627906976745,0.1566265060240964,0.055710306406685235,0.14810605845678573,582.0,"[0.22296340699829464, -0.03816143675291927, 0.27077816765948914]",-0.14301804696081577
SMH_SOXL_SOXS_reversal_t60_h10_none_ov0,SMH_SOXL_SOXS,60,10,none,0,2,161,0.09398715703444249,0.7882552067744707,0.7238552067744706,0.07847590006659048,0.43377430696052477,44.95995073133358,0.028604786923525978,0.5903614457831325,0.24096385542168675,0.10027855153203342,0.14414896215737238,557.0,"[0.17400864981088054, 0.009681084349725762, 0.5401654726138644]",-0.0845273147283779
SMH_SOXL_SOXS_reversal_t60_h10_none_ov0,SMH_SOXL_SOXS,60,10,none,0,5,161,0.09398715703444249,0.7882552067744707,0.6272552067744706,0.07127590006659046,0.4019743069605247,38.95995073133358,0.027437244600116754,0.5662650602409639,0.24096385542168675,0.09749303621169916,0.15434315281617514,578.0,"[0.14340864981088053, -0.0155189156502743, 0.4993654726138643]",-0.08572731472837791
SMH_SOXL_SOXS_reversal_t60_h10_none_ov0,SMH_SOXL_SOXS,60,10,none,0,10,161,0.09398715703444249,0.7882552067744707,0.4662552067744704,0.05927590006659046,0.34897430696052467,28.959950731333567,0.02626970227670753,0.5421686746987951,0.2289156626506024,0.08913649025069638,0.17263368444471786,580.0,"[0.09240864981088048, -0.05751891565027434, 0.43136547261386426]",-0.08772731472837791
SMH_SOXL_SOXS_reversal_t60_h10_none_ov10,SMH_SOXL_SOXS,60,10,none,10,2,80,0.046701692936368944,-0.037368480109592705,-0.06936848010959261,0.006393387068939507,-0.08719876858540088,-8.671060013699089,0.014010507880910683,0.48,0.14457831325301204,0.04735376044568245,0.4240356451934963,,"[-0.06490925683362868, -0.038800776642760576, 0.03434155336679662]",-0.3570061153141832
SMH_SOXL_SOXS_reversal_t60_h10_none_ov10,SMH_SOXL_SOXS,60,10,none,10,5,80,0.046701692936368944,-0.037368480109592705,-0.11736848010959278,0.0027933870689395013,-0.10459876858540096,-14.671060013699098,0.014010507880910683,0.48,0.13253012048192772,0.04735376044568245,0.4527660345955137,,"[-0.0769092568336287, -0.05200077664276059, 0.01154155336679652]",-0.3624061153141832
SMH_SOXL_SOXS_reversal_t60_h10_none_ov10,SMH_SOXL_SOXS,60,10,none,10,10,80,0.046701692936368944,-0.037368480109592705,-0.19736848010959282,-0.003206612931060497,-0.13359876858540098,-24.671060013699105,0.013426736719206071,0.46,0.10843373493975904,0.04178272980501393,0.5177660345955137,,"[-0.0969092568336287, -0.0740007766427606, -0.026458446633203514]",-0.3714061153141832
SMH_SOXL_SOXS_reversal_t60_h10_none_ov20,SMH_SOXL_SOXS,60,10,none,20,2,57,0.03327495621716287,0.1916889853199102,0.1688889853199102,-0.018527780573865966,-0.017434187454399095,29.629646547352667,0.013426736719206071,0.6052631578947368,0.1566265060240964,0.04735376044568245,0.2839956110016993,3.0,"[0.053529788327521075, 0.048440698299250795, 0.06691849869313837]",-0.23598396087304593
SMH_SOXL_SOXS_reversal_t60_h10_none_ov20,SMH_SOXL_SOXS,60,10,none,20,5,57,0.03327495621716287,0.1916889853199102,0.13468898531991014,-0.020327780573865972,-0.030634187454399164,23.629646547352657,0.013426736719206071,0.6052631578947368,0.14457831325301204,0.04735376044568245,0.29426221181300316,,"[0.04572978832752106, 0.03944069829925079, 0.04951849869313829]",-0.24018396087304594
SMH_SOXL_SOXS_reversal_t60_h10_none_ov20,SMH_SOXL_SOXS,60,10,none,20,10,57,0.03327495621716287,0.1916889853199102,0.0776889853199101,-0.02332778057386597,-0.052634187454399184,13.629646547352646,0.01284296555750146,0.5789473684210527,0.13253012048192772,0.04456824512534819,0.312220949546064,,"[0.03272978832752105, 0.024440698299250784, 0.020518498693138265]",-0.24718396087304595
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,10,one_bar_opposite,0,2,90,0.05253940455341506,0.15230921825309485,0.11630921825309494,0.03244480133605907,-0.005428682928366291,12.9232464725661,0.01576182136602452,0.5192307692307693,0.1686746987951807,0.055710306406685235,0.16028418670161038,556.0,"[0.16527775087384472, -0.10537772873866104, 0.056409196117911266]",-0.09634346043215482
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,10,one_bar_opposite,0,5,90,0.05253940455341506,0.15230921825309485,0.06230921825309477,0.03064480133605907,-0.022228682928366328,6.923246472566086,0.015178050204319907,0.5,0.1566265060240964,0.05013927576601671,0.17686800367248243,,"[0.14727775087384465, -0.11797772873866108, 0.0330091961179112]",-0.09814346043215483
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,10,one_bar_opposite,0,10,90,0.05253940455341506,0.15230921825309485,-0.027690781746905306,0.027644801336059073,-0.050228682928366346,-3.0767535274339237,0.015178050204319907,0.5,0.1566265060240964,0.05013927576601671,0.2071698530976117,,"[0.11727775087384462, -0.1389777287386611, -0.0059908038820888215]",-0.10114346043215483
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,10,one_bar_opposite,10,2,45,0.02626970227670753,-0.001403560502291068,-0.019403560502291105,0.016702964871385808,-0.10718014354075601,-4.311902333842454,0.011091652072387624,0.5757575757575758,0.0963855421686747,0.036211699164345405,0.2383242688726981,,"[0.03137346835063167, -0.06646977309671766, 0.01569274424379491]",-0.22730842794779907
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,10,one_bar_opposite,10,5,45,0.02626970227670753,-0.001403560502291068,-0.04640356050229111,0.015502964871385805,-0.11618014354075601,-10.311902333842468,0.010507880910683012,0.5454545454545454,0.0963855421686747,0.036211699164345405,0.25655219035680743,,"[0.024773468350631656, -0.07426977309671767, 0.0030927442437949093]",-0.23030842794779904
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,10,one_bar_opposite,10,10,45,0.02626970227670753,-0.001403560502291068,-0.09140356050229115,0.013502964871385807,-0.13118014354075602,-20.311902333842475,0.010507880910683012,0.5454545454545454,0.0963855421686747,0.036211699164345405,0.28964837468353155,,"[0.013773468350631653, -0.08726977309671768, -0.01790725575620511]",-0.23530842794779905
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,10,one_bar_opposite,20,2,29,0.016929363689433742,0.07693823866397675,0.06533823866397676,0.011255011655011594,-0.013493600284643947,22.53042712550922,0.007589025102159953,0.5416666666666666,0.0963855421686747,0.03064066852367688,0.1695158626836307,,"[0.09729760095386475, -0.03980059494549629, 0.007841232655608323]",-0.1120417195778092
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,10,one_bar_opposite,20,5,29,0.016929363689433742,0.07693823866397675,0.04793823866397673,0.010655011655011593,-0.019493600284643975,16.530427125509217,0.007589025102159953,0.5416666666666666,0.0963855421686747,0.027855153203342618,0.17931975390126145,,"[0.09429760095386475, -0.04640059494549631, 4.1232655608292035e-05]",-0.1138417195778092
SMH_SOXL_SOXS_reversal_t60_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,10,one_bar_opposite,20,10,29,0.016929363689433742,0.07693823866397675,0.01893823866397671,0.009655011655011593,-0.029493600284643984,6.530427125509209,0.007589025102159953,0.5416666666666666,0.0963855421686747,0.027855153203342618,0.1958026103132751,,"[0.08929760095386474, -0.05740059494549632, -0.012958767344391713]",-0.1168417195778092
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,SMH_SOXL_SOXS,60,15,none,0,2,147,0.08581436077057793,0.5625852147655528,0.5037852147655529,0.11412802360252411,0.09030197031351102,34.2711030452757,0.0297723292469352,0.6144578313253012,0.2289156626506024,0.09749303621169916,0.1580737823505226,245.0,"[0.1327598505688365, 0.19993836568451107, 0.17108699851220538]",-0.1847614714926741
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,SMH_SOXL_SOXS,60,15,none,0,5,147,0.08581436077057793,0.5625852147655528,0.41558521476555266,0.10752802360252411,0.062101970313510946,28.27110304527569,0.02918855808523059,0.6024096385542169,0.2289156626506024,0.09749303621169916,0.17160844014880255,247.0,"[0.10395985056883639, 0.17653836568451098, 0.1350869985122053]",-0.1925614714926741
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,SMH_SOXL_SOXS,60,15,none,0,10,147,0.08581436077057793,0.5625852147655528,0.2685852147655525,0.0965280236025241,0.015101970313510904,18.27110304527568,0.028021015761821366,0.5783132530120482,0.2289156626506024,0.0947075208913649,0.20175428610540755,,"[0.055959850568836345, 0.13753836568451094, 0.07508699851220524]",-0.20556147149267412
SMH_SOXL_SOXS_reversal_t60_h15_none_ov10,SMH_SOXL_SOXS,60,15,none,10,2,75,0.043782837127845885,0.35953444834849035,0.3295344483484903,0.03136680686410949,0.19157411444081635,43.93792644646538,0.016929363689433742,0.58,0.14457831325301204,0.0584958217270195,0.09719216607433202,2.0,"[0.035497549031291376, 0.048522847715976675, 0.2455140516012223]",-0.08582639137198886
SMH_SOXL_SOXS_reversal_t60_h15_none_ov10,SMH_SOXL_SOXS,60,15,none,10,5,75,0.043782837127845885,0.35953444834849035,0.2845344483484903,0.027766806864109483,0.17597411444081634,37.937926446465376,0.016929363689433742,0.58,0.14457831325301204,0.0584958217270195,0.10464097100629077,2.0,"[0.024097549031291354, 0.03592284771597665, 0.2245140516012223]",-0.08702639137198886
SMH_SOXL_SOXS_reversal_t60_h15_none_ov10,SMH_SOXL_SOXS,60,15,none,10,10,75,0.043782837127845885,0.35953444834849035,0.20953444834849022,0.021766806864109478,0.14997411444081632,27.937926446465365,0.01634559252772913,0.56,0.13253012048192772,0.0584958217270195,0.1432944189107573,1.0,"[0.005097549031291337, 0.01492284771597663, 0.18951405160122226]",-0.08902639137198887
SMH_SOXL_SOXS_reversal_t60_h15_none_ov20,SMH_SOXL_SOXS,60,15,none,20,2,53,0.030939871570344425,0.35557594116603053,0.33437594116603053,-0.011339786411580753,0.11426844615805345,63.089800220005756,0.013426736719206071,0.6052631578947368,0.13253012048192772,0.04735376044568245,0.11735336737248948,1.0,"[0.08671717628605449, 0.09925173338576344, 0.14840703149421258]",-0.060565769677005825
SMH_SOXL_SOXS_reversal_t60_h15_none_ov20,SMH_SOXL_SOXS,60,15,none,20,5,53,0.030939871570344425,0.35557594116603053,0.3025759411660305,-0.013139786411580756,0.10286844615805346,57.08980022000575,0.013426736719206071,0.6052631578947368,0.13253012048192772,0.04735376044568245,0.12334983628206389,1.0,"[0.07951717628605448, 0.09025173338576342, 0.13280703149421258]",-0.06416576967700582
SMH_SOXL_SOXS_reversal_t60_h15_none_ov20,SMH_SOXL_SOXS,60,15,none,20,10,53,0.030939871570344425,0.35557594116603053,0.24957594116603043,-0.01613978641158076,0.08386844615805344,47.08980022000574,0.013426736719206071,0.6052631578947368,0.13253012048192772,0.04735376044568245,0.13381034587457252,1.0,"[0.06751717628605447, 0.07525173338576341, 0.10680703149421256]",-0.07016576967700583
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,15,one_bar_opposite,0,2,85,0.049620548744892,-0.15048599744775226,-0.18448599744775226,0.040976383710624155,-0.3774660550927064,-21.704234993853202,0.01634559252772913,0.5384615384615384,0.14457831325301204,0.052924791086350974,0.49726418437523623,,"[0.16475362372700902, -0.0067659278062461616, -0.34247369336851513]",-0.5166938244316039
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,15,one_bar_opposite,0,5,85,0.049620548744892,-0.15048599744775226,-0.23548599744775234,0.03917638371062415,-0.3930660550927064,-27.704234993853216,0.01634559252772913,0.5384615384615384,0.14457831325301204,0.052924791086350974,0.5196750448574541,,"[0.147353623727009, -0.018765927806246196, -0.36407369336851514]",-0.5220938244316039
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,60,15,one_bar_opposite,0,10,85,0.049620548744892,-0.15048599744775226,-0.3204859974477524,0.03617638371062415,-0.41906605509270645,-37.70423499385323,0.01634559252772913,0.5384615384615384,0.14457831325301204,0.052924791086350974,0.5673466463609523,,"[0.11835362372700897, -0.038765927806246214, -0.40007369336851517]",-0.5310938244316039
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,15,one_bar_opposite,10,2,44,0.02568593111500292,0.050488231230660485,0.032888231230660536,0.017295939148570662,-0.2007873345589455,7.474598006968303,0.013426736719206071,0.696969696969697,0.12048192771084337,0.04178272980501393,0.3451915041217986,,"[0.14220984508261156, 0.020278121252837896, -0.1295997351047889]",-0.3905593248775671
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,15,one_bar_opposite,10,5,44,0.02568593111500292,0.050488231230660485,0.006488231230660446,0.01609593914857066,-0.20918733455894556,1.4745980069682836,0.013426736719206071,0.696969696969697,0.12048192771084337,0.04178272980501393,0.35375747959028525,,"[0.13560984508261154, 0.01247812125283787, -0.14159973510478896]",-0.39295932487756713
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,60,15,one_bar_opposite,10,10,44,0.02568593111500292,0.050488231230660485,-0.03751176876933959,0.014095939148570661,-0.22318733455894557,-8.525401993031725,0.013426736719206071,0.696969696969697,0.12048192771084337,0.04178272980501393,0.36861206957753817,,"[0.12460984508261153, -0.0005218787471621376, -0.16159973510478898]",-0.39695932487756713
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,15,one_bar_opposite,20,2,28,0.01634559252772913,0.19734176108236512,0.1861417610823651,0.008924009324009231,0.003336664337776153,66.47920038655896,0.0099241097489784,0.7083333333333334,0.12048192771084337,0.036211699164345405,0.18038339200529657,206.0,"[0.10919332997607391, 0.04244417383069306, 0.03450425727559814]",-0.16799896338326048
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,15,one_bar_opposite,20,5,28,0.01634559252772913,0.19734176108236512,0.1693417610823651,0.00832400932400923,-0.002063335662223831,60.479200386558965,0.0099241097489784,0.7083333333333334,0.12048192771084337,0.036211699164345405,0.1836754817183919,,"[0.10619332997607389, 0.03584417383069305, 0.027304257275598154]",-0.16919896338326046
SMH_SOXL_SOXS_reversal_t60_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,60,15,one_bar_opposite,20,10,28,0.01634559252772913,0.19734176108236512,0.14134176108236507,0.00732400932400923,-0.011063335662223837,50.47920038655895,0.0099241097489784,0.7083333333333334,0.12048192771084337,0.036211699164345405,0.1893070379922947,,"[0.10119332997607389, 0.02484417383069304, 0.015304257275598152]",-0.17119896338326046
SMH_SOXL_SOXS_reversal_t60_h20_none_ov0,SMH_SOXL_SOXS,60,20,none,0,2,136,0.0793928779918272,-0.4358805781025986,-0.49028057810259873,0.10820754721979517,-0.8876779850984404,-36.050042507544035,0.027437244600116754,0.5662650602409639,0.21686746987951808,0.09192200557103064,0.743455048056635,,"[0.2052645189460025, 0.1122877726619494, -0.8078328697105503]",-0.6664091857534709
SMH_SOXL_SOXS_reversal_t60_h20_none_ov0,SMH_SOXL_SOXS,60,20,none,0,5,136,0.0793928779918272,-0.4358805781025986,-0.5718805781025987,0.10160754721979515,-0.9128779850984406,-42.05004250754403,0.025102159953298307,0.5180722891566265,0.20481927710843373,0.0807799442896936,0.7879797128642155,,"[0.17886451894600242, 0.09008777266194934, -0.8408328697105507]",-0.6718091857534708
