date,net_pnl
2019-01,0.0
2019-02,0.0
2019-03,0.0
2019-04,0.0
2019-05,0.0
2019-06,0.0
2019-07,0.0
2019-08,0.03937321924251398
2019-09,-0.018463168563272344
2019-10,0.08832581828389761
2019-11,0.03352669167026072
2019-12,0.15838325165321826
2020-01,0.08380621108200836
2020-02,-0.11365901081724095
2020-03,-0.11786218945550277
2020-04,0.04437457885972036
2020-05,-0.01794223841508255
2020-06,0.0014800721920832198
2020-07,-0.05081039370466803
2020-08,0.1111051801444192
2020-09,-0.08885227481180358
2020-10,-0.1533442146625369
2020-11,0.09178310458725672
2020-12,0.13784706793453594
2021-01,0.027198633322335297
2021-02,0.014452563331414606
2021-03,-0.06884770013255688
2021-04,0.017339749442881996
2021-05,-0.014272390347849231
2021-06,0.04187132112724666
2021-07,0.10533540573757161
2021-08,0.0831947587599339
2021-09,-0.14137695297011527
2021-10,0.06101605338366398
2021-11,-0.1360936093016133
2021-12,-0.12658339312992165
2022-01,-0.19391857467534118
2022-02,0.019598780314705258
2022-03,0.10159319889593284
2022-04,-0.017921177358237617
2022-05,0.1625430092224458
2022-06,-0.1498664252073874
2022-07,-0.11385237118346345
2022-08,0.01157095235392809
2022-09,0.21362991829822903
2022-10,-0.026415377497386025
2022-11,-0.25751577618178534
2022-12,-0.020426632272385455
2023-01,-0.14931129322843686
2023-02,-0.04755272964672681
2023-03,0.03821356108481637
2023-04,0.008294794372356928
2023-05,0.2115832945807067
2023-06,0.24478103249979513
2023-07,0.03336916510352515
2023-08,-0.3971304799123735
2023-09,0.01141796341000647
2023-10,-0.0956974042719985
2023-11,-0.18489144395058613
2023-12,0.13997981680029237
2024-01,-0.002317802221725146
2024-02,0.2587921382080078
2024-03,0.0455108735449523
2024-04,-0.04975563026243804
2024-05,-0.10186716024363919
2024-06,0.10904849346390566
2024-07,-0.14388215068703109
2024-08,0.01307317435038493
2024-09,0.062877260881256
2024-10,0.03696156513626114
2024-11,-0.07710798868508
2024-12,0.024367653008846534
2025-01,-0.026645195477673387
2025-02,-0.08710212911225076
2025-03,0.08510180465193236
2025-04,0.033745416768896086
2025-05,0.0028319546865360964
2025-06,-0.0211466263552063
2025-07,0.019997111489289156
2025-08,-0.007093005042704957
2025-09,0.11582492655124024
2025-10,0.29715048542602196
2025-11,-0.18790320190887683
2025-12,-0.011289422776685272
2026-01,0.195162120122978
2026-02,-0.03577409044010002
2026-03,-0.3414121708125326
2026-04,0.2773004426827618
