candidate,variant,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months
ma200_uncapped,ma250_top10_hist252_p2,sp500,1,5.0,1.223967751084588,1.3479141796560166,0.12394642857142858,764,6130,1001,540,461,0.797609561752988,1.0000000000000002,247.89285714285714,100,69,0.353924010521644,0.05559065448386604,PLTR,0.2030305260833926,1.0209372250011954,0,0,0.020399462518076464,0.0019599131781796644,30,18,12,0.31021343695273507,2022-05-27,2022-07-13,251.0,0.0,12,0.07795360029217618,0.05694986023037932,9,3,0,15,0.057231488202049326,0.04770182164657973,10,5,0,18,0.057716175373869714,0.05428980449888082,12,6,0
ma200_uncapped,ma250_top10_hist252_p2,sp500,1,10.0,1.1000213225131596,1.3479141796560166,0.24789285714285716,764,6130,1001,536,465,0.797609561752988,1.0000000000000002,247.89285714285714,98,71,0.3630459464861381,0.05598675637379498,PLTR,0.2012916371945032,0.8987296853186565,0,0,0.018333688708552662,0.0,29,19,12,0.32709068271225933,2025-02-18,2025-04-04,82.0,0.0,12,0.07584877224984814,0.05438954277006186,9,3,0,15,0.0550345040750652,0.044728408948167035,10,5,0,18,0.05556066391002491,0.05200865370523003,12,6,0
ma200_uncapped,ma250_top10_hist252_p3,sp500,1,2.0,1.3871906476102933,1.4314679491975955,0.04427730158730159,574,5177,1000,539,461,0.796812749003984,1.0000000000000002,221.38650793650794,92,64,0.34999387456074715,0.05540997424436642,PLTR,0.2128885465178645,1.1743021010924288,0,0,0.023119844126838224,0.0005767183234048716,30,18,12,0.3240693403484067,2022-05-27,2022-07-13,98.0,0.0,12,0.08175987544357387,0.061223182940715104,9,3,0,15,0.06292272724715381,0.04428230508052046,10,5,0,18,0.062230211987913106,0.051694990470569455,12,6,0
ma200_uncapped,ma250_top10_hist252_p3,sp500,1,5.0,1.3207746952293409,1.4314679491975955,0.11069325396825397,574,5177,1000,539,461,0.796812749003984,1.0000000000000002,221.38650793650794,90,66,0.35434694299540587,0.05562235529520363,PLTR,0.21183807032738877,1.108936624901952,0,0,0.022012911587155685,0.0,29,19,12,0.3260099441556246,2022-05-27,2022-07-13,230.0,0.0,12,0.08065239528484369,0.059855563893096056,9,3,0,15,0.061786679628106175,0.042686114604329986,10,5,0,18,0.06108246066516178,0.05040522856580755,12,6,0
ma200_uncapped,ma250_top10_hist252_p3,sp500,1,10.0,1.2100814412610872,1.4314679491975955,0.22138650793650794,574,5177,1000,536,464,0.796812749003984,1.0000000000000002,221.38650793650794,90,66,0.36163656929863963,0.05597768525131955,PLTR,0.21008727667659446,0.9999941645844928,0,0,0.02016802402101812,0.0,29,19,12,0.32925344181882066,2022-05-27,2022-07-13,249.0,0.0,12,0.07880659502029341,0.057576198813730974,9,3,0,15,0.059893266929693476,0.04002579714401251,10,5,0,18,0.059169541793909576,0.048255625391204364,12,6,0
ma200_uncapped,ma250_top10_hist252_p5,sp500,1,2.0,1.5397072791755564,1.5765101363184133,0.036802857142857144,385,3676,998,541,457,0.7952191235059761,1.0000000000000002,184.01428571428573,84,50,0.35416685210099963,0.05364876643749405,PLTR,0.22612481626775754,1.3135824629077988,0,0,0.025661787986259278,0.0045253659428990435,31,17,12,0.3166181328136326,2022-05-27,2022-07-13,85.0,0.0,12,0.08571988148505595,0.06577802361500015,10,2,0,15,0.06585748123035323,0.06419231391943496,11,4,0,18,0.06416718853184371,0.05762512447168188,13,5,0
ma200_uncapped,ma250_top10_hist252_p5,sp500,1,5.0,1.4845029934612708,1.5765101363184133,0.09200714285714286,385,3676,998,538,460,0.7952191235059761,1.0000000000000002,184.01428571428573,84,50,0.3576558872081704,0.05380202204169143,PLTR,0.22499695912490053,1.2595060343363702,0,0,0.024741716557687844,0.003488461180994282,31,17,12,0.3183968813364498,2022-05-27,2022-07-13,85.0,0.0,12,0.08479694497711944,0.06466969028166683,10,2,0,15,0.06489410027797228,0.06311255201467306,11,4,0,18,0.06319993985459503,0.056646553043110455,13,5,0
ma200_uncapped,ma250_top10_hist252_p5,sp500,1,10.0,1.3924958506041278,1.5765101363184133,0.1840142857142857,385,3676,998,533,465,0.7952191235059761,1.0000000000000002,184.01428571428573,83,51,0.36373268346408455,0.05405482892230684,PLTR,0.22311719722013829,1.1693786533839896,0,0,0.023208264176735462,0.0014828673351968645,31,17,12,0.32136572159677673,2022-05-27,2022-07-13,230.0,0.0,12,0.08325871746389193,0.06282246805944461,10,2,0,15,0.06328846535733736,0.06131294884006989,11,4,0,18,0.06158785872584723,0.055015600662158076,13,5,0
ma200_uncapped,ma250_top15_histnative_p1,sp500,1,2.0,0.9523342233879194,0.9949075567212531,0.04257333333333333,1604,3193,1005,547,458,0.8007968127490039,1.0,212.8666666666667,133,94,0.28051084771563317,0.05336126731657256,STX,0.11699010672313258,0.8353441166647868,0,1,0.015872237056465323,0.0,28,21,11,0.2973347857887052,2025-02-18,2025-04-04,79.0,0.0,12,0.06536729500927353,0.06276070551766279,8,4,0,15,0.04489465081902698,0.06097267517938305,9,6,0,18,0.04365797462460133,0.054462169243515046,11,7,0
ma200_uncapped,ma250_top15_histnative_p1,sp500,1,5.0,0.8884742233879197,0.9949075567212531,0.10643333333333332,1604,3193,1005,546,459,0.8007968127490039,1.0,212.8666666666667,130,97,0.2863560570009383,0.05358386255328614,STX,0.11689010672313259,0.7715841166647871,0,1,0.014807903723131994,0.0,28,21,11,0.3099707313204379,2025-02-18,2025-04-04,79.0,0.0,12,0.0643439616759402,0.06138070551766279,8,4,0,15,0.04383598415236033,0.05937267517938305,9,6,0,18,0.04256908573571245,0.053122169243515045,11,7,0
ma200_uncapped,ma250_top15_histnative_p1,sp500,1,10.0,0.7820408900545865,0.9949075567212531,0.21286666666666665,1604,3193,1005,545,460,0.8007968127490039,1.0,212.8666666666667,125,102,0.29658141542376865,0.053959467063708175,STX,0.11672344005646591,0.6653174499981206,0,1,0.013034014834243107,0.0,28,21,11,0.33328339778068455,2025-02-18,2025-04-04,82.0,0.0,12,0.06263840612038464,0.059080705517662785,8,4,0,15,0.04207153970791588,0.056706008512716385,9,6,0,18,0.04075427092089763,0.050888835910181715,11,7,0
ma200_uncapped,ma250_top15_histnative_p2,sp500,1,2.0,1.0904197502483892,1.1350860972347359,0.04466634698634698,1080,10319,1004,543,461,0.8,1.0000000000000002,223.3317349317349,121,91,0.2815683305448704,0.05338383335323058,STX,0.12407125007118251,0.9663485001772067,0,1,0.018173662504139817,0.0,28,21,11,0.2863358718690206,2022-05-27,2022-07-13,254.0,0.0,12,0.07121532515776044,0.06992759733480616,9,3,0,15,0.05133192420163132,0.06495908640717074,10,5,0,18,0.049407281808726514,0.053306036080260244,12,6,0
ma200_uncapped,ma250_top15_histnative_p2,sp500,1,5.0,1.0234202297688682,1.1350860972347359,0.11166586746586746,1080,10319,1004,540,464,0.8,1.0000000000000002,223.3317349317349,118,94,0.28626687507457255,0.053594572544659796,STX,0.12379890241883486,0.8996213273500333,0,1,0.017057003829481134,0.0,28,21,11,0.29354759170482275,2025-02-06,2025-04-04,67.0,0.0,12,0.07017048083541612,0.06845765227986111,9,3,0,15,0.0502345981943053,0.06323040508848943,10,5,0,18,0.04827513007157477,0.051972464651688824,12,6,0
ma200_uncapped,ma250_top15_histnative_p2,sp500,1,10.0,0.9117543623030007,1.1350860972347359,0.22333173493173492,1080,10319,1004,538,466,0.8,1.0000000000000002,223.3317349317349,113,99,0.29523793414674326,0.05394812794836199,STX,0.1233449896649221,0.7884093726380785,0,1,0.015195906038383344,0.0,28,21,11,0.3170121401589932,2025-02-06,2025-04-04,71.0,0.0,12,0.06842907363150892,0.06600774385495269,9,3,0,15,0.04840572151542862,0.0603492695573539,10,5,0,18,0.046388210509655206,0.04974984560406977,12,6,0
ma200_uncapped,ma250_top15_histnative_p3,sp500,1,2.0,1.244142106431511,1.2836154131248176,0.03947330669330669,830,8478,1003,546,457,0.799203187250996,1.0000000000000002,197.36653346653344,117,85,0.2786268906827617,0.05346854788784035,PLTR,0.13937321742722483,1.1047688890042862,0,1,0.020735701773858518,0.0013354628118817796,30,18,12,0.2807111035795113,2022-05-27,2022-07-13,249.0,0.0,12,0.07368360461432587,0.06744634051805017,9,3,0,15,0.05512798252672555,0.05935027012224926,10,5,0,18,0.05265319900724853,0.04785695295740608,12,6,0
ma200_uncapped,ma250_top15_histnative_p3,sp500,1,5.0,1.1849321463915512,1.2836154131248176,0.09868326673326673,830,8478,1003,546,457,0.799203187250996,1.0000000000000002,197.36653346653344,117,85,0.2822949238042885,0.0536722986310696,PLTR,0.13874773624174364,1.0461844101498077,0,1,0.019748869106525853,0.0005663519227708941,30,18,12,0.28222564469385647,2022-05-27,2022-07-13,250.0,0.0,12,0.07277341979914105,0.06608379306550272,9,3,0,15,0.05415648136122438,0.057829570821549964,10,5,0,18,0.051664078683128216,0.04678094396639708,12,6,0
ma200_uncapped,ma250_top15_histnative_p3,sp500,1,10.0,1.0862488796582845,1.2836154131248176,0.19736653346653346,830,8478,1003,546,457,0.799203187250996,1.0000000000000002,197.36653346653344,116,86,0.28873514228797,0.05401563164425684,PLTR,0.13770526759927498,0.9485436120590096,0,1,0.01810414799430474,0.0,29,19,12,0.28475581334543765,2022-05-27,2022-07-13,360.0,0.0,12,0.07125644510716636,0.06381288064459029,9,3,0,15,0.05253731275205577,0.05529507198705112,10,5,0,18,0.05001554480959434,0.044987595648048766,12,6,0
ma200_uncapped,ma250_top15_histnative_p5,sp500,1,2.0,1.2851978095866823,1.3199837836126562,0.034785974025974026,585,6920,1001,547,454,0.797609561752988,1.0000000000000002,173.9298701298701,115,66,0.2889870692534733,0.05430737537246749,PLTR,0.16630006551775778,1.1188977440689245,0,0,0.021419963493111375,0.0061507003506767795,31,17,12,0.28832174043544634,2022-05-27,2022-07-13,243.0,0.0,12,0.07739541771698995,0.08079587036471927,10,2,0,15,0.0588985831629641,0.08021330262864838,11,4,0,18,0.05673136633091323,0.06059461430474408,13,5,0
ma200_uncapped,ma250_top15_histnative_p5,sp500,1,5.0,1.2330188485477211,1.3199837836126562,0.08696493506493508,585,6920,1001,547,454,0.797609561752988,1.0000000000000002,173.9298701298701,114,67,0.2923398289145254,0.054470832100016645,PLTR,0.1656622283549203,1.0673566201928009,0,0,0.020550314142462018,0.005360622095598528,31,17,12,0.2896105446486455,2022-05-27,2022-07-13,249.0,0.0,12,0.07663804689336912,0.07981113842998733,10,2,0,15,0.05806857927796021,0.079106356241702,11,4,0,18,0.05587556296760987,0.0597284288235586,13,5,0
ma200_uncapped,ma250_top15_histnative_p5,sp500,1,10.0,1.1460539134827865,1.3199837836126562,0.17392987012987016,585,6920,1001,545,456,0.797609561752988,1.0000000000000002,173.9298701298701,113,68,0.298111390253819,0.05474575982877021,PLTR,0.16459916641685843,0.9814547470659281,0,0,0.019100898558046434,0.004043825003801432,31,17,12,0.2917633775740023,2022-05-27,2022-07-13,254.0,0.0,12,0.07537576218733442,0.07816991853876744,10,2,0,15,0.05668523946962041,0.07726144559679135,11,4,0,18,0.054449224028770934,0.058284786354916136,13,5,0
ma200_uncapped,ma250_top15_hist252_p1,sp500,1,2.0,0.9686668654296949,1.011133532096362,0.042466666666666666,1600,3185,1002,545,457,0.798406374501992,1.0,212.33333333333334,133,94,0.27986715546958557,0.05354367719844562,STX,0.11699010672313258,0.8516767587065623,0,1,0.016144447757161583,0.0,29,19,12,0.29681953341185013,2025-02-18,2025-04-04,79.0,0.0,12,0.06605068340374824,0.06276070551766279,9,3,0,15,0.0452779568223354,0.06097267517938305,10,5,0,18,0.043977396294025015,0.054462169243515046,12,6,0
ma200_uncapped,ma250_top15_hist252_p1,sp500,1,5.0,0.9049668654296954,1.011133532096362,0.10616666666666666,1600,3185,1002,544,458,0.798406374501992,1.0,212.33333333333334,130,97,0.28569012283001627,0.053766735122044426,STX,0.11689010672313259,0.7880767587065628,0,1,0.015082781090494924,0.0,29,19,12,0.3093189349620008,2025-02-18,2025-04-04,82.0,0.0,12,0.06502068340374824,0.06138070551766279,9,3,0,15,0.044208623489002084,0.05937267517938305,10,5,0,18,0.04287961851624725,0.053122169243515045,12,6,0
ma200_uncapped,ma250_top15_hist252_p1,sp500,1,10.0,0.7988001987630288,1.011133532096362,0.21233333333333332,1600,3185,1002,543,459,0.798406374501992,1.0,212.33333333333334,125,102,0.295875832739653,0.05414311452623662,STX,0.11672344005646591,0.6820767587065628,0,1,0.013313336646050479,0.0,29,19,12,0.33234426797653793,2025-02-18,2025-04-04,82.0,0.0,12,0.06330401673708158,0.059080705517662785,9,3,0,15,0.042426401266779865,0.056706008512716385,10,5,0,18,0.04104998888661762,0.050888835910181715,12,6,0
ma200_uncapped,ma250_top15_hist252_p2,sp500,1,2.0,1.073584503497359,1.1181382497511052,0.04455374625374625,1078,10263,1001,541,460,0.797609561752988,1.0000000000000002,222.76873126873124,118,94,0.28119785689468324,0.05376396689588827,STX,0.12410623092112315,0.9494782725762358,0,1,0.017893075058289312,0.0,29,19,12,0.2932693575744492,2022-05-27,2022-07-13,254.0,0.0,12,0.07151589171447224,0.06992759733480616,9,3,0,15,0.05174375749323197,0.06495908640717074,10,5,0,18,0.04975047621839373,0.053306036080260244,12,6,0
ma200_uncapped,ma250_top15_hist252_p2,sp500,1,5.0,1.0067538841167392,1.1181382497511052,0.1113843656343656,1078,10263,1001,538,463,0.797609561752988,1.0000000000000002,222.76873126873124,116,96,0.28579869069231917,0.053978532815762065,STX,0.12383674041163265,0.8829171437051065,0,1,0.016779231401945652,0.0,28,20,12,0.29672532320445066,2025-02-06,2025-04-04,67.0,0.0,12,0.07047414263022315,0.06845765227986111,9,3,0,15,0.05064839485586933,0.06323040508848943,10,5,0,18,0.04861996062287813,0.051972464651688824,12,6,0
ma200_uncapped,ma250_top15_hist252_p2,sp500,1,10.0,0.8953695184823733,1.1181382497511052,0.2227687312687312,1078,10263,1001,536,465,0.797609561752988,1.0000000000000002,222.76873126873124,112,100,0.29463288025358286,0.05433855809606468,STX,0.1233875895624818,0.7719819289198915,0,1,0.01492282530803956,0.0,28,20,12,0.32079816349788015,2025-02-06,2025-04-04,67.0,0.0,12,0.06873789415647469,0.06600774385495269,9,3,0,15,0.048822790460264935,0.0603492695573539,10,5,0,18,0.04673576796368547,0.04974984560406977,12,6,0
ma200_uncapped,ma250_top15_hist252_p3,sp500,1,2.0,1.1665816826781552,1.2059962370127095,0.03941455433455433,829,8445,1000,543,457,0.796812749003984,1.0000000000000002,197.07277167277164,115,87,0.2806903867137835,0.05399870246658686,PLTR,0.13775538172765237,1.0288263009505028,0,1,0.01944302804463592,0.0013354628118817796,30,18,12,0.30364366875793997,2022-05-27,2022-07-13,243.0,0.0,12,0.07381469964100562,0.06744634051805017,9,3,0,15,0.055479926783590504,0.05935027012224926,10,5,0,18,0.05294648588796934,0.04785695295740608,12,6,0
ma200_uncapped,ma250_top15_hist252_p3,sp500,1,5.0,1.1074598511763236,1.2059962370127095,0.09853638583638583,829,8445,1000,543,457,0.796812749003984,1.0000000000000002,197.07277167277164,115,87,0.28436185803556446,0.05419714839601073,PLTR,0.13712829215056277,0.9703315590257608,0,1,0.018457664186272062,0.0005663519227708941,30,18,12,0.30526074377470247,2022-05-27,2022-07-13,250.0,0.0,12,0.07290733533864131,0.06608379306550272,9,3,0,15,0.054509609767273495,0.057829570821549964,10,5,0,18,0.05195835235483581,0.04678094396639708,12,6,0
ma200_uncapped,ma250_top15_hist252_p3,sp500,1,10.0,1.0089234653399382,1.2059962370127095,0.19707277167277165,829,8445,1000,543,457,0.796812749003984,1.0000000000000002,197.07277167277164,113,89,0.290709736732154,0.05453153771616283,PLTR,0.1360831428554135,0.8728403224845247,0,1,0.016815391088998967,0.0,29,19,12,0.3079617031110743,2022-05-27,2022-07-13,358.0,0.0,12,0.07139506150136747,0.06381288064459029,9,3,0,15,0.05289241474007847,0.05529507198705112,10,5,0,18,0.050311463132946585,0.044987595648048766,12,6,0
ma200_uncapped,ma250_top15_hist252_p5,sp500,1,2.0,1.2818718927058623,1.31651409050806,0.034642197802197794,583,6900,998,546,452,0.7952191235059761,1.0000000000000002,173.210989010989,116,65,0.2929222483469595,0.05363024492038096,PLTR,0.16801670710909242,1.11385518559677,0,0,0.021364531545097702,0.0061507003506767795,31,17,12,0.28587781627664793,2022-05-27,2022-07-13,243.0,0.0,12,0.07686525097913244,0.08079587036471927,10,2,0,15,0.058067628977455855,0.08021330262864838,11,4,0,18,0.056038904509656366,0.06059461430474408,13,5,0
ma200_uncapped,ma250_top15_hist252_p5,sp500,1,5.0,1.2299085960025653,1.31651409050806,0.08660549450549451,583,6900,998,546,452,0.7952191235059761,1.0000000000000002,173.210989010989,114,67,0.296400977254545,0.053795412253519255,PLTR,0.16738432449170945,1.0625242715108558,0,0,0.020498476600042757,0.005360622095598528,31,17,12,0.2870954985941633,2022-05-27,2022-07-13,249.0,0.0,12,0.07610403400166547,0.07981113842998733,10,2,0,15,0.05723745726028414,0.079106356241702,11,4,0,18,0.05518296128621314,0.0597284288235586,13,5,0
ma200_uncapped,ma250_top15_hist252_p5,sp500,1,10.0,1.1433031014970712,1.31651409050806,0.17321098901098902,583,6900,998,544,454,0.7952191235059761,1.0000000000000002,173.210989010989,113,68,0.30236336354017274,0.05407320279779691,PLTR,0.1663303534627385,0.9769727480343326,0,0,0.01905505169161785,0.004043825003801432,31,17,12,0.2891283904441577,2022-05-27,2022-07-13,254.0,0.0,12,0.0748353390392205,0.07816991853876744,10,2,0,15,0.05585383773166461,0.07726144559679135,11,4,0,18,0.0537563892471411,0.058284786354916136,13,5,0
ma200_corr_capped,corr0.7_p1,sp500,1,2.0,1.25834576120284,1.3140657612028397,0.055720000000000006,1398,2786,1054,578,476,0.8398406374501992,1.0000000000000002,278.6,116,86,0.3068241804993867,0.04903221132805386,SNDK,0.18823903690170277,1.070106724301137,0,1,0.020972429353380662,0.006817581708504626,30,21,9,0.23995403168668117,2025-02-18,2025-04-04,74.0,0.0,12,0.06879947031777091,0.07380044490627462,9,3,0,15,0.04966948925071158,0.06194376231046107,10,5,0,18,0.04922914203935985,0.05878326160828132,12,6,0
ma200_corr_capped,corr0.7_p1,sp500,1,5.0,1.1747657612028397,1.3140657612028397,0.1393,1398,2786,1054,576,478,0.8398406374501992,1.0000000000000002,278.6,113,89,0.3142331225109116,0.04927189010795578,SNDK,0.18820903690170276,0.986556724301137,0,1,0.01957942935338067,0.006007581708504626,30,21,9,0.2513836435936361,2025-02-18,2025-04-04,77.0,0.0,12,0.06730947031777092,0.07248044490627462,9,3,0,15,0.048161489250711585,0.06026376231046107,10,5,0,18,0.04776580870602653,0.057133261608281326,12,6,0
ma200_corr_capped,corr0.7_p1,sp500,1,10.0,1.0354657612028397,1.3140657612028397,0.2786,1398,2786,1054,571,483,0.8398406374501992,1.0000000000000002,278.6,111,91,0.3272892875116697,0.04967407693696631,SNDK,0.18815903690170277,0.847306724301137,0,1,0.017257762686713994,0.004657581708504626,30,21,9,0.2726015845709131,2025-02-18,2025-04-04,82.0,0.0,12,0.06482613698443757,0.07012947364278023,9,3,0,15,0.04564815591737824,0.05746376231046107,10,5,0,18,0.04532691981713763,0.05438326160828131,12,6,0
ma200_corr_capped,corr0.7_p2,sp500,1,2.0,1.3129645028485863,1.371370534594618,0.05840603174603175,878,6802,1053,581,472,0.8390438247011952,1.0000000000000002,292.03015873015875,105,81,0.34247582782665814,0.050293582786266125,SNDK,0.21708242186741356,1.095882080981173,0,0,0.021882741714143106,0.003848152554246269,31,20,9,0.24335173749403308,2025-02-18,2025-04-04,67.0,0.0,12,0.0761754247796677,0.0775934602286385,10,2,0,15,0.05804210576327006,0.07597739859681596,11,4,0,18,0.05711223517861192,0.06477363147813306,13,5,0
ma200_corr_capped,corr0.7_p2,sp500,1,5.0,1.225355455229539,1.371370534594618,0.14601507936507938,878,6802,1053,578,475,0.8390438247011952,1.0000000000000002,292.03015873015875,104,82,0.34983838577526966,0.05053835244026505,SNDK,0.21674980281979445,1.0086056524097444,0,0,0.02042259092049231,0.0023798192209129442,31,20,9,0.25589628800588554,2025-02-18,2025-04-04,70.0,0.0,12,0.07451040493839786,0.07631179356197182,10,2,0,15,0.05635464544580974,0.07452239859681595,11,4,0,18,0.055499960046336776,0.0632294648114664,13,5,0
ma200_corr_capped,corr0.7_p2,sp500,1,10.0,1.0793403758644597,1.371370534594618,0.29203015873015875,878,6802,1053,575,478,0.8390438247011952,1.0000000000000002,292.03015873015875,103,83,0.3628357352111538,0.050948164942062814,SNDK,0.21619543774042937,0.8631449381240304,0,0,0.017989006264407657,0.0004307339932940867,30,21,9,0.2793435728121977,2025-02-18,2025-04-04,81.0,0.0,12,0.07173537186961479,0.07389206630209168,9,3,0,15,0.05354221158337588,0.07209739859681595,10,5,0,18,0.05281283482587823,0.06065585370035528,12,6,0
ma200_corr_capped,corr0.7_p3,sp500,1,2.0,1.4284086889637373,1.4809120222970709,0.05250333333333333,668,5718,1052,575,477,0.8382470119521912,1.0000000000000002,262.51666666666665,99,70,0.34185135892635243,0.05109961124260438,SNDK,0.2345538556940976,1.1938548332696397,0,0,0.02380681148272896,0.008520088332126112,31,20,9,0.24480012799671372,2025-02-18,2025-04-04,56.0,0.0,12,0.08451462643423495,0.08338083076586214,10,2,0,15,0.06509502138036029,0.07870066599695892,11,4,0,18,0.06245198968093037,0.07029014386901214,13,5,0
ma200_corr_capped,corr0.7_p3,sp500,1,5.0,1.3496536889637376,1.4809120222970709,0.13125833333333334,668,5718,1052,574,478,0.8382470119521912,1.0000000000000002,262.51666666666665,98,71,0.3475296091847911,0.05132055169760327,SNDK,0.2341752842655262,1.1154784046982114,0,0,0.022494228149395622,0.0071142549987927815,31,20,9,0.2561659815368388,2025-02-18,2025-04-04,67.0,0.0,12,0.08307817802153651,0.0818302355277669,10,2,0,15,0.06363027534861425,0.07707899933029225,11,4,0,18,0.06102500555394622,0.06910728672615499,13,5,0
ma200_corr_capped,corr0.7_p3,sp500,1,10.0,1.2183953556304044,1.4809120222970709,0.2625166666666667,668,5718,1052,568,484,0.8382470119521912,1.0000000000000002,262.51666666666665,93,76,0.35715828500398966,0.05168811279574877,SNDK,0.23354433188457366,0.9848510237458307,0,0,0.020306589260506738,0.005879574461891232,30,21,9,0.2771719379576669,2025-02-18,2025-04-04,75.0,0.0,12,0.08068409733370584,0.07924591013094151,10,2,0,15,0.06118903196237086,0.07437622155251447,11,4,0,18,0.05864669867563937,0.06713585815472642,13,5,0
ma200_corr_capped,corr0.8_p1,sp500,1,2.0,1.5266358191664644,1.5790358191664644,0.0524,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,118,76,0.3083299205178282,0.04882874084976705,SNDK,0.18823903690170277,1.3383967822647616,0,0,0.025443930319441074,0.005421122315282424,31,20,9,0.23938229896187455,2025-02-18,2025-04-04,70.0,0.0013057868812079907,12,0.08192812607391015,0.07521514880920052,9,3,0,15,0.06026651629843755,0.07361325794599725,10,5,0,18,0.05834002304196557,0.06578096148512859,12,6,0
ma200_corr_capped,corr0.8_p1,sp500,1,5.0,1.4480358191664644,1.5790358191664644,0.131,1315,2620,1054,572,482,0.8398406374501992,1.0000000000000002,262.0,112,82,0.31408342125665867,0.04902820561599643,SNDK,0.18820903690170276,1.2598267822647617,0,0,0.024133930319441072,0.004041122315282427,31,20,9,0.24999950633722254,2025-02-18,2025-04-04,74.0,0.0014454199123425094,12,0.08078312607391015,0.07389514880920053,9,3,0,15,0.05905051629843756,0.07205325794599726,10,5,0,18,0.05713335637529889,0.0641909614851286,12,6,0
ma200_corr_capped,corr0.8_p1,sp500,1,10.0,1.3170358191664642,1.5790358191664644,0.262,1315,2620,1054,565,489,0.8398406374501992,1.0000000000000002,262.0,106,88,0.32359002085529026,0.0493595257006237,SNDK,0.18815903690170277,1.1288767822647614,0,0,0.02195059698610774,0.0017411223152824233,31,20,9,0.2695500096449057,2025-02-18,2025-04-04,76.0,0.0016990937904552347,12,0.07887479274057681,0.07169514880920053,9,3,0,15,0.05702384963177088,0.06945325794599724,10,5,0,18,0.055122245264187776,0.06154096148512858,12,6,0
ma200_corr_capped,corr0.8_p2,sp500,1,2.0,1.5572680345799637,1.6128580345799635,0.05559,837,6615,1053,569,484,0.8390438247011952,1.0000000000000002,277.95,106,72,0.3260697626831185,0.04888944533160164,PLTR,0.21340292291148827,1.3438651116684754,0,0,0.025954467242999397,0.004760838077993046,31,20,9,0.2368202424623507,2025-02-18,2025-04-04,56.0,0.002888196220175369,12,0.08246418827987316,0.07144415717177433,9,3,0,15,0.06375693633569511,0.06817148583002391,10,5,0,18,0.06336678295053957,0.06546571660247591,12,6,0
ma200_corr_capped,corr0.8_p2,sp500,1,5.0,1.4738830345799634,1.6128580345799635,0.138975,837,6615,1053,566,487,0.8390438247011952,1.0000000000000002,277.95,104,74,0.3313685120485977,0.049077120160185436,PLTR,0.2123172086257741,1.2615658259541893,0,0,0.02456471724299939,0.002866671411326383,31,20,9,0.2477453627704848,2025-02-18,2025-04-04,56.0,0.0031111410108261434,12,0.08117268034336521,0.07052665717177431,9,3,0,15,0.06241595220871098,0.06767815249669057,10,5,0,18,0.06203475914101575,0.0642986927929521,12,6,0
ma200_corr_capped,corr0.8_p2,sp500,1,10.0,1.3349080345799635,1.6128580345799635,0.27795,837,6615,1053,565,488,0.8390438247011952,1.0000000000000002,277.95,100,78,0.34056663802633513,0.04939190962540379,PLTR,0.2105076848162499,1.1244003497637136,0,0,0.022248467242999396,0.0007620812125703645,30,21,9,0.26798310700913874,2025-02-18,2025-04-04,67.0,0.0035178447989228554,12,0.07902016711585198,0.06899749050510764,9,3,0,15,0.060180978663737436,0.06685593027446834,10,5,0,18,0.059814719458476065,0.06235365311041241,12,6,0
ma200_corr_capped,corr0.8_p3,sp500,1,2.0,1.5458052199407586,1.5944207754963142,0.04861555555555556,622,5511,1052,568,484,0.8382470119521912,1.0000000000000002,243.07777777777778,100,68,0.34098145289532716,0.0497952488629096,PLTR,0.23234923583170333,1.3134559841090552,0,0,0.025763420332345976,0.004584328298056469,30,21,9,0.23854734668286504,2025-02-18,2025-04-04,55.0,0.0008078596396954159,12,0.08387621772407992,0.07044436300405824,9,3,0,15,0.06595578968202911,0.06054481267864974,10,5,0,18,0.06436534590959485,0.05860734868058266,12,6,0
ma200_corr_capped,corr0.8_p3,sp500,1,5.0,1.4728818866074256,1.5944207754963142,0.12153888888888889,622,5511,1052,566,486,0.8382470119521912,1.0000000000000002,243.07777777777778,99,69,0.34565544446891144,0.04999956792899901,PLTR,0.23124518821265616,1.2416366983947693,0,0,0.02454803144345708,0.003408733059961223,30,21,9,0.2484940557927564,2025-02-18,2025-04-04,55.0,0.0009426720212707591,12,0.08271778518439739,0.06956483919453442,9,3,0,15,0.06473210714234658,0.06003814601198308,10,5,0,18,0.06313799141224036,0.057612467728201715,12,6,0
