candidate,variant,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,net_10bps,robust_score
ma200_uncapped,ma200_top15_hist252_p1,sp500,1,2.0,0.972673997135128,1.0163673304684617,0.043693333333333334,1646,3277,1002,546,456,0.798406374501992,1.0,218.4666666666667,131,96,0.2862951963604967,0.052427271503935995,STX,0.11699010672313258,0.8556838904119954,0,1,0.016211233285585467,0.0,28,20,12,0.2961209097535983,2025-02-18,2025-04-04,77.0,0.0,12,0.0692280648490085,0.06697475496600204,9,3,0,15,0.047508755258101304,0.05146896940542574,10,5,0,18,0.04657470923916937,0.04971031635653639,12,6,0,0.7979006638017949,1.0642372819285553
ma200_uncapped,ma200_top15_hist252_p2,sp500,1,2.0,1.085037124763414,1.1307317701180593,0.04569464535464535,1102,10206,1001,543,458,0.797609561752988,1.0000000000000002,228.4732267732267,120,94,0.28296428815087843,0.05332697367368484,STX,0.12437831008771484,0.9606588146756992,0,1,0.018083952079390234,0.0,29,19,12,0.2924460440136841,2022-05-27,2022-07-13,364.0,0.0,12,0.07395302581447236,0.07406389037325346,9,3,0,15,0.05351281815284654,0.06434936421597512,10,5,0,18,0.05132060315390117,0.055409797178216466,12,6,0,0.9022585433448327,1.194450158193147
ma200_uncapped,ma200_top15_hist252_p3,sp500,1,2.0,1.192481373768035,1.233019436816098,0.04053806304806304,837,8669,1000,545,455,0.796812749003984,1.0000000000000002,202.69031524031521,116,89,0.28389223155911203,0.053280705574015715,PLTR,0.142096629521665,1.05038474424637,0,1,0.019874689562800585,0.002270669357638623,30,18,12,0.2914427371952463,2022-05-27,2022-07-13,249.0,0.0,12,0.0763128895585386,0.07139366342172632,9,3,0,15,0.057195848354453224,0.0587257197865231,10,5,0,18,0.054729864447181434,0.05225330912488996,12,6,0,1.0303291215757833,1.3099773052484045
ma200_uncapped,ma200_top15_hist252_p5,sp500,1,2.0,1.3254880403471372,1.3599165307456278,0.03442849039849039,584,6807,998,545,453,0.7952191235059761,1.0000000000000002,172.14245199245198,115,66,0.29513244529612864,0.05307150250189261,PLTR,0.17120394825667268,1.1542840920904645,0,0,0.022091467339118955,0.0022521372977416555,31,17,12,0.2915217904267454,2022-05-27,2022-07-13,249.0,0.0,12,0.07925033605759639,0.08445563270714375,10,2,0,15,0.06012232438005428,0.08021330262864838,11,4,0,18,0.05822085410078786,0.06059461430474408,13,5,0,1.1877740787531756,1.471717258093181
ma200_uncapped,ma250_top5_histnative_p1,sp500,1,2.0,1.615357112087945,1.662997112087945,0.04764000000000001,598,1191,1005,544,461,0.8007968127490039,1.0,238.2,72,51,0.45823585567265396,0.05668822570839265,PLTR,0.35635100535990644,1.2590061067280387,0,0,0.026922618534799082,0.008979394324606555,31,18,11,0.2942567856554011,2022-05-27,2022-07-13,254.0,0.0,12,0.09144344300737635,0.08064335529096914,10,2,0,15,0.07158139415523637,0.05639466711539194,12,3,0,18,0.07164684066437993,0.05538796633675716,14,4,0,1.4247971120879448,1.795430655454673
ma200_uncapped,ma250_top5_histnative_p2,sp500,1,2.0,1.7375798787644903,1.7915532120978233,0.05397333333333333,368,2419,1004,541,463,0.8,1.0,269.8666666666667,65,46,0.47505795573562887,0.05927103948273667,PLTR,0.4363927367183591,1.3011871420461312,0,0,0.028959664646074842,0.008116579391643943,34,15,11,0.2865097402789174,2022-05-27,2022-07-13,254.0,0.0,12,0.09052712139447221,0.08585851954972998,10,2,0,15,0.07611229319812264,0.08449317949149596,12,3,0,18,0.07782833054496072,0.07058666374479342,14,4,0,1.5216865454311568,1.9226515026689894
ma200_uncapped,ma250_top5_histnative_p3,sp500,1,2.0,1.9034896734460847,1.9527896734460848,0.0493,295,1931,1002,540,463,0.798406374501992,1.0,246.5,64,39,0.5062195786638805,0.057944403058409255,PLTR,0.46204324442658085,1.441446429019504,0,0,0.03172482789076808,0.007151334553077514,32,16,12,0.28660972625033226,2022-05-16,2022-07-13,233.0,0.0,12,0.09375070251932492,0.07907938879820413,10,2,0,15,0.07415556620966181,0.07097450494341152,11,4,0,18,0.07656758555860936,0.06966907951017252,13,5,0,1.706289673446085,2.0981320547537274
ma200_uncapped,ma250_top5_histnative_p5,sp500,1,2.0,1.8638750855231583,1.9025017521898246,0.03862666666666666,198,1288,997,541,457,0.7944223107569721,1.0,193.13333333333333,53,34,0.5770546565356116,0.05561755303295285,PLTR,0.6065459737210303,1.257329111802128,0,0,0.0310645847587193,0.002683491005313933,32,16,12,0.3059544213149309,2022-05-27,2022-07-13,254.0,0.0,12,0.09762179443183322,0.08200299786229694,11,1,0,15,0.07893459817147633,0.06098058186521802,12,3,0,18,0.08449695652539306,0.05724137204529336,15,3,0,1.7093684188564917,2.070786047503727
ma200_uncapped,ma250_top5_hist252_p1,sp500,1,2.0,1.6261820609538726,1.6736620609538726,0.04748000000000001,596,1187,1002,542,460,0.798406374501992,1.0,237.4,73,50,0.45810596280265536,0.05683525396516522,PLTR,0.35635100535990644,1.2698310555939663,0,0,0.027103034349231208,0.008979394324606555,31,17,12,0.29169957908524685,2022-05-27,2022-07-13,254.0,0.0,12,0.0913578426842,0.08064335529096914,10,2,0,15,0.0716581382500152,0.05857303241519042,12,3,0,18,0.07171079407669562,0.0564771489866564,14,4,0,1.4362620609538723,1.8085560099212257
ma200_uncapped,ma250_top5_hist252_p2,sp500,1,2.0,1.7144355792695882,1.768248912602921,0.05381333333333333,366,2413,1001,540,461,0.797609561752988,1.0,269.06666666666666,66,45,0.47627081055326265,0.059674310388211756,PLTR,0.43514914697476936,1.279286432294819,0,0,0.028573926321159803,0.008116579391643943,34,14,12,0.3011227926795418,2022-05-27,2022-07-13,254.0,0.0,12,0.09192273408152273,0.09423219567203305,10,2,0,15,0.07809820984760368,0.08722385960796399,12,3,0,18,0.07948326108619491,0.07195200380302742,14,4,0,1.4991822459362547,1.8890809888346145
ma200_uncapped,ma250_top5_hist252_p3,sp500,1,2.0,1.8054478963522775,1.8543878963522775,0.04894,294,1912,999,539,461,0.7960159362549801,1.0,244.7,64,39,0.5155809870971602,0.058476032324721275,PLTR,0.4468660424270484,1.3585818539252292,0,0,0.03009079827253796,0.002597407173768241,31,17,12,0.32247156375761055,2022-05-16,2022-07-13,233.0,0.0,12,0.09554951329767773,0.08856682803508195,10,2,0,15,0.07602379837743657,0.08718427265299673,11,4,0,18,0.07812444569842167,0.07907938879820413,13,5,0,1.6096878963522778,1.9696248724877001
ma200_uncapped,ma250_top5_hist252_p5,sp500,1,2.0,1.8419385902953922,1.8803252569620585,0.038386666666666666,197,1282,994,541,454,0.7920318725099602,1.0,191.93333333333334,53,34,0.5883154176974533,0.05512764131491109,PLTR,0.6171792015951737,1.2247593887002184,0,0,0.030698976504923203,0.002683491005313933,32,16,12,0.30261555280323044,2022-05-27,2022-07-13,254.0,0.0,12,0.09560979678911163,0.06993101200596734,11,1,0,15,0.07668301516299422,0.06098058186521802,12,3,0,18,0.08262063735165798,0.05724137204529336,15,3,0,1.6883919236287253,2.046152427859497
ma200_uncapped,ma250_top10_histnative_p1,sp500,1,2.0,1.304327961164669,1.3526479611646691,0.04832,1213,2416,1005,544,461,0.8007968127490039,1.0000000000000002,241.60000000000002,113,73,0.3296276793268696,0.054827454348126595,PLTR,0.17998919162498164,1.1243387695396874,0,0,0.021738799352744483,0.0032956012304776313,31,18,11,0.2831836522750183,2022-05-27,2022-07-13,233.0,0.0,12,0.07385694038431175,0.05449649169497501,10,2,0,15,0.051053729574935675,0.04280218850227677,11,4,0,18,0.051855162542080925,0.045198280386885656,13,5,0,1.111047961164669,1.442715130042586
ma200_uncapped,ma250_top10_histnative_p2,sp500,1,2.0,1.3302388107691427,1.379850715531047,0.04961190476190476,765,6094,1004,544,460,0.8,1.0000000000000002,248.05952380952382,102,67,0.3495126739018794,0.05484932069589839,PLTR,0.20390537536607228,1.1263334354030705,0,0,0.022170646846152376,0.0032963417496082335,30,19,11,0.29624504887878955,2022-05-27,2022-07-13,249.0,0.0,12,0.0787433449656124,0.0584860507065698,9,3,0,15,0.05779474334871756,0.049485869265627355,10,5,0,18,0.05838036947757471,0.0556584949750713,12,6,0,1.1317911917215233,1.4502237967871903
ma200_uncapped,ma250_top10_histnative_p3,sp500,1,2.0,1.47753187188461,1.5217669512496899,0.044235079365079366,573,5159,1003,543,460,0.799203187250996,1.0000000000000002,221.17539682539683,93,63,0.34877471378886377,0.05478908251449531,PLTR,0.21589136673757267,1.2616405051470374,0,0,0.024625531198076842,0.0005767183234048716,30,18,12,0.29474434186546566,2022-05-27,2022-07-13,98.0,0.0,12,0.0815620813088141,0.061223182940715104,9,3,0,15,0.06206381047526312,0.04428230508052046,10,5,0,18,0.06151444801133754,0.051694990470569455,12,6,0,1.300591554424293,1.6074737739455867
ma200_uncapped,ma250_top10_histnative_p5,sp500,1,2.0,1.5502117705593763,1.5871479610355668,0.03693619047619048,386,3674,1001,542,459,0.797609561752988,1.0000000000000002,184.68095238095236,84,50,0.34559393627930446,0.054729645755380814,PLTR,0.2172611446022666,1.3329506259571098,0,0,0.02583686284265628,0.0045253659428990435,31,17,12,0.3196979024700368,2022-05-27,2022-07-13,85.0,0.0,12,0.08665721073576739,0.06577802361500015,10,2,0,15,0.06725410606908558,0.06419231391943496,11,4,0,18,0.06533104256412066,0.05762512447168188,13,5,0,1.4024670086546145,1.6904855002966417
ma200_uncapped,ma250_top10_hist252_p1,sp500,1,2.0,1.2949824539722,1.3431024539721996,0.04812000000000001,1208,2406,1002,542,460,0.798406374501992,1.0000000000000002,240.60000000000005,112,74,0.3311776076178592,0.05514336288351661,PLTR,0.17998919162498164,1.1149932623472183,0,0,0.021583040899536658,0.0032956012304776313,31,17,12,0.2842838298246179,2022-05-27,2022-07-13,233.0,0.0,12,0.07390275605277567,0.05449649169497501,10,2,0,15,0.050958127112818816,0.04280218850227677,11,4,0,18,0.051775493823650216,0.045198280386885656,13,5,0,1.1025024539721997,1.4324068923059088
ma200_uncapped,ma250_top10_hist252_p2,sp500,1,2.0,1.2983356082274453,1.3479141796560166,0.04957857142857143,764,6130,1001,542,459,0.797609561752988,1.0000000000000002,247.89285714285714,101,68,0.3486456783760939,0.05535397446240802,PLTR,0.20407385941672573,1.0942617488107196,0,0,0.021638926803790752,0.0032963417496082335,30,18,12,0.30798648513866983,2022-05-27,2022-07-13,249.0,0.0,12,0.07921649711757302,0.0584860507065698,9,3,0,15,0.05854967867823981,0.049485869265627355,10,5,0,18,0.0590094822521766,0.0556584949750713,12,6,0,1.1000213225131596,1.4079986144414944
ma200_uncapped,ma250_top10_hist252_p3,sp500,1,2.0,1.3871906476102933,1.4314679491975955,0.04427730158730159,574,5177,1000,539,461,0.796812749003984,1.0000000000000002,221.38650793650794,92,64,0.34999387456074715,0.05540997424436642,PLTR,0.2128885465178645,1.1743021010924288,0,0,0.023119844126838224,0.0005767183234048716,30,18,12,0.3240693403484067,2022-05-27,2022-07-13,98.0,0.0,12,0.08175987544357387,0.061223182940715104,9,3,0,15,0.06292272724715381,0.04428230508052046,10,5,0,18,0.062230211987913106,0.051694990470569455,12,6,0,1.2100814412610872,1.488400933592608
ma200_uncapped,ma250_top10_hist252_p5,sp500,1,2.0,1.5397072791755564,1.5765101363184133,0.036802857142857144,385,3676,998,541,457,0.7952191235059761,1.0000000000000002,184.01428571428573,84,50,0.35416685210099963,0.05364876643749405,PLTR,0.22612481626775754,1.3135824629077988,0,0,0.025661787986259278,0.0045253659428990435,31,17,12,0.3166181328136326,2022-05-27,2022-07-13,85.0,0.0,12,0.08571988148505595,0.06577802361500015,10,2,0,15,0.06585748123035323,0.06419231391943496,11,4,0,18,0.06416718853184371,0.05762512447168188,13,5,0,1.3924958506041278,1.6802487908170916
ma200_uncapped,ma250_top15_histnative_p1,sp500,1,2.0,0.9523342233879194,0.9949075567212531,0.04257333333333333,1604,3193,1005,547,458,0.8007968127490039,1.0,212.8666666666667,133,94,0.28051084771563317,0.05336126731657256,STX,0.11699010672313258,0.8353441166647868,0,1,0.015872237056465323,0.0,28,21,11,0.2973347857887052,2025-02-18,2025-04-04,79.0,0.0,12,0.06536729500927353,0.06276070551766279,8,4,0,15,0.04489465081902698,0.06097267517938305,9,6,0,18,0.04365797462460133,0.054462169243515046,11,7,0,0.7820408900545865,1.0111013226270347
ma200_uncapped,ma250_top15_histnative_p2,sp500,1,2.0,1.0904197502483892,1.1350860972347359,0.04466634698634698,1080,10319,1004,543,461,0.8,1.0000000000000002,223.3317349317349,121,91,0.2815683305448704,0.05338383335323058,STX,0.12407125007118251,0.9663485001772067,0,1,0.018173662504139817,0.0,28,21,11,0.2863358718690206,2022-05-27,2022-07-13,254.0,0.0,12,0.07121532515776044,0.06992759733480616,9,3,0,15,0.05133192420163132,0.06495908640717074,10,5,0,18,0.049407281808726514,0.053306036080260244,12,6,0,0.9117543623030007,1.19772985385265
ma200_uncapped,ma250_top15_histnative_p3,sp500,1,2.0,1.244142106431511,1.2836154131248176,0.03947330669330669,830,8478,1003,546,457,0.799203187250996,1.0000000000000002,197.36653346653344,117,85,0.2786268906827617,0.05346854788784035,PLTR,0.13937321742722483,1.1047688890042862,0,1,0.020735701773858518,0.0013354628118817796,30,18,12,0.2807111035795113,2022-05-27,2022-07-13,249.0,0.0,12,0.07368360461432587,0.06744634051805017,9,3,0,15,0.05512798252672555,0.05935027012224926,10,5,0,18,0.05265319900724853,0.04785695295740608,12,6,0,1.0862488796582845,1.3644818166949773
ma200_uncapped,ma250_top15_histnative_p5,sp500,1,2.0,1.2851978095866823,1.3199837836126562,0.034785974025974026,585,6920,1001,547,454,0.797609561752988,1.0000000000000002,173.9298701298701,115,66,0.2889870692534733,0.05430737537246749,PLTR,0.16630006551775778,1.1188977440689245,0,0,0.021419963493111375,0.0061507003506767795,31,17,12,0.28832174043544634,2022-05-27,2022-07-13,243.0,0.0,12,0.07739541771698995,0.08079587036471927,10,2,0,15,0.0588985831629641,0.08021330262864838,11,4,0,18,0.05673136633091323,0.06059461430474408,13,5,0,1.1460539134827865,1.4290623223022056
ma200_uncapped,ma250_top15_hist252_p1,sp500,1,2.0,0.9686668654296949,1.011133532096362,0.042466666666666666,1600,3185,1002,545,457,0.798406374501992,1.0,212.33333333333334,133,94,0.27986715546958557,0.05354367719844562,STX,0.11699010672313258,0.8516767587065623,0,1,0.016144447757161583,0.0,29,19,12,0.29681953341185013,2025-02-18,2025-04-04,79.0,0.0,12,0.06605068340374824,0.06276070551766279,9,3,0,15,0.0452779568223354,0.06097267517938305,10,5,0,18,0.043977396294025015,0.054462169243515046,12,6,0,0.7988001987630288,1.0499993822290896
ma200_uncapped,ma250_top15_hist252_p2,sp500,1,2.0,1.073584503497359,1.1181382497511052,0.04455374625374625,1078,10263,1001,541,460,0.797609561752988,1.0000000000000002,222.76873126873124,118,94,0.28119785689468324,0.05376396689588827,STX,0.12410623092112315,0.9494782725762358,0,1,0.017893075058289312,0.0,29,19,12,0.2932693575744492,2022-05-27,2022-07-13,254.0,0.0,12,0.07151589171447224,0.06992759733480616,9,3,0,15,0.05174375749323197,0.06495908640717074,10,5,0,18,0.04975047621839373,0.053306036080260244,12,6,0,0.8953695184823733,1.1748628210663266
ma200_uncapped,ma250_top15_hist252_p3,sp500,1,2.0,1.1665816826781552,1.2059962370127095,0.03941455433455433,829,8445,1000,543,457,0.796812749003984,1.0000000000000002,197.07277167277164,115,87,0.2806903867137835,0.05399870246658686,PLTR,0.13775538172765237,1.0288263009505028,0,1,0.01944302804463592,0.0013354628118817796,30,18,12,0.30364366875793997,2022-05-27,2022-07-13,243.0,0.0,12,0.07381469964100562,0.06744634051805017,9,3,0,15,0.055479926783590504,0.05935027012224926,10,5,0,18,0.05294648588796934,0.04785695295740608,12,6,0,1.0089234653399382,1.264382112843232
ma200_uncapped,ma250_top15_hist252_p5,sp500,1,2.0,1.2818718927058623,1.31651409050806,0.034642197802197794,583,6900,998,546,452,0.7952191235059761,1.0000000000000002,173.210989010989,116,65,0.2929222483469595,0.05363024492038096,PLTR,0.16801670710909242,1.11385518559677,0,0,0.021364531545097702,0.0061507003506767795,31,17,12,0.28587781627664793,2022-05-27,2022-07-13,243.0,0.0,12,0.07686525097913244,0.08079587036471927,10,2,0,15,0.058067628977455855,0.08021330262864838,11,4,0,18,0.056038904509656366,0.06059461430474408,13,5,0,1.1433031014970712,1.4265898293666115
ma200_corr_capped,corr0.7_p1,sp500,1,2.0,1.25834576120284,1.3140657612028397,0.055720000000000006,1398,2786,1054,578,476,0.8398406374501992,1.0000000000000002,278.6,116,86,0.3068241804993867,0.04903221132805386,SNDK,0.18823903690170277,1.070106724301137,0,1,0.020972429353380662,0.006817581708504626,30,21,9,0.23995403168668117,2025-02-18,2025-04-04,74.0,0.0,12,0.06879947031777091,0.07380044490627462,9,3,0,15,0.04966948925071158,0.06194376231046107,10,5,0,18,0.04922914203935985,0.05878326160828132,12,6,0,1.0354657612028397,1.4047901404694716
ma200_corr_capped,corr0.7_p2,sp500,1,2.0,1.3129645028485863,1.371370534594618,0.05840603174603175,878,6802,1053,581,472,0.8390438247011952,1.0000000000000002,292.03015873015875,105,81,0.34247582782665814,0.050293582786266125,SNDK,0.21708242186741356,1.095882080981173,0,0,0.021882741714143106,0.003848152554246269,31,20,9,0.24335173749403308,2025-02-18,2025-04-04,67.0,0.0,12,0.0761754247796677,0.0775934602286385,10,2,0,15,0.05804210576327006,0.07597739859681596,11,4,0,18,0.05711223517861192,0.06477363147813306,13,5,0,1.0793403758644597,1.4981390396935563
ma200_corr_capped,corr0.7_p3,sp500,1,2.0,1.4284086889637373,1.4809120222970709,0.05250333333333333,668,5718,1052,575,477,0.8382470119521912,1.0000000000000002,262.51666666666665,99,70,0.34185135892635243,0.05109961124260438,SNDK,0.2345538556940976,1.1938548332696397,0,0,0.02380681148272896,0.008520088332126112,31,20,9,0.24480012799671372,2025-02-18,2025-04-04,56.0,0.0,12,0.08451462643423495,0.08338083076586214,10,2,0,15,0.06509502138036029,0.07870066599695892,11,4,0,18,0.06245198968093037,0.07029014386901214,13,5,0,1.2183953556304044,1.6371524402697284
ma200_corr_capped,corr0.8_p1,sp500,1,2.0,1.5266358191664644,1.5790358191664644,0.0524,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,118,76,0.3083299205178282,0.04882874084976705,SNDK,0.18823903690170277,1.3383967822647616,0,0,0.025443930319441074,0.005421122315282424,31,20,9,0.23938229896187455,2025-02-18,2025-04-04,70.0,0.0013057868812079907,12,0.08192812607391015,0.07521514880920052,9,3,0,15,0.06026651629843755,0.07361325794599725,10,5,0,18,0.05834002304196557,0.06578096148512859,12,6,0,1.3170358191664642,1.7130378984263201
ma200_corr_capped,corr0.8_p2,sp500,1,2.0,1.5572680345799637,1.6128580345799635,0.05559,837,6615,1053,569,484,0.8390438247011952,1.0000000000000002,277.95,106,72,0.3260697626831185,0.04888944533160164,PLTR,0.21340292291148827,1.3438651116684754,0,0,0.025954467242999397,0.004760838077993046,31,20,9,0.2368202424623507,2025-02-18,2025-04-04,56.0,0.002888196220175369,12,0.08246418827987316,0.07144415717177433,9,3,0,15,0.06375693633569511,0.06817148583002391,10,5,0,18,0.06336678295053957,0.06546571660247591,12,6,0,1.3349080345799635,1.7478403569572325
ma200_corr_capped,corr0.8_p3,sp500,1,2.0,1.5458052199407586,1.5944207754963142,0.04861555555555556,622,5511,1052,568,484,0.8382470119521912,1.0000000000000002,243.07777777777778,100,68,0.34098145289532716,0.0497952488629096,PLTR,0.23234923583170333,1.3134559841090552,0,0,0.025763420332345976,0.004584328298056469,30,21,9,0.23854734668286504,2025-02-18,2025-04-04,55.0,0.0008078596396954159,12,0.08387621772407992,0.07044436300405824,9,3,0,15,0.06595578968202911,0.06054481267864974,10,5,0,18,0.06436534590959485,0.05860734868058266,12,6,0,1.3513429977185363,1.7388865264301332
ma200_corr_capped,corr0.9_p1,sp500,1,2.0,1.476026859341087,1.526426859341087,0.0504,1265,2520,1054,575,479,0.8398406374501992,1.0000000000000002,252.0,113,77,0.3300729678399888,0.04677073769608999,SNDK,0.18823903690170277,1.2877878224393842,0,0,0.02460044765568479,0.007499979102022814,31,20,9,0.26490994290952524,2025-02-18,2025-04-04,108.0,0.001332441059792823,12,0.08300709120716569,0.07752733216592603,9,3,0,15,0.057992079150939374,0.07105344078505062,10,5,0,18,0.057145346756874056,0.058751788406015595,12,6,0,1.2744268593410872,1.6401381900530587
ma200_corr_capped,corr0.9_p2,sp500,1,2.0,1.5428925556125141,1.5944562064061645,0.05156365079365079,785,6344,1053,572,481,0.8390438247011952,1.0000000000000002,257.818253968254,104,73,0.3482751174794235,0.04746881692174338,PLTR,0.2109700402129786,1.3319225153995355,0,0,0.02571487592687523,0.011168288027115923,31,20,9,0.25226979938967997,2025-02-18,2025-04-04,71.0,0.0029044763466709797,12,0.08351111760922818,0.07522458635773108,9,3,0,15,0.06240592464185601,0.06735513581825758,10,5,0,18,0.061772145707224814,0.05882560145578382,12,6,0,1.3366379524379106,1.7211561090505185
ma200_corr_capped,corr0.9_p3,sp500,1,2.0,1.629811977022687,1.676294992895703,0.04648301587301587,598,5434,1052,571,481,0.8382470119521912,1.0000000000000002,232.41507936507938,99,66,0.3573079895455156,0.04880413296150036,PLTR,0.22905788044397135,1.4007540965787157,0,0,0.02716353295037812,0.0315877319003526,31,20,9,0.24215280977741357,2025-02-18,2025-04-04,57.0,0.0007820735404772833,12,0.08905856433922253,0.0771211258775417,9,3,0,15,0.06844512358123679,0.06449279659005243,10,5,0,18,0.06572338803272836,0.054387550835286444,12,6,0,1.443879913530624,1.8348348602629412
ma50_200,ma20_50_top5_p1,sp500,1,2.0,1.6042979920588976,1.6663379920588972,0.062040000000000005,778,1551,1107,606,501,0.8820717131474104,1.0,310.20000000000005,88,70,0.43162077006980615,0.04608762240695204,SNDK,0.37647807380340553,1.227819918255492,0,0,0.026738299867648294,0.013974887186031747,33,20,7,0.33472984582320187,2022-06-07,2022-09-23,355.0,0.0,12,0.10517748120334053,0.07846425189818607,11,1,0,15,0.07997726127573701,0.04510657818840859,11,4,0,18,0.07933073087846701,0.03644380078507585,13,5,0,1.3561379920588974,1.805100589845717
ma50_200,ma20_50_top5_p2,sp500,1,2.0,1.6783931496386135,1.7511464829719467,0.07275333333333334,497,2874,1106,599,507,0.8812749003984064,1.0,363.76666666666665,75,69,0.45714724386559397,0.04412209523163011,SNDK,0.3902224035700184,1.2881707460685952,0,0,0.027973219160643555,0.010571963450903915,30,23,7,0.35884352294664495,2022-06-07,2023-04-12,219.0,0.00025892144680849933,12,0.10490542100495152,0.06517986349783902,9,3,0,15,0.08059623715922903,0.05112055570741239,9,6,0,18,0.08335615890925197,0.04703604349041628,11,7,0,1.38737981630528,1.8142658897068231
ma50_200,ma20_50_top5_p3,sp500,1,2.0,1.6530449091136759,1.7181715757803424,0.06512666666666667,368,2232,1103,596,509,0.8788844621513944,1.0,325.6333333333333,68,65,0.4711816226758251,0.04683510460997408,SNDK,0.45797650173200394,1.195068407381672,0,0,0.027550748485227924,0.0,29,24,7,0.46334575793977517,2022-06-07,2022-10-12,343.0,0.004253327917978471,12,0.110996353461064,0.06682070962067052,9,3,0,15,0.08362266294554148,0.05071957169888994,9,6,0,18,0.08657116666144837,0.057309745467633955,11,7,0,1.3925382424470087,1.7026882115570925
ma50_200,ma20_50_top5_p5,sp500,1,2.0,1.8218096521479314,1.8773029854812644,0.055493333333333325,259,1455,1092,592,505,0.8701195219123506,1.0,277.4666666666667,66,54,0.4976661673478717,0.04521728169114601,SNDK,0.43699702116214945,1.384812630985782,0,0,0.03036349420246552,0.01514651080502867,32,21,7,0.36467168076388473,2022-06-07,2022-10-12,189.0,0.0,12,0.10915937962716384,0.05613426877655185,10,2,0,15,0.08582189533004932,0.03366631587359423,11,4,0,18,0.08715027891886691,0.03682744731732904,13,5,0,1.5998363188145976,1.9846161102655382
ma50_200,ma20_50_top10_p1,sp500,1,2.0,1.0741275675512028,1.1276875675512028,0.05356,1344,2678,1107,613,494,0.8820717131474104,1.0000000000000002,267.8,127,108,0.3366754983092054,0.04151900973276528,SNDK,0.18823903690170277,0.8858885306495,0,1,0.017902126125853384,0.0,29,24,7,0.3674750585470264,2022-06-07,2022-09-23,360.0,0.0,12,0.08433129381604636,0.07414896708217741,9,3,0,15,0.05933245241119165,0.04008504388925492,9,6,0,18,0.05784496110699121,0.03991733311828088,11,7,0,0.859887567551203,1.1396463904523155
ma50_200,ma20_50_top10_p2,sp500,1,2.0,1.2128826815691973,1.2715491895057052,0.05866650793650794,913,6821,1106,611,495,0.8812749003984064,1.0000000000000002,293.3325396825397,119,99,0.35093517445984124,0.04253258856336578,SNDK,0.20264107905781317,1.010241602511384,0,1,0.020214711359486617,0.006815214298065159,32,21,7,0.3568352533765597,2022-06-07,2022-09-23,331.0,0.0,12,0.08735357781917162,0.06608247869329739,9,3,0,15,0.06400779859312232,0.039832693451766876,10,5,0,18,0.061478054211211206,0.03621854526142373,12,6,0,0.9782166498231655,1.2981081616501524
ma50_200,ma20_50_top10_p3,sp500,1,2.0,1.1914450311230997,1.2460461422342106,0.054601111111111114,703,5893,1105,601,504,0.8804780876494024,1.0000000000000002,273.0055555555556,108,92,0.36826346832394136,0.0425137186850051,SNDK,0.22108085445069756,0.9703641766724022,0,1,0.01985741718538499,0.0,29,24,7,0.37725501618878704,2022-06-07,2022-09-23,373.0,0.0,12,0.09146392424075989,0.07053022041547838,9,3,0,15,0.06722971484579296,0.03947609679811817,9,6,0,18,0.06474140002111567,0.03283151809894657,11,7,0,0.9730405866786549,1.2685817876565924
ma50_200,ma20_50_top10_p5,sp500,1,2.0,1.2396454214411892,1.2908614531872211,0.051216031746031745,520,4360,1102,602,501,0.8780876494023905,1.0000000000000002,256.0801587301587,97,80,0.3646493747791504,0.04311476983490431,SNDK,0.22789856438077447,1.0117468570604147,0,0,0.020660757024019816,0.0,27,26,7,0.3726456968529973,2022-06-07,2022-09-23,582.0,0.0,12,0.10034715688463397,0.07488631794690817,9,3,0,15,0.07407023849829453,0.05327487549320114,9,6,0,18,0.07010276777249587,0.05141916295215282,11,7,0,1.034781294457062,1.3480411952420936
ma50_200,ma20_50_top15_p1,sp500,1,2.0,0.7369464839397076,0.7858664839397073,0.04892,1842,3669,1107,609,498,0.8820717131474104,1.0000000000000002,244.60000000000002,156,120,0.28920756160694133,0.041741745891739755,SNDK,0.12549269126780183,0.6114537926719058,0,1,0.012282441398995125,0.0,29,24,7,0.3502939148105776,2022-06-07,2022-09-23,376.0,0.0,12,0.06656120457712039,0.05886692603077298,9,3,0,15,0.04211094780554195,0.04323783980608414,9,6,0,18,0.04199550874401153,0.03819997104448525,11,7,0,0.5412664839397074,0.7663361828604911
