campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,metadata_json
CAM-0620,RUN-0012,sector__mom252_skip21__top1__abs0,etf,1,-1.0,1.7508749140505084,1.7467749140505084,-0.0041,21,41,1543,880,654,0.8422489082969432,1.0,41.0,6,1,0.9958510911233311,0.02835244366767065,XLE,0.6482307403391298,1.1026441737113788,0,0,0.01989630584148305,0.010544531912006282,50,24,14,0.24390192843096567,2020-03-02,2020-03-20,23,0.03355916831377659,12,0.007882407445257924,0.005161936262181553,7,5,0,15,0.008748669406969667,0.01089017117656934,10,5,0,18,0.009066457569711217,0.011792367190356322,12,6,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 252, ""skip"": 21, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom252_skip21__top1__abs1,etf,1,-1.0,1.7508749140505084,1.7467749140505084,-0.0041,21,41,1543,880,654,0.8422489082969432,1.0,41.0,6,1,0.9958510911233311,0.02835244366767065,XLE,0.6482307403391298,1.1026441737113788,0,0,0.01989630584148305,0.010544531912006282,50,24,14,0.24390192843096567,2020-03-02,2020-03-20,23,0.03355916831377659,12,0.007882407445257924,0.005161936262181553,7,5,0,15,0.008748669406969667,0.01089017117656934,10,5,0,18,0.009066457569711217,0.011792367190356322,12,6,0,open_to_next_open,"{""absolute_gate"": true, ""control_family"": ""sector_gate_ablation"", ""formation"": 252, ""skip"": 21, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom126_skip0__top1__abs0,etf,1,-1.0,1.4902981934913404,1.4833981934913405,-0.0069,35,69,1686,928,744,0.9203056768558951,1.0,69.0,4,4,1.0,0.030464382908549803,XLK,0.7981136862861735,0.6921845072051669,0,0,0.016935206744219777,0.012106279414851883,51,30,7,0.3125031355017072,2020-01-23,2020-03-20,42,0.020467485891272313,12,0.0357269774385992,0.03455818249300881,9,3,0,15,0.0219289316580098,0.019569112476060545,9,6,0,18,0.0216452455119747,0.016745601279922206,12,6,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 126, ""skip"": 0, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom126_skip0__top1__abs1,etf,1,-1.0,1.2809801937413452,1.2738801937413453,-0.0071,36,71,1665,913,739,0.9088427947598253,1.0,71.0,4,4,1.0,0.031295605827021816,XLK,0.7981136862861735,0.4828665074551717,0,0,0.014556593110697104,0.010244680696681562,51,30,7,0.3125031355017072,2020-01-23,2020-03-20,42,0.02230382750695154,12,0.0357269774385992,0.03455818249300881,9,3,0,15,0.0219289316580098,0.019569112476060545,9,6,0,18,0.0216452455119747,0.016745601279922206,12,6,0,open_to_next_open,"{""absolute_gate"": true, ""control_family"": ""sector_gate_ablation"", ""formation"": 126, ""skip"": 0, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom63_skip0__top1__abs0,etf,1,-1.0,1.2711934636159965,1.2614934636159965,-0.0097,49,97,1750,942,799,0.9552401746724891,1.0,97.0,11,0,0.910701367197679,0.0309030649892518,XLE,0.5333679402861681,0.7378255233298284,0,0,0.014445380268363596,0.014656832671927699,51,33,4,0.30434059619278064,2020-02-19,2020-03-20,53,0.02239778362353827,12,0.030977724639361177,0.029215483619473202,8,4,0,15,0.008632601240663205,0.002626015721394648,8,7,0,18,0.01467333088074688,0.011093430330609222,11,7,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 63, ""skip"": 0, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom126_skip21__top1__abs0,etf,1,-1.0,1.2685332354041197,1.2612332354041196,-0.0073,37,73,1664,907,744,0.9082969432314411,1.0,73.0,8,2,0.9285261334449108,0.03364299572337719,XLE,0.44400392029521873,0.8245293151089009,0,0,0.014415150402319539,0.0062596177282678855,49,31,8,0.3239828876876027,2020-02-19,2020-03-23,41,0.022423459753438492,12,0.02280638759752252,0.02986114530741053,9,3,0,15,0.00894193861585935,0.0037421788179947887,9,6,0,18,0.005778236687980862,0.008932134450889327,11,7,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 126, ""skip"": 21, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom126_skip21__top1__abs1,etf,1,-1.0,1.1725941917747158,1.1648941917747155,-0.0077,39,77,1623,884,728,0.8859170305676856,1.0,77.0,8,2,0.9227281746746369,0.034718345565063986,XLE,0.4378192051107218,0.734774986663994,0,0,0.013324933997439952,0.003799681479988236,49,31,8,0.3239828876876027,2020-02-19,2020-03-23,68,0.023390490629841033,12,0.02280638759752252,0.02986114530741053,9,3,0,15,0.00894193861585935,0.0037421788179947887,9,6,0,18,0.005778236687980862,0.008932134450889327,11,7,0,open_to_next_open,"{""absolute_gate"": true, ""control_family"": ""sector_gate_ablation"", ""formation"": 126, ""skip"": 21, ""top_k"": 1}"
CAM-0620,RUN-0012,sector__mom63_skip0__top3__abs0,etf,1,-1.0,1.1538297735140244,1.1459611955896745,-0.007868577924349966,110,359,1750,977,773,0.9552401746724891,1.0000000000000002,78.68577924349967,10,1,0.8242314807547223,0.03455417827855422,XLK,0.37936848200638784,0.7744612915076365,0,0,0.013111701971750279,0.015837192184448734,53,31,4,0.3171786679820357,2020-02-18,2020-03-20,90,0.006792399232981519,12,0.019993893060141227,0.015837192184448734,10,2,0,15,0.010160277453106896,0.010919591495474994,11,4,0,18,0.014530708132372542,0.013330046130341775,13,5,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 63, ""skip"": 0, ""top_k"": 3}"
CAM-0620,RUN-0012,sector__mom126_skip0__top5__abs0,etf,1,-1.0,1.103258479175202,1.0992791645445308,-0.003979314630671324,89,489,1686,949,737,0.9203056768558951,1.0000000000000002,39.79314630671324,10,1,0.7558831108605156,0.0377282410800801,XLC,0.24334540809429464,0.8599130710809074,0,0,0.012537028172445478,0.011455399192203713,54,27,7,0.3124193650852248,2020-02-18,2020-03-20,81,0.012035683426290434,12,0.016229493336521794,0.018156008500693183,9,3,0,15,0.0092780473556621,0.015021485776986278,10,5,0,18,0.010204473181989589,0.015969979712193213,12,6,0,open_to_next_open,"{""absolute_gate"": false, ""control_family"": ""sector_gate_ablation"", ""formation"": 126, ""skip"": 0, ""top_k"": 5}"
CAM-0620,RUN-0012,sector__mom252_skip21__top3__abs1,etf,1,-1.0,1.0939579772772148,1.0895999864253576,-0.004357990851856959,55,271,1543,850,693,0.8422489082969432,1.0000000000000002,43.57990851856959,10,1,0.8039024279211292,0.038834524362915845,XLC,0.3096142568903706,0.7843437203868442,0,0,0.012431340650877441,0.006900533439771624,49,25,14,0.2595780168370572,2020-03-02,2020-03-20,42,0.013057338313663772,12,0.010783050423136964,0.01176157718424956,8,4,0,15,0.006620898024190342,0.006277586836399611,10,5,0,18,0.010030259164649353,0.006900533439771624,12,6,0,open_to_next_open,"{""absolute_gate"": true, ""control_family"": ""sector_gate_ablation"", ""formation"": 252, ""skip"": 21, ""top_k"": 3}"
