symbol,decision_date,entry_date,exit_date,net_pnl,position_return,holding_sessions,close_mfe,close_mae,terminal_giveback,winner,large_winner,large_loser,momentum_126_21,volatility_63,dollar_volume_median63,relative_volume_1_20,distance_sma50,distance_sma200,market_cap,revenue_cagr,eps_cagr
AMD,2025-11-07,2025-11-10,2025-12-26,-0.0373898655414324,-0.11216959662429721,33,0.06919693559378026,-0.1818200590579634,0.1813038181179919,False,False,True,1.404894671623294,0.7066661568441414,9156138762.699999,0.9213274248947032,0.17153560757921427,0.6382359816710339,378446423245.48,0.16148903944636417,-0.2692653269454688
AMGN,2022-05-20,2022-05-23,2022-07-22,0.00048151178567588547,0.0014445353570276564,42,0.028276193527715376,-0.07597725088112783,0.04321531560397307,True,False,False,0.21844891729466775,0.18316451742554413,855233548.9200001,1.0991044999063921,0.02020879036626111,0.10060337522815277,137864769075.0,0.03038989958471383,-0.06606204512718361
AMGN,2022-08-19,2022-08-22,2022-09-02,-0.007796998909529391,-0.023390996728588177,10,-0.012320985678854202,-0.043443475478038174,0.01812144971597729,False,False,False,0.06260268050151296,0.15111586399844387,757998253.8,1.0285414542606794,0.021668195272778856,0.07130159984199103,139736387758.2,0.03038989958471383,-0.06606204512718361
AMGN,2022-09-09,2022-09-12,2022-09-16,-0.015868847638322803,-0.04760654291496841,5,-0.0015966386554621126,-0.0468067226890756,0.02722689075630269,False,False,False,0.045973196132940375,0.15465758234701163,743255174.55,0.9797845954980868,0.004424186634982119,0.04722091566825393,137970604655.3,0.03038989958471383,-0.06606204512718361
APP,2024-11-22,2024-11-25,2025-06-13,0.13062007214246302,0.39186021642738905,137,0.4829360465116279,-0.362296511627907,0.42337209302325585,True,True,False,1.297355873428693,1.0750320383365564,583451491.68,1.175594616073258,0.8385571317383471,2.2530330963983474,,0.3130382255184565,
APP,2025-10-10,2025-10-13,2025-11-21,-0.023918403817361735,-0.07175521145208522,30,0.10393220338983067,-0.11820338983050849,0.22213559322033916,False,False,False,1.0947026670090594,0.6374686625420439,2853389700.0,0.9788127879542968,0.06393346033301195,0.4724445346454915,,0.19015694619252455,2.691100174305136
ARM,2024-07-05,2024-07-08,2024-09-13,-0.06286903677551778,-0.18860711032655333,49,0.029938135218736228,-0.4084732655766681,0.21591913389306228,False,False,True,0.9696400625978097,0.7470747319302908,1118676549.6000001,1.307549800911203,0.3918014376596779,0.8938418000851855,188497482751.43,,
ARM,2024-11-29,2024-12-02,2024-12-06,0.010691561083573187,0.03207468325071956,5,0.05290611028315961,0.02794336810730247,0.003055141579731968,True,False,False,0.6203169272746345,0.5639993690224618,730726561.0500001,0.552215944095997,-0.06155681358391085,-0.006744911361284411,139705982442.13,,
ASML,2021-06-04,2021-06-07,2021-07-23,0.037967361555256464,0.1139020846657694,34,0.09991472845423277,-0.013393513481725239,0.0,True,False,False,0.7575641411790468,0.43327076838050343,603452701.1999999,0.6409317590849329,0.06305422183279696,0.35353259031333795,284604039432.19995,0.15964722762990946,0.20967280867403582
ASML,2021-09-03,2021-09-07,2021-09-17,-0.008740126371911884,-0.026220379115735652,9,0.027782593119070054,-0.013625489720209383,0.03406950271007414,False,False,False,0.430847616304191,0.24947477001311616,467875150.58,1.4309332609774366,0.13376678971860123,0.3820411554672891,357412775145.57,0.15964722762990946,0.20967280867403582
ASML,2021-10-01,2021-10-04,2021-10-22,0.03300464366594481,0.09901393099783444,15,0.09887501714912883,-0.021896007682809637,0.0,True,False,False,0.6496963761018597,0.2956256405674451,580108278.26,1.3648207250648263,-0.08641399666812855,0.1264606644190902,308974275561.54,0.15964722762990946,0.20967280867403582
ASML,2023-02-10,2023-02-13,2023-02-17,-0.00858431901685228,-0.02575295705055684,5,0.02783972812646973,-0.010923490055072649,0.03876321818154238,False,False,False,0.4422048723742198,0.475367538904898,690608047.9399999,0.6666328352691494,0.05938563864643975,0.22320072689450998,264247568692.55002,0.19356756555896082,0.33102697445020857
ASML,2023-04-21,2023-04-24,2023-04-28,-3.2354029769474275e-05,-9.706208930842283e-05,5,-0.006195090741694442,-0.05472590234539587,0.0,False,False,False,0.3862022685946831,0.32501178719689283,679277774.52,1.0319626089326464,-0.012532173985583483,0.12583609925925532,250355143597.17,0.21442805666614695,0.319455901999091
ASML,2023-05-12,2023-05-15,2023-05-19,0.021669924033760616,0.06500977210128185,5,0.07582550086569362,0.007992208755874364,0.002983551817956842,True,False,False,0.66535689258184,0.30237176129546295,635238109.1999999,0.4209786231496324,0.010926265816262992,0.12677620038313275,255500589516.61,0.21442805666614695,0.319455901999091
ATVI,2022-07-29,2022-08-01,2022-08-05,0.002858203474727338,0.008574610424182014,5,0.008628235588345579,-0.008128048018006817,0.002125797173940125,True,False,False,0.1693415329233534,0.15387660676618856,436727386.43999994,0.8991097565756305,0.030724485217902497,0.06746634293307574,62299829295.6,0.05483497980764929,0.12746701713689035
AVGO,2022-03-25,2022-03-28,2022-04-22,-0.026090225806797256,-0.07827067742039177,19,0.02490892822905355,-0.08313095162011885,0.08710935003515041,False,False,False,0.19980968536025157,0.37993995872398756,1702155514.4,0.5665823840507285,0.07712323638133722,0.1650027519385373,2596440522561.6,0.09638415009982082,-0.19263636541220386
AVGO,2022-04-29,2022-05-02,2022-05-06,0.005410594565063009,0.016231783695189027,5,0.08349786409161064,0.034479663998276955,0.042287396345622064,True,False,False,0.2893070196943677,0.3720031997456186,1515853952.34,1.3628889244441098,-0.06613481658415477,-0.0007870025709832973,2288931991195.1997,0.09638415009982082,-0.19263636541220386
AVGO,2022-06-03,2022-06-06,2022-06-10,-0.024399973249578297,-0.0731999197487349,5,0.0025720884658455567,-0.05292903135498317,0.055501119820828726,False,False,False,0.12398756214273488,0.4163060171424229,1589186247.42,0.6379918773242943,-0.03693010272152897,-0.003713084153719848,2325801636537.6,0.09638415009982082,-0.19263636541220386
AVGO,2023-09-08,2023-09-11,2023-09-22,-0.01226097001547667,-0.036782910046430015,10,0.0033035210700185225,-0.06953508983965828,0.048988800257835696,False,False,False,0.3845390186345501,0.3312723246152116,1969287102.6399999,0.8311069536870537,-0.020238465194501454,0.2357514101335072,3583582593570.0,0.13736577210625556,0.6064973430784248
AVGO,2024-09-13,2024-09-16,2024-09-20,0.013930044992652808,0.04179013497795843,5,0.03577698407893948,-0.021308795931957225,0.0,True,False,False,0.259856988774815,0.6234017174198253,5005554549.12,1.2264338344324381,0.06344402139495386,0.23456331123588425,78502492015.61,0.1451066712062119,0.736878930769326
AVGO,2024-10-18,2024-10-21,2024-10-25,-0.010237231509454821,-0.030711694528364464,5,0.0034006020738097664,-0.0447653027093321,0.03896755491136128,False,False,False,0.3120689655172406,0.5841184522278907,3980831567.52,0.9259701888973793,0.08219938722091502,0.24384585327901576,84213806957.40999,0.1451066712062119,0.736878930769326
AVGO,2025-06-27,2025-06-30,2025-07-18,0.01409078476919747,0.042272354307592415,14,0.04266006624686036,-0.03636297455683768,0.011320205292469021,True,False,False,0.4604733439063089,0.5911489721571342,5011204818.18,1.0812543665449577,0.187638506384191,0.3388687491083737,1262539380618.6,0.23317914533296547,-0.5644794490306058
AVGO,2025-09-19,2025-09-22,2025-10-17,0.011463641546477225,0.03439092463943168,20,0.041687960867343055,-0.05196758414251301,0.021522961232386617,True,False,False,0.2729856162287416,0.3991135968058843,5412604994.17,1.6380389728282014,0.12142422892737437,0.4425181966640668,1616856632450.64,0.23317914533296547,-0.5644794490306058
AVGO,2025-10-24,2025-10-27,2025-10-31,0.004514110693089107,0.01354233207926732,5,0.06759971234164963,0.0014106322951816797,0.04522321181611999,True,False,False,0.8748256819322802,0.45024802070171155,6557181147.5,0.8066408339893684,0.06777586144512937,0.3873930698907144,1659933435524.28,0.23317914533296547,-0.5644794490306058
AZN,2022-07-22,2022-07-25,2022-07-29,0.000947468426647487,0.0028424052799424612,5,0.019717458638664143,-0.0003777290926948451,0.019037546271813532,True,False,False,0.1235855728429982,0.2966266305854816,445392551.24,0.6111738861061529,0.004526140772215026,0.05537611016670896,,,
AZN,2022-08-05,2022-08-08,2022-08-19,0.01174810479676464,0.03524431439029392,10,0.0226857490864798,-0.01568209500609019,0.0,True,False,False,0.1685000873057445,0.2871652593022358,429146286.6,1.1219955392828636,0.010748869547114737,0.06282121650616257,,,
AZN,2022-09-02,2022-09-06,2022-09-09,0.005269768368473614,0.01580930510542084,4,0.0009870044415201118,-0.015956571804573105,0.0,True,False,False,0.12336892052194526,0.27578731002469953,403198844.71999997,2.1206532635507642,-0.08086676278517524,-0.02887298701963703,,,
BIDU,2021-02-19,2021-02-22,2021-03-05,-0.08425887544676758,-0.25277662634030273,10,0.04137075515583821,-0.1918436966971624,0.22971003256318812,False,False,True,1.0835329819517656,0.7160698127538445,1834170876.1200001,2.1873001874649862,0.45549045031095825,1.241762227846432,,0.15052751624220462,
BIDU,2021-03-12,2021-03-15,2021-04-30,-0.06158985642610597,-0.18476956927831792,34,0.05384644636270286,-0.22219264554892204,0.25402137125907887,False,False,True,1.4402086677367594,0.8658797118529051,2758201006.44,0.5115598252101203,0.0002975341009663346,0.6009131111603179,,0.08078588381116258,
BIIB,2021-07-16,2021-07-19,2021-07-30,0.0033256401053886643,0.009976920316165993,10,0.03435681564937476,-0.0018261730840657409,0.02305930419710278,True,False,False,0.5955555555555567,0.8427393775406166,397722675.75,0.9626710479259561,-0.014010155737919194,0.15456466862105445,49451224997.22,0.03082614889201052,0.2765395741739416
BIIB,2021-08-06,2021-08-09,2021-08-13,-0.004142356813045993,-0.01242707043913798,5,0.0066472543310096555,-0.008147298449954321,0.0,False,False,False,0.489606458123109,0.8355596645043986,444566675.70000005,0.7465652805333676,-0.014732644805322659,0.19394054105873737,51794148540.0,0.03082614889201052,0.2765395741739416
BKNG,2023-04-28,2023-05-01,2023-05-12,-0.010421003959991843,-0.03126301187997553,10,0.01333049785100271,-0.041420427411652416,0.03179844197707726,False,False,False,0.5407570274868787,0.23492988731017264,844174003.12,1.0701848081665424,0.048384503371302845,0.25905692239695655,2528380021840.75,0.042902889648901654,-0.11940587409096393
CEG,2024-05-24,2024-05-28,2024-05-31,-0.02646266419764022,-0.07938799259292066,4,-0.006316060840422799,-0.0665549540259518,0.060238893185529,False,False,False,0.6453137306379619,0.5006477451727954,495953797.91999996,0.9914466424398218,0.18873477550473416,0.6578632591680995,73032803658.94,0.057939170504436976,
CEG,2024-06-07,2024-06-10,2024-07-05,0.01193015279609265,0.03579045838827795,18,0.1144690021550645,0.0037087154813812973,0.05553049666716792,True,False,False,0.667602020363985,0.36408391272274765,500298199.77,1.68003039671061,-0.012349620253417237,0.3756911892885071,62699974524.0,0.057939170504436976,
CEG,2024-07-12,2024-07-15,2024-07-19,-0.0338392782578508,-0.10151783477355239,5,-0.018986175115207393,-0.13976958525345629,0.10866359447004603,False,False,True,0.9630428918262732,0.3988514125135996,567418412.5500001,0.7168849929065771,0.02017612767188992,0.39091332734409145,68760972061.31999,0.057939170504436976,
CEG,2024-08-30,2024-09-03,2024-09-27,0.09579071130678253,0.2873721339203476,19,0.3445524296675193,-0.11452685421994879,0.029974424552429824,True,True,False,0.45549180327868743,0.5429430125293281,593299767.6899999,0.9035413227616866,0.009301790984733715,0.16412471817913588,62288308024.6,0.057939170504436976,
CEG,2024-10-25,2024-10-28,2024-11-22,-0.016014702722139985,-0.048044108166419956,20,0.00033721758027671633,-0.15965378995091606,0.06403387163250795,False,False,False,0.3887717020931354,0.6698381190112809,605778297.1800001,0.7156530324560744,0.14792872691530579,0.3716118215602584,83729799312.58,0.057939170504436976,
COST,2022-04-08,2022-04-11,2022-04-29,-0.03661822985181767,-0.10985468955545301,14,0.007915963860452013,-0.11200921859082469,0.1199251824512767,False,False,True,0.14332317465768085,0.23875853450879006,1441580676.86,1.3954615108275312,0.11830922916356057,0.21766676102954974,265111959552.43997,0.11480238021403699,0.16767763094730292
COST,2022-05-06,2022-05-09,2022-06-03,-0.013672241059007302,-0.04101672317702191,19,0.010804273331989522,-0.16059262245515016,0.05081636766780895,False,False,False,0.30144211510215024,0.28156273687323463,1422781668.84,1.4628838025507882,-0.09414512825865518,-0.008416033457291139,222396433504.96,0.11480238021403699,0.16767763094730292
CRWD,2023-12-29,2024-01-02,2024-05-10,0.10282195406024618,0.30846586218073857,91,0.3303773809997217,-0.028273750347953985,0.054837555175567765,True,True,False,0.4640604508836561,0.34623751391434804,578550389.4,0.6856157759744356,0.17477518597999753,0.5371328787316425,,,
CRWD,2024-05-31,2024-06-03,2024-06-14,0.0629174256399354,0.1887522769198062,10,0.21291918464476933,-0.043178758180167254,0.0060588032689357085,True,False,False,0.6919993127541366,0.42963242113991035,776993348.9499999,2.039835758495431,-0.01291235384229994,0.23212980670367078,,,
CSX,2022-04-14,2022-04-18,2022-04-22,-0.005619801189378748,-0.016859403568136245,5,0.04610951008645525,-0.005187319884726205,0.05129682997118146,False,False,False,0.15429497568881567,0.309267953561556,592473119.33,0.9781946696307406,-0.0029122016699655306,0.023950093385066262,76900233906.64,0.007345564246212133,-0.24080503877657733
DASH,2024-05-10,2024-05-13,2024-06-07,-0.007411037957679513,-0.02223311387303854,19,0.017855595042038708,-0.04559244170928323,0.036057900667417986,False,False,False,0.7309345450079829,0.429164373578946,433244265.0,1.091264154379697,-0.12224382727372796,0.12761274102243658,,0.4413319257025621,
DASH,2025-08-15,2025-08-18,2025-08-29,-0.011897558096750615,-0.03569267429025185,10,0.017470581147837283,-0.020763886099843476,0.032451102453913916,False,False,False,0.38794070749424203,0.3194317974327197,787325395.6800001,1.02867236453937,0.035985023332638644,0.2537139062780609,,0.2992386451429454,
DDOG,2022-01-07,2022-01-10,2022-02-04,0.04113998957085627,0.1234199687125688,19,0.07833076177831999,-0.10194122501704406,0.0,True,False,False,0.9382010582010563,0.5981709551218191,568687292.76,0.7407100299446587,-0.17705812731647352,0.11861226420378523,,0.8157707115007959,
DOCU,2020-06-26,2020-06-29,2020-07-24,0.048344904263825275,0.14503471279147584,19,0.2052882433045844,-0.02593054925102145,0.12182251475260997,True,False,False,0.7874125874125881,0.5797399175184809,470544708.7,1.3911114773328974,0.34723202160669464,0.9959458403839032,48334465352.55,0.3670749689008841,
DOCU,2020-08-21,2020-08-24,2020-09-11,-0.006202617414896269,-0.01860785224468881,14,0.2645246271816344,-0.06882438726066709,0.3333490144423015,False,False,False,1.670388806672947,0.5475258551060234,898596144.84,0.9700903279128362,0.0870217321596658,0.8164274420720996,57207669376.05001,0.3670749689008841,
DOCU,2020-10-02,2020-10-05,2020-11-20,-0.010178284672961444,-0.030534854018884335,35,0.05437404078053043,-0.1335233501425127,0.08270116202587141,False,False,False,1.9927765237020334,0.6912944853316482,956145281.0,0.9508610917190111,0.033034187103803125,0.5981291338421251,59409639331.575005,0.3670749689008841,
DXCM,2020-05-15,2020-05-18,2020-06-26,-0.02559496081251464,-0.07678488243754392,29,-0.02489294621429572,-0.18862641758034904,0.07383181967907393,False,False,False,1.0021899718899139,0.7778359019397431,418925672.20000005,0.8374555143769721,0.4044257245956555,0.8673425928605987,153046483750.64,0.3708667410770967,
ENPH,2022-11-25,2022-11-28,2023-02-03,-0.10694494225411977,-0.3208348267623593,47,0.06135986733001664,-0.3429045249940772,0.3571665482113243,False,False,True,0.7613300343974405,0.5679112531699775,1030700090.1899999,0.46022453717536876,0.12718462156281407,0.4093783757578273,42781701047.08,0.6348977211810651,
GILD,2022-10-14,2022-10-17,2022-10-21,0.00966994516745429,0.029009835502362868,5,0.014213046080191472,-0.010173548773189767,0.0,True,False,False,0.12126962221838777,0.26882957277071096,482970498.35999995,1.1543728066904284,0.030929441238424005,0.04749089757796421,82969684527.08,0.07258801100253698,0.05738081479452872
GILD,2022-10-28,2022-10-31,2022-11-04,0.004753813835954211,0.014261441507862634,5,0.02920830130668728,-0.002305918524212247,0.0,True,False,False,0.05715722427086778,0.3713156330108556,516145791.15000004,3.7153310261402543,0.21410673479265063,0.2578766052723864,99395600611.48,0.07258801100253698,0.05738081479452872
GILD,2022-11-11,2022-11-14,2022-11-25,0.020960371751439298,0.0628811152543179,9,0.056460502143294455,0.014696876913655732,0.0,True,False,False,0.07089912987431424,0.3516928361598173,539532890.0,1.2584807939816467,0.19128044448068193,0.28666006195845317,102593011757.68,0.07258801100253698,0.05738081479452872
GILD,2022-12-02,2022-12-05,2022-12-09,-0.0008994840444356425,-0.0026984521333069276,5,0.018556466302367847,-0.0005692167577413532,0.017076502732240373,False,False,False,0.2545103092783503,0.3421911756369108,622694174.57,0.8443271196999205,0.19723840414831084,0.36853431711628604,111633535037.72,0.07258801100253698,0.05738081479452872
GILD,2023-01-27,2023-01-30,2023-02-10,0.014343254662675334,0.04302976398802601,10,0.03807471264367823,-0.025502873563218342,0.0,True,False,False,0.366500562610514,0.3157827788447993,663811212.84,0.7477254419624577,-0.023711691206992347,0.19888573643843754,104987935400.52,0.07258801100253698,0.05738081479452872
GILD,2023-03-10,2023-03-13,2023-03-24,0.003679257848087744,0.011037773544263232,10,0.01826513078342784,-0.01597403423916499,0.0,True,False,False,0.3817741935483874,0.21319513106854737,591904938.86,1.0456254832565803,-0.052061497957460734,0.09090909090909083,99144859743.0,0.06712343599949011,-0.048078374485699404
GOOG,2021-07-09,2021-07-12,2021-07-16,-0.00047407478593003123,-0.0014222243577900937,5,0.017322185722483008,0.005626436936537971,0.001825414858261043,False,False,False,0.36929232527974953,0.18520898846657366,3059104061.79,0.7079767572992302,0.05864685169507533,0.28496179337427185,,0.18079401445110665,0.4820428351997046
GOOG,2021-08-13,2021-08-16,2021-09-03,0.015858801208371152,0.04757640362511346,15,0.056826086956521804,-0.010362318840579587,0.0077318840579709835,True,False,False,0.4964261285909706,0.1497991236966913,2860771978.71,0.6975962973643758,0.058031586989283124,0.2788568254799699,,0.18079401445110665,0.4820428351997046
GOOGL,2021-08-13,2021-08-16,2021-08-20,0.00028887769220392937,0.0008666330766117881,5,0.005705185232099508,-0.015094685220446658,0.006398841460667937,True,False,False,0.4537702103305199,0.16728890393801302,3087872557.0,0.7516605726314232,0.08100732277433287,0.2894186245918917,,0.18079401445110665,0.4820428351997046
INTC,2024-01-26,2024-01-29,2024-02-09,0.0026271255514182922,0.007881376654254877,10,0.0029741477922673454,-0.027682452528025592,0.012125371768474169,True,False,False,0.4809384164222863,0.4450944896860241,1649996099.26,3.216904984786731,-0.04677672955974854,0.1863895434642575,180580050000.0,-0.042981438180170084,-0.255313749498739
INTU,2021-09-10,2021-09-13,2021-09-17,-0.005079974061671429,-0.015239922185014288,5,0.004717725670390527,-0.022396043424121936,0.019344429049965806,False,False,False,0.33965113644944434,0.1260995525449745,579139173.8,0.9890125984995045,0.06515469692708731,0.30424268504164353,154946898676.02,0.16928220484864243,0.1409193384405154
INTU,2021-10-22,2021-10-25,2021-11-05,0.011693255169564046,0.03507976550869214,10,0.05956330399458376,0.019905213270142275,0.018618821936357444,True,False,False,0.5504444265420665,0.204621192066872,617049160.65,0.9998235359187809,0.06533988453648698,0.276113564603357,161342711653.19998,0.16928220484864243,0.1409193384405154
INTU,2024-01-19,2024-01-22,2024-01-26,0.007362615213263408,0.022087845639790226,5,0.023844864735456106,0.006479929774160231,0.00020748543611825987,True,False,False,0.35879858501966466,0.23914219312068305,749863306.0799999,1.1033492842747146,0.06365082957858093,0.22982992834557536,174371851354.74,0.23242170575090793,0.06763168060047486
ISRG,2021-09-17,2021-09-20,2021-09-24,0.00011388678602884585,0.00034166035808653756,5,0.019953143303397036,-0.010162046075751774,0.0014740335806326943,True,False,False,0.354188109911012,0.19360473419235766,491958710.53999996,1.7915658228283686,0.024638461968544023,0.21436945118642114,366316976899.38,0.11567570667449578,0.15190565796680833
KLAC,2022-02-25,2022-02-28,2022-03-04,-0.020345490375735905,-0.06103647112720772,5,-0.01392111368909521,-0.06032482598607891,0.0464037122969837,False,False,False,0.2060715530627113,0.5101057033272803,667484061.84,0.9527017479812694,-0.09808197732507729,-0.0005153221713730671,54626444201.049995,0.1966915522405508,0.37875971467409153
KLAC,2025-07-18,2025-07-21,2025-07-25,-0.005106364182444085,-0.015319092547332257,5,0.010016586605777311,-0.039032376192835505,0.03841845636861041,False,False,False,0.3810702134240651,0.3359966963607405,822473221.64,0.7896540765640475,0.10575970746152663,0.27635798776499154,125165826484.64,0.1234896480923029,0.1489428419912764
LCID,2021-12-23,2021-12-27,2022-01-07,0.05746891879179256,0.1724067563753777,10,0.12940543449018005,-0.01318267419962349,0.0,True,False,False,1.6233116558279148,1.1794168608645257,2289241859.85,0.4012677757981744,-0.06366994614360877,0.382328124813506,,,
LCID,2022-01-14,2022-01-18,2022-01-21,-0.01540696937374443,-0.04622090812123329,4,-0.01597836774827921,-0.07202556538839733,0.05604719764011812,False,False,False,0.7329087048832261,1.219282458622154,2499607439.56,0.8356611538363691,-0.03206874100158663,0.48995769571795966,,,
LCID,2022-02-11,2022-02-14,2022-03-04,-0.01672369988521551,-0.050171099655646534,14,0.12350844568417796,-0.12327599566093295,0.2467844413451109,False,False,False,0.9786585365853651,1.0405058446687172,1874221061.1599998,0.8477950553509926,-0.3039205650527179,-0.11692159688872072,,,
LRCX,2021-05-07,2021-05-10,2021-05-14,-0.013495106353594868,-0.040485319060784605,5,-0.02964226517114288,-0.10257318034791851,0.0,False,False,False,0.9590591823567363,0.5569007598412298,984134833.35,0.8581152641228315,0.05809078497468789,0.3463694770391039,918225293715.0,0.07796968973538831,0.1773115222930779
LRCX,2021-05-28,2021-06-01,2021-06-04,-0.008597355505946733,-0.0257920665178402,4,-0.0010518292682929475,-0.030823170731707372,0.0,False,False,False,0.8642061483872847,0.5182764401274049,990849735.9000001,0.5799764915949567,0.0556137991798098,0.33621123713863277,946345524662.5,0.07796968973538831,0.1773115222930779
LRCX,2023-05-19,2023-05-22,2023-05-26,0.029115972016131312,0.08734791604839394,5,0.0742989056087553,-0.03237004103967156,0.0,True,False,False,0.6348506489474004,0.38326100731104207,672261666.3000001,1.0532182245215567,0.14243143539217118,0.26996635568277627,806666311971.2,0.2137492548528377,0.3384336076992982
LRCX,2026-04-02,2026-04-06,2026-04-10,0.06715331677367892,0.20145995032103675,5,0.19774678599009698,0.002362240494253376,0.0,True,True,False,1.2981552097289537,0.6377750685290783,2423804345.91,0.6756966855717418,-0.036474920294368274,0.37990676595880424,276462251240.0,0.022789943557689707,-0.49669647595500654
LULU,2024-01-12,2024-01-16,2024-01-19,0.004079228744935255,0.012237686234805764,4,0.012488233448384012,-0.020186172994456686,0.0,True,False,False,0.3672765772613755,0.3186278926742602,582490992.0,0.9152343355295938,0.03762689277077125,0.2048965586237257,58576043479.2,0.26892153697895926,0.10694879705717142
