campaign_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,metadata_json
CAM-0610,etf__sma200__long,etf,1,-1.0,0.9524673056320032,0.9323592610286876,-0.0201080446033155,599,9716,1632,918,714,0.8908296943231441,1.0000000000000002,201.080446033155,17,5,0.6294056311270088,0.04690056253743395,SOXL,0.2710190849398467,0.6814482206921565,0,0,0.010823492109454581,0.017298976824551067,52,27,9,0.25418363885173784,2020-02-19,2020-03-24,98.0,0.0,12,0.03596777250463946,0.025787435196755203,10,2,0,15,0.007444610975538821,0.021446068942873212,10,5,0,18,0.009010132115933205,0.01793195821992829,12,6,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,qqq__sma50__long,qqq,1,-1.0,0.862673770558968,0.8210984222286964,-0.041575348330271926,6110,90817,1674,914,760,0.9709461211260685,1.0000000000000002,415.75348330271925,103,58,0.18891657663206288,0.03319445724354187,REGN,0.07256318407248023,0.7901105864864878,6,7,0.010393659886252628,0.01652365648843424,48,32,3,0.2872695614211744,2021-12-27,2022-10-12,541.0,0.0,12,0.0267617115581103,0.03825183004520805,8,4,0,15,0.019103289916629733,0.023727650834935637,10,5,0,18,0.018394643354148324,0.023032412628126747,12,6,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,qqq__sma200__long,qqq,1,-1.0,0.8408885828125315,0.8234274214968571,-0.01746116131567442,2575,75741,1524,839,685,0.8839327553085023,1.0000000000000002,174.61161315674423,94,57,0.16284422772673748,0.0341951909035644,KLAC,0.04075391130072843,0.8001346715118031,6,6,0.010131187744729294,0.004247527024978116,44,29,10,0.24813460035884435,2021-12-27,2022-10-12,347.0,0.0,12,0.026595843334718348,0.02270664436901268,8,4,0,15,0.01755607093950976,0.015540770172015985,9,6,0,18,0.01742283114572428,0.01796439127893371,11,7,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,etf__sma200__long_short,etf,1,-1.0,0.8383647954786164,0.8152192985185762,-0.023145496960040302,22,15590,1632,911,721,0.8908296943231441,1.0000000000000002,231.45496960040302,16,6,0.7495569316219068,0.03961694223939219,SOXS,0.37212083632773185,0.46624395915088457,0,0,0.009526872675893371,0.003431597602859059,45,34,9,0.2252752085056887,2024-07-10,2025-05-12,,0.04061056170510696,12,0.028655802586946017,0.011031020251929043,6,6,0,15,0.011703889263916108,-0.0035149482631488785,6,9,0,18,0.01114944779510977,-0.003867855504048427,7,11,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,qqq__sma100__long,qqq,1,-1.0,0.7369689005642709,0.708724378438914,-0.028244522125357142,4188,86130,1624,899,725,0.9419221544490565,1.0000000000000002,282.44522125357145,90,67,0.19666955663539695,0.030633493446613327,NFLX,0.06060248166366978,0.6763664189006011,7,7,0.008879143380292422,0.006965446572586392,46,32,5,0.29113429259319107,2021-12-27,2022-10-12,433.0,0.0,12,0.031225213082377034,0.0226431713618141,9,3,0,15,0.019045445656403905,0.009625786422843799,10,5,0,18,0.01852762547631924,0.01192847413242747,12,6,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,sp500__sma50__long,sp500,1,-1.0,0.46626536825304016,0.43620823384584356,-0.030057134407196748,22092,333602,1205,647,558,0.9600289045743527,1.0000000000000004,300.5713440719675,316,281,0.38064413208082065,0.09413074050999173,GE,0.21618843861804354,0.2500769296349966,31,35,0.007771089470884004,0.006847737829364042,32,26,2,0.24930032439552277,2022-01-04,2022-10-12,519.0,0.009844978374673415,12,0.02245612208295723,0.01745838395194608,10,2,0,15,0.01356771565672885,0.016232424845152558,11,4,0,18,0.011903208197452962,0.013531142173633551,13,5,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,etf__sma50__long,etf,1,-1.0,0.40936693587461415,0.3659722640105304,-0.04339467186408363,1426,15282,1782,987,795,0.972707423580786,1.0000000000000002,433.94671864083625,18,4,0.5369485275387068,0.051792243909658836,SOXL,0.27293837996640385,0.1364285559082103,0,0,0.004651896998575161,0.012957231262923183,51,35,2,0.34006901171609305,2020-03-11,2020-04-06,450.0,0.04183648583611305,12,0.03009684996303572,0.03734488944360877,10,2,0,15,0.012071021274070049,0.029618949170756744,12,3,0,18,0.004223937901409744,0.022015458266210187,13,5,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,etf__sma100__long,etf,1,-1.0,0.3896106399040828,0.35814803802539713,-0.03146260187868547,1019,13162,1728,970,759,0.9432314410480349,1.0000000000000002,314.62601878685473,18,4,0.5622783622344683,0.04996274759898805,SOXL,0.3270593182898006,0.06255132161428217,0,0,0.004427393635273668,0.015999126828886233,52,32,4,0.38060144108867755,2022-07-01,2022-10-05,,0.028724707204421156,12,0.037104071618956985,0.024883882317353005,10,2,0,15,0.01239340292859696,0.018818660289948545,11,4,0,18,0.010183499210936336,0.018484767137272713,12,6,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,qqq__sma20__long,qqq,1,-1.0,0.3734849348521993,0.30385268421830863,-0.06963225063389067,10402,99411,1701,907,797,0.9866068769732622,1.0000000000000002,696.3225063389066,97,65,0.2349426198898425,0.0341775182766029,SGEN,0.08198963944812031,0.291495295404079,5,6,0.004499818492195175,0.015324424120819774,47,35,1,0.37824571635431564,2021-11-16,2022-10-12,,0.07768759269840303,12,0.017373858673229103,0.025719605737845746,8,4,0,15,0.00637833867470984,0.024322625235101945,9,6,0,18,0.0067858443709737605,0.024894424483347943,11,7,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,sp500__sma20__long,sp500,1,-1.0,0.3681519622401215,0.3190682054280395,-0.04908375681208209,37122,359828,1235,659,576,0.9838629721048462,1.0000000000000002,490.83756812082083,326,278,0.3558270375709609,0.08336481909497134,GE,0.17759445758242226,0.19055750465769922,43,39,0.006135866037335357,0.007425089788568952,34,25,1,0.2532576633092591,2021-11-05,2022-10-12,520.0,0.020409558665580564,12,0.018267417131465277,0.015264750341377042,10,2,0,15,0.008217961565902222,0.01278846911725249,11,4,0,18,0.007518275254487974,0.013793551058920914,13,5,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,etf__sma50__long_short,etf,1,-1.0,0.3022393308187865,0.25434301190077635,-0.04789631891801009,24,24214,1782,949,833,0.972707423580786,1.0000000000000002,478.9631891801009,13,9,0.7737365845578846,0.046939814364349186,SOXS,0.12597748519121046,0.17626184562757605,0,0,0.003434537850213484,0.011290589051715007,50,36,2,0.31504829178324556,2024-03-07,2025-05-05,,0.10364899186800833,12,0.025183408266841553,0.017840959108922846,9,3,0,15,0.0166054741103437,0.014438709904183522,10,5,0,18,0.006304661712515534,0.013121635185981147,11,7,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,sp500__sma200__long,sp500,1,-1.0,0.29852397439513906,0.2857596834314177,-0.012764290963721215,9505,278264,1055,554,501,0.8405328210714279,1.0000000000000004,127.64290963721214,297,260,0.07406717208881727,0.05193594405340187,PLTR,0.009208856111843982,0.2893151182832951,27,28,0.004975399573252318,0.0026063266498514,31,20,9,0.2218680773252419,2022-04-20,2022-09-27,344.0,0.0,12,0.01782676589363298,0.021606359387175422,11,1,0,15,0.009639728888692833,0.011266099620374372,12,3,0,18,0.008708454406086662,0.014262327462790795,14,4,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,etf__sma20__long_short,etf,1,-1.0,0.284654736606873,0.21229365672871872,-0.07236107987815418,26,29152,1812,975,837,0.9890829694323144,1.0000000000000002,723.6107987815417,14,8,0.7205294440288981,0.05384040576800251,USO,0.09124430225275597,0.19341043435411703,0,0,0.0032347129159871935,0.007321149034858835,49,39,0,0.3382266234407417,2020-09-01,2025-04-29,,0.19257615505358366,12,0.014883172812468154,-0.0011710165073323385,6,6,0,15,0.00696198063377691,-0.002962331078448892,6,9,0,18,-0.006387204754366572,-0.008477772879852817,6,12,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,etf__sma100__long_short,etf,1,-1.0,0.27654797392550706,0.24025773166518744,-0.036290242260319655,22,20536,1732,954,778,0.9454148471615721,1.0000000000000002,362.90242260319656,15,7,0.7316061265838596,0.04110716210485843,SOXL,0.09625711724472363,0.18029085668078343,0,0,0.003142590612789854,0.001608315981868356,44,40,4,0.3759548552724507,2024-03-07,2025-06-12,,0.11275999288859172,12,0.030329426064896414,0.019221503606719197,8,4,0,15,0.01626159604431111,0.012262790959147458,9,6,0,18,0.010176728025305908,0.00916849170855209,10,8,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,sp500__sma100__long,sp500,1,-1.0,0.26565846004489485,0.2453993017308192,-0.020259158314075855,15187,312235,1155,613,542,0.9202061776059685,1.0000000000000004,202.59158314075856,306,276,0.18698400106330576,0.05820795176909667,AMCR,0.07787730709208182,0.18778115295281303,31,34,0.004427641000748247,0.003085802928513963,32,24,4,0.2668296049728939,2022-04-20,2022-10-12,502.0,0.0,12,0.024109526197849437,0.019069720929921496,10,2,0,15,0.01375050416761454,0.018680928303778672,11,4,0,18,0.012493611347945117,0.018556866220969248,13,5,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,qqq__sma50__long_short,qqq,1,-1.0,0.19061773818874023,0.1463398230092549,-0.044277915179485296,172,154077,1674,865,809,0.9709683199368707,1.0000000000000002,442.77915179485296,79,82,0.19915292657703396,0.04497696070114744,REGN,0.03416317105500253,0.1564545671337377,7,7,0.0022965992552860274,0.0,40,40,3,0.21492591362960142,2020-03-18,2021-06-01,1174.0,0.029085700652253924,12,0.01383732587700452,0.02361473082536334,8,4,0,15,0.012529024024333571,0.01581259522080702,10,5,0,18,0.011417075997611045,0.01248521414308231,11,7,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,etf__sma20__long,etf,1,-1.0,0.17358392414526463,0.10859633563642218,-0.06498758850884238,2298,18810,1812,986,826,0.9890829694323144,1.0000000000000002,649.8758850884237,20,2,0.5411922688003865,0.06986970616125081,TQQQ,0.22039055581015027,-0.046806631664885634,0,0,0.0019725445925598255,0.002334311796636965,46,42,0,0.4537903155603063,2020-09-01,2025-04-09,,0.2694164031358808,12,0.021478424676333863,-0.00218985816367071,6,6,0,15,-8.694641548481393e-05,-0.007852851393990272,7,8,0,18,-0.01268561412313491,-0.015289103888942314,7,11,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,sp500__sma50__long_short,sp500,1,-1.0,0.1342992849848178,0.10384436372078606,-0.030454921264031775,608,592112,1205,609,596,0.9599863806819801,1.0000000000000002,304.54921264031776,283,316,0.33449814527563926,0.11978553650898448,GE,0.10614883619333065,0.028150448791487148,97,97,0.0022383214164136294,6.720250463156474e-05,30,28,2,0.114234869798831,2022-05-11,2024-09-27,,0.028789231862218653,12,0.007054569736438879,0.0063653751059987475,8,4,0,15,0.0054823156342455786,0.005220888242414546,9,6,0,18,0.0049341944612833095,0.00467199139181467,10,8,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 50}"
CAM-0610,qqq__sma200__long_short,qqq,1,-1.0,0.1268207936177615,0.10722157902141032,-0.019599214596351174,163,127081,1524,794,730,0.8839617372830215,1.0000000000000002,195.99214596351172,84,71,0.18735622595635046,0.03083800541824836,LRCX,0.027807679057106075,0.09901311456065542,6,6,0.0015279613688886917,-0.00017995628269497355,31,42,10,0.12031115165043403,2020-08-26,2024-01-02,520.0,0.0,12,0.011890328341845285,-0.0009698663964262056,6,6,0,15,0.008396342282916257,-0.0037235669212934267,7,8,0,18,0.008308510545524367,0.0005912239590771133,9,9,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,qqq__sma100__long_short,qqq,1,-1.0,0.0877337596518852,0.05657635857237808,-0.03115740107950701,169,146091,1624,829,795,0.9419587570389135,1.0000000000000002,311.5740107950701,86,75,0.19494072750522962,0.03518403861964479,NFLX,0.032535418310559214,0.05519834134132598,7,7,0.0010570332488178946,0.0,37,41,5,0.2331786996826124,2020-03-18,2025-08-29,166.0,0.0,12,0.014954020381213573,0.013202470238508972,6,6,0,15,0.009871217002600418,-0.005317420175538466,7,8,0,18,0.009280326783050383,-0.0012767673996763088,9,9,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,sp500__sma20__long_short,sp500,1,-1.0,0.0828129058416913,0.03230851380647071,-0.05050439203522061,629,613825,1235,604,631,0.9838742918088224,1.0000000000000002,505.0439203522061,279,325,0.33487631144719876,0.11142739334682047,GE,0.08678715951973465,-0.003974253678043341,98,98,0.0013802150973615214,-0.00032382984843132756,28,31,1,0.11931329706323872,2022-03-07,2026-01-08,,0.062474061517820784,12,0.0028740548669049745,-0.0002697697520530588,6,6,0,15,0.0013884072991972405,0.0006930264107184783,8,7,0,18,0.0009661172108808507,-0.0002697697520530588,9,9,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,sp500__sma100__long_short,sp500,1,-1.0,0.027948852437227403,0.007033476721240606,-0.020915375715986825,588,559925,1155,588,567,0.9201573413764891,1.0000000000000004,209.15375715986826,276,310,0.180745286379562,0.06535805069315492,AMCR,0.0386021691267548,-0.010653316689527396,90,90,0.00046581420728712333,0.0,27,29,4,0.12961329816100714,2022-05-24,2025-06-10,,0.01127992754846921,12,0.008049552035232629,0.005357774550473032,8,4,0,15,0.005023939137557779,0.004850765200085936,9,6,0,18,0.005118340167572524,0.0048067966679499795,11,7,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 100}"
CAM-0610,sp500__sma200__long_short,sp500,1,-1.0,0.016966946847349295,0.0037793049431519843,-0.013187641904197304,572,504600,1055,557,498,0.840484721322487,1.0000000000000004,131.87641904197304,301,271,0.07915426526249368,0.03956819680384851,LRCX,0.0071795229991438465,0.009787423848205449,82,82,0.00028278244745582183,0.0,29,22,9,0.0728128687763677,2022-05-24,2026-03-06,,0.0388446019929992,12,-0.000690569996307511,-3.093458304160592e-05,6,6,0,15,-0.0019122938661188958,-0.002678309693988377,6,9,0,18,-0.0009616660384770511,-0.002611548154983415,8,10,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,qqq__sma20__long_short,qqq,1,-1.0,-0.20597970229604542,-0.2793272085559573,-0.07334750625991188,176,165210,1704,861,843,0.988363384405055,1.0000000000000004,733.4750625991189,75,87,0.281980669622282,0.060205880018490504,SGEN,0.042526392165377,-0.2485060944614224,7,7,-0.002481683160193318,-0.0012619222749273992,39,43,1,0.401372255227276,2020-03-18,2025-11-14,,0.34663630503492604,12,0.004139479424691382,0.005499961521271247,7,5,0,15,-0.0006907804807767061,0.0057259686634226524,9,6,0,18,-0.0007826709787722356,0.005499961521271247,10,8,0,open_to_next_open,"{""mode"": ""long_short"", ""moving_average"": ""SMA"", ""window"": 20}"
CAM-0610,etf__sma200__long,etf,1,0.0,0.9323592610286876,0.9323592610286876,0.0,599,9716,1632,918,714,0.8908296943231441,1.0000000000000002,201.080446033155,17,5,0.6333872280677543,0.04694200136024277,SOXL,0.27039190493460974,0.6619673560940779,0,0,0.010594991602598724,0.017057594349230917,52,27,9,0.25544500354074157,2020-02-19,2020-03-24,99.0,0.0,12,0.03579778996825599,0.025545479666904944,10,2,0,15,0.007151791205010068,0.021434957831762105,10,5,0,18,0.008745961967912438,0.017849115082673395,12,6,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 200}"
CAM-0610,qqq__sma200__long,qqq,1,0.0,0.8234274214968571,0.8234274214968571,0.0,2575,75741,1524,839,685,0.8839327553085023,1.0000000000000002,174.61161315674423,92,59,0.1637760017940822,0.03423291557287664,KLAC,0.04055765165208545,0.7828697698447716,6,6,0.009920812307191051,0.004083901999334153,44,29,10,0.25195300142545857,2021-12-27,2022-10-12,404.0,0.0,12,0.026405853806815583,0.02250095105862988,8,4,0,15,0.017338496375379844,0.01538973876643885,9,6,0,18,0.017215089106783765,0.017735491772649943,11,7,0,open_to_next_open,"{""mode"": ""long"", ""moving_average"": ""SMA"", ""window"": 200}"
