campaign_id,variant,quote_net,positive_symbols,negative_symbols,top_symbol,top_symbol_net,top_symbol_positive_share,top5_symbol_positive_share,leave_top_symbol_out_net,leave_top5_symbols_out_net
CAM-0612,sp500__ma10_50_200__monthly__top3__momentum,1.6959350154238377,13,5,SNDK,0.6336267120435494,0.3551717141372347,0.907992917360631,1.0623083033802883,0.07607469466714067
CAM-0611,sp500__ma50_200__weekly__top3__momentum,1.6151100688704683,18,6,SNDK,0.6336267120435494,0.37605852456486194,0.793505264442337,0.9814833568269189,0.27812101303236414
CAM-0610,qqq__ma150__weekly__top3__momentum,1.1675484617016236,16,3,WDC,0.3244434896358104,0.2627646725709432,0.7653881182822313,0.8431049720658133,0.22250059970552982
CAM-0623,qqq__chs_safe__top5__liquid__raw,0.7624743443316937,12,4,MU,0.13467726612795033,0.16416275280930215,0.7240927623760336,0.6277970782037434,0.16843682978586094
CAM-0600,qqq__mom252_skip21__top3__liquid_trend__panic1,0.7298310176178291,8,1,STX,0.20671350856350995,0.2699236320403594,0.9069371401143214,0.5231175090543192,0.03527842560337646
