symbol,asset_class,component,morning,hold,state,cost,signal_days,net,positive_fraction,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_trades,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_trades,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_trades
QQQ,unlevered,combined_previous_close,60,15,high_opening_volatility,5.0,51,-0.026810397863103685,0.29411764705882354,0.040247731230560246,38,True,-0.026810397863103685,-0.0014894665479502048,-0.0010193907694973636,9,4,51,-0.013846920532758933,-0.0009231280355172621,0.0,7,4,39,-0.03327582772425752,-0.002772985643688127,-0.002746035694340565,7,4,29
XLK,unlevered,open_session,60,30,high_opening_volatility,5.0,54,-0.018624308977476134,0.42592592592592593,0.035054344286828854,80,True,-0.018624308977476134,-0.0010346838320820075,-0.00039709780514168846,9,3,54,-0.014402408678104273,-0.0009601605785402848,0.0,7,3,47,-0.02829106442917151,-0.002357588702430959,-0.00039709780514168846,6,3,35
TQQQ,leveraged,open_session,60,15,high_opening_volume,10.0,62,-0.039709159737072786,0.3548387096774194,0.10340179249690407,38,True,-0.039709159737072786,-0.002206064429837377,-0.0042124893284581355,11,2,62,-0.014952499407074549,-0.0009968332938049699,-0.0009558432437718478,8,2,54,-0.1024747565207812,-0.008539563043398432,-0.0024295465775252545,7,2,36
SMH,unlevered,open_session,30,15,high_opening_volume,5.0,61,-0.022866987738768385,0.36065573770491804,0.05569705896457888,2,True,-0.022866987738768385,-0.0012703882077093548,-0.0031291402272076163,12,1,61,-0.015429124141051909,-0.0010286082760701273,-0.0026101141486323254,10,1,50,-0.05616893993994654,-0.004680744994995545,-0.00490710445929704,10,1,38
SMH,unlevered,open_session,30,15,high_opening_volatility,5.0,59,-0.019474988873872223,0.4067796610169492,0.04738018569565405,2,True,-0.019474988873872223,-0.0010819438263262346,-0.002217344124620324,12,4,59,-0.015628295598485886,-0.0010418863732323924,-0.002565659060101977,10,3,51,-0.04876809867776588,-0.004064008223147157,-0.003101286448339957,9,3,37
XLK,unlevered,combined_previous_close,60,15,high_opening_volatility,5.0,56,-0.03193987263882481,0.35714285714285715,0.04452199824022929,38,True,-0.03193987263882481,-0.0017744373688236004,-0.002417282432204515,11,3,56,-0.0158682200281679,-0.0010578813352111933,-0.0016327888811721314,8,3,43,-0.036590950930579846,-0.003049245910881654,-0.002611066828468067,8,3,33
QQQ,unlevered,open_session,15,60,high_opening_volatility,5.0,68,-0.02040128398186003,0.4411764705882353,0.05009122115215636,38,True,-0.02040128398186003,-0.0011334046656588906,0.0,8,3,68,-0.01587952759036182,-0.001058635172690788,0.0,7,3,53,-0.04467026509706473,-0.003722522091422061,-0.000572950260313787,6,3,39
SMH,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,53,-0.04255337354405009,0.39622641509433965,0.043292639986778236,20,True,-0.04255337354405009,-0.0023640763080027827,-0.0019460008284831742,11,4,53,-0.015908288743661125,-0.0010605525829107418,-0.0011321149605014735,8,4,40,-0.03452530125827302,-0.0028771084381894185,-0.0014293280423355315,7,4,29
SMH,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,59,-0.03556686930766395,0.3728813559322034,0.06145121489938843,20,True,-0.03556686930766395,-0.0019759371837591083,-0.003195970435373008,12,0,59,-0.016074715329969957,-0.001071647688664664,-0.002337585199913006,9,0,49,-0.053631571438797376,-0.004469297619899781,-0.00573825995297178,9,0,41
XLK,unlevered,open_session,60,15,high_opening_volume,5.0,79,-0.02724666712480095,0.3670886075949367,0.047698982193909445,38,True,-0.02724666712480095,-0.0015137037291556082,-0.0019532532096950272,12,1,79,-0.016848838344697636,-0.0011232558896465091,-0.001739593724555566,9,1,66,-0.04872340051759583,-0.004060283376466319,-0.0023046706670613593,9,1,59
SPY,unlevered,open_session,60,15,high_opening_volatility,5.0,63,-0.026087411602818245,0.3492063492063492,0.04372568347865935,30,True,-0.026087411602818245,-0.0014493006446010136,-0.0012283517019946455,11,3,63,-0.018921102132746892,-0.0012614068088497928,-2.367718491602666e-05,8,3,52,-0.04324407588680779,-0.0036036729905673157,-0.0012716253850713066,8,3,42
QQQ,unlevered,open_session,60,15,high_opening_volume,5.0,70,-0.03410789872942199,0.34285714285714286,0.04752471627650723,38,True,-0.03410789872942199,-0.0018948832627456664,-0.0017475211216757547,11,2,70,-0.01935533223740671,-0.0012903554824937806,-0.0011061365954708746,8,2,59,-0.04819416193893544,-0.0040161801615779535,-0.0025287961040486584,8,2,50
TQQQ,leveraged,open_session,60,60,high_opening_volatility,10.0,53,-0.04057759638131586,0.4528301886792453,0.11368216991110147,51,True,-0.04057759638131586,-0.0022543109100731035,0.00013929293401981901,6,3,53,-0.019771742557357697,-0.001318116170490513,0.0,5,3,46,-0.09576729049957389,-0.007980607541631157,0.0,5,3,35
SMH,unlevered,combined_previous_close,30,15,high_opening_volume,5.0,65,-0.04330354673659487,0.38461538461538464,0.05583158085057904,20,True,-0.04330354673659487,-0.0024057525964774925,-0.004178657777643424,12,0,65,-0.01991037899743553,-0.0013273585998290352,-0.0032781293718484594,9,0,53,-0.04865283861304193,-0.004054403217753494,-0.004178657777643424,9,0,44
XLK,unlevered,combined_previous_close,60,30,high_opening_volatility,5.0,56,-0.04628651261726957,0.32142857142857145,0.048673449875861974,79,True,-0.04628651261726957,-0.0025714729231816427,-0.0017588337531441733,11,3,56,-0.022547763409601185,-0.0015031842273067455,-0.0011563651830774901,8,3,43,-0.029270235669740963,-0.002439186305811747,-0.0014521960027018554,7,3,33
SMH,unlevered,combined_previous_close,60,60,high_opening_volume,5.0,59,-0.04964568172650119,0.5084745762711864,0.05953432909088696,38,True,-0.04964568172650119,-0.002758093429250066,-0.0009982897032680405,11,0,59,-0.022831778606460906,-0.0015221185737640604,-0.0005609007149203205,8,0,49,-0.042016535421653955,-0.0035013779518044963,-0.0014178630689435368,8,0,41
QQQ,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,70,-0.04492620962491478,0.3,0.055997537665649855,38,True,-0.04492620962491478,-0.002495900534717488,-0.0035125195104525053,13,0,70,-0.02333071855359803,-0.0015553812369065352,-0.003424793893055389,10,0,56,-0.05210822886963706,-0.004342352405803089,-0.0036290880319141405,10,0,49
XLK,unlevered,combined_previous_close,60,60,high_opening_volatility,5.0,56,-0.039918258918043015,0.3392857142857143,0.05704759227715772,38,True,-0.039918258918043015,-0.00221768105100239,-0.0019793266834908785,10,3,56,-0.023618568877830426,-0.0015745712585220283,0.0,7,3,43,-0.0429404267404776,-0.0035783688950398,-0.0031551666774503606,7,3,33
SMH,unlevered,open_session,60,30,high_opening_volume,5.0,61,-0.038324458633759995,0.3442622950819672,0.06583860405897801,2,True,-0.038324458633759995,-0.002129136590764444,-0.0046223921823918546,13,1,61,-0.023629221375820908,-0.0015752814250547273,-0.005297116791623702,10,1,54,-0.06302208966322709,-0.005251840805268924,-0.006264333150926504,9,1,42
QQQ,unlevered,combined_previous_close,60,30,high_opening_volatility,5.0,51,-0.05405956759760688,0.29411764705882354,0.05405956759760688,38,True,-0.05405956759760688,-0.0030033093109781603,-0.002091651346807555,11,4,51,-0.02560862218066684,-0.0017072414787111226,-0.0020296219015994987,8,4,39,-0.03145533827392133,-0.0026212781894934443,-0.002091651346807555,7,4,29
SMH,unlevered,combined_previous_close,30,60,high_opening_volume,5.0,65,-0.05282675966273187,0.49230769230769234,0.07075617099934384,38,True,-0.05282675966273187,-0.0029348199812628817,-0.001740993055164175,9,0,65,-0.02578201236309785,-0.0017188008242065233,0.000598883270762407,7,0,53,-0.049984766285636084,-0.004165397190469673,-0.004463849815128151,7,0,44
QQQ,unlevered,open_session,15,30,high_opening_volatility,5.0,68,-0.029587113356750572,0.4117647058823529,0.032398094052007664,29,True,-0.029587113356750572,-0.0016437285198194762,-0.00043483862726750866,9,3,68,-0.026304177737160983,-0.0017536118491440656,0.0,7,3,53,-0.03015262099108662,-0.002512718415923885,-0.0009751501946057006,6,3,39
SOXL,leveraged,combined_previous_close,60,30,high_opening_volatility,10.0,55,-0.13647309719211154,0.38181818181818183,0.14263466066435937,37,True,-0.13647309719211154,-0.007581838732895085,-0.0035788266765688914,10,3,55,-0.027083816416489936,-0.0018055877610993292,0.0,7,3,42,-0.08936926481936613,-0.007447438734947178,-0.0035788266765688914,7,3,31
TLT,unlevered,open_session,30,60,high_opening_volatility,5.0,49,-0.029903840054617103,0.22448979591836735,0.03171361211515167,6,True,-0.029903840054617103,-0.001661324447478728,-0.0008974885475578342,12,4,49,-0.027673696258687874,-0.001844913083912525,-0.0009928697305534584,10,3,40,-0.018816673904209158,-0.0015680561586840964,-0.0008290721598779305,8,3,28
XLK,unlevered,open_session,30,60,high_opening_volatility,5.0,64,-0.018448856089083865,0.46875,0.058498147803460965,35,True,-0.018448856089083865,-0.0010249364493935481,0.0,8,3,64,-0.02790098251130635,-0.0018600655007537565,0.0,6,3,55,-0.04953168638211214,-0.0041276405318426785,0.0,5,3,40
QQQ,unlevered,open_session,60,30,high_opening_volatility,5.0,56,-0.04093680817223588,0.32142857142857145,0.04376852480246851,38,True,-0.04093680817223588,-0.0022742671206797713,-0.0016479628451737671,11,4,56,-0.030085639901780148,-0.002005709326785343,-0.00010126431700885341,8,4,49,-0.04360270136465294,-0.0036335584470544116,-0.0014817893698609308,7,4,38
SOXL,leveraged,open_session,15,60,high_opening_volatility,10.0,69,-0.08145727942283454,0.43478260869565216,0.1784207228042488,51,True,-0.08145727942283454,-0.004525404412379697,-0.0065204754111475305,11,4,69,-0.030141339593078187,-0.0020094226395385457,-0.005471409407673433,9,3,59,-0.17354881771783826,-0.014462401476486522,-0.0065204754111475305,8,3,44
QQQ,unlevered,open_session,60,60,high_opening_volatility,5.0,56,-0.039516321561296475,0.4107142857142857,0.05972503178674171,38,True,-0.039516321561296475,-0.002195351197849804,-0.00010641013187090431,9,4,56,-0.030341718600838452,-0.002022781240055897,0.0,6,4,49,-0.05591453898435661,-0.004659544915363051,-0.0011961223902808849,6,4,38
QQQ,unlevered,open_session,15,60,high_opening_volume,5.0,74,-0.03806792847755913,0.3783783783783784,0.05861244865523574,59,True,-0.03806792847755913,-0.0021148849154199517,-0.002109205155770233,10,2,74,-0.030431434219144515,-0.0020287622812763012,-0.0018791927198417158,8,2,59,-0.050688706771716885,-0.004224058897643074,-0.0026517749224397313,7,2,45
QQQ,unlevered,combined_previous_close,60,60,high_opening_volatility,5.0,51,-0.05227190350150157,0.3137254901960784,0.05227190350150157,38,True,-0.05227190350150157,-0.0029039946389723095,-0.0016638624962712623,10,4,51,-0.03135628313193284,-0.0020904188754621894,0.0,7,4,39,-0.03501880088427445,-0.002918233407022871,-0.001237022337510385,6,4,29
TLT,unlevered,open_session,30,60,high_opening_volume,5.0,63,-0.03539002118790191,0.23809523809523808,0.03641407821887255,34,True,-0.03539002118790191,-0.001966112288216773,-0.0017064910893221374,15,1,63,-0.03204063329393125,-0.002136042219595417,-0.0021142861022644954,12,1,55,-0.02466749298480697,-0.002055624415400581,-0.0019616882103785094,10,1,44
QQQ,unlevered,open_session,15,30,high_opening_volume,5.0,74,-0.043767956726524004,0.3783783783783784,0.044457498259766415,72,True,-0.043767956726524004,-0.002431553151473556,-0.0018536132513614634,11,2,74,-0.03236470456002416,-0.002157646970668277,-0.0017725399454988633,9,2,59,-0.03010774793228732,-0.002508978994357277,-0.0018536132513614634,8,2,45
TLT,unlevered,combined_previous_close,60,15,high_opening_volatility,5.0,46,-0.03597085001851563,0.06521739130434782,0.03691274369431319,36,True,-0.03597085001851563,-0.0019983805565842016,-0.0017841305173310618,13,4,46,-0.033038828523338504,-0.0022025885682225668,-0.0019196074886050907,11,4,38,-0.022265126337757568,-0.0018554271948131307,-0.0017841305173310618,8,4,24
IWM,unlevered,open_session,15,60,high_opening_volatility,5.0,75,-0.03487792743155249,0.37333333333333335,0.055933826729924196,24,True,-0.03487792743155249,-0.0019376626350862496,-0.00014250172307789244,9,3,75,-0.033172285934736645,-0.002211485728982443,0.0,7,3,64,-0.05033977978070614,-0.004194981648392178,-0.00014250172307789244,6,3,46
XLF,unlevered,open_session,60,15,high_opening_volume,5.0,64,-0.04768090543495673,0.265625,0.061035568534483886,57,True,-0.04768090543495673,-0.0026489391908309295,-0.0036703263866204594,13,2,64,-0.03370968092152116,-0.0022473120614347436,-0.003369763457780506,10,2,52,-0.054561468684455994,-0.004546789057037999,-0.004450871447577498,10,2,40
SMH,unlevered,combined_previous_close,30,60,high_opening_volatility,5.0,53,-0.07003528320942343,0.4528301886792453,0.07243168635638475,80,True,-0.07003528320942343,-0.0038908490671901905,-0.0017631708094580922,11,4,53,-0.03384899524803209,-0.002256599683202139,-0.0009351132626951308,8,4,40,-0.04095487685251287,-0.0034129064043760724,-0.0009751363751795417,7,4,29
SMH,unlevered,combined_previous_close,60,60,high_opening_volatility,5.0,56,-0.05553309328715139,0.4642857142857143,0.0653119121722453,76,True,-0.05553309328715139,-0.0030851718492861885,-0.0008878207592769027,11,5,56,-0.033878733335552136,-0.0022585822223701426,-0.00015659306025239683,8,5,46,-0.04656710695081978,-0.0038805922459016484,-7.829653012619842e-05,6,5,35
IWM,unlevered,open_session,30,60,high_opening_volatility,5.0,81,-0.038506046281056805,0.3950617283950617,0.06096798089594435,24,True,-0.038506046281056805,-0.0021392247933920447,-0.0008121431346155283,9,3,81,-0.033937414182271364,-0.002262494278818091,0.0,7,3,70,-0.054247109512012726,-0.004520592459334394,-0.0008121431346155283,6,3,56
SPY,unlevered,open_session,60,30,high_opening_volatility,5.0,63,-0.042618166850405204,0.38095238095238093,0.04867426832047017,35,True,-0.042618166850405204,-0.0023676759361336225,-0.001855384822400219,11,3,63,-0.0340211630635584,-0.00226807753757056,-0.00036173797144467557,8,3,52,-0.046814736163702575,-0.003901228013641881,-0.0015091924780438193,7,3,42
