symbol,asset_class,component,morning,hold,state,cost,signal_days,net,positive_fraction,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_trades,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_trades,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_trades
SPY,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,71,-0.06224511163213031,0.2535211267605634,0.06897336743516602,29,True,-0.06224511163213031,-0.0034580617573405728,-0.004185981783513537,14,0,71,-0.048684914190651574,-0.003245660946043438,-0.004199018939100019,11,0,60,-0.06302286075432317,-0.005251905062860264,-0.005164160941763141,11,0,51
QQQ,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,59,-0.05783138417543254,0.2542372881355932,0.05783138417543254,30,True,-0.05783138417543254,-0.003212854676412919,-0.0025644623234238884,13,3,59,-0.04872765588398342,-0.0032485103922655616,-0.0026153175449844523,11,3,45,-0.047441976480246284,-0.003953498040020524,-0.0030200557190199206,9,3,35
IWM,unlevered,open_session,60,60,high_opening_volatility,5.0,71,-0.05889907214386114,0.3380281690140845,0.07271759813849377,24,True,-0.05889907214386114,-0.0032721706746589524,-0.0034620436805018473,11,1,71,-0.04902144756597904,-0.0032680965043986026,-0.0032903951877102378,9,1,61,-0.07380124861878634,-0.006150104051565529,-0.004036649765419287,8,1,49
XLK,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,60,-0.06539687570051456,0.31666666666666665,0.06569350775294946,30,True,-0.06539687570051456,-0.0036331597611396977,-0.004050361501612809,13,2,60,-0.04911423136896975,-0.0032742820912646502,-0.0025398941475921477,10,2,46,-0.046074986785765826,-0.003839582232147152,-0.0037557597063632153,8,2,35
TLT,unlevered,combined_previous_close,30,60,high_opening_volume,5.0,66,-0.05509881128318839,0.19696969696969696,0.05762732353450617,38,True,-0.05509881128318839,-0.0030610450712882436,-0.001772658006008787,15,2,66,-0.04955134894008206,-0.0033034232626721377,-0.0020087756649528332,12,2,56,-0.03613636695970346,-0.0030113639133086214,-0.0020024188343822913,10,2,40
SPY,unlevered,combined_previous_close,15,15,high_opening_volatility,5.0,70,-0.05984382557887613,0.2571428571428571,0.06003763160377851,24,True,-0.05984382557887613,-0.0033246569766042294,-0.002643015434119156,16,2,70,-0.04956531820442922,-0.003304354546961948,-0.002534927513089369,13,2,56,-0.04433226660699019,-0.0036943555505825156,-0.0030592495987024626,10,2,37
XLF,unlevered,open_session,60,15,high_opening_volatility,5.0,68,-0.05023487556839257,0.3088235294117647,0.0669417616407042,3,True,-0.05023487556839257,-0.0027908264204662536,-0.0025798015140186537,12,2,68,-0.0501047962741803,-0.0033403197516120196,-0.0032929984770964094,11,2,60,-0.057389751619440155,-0.004782479301620013,-0.004663379587732941,10,2,41
XLK,unlevered,open_session,15,15,high_opening_volume,5.0,73,-0.04966738937138415,0.3972602739726027,0.05027799447196335,38,True,-0.04966738937138415,-0.002759299409521342,-0.0026149218003271857,14,1,73,-0.05012530714601393,-0.0033416871430675954,-0.0027635016822029623,13,1,56,-0.04126338231427795,-0.003438615192856496,-0.0026149218003271857,11,1,46
DIA,unlevered,open_session,15,60,high_opening_volatility,5.0,68,-0.05934455880893941,0.3382352941176471,0.07113970663683689,3,True,-0.05934455880893941,-0.003296919933829967,-0.0031739999649777473,12,1,68,-0.05061782787321234,-0.003374521858214156,-0.004810148413823878,10,1,62,-0.06935480536113203,-0.005779567113427669,-0.005221864507856611,9,1,47
TLT,unlevered,combined_previous_close,15,15,high_opening_volume,5.0,65,-0.056314880731494155,0.09230769230769231,0.05563170502775061,31,True,-0.056314880731494155,-0.0031286044850830086,-0.002995215215185587,17,1,65,-0.05108751418616597,-0.0034058342790777314,-0.003052767083810637,14,1,55,-0.0369378544200033,-0.003078154535000275,-0.002995215215185587,11,1,38
TLT,unlevered,combined_previous_close,30,30,high_opening_volatility,5.0,54,-0.060141355887174286,0.14814814814814814,0.060141355887174286,0,True,-0.060141355887174286,-0.0033411864381763493,-0.0027895042092338507,16,2,54,-0.05115296430800953,-0.0034101976205339686,-0.0025077318808935933,13,2,44,-0.0375703018107334,-0.003130858484227783,-0.002338502653801644,10,2,32
TLT,unlevered,combined_previous_close,60,60,high_opening_volume,5.0,64,-0.05160414776664768,0.21875,0.05410492634233721,38,True,-0.05160414776664768,-0.002866897098147093,-0.0019726347425050306,16,2,64,-0.051361508315112436,-0.003424100554340829,-0.002166837957851664,14,1,58,-0.034797207469176694,-0.0028997672890980577,-0.002123756284759193,11,1,41
SPY,unlevered,combined_previous_close,15,30,high_opening_volatility,5.0,70,-0.06631186245380782,0.32857142857142857,0.06751861401409853,38,True,-0.06631186245380782,-0.003683992358544879,-0.002344303334478215,16,2,70,-0.05147338403080648,-0.0034315589353870984,-0.002130504118014631,13,2,56,-0.0354071589378151,-0.002950596578151258,-0.002084983754749581,10,2,37
IWM,unlevered,combined_previous_close,15,30,high_opening_volatility,5.0,68,-0.07851320399572681,0.29411764705882354,0.0792797846859501,77,True,-0.07851320399572681,-0.004361844666429267,-0.0026894044029564523,13,1,68,-0.05152088103874741,-0.003434725402583161,-0.0014737383401320914,10,1,55,-0.03254368501366667,-0.002711973751138889,-0.0008764074730588933,7,1,41
XLF,unlevered,open_session,60,60,high_opening_volume,5.0,64,-0.06075584578972226,0.265625,0.07242795839050842,45,True,-0.06075584578972226,-0.003375324766095681,-0.003470462268400254,11,2,64,-0.051525253554233985,-0.003435016903615599,-0.003681009703514815,9,2,52,-0.06659819990156557,-0.0055498499917971305,-0.004630179813100599,9,2,40
QQQ,unlevered,combined_previous_close,30,15,high_opening_volume,5.0,74,-0.06817637470182158,0.28378378378378377,0.0698882700987653,38,True,-0.06817637470182158,-0.003787576372323421,-0.003679460953096292,14,1,74,-0.051733652776935424,-0.0034489101851290283,-0.0036002451278496217,11,1,59,-0.05205637722879852,-0.00433803143573321,-0.003679460953096292,10,0,50
QQQ,unlevered,combined_previous_close,15,15,high_opening_volume,5.0,84,-0.06752788135861765,0.30952380952380953,0.06981745753490487,38,True,-0.06752788135861765,-0.003751548964367647,-0.003552421976663611,16,0,84,-0.05181719443377064,-0.003454479628918043,-0.0036464465983681027,13,0,71,-0.05059289683231871,-0.004216074736026559,-0.004337649095834395,11,0,55
TLT,unlevered,open_session,15,15,high_opening_volume,5.0,65,-0.06117880452890412,0.06153846153846154,0.06049915003630979,29,True,-0.06117880452890412,-0.0033988224738280065,-0.003363777828082559,16,1,65,-0.052015973140237426,-0.0034677315426824952,-0.002897208955951136,14,0,56,-0.03785639651684769,-0.0031546997097373075,-0.002368843305307289,11,0,44
TLT,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,54,-0.056703314670626837,0.07407407407407407,0.05688950062043774,0,True,-0.056703314670626837,-0.0031501841483681575,-0.0023661144196112094,16,2,54,-0.05203516576672784,-0.0034690110511151895,-0.0028759394564008556,13,2,44,-0.04022021766454431,-0.0033516848053786927,-0.0027126108673206084,10,2,32
TLT,unlevered,open_session,30,30,high_opening_volume,5.0,63,-0.05451743884661664,0.14285714285714285,0.05577772998544339,34,True,-0.05451743884661664,-0.0030287466025898132,-0.0027946417097032827,16,1,63,-0.052409221341179646,-0.0034939480894119763,-0.004007991171672165,13,1,55,-0.03618178651404891,-0.0030151488761707423,-0.0027946417097032827,10,1,44
TLT,unlevered,combined_previous_close,30,15,high_opening_volume,5.0,66,-0.05642683508268098,0.07575757575757576,0.05642683508268098,36,True,-0.05642683508268098,-0.0031348241712600543,-0.0027704686113100285,16,2,66,-0.05265699573972504,-0.003510466382648336,-0.003725222117649807,13,2,56,-0.03971113624837719,-0.003309261354031432,-0.0033504058748057286,10,2,40
TLT,unlevered,open_session,15,15,high_opening_volatility,5.0,64,-0.06643895595242522,0.046875,0.0657631095178125,2,True,-0.06643895595242522,-0.0036910531084680676,-0.002872390437124006,18,0,64,-0.05281035306221937,-0.003520690204147958,-0.0026452723424146285,15,0,49,-0.03604648806366284,-0.003003874005305237,-0.0024358298153466795,12,0,35
XLK,unlevered,open_session,15,60,high_opening_volatility,5.0,62,-0.048565232235153744,0.41935483870967744,0.06700110170431983,38,True,-0.048565232235153744,-0.002698068457508541,-0.0009388507128222368,10,3,62,-0.05304867955625925,-0.0035365786370839497,-0.002608209847603682,8,3,51,-0.05671093646253178,-0.004725911371877649,-0.0037919998875731165,7,3,37
TLT,unlevered,combined_previous_close,15,60,high_opening_volume,5.0,65,-0.062492535113079284,0.2,0.06246327932569529,38,True,-0.062492535113079284,-0.0034718075062821823,-0.002247016495883547,16,1,65,-0.053336560882240036,-0.003555770725482669,-0.00234035699294155,13,1,55,-0.03746482148935304,-0.0031220684574460866,-0.002517340077861363,11,1,38
QQQ,unlevered,combined_previous_close,15,30,high_opening_volatility,5.0,60,-0.06993401848666003,0.35,0.07130274768870526,38,True,-0.06993401848666003,-0.0038852232492588906,-0.003661303683044015,14,1,60,-0.05351204145837429,-0.0035674694305582863,-0.003388263975722894,11,1,48,-0.040378950292018434,-0.0033649125243348696,-0.002764702548392617,9,1,34
XLK,unlevered,open_session,15,30,high_opening_volatility,5.0,62,-0.049525691041522824,0.41935483870967744,0.05594810745075329,29,True,-0.049525691041522824,-0.002751427280084601,-0.0005172378784634168,9,3,62,-0.05351852992517425,-0.003567901995011617,-0.0010344757569268337,8,3,51,-0.026728625673209994,-0.0022273854727674993,-0.0012560413838346163,7,3,37
TLT,unlevered,open_session,30,15,high_opening_volume,5.0,63,-0.05833211829412943,0.06349206349206349,0.05833211829412943,34,True,-0.05833211829412943,-0.0032406732385627463,-0.0030847493483303623,16,1,63,-0.05355173725276996,-0.0035701158168513305,-0.003143823009768565,13,1,55,-0.039596731866133994,-0.0032997276555111663,-0.0030847493483303623,10,1,44
TLT,unlevered,open_session,60,60,high_opening_volatility,5.0,54,-0.05844603050133479,0.24074074074074073,0.05844603050133479,24,True,-0.05844603050133479,-0.0032470016945185995,-0.001597704495296448,14,2,54,-0.0535601301195463,-0.0035706753413030866,-0.0019613206011722673,11,2,45,-0.018698941159958293,-0.0015582450966631911,-0.00045745670781360825,8,2,29
IWM,unlevered,open_session,60,60,high_opening_volume,5.0,79,-0.07064947287049339,0.34177215189873417,0.07533863929949758,29,True,-0.07064947287049339,-0.00392497071502741,-0.0033011984018000984,13,0,79,-0.05368476191629845,-0.00357898412775323,-0.0031433502059066143,11,0,70,-0.06802551734974394,-0.005668793112478661,-0.0035233360748296305,10,0,59
XLK,unlevered,open_session,60,30,all,5.0,198,-0.08009987139476782,0.4090909090909091,0.0944301333886084,2,True,-0.08009987139476782,-0.004449992855264879,-0.008079785644978188,14,0,198,-0.05382353665328088,-0.003588235776885392,-0.007486456668112762,11,0,169,-0.09592445050478604,-0.00799370420873217,-0.008092684942184847,10,0,137
TLT,unlevered,combined_previous_close,30,30,high_opening_volume,5.0,66,-0.0577665079144829,0.15151515151515152,0.05902246817178536,36,True,-0.0577665079144829,-0.0032092504396934946,-0.0023326011735517738,16,2,66,-0.05385430420551296,-0.0035902869470341974,-0.003336004075116028,13,2,56,-0.0385303944419505,-0.003210866203495875,-0.0026351020058897334,10,2,40
XLF,unlevered,open_session,60,30,high_opening_volatility,5.0,68,-0.04920342905741204,0.38235294117647056,0.07078237439052337,3,True,-0.04920342905741204,-0.002733523836522891,-0.0015814773477829114,11,2,68,-0.053870795935481386,-0.003591386395698759,-0.002443838321802949,10,2,60,-0.06196249267196352,-0.00516354105599696,-0.003864101500414552,9,2,41
TLT,unlevered,open_session,60,30,high_opening_volatility,5.0,54,-0.056622074978244785,0.14814814814814814,0.056838857810502685,24,True,-0.056622074978244785,-0.0031456708321247104,-0.0012516737701204206,16,2,54,-0.05388008295330893,-0.003592005530220595,-0.0026333152275871408,13,2,45,-0.02592268691171129,-0.0021602239093092743,-0.0012006215176348922,10,2,29
QQQ,unlevered,open_session,60,60,high_opening_volume,5.0,70,-0.06660874128074701,0.37142857142857144,0.07438109679140414,38,True,-0.06660874128074701,-0.003700485626708167,-0.0012731352931502071,12,2,70,-0.0540429702353451,-0.00360286468235634,-0.0011372722429573434,9,2,59,-0.0699115459736177,-0.005825962164468142,-0.0030435504004195923,9,2,50
IWM,unlevered,combined_previous_close,15,15,high_opening_volatility,5.0,68,-0.07622638579493024,0.2647058823529412,0.07622638579493024,24,True,-0.07622638579493024,-0.004234799210829458,-0.0025082274716303754,16,1,68,-0.054175381503567155,-0.0036116921002378104,-0.0023230504404966323,13,1,55,-0.041310947275742915,-0.003442578939645243,-0.0023012625800853947,11,1,41
SPY,unlevered,combined_previous_close,60,30,high_opening_volume,5.0,71,-0.07070170619618044,0.30985915492957744,0.07106095138813129,29,True,-0.07070170619618044,-0.003927872566454469,-0.0038636258240433152,13,0,71,-0.05427092809675871,-0.003618061873117247,-0.0035328717743696725,10,0,60,-0.056544199332740464,-0.004712016611061705,-0.0038979374695991553,9,0,51
XLK,unlevered,combined_previous_close,30,30,high_opening_volatility,5.0,60,-0.07861895860003643,0.2833333333333333,0.08233567671811404,78,True,-0.07861895860003643,-0.004367719922224246,-0.0038895451393324287,13,2,60,-0.05429800930969997,-0.0036198672873133312,-0.0014460354407308529,10,2,46,-0.03920949131467788,-0.00326745760955649,-0.001350432637516441,8,2,35
TLT,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,64,-0.05430124636672795,0.0625,0.054964448956309364,38,True,-0.05430124636672795,-0.003016735909262664,-0.0030141783578861436,15,2,64,-0.054406762287127264,-0.003627117485808484,-0.003468793893254829,14,1,58,-0.03907931613505167,-0.003256609677920972,-0.0030141783578861436,11,1,41
QQQ,unlevered,combined_previous_close,30,60,high_opening_volatility,5.0,59,-0.06436273471972742,0.3728813559322034,0.06574010465572655,38,True,-0.06436273471972742,-0.0035757074844293014,-0.001924674505436652,12,3,59,-0.05447442324750784,-0.003631628216500523,-0.0021245734078011447,9,3,45,-0.04861932840314531,-0.004051610700262109,-0.0027329169056766744,8,3,35
IWM,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,71,-0.06546096194983164,0.28169014084507044,0.06758425623376452,29,True,-0.06546096194983164,-0.00363672010832398,-0.002507755117034216,14,0,71,-0.05451035171292151,-0.0036340234475281006,-0.0028746051880031986,12,0,61,-0.06090583052666321,-0.005075485877221934,-0.004268979964254627,11,0,52
IWM,unlevered,combined_previous_close,30,30,high_opening_volatility,5.0,62,-0.07703384390452328,0.25806451612903225,0.0784818037837759,112,True,-0.07703384390452328,-0.004279657994695738,-0.002998322204342263,11,1,62,-0.054556916354675855,-0.0036371277569783905,-0.001180265743360831,9,1,50,-0.03186081946817232,-0.0026550682890143598,-0.0009711004870364137,7,1,38
SPY,unlevered,combined_previous_close,30,60,high_opening_volume,5.0,73,-0.060042343181635816,0.3698630136986301,0.07886349312875485,38,True,-0.060042343181635816,-0.003335685732313101,-0.004516838856205019,13,0,73,-0.0546825402275829,-0.00364550268183886,-0.004962342377870854,11,0,63,-0.06286724730118487,-0.005238937275098739,-0.005356689022805561,10,0,51
SOXL,leveraged,open_session,15,30,all,10.0,210,-0.1878042216699919,0.42857142857142855,0.3178728754317248,92,True,-0.1878042216699919,-0.010433567870555105,-0.018492801471418463,12,0,210,-0.05473996409069448,-0.003649330939379632,-0.016673199333299804,9,0,178,-0.21422718451141376,-0.017852265375951148,-0.025034271286534848,8,0,145
TLT,unlevered,combined_previous_close,15,30,high_opening_volume,5.0,65,-0.06285826272959683,0.16923076923076924,0.06246364529643078,36,True,-0.06285826272959683,-0.0034921257071998234,-0.00323449557032085,16,1,65,-0.0547898078459772,-0.00365265385639848,-0.0036515951091977694,14,1,55,-0.03833173436252735,-0.003194311196877279,-0.00323449557032085,11,1,38
IWM,unlevered,open_session,60,30,high_opening_volatility,5.0,71,-0.06713829174058161,0.3380281690140845,0.0697946052520082,87,True,-0.06713829174058161,-0.0037299050966989786,-0.0026784001346164543,11,1,71,-0.05485489978415403,-0.0036569933189436023,-0.002073000096148858,9,1,61,-0.05630166268315029,-0.004691805223595857,-0.003936309280229977,8,1,49
TLT,unlevered,combined_previous_close,60,30,high_opening_volume,5.0,64,-0.0546913394232339,0.15625,0.05595139875941857,38,True,-0.0546913394232339,-0.0030384077457352165,-0.002540145391207338,14,2,64,-0.05499714976196268,-0.0036664766507975123,-0.003182503566727446,14,1,58,-0.03933056320587269,-0.0032775469338227245,-0.0029610564280810325,11,1,41
XLK,unlevered,open_session,30,15,high_opening_volume,5.0,80,-0.05515819489850371,0.3625,0.05576570239148437,38,True,-0.05515819489850371,-0.003064344161027984,-0.0018510886761355372,13,2,80,-0.05531475012392972,-0.0036876500082619816,-0.0020478361510302134,12,2,63,-0.05384529566355978,-0.004487107971963315,-0.002236056997963032,11,1,53
QQQ,unlevered,open_session,30,15,high_opening_volatility,5.0,74,-0.06018807551250471,0.2972972972972973,0.06395100912577423,30,True,-0.06018807551250471,-0.0033437819729169285,-0.0026633845627336283,12,3,74,-0.05570340991773104,-0.0037135606611820695,-0.0026891208672742417,10,3,60,-0.05094631729757371,-0.0042455264414644756,-0.003839974031962956,8,3,45
XLK,unlevered,combined_previous_close,15,15,high_opening_volatility,5.0,65,-0.07353534825335373,0.3076923076923077,0.07383198030578864,29,True,-0.07353534825335373,-0.004085297125186318,-0.004889466312932855,15,2,65,-0.05579588253040968,-0.0037197255020273118,-0.003661178983865754,12,2,50,-0.0485789115544506,-0.00404824262953755,-0.004388614985079642,10,2,36
TLT,unlevered,open_session,15,30,high_opening_volatility,5.0,64,-0.0777635176610385,0.140625,0.07587650821980074,2,True,-0.0777635176610385,-0.00432019542561325,-0.002342540359735523,18,0,64,-0.05584528968455327,-0.0037230193123035512,-0.0020528611357629734,15,0,49,-0.033809371554180956,-0.0028174476295150797,-0.0019530796585829902,12,0,35
DIA,unlevered,open_session,60,30,high_opening_volatility,5.0,70,-0.0624737702225473,0.2857142857142857,0.06404653979152597,35,True,-0.0624737702225473,-0.0034707650123637387,-0.001337553050378637,13,2,70,-0.056041274814981445,-0.0037360849876654297,-0.0008423717587334734,10,2,62,-0.05305669270479507,-0.004421391058732922,-0.0015611395307872367,9,2,46
XLF,unlevered,open_session,60,60,high_opening_volatility,5.0,68,-0.04504658745407297,0.35294117647058826,0.08073415914302973,3,True,-0.04504658745407297,-0.002502588191892943,-0.0009652406271737912,10,2,68,-0.05608972696243031,-0.0037393151308286873,-0.002656237670638162,9,2,60,-0.07191877310740469,-0.005993231092283724,-0.00360772509918017,9,2,41
DIA,unlevered,open_session,60,60,high_opening_volatility,5.0,70,-0.06235527951733466,0.3142857142857143,0.07366133985801482,35,True,-0.06235527951733466,-0.003464182195407481,-0.0010833767463683253,12,2,70,-0.05623956589764789,-0.0037493043931765262,-0.0006289019766050341,10,2,62,-0.07176533456295386,-0.005980444546912822,-0.0023520536041410356,9,2,46
IWM,unlevered,combined_previous_close,60,30,high_opening_volume,5.0,71,-0.07233549628080027,0.3380281690140845,0.07634757529184655,29,True,-0.07233549628080027,-0.004018638682266682,-0.003561866671646874,14,0,71,-0.056321913755467246,-0.003754794250364483,-0.0033430242627763285,11,0,61,-0.0531246343455235,-0.004427052862126958,-0.003491186826499737,9,0,52
TQQQ,leveraged,combined_previous_close,15,15,high_opening_volatility,10.0,57,-0.08703983234859147,0.3157894736842105,0.11671013060468283,29,True,-0.08703983234859147,-0.0048355462415884155,-0.005645279302068373,14,1,57,-0.0563437916886359,-0.0037562527792423936,-0.004925285795588041,11,1,46,-0.09619191910692648,-0.00801599325891054,-0.006645497681378065,10,1,33
SPY,unlevered,open_session,15,15,high_opening_volatility,5.0,66,-0.053910198314494395,0.2727272727272727,0.059564518739755434,24,True,-0.053910198314494395,-0.0029950110174719108,-0.0018686048385922471,12,3,66,-0.056409710482113073,-0.003760647365474205,-0.0031303554284570767,11,3,55,-0.042880830173081974,-0.003573402514423498,-0.002832641470773223,9,3,38
SPY,unlevered,open_session,15,15,high_opening_volume,5.0,66,-0.05887210686608613,0.25757575757575757,0.06023819342724479,29,True,-0.05887210686608613,-0.0032706726036714514,-0.002482369681382768,14,0,66,-0.05683448600286334,-0.0037889657335242227,-0.0025749767525675704,12,0,56,-0.04447749859328953,-0.003706458216107461,-0.002533272555747812,10,0,39
QQQ,unlevered,open_session,30,30,high_opening_volatility,5.0,74,-0.08137410623210017,0.32432432432432434,0.08379170466782082,35,True,-0.08137410623210017,-0.0045207836795611205,-0.0031654121986075534,12,3,74,-0.05690908158581531,-0.0037939387723876874,-0.0015798476734877331,9,3,60,-0.0500373596896998,-0.00416977997414165,-0.0032364731383425216,7,3,45
XLF,unlevered,combined_previous_close,60,15,high_opening_volume,5.0,74,-0.07115976718743722,0.25675675675675674,0.07282560919182335,30,True,-0.07115976718743722,-0.003953320399302068,-0.0030357176363635663,12,1,74,-0.05705439361759057,-0.0038036262411727047,-0.0027016718149466268,10,1,59,-0.06736830433974406,-0.005614025361645338,-0.0036703263866204594,9,1,50
TLT,unlevered,open_session,60,60,high_opening_volume,5.0,67,-0.05779237803584403,0.23880597014925373,0.06047645331662965,58,True,-0.05779237803584403,-0.0032106876686580016,-0.0022867128853742424,13,2,67,-0.05712532641955137,-0.003808355094636758,-0.0029108748275605834,11,1,61,-0.02384460376330355,-0.0019870503136086293,-0.0022867128853742424,8,1,47
IWM,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,62,-0.0778004933631764,0.25806451612903225,0.0778004933631764,24,True,-0.0778004933631764,-0.004322249631287578,-0.0019961167447463124,14,1,62,-0.0572138104528257,-0.00381425403018838,-0.001909120657406671,11,1,50,-0.04187208288318611,-0.0034893402402655094,-0.0019961167447463124,9,1,38
IWM,unlevered,combined_previous_close,60,60,high_opening_volatility,5.0,59,-0.06664563891017694,0.3389830508474576,0.06760221230832264,24,True,-0.06664563891017694,-0.00370253549500983,-0.003187181933886618,12,1,59,-0.057226430356499436,-0.0038150953570999626,-0.0025369774293335645,10,1,48,-0.05090868255296899,-0.004242390212747416,-0.0036842205936848393,8,1,37
IWM,unlevered,combined_previous_close,60,60,high_opening_volume,5.0,71,-0.06504711163030596,0.39436619718309857,0.07179685400498437,29,True,-0.06504711163030596,-0.003613728423905887,-0.003445823908776513,12,0,71,-0.05725558226220251,-0.0038170388174801674,-0.0031433502059066143,10,0,61,-0.04239077177980943,-0.0035325643149841193,-0.0022830140106983587,8,0,52
TLT,unlevered,open_session,60,15,high_opening_volatility,5.0,54,-0.0626324705505682,0.037037037037037035,0.0626324705505682,24,True,-0.0626324705505682,-0.003479581697253789,-0.0018462035113677722,16,2,54,-0.05741246652832532,-0.0038274977685550217,-0.002256612689210513,13,2,45,-0.029361534241395315,-0.0024467945201162764,-0.0013090824528644296,10,2,29
SPY,unlevered,open_session,30,15,high_opening_volume,5.0,72,-0.05961346854566163,0.25,0.07028051894642962,29,True,-0.05961346854566163,-0.0033118593636478682,-0.003106529186112428,14,0,72,-0.057571213329638216,-0.003838080888642548,-0.0046581439489122856,12,0,64,-0.06496205632532515,-0.005413504693777095,-0.0051956167106583795,11,0,48
XLK,unlevered,combined_previous_close,30,60,high_opening_volatility,5.0,60,-0.07664346258881338,0.35,0.0804047710169965,38,True,-0.07664346258881338,-0.0042579701438229655,-0.004293492222406714,10,2,60,-0.05778067743562332,-0.003852045162374888,0.0,7,2,46,-0.049628817513940326,-0.0041357347928283605,-0.001850789924498053,6,2,35
XLK,unlevered,combined_previous_close,15,15,high_opening_volume,5.0,83,-0.07654677581121805,0.2891566265060241,0.07467334188505359,38,True,-0.07654677581121805,-0.00425259865617878,-0.003983778432039897,14,2,83,-0.057820878639874285,-0.0038547252426582856,-0.0032167938518498085,11,2,67,-0.053844014534083495,-0.004487001211173625,-0.003734918853709135,10,1,58
XLF,unlevered,open_session,30,15,high_opening_volatility,5.0,69,-0.06760649176684941,0.2753623188405797,0.07125657288365361,3,True,-0.06760649176684941,-0.0037559162092694115,-0.0028949447527962247,14,2,69,-0.05801450332497493,-0.0038676335549983286,-0.0024674669407548366,12,2,62,-0.05642364346626305,-0.004701970288855255,-0.0041811700167248556,10,2,44
DIA,unlevered,combined_previous_close,30,15,high_opening_volatility,5.0,70,-0.06614772426970716,0.24285714285714285,0.06920678048207918,3,True,-0.06614772426970716,-0.0036748735705392868,-0.0037002238823853895,13,2,70,-0.05815741438687183,-0.003877160959124789,-0.0037638009016874863,11,2,60,-0.057227671156011684,-0.004768972596334307,-0.00450010697816472,10,2,44
QQQ,unlevered,open_session,30,60,high_opening_volatility,5.0,74,-0.084198754146382,0.40540540540540543,0.0880209213410359,35,True,-0.084198754146382,-0.004677708563687889,-0.0013460680786303025,10,3,74,-0.05834053697470687,-0.003889369131647125,-0.0006393315394341847,8,3,60,-0.06413563289095059,-0.005344636074245883,-0.0013460680786303025,7,3,45
IWM,unlevered,open_session,60,15,high_opening_volatility,5.0,71,-0.07032570096260826,0.29577464788732394,0.07032570096260826,24,True,-0.07032570096260826,-0.00390698338681157,-0.003010778139966752,13,1,71,-0.05858862594646308,-0.003905908396430872,-0.0026873323844484043,10,1,61,-0.059182930629825714,-0.004931910885818809,-0.003558785545197285,9,1,49
IWM,unlevered,combined_previous_close,30,60,high_opening_volatility,5.0,62,-0.07086604979525568,0.3387096774193548,0.07181829779144233,24,True,-0.07086604979525568,-0.003937002766403093,-0.0030434816257128294,11,1,62,-0.05891642503128558,-0.003927761668752372,-0.0025369774293335645,9,1,50,-0.045268441386954295,-0.0037723701155795244,-0.0030434816257128294,8,1,38
IWM,unlevered,combined_previous_close,30,60,high_opening_volume,5.0,80,-0.08273804388748507,0.3875,0.08946965523295192,29,True,-0.08273804388748507,-0.004596557993749171,-0.0031469501029255387,10,1,80,-0.05897133974516311,-0.0039314226496775405,-0.0019479244467065504,8,1,65,-0.04324910343937771,-0.003604091953281476,-0.0031469501029255387,7,0,56
IWM,unlevered,open_session,30,30,high_opening_volatility,5.0,81,-0.06751757823028659,0.32098765432098764,0.06768829134451493,35,True,-0.06751757823028659,-0.003750976568349255,-5.0522254537277433e-05,9,3,81,-0.05934413821744722,-0.003956275881163148,0.0,7,3,70,-0.05340164772084366,-0.004450137310070305,-5.0522254537277433e-05,6,3,56
QQQ,unlevered,combined_previous_close,30,30,high_opening_volatility,5.0,59,-0.08116323890768096,0.2711864406779661,0.0813595237993231,38,True,-0.08116323890768096,-0.004509068828204498,-0.002776412686933516,13,3,59,-0.059388275195422335,-0.003959218346361489,-0.0024374147198445995,10,3,45,-0.043736164092954444,-0.003644680341079537,-0.002295547755930105,8,3,35
SPY,unlevered,open_session,30,60,high_opening_volume,5.0,72,-0.059696563529805124,0.3888888888888889,0.07953153700134408,35,True,-0.059696563529805124,-0.00331647575165584,-0.0032466783617722816,13,0,72,-0.05971591834683054,-0.003981061223122037,-0.004006095704557788,11,0,64,-0.07162246328519872,-0.005968538607099894,-0.0052448325054287315,10,0,48
SPY,unlevered,combined_previous_close,30,15,high_opening_volume,5.0,73,-0.0695010045888712,0.2602739726027397,0.07697382428533517,29,True,-0.0695010045888712,-0.003861166921603956,-0.0033615364030722406,15,0,73,-0.06019754461079552,-0.004013169640719701,-0.004042431323966089,12,0,63,-0.06471744645737854,-0.005393120538114878,-0.005225533586930509,11,0,51
XLK,unlevered,open_session,15,15,high_opening_volatility,5.0,62,-0.059479073431069285,0.3548387096774194,0.06417527875389506,29,True,-0.059479073431069285,-0.003304392968392738,-0.001476545333197521,12,3,62,-0.06025175816475237,-0.004016783877650158,-0.001531321426476051,11,3,51,-0.040828515150825084,-0.003402376262568757,-0.0015153516162308422,8,3,37
