date,net_pnl
2019-01,0.0
2019-02,0.0
2019-03,0.0
2019-04,0.0
2019-05,-0.05904169390849935
2019-06,0.055895957443733255
2019-07,0.0029880390937744574
2019-08,-0.014534906117701227
2019-09,0.01585480836279463
2019-10,0.013986756729134485
2019-11,0.016410962636747812
2019-12,0.0281043507762208
2020-01,0.00043915640488177005
2020-02,-0.06805977373298919
2020-03,-0.07562949627092164
2020-04,0.022491464996255345
2020-05,0.008932453627660271
2020-06,0.00397453852318742
2020-07,0.015281485307430847
2020-08,0.024419169286555874
2020-09,-0.012670365292960678
2020-10,-0.010081856916334573
2020-11,0.04386016995223723
2020-12,0.011950340715362166
2021-01,-0.0017787035236277867
2021-02,0.015879319259870267
2021-03,0.022091090148325467
2021-04,0.026660591087524783
2021-05,0.0046037471208706625
2021-06,0.010511792752714536
2021-07,0.019465827918380325
2021-08,0.01969386022627636
2021-09,-0.03825330078037414
2021-10,0.047754463350259145
2021-11,0.0022288860733528236
2021-12,0.023168619390831903
2022-01,-0.031070926619427935
2022-02,-0.015716787591877047
2022-03,0.018882261851256684
2022-04,-0.03478079584783938
2022-05,0.0036407541626361107
2022-06,-0.026761638679217114
2022-07,0.02403401826391957
2022-08,-0.009383405641145358
2022-09,-0.025265245300625665
2022-10,0.031466413527029724
2022-11,0.018105048057985802
2022-12,-0.013838434603693337
2023-01,0.019239305937013187
2023-02,-0.006699102140301876
2023-03,0.019706862423083227
2023-04,0.009644995923860006
2023-05,0.0055224089836824605
2023-06,0.035772940571979286
2023-07,0.021321384829443086
2023-08,-0.0033243473658903697
2023-09,-0.041419624243774884
2023-10,-0.01141244540677476
2023-11,0.056388662018302
2023-12,0.026346112054717895
2024-01,0.019032424569320222
2024-02,0.038129177228885834
2024-03,0.025112978180975278
2024-04,-0.030493174543828553
2024-05,0.036487699819325176
2024-06,0.0255303797598072
2024-07,0.010989437892630308
2024-08,0.013486852381718945
2024-09,0.016507449959486806
2024-10,0.00036382509649349713
2024-11,0.0323673449258806
2024-12,-0.010973422904333046
2025-01,0.005740235190378921
2025-02,0.005096924061202652
2025-03,-0.03596239465420996
2025-04,0.010303134130017384
2025-05,0.014476846092287755
2025-06,0.01455481580589627
2025-07,0.00690737305554275
2025-08,0.013263380114988087
2025-09,0.03676366669060946
2025-10,0.03215921198681555
2025-11,-0.005907438663715499
2025-12,0.009817191126663112
2026-01,0.004801786126561951
2026-02,-0.009772984099097848
2026-03,-0.026420625784342847
2026-04,0.0546630404789186
