cost_bp_side,additive_return,compounded_return_diagnostic,mean_overnight_bp,win_rate,max_drawdown,positive_months,negative_months
0,1.4744069591220945,2.361954024066066,11.757631252967261,0.5231259968102073,0.6605126443165665,32,28
1,1.2236069591220944,1.6166322334529224,9.75763125296726,0.5191387559808612,0.7427182455826028,31,29
2,0.9728069591220951,1.0364410149534282,7.757631252967266,0.5135566188197768,0.8364690889433339,31,29
5,0.22040695912209318,-0.040315277520812653,1.7576312529672502,0.49681020733652315,1.1594973452879072,28,32
