variant,pair,mechanism,formation_min,hold_min,threshold_bp,cost_bp_side,trades,trades_per_session,gross_return,net_return,recent12_return,recent18_return,mean_trade_bp,green_all_days,green_active_days,positive_month_fraction,positive_week_fraction,max_drawdown,recovery_sessions,block_returns,worst_day
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t5,SMH_SOXL_SOXS,impulse_continuation,1,1,5,0,146311,85.41214244016345,12.782363608995428,12.782363608995428,0.8278562937727394,0.5862752634956948,0.8736433767109396,0.5802685347343841,0.6002415458937198,0.7831325301204819,0.6935933147632312,0.0774373898853921,149.0,"[6.75440710736896, 3.9388456850913087, 2.0891108165351593]",-0.35982992300231886
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t5,SMH_SOXL_SOXS,impulse_continuation,1,1,5,1,146311,85.41214244016345,12.782363608995428,-16.479836391004575,-3.261943706227261,-5.9443247365043055,-1.1263566232890605,0.326328079392878,0.33756038647342995,0.10843373493975904,0.19498607242339833,10.771031791569428,,"[-0.8589928926310404, -7.300554314908692, -8.32028918346484]",-0.3934299230023188
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t5,SMH_SOXL_SOXS,impulse_continuation,1,1,5,2,146311,85.41214244016345,12.782363608995428,-45.74203639100458,-7.3517437062272615,-12.474924736504306,-3.1263566232890607,0.1190893169877408,0.12318840579710146,0.012048192771084338,0.022284122562674095,46.93504339871948,,"[-8.472392892631042, -18.53995431490869, -18.729689183464842]",-0.42702992300231885
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t5,SMH_SOXL_SOXS,impulse_continuation,1,1,5,5,146311,85.41214244016345,12.782363608995428,-133.52863639100457,-19.62114370622726,-32.066724736504305,-9.12635662328906,0.004086398131932283,0.004227053140096618,0.0,0.0,141.3862825728196,,"[-31.312592892631038, -52.258154314908694, -49.95788918346484]",-0.5278299230023189
SMH_SOXL_SOXS_impulse_continuation_f1_h1_t5,SMH_SOXL_SOXS,impulse_continuation,1,1,5,10,146311,85.41214244016345,12.782363608995428,-279.83963639100455,-40.070143706227256,-64.7197247365043,-19.126356623289066,0.0,0.0,0.0,0.0,312.8912546198038,,"[-69.37959289263105, -108.4551543149087, -102.00488918346484]",-0.6958299230023189
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t5,SMH_SOXL_SOXS,impulse_reversal,1,1,5,0,146311,85.41214244016345,-13.245700355522597,-13.245700355522596,-0.9594004235963616,-1.1032524782108841,-0.9053113132657556,0.3812025685931115,0.3943236714975845,0.18072289156626506,0.2924791086350975,13.172009613208523,,"[-7.418557265414414, -3.491983485664424, -2.3351596044437586]",-0.34633553603190703
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t5,SMH_SOXL_SOXS,impulse_reversal,1,1,5,1,146311,85.41214244016345,-13.245700355522597,-42.5079003555226,-5.049200423596362,-7.633852478210884,-2.9053113132657553,0.15528312901342672,0.1606280193236715,0.0,0.03899721448467967,42.645312367156954,,"[-15.031957265414412, -14.731383485664427, -12.744559604443761]",-0.37833553603190706
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t5,SMH_SOXL_SOXS,impulse_reversal,1,1,5,2,146311,85.41214244016345,-13.245700355522597,-71.7701003555226,-9.139000423596363,-14.164452478210887,-4.905311313265756,0.05195563339171045,0.05374396135265701,0.0,0.008356545961002786,72.67198377917592,,"[-22.645357265414415, -25.970783485664427, -23.153959604443763]",-0.41033553603190703
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t5,SMH_SOXL_SOXS,impulse_reversal,1,1,5,5,146311,85.41214244016345,-13.245700355522597,-159.5567003555226,-21.408400423596362,-33.75625247821088,-10.905311313265756,0.0005837711617046118,0.0006038647342995169,0.0,0.0,166.6089048823647,,"[-45.485557265414414, -59.68898348566442, -54.38215960444376]",-0.5063355360319071
SMH_SOXL_SOXS_impulse_reversal_f1_h1_t5,SMH_SOXL_SOXS,impulse_reversal,1,1,5,10,146311,85.41214244016345,-13.245700355522597,-305.86770035552263,-41.85740042359636,-66.40925247821089,-20.90531131326576,0.0,0.0,0.0,0.0,336.97327769749205,,"[-83.5525572654144, -115.88598348566444, -106.42915960444375]",-0.6663355360319071
